ID;PositieInHetHuishouden;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;PersonenInHuishoudens_1
5457;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2040;
5458;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2041;
5459;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2042;
5460;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2043;
5461;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2044;
5462;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2045;
5463;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2046;
5464;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2047;
5465;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2048;
5466;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2049;
5467;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2050;
5468;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2051;
5469;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2052;
5470;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2053;
5471;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2054;
5472;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2055;
5473;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2056;
5474;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2057;
5475;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2058;
5476;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2059;
5477;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2060;
5478;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2061;
5479;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2062;
5480;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2063;
5481;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2064;
5482;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2065;
5483;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2066;
5484;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2067;
5485;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2068;
5486;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2069;
5487;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Ongehuwd;2070;
5488;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2022;
5489;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2023;
5490;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2024;
5491;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2025;
5492;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2026;
5493;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2027;
5494;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2028;
5495;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2029;
5496;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2030;
5497;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2031;
5498;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2032;
5499;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2033;
5500;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2034;
5501;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2035;
5502;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2036;
5503;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2037;
5504;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2038;
5505;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2039;
5506;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2040;
5507;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2041;
5508;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2042;
5509;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2043;
5510;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2044;
5511;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2045;
5512;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2046;
5513;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2047;
5514;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2048;
5515;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2049;
5516;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2050;
5517;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2051;
5518;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2052;
5519;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2053;
5520;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2054;
5521;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2055;
5522;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2056;
5523;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2057;
5524;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2058;
5525;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2059;
5526;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2060;
5527;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2061;
5528;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2062;
5529;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2063;
5530;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2064;
5531;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2065;
5532;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2066;
5533;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2067;
5534;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2068;
5535;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2069;
5536;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gehuwd;2070;
5537;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2022;
5538;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2023;
5539;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2024;
5540;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2025;
5541;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2026;
5542;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2027;
5543;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2028;
5544;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2029;
5545;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2030;
5546;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2031;
5547;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2032;
5548;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2033;
5549;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2034;
5550;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2035;
5551;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2036;
5552;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2037;
5553;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2038;
5554;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2039;
5555;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2040;
5556;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2041;
5557;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2042;
5558;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2043;
5559;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2044;
5560;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2045;
5561;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2046;
5562;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2047;
5563;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2048;
5564;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2049;
5565;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2050;
5566;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2051;
5567;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2052;
5568;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2053;
5569;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2054;
5570;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2055;
5571;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2056;
5572;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2057;
5573;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2058;
5574;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2059;
5575;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2060;
5576;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2061;
5577;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2062;
5578;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2063;
5579;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2064;
5580;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2065;
5581;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2066;
5582;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2067;
5583;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2068;
5584;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2069;
5585;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Verweduwd;2070;
5586;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2022;
5587;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2023;
5588;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2024;
5589;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2025;
5590;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2026;
5591;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2027;
5592;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2028;
5593;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2029;
5594;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2030;
5595;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2031;
5596;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2032;
5597;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2033;
5598;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2034;
5599;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2035;
5600;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2036;
5601;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2037;
5602;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2038;
5603;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2039;
5604;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2040;
5605;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2041;
5606;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2042;
5607;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2043;
5608;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2044;
5609;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2045;
5610;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2046;
5611;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2047;
5612;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2048;
5613;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2049;
5614;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2050;
5615;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2051;
5616;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2052;
5617;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2053;
5618;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2054;
5619;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2055;
5620;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2056;
5621;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2057;
5622;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2058;
5623;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2059;
5624;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2060;
5625;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2061;
5626;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2062;
5627;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2063;
5628;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2064;
5629;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2065;
5630;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2066;
5631;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2067;
5632;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2068;
5633;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2069;
5634;Totaal personen in huishoudens;Totaal mannen en vrouwen;21 jaar;Gescheiden;2070;
5635;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2022;226817.0
5636;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2023;235891.0
5637;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2024;234350.0
5638;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2025;231749.0
5639;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2026;230003.0
5640;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2027;223846.0
5641;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2028;218680.0
5642;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2029;217514.0
5643;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2030;214815.0
5644;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2031;218973.0
5645;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2032;219308.0
5646;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2033;219137.0
5647;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2034;215002.0
5648;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2035;211795.0
5649;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2036;207698.0
5650;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2037;211483.0
5651;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2038;207446.0
5652;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2039;208924.0
5653;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2040;206363.0
5654;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2041;205188.0
5655;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2042;206600.0
5656;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2043;205875.0
5657;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2044;212733.0
5658;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2045;212542.0
5659;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2046;217489.0
5660;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2047;222193.0
5661;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2048;225563.0
5662;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2049;229224.0
5663;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2050;231751.0
5664;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2051;234533.0
5665;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2052;236843.0
5666;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2053;238484.0
5667;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2054;239795.0
5668;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2055;240307.0
5669;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2056;240706.0
5670;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2057;240674.0
5671;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2058;240230.0
5672;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2059;239366.0
5673;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2060;238095.0
5674;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2061;236842.0
5675;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2062;235737.0
5676;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2063;234586.0
5677;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2064;233453.0
5678;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2065;232402.0
5679;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2066;231502.0
5680;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2067;230739.0
5681;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2068;230099.0
5682;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2069;229590.0
5683;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Totaal burgerlijke staat;2070;229250.0
5684;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2022;
5685;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2023;
5686;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2024;
5687;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2025;
5688;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2026;
5689;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2027;
5690;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2028;
5691;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2029;
5692;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2030;
5693;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2031;
5694;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2032;
5695;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2033;
5696;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2034;
5697;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2035;
5698;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2036;
5699;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2037;
5700;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2038;
5701;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2039;
5702;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2040;
5703;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2041;
5704;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2042;
5705;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2043;
5706;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2044;
5707;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2045;
5708;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2046;
5709;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2047;
5710;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2048;
5711;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2049;
5712;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2050;
5713;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2051;
5714;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2052;
5715;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2053;
5716;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2054;
5717;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2055;
5718;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2056;
5719;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2057;
5720;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2058;
5721;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2059;
5722;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2060;
5723;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2061;
5724;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2062;
5725;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2063;
5726;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2064;
5727;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2065;
5728;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2066;
5729;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2067;
5730;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2068;
5731;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2069;
5732;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Ongehuwd;2070;
5733;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Gehuwd;2022;
5734;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Gehuwd;2023;
5735;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Gehuwd;2024;
5736;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Gehuwd;2025;
5737;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Gehuwd;2026;
5738;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Gehuwd;2027;
5739;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Gehuwd;2028;
5740;Totaal personen in huishoudens;Totaal mannen en vrouwen;22 jaar;Gehuwd;2029;
