ID;Perioden;Totaal1eEn2eGeneratie_1;k_1eGeneratie_2;k_2eGeneratie_3;Totaal1eEn2eGeneratie_4;k_1eGeneratie_5;k_2eGeneratie_6;Totaal1eEn2eGeneratie_7;k_1eGeneratie_8;k_2eGeneratie_9;MoederNietWesters_10;MoederWesters_11;NietWesterseAllochtonen_12;WesterseAllochtonen_13;NietWesterseAllochtonen_14;WesterseAllochtonen_15;NietWesterseAllochtonen_16;WesterseAllochtonen_17
28;2036;4480415;2179757;2300656;2651392;1321234;1330158;1829025;858530;970495;17355.0;11773.0;46016.0;54297.0;26648.0;38106.0;19368.0;16191.0
29;2037;4519323;2195485;2323842;2677940;1328840;1349100;1841380;866642;974738;17409.0;11851.0;46018.0;54345.0;26677.0;38098.0;19341.0;16247.0
30;2038;4557774;2210743;2347030;2704040;1336003;1368037;1853730;874736;978994;17465.0;11926.0;46019.0;54388.0;26706.0;38101.0;19313.0;16287.0
31;2039;4595738;2225517;2370217;2729697;1342734;1386963;1866045;882780;983265;17521.0;11997.0;46017.0;54432.0;26734.0;38114.0;19283.0;16318.0
32;2040;4633199;2239796;2393397;2754884;1349012;1405872;1878319;890785;987534;17577.0;12065.0;46016.0;54472.0;26762.0;38139.0;19254.0;16333.0
33;2041;4670130;2253576;2416559;2779568;1354825;1424743;1890570;898749;991821;17632.0;12130.0;46017.0;54516.0;26786.0;38176.0;19231.0;16341.0
34;2042;4706554;2266848;2439700;2803781;1360194;1443587;1902773;906657;996116;17686.0;12187.0;46018.0;54558.0;26809.0;38224.0;19209.0;16334.0
35;2043;4742439;2279624;2462820;2827494;1365114;1462380;1914956;914517;1000439;17737.0;12244.0;46012.0;54601.0;26832.0;38286.0;19180.0;16315.0
36;2044;4777762;2291869;2485885;2850675;1369573;1481102;1927089;922306;1004783;17787.0;12295.0;46019.0;54655.0;26853.0;38363.0;19166.0;16292.0
37;2045;4812546;2303633;2508915;2873349;1373590;1499759;1939201;930042;1009159;17834.0;12344.0;46021.0;54696.0;26872.0;38455.0;19149.0;16241.0
38;2046;4846748;2314873;2531875;2895497;1377172;1518325;1951248;937697;1013551;17877.0;12388.0;46013.0;54696.0;26886.0;38557.0;19127.0;16139.0
39;2047;4880301;2325543;2554751;2917095;1380313;1536782;1963211;945238;1017973;17916.0;12429.0;46015.0;54696.0;26898.0;38669.0;19117.0;16027.0
40;2048;4913219;2335671;2577549;2938144;1383035;1555109;1975072;952636;1022436;17952.0;12464.0;46025.0;54696.0;26913.0;38791.0;19112.0;15905.0
41;2049;4945472;2345260;2600219;2958657;1385363;1573294;1986827;959901;1026926;17983.0;12495.0;46014.0;54696.0;26926.0;38926.0;19088.0;15770.0
42;2050;4977037;2354280;2622755;2978585;1387287;1591298;1998460;966993;1031467;;;;;;;;
