ID;Leeftijd;Generatie;Geslacht;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;EuropeseEconomischeRuimte_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
116;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2014;1976562;1119366;141455;251243;55939;191129;97215;184413;197972;857196;418801;198613;194437;45345
117;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2015;2013884;1148013;146570;262797;57985;195200;99287;185617;200557;865871;420806;205560;193192;46313
118;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2016;2050437;1176352;151615;274415;60043;199137;101343;186749;203050;874085;422683;212257;191883;47262
119;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2017;2086258;1204380;156589;286106;62113;202935;103368;187820;205449;881878;424441;218705;190517;48215
120;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2018;2121402;1232105;161510;297857;64199;206602;105365;188821;207751;889297;426114;224926;189100;49157
121;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2019;2155804;1259503;166344;309658;66284;210150;107321;189769;209977;896301;427655;230935;187618;50093
122;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2020;2189565;1286569;171109;321488;68384;213563;109263;190644;212118;902996;429092;236782;186095;51027
123;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2021;2222662;1313314;175775;333350;70492;216868;111164;191478;214187;909348;430424;242457;184514;51953
124;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2022;2255201;1339725;180387;345194;72591;220083;113047;192234;216189;915476;431653;248068;182898;52857
125;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2023;2287261;1365872;184952;357021;74698;223216;114898;192940;218147;921389;432785;253606;181227;53771
126;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2024;2318800;1391728;189459;368848;76796;226268;116722;193589;220046;927072;433848;259063;179513;54648
127;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2025;2349821;1417268;193902;380635;78887;229250;118520;194175;221899;932553;434809;264468;177754;55522
128;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2026;2380350;1442509;198294;392392;80959;232160;120294;194704;223706;937841;435724;269779;175945;56393
129;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2027;2410383;1467462;202605;404106;83052;235008;122042;195188;225461;942921;436584;275024;174071;57242
130;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2028;2439931;1492129;206879;415791;85116;237796;123775;195599;227173;947802;437392;280182;172141;58087
131;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2029;2469002;1516477;211085;427404;87190;240519;125483;195958;228838;952525;438177;285272;170151;58925
132;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2030;2497531;1540499;215238;438965;89242;243195;127142;196253;230464;957032;438937;290275;168073;59747
133;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2031;2525602;1564217;219317;450459;91284;245821;128792;196497;232047;961385;439677;295210;165933;60565
134;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2032;2553211;1587653;223362;461900;93320;248393;130409;196680;233589;965558;440423;300063;163704;61368
135;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2033;2580317;1610731;227335;473251;95346;250923;131991;196799;235086;969586;441188;304846;161389;62163
136;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2034;2606969;1633525;231254;484530;97354;253415;133548;196872;236552;973444;441965;309547;158976;62956
137;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2035;2633140;1655971;235112;495728;99359;255846;135066;196879;237981;977169;442785;314163;156483;63738
138;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2036;2658856;1678107;238926;506855;101341;258235;136554;196816;239380;980749;443638;318721;153890;64500
139;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2037;2684063;1699891;242680;517882;103323;260575;138000;196701;240730;984172;444532;323197;151179;65264
140;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2038;2708859;1721364;246371;528825;105271;262873;139438;196531;242055;987495;445490;327604;148378;66023
141;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2039;2733156;1742454;250009;539667;107208;265124;140828;196288;243330;990702;446504;331930;145486;66782
142;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2040;2757042;1763225;253576;550426;109142;267319;142203;195992;244567;993817;447576;336210;142495;67536
143;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2041;2780519;1783656;257098;561094;111047;269469;143541;195640;245767;996863;448733;340425;139435;68270
144;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2042;2803545;1803710;260550;571660;112949;271549;144855;195232;246915;999835;449938;344587;136298;69012
145;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2043;2826170;1823420;263944;582132;114826;273592;146148;194762;248016;1002750;451214;348691;133104;69741
146;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2044;2848392;1842785;267286;592505;116696;275575;147411;194248;249064;1005607;452542;352741;129857;70467
147;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2045;2870239;1861764;270553;602773;118537;277507;148659;193671;250064;1008475;453928;356755;126596;71196
148;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2046;2891692;1880377;273763;612947;120367;279372;149875;193052;251001;1011315;455357;360720;123312;71926
149;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2047;2912741;1898648;276913;623025;122185;281188;151081;192384;251872;1014093;456807;364636;120012;72638
150;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2048;2933414;1916554;280012;633004;123986;282939;152256;191684;252673;1016860;458296;368508;116711;73345
151;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2049;2953662;1934076;283051;642881;125761;284625;153418;190947;253393;1019586;459787;372335;113428;74036
152;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2050;2973550;1951231;286015;652665;127526;286251;154551;190174;254049;1022319;461305;376108;110166;74740
153;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2000;1431122;886250;101650;169052;32739;152540;69266;183249;177754;544872;269264;102908;140659;32041
154;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2001;1481665;922463;108843;181799;34733;155698;76369;184220;180801;559202;272589;114682;138633;33298
155;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2002;1530304;956387;115366;195084;36706;158825;83103;184826;182477;573917;276030;126881;136508;34498
156;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2003;1577957;989416;121530;208459;38643;161930;89250;185451;184153;588541;279638;138930;134361;35612
157;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2004;1624230;1021292;127395;221816;40561;164996;94648;186058;185818;602938;283355;150753;132197;36633
158;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2005;1669179;1052070;133052;235197;42450;168021;99270;186634;187446;617109;287167;162337;130017;37588
