ID;Bestedingscategorieen;Marges;Perioden;GemiddeldBesteedBedrag_1;Bestedingsaandeel_2
1533;082000 Telefoonapparatuur;Ondergrens 95%-interval;2020;118.0;
1534;082000 Telefoonapparatuur;Bovengrens 95%-interval;2015;96.0;
1535;082000 Telefoonapparatuur;Bovengrens 95%-interval;2020;156.0;
1536;082010 Vaste telefoontoestellen.;Waarde;2015;3.0;0.0
1537;082010 Vaste telefoontoestellen.;Waarde;2020;4.0;0.0
1538;082010 Vaste telefoontoestellen.;Ondergrens 95%-interval;2015;3.0;
1539;082010 Vaste telefoontoestellen.;Ondergrens 95%-interval;2020;2.0;
1540;082010 Vaste telefoontoestellen.;Bovengrens 95%-interval;2015;3.0;
1541;082010 Vaste telefoontoestellen.;Bovengrens 95%-interval;2020;6.0;
1542;082020 Mobiele telefoons;Waarde;2015;69.0;0.2
1543;082020 Mobiele telefoons;Waarde;2020;111.0;0.3
1544;082020 Mobiele telefoons;Ondergrens 95%-interval;2015;69.0;
1545;082020 Mobiele telefoons;Ondergrens 95%-interval;2020;93.0;
1546;082020 Mobiele telefoons;Bovengrens 95%-interval;2015;70.0;
1547;082020 Mobiele telefoons;Bovengrens 95%-interval;2020;129.0;
1548;082030 Overige telefoonapparatuur;Waarde;2015;12.0;0.0
1549;082030 Overige telefoonapparatuur;Waarde;2020;23.0;0.1
1550;082030 Overige telefoonapparatuur;Ondergrens 95%-interval;2015;11.0;
1551;082030 Overige telefoonapparatuur;Ondergrens 95%-interval;2020;19.0;
1552;082030 Overige telefoonapparatuur;Bovengrens 95%-interval;2015;13.0;
1553;082030 Overige telefoonapparatuur;Bovengrens 95%-interval;2020;27.0;
1554;083000 Telefoondiensten;Waarde;2015;1014.0;3.0
1555;083000 Telefoondiensten;Waarde;2020;1050.0;3.0
1556;083000 Telefoondiensten;Ondergrens 95%-interval;2015;1004.0;
1557;083000 Telefoondiensten;Ondergrens 95%-interval;2020;1040.0;
1558;083000 Telefoondiensten;Bovengrens 95%-interval;2015;1025.0;
1559;083000 Telefoondiensten;Bovengrens 95%-interval;2020;1060.0;
1560;083010 Vaste telefoondiensten;Waarde;2015;44.0;0.1
1561;083010 Vaste telefoondiensten;Waarde;2020;16.0;0.0
1562;083010 Vaste telefoondiensten;Ondergrens 95%-interval;2015;41.0;
1563;083010 Vaste telefoondiensten;Ondergrens 95%-interval;2020;14.0;
1564;083010 Vaste telefoondiensten;Bovengrens 95%-interval;2015;47.0;
1565;083010 Vaste telefoondiensten;Bovengrens 95%-interval;2020;18.0;
1566;083020 Mobiele telefoondiensten;Waarde;2015;351.0;1.0
1567;083020 Mobiele telefoondiensten;Waarde;2020;315.0;0.9
1568;083020 Mobiele telefoondiensten;Ondergrens 95%-interval;2015;344.0;
1569;083020 Mobiele telefoondiensten;Ondergrens 95%-interval;2020;309.0;
1570;083020 Mobiele telefoondiensten;Bovengrens 95%-interval;2015;358.0;
1571;083020 Mobiele telefoondiensten;Bovengrens 95%-interval;2020;321.0;
1572;083030 Verlenen van toegang tot internet;Waarde;2015;41.0;0.1
1573;083030 Verlenen van toegang tot internet;Waarde;2020;78.0;0.2
1574;083030 Verlenen van toegang tot internet;Ondergrens 95%-interval;2015;38.0;
1575;083030 Verlenen van toegang tot internet;Ondergrens 95%-interval;2020;74.0;
1576;083030 Verlenen van toegang tot internet;Bovengrens 95%-interval;2015;44.0;
1577;083030 Verlenen van toegang tot internet;Bovengrens 95%-interval;2020;82.0;
1578;083040 Gebundelde communicatiediensten;Waarde;2015;578.0;1.7
1579;083040 Gebundelde communicatiediensten;Waarde;2020;639.0;1.8
1580;083040 Gebundelde communicatiediensten;Ondergrens 95%-interval;2015;571.0;
1581;083040 Gebundelde communicatiediensten;Ondergrens 95%-interval;2020;631.0;
1582;083040 Gebundelde communicatiediensten;Bovengrens 95%-interval;2015;585.0;
1583;083040 Gebundelde communicatiediensten;Bovengrens 95%-interval;2020;647.0;
1584;090000 Recreatie en cultuur;Waarde;2015;3257.0;9.6
1585;090000 Recreatie en cultuur;Waarde;2020;3020.0;8.6
1586;090000 Recreatie en cultuur;Ondergrens 95%-interval;2015;3175.0;
1587;090000 Recreatie en cultuur;Ondergrens 95%-interval;2020;2908.0;
1588;090000 Recreatie en cultuur;Bovengrens 95%-interval;2015;3339.0;
1589;090000 Recreatie en cultuur;Bovengrens 95%-interval;2020;3132.0;
1590;091000 Audio-, video-, fotoapparatuur ed;Waarde;2015;398.0;1.2
1591;091000 Audio-, video-, fotoapparatuur ed;Waarde;2020;534.0;1.5
1592;091000 Audio-, video-, fotoapparatuur ed;Ondergrens 95%-interval;2015;364.0;
1593;091000 Audio-, video-, fotoapparatuur ed;Ondergrens 95%-interval;2020;482.0;
1594;091000 Audio-, video-, fotoapparatuur ed;Bovengrens 95%-interval;2015;433.0;
1595;091000 Audio-, video-, fotoapparatuur ed;Bovengrens 95%-interval;2020;586.0;
1596;091100 TV's, audio- en video-apparatuur;Waarde;2015;100.0;0.3
1597;091100 TV's, audio- en video-apparatuur;Waarde;2020;190.0;0.5
1598;091100 TV's, audio- en video-apparatuur;Ondergrens 95%-interval;2015;85.0;
1599;091100 TV's, audio- en video-apparatuur;Ondergrens 95%-interval;2020;157.0;
1600;091100 TV's, audio- en video-apparatuur;Bovengrens 95%-interval;2015;116.0;
1601;091100 TV's, audio- en video-apparatuur;Bovengrens 95%-interval;2020;223.0;
1602;091110 Geluidsapparatuur;Waarde;2015;43.0;0.1
1603;091110 Geluidsapparatuur;Waarde;2020;55.0;0.2
1604;091110 Geluidsapparatuur;Ondergrens 95%-interval;2015;42.0;
1605;091110 Geluidsapparatuur;Ondergrens 95%-interval;2020;45.0;
1606;091110 Geluidsapparatuur;Bovengrens 95%-interval;2015;44.0;
1607;091110 Geluidsapparatuur;Bovengrens 95%-interval;2020;65.0;
1608;091120 Televisies en videoapparatuur;Waarde;2015;58.0;0.2
1609;091120 Televisies en videoapparatuur;Waarde;2020;107.0;0.3
1610;091120 Televisies en videoapparatuur;Ondergrens 95%-interval;2015;57.0;
1611;091120 Televisies en videoapparatuur;Ondergrens 95%-interval;2020;76.0;
1612;091120 Televisies en videoapparatuur;Bovengrens 95%-interval;2015;58.0;
1613;091120 Televisies en videoapparatuur;Bovengrens 95%-interval;2020;138.0;
1614;091130 Draagbare audio en videospelers;Waarde;2015;;
1615;091130 Draagbare audio en videospelers;Waarde;2020;3.0;0.0
1616;091130 Draagbare audio en videospelers;Ondergrens 95%-interval;2015;;
1617;091130 Draagbare audio en videospelers;Ondergrens 95%-interval;2020;0.0;
1618;091130 Draagbare audio en videospelers;Bovengrens 95%-interval;2015;;
1619;091130 Draagbare audio en videospelers;Bovengrens 95%-interval;2020;7.0;
1620;091190 Hoofdtelefoons, e-readers ed.;Waarde;2015;;
1621;091190 Hoofdtelefoons, e-readers ed.;Waarde;2020;25.0;0.1
1622;091190 Hoofdtelefoons, e-readers ed.;Ondergrens 95%-interval;2015;;
1623;091190 Hoofdtelefoons, e-readers ed.;Ondergrens 95%-interval;2020;20.0;
1624;091190 Hoofdtelefoons, e-readers ed.;Bovengrens 95%-interval;2015;;
1625;091190 Hoofdtelefoons, e-readers ed.;Bovengrens 95%-interval;2020;30.0;
1626;091200 Foto-, film- en optische app.;Waarde;2015;33.0;0.1
1627;091200 Foto-, film- en optische app.;Waarde;2020;28.0;0.1
1628;091200 Foto-, film- en optische app.;Ondergrens 95%-interval;2015;23.0;
1629;091200 Foto-, film- en optische app.;Ondergrens 95%-interval;2020;18.0;
1630;091200 Foto-, film- en optische app.;Bovengrens 95%-interval;2015;44.0;
1631;091200 Foto-, film- en optische app.;Bovengrens 95%-interval;2020;38.0;
1632;091210 Camera's;Waarde;2015;23.0;0.1
1633;091210 Camera's;Waarde;2020;20.0;0.1
1634;091210 Camera's;Ondergrens 95%-interval;2015;23.0;
1635;091210 Camera's;Ondergrens 95%-interval;2020;10.0;
1636;091210 Camera's;Bovengrens 95%-interval;2015;23.0;
1637;091210 Camera's;Bovengrens 95%-interval;2020;30.0;
1638;091220 Accessoires voor foto- en film.;Waarde;2015;9.0;0.0
1639;091220 Accessoires voor foto- en film.;Waarde;2020;5.0;0.0
1640;091220 Accessoires voor foto- en film.;Ondergrens 95%-interval;2015;9.0;
1641;091220 Accessoires voor foto- en film.;Ondergrens 95%-interval;2020;3.0;
1642;091220 Accessoires voor foto- en film.;Bovengrens 95%-interval;2015;10.0;
1643;091220 Accessoires voor foto- en film.;Bovengrens 95%-interval;2020;7.0;
1644;091230 Optische instrumenten;Waarde;2015;1.0;0.0
1645;091230 Optische instrumenten;Waarde;2020;3.0;0.0
1646;091230 Optische instrumenten;Ondergrens 95%-interval;2015;1.0;
1647;091230 Optische instrumenten;Ondergrens 95%-interval;2020;2.0;
1648;091230 Optische instrumenten;Bovengrens 95%-interval;2015;1.0;
1649;091230 Optische instrumenten;Bovengrens 95%-interval;2020;4.0;
1650;091300 Gegevensverwerkende apparatuur;Waarde;2015;232.0;0.7
1651;091300 Gegevensverwerkende apparatuur;Waarde;2020;289.0;0.8
1652;091300 Gegevensverwerkende apparatuur;Ondergrens 95%-interval;2015;205.0;
1653;091300 Gegevensverwerkende apparatuur;Ondergrens 95%-interval;2020;252.0;
1654;091300 Gegevensverwerkende apparatuur;Bovengrens 95%-interval;2015;259.0;
1655;091300 Gegevensverwerkende apparatuur;Bovengrens 95%-interval;2020;326.0;
1656;091310 Personal computers;Waarde;2015;230.0;0.7
1657;091310 Personal computers;Waarde;2020;182.0;0.5
1658;091310 Personal computers;Ondergrens 95%-interval;2015;227.0;
1659;091310 Personal computers;Ondergrens 95%-interval;2020;149.0;
1660;091310 Personal computers;Bovengrens 95%-interval;2015;233.0;
1661;091310 Personal computers;Bovengrens 95%-interval;2020;215.0;
1662;091320 Accessoires voor computers;Waarde;2015;1.0;0.0
1663;091320 Accessoires voor computers;Waarde;2020;85.0;0.2
1664;091320 Accessoires voor computers;Ondergrens 95%-interval;2015;1.0;
1665;091320 Accessoires voor computers;Ondergrens 95%-interval;2020;70.0;
1666;091320 Accessoires voor computers;Bovengrens 95%-interval;2015;2.0;
1667;091320 Accessoires voor computers;Bovengrens 95%-interval;2020;100.0;
1668;091330 Software;Waarde;2015;1.0;0.0
1669;091330 Software;Waarde;2020;20.0;0.1
1670;091330 Software;Ondergrens 95%-interval;2015;0.0;
1671;091330 Software;Ondergrens 95%-interval;2020;16.0;
1672;091330 Software;Bovengrens 95%-interval;2015;1.0;
1673;091330 Software;Bovengrens 95%-interval;2020;24.0;
1674;091340 Rekenmachines ed.;Waarde;2015;;
1675;091340 Rekenmachines ed.;Waarde;2020;2.0;0.0
1676;091340 Rekenmachines ed.;Ondergrens 95%-interval;2015;;
1677;091340 Rekenmachines ed.;Ondergrens 95%-interval;2020;1.0;
1678;091340 Rekenmachines ed.;Bovengrens 95%-interval;2015;;
1679;091340 Rekenmachines ed.;Bovengrens 95%-interval;2020;3.0;
1680;091400 (On)bespeelde informatiedragers;Waarde;2015;30.0;0.1
1681;091400 (On)bespeelde informatiedragers;Waarde;2020;24.0;0.1
1682;091400 (On)bespeelde informatiedragers;Ondergrens 95%-interval;2015;25.0;
1683;091400 (On)bespeelde informatiedragers;Ondergrens 95%-interval;2020;19.0;
1684;091400 (On)bespeelde informatiedragers;Bovengrens 95%-interval;2015;35.0;
1685;091400 (On)bespeelde informatiedragers;Bovengrens 95%-interval;2020;29.0;
1686;091410 Voorbespeelde informatiedragers;Waarde;2015;26.0;0.1
1687;091410 Voorbespeelde informatiedragers;Waarde;2020;13.0;0.0
1688;091410 Voorbespeelde informatiedragers;Ondergrens 95%-interval;2015;24.0;
1689;091410 Voorbespeelde informatiedragers;Ondergrens 95%-interval;2020;10.0;
1690;091410 Voorbespeelde informatiedragers;Bovengrens 95%-interval;2015;29.0;
1691;091410 Voorbespeelde informatiedragers;Bovengrens 95%-interval;2020;16.0;
1692;091490 Overige beeld- en geluidsdragers;Waarde;2015;4.0;0.0
1693;091490 Overige beeld- en geluidsdragers;Waarde;2020;10.0;0.0
1694;091490 Overige beeld- en geluidsdragers;Ondergrens 95%-interval;2015;3.0;
1695;091490 Overige beeld- en geluidsdragers;Ondergrens 95%-interval;2020;5.0;
1696;091490 Overige beeld- en geluidsdragers;Bovengrens 95%-interval;2015;4.0;
1697;091490 Overige beeld- en geluidsdragers;Bovengrens 95%-interval;2020;15.0;
1698;091500 Reparatie van audio apparaten ed;Waarde;2015;3.0;0.0
1699;091500 Reparatie van audio apparaten ed;Waarde;2020;4.0;0.0
1700;091500 Reparatie van audio apparaten ed;Ondergrens 95%-interval;2015;1.0;
1701;091500 Reparatie van audio apparaten ed;Ondergrens 95%-interval;2020;2.0;
1702;091500 Reparatie van audio apparaten ed;Bovengrens 95%-interval;2015;4.0;
1703;091500 Reparatie van audio apparaten ed;Bovengrens 95%-interval;2020;6.0;
1704;092000 Goederen recreatie en cultuur;Waarde;2015;183.0;0.5
1705;092000 Goederen recreatie en cultuur;Waarde;2020;217.0;0.6
1706;092000 Goederen recreatie en cultuur;Ondergrens 95%-interval;2015;122.0;
1707;092000 Goederen recreatie en cultuur;Ondergrens 95%-interval;2020;125.0;
1708;092000 Goederen recreatie en cultuur;Bovengrens 95%-interval;2015;244.0;
1709;092000 Goederen recreatie en cultuur;Bovengrens 95%-interval;2020;309.0;
1710;092100 Goederen voor outdoor-recreatie;Waarde;2015;113.0;0.3
1711;092100 Goederen voor outdoor-recreatie;Waarde;2020;137.0;0.4
1712;092100 Goederen voor outdoor-recreatie;Ondergrens 95%-interval;2015;53.0;
1713;092100 Goederen voor outdoor-recreatie;Ondergrens 95%-interval;2020;47.0;
1714;092100 Goederen voor outdoor-recreatie;Bovengrens 95%-interval;2015;173.0;
1715;092100 Goederen voor outdoor-recreatie;Bovengrens 95%-interval;2020;227.0;
1716;092110 Kampeer- en aanhangwagens;Waarde;2015;56.0;0.2
1717;092110 Kampeer- en aanhangwagens;Waarde;2020;61.0;0.2
1718;092110 Kampeer- en aanhangwagens;Ondergrens 95%-interval;2015;44.0;
1719;092110 Kampeer- en aanhangwagens;Ondergrens 95%-interval;2020;31.0;
1720;092110 Kampeer- en aanhangwagens;Bovengrens 95%-interval;2015;67.0;
1721;092110 Kampeer- en aanhangwagens;Bovengrens 95%-interval;2020;91.0;
1722;092130 Boten en bootuitrusting;Waarde;2015;50.0;0.1
1723;092130 Boten en bootuitrusting;Waarde;2020;67.0;0.2
1724;092130 Boten en bootuitrusting;Ondergrens 95%-interval;2015;50.0;
1725;092130 Boten en bootuitrusting;Ondergrens 95%-interval;2020;0.0;
1726;092130 Boten en bootuitrusting;Bovengrens 95%-interval;2015;50.0;
1727;092130 Boten en bootuitrusting;Bovengrens 95%-interval;2020;152.0;
1728;092140 Paarden, pony's en accessoires;Waarde;2015;;
1729;092140 Paarden, pony's en accessoires;Waarde;2020;5.0;0.0
1730;092140 Paarden, pony's en accessoires;Ondergrens 95%-interval;2015;;
1731;092140 Paarden, pony's en accessoires;Ondergrens 95%-interval;2020;0.0;
1732;092140 Paarden, pony's en accessoires;Bovengrens 95%-interval;2015;;
1733;092140 Paarden, pony's en accessoires;Bovengrens 95%-interval;2020;12.0;
1734;092150 Grote sport- en spelartikelen;Waarde;2015;7.0;0.0
1735;092150 Grote sport- en spelartikelen;Waarde;2020;4.0;0.0
1736;092150 Grote sport- en spelartikelen;Ondergrens 95%-interval;2015;7.0;
1737;092150 Grote sport- en spelartikelen;Ondergrens 95%-interval;2020;2.0;
1738;092150 Grote sport- en spelartikelen;Bovengrens 95%-interval;2015;7.0;
1739;092150 Grote sport- en spelartikelen;Bovengrens 95%-interval;2020;6.0;
1740;092200 Goederen voor indoor-recreatie;Waarde;2015;20.0;0.1
1741;092200 Goederen voor indoor-recreatie;Waarde;2020;30.0;0.1
1742;092200 Goederen voor indoor-recreatie;Ondergrens 95%-interval;2015;10.0;
1743;092200 Goederen voor indoor-recreatie;Ondergrens 95%-interval;2020;15.0;
1744;092200 Goederen voor indoor-recreatie;Bovengrens 95%-interval;2015;30.0;
1745;092200 Goederen voor indoor-recreatie;Bovengrens 95%-interval;2020;45.0;
1746;092210 Muziekinstrumenten;Waarde;2015;20.0;0.1
1747;092210 Muziekinstrumenten;Waarde;2020;27.0;0.1
1748;092210 Muziekinstrumenten;Ondergrens 95%-interval;2015;19.0;
1749;092210 Muziekinstrumenten;Ondergrens 95%-interval;2020;13.0;
1750;092210 Muziekinstrumenten;Bovengrens 95%-interval;2015;21.0;
1751;092210 Muziekinstrumenten;Bovengrens 95%-interval;2020;41.0;
1752;092220 Grote goed. voor indoor recreatie;Waarde;2015;;
1753;092220 Grote goed. voor indoor recreatie;Waarde;2020;3.0;0.0
1754;092220 Grote goed. voor indoor recreatie;Ondergrens 95%-interval;2015;;
1755;092220 Grote goed. voor indoor recreatie;Ondergrens 95%-interval;2020;0.0;
1756;092220 Grote goed. voor indoor recreatie;Bovengrens 95%-interval;2015;;
1757;092220 Grote goed. voor indoor recreatie;Bovengrens 95%-interval;2020;8.0;
1758;092300 Onderhoud grote duurzame goed.;Waarde;2015;50.0;0.1
1759;092300 Onderhoud grote duurzame goed.;Waarde;2020;50.0;0.1
1760;092300 Onderhoud grote duurzame goed.;Ondergrens 95%-interval;2015;43.0;
1761;092300 Onderhoud grote duurzame goed.;Ondergrens 95%-interval;2020;43.0;
1762;092300 Onderhoud grote duurzame goed.;Bovengrens 95%-interval;2015;57.0;
1763;092300 Onderhoud grote duurzame goed.;Bovengrens 95%-interval;2020;57.0;
1764;093000 Spelart., planten en huisdieren;Waarde;2015;600.0;1.8
1765;093000 Spelart., planten en huisdieren;Waarde;2020;782.0;2.2
1766;093000 Spelart., planten en huisdieren;Ondergrens 95%-interval;2015;579.0;
1767;093000 Spelart., planten en huisdieren;Ondergrens 95%-interval;2020;757.0;
1768;093000 Spelart., planten en huisdieren;Bovengrens 95%-interval;2015;622.0;
1769;093000 Spelart., planten en huisdieren;Bovengrens 95%-interval;2020;807.0;
1770;093100 Spellen, speelgoed en hobby's;Waarde;2015;156.0;0.5
1771;093100 Spellen, speelgoed en hobby's;Waarde;2020;217.0;0.6
1772;093100 Spellen, speelgoed en hobby's;Ondergrens 95%-interval;2015;144.0;
1773;093100 Spellen, speelgoed en hobby's;Ondergrens 95%-interval;2020;202.0;
1774;093100 Spellen, speelgoed en hobby's;Bovengrens 95%-interval;2015;167.0;
1775;093100 Spellen, speelgoed en hobby's;Bovengrens 95%-interval;2020;232.0;
1776;093110 Spellen en hobby's;Waarde;2015;36.0;0.1
1777;093110 Spellen en hobby's;Waarde;2020;55.0;0.2
1778;093110 Spellen en hobby's;Ondergrens 95%-interval;2015;35.0;
1779;093110 Spellen en hobby's;Ondergrens 95%-interval;2020;46.0;
1780;093110 Spellen en hobby's;Bovengrens 95%-interval;2015;36.0;
1781;093110 Spellen en hobby's;Bovengrens 95%-interval;2020;64.0;
1782;093120 Speelgoed en feestartikelen;Waarde;2015;120.0;0.4
1783;093120 Speelgoed en feestartikelen;Waarde;2020;162.0;0.5
1784;093120 Speelgoed en feestartikelen;Ondergrens 95%-interval;2015;116.0;
1785;093120 Speelgoed en feestartikelen;Ondergrens 95%-interval;2020;150.0;
1786;093120 Speelgoed en feestartikelen;Bovengrens 95%-interval;2015;125.0;
1787;093120 Speelgoed en feestartikelen;Bovengrens 95%-interval;2020;174.0;
1788;093200 Sport- en kampeerartikelen.;Waarde;2015;66.0;0.2
1789;093200 Sport- en kampeerartikelen.;Waarde;2020;77.0;0.2
1790;093200 Sport- en kampeerartikelen.;Ondergrens 95%-interval;2015;55.0;
1791;093200 Sport- en kampeerartikelen.;Ondergrens 95%-interval;2020;67.0;
1792;093200 Sport- en kampeerartikelen.;Bovengrens 95%-interval;2015;77.0;
1793;093200 Sport- en kampeerartikelen.;Bovengrens 95%-interval;2020;87.0;
1794;093210 Sportartikelen;Waarde;2015;42.0;0.1
1795;093210 Sportartikelen;Waarde;2020;53.0;0.2
1796;093210 Sportartikelen;Ondergrens 95%-interval;2015;40.0;
1797;093210 Sportartikelen;Ondergrens 95%-interval;2020;45.0;
1798;093210 Sportartikelen;Bovengrens 95%-interval;2015;43.0;
1799;093210 Sportartikelen;Bovengrens 95%-interval;2020;61.0;
1800;093220 Kampeerartikelen.;Waarde;2015;24.0;0.1
1801;093220 Kampeerartikelen.;Waarde;2020;24.0;0.1
1802;093220 Kampeerartikelen.;Ondergrens 95%-interval;2015;23.0;
1803;093220 Kampeerartikelen.;Ondergrens 95%-interval;2020;19.0;
1804;093220 Kampeerartikelen.;Bovengrens 95%-interval;2015;25.0;
1805;093220 Kampeerartikelen.;Bovengrens 95%-interval;2020;29.0;
1806;093230 Rep. sport- en kampeerartikelen;Waarde;2015;1.0;0.0
1807;093230 Rep. sport- en kampeerartikelen;Waarde;2020;0.0;0.0
1808;093230 Rep. sport- en kampeerartikelen;Ondergrens 95%-interval;2015;1.0;
1809;093230 Rep. sport- en kampeerartikelen;Ondergrens 95%-interval;2020;0.0;
1810;093230 Rep. sport- en kampeerartikelen;Bovengrens 95%-interval;2015;1.0;
1811;093230 Rep. sport- en kampeerartikelen;Bovengrens 95%-interval;2020;0.0;
1812;093300 Tuinen, planten en bloemen;Waarde;2015;190.0;0.6
1813;093300 Tuinen, planten en bloemen;Waarde;2020;254.0;0.7
1814;093300 Tuinen, planten en bloemen;Ondergrens 95%-interval;2015;182.0;
1815;093300 Tuinen, planten en bloemen;Ondergrens 95%-interval;2020;243.0;
1816;093300 Tuinen, planten en bloemen;Bovengrens 95%-interval;2015;198.0;
1817;093300 Tuinen, planten en bloemen;Bovengrens 95%-interval;2020;265.0;
1818;093310 Tuinproducten;Waarde;2015;20.0;0.1
1819;093310 Tuinproducten;Waarde;2020;33.0;0.1
1820;093310 Tuinproducten;Ondergrens 95%-interval;2015;18.0;
1821;093310 Tuinproducten;Ondergrens 95%-interval;2020;30.0;
1822;093310 Tuinproducten;Bovengrens 95%-interval;2015;23.0;
1823;093310 Tuinproducten;Bovengrens 95%-interval;2020;36.0;
1824;093320 Planten en bloemen;Waarde;2015;170.0;0.5
1825;093320 Planten en bloemen;Waarde;2020;222.0;0.6
1826;093320 Planten en bloemen;Ondergrens 95%-interval;2015;163.0;
1827;093320 Planten en bloemen;Ondergrens 95%-interval;2020;212.0;
1828;093320 Planten en bloemen;Bovengrens 95%-interval;2015;176.0;
1829;093320 Planten en bloemen;Bovengrens 95%-interval;2020;232.0;
1830;093400 (Producten voor) huisdieren;Waarde;2015;151.0;0.4
1831;093400 (Producten voor) huisdieren;Waarde;2020;189.0;0.5
1832;093400 (Producten voor) huisdieren;Ondergrens 95%-interval;2015;142.0;
1833;093400 (Producten voor) huisdieren;Ondergrens 95%-interval;2020;177.0;
1834;093400 (Producten voor) huisdieren;Bovengrens 95%-interval;2015;160.0;
1835;093400 (Producten voor) huisdieren;Bovengrens 95%-interval;2020;201.0;
1836;093410 Aanschaf van huisdieren;Waarde;2015;11.0;0.0
1837;093410 Aanschaf van huisdieren;Waarde;2020;14.0;0.0
1838;093410 Aanschaf van huisdieren;Ondergrens 95%-interval;2015;11.0;
1839;093410 Aanschaf van huisdieren;Ondergrens 95%-interval;2020;9.0;
1840;093410 Aanschaf van huisdieren;Bovengrens 95%-interval;2015;12.0;
1841;093410 Aanschaf van huisdieren;Bovengrens 95%-interval;2020;19.0;
1842;093420 Producten voor huisdieren;Waarde;2015;139.0;0.4
1843;093420 Producten voor huisdieren;Waarde;2020;174.0;0.5
1844;093420 Producten voor huisdieren;Ondergrens 95%-interval;2015;135.0;
1845;093420 Producten voor huisdieren;Ondergrens 95%-interval;2020;164.0;
1846;093420 Producten voor huisdieren;Bovengrens 95%-interval;2015;144.0;
1847;093420 Producten voor huisdieren;Bovengrens 95%-interval;2020;184.0;
1848;093500 Diensten voor huisdieren;Waarde;2015;38.0;0.1
1849;093500 Diensten voor huisdieren;Waarde;2020;44.0;0.1
1850;093500 Diensten voor huisdieren;Ondergrens 95%-interval;2015;32.0;
1851;093500 Diensten voor huisdieren;Ondergrens 95%-interval;2020;37.0;
1852;093500 Diensten voor huisdieren;Bovengrens 95%-interval;2015;43.0;
1853;093500 Diensten voor huisdieren;Bovengrens 95%-interval;2020;51.0;
1854;094000 Diensten voor recr. en cultuur;Waarde;2015;1252.0;3.7
1855;094000 Diensten voor recr. en cultuur;Waarde;2020;928.0;2.6
1856;094000 Diensten voor recr. en cultuur;Ondergrens 95%-interval;2015;1230.0;
1857;094000 Diensten voor recr. en cultuur;Ondergrens 95%-interval;2020;908.0;
1858;094000 Diensten voor recr. en cultuur;Bovengrens 95%-interval;2015;1275.0;
1859;094000 Diensten voor recr. en cultuur;Bovengrens 95%-interval;2020;948.0;
1860;094100 Diensten voor recreatie en sport;Waarde;2015;842.0;2.5
1861;094100 Diensten voor recreatie en sport;Waarde;2020;565.0;1.6
1862;094100 Diensten voor recreatie en sport;Ondergrens 95%-interval;2015;824.0;
1863;094100 Diensten voor recreatie en sport;Ondergrens 95%-interval;2020;548.0;
1864;094100 Diensten voor recreatie en sport;Bovengrens 95%-interval;2015;860.0;
1865;094100 Diensten voor recreatie en sport;Bovengrens 95%-interval;2020;582.0;
1866;094110 Entree attracties en evenementen;Waarde;2015;66.0;0.2
1867;094110 Entree attracties en evenementen;Waarde;2020;54.0;0.2
1868;094110 Entree attracties en evenementen;Ondergrens 95%-interval;2015;64.0;
1869;094110 Entree attracties en evenementen;Ondergrens 95%-interval;2020;47.0;
1870;094110 Entree attracties en evenementen;Bovengrens 95%-interval;2015;68.0;
1871;094110 Entree attracties en evenementen;Bovengrens 95%-interval;2020;61.0;
1872;094120 Deelname aan recreatie en sport;Waarde;2015;437.0;1.3
1873;094120 Deelname aan recreatie en sport;Waarde;2020;154.0;0.4
1874;094120 Deelname aan recreatie en sport;Ondergrens 95%-interval;2015;427.0;
1875;094120 Deelname aan recreatie en sport;Ondergrens 95%-interval;2020;141.0;
1876;094120 Deelname aan recreatie en sport;Bovengrens 95%-interval;2015;447.0;
1877;094120 Deelname aan recreatie en sport;Bovengrens 95%-interval;2020;167.0;
1878;094130 Contributie sportverenigingen.;Waarde;2015;339.0;1.0
1879;094130 Contributie sportverenigingen.;Waarde;2020;358.0;1.0
1880;094130 Contributie sportverenigingen.;Ondergrens 95%-interval;2015;331.0;
1881;094130 Contributie sportverenigingen.;Ondergrens 95%-interval;2020;350.0;
1882;094130 Contributie sportverenigingen.;Bovengrens 95%-interval;2015;347.0;
1883;094130 Contributie sportverenigingen.;Bovengrens 95%-interval;2020;366.0;
1884;094200 Culturele diensten;Waarde;2015;256.0;0.8
1885;094200 Culturele diensten;Waarde;2020;201.0;0.6
1886;094200 Culturele diensten;Ondergrens 95%-interval;2015;245.0;
1887;094200 Culturele diensten;Ondergrens 95%-interval;2020;192.0;
1888;094200 Culturele diensten;Bovengrens 95%-interval;2015;266.0;
1889;094200 Culturele diensten;Bovengrens 95%-interval;2020;210.0;
1890;094210 Bioscopen, theaters en concerten;Waarde;2015;113.0;0.3
1891;094210 Bioscopen, theaters en concerten;Waarde;2020;54.0;0.2
1892;094210 Bioscopen, theaters en concerten;Ondergrens 95%-interval;2015;110.0;
1893;094210 Bioscopen, theaters en concerten;Ondergrens 95%-interval;2020;48.0;
1894;094210 Bioscopen, theaters en concerten;Bovengrens 95%-interval;2015;116.0;
1895;094210 Bioscopen, theaters en concerten;Bovengrens 95%-interval;2020;60.0;
1896;094220 Musea, bibliotheken, dierentuinen;Waarde;2015;73.0;0.2
1897;094220 Musea, bibliotheken, dierentuinen;Waarde;2020;37.0;0.1
1898;094220 Musea, bibliotheken, dierentuinen;Ondergrens 95%-interval;2015;70.0;
