ID;Oppervlakte;Regio;Oppervlakte_1
3832;Netto oppervlakte;Lienden;3892
3833;Netto oppervlakte;Lier (de);910
3834;Netto oppervlakte;Lierop;2308
3835;Netto oppervlakte;Lieshout;2521
3836;Netto oppervlakte;Limbricht;913
3837;Netto oppervlakte;Limmen;1251
3838;Netto oppervlakte;Linden;955
3839;Netto oppervlakte;Linne;1471
3840;Netto oppervlakte;Linschoten;2728
3841;Netto oppervlakte;Lisse;1596
3842;Netto oppervlakte;Lith;1042
3843;Netto oppervlakte;Lithoijen;1028
3844;Netto oppervlakte;Lochem;2133
3845;Netto oppervlakte;Loenen;1004
3846;Netto oppervlakte;Loenersloot;628
3847;Netto oppervlakte;Lonneker;14226
3848;Netto oppervlakte;Loon op Zand;5213
3849;Netto oppervlakte;Loosdrecht;1934
3850;Netto oppervlakte;Lopik;2030
3851;Netto oppervlakte;Loppersum;2734
3852;Netto oppervlakte;Losser;11211
3853;Netto oppervlakte;Luijksgestel;2244
3854;Netto oppervlakte;Maarheeze;5487
3855;Netto oppervlakte;Maarn;2520
3856;Netto oppervlakte;Maarssen;844
3857;Netto oppervlakte;Maarsseveen;960
3858;Netto oppervlakte;Maarten (St.);1419
3859;Netto oppervlakte;Maartensdijk (St.);2240
3860;Netto oppervlakte;Maartensdijk;3145
3861;Netto oppervlakte;Maasbracht;1599
3862;Netto oppervlakte;Maasbree;6927
3863;Netto oppervlakte;Maasdam;798
3864;Netto oppervlakte;Maashees en Overloon;3030
3865;Netto oppervlakte;Maasland;4152
3866;Netto oppervlakte;Maasniel;1534
3867;Netto oppervlakte;Maassluis;155
3868;Netto oppervlakte;Maastricht;3213
3869;Netto oppervlakte;Made en Drimmelen;5551
3870;Netto oppervlakte;Margraten;982
3871;Netto oppervlakte;Markelo;9676
3872;Netto oppervlakte;Marken;263
3873;Netto oppervlakte;Marum;6228
3874;Netto oppervlakte;Maurik;3825
3875;Netto oppervlakte;Medemblik;886
3876;Netto oppervlakte;Meeden;1690
3877;Netto oppervlakte;Meerkerk;1530
3878;Netto oppervlakte;Meerlo;2692
3879;Netto oppervlakte;Meerssen;1158
3880;Netto oppervlakte;Megen, Haren en Macharen;1549
3881;Netto oppervlakte;Meijel;1882
3882;Netto oppervlakte;Melick en Herkenbosch;3487
3883;Netto oppervlakte;Meliskerke;700
3884;Netto oppervlakte;Melissant;2048
3885;Netto oppervlakte;Menaldumadeel;7784
3886;Netto oppervlakte;Meppel;1068
3887;Netto oppervlakte;Merkelbeek;456
3888;Netto oppervlakte;Mesch;265
3889;Netto oppervlakte;Mheer;894
3890;Netto oppervlakte;Michielsgestel (St.);2226
3891;Netto oppervlakte;Middelburg;1372
3892;Netto oppervlakte;Middelharnis;1815
3893;Netto oppervlakte;Middelie;825
3894;Netto oppervlakte;Middelstum;2514
3895;Netto oppervlakte;Midwolda;4097
3896;Netto oppervlakte;Midwoud;1204
3897;Netto oppervlakte;Mierlo;3461
3898;Netto oppervlakte;Mijdrecht;3023
3899;Netto oppervlakte;Mijnsheerenland;1763
3900;Netto oppervlakte;Mill en Sint Hubert;4026
3901;Netto oppervlakte;Millingen;933
3902;Netto oppervlakte;Moercapelle;724
3903;Netto oppervlakte;Moergestel;2798
3904;Netto oppervlakte;Molenaarsgraaf;748
3905;Netto oppervlakte;Monnikendam;1279
3906;Netto oppervlakte;Monster;1526
3907;Netto oppervlakte;Montfoort;140
3908;Netto oppervlakte;Montfort;989
3909;Netto oppervlakte;Mook en Middelaar;1837
3910;Netto oppervlakte;Moordrecht;1465
3911;Netto oppervlakte;Muiden;1459
3912;Netto oppervlakte;Munstergeleen;444
3913;Netto oppervlakte;Muntendam;2106
3914;Netto oppervlakte;Naaldwijk;2591
3915;Netto oppervlakte;Naarden;1832
3916;Netto oppervlakte;Nederhemert;677
3917;Netto oppervlakte;Nederhorst den Berg;1422
3918;Netto oppervlakte;Nederweert;9444
3919;Netto oppervlakte;Neede;4593
3920;Netto oppervlakte;Neer;2172
3921;Netto oppervlakte;Neeritter;425
3922;Netto oppervlakte;Neuzen;3159
3923;Netto oppervlakte;Nibbixwoud;1035
3924;Netto oppervlakte;Nieuw- en Sint Joosland;1351
3925;Netto oppervlakte;Nieuwe Pekela;3107
3926;Netto oppervlakte;Nieuwenhagen;709
3927;Netto oppervlakte;Nieuwenhoorn;1877
3928;Netto oppervlakte;Nieuwe-Niedorp;1615
3929;Netto oppervlakte;Nieuwer-Amstel;4339
3930;Netto oppervlakte;Nieuwerkerk aan den IJssel;1871
3931;Netto oppervlakte;Nieuwerkerk;2312
3932;Netto oppervlakte;Nieuweschans;776
3933;Netto oppervlakte;Nieuwkoop;3242
3934;Netto oppervlakte;Nieuwkuijk;411
3935;Netto oppervlakte;Nieuwland;989
3936;Netto oppervlakte;Nieuwleusen;3950
3937;Netto oppervlakte;Nieuwolda;3319
3938;Netto oppervlakte;Nieuwpoort;55
3939;Netto oppervlakte;Nieuwstadt;869
3940;Netto oppervlakte;Nieuwveen;853
3941;Netto oppervlakte;Nieuwvliet;628
3942;Netto oppervlakte;Nieuw-Vossemeer;1444
3943;Netto oppervlakte;Nigtevecht;589
3944;Netto oppervlakte;Nijeveen;2538
3945;Netto oppervlakte;Nijkerk;6380
3946;Netto oppervlakte;Nijmegen;4320
3947;Netto oppervlakte;Nisse;965
3948;Netto oppervlakte;Nistelrode;3232
3949;Netto oppervlakte;Noorbeek;740
3950;Netto oppervlakte;Noordbroek;2511
3951;Netto oppervlakte;Noorddijk;2443
3952;Netto oppervlakte;Noordeloos;1529
3953;Netto oppervlakte;Noordgouwe;697
3954;Netto oppervlakte;Noord-Scharwoude;510
3955;Netto oppervlakte;Noordwelle;1010
3956;Netto oppervlakte;Noordwijk;3606
3957;Netto oppervlakte;Noordwijkerhout;2319
3958;Netto oppervlakte;Nootdorp;792
3959;Netto oppervlakte;Norg;11260
3960;Netto oppervlakte;Nuland;1622
3961;Netto oppervlakte;Numansdorp;4741
3962;Netto oppervlakte;Nunen, Gerwen en Nederwetten;3429
3963;Netto oppervlakte;Nunhem;387
3964;Netto oppervlakte;Nuth;932
3965;Netto oppervlakte;Obbicht en Papenhoven;515
3966;Netto oppervlakte;Obdam;1262
3967;Netto oppervlakte;Odijk;647
3968;Netto oppervlakte;Odiliënberg (St.);1301
3969;Netto oppervlakte;Odoorn;14781
3970;Netto oppervlakte;Oedenrode (St.);6827
3971;Netto oppervlakte;Oeffelt;914
3972;Netto oppervlakte;Oegstgeest;1369
3973;Netto oppervlakte;Ohé en Laak;468
3974;Netto oppervlakte;Oijen en Teeffelen;1320
3975;Netto oppervlakte;Oirsbeek;715
3976;Netto oppervlakte;Oirschot;6013
3977;Netto oppervlakte;Oisterwijk;2113
3978;Netto oppervlakte;Oldebroek;9165
3979;Netto oppervlakte;Oldehove;4084
3980;Netto oppervlakte;Oldekerk;2170
3981;Netto oppervlakte;Oldemarkt;4740
3982;Netto oppervlakte;Oldenzaal;235
3983;Netto oppervlakte;Olst;6109
3984;Netto oppervlakte;Ommen;18702
3985;Netto oppervlakte;Onstwedde;10683
3986;Netto oppervlakte;Ooltgensplaat;2444
3987;Netto oppervlakte;Oost- en West-Souburg;840
3988;Netto oppervlakte;Oost-, West- en Middelbeers;4152
3989;Netto oppervlakte;Oostburg;1352
3990;Netto oppervlakte;Oostdongeradeel;8189
3991;Netto oppervlakte;Oosterhesselen;6741
3992;Netto oppervlakte;Oosterhout;7300
3993;Netto oppervlakte;Oosterland;1723
3994;Netto oppervlakte;Oosthuizen;1040
3995;Netto oppervlakte;Oostkapelle;1405
3996;Netto oppervlakte;Ooststellingwerf;22540
3997;Netto oppervlakte;Oostvoorne;2381
3998;Netto oppervlakte;Oostzaan;1849
3999;Netto oppervlakte;Ootmarsum;345
4000;Netto oppervlakte;Ophemert;1705
4001;Netto oppervlakte;Oploo, Sint Anthonis en Ledeacker;3824
4002;Netto oppervlakte;Opmeer;721
4003;Netto oppervlakte;Opperdoes;385
4004;Netto oppervlakte;Opsterland;23065
4005;Netto oppervlakte;Oss;2910
4006;Netto oppervlakte;Ossendrecht;2954
4007;Netto oppervlakte;Ossenisse;973
4008;Netto oppervlakte;Oterleek;1410
4009;Netto oppervlakte;Ottersum;2717
4010;Netto oppervlakte;Ottoland;850
4011;Netto oppervlakte;Oud en Nieuw Gastel;3308
4012;Netto oppervlakte;Ouddorp;3266
4013;Netto oppervlakte;Oude Pekela;1905
4014;Netto oppervlakte;Oudelande;498
4015;Netto oppervlakte;Oudenbosch;1167
4016;Netto oppervlakte;Oudendijk;612
4017;Netto oppervlakte;Oudenhoorn;862
4018;Netto oppervlakte;Oude-Niedorp;1001
4019;Netto oppervlakte;Oudenrijn;1450
4020;Netto oppervlakte;Ouder-Amstel;2823
4021;Netto oppervlakte;Ouderkerk aan den IJssel;1761
4022;Netto oppervlakte;Oudewater;144
4023;Netto oppervlakte;Oudheusden;1046
4024;Netto oppervlakte;Oudkarspel;1190
4025;Netto oppervlakte;Oudorp;833
4026;Netto oppervlakte;Oud-Valkenburg;778
4027;Netto oppervlakte;Oud-Vossemeer;2071
4028;Netto oppervlakte;Ouwerkerk;1160
4029;Netto oppervlakte;Overasselt;2782
4030;Netto oppervlakte;Overschie;1629
4031;Netto oppervlakte;Overslag;548
4032;Netto oppervlakte;Ovezande;1074
4033;Netto oppervlakte;Pancras (St.);440
4034;Netto oppervlakte;Pannerden;1054
4035;Netto oppervlakte;Papekop;698
4036;Netto oppervlakte;Papendrecht;956
4037;Netto oppervlakte;Peize;2771
4038;Netto oppervlakte;Pernis;1286
4039;Netto oppervlakte;Peursum;636
4040;Netto oppervlakte;Philippine;1381
4041;Netto oppervlakte;Philipsland (St.);3140
4042;Netto oppervlakte;Piershil;1137
4043;Netto oppervlakte;Pijnacker;3380
4044;Netto oppervlakte;Poederoijen;1454
4045;Netto oppervlakte;Polsbroek;1165
4046;Netto oppervlakte;Poortugaal;1263
4047;Netto oppervlakte;Poortvliet;2347
4048;Netto oppervlakte;Posterholt;1198
4049;Netto oppervlakte;Prinsenhage;6192
4050;Netto oppervlakte;Purmerend;1355
4051;Netto oppervlakte;Putte;1844
4052;Netto oppervlakte;Putten;8437
4053;Netto oppervlakte;Puttershoek;530
4054;Netto oppervlakte;Raalte;13816
4055;Netto oppervlakte;Raamsdonk;2188
4056;Netto oppervlakte;Rauwerderhem;3433
4057;Netto oppervlakte;Ravenstein;2124
4058;Netto oppervlakte;Reek;1272
4059;Netto oppervlakte;Reeuwijk;2667
4060;Netto oppervlakte;Renesse;814
4061;Netto oppervlakte;Renkum;4661
4062;Netto oppervlakte;Renswoude;1974
4063;Netto oppervlakte;Retranchement;1017
4064;Netto oppervlakte;Reusel;3132
4065;Netto oppervlakte;Rheden;8780
4066;Netto oppervlakte;Rhenen;4340
4067;Netto oppervlakte;Rhoon;1745
4068;Netto oppervlakte;Ridderkerk;2436
4069;Netto oppervlakte;Riethoven;1709
4070;Netto oppervlakte;Rietveld;681
4071;Netto oppervlakte;Rijckholt;122
4072;Netto oppervlakte;Rijnsaterwoude;599
4073;Netto oppervlakte;Rijnsburg;366
4074;Netto oppervlakte;Rijp (de);371
4075;Netto oppervlakte;Rijsbergen;3703
4076;Netto oppervlakte;Rijsenburg;218
4077;Netto oppervlakte;Rijssen;2606
4078;Netto oppervlakte;Rijswijk (NB.);397
4079;Netto oppervlakte;Rijswijk (ZH.);1804
4080;Netto oppervlakte;Rilland-Bath;3748
4081;Netto oppervlakte;Ritthem;974
4082;Netto oppervlakte;Rockanje;3114
4083;Netto oppervlakte;Roden;6228
4084;Netto oppervlakte;Roermond;976
4085;Netto oppervlakte;Roggel;2296
4086;Netto oppervlakte;Rolde;10587
4087;Netto oppervlakte;Roosendaal en Nispen;5714
4088;Netto oppervlakte;Roosteren;743
4089;Netto oppervlakte;Rosmalen;3519
4090;Netto oppervlakte;Rossum;739
4091;Netto oppervlakte;Rotterdam;7999
4092;Netto oppervlakte;Rozenburg;3276
4093;Netto oppervlakte;Rozendaal;2826
4094;Netto oppervlakte;Rucphen en Vorenseinde;5830
4095;Netto oppervlakte;Ruinen;11557
4096;Netto oppervlakte;Ruinerwold;4031
4097;Netto oppervlakte;Ruurlo;6416
4098;Netto oppervlakte;Ruwiel;914
4099;Netto oppervlakte;s Gravenmoer;514
4100;Netto oppervlakte;Sambeek;3128
4101;Netto oppervlakte;Sappemeer;1330
4102;Netto oppervlakte;Sas van Gent;1469
4103;Netto oppervlakte;Sassenheim;657
4104;Netto oppervlakte;Schaesberg;744
4105;Netto oppervlakte;Schagen;2007
4106;Netto oppervlakte;Schaijk;3008
4107;Netto oppervlakte;Schalkwijk;1777
4108;Netto oppervlakte;Scheemda;4593
4109;Netto oppervlakte;Schellinkhout;723
4110;Netto oppervlakte;Schelluinen;301
4111;Netto oppervlakte;Schermerhorn;1099
4112;Netto oppervlakte;Scherpenisse;1053
4113;Netto oppervlakte;Scherpenzeel;1253
4114;Netto oppervlakte;Schiebroek;613
4115;Netto oppervlakte;Schiedam;814
4116;Netto oppervlakte;Schiermonnikoog;5302
4117;Netto oppervlakte;Schijndel;4724
4118;Netto oppervlakte;Schimmert;907
4119;Netto oppervlakte;Schin op Geul;690
4120;Netto oppervlakte;Schinnen;1461
4121;Netto oppervlakte;Schinveld;1194
4122;Netto oppervlakte;Schipluiden;3181
4123;Netto oppervlakte;Schoondijke;2376
4124;Netto oppervlakte;Schoonebeek;5376
4125;Netto oppervlakte;Schoonhoven;83
4126;Netto oppervlakte;Schoonrewoerd;927
4127;Netto oppervlakte;Schoorl;3332
4128;Netto oppervlakte;Schore;1142
4129;Netto oppervlakte;Schoterland;14224
4130;Netto oppervlakte;Serooskerke (op Schouwen);333
4131;Netto oppervlakte;Serooskerke (op Walcheren);1303
4132;Netto oppervlakte;Sevenum;4932
4133;Netto oppervlakte;Sijbekarspel;1564
4134;Netto oppervlakte;Simpelveld;817
4135;Netto oppervlakte;Sittard;1900
4136;Netto oppervlakte;Sleen;6918
4137;Netto oppervlakte;Slenaken;723
4138;Netto oppervlakte;Sliedrecht;2798
4139;Netto oppervlakte;Slochteren;14309
4140;Netto oppervlakte;Sloten (F.);226
4141;Netto oppervlakte;Sluis;2359
4142;Netto oppervlakte;Smallingerland;12118
4143;Netto oppervlakte;Smilde;6324
4144;Netto oppervlakte;Sneek;917
4145;Netto oppervlakte;Snelrewaard;1091
4146;Netto oppervlakte;Soest;4685
4147;Netto oppervlakte;Someren;6000
4148;Netto oppervlakte;Sommelsdijk;1842
4149;Netto oppervlakte;Son en Breugel;3324
4150;Netto oppervlakte;Spanbroek;1312
4151;Netto oppervlakte;Spaubeek;557
4152;Netto oppervlakte;Spijkenisse;1694
4153;Netto oppervlakte;Sprang-Capelle;2497
4154;Netto oppervlakte;Stad aan 't Haringvliet;300
4155;Netto oppervlakte;Standdaarbuiten;1338
4156;Netto oppervlakte;Staphorst;13803
4157;Netto oppervlakte;Stavenisse;1188
4158;Netto oppervlakte;Staveren;384
4159;Netto oppervlakte;Stedum;2453
4160;Netto oppervlakte;Steenbergen en Kruisland;8626
4161;Netto oppervlakte;Steenderen;4948
4162;Netto oppervlakte;Steenwijk;870
4163;Netto oppervlakte;Steenwijkerwold;9947
4164;Netto oppervlakte;Stein (L.);995
4165;Netto oppervlakte;Stellendam;1827
4166;Netto oppervlakte;Stevensweert;605
4167;Netto oppervlakte;Stiphout;1132
4168;Netto oppervlakte;Stolwijk;2591
4169;Netto oppervlakte;Stompwijk;3197
4170;Netto oppervlakte;Stoppeldijk;2087
4171;Netto oppervlakte;Stoutenburg;1403
4172;Netto oppervlakte;Stramproij;1204
4173;Netto oppervlakte;Streefkerk;1684
4174;Netto oppervlakte;Strijen;5135
4175;Netto oppervlakte;Susteren;1735
4176;Netto oppervlakte;Swalmen;2182
4177;Netto oppervlakte;Tegelen;1032
4178;Netto oppervlakte;Ten Boer;5689
4179;Netto oppervlakte;Ter Aar;1945
4180;Netto oppervlakte;Terheijden;2603
4181;Netto oppervlakte;Termunten;4050
4182;Netto oppervlakte;Terschelling;10658
4183;Netto oppervlakte;Teteringen;1885
4184;Netto oppervlakte;Texel;18411
4185;Netto oppervlakte;Tholen;1572
4186;Netto oppervlakte;Thorn;704
4187;Netto oppervlakte;Tiel;1146
4188;Netto oppervlakte;Tienhoven (U.);658
4189;Netto oppervlakte;Tienhoven (ZH.);427
4190;Netto oppervlakte;Tietjerksteradeel;16741
4191;Netto oppervlakte;Tilburg;7922
4192;Netto oppervlakte;Tonge (Nieuwe-);1202
4193;Netto oppervlakte;Tonge (Oude-);2216
4194;Netto oppervlakte;Tubbergen;14730
4195;Netto oppervlakte;Tull en 't Waal;786
4196;Netto oppervlakte;Twisk;725
4197;Netto oppervlakte;Ubach over Worms;1007
4198;Netto oppervlakte;Ubbergen;3320
4199;Netto oppervlakte;Uden;6278
4200;Netto oppervlakte;Udenhout;2686
4201;Netto oppervlakte;Uitgeest;2062
4202;Netto oppervlakte;Uithoorn;1851
4203;Netto oppervlakte;Uithuizen;3008
4204;Netto oppervlakte;Uithuizermeeden;4968
4205;Netto oppervlakte;Ulestraten;807
4206;Netto oppervlakte;Ulrum;3100
4207;Netto oppervlakte;Urk;81
4208;Netto oppervlakte;Urmond;536
4209;Netto oppervlakte;Ursem;1557
4210;Netto oppervlakte;Usquert;2703
4211;Netto oppervlakte;Utingeradeel;6205
4212;Netto oppervlakte;Utrecht;2298
4213;Netto oppervlakte;Vaals;2401
4214;Netto oppervlakte;Valburg;4828
4215;Netto oppervlakte;Valkenburg (L.);46
4216;Netto oppervlakte;Valkenburg (ZH.);459
4217;Netto oppervlakte;Valkenswaard;2053
4218;Netto oppervlakte;Varik;905
4219;Netto oppervlakte;Veen;691
4220;Netto oppervlakte;Veendam;4846
4221;Netto oppervlakte;Veenendaal;1145
4222;Netto oppervlakte;Veere;603
4223;Netto oppervlakte;Veghel;4158
4224;Netto oppervlakte;Veldhoven;4394
4225;Netto oppervlakte;Veldhuizen;925
4226;Netto oppervlakte;Velp;738
4227;Netto oppervlakte;Velsen;4630
4228;Netto oppervlakte;Venhuizen;1965
4229;Netto oppervlakte;Venlo;2637
4230;Netto oppervlakte;Venraij;14616
4231;Netto oppervlakte;Vessem, Wintelre en Knegsel;4822
4232;Netto oppervlakte;Veur;681
4233;Netto oppervlakte;Vianen;1616
4234;Netto oppervlakte;Vierlingsbeek;2990
4235;Netto oppervlakte;Vierpolders;1041
4236;Netto oppervlakte;Vinkeveen en Waverveen;3697
4237;Netto oppervlakte;Vlaardingen;781
4238;Netto oppervlakte;Vlaardinger-Ambacht;1981
4239;Netto oppervlakte;Vlagtwedde;15494
4240;Netto oppervlakte;Vledder;4756
4241;Netto oppervlakte;Vleuten;1510
4242;Netto oppervlakte;Vlieland;5097
4243;Netto oppervlakte;Vlijmen;1540
4244;Netto oppervlakte;Vlissingen;787
4245;Netto oppervlakte;Vlist;992
4246;Netto oppervlakte;Vlodrop;1893
4247;Netto oppervlakte;Voerendaal;2266
4248;Netto oppervlakte;Vollenhove (Ambt-);5255
4249;Netto oppervlakte;Vollenhove (Stad-);25
4250;Netto oppervlakte;Voorburg;629
4251;Netto oppervlakte;Voorhout;1254
4252;Netto oppervlakte;Voorschoten;1398
4253;Netto oppervlakte;Voorst;12477
4254;Netto oppervlakte;Vorden;5728
4255;Netto oppervlakte;Vreeland;506
4256;Netto oppervlakte;Vreeswijk;778
4257;Netto oppervlakte;Vries;10875
4258;Netto oppervlakte;Vriezenveen;7314
4259;Netto oppervlakte;Vrouwenpolder;1861
4260;Netto oppervlakte;Vught;2834
4261;Netto oppervlakte;Vuren;2767
4262;Netto oppervlakte;Waalre;2328
4263;Netto oppervlakte;Waalwijk;2278
4264;Netto oppervlakte;Waarde;958
4265;Netto oppervlakte;Waardenburg;1794
4266;Netto oppervlakte;Waarder;1112
4267;Netto oppervlakte;Waddinxveen;3367
4268;Netto oppervlakte;Wadenoijen;1409
4269;Netto oppervlakte;Wageningen;3096
4270;Netto oppervlakte;Wamel;2866
4271;Netto oppervlakte;Wanneperveen;3256
4272;Netto oppervlakte;Wanroij;3423
4273;Netto oppervlakte;Wanssum;1179
4274;Netto oppervlakte;Warder;902
4275;Netto oppervlakte;Warffum;2807
4276;Netto oppervlakte;Warmenhuizen;1313
4277;Netto oppervlakte;Warmond;1141
4278;Netto oppervlakte;Warnsveld;3821
4279;Netto oppervlakte;Waspik;1795
4280;Netto oppervlakte;Wassenaar;5219
4281;Netto oppervlakte;Wateringen;1037
4282;Netto oppervlakte;Waterlandkerkje;1097
4283;Netto oppervlakte;Wedde;4106
4284;Netto oppervlakte;Weerselo;10668
4285;Netto oppervlakte;Weert;9912
4286;Netto oppervlakte;Weesp;278
4287;Netto oppervlakte;Weesperkarspel;4636
4288;Netto oppervlakte;Wehl;2330
4289;Netto oppervlakte;Wemeldinge;869
4290;Netto oppervlakte;Werken (de) en Sleeuwijk;2077
4291;Netto oppervlakte;Werkendam;3242
4292;Netto oppervlakte;Werkhoven;1661
4293;Netto oppervlakte;Wervershoof;1456
4294;Netto oppervlakte;Wessem;548
4295;Netto oppervlakte;Westbroek;1538
4296;Netto oppervlakte;Westdongeradeel;6733
4297;Netto oppervlakte;Westdorpe;2230
4298;Netto oppervlakte;Westerbork;13695
4299;Netto oppervlakte;Westerhoven;1078
4300;Netto oppervlakte;Westervoort;735
4301;Netto oppervlakte;Westkapelle;904
4302;Netto oppervlakte;Westmaas;746
4303;Netto oppervlakte;Weststellingwerf;22821
4304;Netto oppervlakte;Westwoud;1337
4305;Netto oppervlakte;Westzaan;1096
4306;Netto oppervlakte;Wierden;10211
4307;Netto oppervlakte;Wieringen;2534
4308;Netto oppervlakte;Wieringerwaard;1849
4309;Netto oppervlakte;Wijchen;3502
4310;Netto oppervlakte;Wijdenes;752
4311;Netto oppervlakte;Wijdewormer;1662
4312;Netto oppervlakte;Wijhe;5426
4313;Netto oppervlakte;Wijk (de);4223
4314;Netto oppervlakte;Wijk aan Zee en Duin;1384
4315;Netto oppervlakte;Wijk bij Duurstede;1881
4316;Netto oppervlakte;Wijk en Aalburg;1290
4317;Netto oppervlakte;Wijlre;1911
4318;Netto oppervlakte;Wijmbritseradeel;14984
4319;Netto oppervlakte;Wijnandsrade;782
4320;Netto oppervlakte;Wijngaarden;631
4321;Netto oppervlakte;Wildervank;4191
4322;Netto oppervlakte;Willemstad;1883
4323;Netto oppervlakte;Willeskop;1430
4324;Netto oppervlakte;Willige-Langerak;1261
4325;Netto oppervlakte;Wilnis;2430
4326;Netto oppervlakte;Wilsum;792
4327;Netto oppervlakte;Winkel;1950
4328;Netto oppervlakte;Winschoten;2204
4329;Netto oppervlakte;Winsum;2769
4330;Netto oppervlakte;Winterswijk;13818
4331;Netto oppervlakte;Wisch;7228
4332;Netto oppervlakte;Wissekerke;5054
4333;Netto oppervlakte;Wittem;3546
4334;Netto oppervlakte;Woensdrecht;3586
4335;Netto oppervlakte;Woerden;1222
4336;Netto oppervlakte;Wognum;1646
4337;Netto oppervlakte;Wolphaartsdijk;2926
4338;Netto oppervlakte;Wonseradeel;15518
4339;Netto oppervlakte;Workum;2841
4340;Netto oppervlakte;Wormer;1697
4341;Netto oppervlakte;Wormerveer;600
4342;Netto oppervlakte;Woubrugge;2324
4343;Netto oppervlakte;Woudenberg;3796
4344;Netto oppervlakte;Woudrichem;613
4345;Netto oppervlakte;Wouw;5153
4346;Netto oppervlakte;Yerseke;1405
4347;Netto oppervlakte;IJlst;723
4348;Netto oppervlakte;IJsselmonde;1033
4349;Netto oppervlakte;IJsselmuiden;2150
4350;Netto oppervlakte;IJsselstein;2227
4351;Netto oppervlakte;IJzendijke;4394
4352;Netto oppervlakte;Zaamslag;4214
4353;Netto oppervlakte;Zaandam;2071
4354;Netto oppervlakte;Zaandijk;193
4355;Netto oppervlakte;Zalk en Veecaten;1353
4356;Netto oppervlakte;Zaltbommel;1171
4357;Netto oppervlakte;Zandt ('t);3856
4358;Netto oppervlakte;Zandvoort;3306
4359;Netto oppervlakte;Zeeland;3249
4360;Netto oppervlakte;Zegveld;1522
4361;Netto oppervlakte;Zegwaard;1583
4362;Netto oppervlakte;Zeist;5028
4363;Netto oppervlakte;Zelhem;8148
4364;Netto oppervlakte;Zevenaar;2764
4365;Netto oppervlakte;Zevenbergen;4927
4366;Netto oppervlakte;Zevenhoven;1621
4367;Netto oppervlakte;Zevenhuizen;2904
4368;Netto oppervlakte;Zierikzee;1834
4369;Netto oppervlakte;Zijpe;7304
4370;Netto oppervlakte;Zoelen;2759
4371;Netto oppervlakte;Zoetermeer;1886
4372;Netto oppervlakte;Zoeterwoude;2702
4373;Netto oppervlakte;Zonnemaire;1270
4374;Netto oppervlakte;Zoutelande;756
4375;Netto oppervlakte;Zuid- en Noord-Schermer;1963
4376;Netto oppervlakte;Zuidbroek;1841
4377;Netto oppervlakte;Zuiddorpe;1051
4378;Netto oppervlakte;Zuidhorn;2331
4379;Netto oppervlakte;Zuidland;1955
4380;Netto oppervlakte;Zuidlaren;3358
4381;Netto oppervlakte;Zuid-Scharwoude;523
4382;Netto oppervlakte;Zuidwolde;9707
4383;Netto oppervlakte;Zuidzande;1514
4384;Netto oppervlakte;Zuilen;634
4385;Netto oppervlakte;Zuilichem;692
4386;Netto oppervlakte;Zundert;8909
4387;Netto oppervlakte;Zutphen;1213
4388;Netto oppervlakte;Zwaag;762
