ID;Geslacht;Leeftijd;Nationaliteit;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2
6205;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 3e kwartaal;5;5
6206;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 oktober;5;5
6207;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 november;5;5
6208;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 december;10;5
6209;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009 4e kwartaal;15;10
6210;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2009;40;30
6211;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 januari;10;10
6212;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 februari;10;10
6213;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 maart;5;5
6214;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 1e kwartaal;25;25
6215;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 april;5;5
6216;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 mei;5;5
6217;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 juni;5;5
6218;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 2e kwartaal;10;10
6219;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 juli;5;5
6220;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 augustus;5;5
6221;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 september;10;10
6222;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 3e kwartaal;20;20
6223;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 oktober;5;5
6224;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 november;5;5
6225;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 december;5;5
6226;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010 4e kwartaal;10;10
6227;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2010;65;65
6228;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 januari;20;15
6229;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 februari;10;5
6230;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 maart;15;15
6231;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 1e kwartaal;40;35
6232;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 april;5;0
6233;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 mei;5;5
6234;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 juni;15;15
6235;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 2e kwartaal;25;20
6236;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 juli;25;25
6237;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 augustus;30;25
6238;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 september;40;35
6239;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 3e kwartaal;95;90
6240;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 oktober;35;35
6241;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 november;55;55
6242;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 december;30;25
6243;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011 4e kwartaal;120;115
6244;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2011;275;260
6245;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 januari;20;20
6246;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 februari;10;10
6247;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 maart;5;0
6248;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 1e kwartaal;30;30
6249;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 april;5;5
6250;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 mei;5;0
6251;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 juni;0;0
6252;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 2e kwartaal;10;5
6253;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 juli;0;0
6254;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 augustus;0;0
6255;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 september;5;5
6256;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 3e kwartaal;5;5
6257;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 oktober;10;10
6258;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 november;5;5
6259;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 december;5;5
6260;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012 4e kwartaal;15;15
6261;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2012;65;55
6262;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 januari;10;10
6263;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 februari;0;0
6264;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 maart;10;5
6265;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 1e kwartaal;15;15
6266;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 april;5;0
6267;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 mei;10;5
6268;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 juni;5;0
6269;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 2e kwartaal ;20;10
6270;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 juli;5;5
6271;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 augustus;5;0
6272;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 september;5;5
6273;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 3e kwartaal;15;10
6274;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 oktober;5;5
6275;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 november;5;5
6276;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 december;10;10
6277;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013 4e kwartaal;20;20
6278;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2013;70;50
6279;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 januari;10;10
6280;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 februari;5;5
6281;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 maart;0;0
6282;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 1e kwartaal;15;15
6283;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 april;5;0
6284;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 mei;5;5
6285;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 juni;5;5
6286;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 2e kwartaal;10;10
6287;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 juli;5;5
6288;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 augustus;5;5
6289;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 september;5;5
6290;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 3e kwartaal;15;15
6291;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 oktober;5;5
6292;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 november;0;0
6293;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 december;5;5
6294;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014 4e kwartaal;10;5
6295;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2014;50;45
6296;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 januari;0;0
6297;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 februari;5;5
6298;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 maart;5;5
6299;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 1e kwartaal;10;10
6300;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 april;5;5
6301;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 mei;5;5
6302;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 juni;0;0
6303;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 2e kwartaal;10;10
6304;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 juli;5;5
6305;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 augustus;10;10
6306;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 september;5;5
6307;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 3e kwartaal;20;15
6308;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 oktober;0;0
6309;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 november;5;5
6310;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 december;5;0
6311;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015 4e kwartaal;10;10
6312;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2015;45;45
6313;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;38;2016 januari;5;0
6314;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 januari;65;45
6315;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 februari;60;45
6316;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 maart;50;25
6317;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 1e kwartaal;175;115
6318;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 april;45;40
6319;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 mei;55;35
6320;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 juni;75;40
6321;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 2e kwartaal;175;110
6322;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 juli;45;20
6323;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 augustus;40;25
6324;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 september;45;30
6325;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 3e kwartaal;130;75
6326;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 oktober;55;35
6327;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 november;45;30
6328;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 december;20;15
6329;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007 4e kwartaal;120;80
6330;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2007;600;385
6331;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 januari;25;20
6332;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 februari;70;40
6333;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 maart;25;15
6334;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 1e kwartaal;125;75
6335;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 april;30;20
6336;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 mei;35;25
6337;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 juni;40;30
6338;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 2e kwartaal;100;75
6339;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 juli;50;35
6340;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 augustus;40;30
6341;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 september;80;60
6342;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 3e kwartaal;170;125
6343;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 oktober;80;45
6344;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 november;40;25
6345;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 december;45;30
6346;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008 4e kwartaal;165;105
6347;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2008;560;380
6348;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 januari;80;60
6349;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 februari;90;75
6350;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 maart;50;45
6351;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 1e kwartaal;220;175
6352;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 april;60;55
6353;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 mei;65;55
6354;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 juni;65;55
6355;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 2e kwartaal;190;165
6356;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 juli;70;65
6357;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 augustus;50;40
6358;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 september;60;55
6359;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 3e kwartaal;180;160
6360;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 oktober;70;60
6361;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 november;55;50
6362;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 december;35;30
6363;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009 4e kwartaal;160;140
6364;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2009;750;640
6365;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 januari;65;45
6366;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 februari;80;70
6367;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 maart;80;65
6368;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 1e kwartaal;225;180
6369;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 april;65;55
6370;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 mei;60;45
6371;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 juni;45;30
6372;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 2e kwartaal;170;130
6373;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 juli;60;55
6374;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 augustus;75;65
6375;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 september;55;40
6376;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 3e kwartaal;185;165
6377;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 oktober;75;60
6378;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 november;80;70
6379;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 december;60;45
6380;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010 4e kwartaal;220;180
6381;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2010;800;655
6382;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 januari;95;80
6383;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 februari;65;55
6384;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 maart;75;50
6385;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 1e kwartaal;230;185
6386;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 april;75;50
6387;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 mei;85;65
6388;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 juni;70;50
6389;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 2e kwartaal;230;165
6390;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 juli;45;40
6391;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 augustus;100;80
6392;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 september;70;50
6393;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 3e kwartaal;220;170
6394;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 oktober;45;35
6395;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 november;65;45
6396;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 december;50;30
6397;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011 4e kwartaal;155;110
6398;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2011;835;630
6399;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 januari;70;40
6400;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 februari;55;35
6401;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 maart;60;35
6402;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 1e kwartaal;185;110
6403;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 april;35;30
6404;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 mei;35;20
6405;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 juni;60;30
6406;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 2e kwartaal;130;80
6407;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 juli;45;25
6408;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 augustus;50;30
6409;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 september;70;40
6410;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 3e kwartaal;170;95
6411;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 oktober;60;35
6412;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 november;60;40
6413;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 december;75;60
6414;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012 4e kwartaal;195;135
6415;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2012;680;415
6416;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 januari;40;25
6417;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 februari;40;25
6418;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 maart;35;25
6419;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 1e kwartaal;115;80
6420;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 april;50;40
6421;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 mei;35;25
6422;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 juni;40;35
6423;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 2e kwartaal ;125;100
6424;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 juli;40;30
6425;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 augustus;40;30
6426;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 september;105;100
6427;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 3e kwartaal;190;160
6428;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 oktober;115;100
6429;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 november;105;100
6430;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;Zonder / onbekend;2013 december;70;60
