ID;SectorenActiva;TegensectorenPassiva;BalansstandenEnTransacties;Perioden;SpaartegoedenEnDepositoS_1;KortlopendeSchuldbewijzen_2;LanglopendeSchuldbewijzen_3;KortlopendeLeningen_4;LanglopendeLeningen_5;Woninghypotheken_6;BeursgenoteerdeAandelen_7;AandelenInBeleggingsfondsen_8
24;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2003;434681.0;;;166814.0;981708.0;;;
25;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2004 1e kwartaal;475737.0;;;158259.0;1055367.0;;;
26;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2004 2e kwartaal;475400.0;;;160370.0;1065386.0;;;
27;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2004 3e kwartaal;500134.0;;;166512.0;1069550.0;;;
28;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2004 4e kwartaal;499958.0;;;171955.0;1083286.0;;;
29;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2004;475737.0;;;158259.0;1055367.0;;;
30;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005 1e kwartaal;505731.0;;;176175.0;1085451.0;;;
31;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005 2e kwartaal;524137.0;;;189037.0;1095045.0;;;
32;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005 3e kwartaal;554610.0;;;201578.0;1115453.0;;;
33;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005 4e kwartaal;568356.0;;;203105.0;1132933.0;;;
34;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2005;505731.0;;;176175.0;1085451.0;;;
35;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006 1e kwartaal;582639.0;;;203398.0;1150890.0;;;
36;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006 2e kwartaal;605693.0;;;209346.0;1164535.0;;;
37;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006 3e kwartaal;602438.0;;;207647.0;1175465.0;;;
38;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006 4e kwartaal;622951.0;;;213993.0;1192643.0;;;
39;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2006;582639.0;;;203398.0;1150890.0;;;
40;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007 1e kwartaal;624566.0;;;211082.0;1222116.0;;;
41;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007 2e kwartaal;648061.0;;;234882.0;1248301.0;;;
42;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007 3e kwartaal;681795.0;;;239702.0;1262435.0;;;
43;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007 4e kwartaal;668811.0;;;242135.0;1275149.0;;;
44;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2007;624566.0;;;211082.0;1222116.0;;;
45;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008 1e kwartaal;705013.0;;;223646.0;1312858.0;;;
46;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008 2e kwartaal;689472.0;;;251933.0;1332320.0;;;
47;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008 3e kwartaal;779267.0;;;264394.0;1352062.0;;;
48;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008 4e kwartaal;811787.0;;;259881.0;1372470.0;;;
49;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2008;705013.0;;;223646.0;1312858.0;;;
50;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009 1e kwartaal;788049.0;;;283303.0;1402716.0;;;
51;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009 2e kwartaal;763110.0;;;286012.0;1417687.0;;;
52;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009 3e kwartaal;823337.0;;;290582.0;1424411.0;;;
53;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009 4e kwartaal;794251.0;;;272269.0;1428706.0;;;
54;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2009;788049.0;;;283303.0;1402716.0;;;
55;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010 1e kwartaal;801989.0;13091.0;378607.0;340483.0;1645500.0;663895.0;63993.0;402189.0
56;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010 2e kwartaal;813523.0;14257.0;377123.0;366585.0;1669012.0;667920.0;68233.0;444830.0
57;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010 3e kwartaal;872933.0;11459.0;382160.0;404587.0;1666486.0;675182.0;66645.0;430032.0
58;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010 4e kwartaal;809757.0;11079.0;389084.0;416243.0;1653467.0;679683.0;69439.0;437291.0
59;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2010;801989.0;13091.0;378607.0;340483.0;1645500.0;663895.0;63993.0;402189.0
60;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011 1e kwartaal;797182.0;9723.0;396199.0;433930.0;1684861.0;683208.0;71722.0;450998.0
61;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011 2e kwartaal;795402.0;9253.0;364193.0;482875.0;1690743.0;685958.0;72885.0;462805.0
62;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011 3e kwartaal;829615.0;11119.0;365845.0;515366.0;1694438.0;689660.0;69404.0;469830.0
63;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011 4e kwartaal;915937.0;9925.0;387079.0;543294.0;1695985.0;693116.0;57776.0;467356.0
64;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2011;797182.0;9723.0;396199.0;433930.0;1684861.0;683208.0;71722.0;450998.0
65;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012 1e kwartaal;954222.0;8744.0;411334.0;573276.0;1691530.0;694709.0;62016.0;474372.0
66;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012 2e kwartaal;1002554.0;5837.0;407147.0;588299.0;1706134.0;695304.0;68335.0;509730.0
67;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012 3e kwartaal;987650.0;4967.0;403007.0;602465.0;1723278.0;697838.0;68616.0;511638.0
68;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012 4e kwartaal;983469.0;7169.0;399569.0;615300.0;1728297.0;700184.0;73564.0;536243.0
69;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2012;954222.0;8744.0;411334.0;573276.0;1691530.0;694709.0;62016.0;474372.0
70;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013 1e kwartaal;975804.0;9487.0;403243.0;596883.0;1743713.0;700707.0;77446.0;549200.0
71;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013 2e kwartaal;931162.0;6209.0;391835.0;603107.0;1744659.0;696710.0;84643.0;575776.0
72;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013 3e kwartaal;930611.0;5808.0;398205.0;591700.0;1750375.0;694094.0;82793.0;564123.0
73;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013 4e kwartaal;912552.0;4689.0;395572.0;573638.0;1769699.0;697124.0;98035.0;586985.0
74;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2013;975804.0;9487.0;403243.0;596883.0;1743713.0;700707.0;77446.0;549200.0
75;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014 1e kwartaal;864233.0;5917.0;383859.0;533075.0;1764772.0;690756.0;90844.0;604830.0
76;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014 2e kwartaal;859744.0;6548.0;389790.0;536383.0;1764359.0;688797.0;96832.0;620568.0
77;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014 3e kwartaal;843335.0;6835.0;398820.0;531945.0;1788832.0;688918.0;95500.0;654039.0
78;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014 4e kwartaal;831554.0;6450.0;397519.0;543796.0;1801725.0;688991.0;102077.0;689019.0
79;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2014;864233.0;5917.0;383859.0;533075.0;1764772.0;690756.0;90844.0;604830.0
80;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015 1e kwartaal;847044.0;6443.0;399067.0;607449.0;1714623.0;690654.0;102543.0;708713.0
81;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015 2e kwartaal;869862.0;5477.0;407281.0;655518.0;1722492.0;691872.0;118157.0;769617.0
82;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015 3e kwartaal;906754.0;4983.0;401575.0;629338.0;1733102.0;692793.0;109382.0;736479.0
83;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015 4e kwartaal;920068.0;5263.0;406079.0;600574.0;1741222.0;695014.0;103600.0;707826.0
84;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2015;847044.0;6443.0;399067.0;607449.0;1714623.0;690654.0;102543.0;708713.0
85;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016 1e kwartaal;918685.0;3709.0;402050.0;597244.0;1752838.0;698211.0;116947.0;727260.0
86;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016 2e kwartaal;960631.0;5165.0;406845.0;618585.0;1774915.0;701143.0;106377.0;733703.0
87;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016 3e kwartaal;971726.0;5481.0;435105.0;584969.0;1805116.0;704564.0;107573.0;765765.0
88;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016 4e kwartaal;1023386.0;5415.0;440357.0;588269.0;1832378.0;708992.0;111952.0;787039.0
89;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2016;918685.0;3709.0;402050.0;597244.0;1752838.0;698211.0;116947.0;727260.0
90;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017 1e kwartaal;1001451.0;5255.0;431068.0;562689.0;1882164.0;710109.0;131281.0;803235.0
91;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017 2e kwartaal;1086496.0;5374.0;434365.0;593274.0;1908803.0;712530.0;140750.0;812342.0
92;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017 3e kwartaal;1054549.0;5080.0;436341.0;586353.0;1919233.0;716306.0;138739.0;817993.0
93;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017 4e kwartaal;1082322.0;4300.0;425392.0;585419.0;1933149.0;718838.0;141648.0;843101.0
94;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2017;1001451.0;5255.0;431068.0;562689.0;1882164.0;710109.0;131281.0;803235.0
95;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018 1e kwartaal;1035806.0;4848.0;428419.0;597463.0;1936494.0;721077.0;137708.0;852526.0
96;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018 2e kwartaal;1094444.0;4847.0;438787.0;618859.0;1943789.0;724066.0;138181.0;826388.0
97;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018 3e kwartaal;1073100.0;6371.0;444618.0;587221.0;1950440.0;727971.0;138107.0;850347.0
98;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018 4e kwartaal;1099000.0;5298.0;423864.0;580038.0;1950428.0;731277.0;133013.0;869164.0
99;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2018;1035806.0;4848.0;428419.0;597463.0;1936494.0;721077.0;137708.0;852526.0
100;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019 1e kwartaal;1038873.0;6383.0;422579.0;554163.0;1953231.0;735041.0;115540.0;817898.0
101;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019 2e kwartaal;1064739.0;6570.0;416733.0;575645.0;1966153.0;736741.0;133247.0;862084.0
102;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019 3e kwartaal;1055715.0;6700.0;427851.0;569895.0;1979433.0;740974.0;137701.0;878514.0
103;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019 4e kwartaal;1098594.0;5228.0;424908.0;581905.0;1987998.0;743639.0;138400.0;920114.0
104;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2019;1038873.0;6383.0;422579.0;554163.0;1953231.0;735041.0;115540.0;817898.0
105;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020 1e kwartaal;1043762.0;4567.0;416907.0;555126.0;1993088.0;746150.0;141918.0;924109.0
106;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020 2e kwartaal;1139334.0;5476.0;411635.0;594612.0;2015919.0;749204.0;105891.0;802439.0
107;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020 3e kwartaal;1334280.0;19729.0;427121.0;581699.0;2035936.0;753653.0;134856.0;868413.0
108;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020 4e kwartaal;1426815.0;25983.0;423707.0;525495.0;2039465.0;758227.0;132260.0;897265.0
109;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2020;1043762.0;4567.0;416907.0;555126.0;1993088.0;746150.0;141918.0;924109.0
110;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021 1e kwartaal;1367525.0;25686.0;434108.0;523334.0;2095609.0;764031.0;155826.0;964506.0
111;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021 2e kwartaal;1455740.0;18352.0;430623.0;557108.0;2142213.0;772695.0;161047.0;987364.0
112;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021 3e kwartaal;1524521.0;14912.0;447853.0;572410.0;2151939.0;782171.0;165985.0;1019267.0
113;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021 4e kwartaal;1562753.0;14375.0;445148.0;506726.0;2167775.0;792791.0;176258.0;1004218.0
114;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2021;1367525.0;25686.0;434108.0;523334.0;2095609.0;764031.0;155826.0;964506.0
115;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022 1e kwartaal;1517948.0;15690.0;480996.0;491778.0;2179548.0;800682.0;183773.0;974006.0
116;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022 2e kwartaal;1619187.0;12572.0;448725.0;492114.0;2194633.0;810318.0;171547.0;914069.0
117;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022 3e kwartaal;1637695.0;11249.0;419173.0;512332.0;2213772.0;821033.0;154196.0;827181.0
118;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022 4e kwartaal;1702355.0;10224.0;389844.0;530895.0;2224579.0;827471.0;157179.0;788645.0
119;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2022;1517948.0;15690.0;480996.0;491778.0;2179548.0;800682.0;183773.0;974006.0
120;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023 1e kwartaal;1466775.0;15705.0;391006.0;527933.0;2229700.0;829925.0;153974.0;700342.0
121;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023 2e kwartaal;1525962.0;9848.0;389431.0;510279.0;2241561.0;835421.0;171910.0;706074.0
122;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023 3e kwartaal;1480735.0;11021.0;392995.0;500659.0;2254037.0;839124.0;173483.0;712806.0
123;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023 4e kwartaal;1493291.0;10398.0;377457.0;509249.0;2267942.0;842437.0;171544.0;708445.0
124;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2023;1466775.0;15705.0;391006.0;527933.0;2229700.0;829925.0;153974.0;700342.0
125;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2024 1e kwartaal;1362244.0;16169.0;395071.0;530209.0;2249054.0;846943.0;180113.0;722843.0
126;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2024 2e kwartaal;1389852.0;12184.0;383818.0;541024.0;2261564.0;853674.0;191246.0;748461.0
127;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2024 3e kwartaal;1391732.0;14071.0;381914.0;521042.0;2279604.0;862796.0;179214.0;744191.0
128;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2024 4e kwartaal;1414351.0;10225.0;380920.0;524503.0;2292747.0;873716.0;170236.0;757406.0
129;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Beginbalans;2024;1362244.0;16169.0;395071.0;530209.0;2249054.0;846943.0;180113.0;722843.0
130;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999 1e kwartaal;7028.0;;;6609.0;11214.0;;;
131;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999 2e kwartaal;12217.0;;;1750.0;13293.0;;;
132;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999 3e kwartaal;278.0;;;3338.0;14201.0;;;
133;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999 4e kwartaal;5380.0;;;-530.0;14305.0;;;
134;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;1999;24903.0;;;11167.0;53013.0;;;
135;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000 1e kwartaal;23271.0;;;9476.0;8042.0;;;
136;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000 2e kwartaal;-11340.0;;;5072.0;9529.0;;;
137;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000 3e kwartaal;17081.0;;;6291.0;10841.0;;;
138;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000 4e kwartaal;-6620.0;;;1478.0;11790.0;;;
139;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2000;22392.0;;;22317.0;40202.0;;;
140;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001 1e kwartaal;20870.0;;;-5968.0;7129.0;;;
141;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001 2e kwartaal;-855.0;;;2267.0;13014.0;;;
142;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001 3e kwartaal;9628.0;;;7043.0;9885.0;;;
143;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001 4e kwartaal;18097.0;;;1346.0;10529.0;;;
144;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2001;47740.0;;;4688.0;40557.0;;;
145;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002 1e kwartaal;11884.0;;;6663.0;5661.0;;;
146;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002 2e kwartaal;12061.0;;;-2024.0;5045.0;;;
147;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002 3e kwartaal;1082.0;;;12271.0;11252.0;;;
148;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002 4e kwartaal;1781.0;;;-8355.0;16270.0;;;
149;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2002;26808.0;;;8555.0;38228.0;;;
150;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003 1e kwartaal;25487.0;;;-4475.0;9784.0;;;
151;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003 2e kwartaal;-5099.0;;;-3706.0;21794.0;;;
152;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003 3e kwartaal;17885.0;;;-3418.0;17716.0;;;
153;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003 4e kwartaal;3947.0;;;-1097.0;20408.0;;;
154;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2003;42220.0;;;-12696.0;69702.0;;;
155;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004 1e kwartaal;-4002.0;;;2234.0;10736.0;;;
156;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004 2e kwartaal;24584.0;;;6485.0;5287.0;;;
157;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004 3e kwartaal;4901.0;;;5936.0;14801.0;;;
158;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004 4e kwartaal;5905.0;;;4798.0;2952.0;;;
159;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2004;31388.0;;;19453.0;33776.0;;;
160;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005 1e kwartaal;18010.0;;;14588.0;12747.0;;;
161;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005 2e kwartaal;29813.0;;;12508.0;21231.0;;;
162;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005 3e kwartaal;13017.0;;;2664.0;16890.0;;;
163;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005 4e kwartaal;13835.0;;;-438.0;20585.0;;;
164;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2005;74675.0;;;29322.0;71453.0;;;
165;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006 1e kwartaal;24055.0;;;8105.0;13990.0;;;
166;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006 2e kwartaal;-3177.0;;;-986.0;11778.0;;;
167;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006 3e kwartaal;20758.0;;;6674.0;17842.0;;;
168;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006 4e kwartaal;1992.0;;;-2507.0;29901.0;;;
169;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2006;43628.0;;;11286.0;73511.0;;;
170;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007 1e kwartaal;23530.0;;;23481.0;26087.0;;;
171;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007 2e kwartaal;33697.0;;;4986.0;15263.0;;;
172;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007 3e kwartaal;-13014.0;;;2625.0;12841.0;;;
173;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007 4e kwartaal;36175.0;;;-18789.0;37693.0;;;
174;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2007;80388.0;;;12303.0;91884.0;;;
175;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008 1e kwartaal;-14182.0;;;28885.0;20039.0;;;
176;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008 2e kwartaal;89659.0;;;11388.0;19993.0;;;
177;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008 3e kwartaal;30484.0;;;-7030.0;19443.0;;;
178;Totale binnenlandse sectoren;Totale binnenlandse sectoren;Financiële transacties;2008 4e kwartaal;-25477.0;;;25809.0;25754.0;;;
