ID;Regio;Periode;VerleendeBouwvergunningen_1;BegonnenWoningen_2;WoningenInUitvoering_3;TotaalGereedgekomen_4;WoningenMetMinderDan3Kamers_5;WoningenMet3Kamers_6;WoningenMet4Kamers_7;WoningenMetMeerDan4Kamers_8;Huurwoningen_9;Koopwoningen_10;Eengezinswoningen_11;Meergezinswoningen_12
26;Nederland;1995 september;7350;9562.0;97432.0;6380;224;1271;3944;941;1742;4638;4919;1461
27;Nederland;1995 oktober;8167;8102.0;97875.0;7639;442;1714;4394;1089;2280;5359;6250;1389
28;Nederland;1995 november;8423;8519.0;93707.0;12705;828;3219;6971;1687;3732;8973;9063;3642
29;Nederland;1995 december;11077;9869.0;86801.0;16847;953;4487;9136;2271;5519;11328;11992;4855
30;Nederland;1995 1e kwartaal;23856;21822.0;91076.0;15387;941;4044;8283;2119;4283;11104;11774;3613
31;Nederland;1995 2e kwartaal;25244;25302.0;96102.0;20340;765;5475;11150;2950;6700;13640;14852;5488
32;Nederland;1995 3e kwartaal;21638;22304.0;97432.0;20918;1244;4874;11892;2908;6576;14342;15586;5332
33;Nederland;1995 4e kwartaal;27667;26490.0;86801.0;37191;2223;9420;20501;5047;11531;25660;27305;9886
34;Nederland;1996;102119;95817.0;92587.0;88934;6078;24467;46849;11540;31079;57855;61007;27927
35;Nederland;1996 januari;6258;4434.0;87911.0;2871;271;555;1566;479;1050;1821;1849;1022
36;Nederland;1996 februari;8831;5389.0;89557.0;3753;398;1218;1713;424;1394;2359;2274;1479
37;Nederland;1996 maart;9284;7614.0;93043.0;3952;149;987;2182;634;1158;2794;2940;1012
38;Nederland;1996 april;6616;6897.0;95223.0;4813;282;1176;2612;743;1325;3488;3944;869
39;Nederland;1996 mei;7423;8846.0;97601.0;6570;415;1720;3802;633;2176;4394;4806;1764
40;Nederland;1996 juni;9197;9242.0;98456.0;8468;505;2092;4799;1072;2899;5569;6003;2465
41;Nederland;1996 juli;7680;7497.0;99006.0;6921;588;1800;3656;877;2578;4343;4385;2536
42;Nederland;1996 augustus;7184;6653.0;98848.0;6647;603;1981;3083;980;2270;4377;4603;2044
43;Nederland;1996 september;8317;8326.0;98675.0;8580;486;2271;4506;1317;3227;5353;6125;2455
44;Nederland;1996 oktober;11214;11965.0;101074.0;8656;344;2643;4561;1108;3010;5646;5529;3127
45;Nederland;1996 november;10519;8922.0;99849.0;10171;675;2950;5515;1031;3463;6708;6879;3292
46;Nederland;1996 december;9596;10032.0;92587.0;17532;1362;5074;8854;2242;6529;11003;11670;5862
47;Nederland;1996 1e kwartaal;24373;17437.0;93043.0;10576;818;2760;5461;1537;3602;6974;7063;3513
48;Nederland;1996 2e kwartaal;23236;24985.0;98456.0;19851;1202;4988;11213;2448;6400;13451;14753;5098
49;Nederland;1996 3e kwartaal;23181;22476.0;98675.0;22148;1677;6052;11245;3174;8075;14073;15113;7035
50;Nederland;1996 4e kwartaal;31329;30919.0;92587.0;36359;2381;10667;18930;4381;13002;23357;24078;12281
51;Nederland;1997;101501;98002.0;97521.0;92315;4978;23186;51751;12400;25876;66439;65562;26753
52;Nederland;1997 januari;6164;4554.0;94015.0;3089;281;838;1513;457;1003;2086;2060;1029
53;Nederland;1997 februari;5727;7054.0;97628.0;3426;210;726;2051;439;880;2546;2475;951
54;Nederland;1997 maart;8169;7944.0;100197.0;5394;328;1117;3148;801;1424;3970;3918;1476
55;Nederland;1997 april;7742;10378.0;105022.0;5534;294;1052;3314;874;1626;3908;4313;1221
56;Nederland;1997 mei;7267;8148.0;105439.0;7593;204;1743;4928;718;2007;5586;5463;2130
57;Nederland;1997 juni;9777;8495.0;105300.0;8459;416;2276;4826;941;2507;5952;6207;2252
58;Nederland;1997 juli;7394;5233.0;104408.0;5990;437;1565;3352;636;1732;4258;4096;1894
59;Nederland;1997 augustus;7028;6667.0;105408.0;5611;147;1331;3291;842;1436;4175;4307;1304
60;Nederland;1997 september;11908;9400.0;106236.0;8536;402;1973;4880;1281;2406;6130;6325;2211
61;Nederland;1997 oktober;10573;9520.0;107343.0;8272;552;2486;4299;935;2679;5593;5156;3116
62;Nederland;1997 november;10077;9971.0;105084.0;12278;591;3390;6433;1864;3329;8949;8578;3700
63;Nederland;1997 december;9675;10638.0;97521.0;18133;1116;4689;9716;2612;4847;13286;12664;5469
64;Nederland;1997 1e kwartaal;20060;19552.0;100197.0;11909;819;2681;6712;1697;3307;8602;8453;3456
65;Nederland;1997 2e kwartaal;24786;27021.0;105300.0;21586;914;5071;13068;2533;6140;15446;15983;5603
66;Nederland;1997 3e kwartaal;26330;21300.0;106236.0;20137;986;4869;11523;2759;5574;14563;14728;5409
67;Nederland;1997 4e kwartaal;30325;30129.0;97521.0;38683;2259;10565;20448;5411;10855;27828;26398;12285
68;Nederland;1998;87673;85871.0;90745.0;90516;3741;22361;50234;14180;21454;69062;66085;24431
69;Nederland;1998 januari;5951;6841.0;100510.0;3810;62;929;2235;584;885;2925;2651;1159
70;Nederland;1998 februari;6986;7894.0;101863.0;4838;193;1269;2527;849;1263;3575;3501;1337
71;Nederland;1998 maart;8305;8367.0;102849.0;7653;301;2124;4247;981;2106;5547;5097;2556
72;Nederland;1998 april;5838;5963.0;103287.0;5559;148;1566;2919;926;1375;4184;3749;1810
73;Nederland;1998 mei;6380;6539.0;103776.0;6048;164;1334;3792;6048;1481;4567;4364;1684
74;Nederland;1998 juni;6980;7057.0;102968.0;7945;299;1966;4258;1422;2085;5860;5740;2205
75;Nederland;1998 juli;6743;5425.0;100721.0;6663;309;1511;3953;890;1733;4930;4881;1782
76;Nederland;1998 augustus;5357;5154.0;100434.0;5359;42;1312;2995;1010;957;4402;4197;1162
77;Nederland;1998 september;7336;8594.0;102501.0;6337;153;1616;3575;993;1307;5030;4948;1389
78;Nederland;1998 oktober;8319;6949.0;102501.0;7026;414;1722;3763;1127;1535;5491;4929;2097
79;Nederland;1998 november;8824;6420.0;99611.0;10370;858;2425;5332;1755;2599;7771;7643;2727
80;Nederland;1998 december;10654;10668.0;90745.0;18908;798;4587;10631;2892;4165;14743;14385;4523
81;Nederland;1998 1e kwartaal;21242;23102.0;102849.0;16301;556;4322;9009;2414;4254;12047;11249;5052
82;Nederland;1998 2e kwartaal;19198;19559.0;102968.0;19552;611;4866;10969;3106;4941;14611;13853;5699
83;Nederland;1998 3e kwartaal;19436;19173.0;102501.0;18359;504;4439;10523;2893;3997;14362;14026;4333
84;Nederland;1998 4e kwartaal;27797;24037.0;90745.0;36304;2070;8734;19734;5766;8262;28042;26957;9347
85;Nederland;1999;84201;83400.0;94741.0;78625;3533;19354;43771;11967;17651;60974;57650;20975
86;Nederland;1999 januari;5564;6177.0;94143.0;2703;28;726;1591;358;529;2174;2080;623
87;Nederland;1999 februari;5189;5275.0;95055.0;4311;349;1203;2166;593;1437;2874;2793;1518
88;Nederland;1999 maart;6310;5845.0;96371.0;4850;131;1119;2669;931;1063;3787;3713;1137
89;Nederland;1999 april;6880;7448.0;98475.0;5527;214;1276;3315;722;956;4571;4372;1155
90;Nederland;1999 mei;7795;6281.0;98575.0;6080;249;1425;3495;911;1343;4737;4549;1531
91;Nederland;1999 juni;6859;6125.0;97821.0;6800;293;1806;3855;846;1720;5080;4779;2021
92;Nederland;1999 juli;8933;7133.0;99271.0;5628;185;1402;3270;771;1442;4186;4141;1487
93;Nederland;1999 augustus;6380;4889.0;100211.0;4041;119;957;2398;567;806;3235;2994;1047
94;Nederland;1999 september;7200;7106.0;100372.0;6246;404;1290;3386;1166;1324;4922;4729;1517
95;Nederland;1999 oktober;6565;9046.0;103219.0;6247;210;1702;3436;899;1298;4949;4845;1380
96;Nederland;1999 november;8226;9484.0;102966.0;9450;434;2528;5057;1431;1999;7451;6621;2829
97;Nederland;1999 december;8300;8585.0;94741.0;16742;917;3880;9173;2772;3734;13008;12034;4708
98;Nederland;1999 1e kwartaal;17063;17303.0;96371.0;11864;508;3048;6426;1882;3029;8835;8586;3278
99;Nederland;1999 2e kwartaal;21534;19854.0;97821.0;18407;756;4507;10665;2479;4019;14388;13700;4707
100;Nederland;1999 3e kwartaal;22513;19128.0;100372.0;15915;708;3649;9054;2504;3572;12343;11864;4051
101;Nederland;1999 4e kwartaal;23091;27115.0;94741.0;32439;1561;8110;17666;5102;7031;25408;23500;8939
102;Nederland;2000;78563;;;70650;3459;17634;37889;11668;15209;55441;53189;17461
103;Nederland;2000 januari;5051;;;3030;184;749;1698;399;843;2187;2202;828
104;Nederland;2000 februari;7541;;;3527;185;632;2181;529;694;2833;2673;854
105;Nederland;2000 maart;7917;;;4278;198;905;2606;569;823;3455;3650;628
106;Nederland;2000 april;6576;;;4621;181;1032;2583;825;938;3683;3364;1257
107;Nederland;2000 mei;8043;;;4565;98;1266;2467;734;939;3626;3265;1300
108;Nederland;2000 juni;6222;;;5191;290;1375;2616;910;1226;3965;4182;1009
109;Nederland;2000 juli;5952;;;4847;50;1239;2733;825;852;3995;3798;1049
110;Nederland;2000 augustus;5965;;;4486;216;1306;2013;951;932;3554;3348;1138
111;Nederland;2000 september;6386;;;5559;441;1607;2602;909;1016;4543;4149;1410
112;Nederland;2000 oktober;5635;;;6258;234;1867;2919;1238;1621;4637;4364;1894
113;Nederland;2000 november;6271;;;9990;444;2354;5646;1546;2212;7778;7561;2429
114;Nederland;2000 december;7004;;;14298;938;3302;7825;2233;3113;11185;10633;3665
115;Nederland;2000 1e kwartaal;20509;;;10835;567;2286;6485;1497;2360;8475;8525;2310
116;Nederland;2000 2e kwartaal;20841;;;14377;569;3673;7666;2469;3103;11274;10811;3566
117;Nederland;2000 3e kwartaal;18303;;;14892;707;4152;7348;2685;2800;12092;11295;3597
118;Nederland;2000 4e kwartaal;18910;;;30546;1616;7523;16390;5017;6946;23600;22558;7988
119;Nederland;2001 januari;5045;;;3627;71;955;2018;583;705;2922;3019;608
120;Nederland;2001 februari;5029;;;3177;119;926;1668;464;631;2546;2074;1103
121;Nederland;2001 maart;5045;;;4329;277;873;2605;574;1036;3293;3316;1013
122;Nederland;2001 1e kwartaal;15119;;;11133;467;2754;6291;1621;2372;8761;8409;2724
123;Nederland;2001 april;3111;;;5076;141;1147;2982;806;1060;4016;3725;1351
124;Nederland;2001 mei;4954;;;4549;97;648;3096;708;1061;3488;3293;1256
125;Nederland;2001 juni;5386;;;5568;181;1566;2608;1213;1165;4403;3613;1955
126;Nederland;2001 2e kwartaal;13451;;;15193;419;3361;8686;2727;3286;11907;10631;4562
127;Nederland;2001 juli;5885;;;4647;156;1200;2573;718;723;3924;3232;1415
128;Nederland;2001 augustus;4802;;;5393;86;1291;2861;1155;929;4464;4162;1231
129;Nederland;2001 september;6862;;;5891;117;1925;3081;768;1134;4757;4297;1594
130;Nederland;2001 3e kwartaal;17549;;;15931;359;4416;8515;2641;2786;13145;11691;4240
131;Nederland;2001 oktober;7264;;;7816;152;1462;4870;1332;1075;6741;6356;1460
132;Nederland;2001 november;4450;;;7576;237;2259;3846;1234;1386;6190;5227;2349
133;Nederland;2001 december;4493;;;15309;750;3701;8201;2657;3184;12125;12003;3306
134;Nederland;2001 4e kwartaal;16207;;;30701;1139;7422;16917;5223;5645;25056;23586;7115
135;Nederland;2001;62326;;;72958;2384;17953;40409;12212;14089;58869;54317;18641
136;Groningen;1994;3777;3535.0;2284.0;3306;190;782;1599;735;944;2362;2594;712
137;Groningen;1994 januari;188;206.0;2188.0;141;22;17;77;25;22;119;129;12
138;Groningen;1994 februari;301;344.0;2372.0;107;0;53;40;14;48;59;85;22
139;Groningen;1994 maart;311;401.0;2665.0;101;1;6;42;52;0;101;101;0
140;Groningen;1994 april;520;378.0;2756.0;284;12;0;207;65;17;267;280;4
141;Groningen;1994 mei;194;171.0;2721.0;205;0;79;86;40;50;155;133;72
142;Groningen;1994 juni;248;281.0;2711.0;289;4;75;123;87;79;210;223;66
143;Groningen;1994 juli;299;363.0;2880.0;190;0;48;96;46;50;140;148;42
144;Groningen;1994 augustus;418;242.0;2696.0;429;51;165;181;32;230;199;205;224
145;Groningen;1994 september;190;307.0;2734.0;270;1;78;106;85;34;236;235;35
146;Groningen;1994 oktober;457;243.0;2533.0;443;12;67;265;99;151;292;373;70
147;Groningen;1994 november;325;331.0;2439.0;425;40;116;175;94;179;246;323;102
148;Groningen;1994 december;326;268.0;2284.0;422;47;78;201;96;84;338;359;63
149;Groningen;1994 1e kwartaal;800;951.0;2665.0;349;23;76;159;91;70;279;315;34
150;Groningen;1994 2e kwartaal;962;830.0;2711.0;778;16;154;416;192;146;632;636;142
151;Groningen;1994 3e kwartaal;907;912.0;2734.0;889;52;291;383;163;314;575;588;301
152;Groningen;1994 4e kwartaal;1108;842.0;2284.0;1290;99;261;641;289;414;876;1055;235
153;Groningen;1995;3374;3274.0;2527.0;2961;120;554;1407;880;667;2294;2565;396
154;Groningen;1995 januari;207;162.0;2319.0;111;1;38;41;31;38;73;73;38
155;Groningen;1995 februari;217;305.0;2499.0;125;25;9;59;32;24;101;101;24
156;Groningen;1995 maart;169;261.0;2646.0;114;0;8;90;16;10;104;114;0
157;Groningen;1995 april;214;279.0;2783.0;140;0;23;68;49;19;121;138;2
158;Groningen;1995 mei;215;151.0;2735.0;199;0;19;85;95;14;185;199;0
159;Groningen;1995 juni;178;176.0;2630.0;285;34;1;96;154;34;251;285;0
160;Groningen;1995 juli;428;172.0;2649.0;152;0;73;65;14;73;79;152;0
161;Groningen;1995 augustus;578;249.0;2701.0;195;27;9;98;61;37;158;195;0
162;Groningen;1995 september;281;698.0;3165.0;234;0;8;170;56;25;209;222;12
163;Groningen;1995 oktober;241;174.0;3041.0;306;0;6;149;151;44;262;299;7
164;Groningen;1995 november;310;272.0;2850.0;460;31;179;218;32;150;310;327;133
165;Groningen;1995 december;336;375.0;2527.0;640;2;181;268;189;199;441;460;180
166;Groningen;1995 1e kwartaal;593;728.0;2646.0;350;26;55;190;79;72;278;288;62
167;Groningen;1995 2e kwartaal;607;606.0;2630.0;624;34;43;249;298;67;557;622;2
168;Groningen;1995 3e kwartaal;1287;1119.0;3165.0;581;27;90;333;131;135;446;569;12
169;Groningen;1995 4e kwartaal;887;821.0;2527.0;1406;33;366;635;372;393;1013;1086;320
170;Groningen;1996;3633;3282.0;2838.0;2904;68;498;1719;619;643;2261;2541;363
171;Groningen;1996 januari;143;42.0;2450.0;62;18;0;18;26;18;44;44;18
172;Groningen;1996 februari;159;87.0;2468.0;68;0;0;46;22;0;68;68;0
173;Groningen;1996 maart;489;384.0;2791.0;60;10;6;11;33;9;51;60;0
174;Groningen;1996 april;138;403.0;2997.0;207;1;28;148;30;46;161;183;24
175;Groningen;1996 mei;415;409.0;3193.0;220;3;53;106;58;22;198;191;29
176;Groningen;1996 juni;322;173.0;3119.0;240;23;34;152;31;83;157;179;61
177;Groningen;1996 juli;259;250.0;3169.0;198;0;1;150;47;1;197;198;0
178;Groningen;1996 augustus;464;331.0;3027.0;470;4;191;176;99;169;301;367;103
179;Groningen;1996 september;203;148.0;2895.0;268;0;66;148;54;112;156;268;0
180;Groningen;1996 oktober;308;256.0;2832.0;318;2;23;254;39;47;271;289;29
181;Groningen;1996 november;453;336.0;2735.0;433;6;62;287;78;87;346;359;74
182;Groningen;1996 december;280;463.0;2838.0;360;1;34;223;102;49;311;335;25
183;Groningen;1996 1e kwartaal;791;513.0;2791.0;190;28;6;75;81;27;163;172;18
184;Groningen;1996 2e kwartaal;875;985.0;3119.0;667;27;115;406;119;151;516;553;114
185;Groningen;1996 3e kwartaal;926;729.0;2895.0;936;4;258;474;200;282;654;833;103
186;Groningen;1996 4e kwartaal;1041;1055.0;2838.0;1111;9;119;764;219;183;928;983;128
187;Groningen;1997;2966;2966.0;2681.0;3045;32;671;1742;600;738;2307;2438;607
188;Groningen;1997 januari;104;79.0;2692.0;213;0;47;120;46;56;157;213;0
189;Groningen;1997 februari;114;225.0;2676.0;241;6;45;144;46;38;203;197;44
190;Groningen;1997 maart;338;454.0;2906.0;223;1;15;150;57;71;152;152;71
191;Groningen;1997 april;240;232.0;2956.0;182;0;61;90;31;60;122;122;60
192;Groningen;1997 mei;188;299.0;2994.0;259;0;58;168;33;92;167;217;42
193;Groningen;1997 juni;298;123.0;2831.0;290;0;91;144;55;153;137;177;113
194;Groningen;1997 juli;172;202.0;2982.0;50;0;1;30;19;0;50;50;0
195;Groningen;1997 augustus;251;305.0;3197.0;87;0;35;23;29;0;87;87;0
196;Groningen;1997 september;423;217.0;3036.0;301;0;123;115;63;51;250;227;74
197;Groningen;1997 oktober;214;290.0;3138.0;188;1;71;91;25;65;123;136;52
198;Groningen;1997 november;232;367.0;3107.0;397;0;15;319;63;5;392;397;0
199;Groningen;1997 december;392;173.0;2681.0;614;24;109;348;133;147;467;463;151
200;Groningen;1997 1e kwartaal;556;758.0;2906.0;677;7;107;414;149;165;512;562;115
201;Groningen;1997 2e kwartaal;726;654.0;2831.0;731;0;210;402;119;305;426;516;215
202;Groningen;1997 3e kwartaal;846;724.0;3036.0;438;0;159;168;111;51;387;364;74
203;Groningen;1997 4e kwartaal;838;830.0;2681.0;1199;25;195;758;221;217;982;996;203
204;Groningen;1998;2304;2533.0;2398.0;2807;285;535;1358;629;714;2093;2049;758
205;Groningen;1998 januari;160;255.0;2783.0;139;1;64;65;9;59;80;129;10
206;Groningen;1998 februari;257;166.0;2671.0;260;0;63;92;105;38;222;222;38
207;Groningen;1998 maart;184;138.0;2668.0;144;54;29;38;23;65;79;79;65
208;Groningen;1998 april;90;167.0;2690.0;145;16;47;67;15;63;82;98;47
209;Groningen;1998 mei;159;332.0;2795.0;226;0;93;66;226;74;152;141;85
210;Groningen;1998 juni;99;228.0;2740.0;275;45;66;121;43;105;170;153;122
211;Groningen;1998 juli;122;82.0;2771.0;51;0;0;46;5;0;51;51;0
212;Groningen;1998 augustus;265;186.0;2741.0;226;1;19;120;86;56;170;182;44
213;Groningen;1998 september;411;216.0;2660.0;297;5;53;157;82;30;267;251;46
214;Groningen;1998 oktober;146;257.0;2596.0;335;33;29;209;64;32;303;242;93
215;Groningen;1998 november;185;220.0;2549.0;267;120;45;61;41;162;105;137;130
216;Groningen;1998 december;226;286.0;2398.0;442;10;27;316;89;30;412;364;78
217;Groningen;1998 1e kwartaal;601;559.0;2668.0;543;55;156;195;137;162;381;430;113
218;Groningen;1998 2e kwartaal;348;727.0;2740.0;646;61;206;254;125;242;404;392;254
219;Groningen;1998 3e kwartaal;798;484.0;2660.0;574;6;72;323;173;86;488;484;90
220;Groningen;1998 4e kwartaal;557;763.0;2398.0;1044;163;101;586;194;224;820;743;301
221;Groningen;1999;2023;2016.0;1902.0;2368;174;356;1280;558;438;1930;2127;241
222;Groningen;1999 januari;85;51.0;2411.0;37;2;0;31;4;0;37;37;0
223;Groningen;1999 februari;149;148.0;2451.0;103;0;0;65;38;0;103;96;7
224;Groningen;1999 maart;223;169.0;2472.0;149;0;1;71;77;0;149;149;0
225;Groningen;1999 april;125;324.0;2674.0;126;0;24;88;14;0;126;126;0
226;Groningen;1999 mei;77;174.0;2735.0;111;1;0;87;23;0;111;111;0
227;Groningen;1999 juni;226;141.0;2663.0;188;39;37;91;21;39;149;188;0
228;Groningen;1999 juli;105;240.0;2798.0;176;0;2;95;79;57;119;161;15
229;Groningen;1999 augustus;132;52.0;2748.0;119;0;2;58;59;12;107;119;0
230;Groningen;1999 september;222;260.0;2729.0;245;24;8;160;53;30;215;230;15
231;Groningen;1999 oktober;167;193.0;2652.0;221;0;51;138;32;29;192;221;0
232;Groningen;1999 november;162;151.0;2464.0;249;47;66;94;42;88;161;202;47
233;Groningen;1999 december;350;111.0;1902.0;644;61;165;302;116;183;461;487;157
234;Groningen;1999 1e kwartaal;457;370.0;2472.0;289;2;1;167;119;0;289;282;7
235;Groningen;1999 2e kwartaal;428;639.0;2663.0;425;40;61;266;58;39;386;425;0
236;Groningen;1999 3e kwartaal;459;552.0;2729.0;540;24;12;313;191;99;441;510;30
237;Groningen;1999 4e kwartaal;679;455.0;1902.0;1114;108;282;534;190;300;814;910;204
238;Groningen;2000;2016;;;1769;102;307;904;456;369;1400;1333;436
239;Groningen;2000 januari;120;;;81;0;17;54;10;0;81;46;35
240;Groningen;2000 februari;129;;;15;0;1;9;5;0;15;15;0
241;Groningen;2000 maart;305;;;132;0;37;49;46;0;132;106;26
242;Groningen;2000 april;157;;;254;16;7;209;22;157;97;78;176
243;Groningen;2000 mei;116;;;30;0;3;18;9;0;30;30;0
244;Groningen;2000 juni;124;;;61;0;1;42;18;6;55;61;0
245;Groningen;2000 juli;158;;;125;0;10;98;17;28;97;118;7
246;Groningen;2000 augustus;144;;;181;7;18;114;42;6;175;161;20
247;Groningen;2000 september;154;;;115;0;4;70;41;2;113;115;0
248;Groningen;2000 oktober;357;;;80;0;31;27;22;0;80;45;35
249;Groningen;2000 november;130;;;243;57;45;96;45;55;188;137;106
250;Groningen;2000 december;122;;;452;22;133;118;179;115;337;421;31
251;Groningen;2000 1e kwartaal;554;;;228;0;55;112;61;0;228;167;61
252;Groningen;2000 2e kwartaal;397;;;345;16;11;269;49;163;182;169;176
253;Groningen;2000 3e kwartaal;456;;;421;7;32;282;100;36;385;394;27
254;Groningen;2000 4e kwartaal;609;;;775;79;209;241;246;170;605;603;172
255;Groningen;2001 januari;394;;;54;0;11;31;12;8;46;54;0
256;Groningen;2001 februari;221;;;76;0;8;57;11;8;68;68;8
257;Groningen;2001 maart;141;;;55;12;2;28;13;12;43;43;12
258;Groningen;2001 1e kwartaal;756;;;185;12;21;116;36;28;157;165;20
259;Groningen;2001 april;381;;;220;1;44;166;9;58;162;66;154
260;Groningen;2001 mei;436;;;68;17;12;31;8;11;57;68;0
261;Groningen;2001 juni;199;;;466;0;74;153;239;140;326;325;141
262;Groningen;2001 2e kwartaal;1016;;;754;18;130;350;256;209;545;459;295
263;Groningen;2001 juli;195;;;76;10;9;28;29;6;70;76;0
264;Groningen;2001 augustus;172;;;313;0;84;111;118;36;277;268;45
265;Groningen;2001 september;306;;;144;1;66;50;27;24;120;84;60
266;Groningen;2001 3e kwartaal;673;;;533;11;159;189;174;66;467;428;105
267;Groningen;2001 oktober;500;;;172;56;0;46;70;55;117;151;21
268;Groningen;2001 november;155;;;239;2;10;131;96;25;214;211;28
269;Groningen;2001 december;73;;;288;5;7;140;136;63;225;241;47
270;Groningen;2001 4e kwartaal;728;;;699;63;17;317;302;143;556;603;96
271;Groningen;2001;3173;;;2171;104;327;972;768;446;1725;1655;516
272;Friesland;1994;4384;4095.0;2820.0;3596;223;529;2141;703;678;2918;3291;305
273;Friesland;1994 januari;222;243.0;2641.0;95;23;27;23;22;45;50;57;38
274;Friesland;1994 februari;361;160.0;2591.0;195;27;17;120;31;36;159;181;14
275;Friesland;1994 maart;256;395.0;2751.0;230;1;9;185;35;12;218;230;0
276;Friesland;1994 april;336;322.0;2840.0;210;2;19;137;52;4;206;209;1
277;Friesland;1994 mei;326;272.0;2758.0;354;28;90;183;53;133;221;246;108
278;Friesland;1994 juni;570;429.0;2876.0;312;0;22;233;57;33;279;306;6
279;Friesland;1994 juli;337;373.0;2840.0;275;0;79;132;64;70;205;272;3
280;Friesland;1994 augustus;483;483.0;3039.0;281;4;27;182;68;19;262;279;2
281;Friesland;1994 september;406;448.0;3188.0;298;0;38;198;62;22;276;285;13
282;Friesland;1994 oktober;292;308.0;3230.0;272;3;48;145;76;37;235;271;1
283;Friesland;1994 november;276;304.0;3207.0;327;20;29;206;72;56;271;292;35
284;Friesland;1994 december;519;358.0;2820.0;747;115;124;397;111;211;536;663;84
285;Friesland;1994 1e kwartaal;839;798.0;2751.0;520;51;53;328;88;93;427;468;52
286;Friesland;1994 2e kwartaal;1232;1023.0;2876.0;876;30;131;553;162;170;706;761;115
287;Friesland;1994 3e kwartaal;1226;1304.0;3188.0;854;4;144;512;194;111;743;836;18
288;Friesland;1994 4e kwartaal;1087;970.0;2820.0;1346;138;201;748;259;304;1042;1226;120
289;Friesland;1995;3493;3515.0;2591.0;3780;229;567;2207;777;796;2984;3417;363
290;Friesland;1995 januari;216;372.0;3026.0;163;2;6;126;29;0;163;163;0
291;Friesland;1995 februari;637;241.0;3090.0;171;0;16;115;40;8;163;171;0
292;Friesland;1995 maart;257;226.0;2811.0;504;46;94;315;49;119;385;448;56
293;Friesland;1995 april;257;463.0;3037.0;213;4;23;150;36;19;194;213;0
294;Friesland;1995 mei;308;434.0;3190.0;257;2;32;161;62;12;245;257;0
295;Friesland;1995 juni;316;236.0;3121.0;304;5;21;216;62;58;246;284;20
296;Friesland;1995 juli;209;270.0;3125.0;251;1;23;137;90;13;238;233;18
297;Friesland;1995 augustus;340;230.0;3084.0;251;20;43;133;55;54;197;224;27
