ID;Geslacht;UitstromersMboMetEnZonderDiploma;BedrijfstakkenSBI2008;Studierichting;Peilmoment;Perioden;UurloonWerknemersNaVerlatenMbo_1
59;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2021/'22;
60;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2007/'08;14.36
61;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2008/'09;14.37
62;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2009/'10;14.3
63;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2010/'11;14.82
64;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2011/'12;15.03
65;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2012/'13;15.09
66;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2013/'14;15.64
67;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2014/'15;16.02
68;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2015/'16;16.64
69;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2016/'17;16.94
70;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2017/'18;17.99
71;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2018/'19;
72;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2019/'20;
73;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2020/'21;
74;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2021/'22;
75;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2007/'08;14.89
76;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2008/'09;14.74
77;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2009/'10;15.21
78;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2010/'11;15.55
79;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2011/'12;15.52
80;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2012/'13;16.09
81;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2013/'14;16.5
82;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2014/'15;17.2
83;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2015/'16;17.48
84;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2016/'17;18.51
85;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2017/'18;
86;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2018/'19;
87;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2019/'20;
88;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2020/'21;
89;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2021/'22;
90;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2007/'08;18.09
91;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2008/'09;18.37
92;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2009/'10;19.07
93;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2010/'11;19.41
94;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2011/'12;20.24
95;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2012/'13;
96;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2013/'14;
97;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2014/'15;
98;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2015/'16;
99;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2016/'17;
100;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2017/'18;
101;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2018/'19;
102;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2019/'20;
103;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2020/'21;
104;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2021/'22;
105;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2007/'08;11.73
106;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2008/'09;12.38
107;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2009/'10;12.16
108;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2010/'11;12.39
109;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2011/'12;12.01
110;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2012/'13;12.1
111;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2013/'14;10.45
112;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2014/'15;9.65
113;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2015/'16;9.55
114;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2016/'17;10.73
115;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2017/'18;11.44
116;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2018/'19;12.16
117;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2019/'20;12.9
118;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2020/'21;12.93
119;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;Direct na verlaten onderwijs;2021/'22;14.72
120;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2007/'08;12.97
121;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2008/'09;13.65
122;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2009/'10;13.47
123;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2010/'11;13.48
124;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2011/'12;13.76
125;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2012/'13;13.71
126;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2013/'14;11.93
127;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2014/'15;11.61
128;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2015/'16;11.92
129;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2016/'17;12.54
130;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2017/'18;12.65
131;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2018/'19;13.87
132;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2019/'20;14.97
133;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2020/'21;15.58
134;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;1 jaar na verlaten onderwijs;2021/'22;
135;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2007/'08;13.95
136;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2008/'09;14.1
137;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2009/'10;13.64
138;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2010/'11;14.16
139;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2011/'12;14.54
140;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2012/'13;15.6
141;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2013/'14;12.87
142;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2014/'15;12.63
143;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2015/'16;13.26
144;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2016/'17;13.75
145;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2017/'18;14.22
146;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2018/'19;15.45
147;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2019/'20;16.88
148;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2020/'21;
149;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;2 jaar na verlaten onderwijs;2021/'22;
150;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2007/'08;14.42
151;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2008/'09;14.39
152;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2009/'10;14.14
153;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2010/'11;14.66
154;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2011/'12;16.13
155;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2012/'13;15.38
156;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2013/'14;13.98
157;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2014/'15;13.89
158;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2015/'16;14.3
159;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2016/'17;15.63
160;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2017/'18;15.76
161;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2018/'19;17.12
162;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2019/'20;
163;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2020/'21;
164;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;3 jaar na verlaten onderwijs;2021/'22;
165;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2007/'08;14.59
166;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2008/'09;14.91
167;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2009/'10;14.53
168;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2010/'11;15.6
169;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2011/'12;16.14
170;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2012/'13;15.87
171;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2013/'14;15.15
172;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2014/'15;15.05
173;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2015/'16;15.95
174;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2016/'17;16.58
175;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2017/'18;17.4
176;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2018/'19;
177;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2019/'20;
178;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2020/'21;
179;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;4 jaar na verlaten onderwijs;2021/'22;
180;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2007/'08;15.17
181;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2008/'09;15.47
182;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2009/'10;15.34
183;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2010/'11;15.83
184;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2011/'12;16.51
185;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2012/'13;16.66
186;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2013/'14;16.03
187;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2014/'15;16.19
188;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2015/'16;16.72
189;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2016/'17;17.94
190;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2017/'18;
191;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2018/'19;
192;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2019/'20;
193;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2020/'21;
194;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;5 jaar na verlaten onderwijs;2021/'22;
195;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2007/'08;18.23
196;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2008/'09;18.45
197;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2009/'10;18.7
198;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2010/'11;19.5
199;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2011/'12;21.02
200;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2012/'13;
201;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2013/'14;
202;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2014/'15;
203;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2015/'16;
204;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2016/'17;
205;Totaal;Bol-vt en bbl totaal;A-U Alle economische activiteiten;01 Onderwijs;10 jaar na verlaten onderwijs;2017/'18;
