ID;Sterklassen;RegioS;Perioden;Accommodaties_1;Kamers_2;Slaapplaatsen_3;Accommodaties_4;Kamers_5;Slaapplaatsen_6
83;Totaal;Nederland;2023 december;3910;148131;321123;3632;145475;315133
84;Totaal;Nederland;2024 januari;3842;150124;328807;3476;145982;319904
85;Totaal;Nederland;2024 februari;3842;150124;328807;3545;146862;321750
86;Totaal;Nederland;2024 maart;3842;150124;328807;3671;148349;324970
87;Totaal;Nederland;2024 april;3842;150124;328807;3800;149300;327123
88;Totaal;Nederland;2024 mei;3842;150124;328807;3811;149427;327384
89;Totaal;Nederland;2024 juni;3842;150124;328807;3820;149574;327793
90;Totaal;Nederland;2024 juli;3842;150124;328807;3813;149695;328003
91;Totaal;Nederland;2024 augustus;3842;150124;328807;3809;149639;327876
92;Totaal;Nederland;2024 september;3842;150124;328807;3811;149902;328306
93;Totaal;Nederland;2024 oktober;3842;150124;328807;3756;149570;327609
94;Totaal;Nederland;2024 november;3842;150124;328807;3644;148617;325482
95;Totaal;Nederland;2024 december;3842;150124;328807;3602;148116;324376
96;Totaal;Nederland;2025 januari;3938;150245;334025;3552;146507;325707
97;Totaal;Nederland;2025 februari;3938;150245;334025;3612;147245;327511
98;Totaal;Amsterdam;2017 januari;474;31087;69277;454;30451;67859
99;Totaal;Amsterdam;2017 februari;474;31087;69277;458;30474;67908
100;Totaal;Amsterdam;2017 maart;474;31087;69277;465;30647;68319
101;Totaal;Amsterdam;2017 april;474;31087;69277;472;31060;69218
102;Totaal;Amsterdam;2017 mei;474;31087;69277;472;31035;69164
103;Totaal;Amsterdam;2017 juni;474;31087;69277;471;31031;69156
104;Totaal;Amsterdam;2017 juli;474;31087;69277;472;31035;69164
105;Totaal;Amsterdam;2017 augustus;474;31087;69277;472;31035;69164
106;Totaal;Amsterdam;2017 september;474;31087;69277;472;31035;69164
107;Totaal;Amsterdam;2017 oktober;474;31087;69277;468;30967;69031
108;Totaal;Amsterdam;2017 november;474;31087;69277;462;30474;67972
109;Totaal;Amsterdam;2017 december;474;31087;69277;459;30873;68800
110;Totaal;Amsterdam;2018 januari;481;34887;77180;458;32526;72089
111;Totaal;Amsterdam;2018 februari;481;34887;77180;462;32551;72144
112;Totaal;Amsterdam;2018 maart;481;34887;77180;468;33405;73901
113;Totaal;Amsterdam;2018 april;481;34887;77180;473;33736;74840
114;Totaal;Amsterdam;2018 mei;481;34887;77180;472;33925;75226
115;Totaal;Amsterdam;2018 juni;481;34887;77180;472;33920;75176
116;Totaal;Amsterdam;2018 juli;481;34887;77180;473;34335;75999
117;Totaal;Amsterdam;2018 augustus;481;34887;77180;473;34584;76497
118;Totaal;Amsterdam;2018 september;481;34887;77180;473;34697;76718
119;Totaal;Amsterdam;2018 oktober;481;34887;77180;470;34347;76016
120;Totaal;Amsterdam;2018 november;481;34887;77180;465;34303;75852
121;Totaal;Amsterdam;2018 december;481;34887;77180;458;33999;75042
122;Totaal;Amsterdam;2019 januari;510;38590;85284;489;36767;81273
123;Totaal;Amsterdam;2019 februari;510;38590;85284;492;36768;81290
124;Totaal;Amsterdam;2019 maart;510;38590;85284;498;37049;82074
125;Totaal;Amsterdam;2019 april;510;38590;85284;504;37797;83693
126;Totaal;Amsterdam;2019 mei;510;38590;85284;503;37701;83260
127;Totaal;Amsterdam;2019 juni;510;38590;85284;503;37912;83670
128;Totaal;Amsterdam;2019 juli;510;38590;85284;502;38019;83887
129;Totaal;Amsterdam;2019 augustus;510;38590;85284;502;38019;83887
130;Totaal;Amsterdam;2019 september;510;38590;85284;505;38039;83936
131;Totaal;Amsterdam;2019 oktober;510;38590;85284;503;37931;83721
132;Totaal;Amsterdam;2019 november;510;38590;85284;498;37625;82777
133;Totaal;Amsterdam;2019 december;510;38590;85284;496;37585;82704
134;Totaal;Amsterdam;2020 januari;496;38578;85013;473;37754;83100
135;Totaal;Amsterdam;2020 februari;496;38578;85013;478;37822;83239
136;Totaal;Amsterdam;2020 maart;496;38578;85013;479;37850;83398
137;Totaal;Amsterdam;2020 april;496;38578;85013;344;27156;58811
138;Totaal;Amsterdam;2020 mei;496;38578;85013;341;26980;58290
139;Totaal;Amsterdam;2020 juni;496;38578;85013;412;33076;71336
140;Totaal;Amsterdam;2020 juli;496;38578;85013;450;36532;80155
141;Totaal;Amsterdam;2020 augustus;496;38578;85013;465;37526;82607
142;Totaal;Amsterdam;2020 september;496;38578;85013;467;37312;82202
143;Totaal;Amsterdam;2020 oktober;496;38578;85013;465;37153;81768
144;Totaal;Amsterdam;2020 november;496;38578;85013;462;36994;81442
145;Totaal;Amsterdam;2020 december;496;38578;85013;463;36986;81435
146;Totaal;Amsterdam;2021 januari;512;40520;88348;484;39538;86438
147;Totaal;Amsterdam;2021 februari;512;40520;88348;489;39640;86674
148;Totaal;Amsterdam;2021 maart;512;40520;88348;490;39802;86833
149;Totaal;Amsterdam;2021 april;512;40520;88348;494;40002;87170
150;Totaal;Amsterdam;2021 mei;512;40520;88348;497;40045;87239
151;Totaal;Amsterdam;2021 juni;512;40520;88348;502;40150;87610
152;Totaal;Amsterdam;2021 juli;512;40520;88348;504;40113;87487
153;Totaal;Amsterdam;2021 augustus;512;40520;88348;501;40002;87253
154;Totaal;Amsterdam;2021 september;512;40520;88348;504;40113;87487
155;Totaal;Amsterdam;2021 oktober;512;40520;88348;501;39996;87204
156;Totaal;Amsterdam;2021 november;512;40520;88348;496;39631;85787
157;Totaal;Amsterdam;2021 december;512;40520;88348;495;39753;86705
158;Totaal;Amsterdam;2022 januari;516;41093;89507;498;40340;87846
159;Totaal;Amsterdam;2022 februari;516;41093;89507;499;40467;88174
160;Totaal;Amsterdam;2022 maart;516;41093;89507;503;40526;88309
161;Totaal;Amsterdam;2022 april;516;41093;89507;505;40791;88675
162;Totaal;Amsterdam;2022 mei;516;41093;89507;507;40803;88707
163;Totaal;Amsterdam;2022 juni;516;41093;89507;506;40678;88452
164;Totaal;Amsterdam;2022 juli;516;41093;89507;508;40808;88715
165;Totaal;Amsterdam;2022 augustus;516;41093;89507;505;40748;88589
166;Totaal;Amsterdam;2022 september;516;41093;89507;505;40426;87907
167;Totaal;Amsterdam;2022 oktober;516;41093;89507;505;40848;88814
168;Totaal;Amsterdam;2022 november;516;41093;89507;503;40858;88805
169;Totaal;Amsterdam;2022 december;516;41093;89507;500;40839;88757
170;Totaal;Amsterdam;2023 januari;505;41347;90339;494;41112;89669
171;Totaal;Amsterdam;2023 februari;505;41347;90339;495;41116;89679
172;Totaal;Amsterdam;2023 maart;505;41347;90339;498;41151;89760
173;Totaal;Amsterdam;2023 april;505;41347;90339;501;41171;89825
174;Totaal;Amsterdam;2023 mei;505;41347;90339;502;41189;89865
175;Totaal;Amsterdam;2023 juni;505;41347;90339;504;41334;90158
176;Totaal;Amsterdam;2023 juli;505;41347;90339;504;41334;90158
177;Totaal;Amsterdam;2023 augustus;505;41347;90339;504;41334;90158
178;Totaal;Amsterdam;2023 september;505;41347;90339;504;41334;90158
179;Totaal;Amsterdam;2023 oktober;505;41347;90339;502;41319;90131
180;Totaal;Amsterdam;2023 november;505;41347;90339;500;41313;90093
181;Totaal;Amsterdam;2023 december;505;41347;90339;500;41284;90030
182;Totaal;Amsterdam;2024 januari;497;41991;92329;487;41681;91775
183;Totaal;Amsterdam;2024 februari;497;41991;92329;489;41667;91648
184;Totaal;Amsterdam;2024 maart;497;41991;92329;491;41681;91702
185;Totaal;Amsterdam;2024 april;497;41991;92329;494;41702;91740
186;Totaal;Amsterdam;2024 mei;497;41991;92329;494;41702;91740
187;Totaal;Amsterdam;2024 juni;497;41991;92329;494;41736;91912
188;Totaal;Amsterdam;2024 juli;497;41991;92329;494;41736;91912
189;Totaal;Amsterdam;2024 augustus;497;41991;92329;493;41730;91899
190;Totaal;Amsterdam;2024 september;497;41991;92329;496;41986;92309
191;Totaal;Amsterdam;2024 oktober;497;41991;92329;495;41976;92292
192;Totaal;Amsterdam;2024 november;497;41991;92329;493;41929;92175
193;Totaal;Amsterdam;2024 december;497;41991;92329;492;41917;92153
194;Totaal;Amsterdam;2025 januari;510;42178;93968;506;42021;93737
195;Totaal;Amsterdam;2025 februari;510;42178;93968;506;42021;93737
196;Accommodaties zonder ster;Nederland;2017 januari;851;8255;24114;720;7204;21473
197;Accommodaties zonder ster;Nederland;2017 februari;851;8255;24114;738;7325;21719
198;Accommodaties zonder ster;Nederland;2017 maart;851;8255;24114;760;7508;22228
199;Accommodaties zonder ster;Nederland;2017 april;851;8255;24114;804;7874;23140
200;Accommodaties zonder ster;Nederland;2017 mei;851;8255;24114;822;7934;23286
201;Accommodaties zonder ster;Nederland;2017 juni;851;8255;24114;821;7941;23309
202;Accommodaties zonder ster;Nederland;2017 juli;851;8255;24114;820;7918;23264
203;Accommodaties zonder ster;Nederland;2017 augustus;851;8255;24114;818;7904;23234
204;Accommodaties zonder ster;Nederland;2017 september;851;8255;24114;822;7941;23309
205;Accommodaties zonder ster;Nederland;2017 oktober;851;8255;24114;796;7736;22870
206;Accommodaties zonder ster;Nederland;2017 november;851;8255;24114;749;7377;21840
207;Accommodaties zonder ster;Nederland;2017 december;851;8255;24114;733;7371;21808
208;Accommodaties zonder ster;Nederland;2018 januari;976;10262;29041;828;8698;25217
209;Accommodaties zonder ster;Nederland;2018 februari;976;10262;29041;868;8947;25775
210;Accommodaties zonder ster;Nederland;2018 maart;976;10262;29041;903;9188;26384
211;Accommodaties zonder ster;Nederland;2018 april;976;10262;29041;952;9776;27954
212;Accommodaties zonder ster;Nederland;2018 mei;976;10262;29041;970;9929;28365
213;Accommodaties zonder ster;Nederland;2018 juni;976;10262;29041;966;9907;28283
214;Accommodaties zonder ster;Nederland;2018 juli;976;10262;29041;961;10186;28841
215;Accommodaties zonder ster;Nederland;2018 augustus;976;10262;29041;956;10174;28801
216;Accommodaties zonder ster;Nederland;2018 september;976;10262;29041;959;10178;28813
217;Accommodaties zonder ster;Nederland;2018 oktober;976;10262;29041;935;9681;27795
218;Accommodaties zonder ster;Nederland;2018 november;976;10262;29041;885;9280;26660
219;Accommodaties zonder ster;Nederland;2018 december;976;10262;29041;853;9037;25958
220;Accommodaties zonder ster;Nederland;2019 januari;945;10451;31075;800;9250;28147
221;Accommodaties zonder ster;Nederland;2019 februari;945;10451;31075;829;9406;28490
222;Accommodaties zonder ster;Nederland;2019 maart;945;10451;31075;862;9697;29283
223;Accommodaties zonder ster;Nederland;2019 april;945;10451;31075;915;10190;30486
224;Accommodaties zonder ster;Nederland;2019 mei;945;10451;31075;925;10079;30011
225;Accommodaties zonder ster;Nederland;2019 juni;945;10451;31075;917;10028;29910
226;Accommodaties zonder ster;Nederland;2019 juli;945;10451;31075;919;10068;30003
227;Accommodaties zonder ster;Nederland;2019 augustus;945;10451;31075;917;10060;29994
228;Accommodaties zonder ster;Nederland;2019 september;945;10451;31075;924;10087;30043
229;Accommodaties zonder ster;Nederland;2019 oktober;945;10451;31075;901;9865;29573
230;Accommodaties zonder ster;Nederland;2019 november;945;10451;31075;843;9289;27945
231;Accommodaties zonder ster;Nederland;2019 december;945;10451;31075;815;9272;27948
232;Accommodaties zonder ster;Nederland;2020 januari;906;10021;27308;757;8766;24416
233;Accommodaties zonder ster;Nederland;2020 februari;906;10021;27308;785;8979;24951
234;Accommodaties zonder ster;Nederland;2020 maart;906;10021;27308;801;9237;25442
235;Accommodaties zonder ster;Nederland;2020 april;906;10021;27308;701;8445;23177
236;Accommodaties zonder ster;Nederland;2020 mei;906;10021;27308;720;8562;23447
237;Accommodaties zonder ster;Nederland;2020 juni;906;10021;27308;835;9517;25806
238;Accommodaties zonder ster;Nederland;2020 juli;906;10021;27308;858;9685;26178
239;Accommodaties zonder ster;Nederland;2020 augustus;906;10021;27308;860;9742;26439
240;Accommodaties zonder ster;Nederland;2020 september;906;10021;27308;871;9809;26566
241;Accommodaties zonder ster;Nederland;2020 oktober;906;10021;27308;849;9582;26103
242;Accommodaties zonder ster;Nederland;2020 november;906;10021;27308;793;9030;24901
243;Accommodaties zonder ster;Nederland;2020 december;906;10021;27308;775;9050;24936
244;Accommodaties zonder ster;Nederland;2021 januari;808;10564;28505;677;9454;25908
245;Accommodaties zonder ster;Nederland;2021 februari;808;10564;28505;696;9573;26189
246;Accommodaties zonder ster;Nederland;2021 maart;808;10564;28505;724;9706;26471
247;Accommodaties zonder ster;Nederland;2021 april;808;10564;28505;773;10284;27804
248;Accommodaties zonder ster;Nederland;2021 mei;808;10564;28505;781;10312;27860
249;Accommodaties zonder ster;Nederland;2021 juni;808;10564;28505;793;10434;28187
250;Accommodaties zonder ster;Nederland;2021 juli;808;10564;28505;793;10390;28039
251;Accommodaties zonder ster;Nederland;2021 augustus;808;10564;28505;791;10388;28033
252;Accommodaties zonder ster;Nederland;2021 september;808;10564;28505;788;10300;27760
253;Accommodaties zonder ster;Nederland;2021 oktober;808;10564;28505;771;10195;27656
254;Accommodaties zonder ster;Nederland;2021 november;808;10564;28505;719;9903;26858
255;Accommodaties zonder ster;Nederland;2021 december;808;10564;28505;706;9921;26890
256;Accommodaties zonder ster;Nederland;2022 januari;1078;11986;36901;945;11037;34720
257;Accommodaties zonder ster;Nederland;2022 februari;1078;11986;36901;961;11269;35311
258;Accommodaties zonder ster;Nederland;2022 maart;1078;11986;36901;999;11496;35814
259;Accommodaties zonder ster;Nederland;2022 april;1078;11986;36901;1051;11792;36374
260;Accommodaties zonder ster;Nederland;2022 mei;1078;11986;36901;1061;11850;36502
261;Accommodaties zonder ster;Nederland;2022 juni;1078;11986;36901;1059;11874;36547
262;Accommodaties zonder ster;Nederland;2022 juli;1078;11986;36901;1058;11871;36529
263;Accommodaties zonder ster;Nederland;2022 augustus;1078;11986;36901;1058;11840;36469
264;Accommodaties zonder ster;Nederland;2022 september;1078;11986;36901;1050;11807;36410
265;Accommodaties zonder ster;Nederland;2022 oktober;1078;11986;36901;1032;11677;36126
266;Accommodaties zonder ster;Nederland;2022 november;1078;11986;36901;989;11406;35528
267;Accommodaties zonder ster;Nederland;2022 december;1078;11986;36901;966;11276;35214
268;Accommodaties zonder ster;Nederland;2023 januari;942;11940;31530;808;11183;29676
269;Accommodaties zonder ster;Nederland;2023 februari;942;11940;31530;827;11272;29870
270;Accommodaties zonder ster;Nederland;2023 maart;942;11940;31530;867;11535;30460
271;Accommodaties zonder ster;Nederland;2023 april;942;11940;31530;916;11773;31021
272;Accommodaties zonder ster;Nederland;2023 mei;942;11940;31530;931;11865;31219
273;Accommodaties zonder ster;Nederland;2023 juni;942;11940;31530;933;11884;31264
274;Accommodaties zonder ster;Nederland;2023 juli;942;11940;31530;931;11877;31237
275;Accommodaties zonder ster;Nederland;2023 augustus;942;11940;31530;927;11873;31207
276;Accommodaties zonder ster;Nederland;2023 september;942;11940;31530;927;11863;31203
277;Accommodaties zonder ster;Nederland;2023 oktober;942;11940;31530;908;11773;31008
278;Accommodaties zonder ster;Nederland;2023 november;942;11940;31530;862;11512;30419
279;Accommodaties zonder ster;Nederland;2023 december;942;11940;31530;843;11428;30220
280;Accommodaties zonder ster;Nederland;2024 januari;907;11664;32809;794;10801;30912
281;Accommodaties zonder ster;Nederland;2024 februari;907;11664;32809;810;10864;30953
282;Accommodaties zonder ster;Nederland;2024 maart;907;11664;32809;840;11239;31784
283;Accommodaties zonder ster;Nederland;2024 april;907;11664;32809;888;11443;32246
284;Accommodaties zonder ster;Nederland;2024 mei;907;11664;32809;894;11478;32311
285;Accommodaties zonder ster;Nederland;2024 juni;907;11664;32809;902;11647;32767
286;Accommodaties zonder ster;Nederland;2024 juli;907;11664;32809;900;11641;32734
287;Accommodaties zonder ster;Nederland;2024 augustus;907;11664;32809;898;11609;32662
288;Accommodaties zonder ster;Nederland;2024 september;907;11664;32809;898;11633;32723
289;Accommodaties zonder ster;Nederland;2024 oktober;907;11664;32809;871;11528;32493
290;Accommodaties zonder ster;Nederland;2024 november;907;11664;32809;835;11350;32064
291;Accommodaties zonder ster;Nederland;2024 december;907;11664;32809;824;11292;31890
292;Accommodaties zonder ster;Nederland;2025 januari;1040;12366;34288;898;11616;32517
293;Accommodaties zonder ster;Nederland;2025 februari;1040;12366;34288;910;11726;32808
294;Accommodaties zonder ster;Amsterdam;2017 januari;86;1570;6193;83;1559;6138
295;Accommodaties zonder ster;Amsterdam;2017 februari;86;1570;6193;84;1562;6144
296;Accommodaties zonder ster;Amsterdam;2017 maart;86;1570;6193;85;1564;6180
297;Accommodaties zonder ster;Amsterdam;2017 april;86;1570;6193;85;1564;6180
298;Accommodaties zonder ster;Amsterdam;2017 mei;86;1570;6193;85;1564;6180
299;Accommodaties zonder ster;Amsterdam;2017 juni;86;1570;6193;85;1564;6180
300;Accommodaties zonder ster;Amsterdam;2017 juli;86;1570;6193;85;1564;6180
301;Accommodaties zonder ster;Amsterdam;2017 augustus;86;1570;6193;85;1564;6180
302;Accommodaties zonder ster;Amsterdam;2017 september;86;1570;6193;85;1564;6180
303;Accommodaties zonder ster;Amsterdam;2017 oktober;86;1570;6193;85;1564;6180
304;Accommodaties zonder ster;Amsterdam;2017 november;86;1570;6193;84;1562;6144
305;Accommodaties zonder ster;Amsterdam;2017 december;86;1570;6193;84;1562;6144
306;Accommodaties zonder ster;Amsterdam;2018 januari;98;2554;9073;94;2025;7746
307;Accommodaties zonder ster;Amsterdam;2018 februari;98;2554;9073;94;2025;7746
308;Accommodaties zonder ster;Amsterdam;2018 maart;98;2554;9073;95;2027;7783
309;Accommodaties zonder ster;Amsterdam;2018 april;98;2554;9073;97;2245;8455
310;Accommodaties zonder ster;Amsterdam;2018 mei;98;2554;9073;96;2239;8431
311;Accommodaties zonder ster;Amsterdam;2018 juni;98;2554;9073;95;2229;8371
312;Accommodaties zonder ster;Amsterdam;2018 juli;98;2554;9073;96;2538;8989
313;Accommodaties zonder ster;Amsterdam;2018 augustus;98;2554;9073;96;2538;8989
314;Accommodaties zonder ster;Amsterdam;2018 september;98;2554;9073;95;2535;8981
315;Accommodaties zonder ster;Amsterdam;2018 oktober;98;2554;9073;94;2226;8363
316;Accommodaties zonder ster;Amsterdam;2018 november;98;2554;9073;92;2204;8248
317;Accommodaties zonder ster;Amsterdam;2018 december;98;2554;9073;88;1980;7591
318;Accommodaties zonder ster;Amsterdam;2019 januari;99;2553;9562;96;2365;8961
319;Accommodaties zonder ster;Amsterdam;2019 februari;99;2553;9562;96;2365;8961
320;Accommodaties zonder ster;Amsterdam;2019 maart;99;2553;9562;98;2550;9556
321;Accommodaties zonder ster;Amsterdam;2019 april;99;2553;9562;99;2553;9562
322;Accommodaties zonder ster;Amsterdam;2019 mei;99;2553;9562;97;2387;8994
323;Accommodaties zonder ster;Amsterdam;2019 juni;99;2553;9562;96;2380;8968
324;Accommodaties zonder ster;Amsterdam;2019 juli;99;2553;9562;96;2383;8986
325;Accommodaties zonder ster;Amsterdam;2019 augustus;99;2553;9562;96;2383;8986
326;Accommodaties zonder ster;Amsterdam;2019 september;99;2553;9562;97;2387;8994
327;Accommodaties zonder ster;Amsterdam;2019 oktober;99;2553;9562;97;2387;8994
328;Accommodaties zonder ster;Amsterdam;2019 november;99;2553;9562;95;2202;8399
329;Accommodaties zonder ster;Amsterdam;2019 december;99;2553;9562;95;2202;8399
330;Accommodaties zonder ster;Amsterdam;2020 januari;79;2609;8474;73;2563;8337
331;Accommodaties zonder ster;Amsterdam;2020 februari;79;2609;8474;73;2563;8337
332;Accommodaties zonder ster;Amsterdam;2020 maart;79;2609;8474;74;2565;8369
333;Accommodaties zonder ster;Amsterdam;2020 april;79;2609;8474;57;2337;7410
334;Accommodaties zonder ster;Amsterdam;2020 mei;79;2609;8474;57;2337;7410
335;Accommodaties zonder ster;Amsterdam;2020 juni;79;2609;8474;65;2452;7751
336;Accommodaties zonder ster;Amsterdam;2020 juli;79;2609;8474;64;2434;7695
337;Accommodaties zonder ster;Amsterdam;2020 augustus;79;2609;8474;68;2502;7972
338;Accommodaties zonder ster;Amsterdam;2020 september;79;2609;8474;69;2508;7984
339;Accommodaties zonder ster;Amsterdam;2020 oktober;79;2609;8474;70;2518;8004
340;Accommodaties zonder ster;Amsterdam;2020 november;79;2609;8474;69;2485;8045
341;Accommodaties zonder ster;Amsterdam;2020 december;79;2609;8474;71;2510;8107
342;Accommodaties zonder ster;Amsterdam;2021 januari;71;2324;8316;66;2304;8243
343;Accommodaties zonder ster;Amsterdam;2021 februari;71;2324;8316;66;2304;8243
344;Accommodaties zonder ster;Amsterdam;2021 maart;71;2324;8316;65;2287;8193
345;Accommodaties zonder ster;Amsterdam;2021 april;71;2324;8316;65;2283;8185
346;Accommodaties zonder ster;Amsterdam;2021 mei;71;2324;8316;66;2286;8190
347;Accommodaties zonder ster;Amsterdam;2021 juni;71;2324;8316;67;2294;8250
348;Accommodaties zonder ster;Amsterdam;2021 juli;71;2324;8316;69;2311;8290
349;Accommodaties zonder ster;Amsterdam;2021 augustus;71;2324;8316;68;2305;8278
350;Accommodaties zonder ster;Amsterdam;2021 september;71;2324;8316;69;2311;8290
351;Accommodaties zonder ster;Amsterdam;2021 oktober;71;2324;8316;70;2316;8256
352;Accommodaties zonder ster;Amsterdam;2021 november;71;2324;8316;69;2314;8224
353;Accommodaties zonder ster;Amsterdam;2021 december;71;2324;8316;69;2314;8224
354;Accommodaties zonder ster;Amsterdam;2022 januari;85;2205;7799;78;2054;7380
355;Accommodaties zonder ster;Amsterdam;2022 februari;85;2205;7799;79;2160;7676
356;Accommodaties zonder ster;Amsterdam;2022 maart;85;2205;7799;80;2172;7698
357;Accommodaties zonder ster;Amsterdam;2022 april;85;2205;7799;81;2150;7559
358;Accommodaties zonder ster;Amsterdam;2022 mei;85;2205;7799;83;2176;7615
