ID;Persoonskenmerken;Perioden;VerkeerEnOfIndustrie_1;Vliegverkeer_2;Railverkeer_3;Wegverkeer_4;Industrie_5;Buren_6;VerkeerEnOfIndustrie_7;Verkeer_8;Industrie_9;Landbouw_10;OpenHaardenEnOfAllesbranders_11;DrankInStatiegeldverpakking_12;AfvalglasNaarDeGlasbak_13;GroenteFruitafvalScheiden_14;TuinafvalScheiden_15;ChemischAfvalScheiden_16;PapierafvalScheiden_17;EigenTasGebruikenVoorBoodschappen_18;GebruikBleekmiddelen_19;GebruikChemischeToiletVerfrisser_20;GebruikSpaarlampenInDeWoning_21;MinderLichtLatenBranden_22;WaterbesparendePogingen_23;HRCVKetel_24;VRCVKetel_25;DubbelGlas_26;LuchtBodemEnWaterVerontreinigd_27;EconomischeOntwikkeling_28;SchadeAanNatuur_29;SchoneIndustrie_30;Waterverontreiniging_31;MeerBelastingBetalen_32;Demonstratie_33;Propaganda_34;ActiesTegenZureRegen_35;Spouwmuren_36;Dak_37;Vloer_38;GebruikGroeneStroom_39;Gestegen_40;NietGestegen_41;StijgingOnbekend_42
10;1;2007;44.0;17.0;6.0;34.0;3.0;21.0;13.0;7.0;8.0;10.0;12.0;59.0;86.0;68.0;93.0;85.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
11;1;2008;41.0;16.0;7.0;31.0;3.0;19.0;10.0;5.0;6.0;9.0;11.0;57.0;86.0;66.0;93.0;85.0;92.0;;;;;;;;;;;;;;;;;;;;;;;;;
12;1;2009;41.0;17.0;7.0;29.0;3.0;19.0;10.0;5.0;6.0;8.0;11.0;56.0;85.0;66.0;91.0;82.0;92.0;;;;;;;;;;;;;;;;;;;;;;;;;
13;1;2010;40.0;15.0;6.0;29.0;2.0;19.0;8.0;3.0;5.0;8.0;11.0;56.0;86.0;65.0;90.0;79.0;92.0;;;;;;;;;;;;;;;;;;;;;;;;;
14;1;2011;40.0;14.0;7.0;30.0;3.0;20.0;7.0;4.0;5.0;9.0;10.0;56.0;87.0;65.0;90.0;82.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
15;11;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;11;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;11;1999;;;;;;;;;;;;;;;;;;;;;60.0;79.0;77.0;53.0;21.0;85.0;;;;;;;;;;;;;;;;
18;11;2000;42.0;19.0;7.0;27.0;4.0;18.0;13.0;6.0;8.0;10.0;8.0;69.0;89.0;76.0;90.0;83.0;88.0;77.0;;;63.0;79.0;80.0;57.0;19.0;86.0;54.0;31.0;70.0;68.0;20.0;46.0;9.0;20.0;25.0;;;;;;;
19;11;2001;42.0;17.0;6.0;30.0;3.0;20.0;14.0;6.0;10.0;9.0;9.0;66.0;88.0;74.0;91.0;83.0;88.0;78.0;;;;;;;;89.0;54.0;32.0;71.0;69.0;20.0;47.0;10.0;19.0;25.0;;;;;;;
20;11;2002;43.0;19.0;7.0;32.0;4.0;19.0;12.0;5.0;8.0;9.0;9.0;62.0;87.0;73.0;90.0;84.0;88.0;78.0;;;63.0;78.0;76.0;61.0;18.0;90.0;54.0;34.0;70.0;64.0;22.0;48.0;10.0;18.0;22.0;;;;;;;
21;11;2003;44.0;17.0;7.0;33.0;5.0;;14.0;7.0;9.0;11.0;11.0;;87.0;73.0;91.0;83.0;88.0;;51.0;84.0;63.0;76.0;75.0;63.0;16.0;89.0;;;;;;;;;;65.0;70.0;47.0;32.0;38.0;44.0;18.0
22;11;2004;42.0;17.0;6.0;29.0;4.0;;12.0;6.0;8.0;10.0;12.0;;85.0;71.0;91.0;83.0;89.0;;52.0;84.0;65.0;77.0;74.0;65.0;18.0;90.0;;;;;;;;;;66.0;70.0;48.0;38.0;40.0;41.0;19.0
23;11;2005;43.0;17.0;6.0;30.0;4.0;18.0;12.0;6.0;8.0;10.0;12.0;59.0;84.0;70.0;91.0;82.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;
24;11;2006;44.0;18.0;6.0;33.0;3.0;18.0;12.0;6.0;9.0;9.0;13.0;55.0;86.0;67.0;92.0;88.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
25;11;2007;42.0;15.0;5.0;32.0;3.0;18.0;12.0;6.0;9.0;9.0;11.0;60.0;84.0;68.0;92.0;85.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;
26;11;2008;39.0;15.0;6.0;29.0;3.0;15.0;9.0;4.0;7.0;10.0;10.0;56.0;84.0;69.0;93.0;84.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
27;11;2009;39.0;17.0;6.0;28.0;4.0;16.0;9.0;4.0;7.0;7.0;10.0;57.0;84.0;69.0;88.0;82.0;92.0;;;;;;;;;;;;;;;;;;;;;;;;;
28;11;2010;38.0;15.0;5.0;26.0;2.0;15.0;7.0;2.0;5.0;7.0;11.0;56.0;86.0;67.0;90.0;79.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
29;11;2011;39.0;13.0;6.0;28.0;3.0;18.0;5.0;3.0;5.0;7.0;8.0;56.0;86.0;67.0;90.0;82.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
30;12;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;12;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;12;1999;;;;;;;;;;;;;;;;;;;;;59.0;79.0;83.0;53.0;16.0;86.0;;;;;;;;;;;;;;;;
33;12;2000;44.0;18.0;8.0;32.0;4.0;23.0;17.0;8.0;11.0;11.0;10.0;66.0;89.0;73.0;90.0;83.0;89.0;79.0;;;63.0;80.0;83.0;58.0;17.0;87.0;67.0;36.0;74.0;68.0;21.0;40.0;9.0;19.0;24.0;;;;;;;
34;12;2001;43.0;19.0;6.0;31.0;4.0;22.0;15.0;8.0;9.0;11.0;9.0;65.0;90.0;73.0;93.0;86.0;89.0;79.0;;;;;;;;90.0;69.0;36.0;77.0;71.0;18.0;44.0;12.0;22.0;27.0;;;;;;;
35;12;2002;44.0;19.0;7.0;32.0;4.0;21.0;14.0;8.0;9.0;11.0;7.0;63.0;89.0;72.0;92.0;85.0;89.0;79.0;;;64.0;81.0;82.0;61.0;17.0;90.0;71.0;38.0;78.0;63.0;23.0;40.0;10.0;20.0;24.0;;;;;;;
36;12;2003;43.0;18.0;6.0;32.0;3.0;;15.0;8.0;9.0;13.0;11.0;;87.0;71.0;92.0;83.0;90.0;;45.0;81.0;64.0;80.0;81.0;64.0;15.0;91.0;;;;;;;;;;65.0;68.0;46.0;34.0;34.0;44.0;22.0
37;12;2004;44.0;18.0;7.0;33.0;3.0;;15.0;7.0;9.0;12.0;10.0;;87.0;68.0;90.0;82.0;90.0;;46.0;80.0;65.0;79.0;80.0;66.0;16.0;91.0;;;;;;;;;;69.0;71.0;49.0;39.0;36.0;43.0;21.0
38;12;2005;44.0;17.0;7.0;33.0;3.0;22.0;15.0;8.0;8.0;12.0;11.0;59.0;86.0;66.0;90.0;81.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;
39;12;2006;44.0;18.0;8.0;33.0;3.0;22.0;13.0;7.0;8.0;11.0;11.0;57.0;87.0;68.0;95.0;88.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
40;12;2007;46.0;18.0;7.0;36.0;4.0;24.0;14.0;8.0;8.0;11.0;13.0;59.0;87.0;67.0;94.0;86.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
41;12;2008;43.0;16.0;7.0;33.0;4.0;23.0;11.0;6.0;7.0;9.0;13.0;59.0;87.0;64.0;93.0;87.0;93.0;;;;;;;;;;;;;;;;;;;;;;;;;
42;12;2009;42.0;17.0;8.0;30.0;3.0;22.0;11.0;6.0;6.0;9.0;12.0;55.0;85.0;65.0;94.0;84.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;
43;12;2010;43.0;16.0;8.0;32.0;3.0;23.0;9.0;4.0;5.0;9.0;11.0;55.0;86.0;63.0;90.0;80.0;93.0;;;;;;;;;;;;;;;;;;;;;;;;;
44;12;2011;41.0;15.0;7.0;31.0;3.0;22.0;10.0;4.0;5.0;10.0;11.0;56.0;87.0;64.0;91.0;82.0;92.0;;;;;;;;;;;;;;;;;;;;;;;;;
45;23;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;23;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;23;1999;;;;;;;;;;;;;;;;;;;;;55.0;79.0;72.0;51.0;18.0;81.0;;;;;;;;;;;;;;;;
48;23;2000;42.0;11.0;7.0;34.0;5.0;26.0;12.0;4.0;9.0;13.0;7.0;77.0;87.0;72.0;86.0;79.0;87.0;70.0;;;60.0;78.0;75.0;55.0;14.0;85.0;64.0;36.0;78.0;62.0;16.0;41.0;12.0;19.0;24.0;;;;;;;
49;23;2001;45.0;9.0;8.0;36.0;4.0;30.0;14.0;7.0;9.0;12.0;5.0;71.0;83.0;67.0;88.0;77.0;83.0;65.0;;;;;;;;84.0;66.0;36.0;79.0;65.0;14.0;42.0;11.0;19.0;28.0;;;;;;;
50;23;2002;40.0;12.0;8.0;32.0;3.0;26.0;12.0;5.0;9.0;11.0;4.0;70.0;80.0;67.0;90.0;75.0;84.0;66.0;;;58.0;79.0;73.0;62.0;15.0;84.0;64.0;36.0;81.0;56.0;21.0;39.0;11.0;17.0;25.0;;;;;;;
51;23;2003;41.0;10.0;7.0;32.0;5.0;;10.0;5.0;8.0;13.0;6.0;;79.0;66.0;87.0;78.0;84.0;;50.0;90.0;61.0;74.0;70.0;61.0;16.0;88.0;;;;;;;;;;66.0;67.0;49.0;24.0;31.0;26.0;43.0
52;23;2004;44.0;11.0;9.0;33.0;4.0;;13.0;6.0;8.0;14.0;8.0;;79.0;66.0;89.0;79.0;87.0;;51.0;87.0;61.0;76.0;72.0;65.0;16.0;84.0;;;;;;;;;;71.0;72.0;51.0;29.0;30.0;29.0;41.0
53;23;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;23;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;23;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;23;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;23;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;23;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;23;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;24;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;24;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;24;1999;;;;;;;;;;;;;;;;;;;;;45.0;80.0;78.0;53.0;17.0;83.0;;;;;;;;;;;;;;;;
63;24;2000;44.0;18.0;7.0;31.0;5.0;31.0;13.0;6.0;9.0;7.0;6.0;72.0;85.0;60.0;86.0;74.0;82.0;66.0;;;47.0;79.0;78.0;58.0;17.0;83.0;63.0;30.0;75.0;67.0;18.0;44.0;9.0;18.0;26.0;;;;;;;
64;24;2001;43.0;16.0;7.0;33.0;4.0;29.0;14.0;5.0;10.0;8.0;6.0;69.0;83.0;61.0;91.0;80.0;84.0;72.0;;;;;;;;89.0;59.0;30.0;79.0;70.0;15.0;46.0;8.0;19.0;26.0;;;;;;;
65;24;2002;46.0;17.0;9.0;34.0;4.0;25.0;11.0;5.0;7.0;7.0;5.0;66.0;84.0;62.0;90.0;77.0;82.0;73.0;;;53.0;79.0;76.0;61.0;15.0;90.0;61.0;33.0;76.0;62.0;18.0;42.0;8.0;16.0;21.0;;;;;;;
66;24;2003;46.0;18.0;7.0;36.0;4.0;;14.0;7.0;9.0;10.0;7.0;;81.0;55.0;89.0;74.0;84.0;;51.0;88.0;53.0;79.0;75.0;66.0;13.0;87.0;;;;;;;;;;67.0;70.0;53.0;29.0;37.0;38.0;25.0
67;24;2004;45.0;16.0;7.0;36.0;3.0;;10.0;4.0;7.0;7.0;5.0;;80.0;51.0;86.0;77.0;84.0;;49.0;86.0;52.0;79.0;73.0;67.0;13.0;86.0;;;;;;;;;;65.0;67.0;48.0;38.0;41.0;36.0;23.0
68;24;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;24;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;24;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;24;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;24;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;24;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;24;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;25;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;25;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;25;1999;;;;;;;;;;;;;;;;;;;;;61.0;82.0;82.0;56.0;17.0;90.0;;;;;;;;;;;;;;;;
78;25;2000;52.0;25.0;9.0;36.0;5.0;19.0;17.0;8.0;11.0;10.0;12.0;70.0;89.0;76.0;92.0;82.0;89.0;76.0;;;62.0;82.0;84.0;60.0;18.0;90.0;61.0;30.0;74.0;71.0;16.0;47.0;11.0;23.0;27.0;;;;;;;
79;25;2001;47.0;24.0;8.0;33.0;3.0;22.0;13.0;6.0;9.0;10.0;9.0;71.0;88.0;75.0;92.0;84.0;88.0;75.0;;;;;;;;93.0;65.0;32.0;74.0;71.0;17.0;49.0;11.0;20.0;28.0;;;;;;;
80;25;2002;48.0;21.0;9.0;35.0;5.0;22.0;13.0;6.0;9.0;11.0;9.0;65.0;87.0;71.0;91.0;86.0;89.0;74.0;;;64.0;81.0;80.0;62.0;19.0;91.0;66.0;36.0;77.0;67.0;20.0;50.0;11.0;20.0;25.0;;;;;;;
81;25;2003;46.0;19.0;7.0;35.0;4.0;;15.0;7.0;9.0;13.0;11.0;;86.0;71.0;91.0;83.0;88.0;;52.0;82.0;61.0;82.0;80.0;66.0;15.0;92.0;;;;;;;;;;72.0;77.0;56.0;37.0;40.0;45.0;15.0
82;25;2004;46.0;20.0;6.0;32.0;4.0;;15.0;6.0;11.0;11.0;14.0;;86.0;69.0;92.0;82.0;90.0;;56.0;84.0;63.0;81.0;78.0;68.0;16.0;94.0;;;;;;;;;;71.0;78.0;58.0;42.0;44.0;41.0;16.0
83;25;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;25;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;25;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;25;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;25;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;25;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;25;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;26;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;26;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;26;1999;;;;;;;;;;;;;;;;;;;;;68.0;80.0;81.0;56.0;20.0;88.0;;;;;;;;;;;;;;;;
93;26;2000;43.0;21.0;8.0;27.0;4.0;18.0;18.0;8.0;12.0;13.0;12.0;72.0;90.0;80.0;92.0;88.0;90.0;80.0;;;73.0;83.0;84.0;60.0;17.0;89.0;58.0;32.0;69.0;75.0;20.0;49.0;9.0;21.0;27.0;;;;;;;
94;26;2001;44.0;21.0;7.0;31.0;3.0;18.0;16.0;8.0;10.0;11.0;12.0;70.0;91.0;79.0;94.0;86.0;90.0;82.0;;;;;;;;91.0;62.0;34.0;73.0;75.0;18.0;49.0;13.0;24.0;30.0;;;;;;;
95;26;2002;46.0;20.0;6.0;34.0;4.0;17.0;16.0;8.0;9.0;12.0;11.0;66.0;89.0;81.0;92.0;88.0;92.0;80.0;;;69.0;82.0;80.0;65.0;17.0;93.0;64.0;34.0;73.0;68.0;21.0;47.0;12.0;21.0;27.0;;;;;;;
96;26;2003;45.0;20.0;6.0;34.0;5.0;;17.0;9.0;11.0;14.0;16.0;;90.0;80.0;95.0;87.0;90.0;;49.0;80.0;68.0;81.0;80.0;66.0;17.0;92.0;;;;;;;;;;66.0;73.0;47.0;38.0;35.0;52.0;13.0
97;26;2004;43.0;22.0;7.0;29.0;3.0;;16.0;7.0;10.0;14.0;15.0;;89.0;77.0;92.0;84.0;90.0;;50.0;78.0;72.0;80.0;78.0;64.0;20.0;93.0;;;;;;;;;;70.0;73.0;51.0;42.0;39.0;49.0;12.0
98;26;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;26;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;26;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;26;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;26;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;26;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;26;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;27;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;27;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;27;1999;;;;;;;;;;;;;;;;;;;;;69.0;79.0;83.0;52.0;20.0;88.0;;;;;;;;;;;;;;;;
108;27;2000;41.0;19.0;6.0;27.0;5.0;14.0;16.0;9.0;10.0;11.0;10.0;63.0;91.0;84.0;93.0;91.0;91.0;87.0;;;73.0;82.0;84.0;59.0;18.0;86.0;63.0;35.0;70.0;71.0;23.0;41.0;7.0;20.0;20.0;;;;;;;
109;27;2001;40.0;21.0;4.0;27.0;4.0;17.0;16.0;7.0;10.0;12.0;12.0;61.0;93.0;82.0;94.0;89.0;91.0;83.0;;;;;;;;90.0;59.0;36.0;73.0;75.0;23.0;44.0;14.0;25.0;24.0;;;;;;;
110;27;2002;45.0;24.0;5.0;30.0;4.0;18.0;15.0;8.0;9.0;12.0;13.0;62.0;93.0;79.0;94.0;91.0;90.0;87.0;;;71.0;77.0;81.0;61.0;20.0;90.0;57.0;32.0;67.0;64.0;24.0;41.0;10.0;20.0;22.0;;;;;;;
111;27;2003;43.0;19.0;6.0;30.0;4.0;;14.0;7.0;9.0;13.0;14.0;;92.0;80.0;94.0;90.0;92.0;;44.0;79.0;72.0;76.0;79.0;64.0;17.0;91.0;;;;;;;;;;62.0;66.0;39.0;34.0;33.0;54.0;13.0
112;27;2004;44.0;21.0;6.0;31.0;3.0;;15.0;9.0;9.0;13.0;15.0;;90.0;79.0;92.0;85.0;92.0;;44.0;79.0;76.0;76.0;76.0;67.0;19.0;92.0;;;;;;;;;;68.0;69.0;45.0;40.0;33.0;53.0;14.0
113;27;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;27;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;27;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;27;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;27;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;27;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;27;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;28;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;28;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;28;1999;;;;;;;;;;;;;;;;;;;;;66.0;77.0;84.0;50.0;18.0;83.0;;;;;;;;;;;;;;;;
123;28;2000;33.0;15.0;3.0;22.0;1.0;13.0;14.0;9.0;7.0;12.0;10.0;53.0;96.0;85.0;92.0;91.0;93.0;91.0;;;71.0;73.0;84.0;49.0;24.0;87.0;59.0;45.0;65.0;61.0;28.0;36.0;8.0;15.0;19.0;;;;;;;
124;28;2001;39.0;18.0;3.0;26.0;3.0;12.0;16.0;10.0;8.0;11.0;9.0;55.0;94.0;81.0;94.0;92.0;93.0;90.0;;;;;;;;86.0;56.0;37.0;66.0;66.0;27.0;39.0;9.0;16.0;19.0;;;;;;;
125;28;2002;38.0;18.0;5.0;29.0;3.0;13.0;15.0;10.0;9.0;10.0;8.0;52.0;93.0;80.0;91.0;91.0;93.0;89.0;;;71.0;77.0;84.0;57.0;20.0;89.0;59.0;44.0;69.0;60.0;30.0;41.0;12.0;21.0;18.0;;;;;;;
126;28;2003;40.0;16.0;6.0;30.0;4.0;;16.0;9.0;9.0;12.0;11.0;;92.0;79.0;91.0;91.0;94.0;;42.0;77.0;69.0;75.0;85.0;55.0;20.0;90.0;;;;;;;;;;55.0;58.0;35.0;31.0;36.0;49.0;15.0
127;28;2004;36.0;14.0;4.0;27.0;3.0;;16.0;8.0;10.0;10.0;10.0;;94.0;79.0;92.0;90.0;93.0;;43.0;79.0;73.0;77.0;84.0;65.0;19.0;93.0;;;;;;;;;;64.0;63.0;38.0;37.0;38.0;46.0;16.0
128;28;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;28;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;28;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;28;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;28;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;28;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;28;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;29;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;29;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;29;1999;;;;;;;;;;;;;;;;;;;;;55.0;73.0;79.0;41.0;21.0;83.0;;;;;;;;;;;;;;;;
138;29;2000;28.0;10.0;4.0;19.0;1.0;11.0;12.0;8.0;6.0;7.0;4.0;43.0;91.0;72.0;84.0;84.0;94.0;92.0;;;58.0;72.0;82.0;46.0;17.0;84.0;56.0;42.0;68.0;57.0;32.0;31.0;7.0;16.0;18.0;;;;;;;
139;29;2001;27.0;12.0;2.0;18.0;2.0;6.0;13.0;8.0;7.0;6.0;7.0;43.0;96.0;77.0;91.0;91.0;97.0;89.0;;;;;;;;86.0;53.0;39.0;69.0;59.0;28.0;38.0;6.0;15.0;17.0;;;;;;;
140;29;2002;25.0;14.0;2.0;17.0;3.0;10.0;10.0;6.0;7.0;5.0;3.0;36.0;93.0;74.0;90.0;90.0;93.0;92.0;;;56.0;75.0;84.0;53.0;21.0;88.0;64.0;45.0;70.0;59.0;34.0;39.0;7.0;13.0;16.0;;;;;;;
