ID;AfzetEnVerbruik;SBI93;Perioden;Prijsindexcijfer_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Wegingscoefficient_4
107;Totale afzet;C Delfstoffenwinning;2003 april;180.2;0.66;15.87;100000
108;Totale afzet;C Delfstoffenwinning;2003 mei;178.4;-1.0;16.0;100000
109;Totale afzet;C Delfstoffenwinning;2003 juni;178.1;-0.19;17.53;100000
110;Totale afzet;C Delfstoffenwinning;2003 juli;164.7;-7.53;5.74;100000
111;Totale afzet;C Delfstoffenwinning;2003 augustus;166.0;0.79;4.73;100000
112;Totale afzet;C Delfstoffenwinning;2003 september;163.8;-1.34;3.73;100000
113;Totale afzet;C Delfstoffenwinning;2003 oktober;165.4;1.0;0.79;100000
114;Totale afzet;C Delfstoffenwinning;2003 november;164.0;-0.87;-0.84;100000
115;Totale afzet;C Delfstoffenwinning;2003 december;163.6;-0.23;-2.28;100000
116;Totale afzet;C Delfstoffenwinning;2003;171.6;;9.34;100000
117;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 januari;98.0;0.0;0.0;95037
118;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 februari;99.0;1.01;0.0;95037
119;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 maart;98.0;-0.98;0.0;95037
120;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 april;101.0;3.2;0.0;95037
121;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 mei;100.0;-1.22;0.0;95037
122;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 juni;100.0;-0.32;0.0;95037
123;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 juli;105.0;4.9;0.0;95037
124;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 augustus;102.0;-2.32;0.0;95037
125;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 september;100.0;-2.65;0.0;95037
126;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 oktober;94.0;-6.11;0.0;95037
127;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 november;94.0;0.25;0.0;95037
128;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 december;94.0;-0.26;0.0;95037
129;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995;99.0;;0.0;95037
130;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 januari;96.0;2.26;-2.68;95037
131;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 februari;96.0;0.09;-3.57;95037
132;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 maart;97.0;1.73;-0.93;95037
133;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 april;103.0;5.53;1.31;95037
134;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 mei;103.0;0.12;2.68;95037
135;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 juni;104.0;1.19;4.23;95037
136;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 juli;108.0;3.93;3.26;95037
137;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 augustus;111.0;2.13;7.98;95037
138;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 september;111.0;0.41;11.37;95037
139;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 oktober;110.0;-1.11;17.29;95037
140;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 november;110.0;0.33;17.39;95037
141;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 december;112.0;1.27;19.19;95037
142;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996;105.0;;6.29;95037
143;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 januari;116.0;4.0;21.22;95037
144;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 februari;116.0;0.32;21.5;95037
145;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 maart;116.0;-0.38;18.99;95037
146;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 april;118.0;1.7;14.67;95037
147;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 mei;119.0;0.64;15.26;95037
148;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 juni;118.0;-0.8;13.0;95037
149;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 juli;115.0;-2.41;6.11;95037
150;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 augustus;114.0;-0.4;3.48;95037
151;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 september;113.0;-0.93;2.1;95037
152;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 oktober;113.0;-0.06;3.2;95037
153;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 november;113.0;-0.49;2.36;95037
154;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 december;112.0;-0.85;0.21;95037
155;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997;115.0;;9.75;95037
156;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 januari;114.0;1.73;-1.97;95037
157;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 februari;113.0;-0.43;-2.72;95037
158;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 maart;113.0;-0.49;-2.83;95037
159;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 april;109.0;-3.03;-7.35;95037
160;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 mei;109.0;-0.1;-8.02;95037
161;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 juni;107.0;-2.37;-9.48;95037
162;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 juli;101.0;-5.64;-12.47;95037
163;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 augustus;99.0;-1.52;-13.46;95037
164;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 september;97.0;-1.57;-14.02;95037
165;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 oktober;93.0;-4.33;-17.69;95037
166;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 november;92.0;-1.48;-18.51;95037
167;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 december;90.0;-1.54;-19.08;95037
168;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998;103.0;;-10.55;95037
169;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 januari;87.0;-3.77;-23.45;95037
170;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 februari;87.0;0.28;-22.9;95037
171;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 maart;87.0;-0.2;-22.67;95037
172;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 april;88.0;0.92;-19.51;95037
173;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 mei;88.0;0.38;-19.13;95037
174;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 juni;89.0;0.86;-16.46;95037
175;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 juli;94.0;6.05;-6.11;95037
176;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 augustus;96.0;2.11;-2.65;95037
177;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 september;99.0;2.77;1.64;95037
178;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 oktober;110.0;11.56;18.52;95037
179;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 november;114.0;3.61;24.64;95037
180;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 december;118.0;3.27;30.73;95037
181;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999;97.0;;-6.25;95037
182;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 januari;131.0;10.84;50.58;95037
183;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 februari;136.0;3.9;56.01;95037
184;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 maart;139.0;2.32;59.94;95037
185;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 april;146.0;5.06;66.49;95037
186;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 mei;152.0;3.92;72.36;95037
187;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 juni;157.0;3.0;76.03;95037
188;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 juli;165.0;5.49;75.11;95037
189;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 augustus;170.0;2.97;76.6;95037
190;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 september;176.0;3.22;77.36;95037
191;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 oktober;180.0;2.61;63.13;95037
192;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 november;184.0;2.15;60.83;95037
193;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 december;180.0;-2.02;52.59;95037
194;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000;160.0;;65.37;95037
195;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 januari;189.0;4.56;43.95;95037
196;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 februari;196.0;3.74;43.73;95037
197;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 maart;190.0;-2.95;36.33;95037
198;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 april;185.0;-2.62;26.36;95037
199;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 mei;188.0;1.83;23.82;95037
200;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 juni;186.0;-1.23;18.74;95037
201;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 juli;174.0;-6.32;5.44;95037
202;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 augustus;171.0;-1.7;0.65;95037
203;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 september;167.0;-2.65;-5.06;95037
204;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 oktober;163.0;-2.1;-9.42;95037
205;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 november;161.0;-1.23;-12.42;95037
206;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 december;159.0;-1.19;-11.68;95037
207;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001;177.0;;11.07;95037
208;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 januari;152.0;-4.88;-19.66;95037
209;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 februari;151.0;-0.05;-22.6;95037
210;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 maart;153.0;1.12;-19.35;95037
211;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 april;156.0;2.15;-15.4;95037
212;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 mei;155.0;-0.72;-17.51;95037
213;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 juni;153.0;-1.54;-17.78;95037
214;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 juli;157.0;2.89;-9.7;95037
215;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 augustus;160.0;1.87;-6.42;95037
216;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 september;160.0;-0.4;-4.26;95037
217;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 oktober;166.0;4.12;1.82;95037
218;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 november;165.0;-0.74;2.32;95037
219;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 december;167.0;1.31;4.91;95037
220;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002;158.0;;-10.94;95037
221;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 januari;178.0;6.21;17.15;95037
222;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 februari;179.0;1.0;18.39;95037
223;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 maart;180.0;0.29;17.42;95037
224;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 april;181.0;0.69;15.73;95037
225;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 mei;180.0;-0.79;15.65;95037
226;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 juni;179.0;-0.2;17.23;95037
227;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 juli;165.0;-7.88;4.96;95037
228;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 augustus;167.0;1.16;4.23;95037
229;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 september;165.0;-1.4;3.19;95037
230;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 oktober;166.0;1.06;0.15;95037
231;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 november;165.0;-0.91;-0.01;95037
232;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 december;165.0;-0.24;-1.54;95037
233;Totale afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003;172.0;;9.13;95037
234;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 januari;100.0;0.0;0.0;4962
235;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 februari;100.0;0.02;0.0;4962
236;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 maart;100.0;-0.16;0.0;4962
237;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 april;100.0;0.01;0.0;4962
238;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 mei;100.0;-0.34;0.0;4962
239;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 juni;100.0;-0.08;0.0;4962
240;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 juli;100.0;0.17;0.0;4962
241;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 augustus;100.0;-0.06;0.0;4962
242;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 september;100.0;-0.19;0.0;4962
243;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 oktober;100.0;0.26;0.0;4962
244;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 november;100.0;0.01;0.0;4962
245;Totale afzet;CB Winning v niet-energiehoudende delfs;1995 december;100.0;0.06;0.0;4962
246;Totale afzet;CB Winning v niet-energiehoudende delfs;1995;100.0;;0.0;4962
247;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 januari;102.0;1.65;1.34;4962
248;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 februari;102.0;0.31;1.64;4962
249;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 maart;102.0;0.04;1.84;4962
250;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 april;102.0;0.2;2.03;4962
251;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 mei;102.0;0.14;2.53;4962
252;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 juni;102.0;-0.42;2.18;4962
253;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 juli;102.0;0.09;2.1;4962
254;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 augustus;102.0;-0.02;2.14;4962
255;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 september;102.0;-0.04;2.29;4962
256;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 oktober;102.0;0.21;2.23;4962
257;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 november;102.0;0.05;2.27;4962
258;Totale afzet;CB Winning v niet-energiehoudende delfs;1996 december;102.0;-0.25;1.96;4962
259;Totale afzet;CB Winning v niet-energiehoudende delfs;1996;102.0;;2.05;4962
260;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 januari;104.0;2.47;2.78;4962
261;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 februari;104.0;-0.04;2.42;4962
262;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 maart;105.0;0.31;2.7;4962
263;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 april;105.0;-0.25;2.24;4962
264;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 mei;104.0;-0.1;2.0;4962
265;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 juni;104.0;-0.02;2.4;4962
266;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 juli;105.0;0.37;2.68;4962
267;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 augustus;105.0;0.27;2.98;4962
268;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 september;105.0;0.0;3.03;4962
269;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 oktober;105.0;-0.29;2.52;4962
270;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 november;105.0;0.26;2.73;4962
271;Totale afzet;CB Winning v niet-energiehoudende delfs;1997 december;105.0;-0.12;2.87;4962
272;Totale afzet;CB Winning v niet-energiehoudende delfs;1997;105.0;;2.61;4962
273;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 januari;107.0;2.39;2.79;4962
274;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 februari;107.0;-0.03;2.8;4962
275;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 maart;108.0;0.26;2.75;4962
276;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 april;107.0;-0.78;2.2;4962
277;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 mei;107.0;-0.03;2.27;4962
278;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 juni;107.0;-0.06;2.23;4962
279;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 juli;105.0;-1.39;0.44;4962
280;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 augustus;103.0;-2.37;-2.2;4962
281;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 september;100.0;-2.39;-4.54;4962
282;Totale afzet;CB Winning v niet-energiehoudende delfs;1998 oktober;98.0;-2.3;-6.46;4962
