ID;Geslacht;Leeftijd;Postcode;Perioden;Bevolking_1
137;Totaal mannen en vrouwen;Totaal leeftijd;1014;2000;110.0
138;Totaal mannen en vrouwen;Totaal leeftijd;1014;2001;115.0
139;Totaal mannen en vrouwen;Totaal leeftijd;1014;2002;115.0
140;Totaal mannen en vrouwen;Totaal leeftijd;1014;2003;115.0
141;Totaal mannen en vrouwen;Totaal leeftijd;1014;2004;120.0
142;Totaal mannen en vrouwen;Totaal leeftijd;1014;2005;130.0
143;Totaal mannen en vrouwen;Totaal leeftijd;1014;2006;145.0
144;Totaal mannen en vrouwen;Totaal leeftijd;1014;2007;155.0
145;Totaal mannen en vrouwen;Totaal leeftijd;1014;2008;165.0
146;Totaal mannen en vrouwen;Totaal leeftijd;1014;2009;200.0
147;Totaal mannen en vrouwen;Totaal leeftijd;1014;2010;210.0
148;Totaal mannen en vrouwen;Totaal leeftijd;1014;2011;215.0
149;Totaal mannen en vrouwen;Totaal leeftijd;1014;2012;235.0
150;Totaal mannen en vrouwen;Totaal leeftijd;1014;2013;250.0
151;Totaal mannen en vrouwen;Totaal leeftijd;1014;2014;235.0
152;Totaal mannen en vrouwen;Totaal leeftijd;1014;2015;535.0
153;Totaal mannen en vrouwen;Totaal leeftijd;1014;2016;585.0
154;Totaal mannen en vrouwen;Totaal leeftijd;1014;2017;645.0
155;Totaal mannen en vrouwen;Totaal leeftijd;1014;2018;620.0
156;Totaal mannen en vrouwen;Totaal leeftijd;1014;2019;1740.0
157;Totaal mannen en vrouwen;Totaal leeftijd;1014;2020;2180.0
158;Totaal mannen en vrouwen;Totaal leeftijd;1014;2021;2870.0
159;Totaal mannen en vrouwen;Totaal leeftijd;1014;2022;3660.0
160;Totaal mannen en vrouwen;Totaal leeftijd;1014;2023;3900.0
161;Totaal mannen en vrouwen;Totaal leeftijd;1014;2024;4950.0
162;Totaal mannen en vrouwen;Totaal leeftijd;1015;1998;14510.0
163;Totaal mannen en vrouwen;Totaal leeftijd;1015;1999;14610.0
164;Totaal mannen en vrouwen;Totaal leeftijd;1015;2000;14660.0
165;Totaal mannen en vrouwen;Totaal leeftijd;1015;2001;14695.0
166;Totaal mannen en vrouwen;Totaal leeftijd;1015;2002;14705.0
167;Totaal mannen en vrouwen;Totaal leeftijd;1015;2003;14990.0
168;Totaal mannen en vrouwen;Totaal leeftijd;1015;2004;15780.0
169;Totaal mannen en vrouwen;Totaal leeftijd;1015;2005;15855.0
170;Totaal mannen en vrouwen;Totaal leeftijd;1015;2006;15890.0
171;Totaal mannen en vrouwen;Totaal leeftijd;1015;2007;15665.0
172;Totaal mannen en vrouwen;Totaal leeftijd;1015;2008;15620.0
173;Totaal mannen en vrouwen;Totaal leeftijd;1015;2009;14460.0
174;Totaal mannen en vrouwen;Totaal leeftijd;1015;2010;14605.0
175;Totaal mannen en vrouwen;Totaal leeftijd;1015;2011;14600.0
176;Totaal mannen en vrouwen;Totaal leeftijd;1015;2012;14685.0
177;Totaal mannen en vrouwen;Totaal leeftijd;1015;2013;14670.0
178;Totaal mannen en vrouwen;Totaal leeftijd;1015;2014;14770.0
179;Totaal mannen en vrouwen;Totaal leeftijd;1015;2015;14880.0
180;Totaal mannen en vrouwen;Totaal leeftijd;1015;2016;14860.0
181;Totaal mannen en vrouwen;Totaal leeftijd;1015;2017;14810.0
182;Totaal mannen en vrouwen;Totaal leeftijd;1015;2018;14895.0
183;Totaal mannen en vrouwen;Totaal leeftijd;1015;2019;14885.0
184;Totaal mannen en vrouwen;Totaal leeftijd;1015;2020;14865.0
185;Totaal mannen en vrouwen;Totaal leeftijd;1015;2021;14850.0
186;Totaal mannen en vrouwen;Totaal leeftijd;1015;2022;14910.0
187;Totaal mannen en vrouwen;Totaal leeftijd;1015;2023;14850.0
188;Totaal mannen en vrouwen;Totaal leeftijd;1015;2024;14965.0
189;Totaal mannen en vrouwen;Totaal leeftijd;1016;1998;10585.0
190;Totaal mannen en vrouwen;Totaal leeftijd;1016;1999;10750.0
191;Totaal mannen en vrouwen;Totaal leeftijd;1016;2000;10695.0
192;Totaal mannen en vrouwen;Totaal leeftijd;1016;2001;10500.0
193;Totaal mannen en vrouwen;Totaal leeftijd;1016;2002;10550.0
194;Totaal mannen en vrouwen;Totaal leeftijd;1016;2003;10495.0
195;Totaal mannen en vrouwen;Totaal leeftijd;1016;2004;10555.0
196;Totaal mannen en vrouwen;Totaal leeftijd;1016;2005;10720.0
197;Totaal mannen en vrouwen;Totaal leeftijd;1016;2006;10800.0
198;Totaal mannen en vrouwen;Totaal leeftijd;1016;2007;10660.0
199;Totaal mannen en vrouwen;Totaal leeftijd;1016;2008;10475.0
200;Totaal mannen en vrouwen;Totaal leeftijd;1016;2009;10445.0
201;Totaal mannen en vrouwen;Totaal leeftijd;1016;2010;10550.0
202;Totaal mannen en vrouwen;Totaal leeftijd;1016;2011;10685.0
203;Totaal mannen en vrouwen;Totaal leeftijd;1016;2012;10815.0
204;Totaal mannen en vrouwen;Totaal leeftijd;1016;2013;10845.0
205;Totaal mannen en vrouwen;Totaal leeftijd;1016;2014;10960.0
206;Totaal mannen en vrouwen;Totaal leeftijd;1016;2015;10950.0
207;Totaal mannen en vrouwen;Totaal leeftijd;1016;2016;11005.0
208;Totaal mannen en vrouwen;Totaal leeftijd;1016;2017;10870.0
209;Totaal mannen en vrouwen;Totaal leeftijd;1016;2018;10935.0
210;Totaal mannen en vrouwen;Totaal leeftijd;1016;2019;10915.0
211;Totaal mannen en vrouwen;Totaal leeftijd;1016;2020;10980.0
212;Totaal mannen en vrouwen;Totaal leeftijd;1016;2021;10920.0
213;Totaal mannen en vrouwen;Totaal leeftijd;1016;2022;11130.0
214;Totaal mannen en vrouwen;Totaal leeftijd;1016;2023;11280.0
215;Totaal mannen en vrouwen;Totaal leeftijd;1016;2024;11355.0
216;Totaal mannen en vrouwen;Totaal leeftijd;1017;1998;11530.0
217;Totaal mannen en vrouwen;Totaal leeftijd;1017;1999;11740.0
218;Totaal mannen en vrouwen;Totaal leeftijd;1017;2000;11700.0
219;Totaal mannen en vrouwen;Totaal leeftijd;1017;2001;11725.0
220;Totaal mannen en vrouwen;Totaal leeftijd;1017;2002;11515.0
221;Totaal mannen en vrouwen;Totaal leeftijd;1017;2003;11430.0
222;Totaal mannen en vrouwen;Totaal leeftijd;1017;2004;11545.0
223;Totaal mannen en vrouwen;Totaal leeftijd;1017;2005;11845.0
224;Totaal mannen en vrouwen;Totaal leeftijd;1017;2006;12000.0
225;Totaal mannen en vrouwen;Totaal leeftijd;1017;2007;11980.0
226;Totaal mannen en vrouwen;Totaal leeftijd;1017;2008;11890.0
227;Totaal mannen en vrouwen;Totaal leeftijd;1017;2009;11915.0
228;Totaal mannen en vrouwen;Totaal leeftijd;1017;2010;12100.0
229;Totaal mannen en vrouwen;Totaal leeftijd;1017;2011;12370.0
230;Totaal mannen en vrouwen;Totaal leeftijd;1017;2012;12420.0
231;Totaal mannen en vrouwen;Totaal leeftijd;1017;2013;12610.0
232;Totaal mannen en vrouwen;Totaal leeftijd;1017;2014;12695.0
233;Totaal mannen en vrouwen;Totaal leeftijd;1017;2015;12730.0
234;Totaal mannen en vrouwen;Totaal leeftijd;1017;2016;12785.0
235;Totaal mannen en vrouwen;Totaal leeftijd;1017;2017;12665.0
236;Totaal mannen en vrouwen;Totaal leeftijd;1017;2018;12585.0
237;Totaal mannen en vrouwen;Totaal leeftijd;1017;2019;12645.0
238;Totaal mannen en vrouwen;Totaal leeftijd;1017;2020;12730.0
239;Totaal mannen en vrouwen;Totaal leeftijd;1017;2021;12715.0
240;Totaal mannen en vrouwen;Totaal leeftijd;1017;2022;13100.0
241;Totaal mannen en vrouwen;Totaal leeftijd;1017;2023;13420.0
242;Totaal mannen en vrouwen;Totaal leeftijd;1017;2024;13550.0
243;Totaal mannen en vrouwen;Totaal leeftijd;1018;1998;19090.0
244;Totaal mannen en vrouwen;Totaal leeftijd;1018;1999;19240.0
245;Totaal mannen en vrouwen;Totaal leeftijd;1018;2000;19125.0
246;Totaal mannen en vrouwen;Totaal leeftijd;1018;2001;18990.0
247;Totaal mannen en vrouwen;Totaal leeftijd;1018;2002;18975.0
248;Totaal mannen en vrouwen;Totaal leeftijd;1018;2003;19110.0
249;Totaal mannen en vrouwen;Totaal leeftijd;1018;2004;19145.0
250;Totaal mannen en vrouwen;Totaal leeftijd;1018;2005;19555.0
251;Totaal mannen en vrouwen;Totaal leeftijd;1018;2006;20000.0
252;Totaal mannen en vrouwen;Totaal leeftijd;1018;2007;19495.0
253;Totaal mannen en vrouwen;Totaal leeftijd;1018;2008;19920.0
254;Totaal mannen en vrouwen;Totaal leeftijd;1018;2009;20000.0
255;Totaal mannen en vrouwen;Totaal leeftijd;1018;2010;19820.0
256;Totaal mannen en vrouwen;Totaal leeftijd;1018;2011;20205.0
257;Totaal mannen en vrouwen;Totaal leeftijd;1018;2012;20455.0
258;Totaal mannen en vrouwen;Totaal leeftijd;1018;2013;20795.0
259;Totaal mannen en vrouwen;Totaal leeftijd;1018;2014;20535.0
260;Totaal mannen en vrouwen;Totaal leeftijd;1018;2015;20500.0
261;Totaal mannen en vrouwen;Totaal leeftijd;1018;2016;20500.0
262;Totaal mannen en vrouwen;Totaal leeftijd;1018;2017;20830.0
263;Totaal mannen en vrouwen;Totaal leeftijd;1018;2018;21010.0
264;Totaal mannen en vrouwen;Totaal leeftijd;1018;2019;20920.0
265;Totaal mannen en vrouwen;Totaal leeftijd;1018;2020;21110.0
266;Totaal mannen en vrouwen;Totaal leeftijd;1018;2021;21195.0
267;Totaal mannen en vrouwen;Totaal leeftijd;1018;2022;21055.0
268;Totaal mannen en vrouwen;Totaal leeftijd;1018;2023;22435.0
269;Totaal mannen en vrouwen;Totaal leeftijd;1018;2024;23430.0
270;Totaal mannen en vrouwen;Totaal leeftijd;1019;1998;8205.0
271;Totaal mannen en vrouwen;Totaal leeftijd;1019;1999;10070.0
272;Totaal mannen en vrouwen;Totaal leeftijd;1019;2000;11410.0
273;Totaal mannen en vrouwen;Totaal leeftijd;1019;2001;13050.0
274;Totaal mannen en vrouwen;Totaal leeftijd;1019;2002;14620.0
275;Totaal mannen en vrouwen;Totaal leeftijd;1019;2003;15840.0
276;Totaal mannen en vrouwen;Totaal leeftijd;1019;2004;16305.0
277;Totaal mannen en vrouwen;Totaal leeftijd;1019;2005;16580.0
278;Totaal mannen en vrouwen;Totaal leeftijd;1019;2006;16700.0
279;Totaal mannen en vrouwen;Totaal leeftijd;1019;2007;17145.0
280;Totaal mannen en vrouwen;Totaal leeftijd;1019;2008;17720.0
281;Totaal mannen en vrouwen;Totaal leeftijd;1019;2009;17610.0
282;Totaal mannen en vrouwen;Totaal leeftijd;1019;2010;17735.0
283;Totaal mannen en vrouwen;Totaal leeftijd;1019;2011;18030.0
284;Totaal mannen en vrouwen;Totaal leeftijd;1019;2012;17950.0
285;Totaal mannen en vrouwen;Totaal leeftijd;1019;2013;18030.0
286;Totaal mannen en vrouwen;Totaal leeftijd;1019;2014;18560.0
287;Totaal mannen en vrouwen;Totaal leeftijd;1019;2015;18405.0
288;Totaal mannen en vrouwen;Totaal leeftijd;1019;2016;18530.0
289;Totaal mannen en vrouwen;Totaal leeftijd;1019;2017;18700.0
290;Totaal mannen en vrouwen;Totaal leeftijd;1019;2018;18615.0
291;Totaal mannen en vrouwen;Totaal leeftijd;1019;2019;18905.0
292;Totaal mannen en vrouwen;Totaal leeftijd;1019;2020;18980.0
293;Totaal mannen en vrouwen;Totaal leeftijd;1019;2021;18820.0
294;Totaal mannen en vrouwen;Totaal leeftijd;1019;2022;19840.0
295;Totaal mannen en vrouwen;Totaal leeftijd;1019;2023;20645.0
296;Totaal mannen en vrouwen;Totaal leeftijd;1019;2024;20630.0
297;Totaal mannen en vrouwen;Totaal leeftijd;1021;1998;7035.0
298;Totaal mannen en vrouwen;Totaal leeftijd;1021;1999;7025.0
299;Totaal mannen en vrouwen;Totaal leeftijd;1021;2000;6990.0
300;Totaal mannen en vrouwen;Totaal leeftijd;1021;2001;7070.0
301;Totaal mannen en vrouwen;Totaal leeftijd;1021;2002;7125.0
302;Totaal mannen en vrouwen;Totaal leeftijd;1021;2003;7065.0
303;Totaal mannen en vrouwen;Totaal leeftijd;1021;2004;7035.0
304;Totaal mannen en vrouwen;Totaal leeftijd;1021;2005;7000.0
305;Totaal mannen en vrouwen;Totaal leeftijd;1021;2006;6885.0
306;Totaal mannen en vrouwen;Totaal leeftijd;1021;2007;7050.0
307;Totaal mannen en vrouwen;Totaal leeftijd;1021;2008;7080.0
308;Totaal mannen en vrouwen;Totaal leeftijd;1021;2009;7110.0
309;Totaal mannen en vrouwen;Totaal leeftijd;1021;2010;7100.0
310;Totaal mannen en vrouwen;Totaal leeftijd;1021;2011;6980.0
311;Totaal mannen en vrouwen;Totaal leeftijd;1021;2012;6970.0
312;Totaal mannen en vrouwen;Totaal leeftijd;1021;2013;6870.0
313;Totaal mannen en vrouwen;Totaal leeftijd;1021;2014;6930.0
314;Totaal mannen en vrouwen;Totaal leeftijd;1021;2015;6940.0
315;Totaal mannen en vrouwen;Totaal leeftijd;1021;2016;6980.0
316;Totaal mannen en vrouwen;Totaal leeftijd;1021;2017;7030.0
317;Totaal mannen en vrouwen;Totaal leeftijd;1021;2018;7085.0
318;Totaal mannen en vrouwen;Totaal leeftijd;1021;2019;7110.0
319;Totaal mannen en vrouwen;Totaal leeftijd;1021;2020;7040.0
320;Totaal mannen en vrouwen;Totaal leeftijd;1021;2021;6895.0
321;Totaal mannen en vrouwen;Totaal leeftijd;1021;2022;6935.0
322;Totaal mannen en vrouwen;Totaal leeftijd;1021;2023;7040.0
323;Totaal mannen en vrouwen;Totaal leeftijd;1021;2024;7040.0
324;Totaal mannen en vrouwen;Totaal leeftijd;1022;1998;1480.0
325;Totaal mannen en vrouwen;Totaal leeftijd;1022;1999;1445.0
326;Totaal mannen en vrouwen;Totaal leeftijd;1022;2000;1390.0
327;Totaal mannen en vrouwen;Totaal leeftijd;1022;2001;1340.0
328;Totaal mannen en vrouwen;Totaal leeftijd;1022;2002;1325.0
329;Totaal mannen en vrouwen;Totaal leeftijd;1022;2003;1270.0
330;Totaal mannen en vrouwen;Totaal leeftijd;1022;2004;1320.0
331;Totaal mannen en vrouwen;Totaal leeftijd;1022;2005;1360.0
332;Totaal mannen en vrouwen;Totaal leeftijd;1022;2006;1370.0
333;Totaal mannen en vrouwen;Totaal leeftijd;1022;2007;1385.0
334;Totaal mannen en vrouwen;Totaal leeftijd;1022;2008;1380.0
335;Totaal mannen en vrouwen;Totaal leeftijd;1022;2009;1385.0
336;Totaal mannen en vrouwen;Totaal leeftijd;1022;2010;1480.0
337;Totaal mannen en vrouwen;Totaal leeftijd;1022;2011;1595.0
338;Totaal mannen en vrouwen;Totaal leeftijd;1022;2012;1820.0
339;Totaal mannen en vrouwen;Totaal leeftijd;1022;2013;1950.0
340;Totaal mannen en vrouwen;Totaal leeftijd;1022;2014;2090.0
341;Totaal mannen en vrouwen;Totaal leeftijd;1022;2015;2655.0
342;Totaal mannen en vrouwen;Totaal leeftijd;1022;2016;2745.0
343;Totaal mannen en vrouwen;Totaal leeftijd;1022;2017;2895.0
344;Totaal mannen en vrouwen;Totaal leeftijd;1022;2018;3080.0
345;Totaal mannen en vrouwen;Totaal leeftijd;1022;2019;3125.0
346;Totaal mannen en vrouwen;Totaal leeftijd;1022;2020;3445.0
347;Totaal mannen en vrouwen;Totaal leeftijd;1022;2021;3795.0
348;Totaal mannen en vrouwen;Totaal leeftijd;1022;2022;4145.0
349;Totaal mannen en vrouwen;Totaal leeftijd;1022;2023;5005.0
350;Totaal mannen en vrouwen;Totaal leeftijd;1022;2024;5160.0
351;Totaal mannen en vrouwen;Totaal leeftijd;1023;1998;4370.0
352;Totaal mannen en vrouwen;Totaal leeftijd;1023;1999;4350.0
353;Totaal mannen en vrouwen;Totaal leeftijd;1023;2000;4370.0
354;Totaal mannen en vrouwen;Totaal leeftijd;1023;2001;4450.0
355;Totaal mannen en vrouwen;Totaal leeftijd;1023;2002;4445.0
356;Totaal mannen en vrouwen;Totaal leeftijd;1023;2003;4445.0
357;Totaal mannen en vrouwen;Totaal leeftijd;1023;2004;4410.0
358;Totaal mannen en vrouwen;Totaal leeftijd;1023;2005;4425.0
359;Totaal mannen en vrouwen;Totaal leeftijd;1023;2006;4450.0
360;Totaal mannen en vrouwen;Totaal leeftijd;1023;2007;4485.0
361;Totaal mannen en vrouwen;Totaal leeftijd;1023;2008;4485.0
362;Totaal mannen en vrouwen;Totaal leeftijd;1023;2009;4490.0
363;Totaal mannen en vrouwen;Totaal leeftijd;1023;2010;4530.0
364;Totaal mannen en vrouwen;Totaal leeftijd;1023;2011;4550.0
365;Totaal mannen en vrouwen;Totaal leeftijd;1023;2012;4540.0
366;Totaal mannen en vrouwen;Totaal leeftijd;1023;2013;4505.0
367;Totaal mannen en vrouwen;Totaal leeftijd;1023;2014;4555.0
368;Totaal mannen en vrouwen;Totaal leeftijd;1023;2015;4610.0
369;Totaal mannen en vrouwen;Totaal leeftijd;1023;2016;4630.0
370;Totaal mannen en vrouwen;Totaal leeftijd;1023;2017;4660.0
