ID;TypeNietFinancieleActiva;Sectoren;Perioden;Beginbalans_1;Herwaardering_2;Kapitaalvorming_3;OverigeVolumemutaties_4;StatistischVerschil_5;Eindbalans_6;VolumeIndex2021100_7
56;Niet-financiële activa;Niet-financiële vennootschappen;2022;1494300.0;131867.0;33876.0;2863.0;-3.0;1662903;102.3
57;Niet-financiële activa;Niet-financiële vennootschappen;2023;1662903.0;18001.0;11369.0;3307.0;2.0;1695582;103.2
58;Niet-financiële activa;Financiële instellingen;1995;;;;;;48281;
59;Niet-financiële activa;Financiële instellingen;1996;48281.0;3094.0;184.0;209.0;1.0;51769;150.4
60;Niet-financiële activa;Financiële instellingen;1997;51769.0;3720.0;-97.0;151.0;2.0;55545;150.6
61;Niet-financiële activa;Financiële instellingen;1998;55545.0;3654.0;1208.0;462.0;1.0;60870;154.9
62;Niet-financiële activa;Financiële instellingen;1999;60870.0;6061.0;7.0;416.0;-1.0;67353;155.8
63;Niet-financiële activa;Financiële instellingen;2000;67353.0;8090.0;595.0;824.0;1.0;76863;158.8
64;Niet-financiële activa;Financiële instellingen;2001;76863.0;6180.0;-75.0;598.0;0.0;83566;159.8
65;Niet-financiële activa;Financiële instellingen;2002;83566.0;3811.0;-2082.0;631.0;-1.0;85925;157.1
66;Niet-financiële activa;Financiële instellingen;2003;85925.0;2206.0;-2405.0;221.0;0.0;85947;153.2
67;Niet-financiële activa;Financiële instellingen;2004;85947.0;2301.0;-3229.0;-1769.0;-1.0;83249;144.5
68;Niet-financiële activa;Financiële instellingen;2005;83249.0;2471.0;-3791.0;658.0;0.0;82587;139.3
69;Niet-financiële activa;Financiële instellingen;2006;82587.0;2896.0;-2565.0;217.0;2.0;83137;135.4
70;Niet-financiële activa;Financiële instellingen;2007;83137.0;3152.0;-3764.0;184.0;0.0;82709;129.8
71;Niet-financiële activa;Financiële instellingen;2008;82709.0;2328.0;-1078.0;137.0;0.0;84096;128.4
72;Niet-financiële activa;Financiële instellingen;2009;84096.0;-1153.0;-1378.0;176.0;1.0;81742;126.5
73;Niet-financiële activa;Financiële instellingen;2010;81742.0;-602.0;-4143.0;239.0;1.0;77237;120.4
74;Niet-financiële activa;Financiële instellingen;2011;77237.0;-1510.0;-1553.0;-1062.0;0.0;73112;116.3
75;Niet-financiële activa;Financiële instellingen;2012;73112.0;-3555.0;-1526.0;130.0;0.0;68161;113.9
76;Niet-financiële activa;Financiële instellingen;2013;68161.0;-2636.0;-1566.0;-281.0;2.0;63680;110.7
77;Niet-financiële activa;Financiële instellingen;2014;63680.0;709.0;-2850.0;32.0;-1.0;61570;105.9
78;Niet-financiële activa;Financiële instellingen;2015;61570.0;1297.0;-697.0;-1580.0;2.0;60592;102.1
79;Niet-financiële activa;Financiële instellingen;2016;60592.0;2477.0;-842.0;127.0;-1.0;62353;100.9
80;Niet-financiële activa;Financiële instellingen;2017;62353.0;2851.0;573.0;201.0;1.0;65979;102.1
81;Niet-financiële activa;Financiële instellingen;2018;65979.0;4726.0;-1228.0;377.0;0.0;69854;100.9
82;Niet-financiële activa;Financiële instellingen;2019;69854.0;3689.0;-918.0;501.0;3.0;73129;100.3
83;Niet-financiële activa;Financiële instellingen;2020;73129.0;4629.0;-571.0;468.0;0.0;77655;100.2
84;Niet-financiële activa;Financiële instellingen;2021;77655.0;8420.0;-419.0;281.0;-1.0;85936;100.0
85;Niet-financiële activa;Financiële instellingen;2022;85936.0;10380.0;248.0;281.0;0.0;96845;100.5
86;Niet-financiële activa;Financiële instellingen;2023;96845.0;-895.0;-82.0;202.0;1.0;96071;100.7
87;Niet-financiële activa;Overheid;1995;;;;;;292550;
88;Niet-financiële activa;Overheid;1996;292550.0;20253.0;2976.0;-624.0;6.0;315161;106.5
89;Niet-financiële activa;Overheid;1997;315161.0;9765.0;2396.0;20.0;5.0;327347;107.3
90;Niet-financiële activa;Overheid;1998;327347.0;-4257.0;2352.0;-1805.0;5.0;323642;107.5
91;Niet-financiële activa;Overheid;1999;323642.0;-8592.0;3450.0;-1298.0;4.0;317206;108.2
92;Niet-financiële activa;Overheid;2000;317206.0;52796.0;4022.0;-2698.0;-2.0;371324;108.6
93;Niet-financiële activa;Overheid;2001;371324.0;67915.0;4984.0;-2897.0;-2.0;441324;109.1
94;Niet-financiële activa;Overheid;2002;441324.0;-8582.0;6908.0;-3477.0;0.0;436173;110.0
95;Niet-financiële activa;Overheid;2003;436173.0;13052.0;6735.0;-4507.0;1.0;451454;110.5
96;Niet-financiële activa;Overheid;2004;451454.0;587.0;4727.0;-3327.0;0.0;453441;110.9
97;Niet-financiële activa;Overheid;2005;453441.0;37437.0;4559.0;-5999.0;0.0;489438;110.5
98;Niet-financiële activa;Overheid;2006;489438.0;61790.0;6271.0;-8799.0;2.0;548702;110.0
99;Niet-financiële activa;Overheid;2007;548702.0;7657.0;5714.0;-5759.0;-3.0;556311;110.0
100;Niet-financiële activa;Overheid;2008;556311.0;65329.0;7005.0;-4226.0;0.0;624419;110.5
101;Niet-financiële activa;Overheid;2009;624419.0;-55176.0;7817.0;5401.0;-3.0;582458;113.1
102;Niet-financiële activa;Overheid;2010;582458.0;-1221.0;6700.0;-10413.0;-2.0;577522;112.4
103;Niet-financiële activa;Overheid;2011;577522.0;37577.0;6467.0;-10873.0;-3.0;610690;111.5
104;Niet-financiële activa;Overheid;2012;610690.0;38190.0;3962.0;-14363.0;0.0;638479;109.8
105;Niet-financiële activa;Overheid;2013;638479.0;-7161.0;2217.0;-13127.0;1.0;620409;107.9
106;Niet-financiële activa;Overheid;2014;620409.0;-15982.0;1170.0;-18098.0;2.0;587501;104.8
107;Niet-financiële activa;Overheid;2015;587501.0;-21355.0;1999.0;122.0;-1.0;568266;105.2
108;Niet-financiële activa;Overheid;2016;568266.0;-70610.0;1684.0;-4393.0;2.0;494949;104.7
109;Niet-financiële activa;Overheid;2017;494949.0;18825.0;1651.0;-32138.0;3.0;483290;98.5
110;Niet-financiële activa;Overheid;2018;483290.0;16771.0;1989.0;-2485.0;-2.0;499563;98.4
111;Niet-financiële activa;Overheid;2019;499563.0;4031.0;3232.0;-3230.0;-3.0;503593;98.4
112;Niet-financiële activa;Overheid;2020;503593.0;-1579.0;4558.0;64.0;3.0;506639;99.3
113;Niet-financiële activa;Overheid;2021;506639.0;37894.0;3960.0;100.0;4.0;548597;100.0
114;Niet-financiële activa;Overheid;2022;548597.0;146869.0;4080.0;-39244.0;-4.0;660298;94.9
115;Niet-financiële activa;Overheid;2023;660298.0;-12101.0;2912.0;-11479.0;1.0;639631;93.7
116;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;1995;;;;;;492176;
117;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;1996;492176.0;47547.0;10759.0;1376.0;1.0;551859;67.1
118;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;1997;551859.0;57895.0;13546.0;2077.0;-1.0;625376;68.8
119;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;1998;625376.0;59194.0;14121.0;5409.0;1.0;704101;70.7
120;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;1999;704101.0;103388.0;16326.0;5693.0;0.0;829508;72.7
121;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2000;829508.0;135460.0;16799.0;4884.0;0.0;986651;74.3
122;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2001;986651.0;97845.0;17746.0;4523.0;1.0;1106766;75.8
123;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2002;1106766.0;58932.0;16759.0;5782.0;3.0;1188242;77.3
124;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2003;1188242.0;34368.0;15899.0;7177.0;2.0;1245688;78.7
125;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2004;1245688.0;42396.0;18061.0;5844.0;3.0;1311992;80.2
126;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2005;1311992.0;46491.0;20624.0;4022.0;4.0;1383133;81.7
127;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2006;1383133.0;58066.0;21425.0;5826.0;0.0;1468450;83.2
128;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2007;1468450.0;65708.0;25745.0;7381.0;0.0;1567284;85.0
129;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2008;1567284.0;55972.0;23418.0;5349.0;0.0;1652023;86.5
130;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2009;1652023.0;-37901.0;14784.0;4840.0;-1.0;1633745;87.6
131;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2010;1633745.0;-24247.0;10848.0;4755.0;0.0;1625101;88.4
132;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2011;1625101.0;-38719.0;8599.0;5866.0;0.0;1600847;89.2
133;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2012;1600847.0;-87056.0;4337.0;4372.0;1.0;1522501;89.7
134;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2013;1522501.0;-78363.0;1295.0;6150.0;-1.0;1451582;90.2
135;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2014;1451582.0;16293.0;5663.0;6899.0;2.0;1480439;91.0
136;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2015;1480439.0;43761.0;9705.0;4744.0;1.0;1538650;91.8
137;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2016;1538650.0;75263.0;13280.0;4023.0;0.0;1631216;92.8
138;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2017;1631216.0;115293.0;18100.0;4945.0;0.0;1769554;94.0
139;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2018;1769554.0;149098.0;22750.0;6748.0;1.0;1948151;95.5
140;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2019;1948151.0;119320.0;26757.0;8512.0;-1.0;2102739;97.1
141;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2020;2102739.0;150786.0;26922.0;9243.0;0.0;2289690;98.7
142;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2021;2289690.0;308961.0;26852.0;8332.0;-2.0;2633833;100.0
143;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2022;2633833.0;331104.0;31265.0;11146.0;1.0;3007349;101.4
144;Niet-financiële activa;Huishoudens incl. IZW's t.b.v. huish.;2023;3007349.0;-65567.0;31585.0;13533.0;2.0;2986902;103.0
145;Niet-financiële activa;Huishoudens;1995;;;;;;490831;
146;Niet-financiële activa;Huishoudens;1996;490831.0;47521.0;10750.0;1375.0;1.0;550478;67.0
147;Niet-financiële activa;Huishoudens;1997;550478.0;57856.0;13544.0;2076.0;-1.0;623953;68.7
148;Niet-financiële activa;Huishoudens;1998;623953.0;59164.0;14118.0;5408.0;1.0;702644;70.7
149;Niet-financiële activa;Huishoudens;1999;702644.0;103332.0;16315.0;5632.0;2.0;827925;72.6
150;Niet-financiële activa;Huishoudens;2000;827925.0;135391.0;16798.0;4881.0;-1.0;984994;74.2
151;Niet-financiële activa;Huishoudens;2001;984994.0;97796.0;17739.0;4521.0;0.0;1105050;75.8
152;Niet-financiële activa;Huishoudens;2002;1105050.0;58884.0;16754.0;5780.0;3.0;1186471;77.2
153;Niet-financiële activa;Huishoudens;2003;1186471.0;34359.0;15916.0;7175.0;2.0;1243923;78.7
154;Niet-financiële activa;Huishoudens;2004;1243923.0;42386.0;18079.0;5843.0;3.0;1310234;80.2
155;Niet-financiële activa;Huishoudens;2005;1310234.0;46456.0;20643.0;4022.0;4.0;1381359;81.6
156;Niet-financiële activa;Huishoudens;2006;1381359.0;58049.0;21438.0;5825.0;0.0;1466671;83.2
157;Niet-financiële activa;Huishoudens;2007;1466671.0;65628.0;25752.0;7380.0;-3.0;1565428;85.0
158;Niet-financiële activa;Huishoudens;2008;1565428.0;55960.0;23430.0;5347.0;0.0;1650165;86.5
159;Niet-financiële activa;Huishoudens;2009;1650165.0;-37910.0;14815.0;4839.0;0.0;1631909;87.5
160;Niet-financiële activa;Huishoudens;2010;1631909.0;-24261.0;10876.0;4754.0;0.0;1623278;88.4
161;Niet-financiële activa;Huishoudens;2011;1623278.0;-38718.0;8629.0;5865.0;0.0;1599054;89.2
162;Niet-financiële activa;Huishoudens;2012;1599054.0;-87052.0;4347.0;4372.0;-1.0;1520720;89.7
163;Niet-financiële activa;Huishoudens;2013;1520720.0;-78361.0;1322.0;6151.0;0.0;1449832;90.2
164;Niet-financiële activa;Huishoudens;2014;1449832.0;16294.0;5678.0;6899.0;2.0;1478705;90.9
165;Niet-financiële activa;Huishoudens;2015;1478705.0;43758.0;9732.0;4744.0;0.0;1536939;91.8
166;Niet-financiële activa;Huishoudens;2016;1536939.0;75256.0;13345.0;4023.0;0.0;1629563;92.8
167;Niet-financiële activa;Huishoudens;2017;1629563.0;115277.0;18136.0;4945.0;1.0;1767922;94.0
168;Niet-financiële activa;Huishoudens;2018;1767922.0;149071.0;22798.0;6746.0;1.0;1946538;95.5
169;Niet-financiële activa;Huishoudens;2019;1946538.0;119297.0;26791.0;8509.0;1.0;2101136;97.1
170;Niet-financiële activa;Huishoudens;2020;2101136.0;150768.0;26869.0;9239.0;-2.0;2288010;98.7
171;Niet-financiële activa;Huishoudens;2021;2288010.0;308927.0;26954.0;8324.0;-1.0;2632214;100.0
172;Niet-financiële activa;Huishoudens;2022;2632214.0;331047.0;31224.0;11141.0;1.0;3005627;101.4
173;Niet-financiële activa;Huishoudens;2023;3005627.0;-65611.0;31558.0;13528.0;1.0;2985103;103.0
174;Niet-financiële activa;IZW's t.b.v. huishoudens;1995;;;;;;1345;
175;Niet-financiële activa;IZW's t.b.v. huishoudens;1996;1345.0;27.0;9.0;0.0;0.0;1381;122.5
176;Niet-financiële activa;IZW's t.b.v. huishoudens;1997;1381.0;40.0;2.0;1.0;0.0;1424;122.8
177;Niet-financiële activa;IZW's t.b.v. huishoudens;1998;1424.0;28.0;3.0;1.0;-1.0;1455;123.0
178;Niet-financiële activa;IZW's t.b.v. huishoudens;1999;1455.0;55.0;11.0;61.0;0.0;1582;128.9
179;Niet-financiële activa;IZW's t.b.v. huishoudens;2000;1582.0;70.0;2.0;2.0;0.0;1656;129.2
180;Niet-financiële activa;IZW's t.b.v. huishoudens;2001;1656.0;49.0;7.0;2.0;2.0;1716;130.0
181;Niet-financiële activa;IZW's t.b.v. huishoudens;2002;1716.0;48.0;6.0;2.0;-1.0;1771;130.5
182;Niet-financiële activa;IZW's t.b.v. huishoudens;2003;1771.0;9.0;-16.0;1.0;0.0;1765;129.4
183;Niet-financiële activa;IZW's t.b.v. huishoudens;2004;1765.0;10.0;-19.0;1.0;1.0;1758;128.2
184;Niet-financiële activa;IZW's t.b.v. huishoudens;2005;1758.0;35.0;-19.0;1.0;0.0;1775;126.9
185;Niet-financiële activa;IZW's t.b.v. huishoudens;2006;1775.0;18.0;-12.0;1.0;-1.0;1781;126.1
186;Niet-financiële activa;IZW's t.b.v. huishoudens;2007;1781.0;79.0;-5.0;1.0;-1.0;1855;125.7
187;Niet-financiële activa;IZW's t.b.v. huishoudens;2008;1855.0;12.0;-11.0;2.0;0.0;1858;125.1
188;Niet-financiële activa;IZW's t.b.v. huishoudens;2009;1858.0;9.0;-32.0;1.0;1.0;1837;123.1
189;Niet-financiële activa;IZW's t.b.v. huishoudens;2010;1837.0;14.0;-28.0;0.0;0.0;1823;121.2
190;Niet-financiële activa;IZW's t.b.v. huishoudens;2011;1823.0;0.0;-29.0;1.0;0.0;1795;119.4
191;Niet-financiële activa;IZW's t.b.v. huishoudens;2012;1795.0;-4.0;-10.0;0.0;0.0;1781;118.7
192;Niet-financiële activa;IZW's t.b.v. huishoudens;2013;1781.0;-2.0;-28.0;0.0;-2.0;1749;116.7
193;Niet-financiële activa;IZW's t.b.v. huishoudens;2014;1749.0;-2.0;-14.0;0.0;1.0;1734;115.8
194;Niet-financiële activa;IZW's t.b.v. huishoudens;2015;1734.0;3.0;-26.0;0.0;-1.0;1710;114.0
195;Niet-financiële activa;IZW's t.b.v. huishoudens;2016;1710.0;6.0;-65.0;0.0;0.0;1651;109.7
196;Niet-financiële activa;IZW's t.b.v. huishoudens;2017;1651.0;16.0;-37.0;1.0;1.0;1632;107.4
197;Niet-financiële activa;IZW's t.b.v. huishoudens;2018;1632.0;26.0;-48.0;2.0;0.0;1612;104.4
198;Niet-financiële activa;IZW's t.b.v. huishoudens;2019;1612.0;25.0;-35.0;3.0;0.0;1605;102.4
199;Niet-financiële activa;IZW's t.b.v. huishoudens;2020;1605.0;18.0;53.0;3.0;-1.0;1678;105.9
200;Niet-financiële activa;IZW's t.b.v. huishoudens;2021;1678.0;36.0;-102.0;8.0;-1.0;1619;100.0
201;Niet-financiële activa;IZW's t.b.v. huishoudens;2022;1619.0;56.0;41.0;5.0;1.0;1722;102.8
202;Niet-financiële activa;IZW's t.b.v. huishoudens;2023;1722.0;45.0;29.0;5.0;-1.0;1800;104.7
203;AN11 Vaste activa;Totaal alle sectoren;1995;961421.0;32796.0;16168.0;-550.0;0.0;1009835;66.6
204;AN11 Vaste activa;Totaal alle sectoren;1996;1009835.0;24921.0;19699.0;-465.0;-1.0;1053989;67.8
205;AN11 Vaste activa;Totaal alle sectoren;1997;1053989.0;19491.0;23015.0;-611.0;-1.0;1095883;69.2
206;AN11 Vaste activa;Totaal alle sectoren;1998;1095883.0;24066.0;26260.0;-170.0;0.0;1146039;70.8
207;AN11 Vaste activa;Totaal alle sectoren;1999;1146039.0;32246.0;32424.0;-257.0;0.0;1210452;72.8
208;AN11 Vaste activa;Totaal alle sectoren;2000;1210452.0;55834.0;32769.0;-215.0;0.0;1298840;74.6
209;AN11 Vaste activa;Totaal alle sectoren;2001;1298840.0;64924.0;32123.0;-240.0;0.0;1395647;76.4
210;AN11 Vaste activa;Totaal alle sectoren;2002;1395647.0;64723.0;26218.0;-135.0;0.0;1486453;77.7
211;AN11 Vaste activa;Totaal alle sectoren;2003;1486453.0;45594.0;22802.0;-131.0;-1.0;1554717;78.9
212;AN11 Vaste activa;Totaal alle sectoren;2004;1554717.0;31623.0;21444.0;-174.0;1.0;1607611;80.0
213;AN11 Vaste activa;Totaal alle sectoren;2005;1607611.0;31645.0;23511.0;-173.0;0.0;1662594;81.1
214;AN11 Vaste activa;Totaal alle sectoren;2006;1662594.0;50478.0;30068.0;-155.0;0.0;1742985;82.5
215;AN11 Vaste activa;Totaal alle sectoren;2007;1742985.0;37429.0;46384.0;-182.0;-1.0;1826615;84.6
216;AN11 Vaste activa;Totaal alle sectoren;2008;1826615.0;55890.0;39963.0;-150.0;0.0;1922318;86.4
217;AN11 Vaste activa;Totaal alle sectoren;2009;1922318.0;48256.0;26118.0;-209.0;-1.0;1996482;87.6
218;AN11 Vaste activa;Totaal alle sectoren;2010;1996482.0;31267.0;15436.0;-194.0;-1.0;2042990;88.2
219;AN11 Vaste activa;Totaal alle sectoren;2011;2042990.0;-19910.0;20864.0;-160.0;0.0;2043784;89.1
220;AN11 Vaste activa;Totaal alle sectoren;2012;2043784.0;-10235.0;11534.0;-159.0;0.0;2044924;89.6
221;AN11 Vaste activa;Totaal alle sectoren;2013;2044924.0;-2699.0;8354.0;-189.0;0.0;2050390;90.0
222;AN11 Vaste activa;Totaal alle sectoren;2014;2050390.0;-19673.0;4174.0;-186.0;1.0;2034706;90.2
223;AN11 Vaste activa;Totaal alle sectoren;2015;2034706.0;-23583.0;37291.0;-3298.0;0.0;2045116;91.7
224;AN11 Vaste activa;Totaal alle sectoren;2016;2045116.0;-2879.0;21547.0;-184.0;1.0;2063601;92.7
225;AN11 Vaste activa;Totaal alle sectoren;2017;2063601.0;13602.0;28145.0;-126.0;0.0;2105222;93.9
226;AN11 Vaste activa;Totaal alle sectoren;2018;2105222.0;65964.0;31498.0;-90.0;-1.0;2202593;95.3
227;AN11 Vaste activa;Totaal alle sectoren;2019;2202593.0;81021.0;42133.0;-109.0;0.0;2325638;97.0
228;AN11 Vaste activa;Totaal alle sectoren;2020;2325638.0;84915.0;36415.0;-219.0;1.0;2446750;98.5
229;AN11 Vaste activa;Totaal alle sectoren;2021;2446750.0;110042.0;39803.0;-157.0;0.0;2596438;100.0
230;AN11 Vaste activa;Totaal alle sectoren;2022;2596438.0;168601.0;46036.0;-167.0;0.0;2810908;101.7
231;AN11 Vaste activa;Totaal alle sectoren;2023;2810908.0;124400.0;47498.0;-173.0;0.0;2982633;103.3
232;AN11 Vaste activa;Niet-financiële vennootschappen;1995;397513.0;11362.0;4441.0;-235.0;6.0;413087;70.7
233;AN11 Vaste activa;Niet-financiële vennootschappen;1996;413087.0;7985.0;5858.0;-222.0;-7.0;426701;71.7
