ID;RegioS;Eigendom;Perioden;GemiddeldeWOZWaardeVanWoningen_1
209;Overijssel (PV);Huurwoning in bezit woningcorporatie;2024;221.0
210;Overijssel (PV);Eigendom overige verhuurders;2019;182.0
211;Overijssel (PV);Eigendom overige verhuurders;2020;190.0
212;Overijssel (PV);Eigendom overige verhuurders;2021;202.0
213;Overijssel (PV);Eigendom overige verhuurders;2022;222.0
214;Overijssel (PV);Eigendom overige verhuurders;2023;254.0
215;Overijssel (PV);Eigendom overige verhuurders;2024;266.0
216;Flevoland (PV);Totaal;2019;218.0
217;Flevoland (PV);Totaal;2020;241.0
218;Flevoland (PV);Totaal;2021;262.0
219;Flevoland (PV);Totaal;2022;292.0
220;Flevoland (PV);Totaal;2023;347.0
221;Flevoland (PV);Totaal;2024;362.0
222;Flevoland (PV);Koopwoningen;2019;248.0
223;Flevoland (PV);Koopwoningen;2020;274.0
224;Flevoland (PV);Koopwoningen;2021;297.0
225;Flevoland (PV);Koopwoningen;2022;332.0
226;Flevoland (PV);Koopwoningen;2023;395.0
227;Flevoland (PV);Koopwoningen;2024;412.0
228;Flevoland (PV);Huurwoning in bezit woningcorporatie;2019;148.0
229;Flevoland (PV);Huurwoning in bezit woningcorporatie;2020;165.0
230;Flevoland (PV);Huurwoning in bezit woningcorporatie;2021;181.0
231;Flevoland (PV);Huurwoning in bezit woningcorporatie;2022;201.0
232;Flevoland (PV);Huurwoning in bezit woningcorporatie;2023;243.0
233;Flevoland (PV);Huurwoning in bezit woningcorporatie;2024;254.0
234;Flevoland (PV);Eigendom overige verhuurders;2019;205.0
235;Flevoland (PV);Eigendom overige verhuurders;2020;223.0
236;Flevoland (PV);Eigendom overige verhuurders;2021;240.0
237;Flevoland (PV);Eigendom overige verhuurders;2022;264.0
238;Flevoland (PV);Eigendom overige verhuurders;2023;302.0
239;Flevoland (PV);Eigendom overige verhuurders;2024;310.0
240;Gelderland (PV);Totaal;2019;246.0
241;Gelderland (PV);Totaal;2020;263.0
242;Gelderland (PV);Totaal;2021;281.0
243;Gelderland (PV);Totaal;2022;310.0
244;Gelderland (PV);Totaal;2023;364.0
245;Gelderland (PV);Totaal;2024;380.0
246;Gelderland (PV);Koopwoningen;2019;294.0
247;Gelderland (PV);Koopwoningen;2020;314.0
248;Gelderland (PV);Koopwoningen;2021;335.0
249;Gelderland (PV);Koopwoningen;2022;371.0
250;Gelderland (PV);Koopwoningen;2023;434.0
251;Gelderland (PV);Koopwoningen;2024;453.0
252;Gelderland (PV);Huurwoning in bezit woningcorporatie;2019;155.0
253;Gelderland (PV);Huurwoning in bezit woningcorporatie;2020;166.0
254;Gelderland (PV);Huurwoning in bezit woningcorporatie;2021;177.0
255;Gelderland (PV);Huurwoning in bezit woningcorporatie;2022;197.0
256;Gelderland (PV);Huurwoning in bezit woningcorporatie;2023;236.0
257;Gelderland (PV);Huurwoning in bezit woningcorporatie;2024;246.0
258;Gelderland (PV);Eigendom overige verhuurders;2019;208.0
259;Gelderland (PV);Eigendom overige verhuurders;2020;220.0
260;Gelderland (PV);Eigendom overige verhuurders;2021;233.0
261;Gelderland (PV);Eigendom overige verhuurders;2022;252.0
262;Gelderland (PV);Eigendom overige verhuurders;2023;292.0
263;Gelderland (PV);Eigendom overige verhuurders;2024;303.0
264;Utrecht (PV);Totaal;2019;301.0
265;Utrecht (PV);Totaal;2020;326.0
266;Utrecht (PV);Totaal;2021;349.0
267;Utrecht (PV);Totaal;2022;382.0
268;Utrecht (PV);Totaal;2023;447.0
269;Utrecht (PV);Totaal;2024;450.0
270;Utrecht (PV);Koopwoningen;2019;361.0
271;Utrecht (PV);Koopwoningen;2020;390.0
272;Utrecht (PV);Koopwoningen;2021;417.0
273;Utrecht (PV);Koopwoningen;2022;457.0
274;Utrecht (PV);Koopwoningen;2023;535.0
275;Utrecht (PV);Koopwoningen;2024;540.0
276;Utrecht (PV);Huurwoning in bezit woningcorporatie;2019;191.0
277;Utrecht (PV);Huurwoning in bezit woningcorporatie;2020;211.0
278;Utrecht (PV);Huurwoning in bezit woningcorporatie;2021;230.0
279;Utrecht (PV);Huurwoning in bezit woningcorporatie;2022;256.0
280;Utrecht (PV);Huurwoning in bezit woningcorporatie;2023;302.0
281;Utrecht (PV);Huurwoning in bezit woningcorporatie;2024;302.0
282;Utrecht (PV);Eigendom overige verhuurders;2019;257.0
283;Utrecht (PV);Eigendom overige verhuurders;2020;278.0
284;Utrecht (PV);Eigendom overige verhuurders;2021;296.0
285;Utrecht (PV);Eigendom overige verhuurders;2022;314.0
286;Utrecht (PV);Eigendom overige verhuurders;2023;366.0
287;Utrecht (PV);Eigendom overige verhuurders;2024;366.0
288;Noord-Holland (PV);Totaal;2019;318.0
289;Noord-Holland (PV);Totaal;2020;350.0
290;Noord-Holland (PV);Totaal;2021;368.0
291;Noord-Holland (PV);Totaal;2022;394.0
292;Noord-Holland (PV);Totaal;2023;460.0
293;Noord-Holland (PV);Totaal;2024;461.0
294;Noord-Holland (PV);Koopwoningen;2019;374.0
295;Noord-Holland (PV);Koopwoningen;2020;410.0
296;Noord-Holland (PV);Koopwoningen;2021;435.0
297;Noord-Holland (PV);Koopwoningen;2022;471.0
298;Noord-Holland (PV);Koopwoningen;2023;547.0
299;Noord-Holland (PV);Koopwoningen;2024;553.0
300;Noord-Holland (PV);Huurwoning in bezit woningcorporatie;2019;224.0
301;Noord-Holland (PV);Huurwoning in bezit woningcorporatie;2020;250.0
302;Noord-Holland (PV);Huurwoning in bezit woningcorporatie;2021;260.0
303;Noord-Holland (PV);Huurwoning in bezit woningcorporatie;2022;276.0
304;Noord-Holland (PV);Huurwoning in bezit woningcorporatie;2023;330.0
305;Noord-Holland (PV);Huurwoning in bezit woningcorporatie;2024;328.0
306;Noord-Holland (PV);Eigendom overige verhuurders;2019;328.0
307;Noord-Holland (PV);Eigendom overige verhuurders;2020;358.0
308;Noord-Holland (PV);Eigendom overige verhuurders;2021;366.0
309;Noord-Holland (PV);Eigendom overige verhuurders;2022;380.0
310;Noord-Holland (PV);Eigendom overige verhuurders;2023;443.0
311;Noord-Holland (PV);Eigendom overige verhuurders;2024;434.0
312;Zuid-Holland (PV);Totaal;2019;236.0
313;Zuid-Holland (PV);Totaal;2020;261.0
314;Zuid-Holland (PV);Totaal;2021;282.0
315;Zuid-Holland (PV);Totaal;2022;311.0
316;Zuid-Holland (PV);Totaal;2023;359.0
317;Zuid-Holland (PV);Totaal;2024;373.0
318;Zuid-Holland (PV);Koopwoningen;2019;299.0
319;Zuid-Holland (PV);Koopwoningen;2020;328.0
320;Zuid-Holland (PV);Koopwoningen;2021;354.0
321;Zuid-Holland (PV);Koopwoningen;2022;388.0
322;Zuid-Holland (PV);Koopwoningen;2023;447.0
323;Zuid-Holland (PV);Koopwoningen;2024;464.0
324;Zuid-Holland (PV);Huurwoning in bezit woningcorporatie;2019;152.0
325;Zuid-Holland (PV);Huurwoning in bezit woningcorporatie;2020;171.0
326;Zuid-Holland (PV);Huurwoning in bezit woningcorporatie;2021;188.0
327;Zuid-Holland (PV);Huurwoning in bezit woningcorporatie;2022;210.0
328;Zuid-Holland (PV);Huurwoning in bezit woningcorporatie;2023;244.0
329;Zuid-Holland (PV);Huurwoning in bezit woningcorporatie;2024;255.0
330;Zuid-Holland (PV);Eigendom overige verhuurders;2019;198.0
331;Zuid-Holland (PV);Eigendom overige verhuurders;2020;221.0
332;Zuid-Holland (PV);Eigendom overige verhuurders;2021;240.0
333;Zuid-Holland (PV);Eigendom overige verhuurders;2022;263.0
334;Zuid-Holland (PV);Eigendom overige verhuurders;2023;301.0
335;Zuid-Holland (PV);Eigendom overige verhuurders;2024;310.0
336;Zeeland (PV);Totaal;2019;205.0
337;Zeeland (PV);Totaal;2020;215.0
338;Zeeland (PV);Totaal;2021;228.0
339;Zeeland (PV);Totaal;2022;248.0
340;Zeeland (PV);Totaal;2023;281.0
341;Zeeland (PV);Totaal;2024;304.0
342;Zeeland (PV);Koopwoningen;2019;237.0
343;Zeeland (PV);Koopwoningen;2020;249.0
344;Zeeland (PV);Koopwoningen;2021;264.0
345;Zeeland (PV);Koopwoningen;2022;287.0
346;Zeeland (PV);Koopwoningen;2023;326.0
347;Zeeland (PV);Koopwoningen;2024;352.0
348;Zeeland (PV);Huurwoning in bezit woningcorporatie;2019;123.0
349;Zeeland (PV);Huurwoning in bezit woningcorporatie;2020;128.0
350;Zeeland (PV);Huurwoning in bezit woningcorporatie;2021;137.0
351;Zeeland (PV);Huurwoning in bezit woningcorporatie;2022;149.0
352;Zeeland (PV);Huurwoning in bezit woningcorporatie;2023;169.0
353;Zeeland (PV);Huurwoning in bezit woningcorporatie;2024;183.0
354;Zeeland (PV);Eigendom overige verhuurders;2019;173.0
355;Zeeland (PV);Eigendom overige verhuurders;2020;180.0
356;Zeeland (PV);Eigendom overige verhuurders;2021;189.0
357;Zeeland (PV);Eigendom overige verhuurders;2022;205.0
358;Zeeland (PV);Eigendom overige verhuurders;2023;226.0
359;Zeeland (PV);Eigendom overige verhuurders;2024;243.0
360;Noord-Brabant (PV);Totaal;2019;260.0
361;Noord-Brabant (PV);Totaal;2020;278.0
362;Noord-Brabant (PV);Totaal;2021;295.0
363;Noord-Brabant (PV);Totaal;2022;323.0
364;Noord-Brabant (PV);Totaal;2023;370.0
365;Noord-Brabant (PV);Totaal;2024;384.0
366;Noord-Brabant (PV);Koopwoningen;2019;309.0
367;Noord-Brabant (PV);Koopwoningen;2020;330.0
368;Noord-Brabant (PV);Koopwoningen;2021;351.0
369;Noord-Brabant (PV);Koopwoningen;2022;385.0
370;Noord-Brabant (PV);Koopwoningen;2023;440.0
371;Noord-Brabant (PV);Koopwoningen;2024;458.0
372;Noord-Brabant (PV);Huurwoning in bezit woningcorporatie;2019;165.0
373;Noord-Brabant (PV);Huurwoning in bezit woningcorporatie;2020;177.0
374;Noord-Brabant (PV);Huurwoning in bezit woningcorporatie;2021;189.0
375;Noord-Brabant (PV);Huurwoning in bezit woningcorporatie;2022;208.0
376;Noord-Brabant (PV);Huurwoning in bezit woningcorporatie;2023;240.0
377;Noord-Brabant (PV);Huurwoning in bezit woningcorporatie;2024;249.0
378;Noord-Brabant (PV);Eigendom overige verhuurders;2019;221.0
379;Noord-Brabant (PV);Eigendom overige verhuurders;2020;234.0
380;Noord-Brabant (PV);Eigendom overige verhuurders;2021;247.0
381;Noord-Brabant (PV);Eigendom overige verhuurders;2022;266.0
382;Noord-Brabant (PV);Eigendom overige verhuurders;2023;302.0
383;Noord-Brabant (PV);Eigendom overige verhuurders;2024;310.0
384;Limburg (PV);Totaal;2019;203.0
385;Limburg (PV);Totaal;2020;218.0
386;Limburg (PV);Totaal;2021;231.0
387;Limburg (PV);Totaal;2022;246.0
388;Limburg (PV);Totaal;2023;288.0
389;Limburg (PV);Totaal;2024;290.0
390;Limburg (PV);Koopwoningen;2019;243.0
391;Limburg (PV);Koopwoningen;2020;261.0
392;Limburg (PV);Koopwoningen;2021;278.0
393;Limburg (PV);Koopwoningen;2022;295.0
394;Limburg (PV);Koopwoningen;2023;345.0
395;Limburg (PV);Koopwoningen;2024;349.0
396;Limburg (PV);Huurwoning in bezit woningcorporatie;2019;123.0
397;Limburg (PV);Huurwoning in bezit woningcorporatie;2020;132.0
398;Limburg (PV);Huurwoning in bezit woningcorporatie;2021;139.0
399;Limburg (PV);Huurwoning in bezit woningcorporatie;2022;153.0
400;Limburg (PV);Huurwoning in bezit woningcorporatie;2023;181.0
401;Limburg (PV);Huurwoning in bezit woningcorporatie;2024;183.0
402;Limburg (PV);Eigendom overige verhuurders;2019;173.0
403;Limburg (PV);Eigendom overige verhuurders;2020;184.0
404;Limburg (PV);Eigendom overige verhuurders;2021;190.0
405;Limburg (PV);Eigendom overige verhuurders;2022;203.0
406;Limburg (PV);Eigendom overige verhuurders;2023;232.0
407;Limburg (PV);Eigendom overige verhuurders;2024;231.0
408;Oost-Groningen (CR);Totaal;2019;157.0
409;Oost-Groningen (CR);Totaal;2020;166.0
410;Oost-Groningen (CR);Totaal;2021;180.0
411;Oost-Groningen (CR);Totaal;2022;203.0
412;Oost-Groningen (CR);Totaal;2023;240.0
413;Oost-Groningen (CR);Totaal;2024;255.0
414;Oost-Groningen (CR);Koopwoningen;2019;182.0
415;Oost-Groningen (CR);Koopwoningen;2020;194.0
416;Oost-Groningen (CR);Koopwoningen;2021;211.0
417;Oost-Groningen (CR);Koopwoningen;2022;238.0
418;Oost-Groningen (CR);Koopwoningen;2023;281.0
419;Oost-Groningen (CR);Koopwoningen;2024;299.0
420;Oost-Groningen (CR);Huurwoning in bezit woningcorporatie;2019;99.0
421;Oost-Groningen (CR);Huurwoning in bezit woningcorporatie;2020;104.0
422;Oost-Groningen (CR);Huurwoning in bezit woningcorporatie;2021;111.0
423;Oost-Groningen (CR);Huurwoning in bezit woningcorporatie;2022;126.0
424;Oost-Groningen (CR);Huurwoning in bezit woningcorporatie;2023;150.0
425;Oost-Groningen (CR);Huurwoning in bezit woningcorporatie;2024;159.0
426;Oost-Groningen (CR);Eigendom overige verhuurders;2019;142.0
427;Oost-Groningen (CR);Eigendom overige verhuurders;2020;147.0
428;Oost-Groningen (CR);Eigendom overige verhuurders;2021;156.0
429;Oost-Groningen (CR);Eigendom overige verhuurders;2022;171.0
430;Oost-Groningen (CR);Eigendom overige verhuurders;2023;195.0
431;Oost-Groningen (CR);Eigendom overige verhuurders;2024;205.0
432;Delfzijl en omgeving (CR);Totaal;2019;140.0
433;Delfzijl en omgeving (CR);Totaal;2020;150.0
434;Delfzijl en omgeving (CR);Totaal;2021;165.0
435;Delfzijl en omgeving (CR);Totaal;2022;182.0
436;Delfzijl en omgeving (CR);Totaal;2023;213.0
437;Delfzijl en omgeving (CR);Totaal;2024;228.0
438;Delfzijl en omgeving (CR);Koopwoningen;2019;167.0
439;Delfzijl en omgeving (CR);Koopwoningen;2020;178.0
440;Delfzijl en omgeving (CR);Koopwoningen;2021;197.0
441;Delfzijl en omgeving (CR);Koopwoningen;2022;218.0
442;Delfzijl en omgeving (CR);Koopwoningen;2023;254.0
443;Delfzijl en omgeving (CR);Koopwoningen;2024;272.0
444;Delfzijl en omgeving (CR);Huurwoning in bezit woningcorporatie;2019;98.0
445;Delfzijl en omgeving (CR);Huurwoning in bezit woningcorporatie;2020;104.0
446;Delfzijl en omgeving (CR);Huurwoning in bezit woningcorporatie;2021;115.0
447;Delfzijl en omgeving (CR);Huurwoning in bezit woningcorporatie;2022;129.0
448;Delfzijl en omgeving (CR);Huurwoning in bezit woningcorporatie;2023;157.0
449;Delfzijl en omgeving (CR);Huurwoning in bezit woningcorporatie;2024;170.0
450;Delfzijl en omgeving (CR);Eigendom overige verhuurders;2019;119.0
451;Delfzijl en omgeving (CR);Eigendom overige verhuurders;2020;126.0
452;Delfzijl en omgeving (CR);Eigendom overige verhuurders;2021;135.0
453;Delfzijl en omgeving (CR);Eigendom overige verhuurders;2022;140.0
454;Delfzijl en omgeving (CR);Eigendom overige verhuurders;2023;166.0
455;Delfzijl en omgeving (CR);Eigendom overige verhuurders;2024;166.0
456;Overig Groningen (CR);Totaal;2019;189.0
457;Overig Groningen (CR);Totaal;2020;202.0
458;Overig Groningen (CR);Totaal;2021;218.0
459;Overig Groningen (CR);Totaal;2022;242.0
460;Overig Groningen (CR);Totaal;2023;283.0
461;Overig Groningen (CR);Totaal;2024;293.0
