ID;Geslacht;Leeftijd;Operaties;Perioden;AantalOperaties_1;AantalOperatiesPer10000Inwoners_2;AantalOperaties_3;AantalOperatiesPer10000Inwoners_4;AantalOperaties_5;AantalOperatiesPer10000Inwoners_6
4268;Totaal mannen en vrouwen;80 jaar of ouder;42;2007;;;;;;
4269;Totaal mannen en vrouwen;80 jaar of ouder;42;2008;;;;;;
4270;Totaal mannen en vrouwen;80 jaar of ouder;42;2009;;;;;;
4271;Totaal mannen en vrouwen;80 jaar of ouder;42;2010;;;;;;
4272;Totaal mannen en vrouwen;80 jaar of ouder;43;1995;738.0;15.4;738.0;15.4;;
4273;Totaal mannen en vrouwen;80 jaar of ouder;43;1996;756.0;15.6;756.0;15.6;;
4274;Totaal mannen en vrouwen;80 jaar of ouder;43;1997;754.0;15.4;754.0;15.4;;
4275;Totaal mannen en vrouwen;80 jaar of ouder;43;1998;785.0;15.9;785.0;15.9;;
4276;Totaal mannen en vrouwen;80 jaar of ouder;43;1999;750.0;15.1;750.0;15.1;;
4277;Totaal mannen en vrouwen;80 jaar of ouder;43;2000;798.0;15.7;798.0;15.7;;
4278;Totaal mannen en vrouwen;80 jaar of ouder;43;2001;866.0;16.5;866.0;16.5;;
4279;Totaal mannen en vrouwen;80 jaar of ouder;43;2002;892.0;16.6;892.0;16.6;;
4280;Totaal mannen en vrouwen;80 jaar of ouder;43;2003;895.0;16.2;895.0;16.2;;
4281;Totaal mannen en vrouwen;80 jaar of ouder;43;2004;947.0;16.7;947.0;16.7;;
4282;Totaal mannen en vrouwen;80 jaar of ouder;43;2005;904.0;15.6;904.0;15.6;;
4283;Totaal mannen en vrouwen;80 jaar of ouder;43;2006;885.0;14.9;885.0;14.9;;
4284;Totaal mannen en vrouwen;80 jaar of ouder;43;2007;854.0;14.0;854.0;14.0;;
4285;Totaal mannen en vrouwen;80 jaar of ouder;43;2008;895.0;14.4;895.0;14.4;;
4286;Totaal mannen en vrouwen;80 jaar of ouder;43;2009;881.0;13.8;881.0;13.8;;
4287;Totaal mannen en vrouwen;80 jaar of ouder;43;2010;900.0;13.7;900.0;13.7;;
4288;Totaal mannen en vrouwen;80 jaar of ouder;44;1995;313.0;6.5;302.0;6.3;11.0;0.2
4289;Totaal mannen en vrouwen;80 jaar of ouder;44;1996;296.0;6.1;282.0;5.8;14.0;0.3
4290;Totaal mannen en vrouwen;80 jaar of ouder;44;1997;320.0;6.5;297.0;6.1;23.0;0.5
4291;Totaal mannen en vrouwen;80 jaar of ouder;44;1998;347.0;7.0;312.0;6.3;35.0;0.7
4292;Totaal mannen en vrouwen;80 jaar of ouder;44;1999;344.0;6.9;313.0;6.3;31.0;0.6
4293;Totaal mannen en vrouwen;80 jaar of ouder;44;2000;353.0;6.9;325.0;6.4;29.0;0.6
4294;Totaal mannen en vrouwen;80 jaar of ouder;44;2001;366.0;7.0;297.0;5.7;69.0;1.3
4295;Totaal mannen en vrouwen;80 jaar of ouder;44;2002;363.0;6.7;319.0;5.9;44.0;0.8
4296;Totaal mannen en vrouwen;80 jaar of ouder;44;2003;343.0;6.2;308.0;5.6;35.0;0.6
4297;Totaal mannen en vrouwen;80 jaar of ouder;44;2004;367.0;6.5;319.0;5.6;48.0;0.8
4298;Totaal mannen en vrouwen;80 jaar of ouder;44;2005;379.0;6.5;338.0;5.8;41.0;0.7
4299;Totaal mannen en vrouwen;80 jaar of ouder;44;2006;333.0;5.6;292.0;4.9;41.0;0.7
4300;Totaal mannen en vrouwen;80 jaar of ouder;44;2007;383.0;6.3;322.0;5.3;61.0;1.0
4301;Totaal mannen en vrouwen;80 jaar of ouder;44;2008;356.0;5.7;286.0;4.6;70.0;1.1
4302;Totaal mannen en vrouwen;80 jaar of ouder;44;2009;319.0;5.0;268.0;4.2;51.0;0.8
4303;Totaal mannen en vrouwen;80 jaar of ouder;44;2010;341.0;5.2;290.0;4.4;51.0;0.8
4304;Totaal mannen en vrouwen;80 jaar of ouder;45;1995;68.0;1.4;62.0;1.3;;
4305;Totaal mannen en vrouwen;80 jaar of ouder;45;1996;70.0;1.4;59.0;1.2;11.0;0.2
4306;Totaal mannen en vrouwen;80 jaar of ouder;45;1997;82.0;1.7;71.0;1.4;11.0;0.2
4307;Totaal mannen en vrouwen;80 jaar of ouder;45;1998;76.0;1.5;69.0;1.4;;
4308;Totaal mannen en vrouwen;80 jaar of ouder;45;1999;81.0;1.6;63.0;1.3;18.0;0.4
4309;Totaal mannen en vrouwen;80 jaar of ouder;45;2000;86.0;1.7;68.0;1.3;18.0;0.4
4310;Totaal mannen en vrouwen;80 jaar of ouder;45;2001;84.0;1.6;63.0;1.2;21.0;0.4
4311;Totaal mannen en vrouwen;80 jaar of ouder;45;2002;118.0;2.2;83.0;1.5;35.0;0.7
4312;Totaal mannen en vrouwen;80 jaar of ouder;45;2003;137.0;2.5;77.0;1.4;60.0;1.1
4313;Totaal mannen en vrouwen;80 jaar of ouder;45;2004;136.0;2.4;79.0;1.4;57.0;1.0
4314;Totaal mannen en vrouwen;80 jaar of ouder;45;2005;157.0;2.7;84.0;1.4;73.0;1.3
4315;Totaal mannen en vrouwen;80 jaar of ouder;45;2006;171.0;2.9;89.0;1.5;82.0;1.4
4316;Totaal mannen en vrouwen;80 jaar of ouder;45;2007;229.0;3.8;86.0;1.4;143.0;2.4
4317;Totaal mannen en vrouwen;80 jaar of ouder;45;2008;318.0;5.1;99.0;1.6;219.0;3.5
4318;Totaal mannen en vrouwen;80 jaar of ouder;45;2009;283.0;4.4;69.0;1.1;214.0;3.4
4319;Totaal mannen en vrouwen;80 jaar of ouder;45;2010;331.0;5.0;66.0;1.0;265.0;4.0
4320;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;1995;1087262.0;682.6;708177.0;444.6;379084.0;238.0
4321;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;1996;1088864.0;683.6;689655.0;433.0;399209.0;250.6
4322;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;1997;1077747.0;676.6;667431.0;419.0;410315.0;257.6
4323;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;1998;1075879.0;675.5;641107.0;402.5;434772.0;273.0
4324;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;1999;1066967.0;669.9;621156.0;390.0;445810.0;279.9
4325;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2000;1052667.0;660.9;599593.0;376.4;453074.0;284.5
4326;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2001;1070144.0;671.9;591771.0;371.5;478372.0;300.3
4327;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2002;1114672.0;699.8;600387.0;376.9;514285.0;322.9
4328;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2003;1156702.0;726.2;609655.0;382.8;547047.0;343.5
4329;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2004;1210204.0;759.8;627593.0;394.0;582611.0;365.8
4330;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2005;1209385.0;759.3;617348.0;387.6;592038.0;371.7
4331;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2006;1229710.0;772.0;621237.0;390.0;608473.0;382.0
4332;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2007;1246412.0;782.5;617752.0;387.8;628660.0;394.7
4333;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2008;1278045.0;802.4;621620.0;390.3;656424.0;412.1
4334;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2009;1288452.0;808.9;625908.0;393.0;662544.0;416.0
4335;Totaal mannen en vrouwen;Gestandaardiseerd totaal;1;2010;1310249.0;822.6;631882.0;396.7;678367.0;425.9
4336;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;1995;11402.0;7.2;11402.0;7.2;;
4337;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;1996;11809.0;7.4;11809.0;7.4;;
4338;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;1997;11633.0;7.3;11633.0;7.3;;
4339;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;1998;11626.0;7.3;11626.0;7.3;;
4340;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;1999;11721.0;7.4;11721.0;7.4;;
4341;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2000;11612.0;7.3;11612.0;7.3;;
4342;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2001;11414.0;7.2;11414.0;7.2;;
4343;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2002;11539.0;7.2;11539.0;7.2;;
4344;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2003;11982.0;7.5;11982.0;7.5;;
4345;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2004;12213.0;7.7;12213.0;7.7;;
4346;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2005;12050.0;7.6;12050.0;7.6;;
4347;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2006;12239.0;7.7;12239.0;7.7;;
4348;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2007;12330.0;7.7;12330.0;7.7;;
4349;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2008;12105.0;7.6;12105.0;7.6;;
4350;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2009;11544.0;7.2;11544.0;7.2;;
4351;Totaal mannen en vrouwen;Gestandaardiseerd totaal;2;2010;11804.0;7.4;11804.0;7.4;;
4352;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;1995;43.0;0.0;43.0;0.0;;
4353;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;1996;39.0;0.0;39.0;0.0;;
4354;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;1997;34.0;0.0;34.0;0.0;;
4355;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;1998;51.0;0.0;51.0;0.0;;
4356;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;1999;64.0;0.0;64.0;0.0;;
4357;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2000;79.0;0.0;79.0;0.0;;
4358;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2001;75.0;0.0;75.0;0.0;;
4359;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2002;96.0;0.1;96.0;0.1;;
4360;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2003;191.0;0.1;191.0;0.1;;
4361;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2004;315.0;0.2;315.0;0.2;;
4362;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2005;739.0;0.5;739.0;0.5;;
4363;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2006;1026.0;0.6;1026.0;0.6;;
4364;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2007;1180.0;0.7;1180.0;0.7;;
4365;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2008;1221.0;0.8;1221.0;0.8;;
4366;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2009;1609.0;1.0;1609.0;1.0;;
4367;Totaal mannen en vrouwen;Gestandaardiseerd totaal;3;2010;2068.0;1.3;2068.0;1.3;;
4368;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;1995;11359.0;7.1;11359.0;7.1;;
4369;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;1996;11770.0;7.4;11770.0;7.4;;
4370;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;1997;11599.0;7.3;11599.0;7.3;;
4371;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;1998;11575.0;7.3;11575.0;7.3;;
4372;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;1999;11657.0;7.3;11657.0;7.3;;
4373;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2000;11533.0;7.2;11533.0;7.2;;
4374;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2001;11339.0;7.1;11339.0;7.1;;
4375;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2002;11443.0;7.2;11443.0;7.2;;
4376;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2003;11791.0;7.4;11791.0;7.4;;
4377;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2004;11898.0;7.5;11898.0;7.5;;
4378;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2005;11311.0;7.1;11311.0;7.1;;
4379;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2006;11214.0;7.0;11214.0;7.0;;
4380;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2007;11149.0;7.0;11149.0;7.0;;
4381;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2008;10884.0;6.8;10884.0;6.8;;
4382;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2009;9935.0;6.2;9935.0;6.2;;
4383;Totaal mannen en vrouwen;Gestandaardiseerd totaal;4;2010;9736.0;6.1;9736.0;6.1;;
4384;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;1995;14753.0;9.3;14732.0;9.2;21.0;0.0
4385;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;1996;14877.0;9.3;14860.0;9.3;17.0;0.0
4386;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;1997;15056.0;9.5;15039.0;9.4;17.0;0.0
4387;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;1998;14875.0;9.3;14863.0;9.3;12.0;0.0
4388;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;1999;14980.0;9.4;14972.0;9.4;;
4389;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2000;14990.0;9.4;14977.0;9.4;13.0;0.0
4390;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2001;14888.0;9.3;14880.0;9.3;;
4391;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2002;14766.0;9.3;14755.0;9.3;11.0;0.0
4392;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2003;14811.0;9.3;14798.0;9.3;13.0;0.0
4393;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2004;14718.0;9.2;14705.0;9.2;13.0;0.0
4394;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2005;14914.0;9.4;14900.0;9.4;14.0;0.0
4395;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2006;15107.0;9.5;15085.0;9.5;22.0;0.0
4396;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2007;14899.0;9.4;14878.0;9.3;21.0;0.0
4397;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2008;15279.0;9.6;15251.0;9.6;28.0;0.0
4398;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2009;16112.0;10.1;16079.0;10.1;33.0;0.0
4399;Totaal mannen en vrouwen;Gestandaardiseerd totaal;5;2010;15394.0;9.7;15362.0;9.6;32.0;0.0
4400;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;1995;779.0;0.5;758.0;0.5;21.0;0.0
4401;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;1996;760.0;0.5;742.0;0.5;17.0;0.0
4402;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;1997;724.0;0.5;707.0;0.4;17.0;0.0
4403;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;1998;814.0;0.5;802.0;0.5;12.0;0.0
4404;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;1999;982.0;0.6;975.0;0.6;;
4405;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2000;1052.0;0.7;1039.0;0.7;13.0;0.0
4406;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2001;1312.0;0.8;1304.0;0.8;;
4407;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2002;1629.0;1.0;1618.0;1.0;11.0;0.0
4408;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2003;2071.0;1.3;2058.0;1.3;13.0;0.0
4409;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2004;2539.0;1.6;2527.0;1.6;13.0;0.0
4410;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2005;3277.0;2.1;3263.0;2.0;14.0;0.0
4411;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2006;4322.0;2.7;4300.0;2.7;22.0;0.0
4412;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2007;5021.0;3.2;5000.0;3.1;21.0;0.0
4413;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2008;5983.0;3.8;5961.0;3.7;22.0;0.0
4414;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2009;7193.0;4.5;7164.0;4.5;29.0;0.0
4415;Totaal mannen en vrouwen;Gestandaardiseerd totaal;6;2010;7538.0;4.7;7509.0;4.7;28.0;0.0
4416;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;1995;13974.0;8.8;13974.0;8.8;;
4417;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;1996;14117.0;8.9;14118.0;8.9;;
4418;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;1997;14332.0;9.0;14332.0;9.0;;
4419;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;1998;14062.0;8.8;14062.0;8.8;;
4420;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;1999;13997.0;8.8;13997.0;8.8;;
4421;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2000;13938.0;8.8;13938.0;8.8;;
4422;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2001;13576.0;8.5;13576.0;8.5;;
4423;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2002;13136.0;8.2;13136.0;8.2;;
4424;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2003;12740.0;8.0;12740.0;8.0;;
4425;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2004;12179.0;7.6;12179.0;7.6;;
4426;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2005;11637.0;7.3;11637.0;7.3;;
4427;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2006;10785.0;6.8;10784.0;6.8;;
4428;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2007;9879.0;6.2;9879.0;6.2;;
4429;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2008;9295.0;5.8;9290.0;5.8;;
4430;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2009;8920.0;5.6;8915.0;5.6;;
4431;Totaal mannen en vrouwen;Gestandaardiseerd totaal;7;2010;7856.0;4.9;7856.0;4.9;;
4432;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;1995;17904.0;11.2;17901.0;11.2;;
4433;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;1996;17778.0;11.2;17739.0;11.1;39.0;0.0
4434;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;1997;17667.0;11.1;17609.0;11.1;58.0;0.0
4435;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;1998;17521.0;11.0;17420.0;10.9;101.0;0.1
4436;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;1999;17472.0;11.0;17313.0;10.9;159.0;0.1
4437;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2000;17771.0;11.2;17548.0;11.0;223.0;0.1
4438;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2001;17695.0;11.1;17379.0;10.9;316.0;0.2
4439;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2002;19076.0;12.0;18776.0;11.8;300.0;0.2
4440;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2003;20179.0;12.7;19784.0;12.4;394.0;0.2
4441;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2004;21120.0;13.3;20632.0;13.0;487.0;0.3
4442;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2005;21492.0;13.5;20864.0;13.1;628.0;0.4
4443;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2006;22341.0;14.0;21588.0;13.6;753.0;0.5
4444;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2007;23212.0;14.6;22388.0;14.1;824.0;0.5
4445;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2008;22828.0;14.3;21838.0;13.7;989.0;0.6
4446;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2009;23184.0;14.6;22070.0;13.9;1115.0;0.7
4447;Totaal mannen en vrouwen;Gestandaardiseerd totaal;8;2010;23401.0;14.7;22094.0;13.9;1307.0;0.8
4448;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;1995;11154.0;7.0;11151.0;7.0;;
4449;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;1996;11546.0;7.2;11507.0;7.2;39.0;0.0
4450;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;1997;11685.0;7.3;11628.0;7.3;58.0;0.0
4451;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;1998;12145.0;7.6;12044.0;7.6;101.0;0.1
4452;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;1999;12558.0;7.9;12399.0;7.8;159.0;0.1
4453;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2000;13270.0;8.3;13047.0;8.2;223.0;0.1
4454;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2001;13384.0;8.4;13068.0;8.2;316.0;0.2
4455;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2002;14928.0;9.4;14627.0;9.2;300.0;0.2
4456;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2003;16293.0;10.2;15898.0;10.0;394.0;0.2
4457;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2004;17282.0;10.9;16795.0;10.5;487.0;0.3
4458;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2005;18024.0;11.3;17396.0;10.9;628.0;0.4
4459;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2006;19322.0;12.1;18569.0;11.7;753.0;0.5
4460;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2007;20245.0;12.7;19421.0;12.2;824.0;0.5
4461;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2008;20022.0;12.6;19036.0;12.0;987.0;0.6
4462;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2009;20663.0;13.0;19551.0;12.3;1112.0;0.7
4463;Totaal mannen en vrouwen;Gestandaardiseerd totaal;9;2010;21362.0;13.4;20060.0;12.6;1302.0;0.8
4464;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;1995;6750.0;4.2;6750.0;4.2;;
4465;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;1996;6232.0;3.9;6232.0;3.9;;
4466;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;1997;5981.0;3.8;5981.0;3.8;;
4467;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;1998;5375.0;3.4;5375.0;3.4;;
4468;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;1999;4914.0;3.1;4914.0;3.1;;
4469;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2000;4501.0;2.8;4501.0;2.8;;
4470;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2001;4311.0;2.7;4311.0;2.7;;
4471;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2002;4149.0;2.6;4149.0;2.6;;
4472;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2003;3886.0;2.4;3886.0;2.4;;
4473;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2004;3838.0;2.4;3838.0;2.4;;
4474;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2005;3468.0;2.2;3468.0;2.2;;
4475;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2006;3019.0;1.9;3019.0;1.9;;
4476;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2007;2967.0;1.9;2967.0;1.9;;
4477;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2008;2805.0;1.8;2803.0;1.8;;
4478;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2009;2522.0;1.6;2519.0;1.6;;
4479;Totaal mannen en vrouwen;Gestandaardiseerd totaal;10;2010;2038.0;1.3;2038.0;1.3;;
4480;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;1995;30771.0;19.3;24307.0;15.3;6464.0;4.1
4481;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;1996;29736.0;18.7;23035.0;14.5;6702.0;4.2
4482;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;1997;29726.0;18.7;22336.0;14.0;7390.0;4.6
4483;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;1998;28900.0;18.1;21118.0;13.3;7782.0;4.9
4484;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;1999;28039.0;17.6;19664.0;12.3;8375.0;5.3
4485;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2000;27310.0;17.1;17995.0;11.3;9315.0;5.8
4486;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2001;26861.0;16.9;16801.0;10.5;10059.0;6.3
4487;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2002;27642.0;17.4;16529.0;10.4;11113.0;7.0
4488;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2003;27847.0;17.5;16200.0;10.2;11647.0;7.3
4489;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2004;27805.0;17.5;15330.0;9.6;12475.0;7.8
4490;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2005;27643.0;17.4;12874.0;8.1;14770.0;9.3
4491;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2006;27022.0;17.0;10872.0;6.8;16149.0;10.1
4492;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2007;26841.0;16.9;9292.0;5.8;17549.0;11.0
4493;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2008;25877.0;16.2;8425.0;5.3;17452.0;11.0
4494;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2009;25222.0;15.8;7549.0;4.7;17674.0;11.1
4495;Totaal mannen en vrouwen;Gestandaardiseerd totaal;11;2010;25247.0;15.9;6704.0;4.2;18543.0;11.6
4496;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;1995;;;;;;
4497;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;1996;;;;;;
4498;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;1997;;;;;;
4499;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;1998;;;;;;
4500;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;1999;;;;;;
4501;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;2000;;;;;;
4502;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;2001;1185.0;0.7;750.0;0.5;435.0;0.3
4503;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;2002;1177.0;0.7;723.0;0.5;454.0;0.3
4504;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;2003;1064.0;0.7;646.0;0.4;417.0;0.3
4505;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;2004;986.0;0.6;553.0;0.3;433.0;0.3
4506;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;2005;3476.0;2.2;1422.0;0.9;2053.0;1.3
4507;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;2006;4346.0;2.7;1462.0;0.9;2884.0;1.8
4508;Totaal mannen en vrouwen;Gestandaardiseerd totaal;12;2007;4722.0;3.0;1317.0;0.8;3405.0;2.1
