ID;Geslacht;Leeftijd;Operaties;Perioden;AantalOperaties_1;AantalOperatiesPer10000Inwoners_2;AantalOperaties_3;AantalOperatiesPer10000Inwoners_4;AantalOperaties_5;AantalOperatiesPer10000Inwoners_6
122;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2005;22437.0;13.8;21794.0;13.4;643.0;0.4
123;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2006;23457.0;14.4;22685.0;13.9;772.0;0.5
124;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2007;24521.0;15.0;23675.0;14.5;846.0;0.5
125;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2008;24302.0;14.8;23283.0;14.2;1019.0;0.6
126;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2009;24751.0;15.0;23600.0;14.3;1151.0;0.7
127;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2010;25203.0;15.2;23844.0;14.4;1359.0;0.8
128;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1995;10545.0;6.8;10542.0;6.8;;
129;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1996;11060.0;7.1;11022.0;7.1;38.0;0.0
130;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1997;11309.0;7.2;11253.0;7.2;56.0;0.0
131;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1998;11886.0;7.6;11787.0;7.5;99.0;0.1
132;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1999;12430.0;7.9;12272.0;7.8;158.0;0.1
133;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2000;13270.0;8.3;13047.0;8.2;223.0;0.1
134;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2001;13519.0;8.4;13201.0;8.2;318.0;0.2
135;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2002;15210.0;9.4;14907.0;9.2;303.0;0.2
136;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2003;16734.0;10.3;16331.0;10.1;403.0;0.2
137;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2004;17865.0;11.0;17369.0;10.7;496.0;0.3
138;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2005;18733.0;11.5;18090.0;11.1;643.0;0.4
139;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2006;20180.0;12.3;19408.0;11.9;772.0;0.5
140;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2007;21241.0;13.0;20395.0;12.5;846.0;0.5
141;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2008;21154.0;12.9;20138.0;12.2;1016.0;0.6
142;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2009;21898.0;13.2;20750.0;12.6;1148.0;0.7
143;Totaal mannen en vrouwen;Totaal alle leeftijden;9;2010;22841.0;13.7;21486.0;12.9;1355.0;0.8
144;Totaal mannen en vrouwen;Totaal alle leeftijden;10;1995;6317.0;4.1;6317.0;4.1;;
145;Totaal mannen en vrouwen;Totaal alle leeftijden;10;1996;5910.0;3.8;5910.0;3.8;;
146;Totaal mannen en vrouwen;Totaal alle leeftijden;10;1997;5743.0;3.7;5743.0;3.7;;
147;Totaal mannen en vrouwen;Totaal alle leeftijden;10;1998;5240.0;3.3;5240.0;3.3;;
148;Totaal mannen en vrouwen;Totaal alle leeftijden;10;1999;4851.0;3.1;4851.0;3.1;;
149;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2000;4501.0;2.8;4501.0;2.8;;
150;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2001;4371.0;2.7;4371.0;2.7;;
151;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2002;4264.0;2.6;4264.0;2.6;;
152;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2003;4051.0;2.5;4051.0;2.5;;
153;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2004;4070.0;2.5;4070.0;2.5;;
154;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2005;3704.0;2.3;3704.0;2.3;;
155;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2006;3277.0;2.0;3277.0;2.0;;
156;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2007;3280.0;2.0;3280.0;2.0;;
157;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2008;3148.0;1.9;3145.0;1.9;;
158;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2009;2853.0;1.7;2850.0;1.7;;
159;Totaal mannen en vrouwen;Totaal alle leeftijden;10;2010;2362.0;1.4;2362.0;1.4;;
160;Totaal mannen en vrouwen;Totaal alle leeftijden;11;1995;28833.0;18.7;22568.0;14.6;6265.0;4.1
161;Totaal mannen en vrouwen;Totaal alle leeftijden;11;1996;28154.0;18.1;21639.0;13.9;6515.0;4.2
162;Totaal mannen en vrouwen;Totaal alle leeftijden;11;1997;28510.0;18.3;21310.0;13.6;7200.0;4.6
163;Totaal mannen en vrouwen;Totaal alle leeftijden;11;1998;28107.0;17.9;20473.0;13.0;7634.0;4.9
164;Totaal mannen en vrouwen;Totaal alle leeftijden;11;1999;27639.0;17.5;19353.0;12.2;8286.0;5.2
165;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2000;27310.0;17.1;17995.0;11.3;9315.0;5.8
166;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2001;27218.0;17.0;17056.0;10.6;10162.0;6.3
167;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2002;28414.0;17.6;17061.0;10.6;11353.0;7.0
168;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2003;28949.0;17.8;16946.0;10.4;12003.0;7.4
169;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2004;29204.0;17.9;16233.0;10.0;12971.0;8.0
170;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2005;29300.0;18.0;13805.0;8.5;15495.0;9.5
171;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2006;28908.0;17.7;11810.0;7.2;17098.0;10.5
172;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2007;29065.0;17.7;10214.0;6.2;18851.0;11.5
173;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2008;28367.0;17.2;9424.0;5.7;18943.0;11.5
174;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2009;28061.0;17.0;8604.0;5.2;19457.0;11.8
175;Totaal mannen en vrouwen;Totaal alle leeftijden;11;2010;28323.0;17.0;7695.0;4.6;20628.0;12.4
176;Totaal mannen en vrouwen;Totaal alle leeftijden;12;1995;;;;;;
177;Totaal mannen en vrouwen;Totaal alle leeftijden;12;1996;;;;;;
178;Totaal mannen en vrouwen;Totaal alle leeftijden;12;1997;;;;;;
179;Totaal mannen en vrouwen;Totaal alle leeftijden;12;1998;;;;;;
180;Totaal mannen en vrouwen;Totaal alle leeftijden;12;1999;;;;;;
181;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2000;;;;;;
182;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2001;1202.0;0.7;762.0;0.5;440.0;0.3
183;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2002;1208.0;0.7;744.0;0.5;464.0;0.3
184;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2003;1103.0;0.7;674.0;0.4;429.0;0.3
185;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2004;1033.0;0.6;583.0;0.4;450.0;0.3
186;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2005;3702.0;2.3;1538.0;0.9;2164.0;1.3
187;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2006;4678.0;2.9;1598.0;1.0;3080.0;1.9
188;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2007;5136.0;3.1;1469.0;0.9;3667.0;2.2
189;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2008;5198.0;3.2;1353.0;0.8;3845.0;2.3
190;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2009;5741.0;3.5;1404.0;0.8;4337.0;2.6
191;Totaal mannen en vrouwen;Totaal alle leeftijden;12;2010;6490.0;3.9;1436.0;0.9;5054.0;3.0
192;Totaal mannen en vrouwen;Totaal alle leeftijden;13;1995;28833.0;18.7;22568.0;14.6;6265.0;4.1
193;Totaal mannen en vrouwen;Totaal alle leeftijden;13;1996;28154.0;18.1;21639.0;13.9;6515.0;4.2
194;Totaal mannen en vrouwen;Totaal alle leeftijden;13;1997;28510.0;18.3;21310.0;13.6;7200.0;4.6
195;Totaal mannen en vrouwen;Totaal alle leeftijden;13;1998;28107.0;17.9;20473.0;13.0;7634.0;4.9
196;Totaal mannen en vrouwen;Totaal alle leeftijden;13;1999;27639.0;17.5;19353.0;12.2;8286.0;5.2
197;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2000;27310.0;17.1;17995.0;11.3;9315.0;5.8
198;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2001;26016.0;16.2;16294.0;10.2;9722.0;6.1
199;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2002;27206.0;16.8;16317.0;10.1;10889.0;6.7
200;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2003;27846.0;17.2;16272.0;10.0;11574.0;7.1
201;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2004;28171.0;17.3;15650.0;9.6;12521.0;7.7
202;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2005;25598.0;15.7;12267.0;7.5;13331.0;8.2
203;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2006;24230.0;14.8;10212.0;6.2;14018.0;8.6
204;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2007;23929.0;14.6;8745.0;5.3;15184.0;9.3
205;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2008;23169.0;14.1;8071.0;4.9;15098.0;9.2
206;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2009;22320.0;13.5;7200.0;4.4;15120.0;9.1
207;Totaal mannen en vrouwen;Totaal alle leeftijden;13;2010;21833.0;13.1;6259.0;3.8;15574.0;9.4
208;Totaal mannen en vrouwen;Totaal alle leeftijden;14;1995;15906.0;10.3;15885.0;10.3;21.0;0.0
209;Totaal mannen en vrouwen;Totaal alle leeftijden;14;1996;13962.0;9.0;13951.0;9.0;11.0;0.0
210;Totaal mannen en vrouwen;Totaal alle leeftijden;14;1997;12522.0;8.0;12507.0;8.0;15.0;0.0
211;Totaal mannen en vrouwen;Totaal alle leeftijden;14;1998;11614.0;7.4;11594.0;7.4;20.0;0.0
212;Totaal mannen en vrouwen;Totaal alle leeftijden;14;1999;11541.0;7.3;11469.0;7.3;72.0;0.0
213;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2000;11126.0;7.0;11018.0;6.9;108.0;0.1
214;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2001;11081.0;6.9;10978.0;6.8;103.0;0.1
215;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2002;11545.0;7.1;11470.0;7.1;75.0;0.0
216;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2003;12229.0;7.5;12137.0;7.5;92.0;0.1
217;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2004;13087.0;8.0;12962.0;8.0;125.0;0.1
218;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2005;13272.0;8.1;13140.0;8.1;132.0;0.1
219;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2006;12503.0;7.6;12441.0;7.6;62.0;0.0
220;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2007;12552.0;7.7;12462.0;7.6;90.0;0.1
221;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2008;12723.0;7.7;12677.0;7.7;46.0;0.0
222;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2009;13856.0;8.4;13769.0;8.3;87.0;0.1
223;Totaal mannen en vrouwen;Totaal alle leeftijden;14;2010;13488.0;8.1;13408.0;8.1;80.0;0.0
224;Totaal mannen en vrouwen;Totaal alle leeftijden;15;1995;13891.0;9.0;13870.0;9.0;21.0;0.0
225;Totaal mannen en vrouwen;Totaal alle leeftijden;15;1996;12007.0;7.7;11996.0;7.7;11.0;0.0
226;Totaal mannen en vrouwen;Totaal alle leeftijden;15;1997;10670.0;6.8;10655.0;6.8;15.0;0.0
227;Totaal mannen en vrouwen;Totaal alle leeftijden;15;1998;9719.0;6.2;9699.0;6.2;20.0;0.0
228;Totaal mannen en vrouwen;Totaal alle leeftijden;15;1999;9529.0;6.0;9457.0;6.0;72.0;0.0
229;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2000;9201.0;5.8;9093.0;5.7;108.0;0.1
230;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2001;9103.0;5.7;9000.0;5.6;103.0;0.1
231;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2002;9451.0;5.9;9376.0;5.8;75.0;0.0
232;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2003;9914.0;6.1;9822.0;6.1;92.0;0.1
233;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2004;10653.0;6.5;10528.0;6.5;125.0;0.1
234;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2005;10777.0;6.6;10645.0;6.5;132.0;0.1
235;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2006;10102.0;6.2;10040.0;6.1;62.0;0.0
236;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2007;10165.0;6.2;10075.0;6.2;90.0;0.1
237;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2008;10466.0;6.4;10420.0;6.3;46.0;0.0
238;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2009;11378.0;6.9;11291.0;6.8;87.0;0.1
239;Totaal mannen en vrouwen;Totaal alle leeftijden;15;2010;10773.0;6.5;10693.0;6.4;80.0;0.0
240;Totaal mannen en vrouwen;Totaal alle leeftijden;16;1995;2015.0;1.3;2015.0;1.3;;
241;Totaal mannen en vrouwen;Totaal alle leeftijden;16;1996;1955.0;1.3;1955.0;1.3;;
242;Totaal mannen en vrouwen;Totaal alle leeftijden;16;1997;1852.0;1.2;1852.0;1.2;;
