ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudensIn_2
110;Drenthe (PV);"5e 10%-groep; 22 400 tot 26 300 euro";21.3;11.0
111;Drenthe (PV);"6e 10%-groep; 26 300 tot 30 400 euro";22.1;11.0
112;Drenthe (PV);"7e 10%-groep; 30 400 tot 35 000 euro";21.4;11.0
113;Drenthe (PV);"8e 10%-groep; 35 000 tot 41 000 euro";19.9;10.0
114;Drenthe (PV);"9e 10%-groep; 41 000 tot 51 000 euro";18.1;9.0
115;Drenthe (PV);"10e 10%-groep; meer dan 51 000  euro";15.4;8.0
116;Drenthe (PV);"1e 10%-groep; minder dan 12 600 euro";18.5;9.0
117;Drenthe (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";61.7;31.0
118;Drenthe (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";84.6;43.0
119;Drenthe (PV);"9e-10e 10%-groep; meer dan 41 000 euro";33.5;17.0
120;Overijssel (PV);Totaal particulier huishouden;437.6;100.0
121;Overijssel (PV);"1e 10%-groep; minder dan 12 600 euro";40.8;9.0
122;Overijssel (PV);"2e 10%-groep; 12 600 tot 15 900 euro";45.1;10.0
123;Overijssel (PV);"3e 10%-groep; 15 900 tot 19 000 euro";44.3;10.0
124;Overijssel (PV);"4e 10%-groep; 19 000 tot 22 400 euro";44.7;10.0
125;Overijssel (PV);"5e 10%-groep; 22 400 tot 26 300 euro";46.0;11.0
126;Overijssel (PV);"6e 10%-groep; 26 300 tot 30 400 euro";48.2;11.0
127;Overijssel (PV);"7e 10%-groep; 30 400 tot 35 000 euro";47.2;11.0
128;Overijssel (PV);"8e 10%-groep; 35 000 tot 41 000 euro";43.9;10.0
129;Overijssel (PV);"9e 10%-groep; 41 000 tot 51 000 euro";41.3;9.0
130;Overijssel (PV);"10e 10%-groep; meer dan 51 000  euro";36.2;8.0
131;Overijssel (PV);"1e 10%-groep; minder dan 12 600 euro";40.8;9.0
132;Overijssel (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";134.1;31.0
133;Overijssel (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";185.2;42.0
134;Overijssel (PV);"9e-10e 10%-groep; meer dan 41 000 euro";77.5;18.0
135;Flevoland (PV);Totaal particulier huishouden;141.7;100.0
136;Flevoland (PV);"1e 10%-groep; minder dan 12 600 euro";12.3;9.0
137;Flevoland (PV);"2e 10%-groep; 12 600 tot 15 900 euro";12.6;9.0
138;Flevoland (PV);"3e 10%-groep; 15 900 tot 19 000 euro";12.7;9.0
139;Flevoland (PV);"4e 10%-groep; 19 000 tot 22 400 euro";13.9;10.0
140;Flevoland (PV);"5e 10%-groep; 22 400 tot 26 300 euro";14.8;10.0
141;Flevoland (PV);"6e 10%-groep; 26 300 tot 30 400 euro";15.8;11.0
142;Flevoland (PV);"7e 10%-groep; 30 400 tot 35 000 euro";15.7;11.0
143;Flevoland (PV);"8e 10%-groep; 35 000 tot 41 000 euro";15.7;11.0
144;Flevoland (PV);"9e 10%-groep; 41 000 tot 51 000 euro";15.3;11.0
145;Flevoland (PV);"10e 10%-groep; meer dan 51 000  euro";13.0;9.0
146;Flevoland (PV);"1e 10%-groep; minder dan 12 600 euro";12.3;9.0
147;Flevoland (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";39.1;28.0
148;Flevoland (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";61.9;44.0
149;Flevoland (PV);"9e-10e 10%-groep; meer dan 41 000 euro";28.4;20.0
150;Gelderland (PV);Totaal particulier huishouden;783.4;100.0
151;Gelderland (PV);"1e 10%-groep; minder dan 12 600 euro";70.7;9.0
152;Gelderland (PV);"2e 10%-groep; 12 600 tot 15 900 euro";75.3;10.0
153;Gelderland (PV);"3e 10%-groep; 15 900 tot 19 000 euro";74.7;10.0
154;Gelderland (PV);"4e 10%-groep; 19 000 tot 22 400 euro";75.9;10.0
155;Gelderland (PV);"5e 10%-groep; 22 400 tot 26 300 euro";79.3;10.0
156;Gelderland (PV);"6e 10%-groep; 26 300 tot 30 400 euro";83.1;11.0
157;Gelderland (PV);"7e 10%-groep; 30 400 tot 35 000 euro";83.3;11.0
158;Gelderland (PV);"8e 10%-groep; 35 000 tot 41 000 euro";81.4;10.0
159;Gelderland (PV);"9e 10%-groep; 41 000 tot 51 000 euro";81.3;10.0
160;Gelderland (PV);"10e 10%-groep; meer dan 51 000  euro";78.5;10.0
161;Gelderland (PV);"1e 10%-groep; minder dan 12 600 euro";70.7;9.0
162;Gelderland (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";225.9;29.0
163;Gelderland (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";327.1;42.0
164;Gelderland (PV);"9e-10e 10%-groep; meer dan 41 000 euro";159.8;20.0
165;Utrecht (PV);Totaal particulier huishouden;478.1;100.0
166;Utrecht (PV);"1e 10%-groep; minder dan 12 600 euro";40.3;8.0
167;Utrecht (PV);"2e 10%-groep; 12 600 tot 15 900 euro";41.1;9.0
168;Utrecht (PV);"3e 10%-groep; 15 900 tot 19 000 euro";43.3;9.0
169;Utrecht (PV);"4e 10%-groep; 19 000 tot 22 400 euro";45.1;9.0
170;Utrecht (PV);"5e 10%-groep; 22 400 tot 26 300 euro";44.9;9.0
171;Utrecht (PV);"6e 10%-groep; 26 300 tot 30 400 euro";45.5;10.0
172;Utrecht (PV);"7e 10%-groep; 30 400 tot 35 000 euro";46.9;10.0
173;Utrecht (PV);"8e 10%-groep; 35 000 tot 41 000 euro";50.5;11.0
174;Utrecht (PV);"9e 10%-groep; 41 000 tot 51 000 euro";55.8;12.0
175;Utrecht (PV);"10e 10%-groep; meer dan 51 000  euro";64.8;14.0
176;Utrecht (PV);"1e 10%-groep; minder dan 12 600 euro";40.3;8.0
177;Utrecht (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";129.5;27.0
178;Utrecht (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";187.7;39.0
179;Utrecht (PV);"9e-10e 10%-groep; meer dan 41 000 euro";120.6;25.0
180;Noord-Holland (PV);Totaal particulier huishouden;1142.5;100.0
181;Noord-Holland (PV);"1e 10%-groep; minder dan 12 600 euro";133.9;12.0
182;Noord-Holland (PV);"2e 10%-groep; 12 600 tot 15 900 euro";113.8;10.0
183;Noord-Holland (PV);"3e 10%-groep; 15 900 tot 19 000 euro";116.1;10.0
184;Noord-Holland (PV);"4e 10%-groep; 19 000 tot 22 400 euro";113.6;10.0
185;Noord-Holland (PV);"5e 10%-groep; 22 400 tot 26 300 euro";110.3;10.0
186;Noord-Holland (PV);"6e 10%-groep; 26 300 tot 30 400 euro";105.5;9.0
187;Noord-Holland (PV);"7e 10%-groep; 30 400 tot 35 000 euro";103.4;9.0
188;Noord-Holland (PV);"8e 10%-groep; 35 000 tot 41 000 euro";107.9;9.0
189;Noord-Holland (PV);"9e 10%-groep; 41 000 tot 51 000 euro";111.4;10.0
190;Noord-Holland (PV);"10e 10%-groep; meer dan 51 000  euro";126.6;11.0
191;Noord-Holland (PV);"1e 10%-groep; minder dan 12 600 euro";133.9;12.0
192;Noord-Holland (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";343.5;30.0
193;Noord-Holland (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";427.2;37.0
194;Noord-Holland (PV);"9e-10e 10%-groep; meer dan 41 000 euro";238.0;21.0
195;Zuid-Holland (PV);Totaal particulier huishouden;1458.2;100.0
196;Zuid-Holland (PV);"1e 10%-groep; minder dan 12 600 euro";152.1;10.0
197;Zuid-Holland (PV);"2e 10%-groep; 12 600 tot 15 900 euro";149.6;10.0
198;Zuid-Holland (PV);"3e 10%-groep; 15 900 tot 19 000 euro";149.1;10.0
199;Zuid-Holland (PV);"4e 10%-groep; 19 000 tot 22 400 euro";146.7;10.0
200;Zuid-Holland (PV);"5e 10%-groep; 22 400 tot 26 300 euro";141.5;10.0
201;Zuid-Holland (PV);"6e 10%-groep; 26 300 tot 30 400 euro";135.7;9.0
202;Zuid-Holland (PV);"7e 10%-groep; 30 400 tot 35 000 euro";138.6;10.0
203;Zuid-Holland (PV);"8e 10%-groep; 35 000 tot 41 000 euro";143.0;10.0
204;Zuid-Holland (PV);"9e 10%-groep; 41 000 tot 51 000 euro";146.8;10.0
205;Zuid-Holland (PV);"10e 10%-groep; meer dan 51 000  euro";155.3;11.0
206;Zuid-Holland (PV);"1e 10%-groep; minder dan 12 600 euro";152.1;10.0
207;Zuid-Holland (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";445.3;31.0
208;Zuid-Holland (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";558.8;38.0
209;Zuid-Holland (PV);"9e-10e 10%-groep; meer dan 41 000 euro";302.0;21.0
210;Zeeland (PV);Totaal particulier huishouden;160.0;100.0
211;Zeeland (PV);"1e 10%-groep; minder dan 12 600 euro";16.1;10.0
212;Zeeland (PV);"2e 10%-groep; 12 600 tot 15 900 euro";16.6;10.0
213;Zeeland (PV);"3e 10%-groep; 15 900 tot 19 000 euro";15.9;10.0
214;Zeeland (PV);"4e 10%-groep; 19 000 tot 22 400 euro";16.8;11.0
215;Zeeland (PV);"5e 10%-groep; 22 400 tot 26 300 euro";16.5;10.0
216;Zeeland (PV);"6e 10%-groep; 26 300 tot 30 400 euro";16.7;10.0
217;Zeeland (PV);"7e 10%-groep; 30 400 tot 35 000 euro";16.5;10.0
218;Zeeland (PV);"8e 10%-groep; 35 000 tot 41 000 euro";16.1;10.0
219;Zeeland (PV);"9e 10%-groep; 41 000 tot 51 000 euro";15.2;9.0
220;Zeeland (PV);"10e 10%-groep; meer dan 51 000  euro";13.6;8.0
221;Zeeland (PV);"1e 10%-groep; minder dan 12 600 euro";16.1;10.0
222;Zeeland (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";49.2;31.0
223;Zeeland (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";65.9;41.0
224;Zeeland (PV);"9e-10e 10%-groep; meer dan 41 000 euro";28.7;18.0
225;Noord-Brabant (PV);Totaal particulier huishouden;975.9;100.0
226;Noord-Brabant (PV);"1e 10%-groep; minder dan 12 600 euro";83.3;9.0
227;Noord-Brabant (PV);"2e 10%-groep; 12 600 tot 15 900 euro";90.8;9.0
228;Noord-Brabant (PV);"3e 10%-groep; 15 900 tot 19 000 euro";92.6;9.0
229;Noord-Brabant (PV);"4e 10%-groep; 19 000 tot 22 400 euro";94.5;10.0
230;Noord-Brabant (PV);"5e 10%-groep; 22 400 tot 26 300 euro";96.7;10.0
231;Noord-Brabant (PV);"6e 10%-groep; 26 300 tot 30 400 euro";99.3;10.0
232;Noord-Brabant (PV);"7e 10%-groep; 30 400 tot 35 000 euro";104.0;11.0
233;Noord-Brabant (PV);"8e 10%-groep; 35 000 tot 41 000 euro";105.1;11.0
234;Noord-Brabant (PV);"9e 10%-groep; 41 000 tot 51 000 euro";106.0;11.0
235;Noord-Brabant (PV);"10e 10%-groep; meer dan 51 000  euro";103.4;11.0
236;Noord-Brabant (PV);"1e 10%-groep; minder dan 12 600 euro";83.3;9.0
237;Noord-Brabant (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";278.0;28.0
238;Noord-Brabant (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";405.2;42.0
239;Noord-Brabant (PV);"9e-10e 10%-groep; meer dan 41 000 euro";209.4;21.0
240;Limburg (PV);Totaal particulier huishouden;474.9;100.0
241;Limburg (PV);"1e 10%-groep; minder dan 12 600 euro";46.8;10.0
242;Limburg (PV);"2e 10%-groep; 12 600 tot 15 900 euro";51.1;11.0
243;Limburg (PV);"3e 10%-groep; 15 900 tot 19 000 euro";49.8;10.0
244;Limburg (PV);"4e 10%-groep; 19 000 tot 22 400 euro";49.8;10.0
245;Limburg (PV);"5e 10%-groep; 22 400 tot 26 300 euro";49.9;11.0
246;Limburg (PV);"6e 10%-groep; 26 300 tot 30 400 euro";50.2;11.0
247;Limburg (PV);"7e 10%-groep; 30 400 tot 35 000 euro";48.8;10.0
248;Limburg (PV);"8e 10%-groep; 35 000 tot 41 000 euro";47.2;10.0
249;Limburg (PV);"9e 10%-groep; 41 000 tot 51 000 euro";44.3;9.0
250;Limburg (PV);"10e 10%-groep; meer dan 51 000  euro";36.9;8.0
251;Limburg (PV);"1e 10%-groep; minder dan 12 600 euro";46.8;10.0
252;Limburg (PV);"2e-4e 10%-groep; 12 600 tot 22 400 euro";150.7;32.0
253;Limburg (PV);"5e-8e 10%-groep; 22 400 tot 41 000 euro";196.1;41.0
254;Limburg (PV);"9e-10e 10%-groep; meer dan 41 000 euro";81.2;17.0
255;Oost-Groningen (CR);Totaal particulier huishouden;64.7;100.0
256;Oost-Groningen (CR);"1e 10%-groep; minder dan 12 600 euro";7.7;12.0
257;Oost-Groningen (CR);"2e 10%-groep; 12 600 tot 15 900 euro";8.4;13.0
258;Oost-Groningen (CR);"3e 10%-groep; 15 900 tot 19 000 euro";7.5;12.0
259;Oost-Groningen (CR);"4e 10%-groep; 19 000 tot 22 400 euro";7.3;11.0
260;Oost-Groningen (CR);"5e 10%-groep; 22 400 tot 26 300 euro";7.1;11.0
261;Oost-Groningen (CR);"6e 10%-groep; 26 300 tot 30 400 euro";7.3;11.0
262;Oost-Groningen (CR);"7e 10%-groep; 30 400 tot 35 000 euro";6.4;10.0
263;Oost-Groningen (CR);"8e 10%-groep; 35 000 tot 41 000 euro";5.3;8.0
264;Oost-Groningen (CR);"9e 10%-groep; 41 000 tot 51 000 euro";4.5;7.0
265;Oost-Groningen (CR);"10e 10%-groep; meer dan 51 000  euro";3.2;5.0
266;Oost-Groningen (CR);"1e 10%-groep; minder dan 12 600 euro";7.7;12.0
267;Oost-Groningen (CR);"2e-4e 10%-groep; 12 600 tot 22 400 euro";23.2;36.0
268;Oost-Groningen (CR);"5e-8e 10%-groep; 22 400 tot 41 000 euro";26.1;40.0
269;Oost-Groningen (CR);"9e-10e 10%-groep; meer dan 41 000 euro";7.8;12.0
270;Delfzijl en omgeving (CR);Totaal particulier huishouden;21.5;100.0
271;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 12 600 euro";2.4;11.0
272;Delfzijl en omgeving (CR);"2e 10%-groep; 12 600 tot 15 900 euro";2.5;12.0
273;Delfzijl en omgeving (CR);"3e 10%-groep; 15 900 tot 19 000 euro";2.5;12.0
274;Delfzijl en omgeving (CR);"4e 10%-groep; 19 000 tot 22 400 euro";2.4;11.0
275;Delfzijl en omgeving (CR);"5e 10%-groep; 22 400 tot 26 300 euro";2.4;11.0
276;Delfzijl en omgeving (CR);"6e 10%-groep; 26 300 tot 30 400 euro";2.5;12.0
277;Delfzijl en omgeving (CR);"7e 10%-groep; 30 400 tot 35 000 euro";2.1;10.0
278;Delfzijl en omgeving (CR);"8e 10%-groep; 35 000 tot 41 000 euro";1.9;9.0
279;Delfzijl en omgeving (CR);"9e 10%-groep; 41 000 tot 51 000 euro";1.7;8.0
280;Delfzijl en omgeving (CR);"10e 10%-groep; meer dan 51 000  euro";1.2;6.0
281;Delfzijl en omgeving (CR);"1e 10%-groep; minder dan 12 600 euro";2.4;11.0
282;Delfzijl en omgeving (CR);"2e-4e 10%-groep; 12 600 tot 22 400 euro";7.4;34.0
283;Delfzijl en omgeving (CR);"5e-8e 10%-groep; 22 400 tot 41 000 euro";8.9;41.0
284;Delfzijl en omgeving (CR);"9e-10e 10%-groep; meer dan 41 000 euro";2.9;13.0
285;Overig Groningen (CR);Totaal particulier huishouden;153.5;100.0
286;Overig Groningen (CR);"1e 10%-groep; minder dan 12 600 euro";20.6;13.0
287;Overig Groningen (CR);"2e 10%-groep; 12 600 tot 15 900 euro";18.4;12.0
288;Overig Groningen (CR);"3e 10%-groep; 15 900 tot 19 000 euro";18.2;12.0
289;Overig Groningen (CR);"4e 10%-groep; 19 000 tot 22 400 euro";16.8;11.0
290;Overig Groningen (CR);"5e 10%-groep; 22 400 tot 26 300 euro";15.8;10.0
291;Overig Groningen (CR);"6e 10%-groep; 26 300 tot 30 400 euro";14.6;10.0
292;Overig Groningen (CR);"7e 10%-groep; 30 400 tot 35 000 euro";13.9;9.0
293;Overig Groningen (CR);"8e 10%-groep; 35 000 tot 41 000 euro";13.1;9.0
294;Overig Groningen (CR);"9e 10%-groep; 41 000 tot 51 000 euro";12.1;8.0
295;Overig Groningen (CR);"10e 10%-groep; meer dan 51 000  euro";10.0;7.0
296;Overig Groningen (CR);"1e 10%-groep; minder dan 12 600 euro";20.6;13.0
297;Overig Groningen (CR);"2e-4e 10%-groep; 12 600 tot 22 400 euro";53.4;35.0
298;Overig Groningen (CR);"5e-8e 10%-groep; 22 400 tot 41 000 euro";57.4;37.0
299;Overig Groningen (CR);"9e-10e 10%-groep; meer dan 41 000 euro";22.1;14.0
300;Noord-Friesland (CR);Totaal particulier huishouden;135.5;100.0
301;Noord-Friesland (CR);"1e 10%-groep; minder dan 12 600 euro";16.3;12.0
302;Noord-Friesland (CR);"2e 10%-groep; 12 600 tot 15 900 euro";15.4;11.0
303;Noord-Friesland (CR);"3e 10%-groep; 15 900 tot 19 000 euro";14.7;11.0
304;Noord-Friesland (CR);"4e 10%-groep; 19 000 tot 22 400 euro";14.2;10.0
305;Noord-Friesland (CR);"5e 10%-groep; 22 400 tot 26 300 euro";15.2;11.0
306;Noord-Friesland (CR);"6e 10%-groep; 26 300 tot 30 400 euro";14.7;11.0
307;Noord-Friesland (CR);"7e 10%-groep; 30 400 tot 35 000 euro";13.6;10.0
308;Noord-Friesland (CR);"8e 10%-groep; 35 000 tot 41 000 euro";12.5;9.0
309;Noord-Friesland (CR);"9e 10%-groep; 41 000 tot 51 000 euro";10.6;8.0
310;Noord-Friesland (CR);"10e 10%-groep; meer dan 51 000  euro";8.3;6.0
311;Noord-Friesland (CR);"1e 10%-groep; minder dan 12 600 euro";16.3;12.0
312;Noord-Friesland (CR);"2e-4e 10%-groep; 12 600 tot 22 400 euro";44.3;33.0
313;Noord-Friesland (CR);"5e-8e 10%-groep; 22 400 tot 41 000 euro";56.0;41.0
