ID;Geslacht;Leeftijd;Onderwijssoorten;RegioS;Perioden;AantalLeerlingen_1
135;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2010/'11;48156.0
136;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2011/'12;47267.0
137;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2012/'13;46311.0
138;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2013/'14;45484.0
139;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2014/'15;44837.0
140;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2015/'16;44219.0
141;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2016/'17;43557.0
142;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2017/'18;42846.0
143;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2018/'19;42249.0
144;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2019/'20;41544.0
145;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2020/'21;41175.0
146;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2021/'22;40370.0
147;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2022/'23;40210.0
148;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2023/'24;39590.0
149;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (PV);2024/'25;39060.0
150;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2000/'01;62287.0
151;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2001/'02;62580.0
152;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2002/'03;62483.0
153;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2003/'04;62519.0
154;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2004/'05;62748.0
155;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2005/'06;62685.0
156;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2006/'07;62815.0
157;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2007/'08;63309.0
158;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2008/'09;63290.0
159;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2009/'10;62782.0
160;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2010/'11;62184.0
161;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2011/'12;61155.0
162;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2012/'13;59941.0
163;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2013/'14;58794.0
164;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2014/'15;57696.0
165;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2015/'16;56539.0
166;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2016/'17;55262.0
167;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2017/'18;54413.0
168;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2018/'19;53736.0
169;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2019/'20;52907.0
170;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2020/'21;51915.0
171;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2021/'22;50964.0
172;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2022/'23;50519.0
173;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2023/'24;49900.0
174;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Fryslân (PV);2024/'25;49230.0
175;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2000/'01;46046.0
176;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2001/'02;46309.0
177;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2002/'03;46455.0
178;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2003/'04;46795.0
179;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2004/'05;46959.0
180;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2005/'06;47353.0
181;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2006/'07;47848.0
182;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2007/'08;48223.0
183;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2008/'09;47976.0
184;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2009/'10;48091.0
185;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2010/'11;47534.0
186;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2011/'12;46344.0
187;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2012/'13;45383.0
188;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2013/'14;44337.0
189;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2014/'15;43061.0
190;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2015/'16;42298.0
191;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2016/'17;41198.0
192;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2017/'18;40368.0
193;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2018/'19;39841.0
194;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2019/'20;39023.0
195;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2020/'21;38306.0
196;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2021/'22;37926.0
197;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2022/'23;37620.0
198;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2023/'24;37090.0
199;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Drenthe (PV);2024/'25;36810.0
200;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2000/'01;109584.0
201;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2001/'02;109511.0
202;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2002/'03;109727.0
203;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2003/'04;109633.0
204;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2004/'05;110185.0
205;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2005/'06;111039.0
206;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2006/'07;112057.0
207;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2007/'08;113109.0
208;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2008/'09;113847.0
209;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2009/'10;113977.0
210;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2010/'11;113175.0
211;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2011/'12;112239.0
212;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2012/'13;110772.0
213;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2013/'14;108912.0
214;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2014/'15;107151.0
215;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2015/'16;104829.0
216;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2016/'17;102852.0
217;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2017/'18;101151.0
218;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2018/'19;99714.0
219;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2019/'20;98189.0
220;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2020/'21;96878.0
221;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2021/'22;95464.0
222;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2022/'23;94894.0
223;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2023/'24;93640.0
224;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Overijssel (PV);2024/'25;92830.0
225;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2000/'01;40970.0
226;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2001/'02;41858.0
227;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2002/'03;42372.0
228;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2003/'04;42418.0
229;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2004/'05;43020.0
230;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2005/'06;43340.0
231;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2006/'07;43704.0
232;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2007/'08;44089.0
233;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2008/'09;44089.0
234;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2009/'10;44083.0
235;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2010/'11;43646.0
236;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2011/'12;43396.0
237;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2012/'13;43010.0
238;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2013/'14;42397.0
239;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2014/'15;41898.0
240;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2015/'16;41463.0
241;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2016/'17;41084.0
242;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2017/'18;40651.0
243;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2018/'19;40285.0
244;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2019/'20;40213.0
245;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2020/'21;40377.0
246;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2021/'22;40109.0
247;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2022/'23;40337.0
248;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2023/'24;40270.0
249;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Flevoland (PV);2024/'25;40310.0
250;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2000/'01;191614.0
251;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2001/'02;193248.0
252;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2002/'03;193232.0
253;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2003/'04;193132.0
254;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2004/'05;194710.0
255;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2005/'06;194991.0
256;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2006/'07;194791.0
257;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2007/'08;195353.0
258;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2008/'09;195741.0
259;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2009/'10;194532.0
260;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2010/'11;192223.0
261;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2011/'12;188833.0
262;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2012/'13;185124.0
263;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2013/'14;181207.0
264;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2014/'15;177448.0
265;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2015/'16;174490.0
266;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2016/'17;172159.0
267;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2017/'18;170422.0
268;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2018/'19;168453.0
269;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2019/'20;167190.0
270;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2020/'21;166006.0
271;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2021/'22;164157.0
272;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2022/'23;164279.0
273;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gelderland (PV);2023/'24;163010.0
