ID;Geslacht;Leeftijd;Onderwijssoorten;RegioS;Perioden;AantalLeerlingen_1
6196;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (gemeente);2021/'22;14304.0
6197;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (gemeente);2022/'23;14270.0
6198;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (gemeente);2023/'24;14160.0
6199;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Groningen (gemeente);2024/'25;14020.0
6200;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2000/'01;1477.0
6201;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2001/'02;1438.0
6202;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2002/'03;1429.0
6203;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2003/'04;1349.0
6204;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2004/'05;1380.0
6205;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2005/'06;1397.0
6206;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2006/'07;1413.0
6207;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2007/'08;1405.0
6208;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2008/'09;1404.0
6209;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2009/'10;1384.0
6210;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2010/'11;1370.0
6211;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2011/'12;1363.0
6212;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2012/'13;1303.0
6213;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2013/'14;1269.0
6214;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2014/'15;1251.0
6215;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2015/'16;1189.0
6216;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2016/'17;1146.0
6217;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2017/'18;1114.0
6218;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2018/'19;1081.0
6219;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2019/'20;
6220;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2020/'21;
6221;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2021/'22;
6222;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2022/'23;
6223;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2023/'24;
6224;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grootegast;2024/'25;
6225;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2000/'01;725.0
6226;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2001/'02;
6227;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2002/'03;
6228;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2003/'04;
6229;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2004/'05;
6230;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2005/'06;
6231;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2006/'07;
6232;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2007/'08;
6233;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2008/'09;
6234;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2009/'10;
6235;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2010/'11;
6236;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2011/'12;
6237;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2012/'13;
6238;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2013/'14;
6239;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2014/'15;
6240;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2015/'16;
6241;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2016/'17;
6242;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2017/'18;
6243;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2018/'19;
6244;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2019/'20;
6245;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2020/'21;
6246;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2021/'22;
6247;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2022/'23;
6248;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2023/'24;
6249;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Grubbenvorst;2024/'25;
6250;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2000/'01;1498.0
6251;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2001/'02;1412.0
6252;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2002/'03;1360.0
6253;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2003/'04;1313.0
6254;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2004/'05;1286.0
6255;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2005/'06;1260.0
6256;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2006/'07;1170.0
6257;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2007/'08;1109.0
6258;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2008/'09;1052.0
6259;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2009/'10;1013.0
6260;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2010/'11;980.0
6261;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2011/'12;920.0
6262;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2012/'13;886.0
6263;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2013/'14;824.0
6264;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2014/'15;810.0
6265;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2015/'16;849.0
6266;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2016/'17;806.0
6267;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2017/'18;794.0
6268;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2018/'19;771.0
6269;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2019/'20;771.0
6270;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2020/'21;760.0
6271;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2021/'22;776.0
6272;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2022/'23;800.0
6273;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2023/'24;800.0
6274;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Gulpen-Wittem;2024/'25;800.0
6275;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2000/'01;2318.0
6276;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2001/'02;2303.0
6277;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2002/'03;2284.0
6278;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2003/'04;2317.0
6279;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2004/'05;2354.0
6280;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2005/'06;2404.0
6281;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2006/'07;2417.0
6282;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2007/'08;2403.0
6283;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2008/'09;2420.0
6284;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2009/'10;2426.0
6285;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2010/'11;2398.0
6286;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2011/'12;2349.0
6287;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2012/'13;2294.0
6288;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2013/'14;2216.0
6289;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2014/'15;2143.0
6290;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2015/'16;2050.0
6291;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2016/'17;1975.0
6292;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2017/'18;1923.0
6293;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2018/'19;1886.0
6294;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2019/'20;1837.0
6295;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2020/'21;1771.0
6296;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2021/'22;1740.0
6297;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2022/'23;1687.0
6298;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2023/'24;1650.0
6299;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaksbergen;2024/'25;1670.0
6300;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2000/'01;1479.0
6301;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2001/'02;1522.0
6302;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2002/'03;1520.0
6303;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2003/'04;1490.0
6304;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2004/'05;1496.0
6305;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2005/'06;1483.0
6306;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2006/'07;1439.0
6307;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2007/'08;1390.0
6308;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2008/'09;1374.0
6309;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2009/'10;1325.0
6310;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2010/'11;1287.0
6311;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2011/'12;1226.0
6312;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2012/'13;1167.0
6313;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2013/'14;1132.0
6314;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2014/'15;1099.0
6315;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2015/'16;1038.0
6316;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2016/'17;1011.0
6317;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2017/'18;1007.0
6318;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2018/'19;993.0
6319;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2019/'20;987.0
6320;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2020/'21;950.0
6321;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2021/'22;
6322;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2022/'23;
6323;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2023/'24;
6324;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haaren;2024/'25;
6325;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2000/'01;11866.0
6326;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2001/'02;11668.0
6327;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2002/'03;11373.0
6328;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2003/'04;11433.0
6329;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2004/'05;11428.0
6330;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2005/'06;11504.0
6331;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2006/'07;11665.0
6332;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2007/'08;11835.0
6333;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2008/'09;11880.0
6334;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2009/'10;12045.0
6335;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2010/'11;12009.0
6336;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2011/'12;12209.0
6337;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2012/'13;12339.0
6338;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2013/'14;12615.0
6339;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2014/'15;12901.0
6340;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2015/'16;13098.0
6341;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2016/'17;13339.0
6342;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2017/'18;13376.0
6343;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2018/'19;13663.0
6344;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2019/'20;13787.0
6345;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2020/'21;13810.0
6346;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2021/'22;13640.0
6347;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2022/'23;13549.0
6348;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2023/'24;13620.0
6349;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlem;2024/'25;13600.0
6350;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2000/'01;852.0
6351;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2001/'02;838.0
6352;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2002/'03;815.0
6353;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2003/'04;806.0
6354;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2004/'05;801.0
6355;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2005/'06;775.0
6356;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2006/'07;751.0
6357;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2007/'08;751.0
6358;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2008/'09;723.0
6359;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2009/'10;686.0
6360;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2010/'11;670.0
6361;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2011/'12;653.0
6362;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2012/'13;633.0
6363;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2013/'14;618.0
6364;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2014/'15;612.0
6365;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2015/'16;586.0
6366;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2016/'17;595.0
6367;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2017/'18;624.0
6368;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2018/'19;626.0
6369;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2019/'20;
6370;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2020/'21;
6371;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2021/'22;
6372;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2022/'23;
6373;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2023/'24;
6374;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmerliede en Spaarnwoude;2024/'25;
6375;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2000/'01;11731.0
6376;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2001/'02;12118.0
6377;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2002/'03;12498.0
6378;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2003/'04;13052.0
6379;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2004/'05;13539.0
6380;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2005/'06;14081.0
6381;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2006/'07;14686.0
6382;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2007/'08;15090.0
6383;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2008/'09;15366.0
6384;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2009/'10;15672.0
6385;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2010/'11;15692.0
6386;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2011/'12;15690.0
6387;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2012/'13;15607.0
6388;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2013/'14;15446.0
6389;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2014/'15;15157.0
6390;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2015/'16;14833.0
6391;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2016/'17;14253.0
6392;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2017/'18;13842.0
6393;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2018/'19;13541.0
6394;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2019/'20;13811.0
6395;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2020/'21;13475.0
6396;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2021/'22;13115.0
6397;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2022/'23;12901.0
6398;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2023/'24;12690.0
6399;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haarlemmermeer;2024/'25;12600.0
6400;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2000/'01;953.0
6401;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2001/'02;956.0
6402;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2002/'03;972.0
6403;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2003/'04;942.0
6404;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2004/'05;926.0
6405;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2005/'06;917.0
6406;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2006/'07;907.0
6407;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2007/'08;
6408;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2008/'09;
6409;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2009/'10;
6410;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2010/'11;
6411;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2011/'12;
6412;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2012/'13;
6413;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2013/'14;
6414;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2014/'15;
6415;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2015/'16;
6416;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2016/'17;
6417;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2017/'18;
6418;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2018/'19;
6419;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2019/'20;
6420;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2020/'21;
6421;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2021/'22;
6422;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2022/'23;
6423;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2023/'24;
6424;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Haelen;2024/'25;
6425;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2000/'01;2765.0
6426;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2001/'02;2762.0
6427;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2002/'03;2732.0
6428;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2003/'04;2700.0
6429;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2004/'05;2692.0
6430;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2005/'06;2682.0
6431;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2006/'07;2654.0
6432;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2007/'08;2678.0
6433;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2008/'09;2638.0
6434;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2009/'10;2593.0
6435;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2010/'11;2546.0
6436;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2011/'12;2537.0
6437;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2012/'13;2422.0
6438;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2013/'14;2379.0
6439;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2014/'15;2281.0
6440;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2015/'16;2256.0
6441;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2016/'17;2215.0
6442;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2017/'18;2214.0
6443;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2018/'19;2219.0
6444;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2019/'20;2214.0
6445;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2020/'21;2236.0
6446;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2021/'22;2233.0
6447;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2022/'23;2274.0
6448;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2023/'24;2260.0
6449;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Halderberge;2024/'25;2270.0
6450;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2000/'01;1446.0
6451;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2001/'02;
6452;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2002/'03;
6453;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2003/'04;
6454;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2004/'05;
6455;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2005/'06;
6456;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2006/'07;
6457;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2007/'08;
6458;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2008/'09;
6459;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2009/'10;
6460;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2010/'11;
6461;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2011/'12;
6462;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2012/'13;
6463;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2013/'14;
6464;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2014/'15;
6465;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2015/'16;
6466;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2016/'17;
6467;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2017/'18;
6468;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2018/'19;
6469;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2019/'20;
6470;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2020/'21;
6471;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2021/'22;
6472;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2022/'23;
6473;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2023/'24;
6474;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Den Ham;2024/'25;
6475;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Hardenberg;2000/'01;4225.0
6476;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Hardenberg;2001/'02;6470.0
6477;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Hardenberg;2002/'03;6494.0
6478;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Hardenberg;2003/'04;6470.0
6479;Totaal mannen en vrouwen;Totaal;Basisonderwijs;Hardenberg;2004/'05;6453.0
