ID;Pensioenfonds;SoortPensioenuitkering;Perioden;BrutoUitkeringen_1;UitkeringenHerverzekering_2;NettoUitkeringen_3
70;Totaal pensioenfondsen;Weduwnaar/weduwenpensioenen;2010;4419.0;96.0;4323.0
71;Totaal pensioenfondsen;Weduwnaar/weduwenpensioenen;2011;4553.0;91.0;4462.0
72;Totaal pensioenfondsen;Weduwnaar/weduwenpensioenen;2012;4636.0;78.0;4558.0
73;Totaal pensioenfondsen;Weduwnaar/weduwenpensioenen;2013;4710.0;81.0;4629.0
74;Totaal pensioenfondsen;Weduwnaar/weduwenpensioenen;2014;4787.0;70.0;4717.0
75;Totaal pensioenfondsen;Weduwnaar/weduwenpensioenen;2015;4880.0;63.0;4817.0
76;Totaal pensioenfondsen;Wezenpensioenen;1997;29.0;2.0;26.0
77;Totaal pensioenfondsen;Wezenpensioenen;1998;32.0;3.0;30.0
78;Totaal pensioenfondsen;Wezenpensioenen;1999;33.0;2.0;31.0
79;Totaal pensioenfondsen;Wezenpensioenen;2000;34.0;1.0;34.0
80;Totaal pensioenfondsen;Wezenpensioenen;2001;35.0;1.0;34.0
81;Totaal pensioenfondsen;Wezenpensioenen;2002;38.0;1.0;37.0
82;Totaal pensioenfondsen;Wezenpensioenen;2003;39.0;1.0;37.0
83;Totaal pensioenfondsen;Wezenpensioenen;2004;42.0;1.0;41.0
84;Totaal pensioenfondsen;Wezenpensioenen;2005;43.0;1.0;42.0
85;Totaal pensioenfondsen;Wezenpensioenen;2006;55.0;0.0;55.0
86;Totaal pensioenfondsen;Wezenpensioenen;2007;;;
87;Totaal pensioenfondsen;Wezenpensioenen;2008;;;
88;Totaal pensioenfondsen;Wezenpensioenen;2009;;;
89;Totaal pensioenfondsen;Wezenpensioenen;2010;;;
90;Totaal pensioenfondsen;Wezenpensioenen;2011;;;
91;Totaal pensioenfondsen;Wezenpensioenen;2012;;;
92;Totaal pensioenfondsen;Wezenpensioenen;2013;;;
93;Totaal pensioenfondsen;Wezenpensioenen;2014;;;
94;Totaal pensioenfondsen;Wezenpensioenen;2015;;;
95;Totaal pensioenfondsen;Kapitaal bij overlijden;1997;0.0;11.0;-11.0
96;Totaal pensioenfondsen;Kapitaal bij overlijden;1998;0.0;12.0;-12.0
97;Totaal pensioenfondsen;Kapitaal bij overlijden;1999;0.0;16.0;-16.0
98;Totaal pensioenfondsen;Kapitaal bij overlijden;2000;0.0;7.0;-7.0
99;Totaal pensioenfondsen;Kapitaal bij overlijden;2001;0.0;18.0;-18.0
100;Totaal pensioenfondsen;Kapitaal bij overlijden;2002;0.0;18.0;-18.0
101;Totaal pensioenfondsen;Kapitaal bij overlijden;2003;0.0;13.0;-13.0
102;Totaal pensioenfondsen;Kapitaal bij overlijden;2004;0.0;14.0;-14.0
103;Totaal pensioenfondsen;Kapitaal bij overlijden;2005;0.0;8.0;-8.0
104;Totaal pensioenfondsen;Kapitaal bij overlijden;2006;0.0;0.0;0.0
105;Totaal pensioenfondsen;Kapitaal bij overlijden;2007;;;
106;Totaal pensioenfondsen;Kapitaal bij overlijden;2008;;;
107;Totaal pensioenfondsen;Kapitaal bij overlijden;2009;;;
108;Totaal pensioenfondsen;Kapitaal bij overlijden;2010;;;
109;Totaal pensioenfondsen;Kapitaal bij overlijden;2011;;;
110;Totaal pensioenfondsen;Kapitaal bij overlijden;2012;;;
111;Totaal pensioenfondsen;Kapitaal bij overlijden;2013;;;
112;Totaal pensioenfondsen;Kapitaal bij overlijden;2014;;;
113;Totaal pensioenfondsen;Kapitaal bij overlijden;2015;;;
114;Totaal pensioenfondsen;Kapitaal bij leven;1997;0.0;0.0;0.0
115;Totaal pensioenfondsen;Kapitaal bij leven;1998;0.0;0.0;0.0
116;Totaal pensioenfondsen;Kapitaal bij leven;1999;0.0;0.0;0.0
117;Totaal pensioenfondsen;Kapitaal bij leven;2000;0.0;0.0;0.0
118;Totaal pensioenfondsen;Kapitaal bij leven;2001;0.0;0.0;0.0
119;Totaal pensioenfondsen;Kapitaal bij leven;2002;0.0;0.0;0.0
120;Totaal pensioenfondsen;Kapitaal bij leven;2003;0.0;0.0;0.0
121;Totaal pensioenfondsen;Kapitaal bij leven;2004;0.0;0.0;0.0
122;Totaal pensioenfondsen;Kapitaal bij leven;2005;0.0;0.0;0.0
123;Totaal pensioenfondsen;Kapitaal bij leven;2006;0.0;0.0;0.0
124;Totaal pensioenfondsen;Kapitaal bij leven;2007;;;
125;Totaal pensioenfondsen;Kapitaal bij leven;2008;;;
126;Totaal pensioenfondsen;Kapitaal bij leven;2009;;;
127;Totaal pensioenfondsen;Kapitaal bij leven;2010;;;
128;Totaal pensioenfondsen;Kapitaal bij leven;2011;;;
129;Totaal pensioenfondsen;Kapitaal bij leven;2012;;;
130;Totaal pensioenfondsen;Kapitaal bij leven;2013;;;
131;Totaal pensioenfondsen;Kapitaal bij leven;2014;;;
132;Totaal pensioenfondsen;Kapitaal bij leven;2015;;;
133;Totaal pensioenfondsen;Andere uitkeringen;1997;696.0;94.0;602.0
134;Totaal pensioenfondsen;Andere uitkeringen;1998;692.0;65.0;627.0
135;Totaal pensioenfondsen;Andere uitkeringen;1999;995.0;79.0;916.0
136;Totaal pensioenfondsen;Andere uitkeringen;2000;967.0;28.0;939.0
137;Totaal pensioenfondsen;Andere uitkeringen;2001;1021.0;12.0;1010.0
138;Totaal pensioenfondsen;Andere uitkeringen;2002;1442.0;15.0;1427.0
139;Totaal pensioenfondsen;Andere uitkeringen;2003;1423.0;40.0;1383.0
140;Totaal pensioenfondsen;Andere uitkeringen;2004;1560.0;19.0;1541.0
141;Totaal pensioenfondsen;Andere uitkeringen;2005;1840.0;16.0;1824.0
142;Totaal pensioenfondsen;Andere uitkeringen;2006;2078.0;0.0;2078.0
143;Totaal pensioenfondsen;Andere uitkeringen;2007;1466.0;16.0;1450.0
144;Totaal pensioenfondsen;Andere uitkeringen;2008;1567.0;16.0;1551.0
145;Totaal pensioenfondsen;Andere uitkeringen;2009;952.0;13.0;939.0
146;Totaal pensioenfondsen;Andere uitkeringen;2010;1229.0;15.0;1214.0
147;Totaal pensioenfondsen;Andere uitkeringen;2011;1141.0;23.0;1118.0
148;Totaal pensioenfondsen;Andere uitkeringen;2012;1022.0;17.0;1005.0
149;Totaal pensioenfondsen;Andere uitkeringen;2013;851.0;10.0;841.0
150;Totaal pensioenfondsen;Andere uitkeringen;2014;596.0;6.0;590.0
151;Totaal pensioenfondsen;Andere uitkeringen;2015;455.0;4.0;451.0
152;Bedrijfstakpensioenfondsen;Totaal uitkeringen;1997;6424.0;71.0;6353.0
153;Bedrijfstakpensioenfondsen;Totaal uitkeringen;1998;6890.0;81.0;6809.0
154;Bedrijfstakpensioenfondsen;Totaal uitkeringen;1999;7424.0;93.0;7331.0
155;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2000;7911.0;80.0;7831.0
156;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2001;8180.0;112.0;8067.0
157;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2002;9590.0;141.0;9449.0
158;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2003;10391.0;172.0;10221.0
159;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2004;10925.0;28.0;10896.0
160;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2005;11785.0;25.0;11760.0
161;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2006;12748.0;25.0;12723.0
162;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2007;13860.0;38.0;13822.0
163;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2008;14909.0;66.0;14843.0
164;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2009;15762.0;64.0;15698.0
165;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2010;16801.0;60.0;16741.0
166;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2011;17510.0;64.0;17446.0
167;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2012;18331.0;63.0;18268.0
168;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2013;18865.0;55.0;18810.0
169;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2014;19478.0;61.0;19417.0
170;Bedrijfstakpensioenfondsen;Totaal uitkeringen;2015;20282.0;70.0;20212.0
171;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;1997;3835.0;16.0;3819.0
172;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;1998;4358.0;47.0;4311.0
173;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;1999;4308.0;28.0;4280.0
174;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2000;4654.0;68.0;4586.0
175;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2001;4876.0;96.0;4780.0
176;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2002;5568.0;124.0;5444.0
177;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2003;6271.0;154.0;6118.0
178;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2004;6519.0;7.0;6512.0
179;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2005;7087.0;8.0;7079.0
180;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2006;7600.0;20.0;7580.0
181;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2007;9214.0;25.0;9189.0
182;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2008;10104.0;45.0;10059.0
183;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2009;11502.0;47.0;11455.0
184;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2010;12232.0;44.0;12188.0
185;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2011;13000.0;48.0;12952.0
186;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2012;13895.0;48.0;13847.0
187;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2013;14502.0;42.0;14460.0
188;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2014;15280.0;48.0;15232.0
189;Bedrijfstakpensioenfondsen;Ouderdomspensioenen;2015;16112.0;56.0;16056.0
190;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;1997;424.0;1.0;424.0
191;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;1998;394.0;1.0;394.0
192;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;1999;436.0;1.0;435.0
193;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2000;454.0;0.0;454.0
194;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2001;474.0;1.0;473.0
195;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2002;536.0;0.0;536.0
196;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2003;576.0;1.0;575.0
197;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2004;605.0;0.0;605.0
198;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2005;554.0;0.0;554.0
199;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2006;571.0;1.0;570.0
200;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2007;607.0;2.0;605.0
201;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2008;567.0;3.0;564.0
202;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2009;533.0;2.0;531.0
203;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2010;502.0;2.0;500.0
204;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2011;464.0;1.0;463.0
205;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2012;421.0;1.0;420.0
206;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2013;393.0;1.0;392.0
207;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2014;384.0;1.0;383.0
208;Bedrijfstakpensioenfondsen;Invaliditeitspensioenen;2015;370.0;1.0;369.0
209;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;1997;1662.0;6.0;1656.0
210;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;1998;1681.0;25.0;1656.0
211;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;1999;1821.0;22.0;1799.0
212;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2000;1894.0;9.0;1884.0
213;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2001;1936.0;12.0;1925.0
214;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2002;2161.0;12.0;2149.0
215;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2003;2287.0;13.0;2274.0
216;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2004;2352.0;17.0;2335.0
217;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2005;2447.0;12.0;2435.0
218;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2006;2605.0;4.0;2601.0
219;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2007;2712.0;7.0;2705.0
220;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2008;2860.0;13.0;2847.0
221;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2009;2943.0;12.0;2931.0
222;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2010;3026.0;11.0;3015.0
223;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2011;3116.0;12.0;3104.0
224;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2012;3217.0;11.0;3206.0
225;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2013;3276.0;10.0;3266.0
226;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2014;3339.0;10.0;3329.0
227;Bedrijfstakpensioenfondsen;Weduwnaar/weduwenpensioenen;2015;3434.0;12.0;3422.0
228;Bedrijfstakpensioenfondsen;Wezenpensioenen;1997;12.0;0.0;12.0
229;Bedrijfstakpensioenfondsen;Wezenpensioenen;1998;15.0;0.0;14.0
230;Bedrijfstakpensioenfondsen;Wezenpensioenen;1999;15.0;0.0;15.0
231;Bedrijfstakpensioenfondsen;Wezenpensioenen;2000;16.0;0.0;16.0
232;Bedrijfstakpensioenfondsen;Wezenpensioenen;2001;16.0;0.0;16.0
233;Bedrijfstakpensioenfondsen;Wezenpensioenen;2002;19.0;0.0;19.0
234;Bedrijfstakpensioenfondsen;Wezenpensioenen;2003;19.0;0.0;19.0
235;Bedrijfstakpensioenfondsen;Wezenpensioenen;2004;21.0;0.0;21.0
236;Bedrijfstakpensioenfondsen;Wezenpensioenen;2005;22.0;0.0;22.0
237;Bedrijfstakpensioenfondsen;Wezenpensioenen;2006;20.0;0.0;20.0
238;Bedrijfstakpensioenfondsen;Wezenpensioenen;2007;;;
239;Bedrijfstakpensioenfondsen;Wezenpensioenen;2008;;;
240;Bedrijfstakpensioenfondsen;Wezenpensioenen;2009;;;
241;Bedrijfstakpensioenfondsen;Wezenpensioenen;2010;;;
242;Bedrijfstakpensioenfondsen;Wezenpensioenen;2011;;;
243;Bedrijfstakpensioenfondsen;Wezenpensioenen;2012;;;
244;Bedrijfstakpensioenfondsen;Wezenpensioenen;2013;;;
245;Bedrijfstakpensioenfondsen;Wezenpensioenen;2014;;;
246;Bedrijfstakpensioenfondsen;Wezenpensioenen;2015;;;
247;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;1997;0.0;0.0;0.0
248;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;1998;0.0;1.0;-1.0
249;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;1999;0.0;1.0;-1.0
250;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2000;0.0;0.0;0.0
251;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2001;0.0;3.0;-3.0
252;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2002;0.0;4.0;-4.0
253;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2003;0.0;1.0;-1.0
254;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2004;0.0;1.0;-1.0
255;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2005;0.0;1.0;-1.0
256;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2006;0.0;0.0;0.0
257;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2007;;;
258;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2008;;;
259;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2009;;;
260;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2010;;;
261;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2011;;;
262;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2012;;;
263;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2013;;;
264;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2014;;;
265;Bedrijfstakpensioenfondsen;Kapitaal bij overlijden;2015;;;
266;Bedrijfstakpensioenfondsen;Kapitaal bij leven;1997;0.0;0.0;0.0
267;Bedrijfstakpensioenfondsen;Kapitaal bij leven;1998;0.0;0.0;0.0
268;Bedrijfstakpensioenfondsen;Kapitaal bij leven;1999;0.0;0.0;0.0
269;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2000;0.0;0.0;0.0
270;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2001;0.0;0.0;0.0
271;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2002;0.0;0.0;0.0
272;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2003;0.0;0.0;0.0
273;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2004;0.0;0.0;0.0
274;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2005;0.0;0.0;0.0
275;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2006;0.0;0.0;0.0
276;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2007;;;
277;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2008;;;
278;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2009;;;
279;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2010;;;
280;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2011;;;
281;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2012;;;
282;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2013;;;
283;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2014;;;
284;Bedrijfstakpensioenfondsen;Kapitaal bij leven;2015;;;
285;Bedrijfstakpensioenfondsen;Andere uitkeringen;1997;491.0;48.0;444.0
286;Bedrijfstakpensioenfondsen;Andere uitkeringen;1998;441.0;7.0;434.0
287;Bedrijfstakpensioenfondsen;Andere uitkeringen;1999;844.0;41.0;803.0
288;Bedrijfstakpensioenfondsen;Andere uitkeringen;2000;893.0;2.0;891.0
289;Bedrijfstakpensioenfondsen;Andere uitkeringen;2001;878.0;1.0;877.0
290;Bedrijfstakpensioenfondsen;Andere uitkeringen;2002;1306.0;1.0;1305.0
291;Bedrijfstakpensioenfondsen;Andere uitkeringen;2003;1238.0;3.0;1235.0
292;Bedrijfstakpensioenfondsen;Andere uitkeringen;2004;1427.0;3.0;1424.0
293;Bedrijfstakpensioenfondsen;Andere uitkeringen;2005;1675.0;4.0;1671.0
294;Bedrijfstakpensioenfondsen;Andere uitkeringen;2006;1952.0;0.0;1952.0
295;Bedrijfstakpensioenfondsen;Andere uitkeringen;2007;1327.0;4.0;1323.0
296;Bedrijfstakpensioenfondsen;Andere uitkeringen;2008;1378.0;6.0;1372.0
297;Bedrijfstakpensioenfondsen;Andere uitkeringen;2009;784.0;3.0;781.0
298;Bedrijfstakpensioenfondsen;Andere uitkeringen;2010;1041.0;4.0;1037.0
299;Bedrijfstakpensioenfondsen;Andere uitkeringen;2011;930.0;3.0;927.0
300;Bedrijfstakpensioenfondsen;Andere uitkeringen;2012;798.0;2.0;796.0
301;Bedrijfstakpensioenfondsen;Andere uitkeringen;2013;693.0;2.0;691.0
302;Bedrijfstakpensioenfondsen;Andere uitkeringen;2014;474.0;1.0;473.0
303;Bedrijfstakpensioenfondsen;Andere uitkeringen;2015;367.0;1.0;366.0
304;Ondernemingspensioenfondsen;Totaal uitkeringen;1997;3192.0;385.0;2807.0
305;Ondernemingspensioenfondsen;Totaal uitkeringen;1998;3409.0;433.0;2977.0
306;Ondernemingspensioenfondsen;Totaal uitkeringen;1999;3625.0;406.0;3218.0
307;Ondernemingspensioenfondsen;Totaal uitkeringen;2000;4288.0;281.0;4007.0
308;Ondernemingspensioenfondsen;Totaal uitkeringen;2001;4249.0;244.0;4006.0
309;Ondernemingspensioenfondsen;Totaal uitkeringen;2002;4417.0;229.0;4188.0
310;Ondernemingspensioenfondsen;Totaal uitkeringen;2003;4953.0;270.0;4683.0
311;Ondernemingspensioenfondsen;Totaal uitkeringen;2004;5247.0;116.0;5131.0
312;Ondernemingspensioenfondsen;Totaal uitkeringen;2005;5575.0;115.0;5460.0
313;Ondernemingspensioenfondsen;Totaal uitkeringen;2006;5803.0;87.0;5716.0
314;Ondernemingspensioenfondsen;Totaal uitkeringen;2007;6431.0;593.0;5838.0
315;Ondernemingspensioenfondsen;Totaal uitkeringen;2008;6362.0;360.0;6002.0
316;Ondernemingspensioenfondsen;Totaal uitkeringen;2009;6600.0;424.0;6176.0
