ID;AantalVoorzieningen;SoortVoorzieningSociaalDomein;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
3714;Totaal;Totaal;Meerwijk;1e halfjaar 2017;Haarlem                                 ;Wijk     ;WK039221;1.0;1555.0;1265.0;188.0;334.0
3715;Totaal;Totaal;Meerwijk;2e halfjaar 2017;Haarlem                                 ;Wijk     ;WK039221;1.0;1575.0;1270.0;189.0;335.0
3716;Totaal;Totaal;Meerwijk;2017;Haarlem                                 ;Wijk     ;WK039221;1.0;1665.0;1320.0;198.0;348.0
3717;Totaal;Totaal;Haarlemmerliede en Spaarnwoude;1e halfjaar 2017;                                        ;         ;        ;;;;;
3718;Totaal;Totaal;Haarlemmerliede en Spaarnwoude;2e halfjaar 2017;                                        ;         ;        ;;;;;
3719;Totaal;Totaal;Haarlemmerliede en Spaarnwoude;2017;                                        ;         ;        ;;;;;
3720;Totaal;Totaal;Wijk 00;1e halfjaar 2017;                                        ;         ;        ;;;;;
3721;Totaal;Totaal;Wijk 00;2e halfjaar 2017;                                        ;         ;        ;;;;;
3722;Totaal;Totaal;Wijk 00;2017;                                        ;         ;        ;;;;;
3723;Totaal;Totaal;Haarlemmermeer;1e halfjaar 2017;Haarlemmermeer                          ;Gemeente ;GM0394  ;;13305.0;10770.0;90.0;174.0
3724;Totaal;Totaal;Haarlemmermeer;2e halfjaar 2017;                                        ;         ;        ;;;;;
3725;Totaal;Totaal;Haarlemmermeer;2017;                                        ;         ;        ;;;;;
3726;Totaal;Totaal;Hoofddorp;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039401;1.0;7075.0;5780.0;94.0;181.0
3727;Totaal;Totaal;Hoofddorp;2e halfjaar 2017;                                        ;         ;        ;;;;;
3728;Totaal;Totaal;Hoofddorp;2017;                                        ;         ;        ;;;;;
3729;Totaal;Totaal;Nieuw-Vennep;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039402;1.0;2710.0;2155.0;86.0;175.0
3730;Totaal;Totaal;Nieuw-Vennep;2e halfjaar 2017;                                        ;         ;        ;;;;;
3731;Totaal;Totaal;Nieuw-Vennep;2017;                                        ;         ;        ;;;;;
3732;Totaal;Totaal;Zwanenburg;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039403;1.0;760.0;650.0;97.0;185.0
3733;Totaal;Totaal;Zwanenburg;2e halfjaar 2017;                                        ;         ;        ;;;;;
3734;Totaal;Totaal;Zwanenburg;2017;                                        ;         ;        ;;;;;
3735;Totaal;Totaal;Lijnden / Boesingheliede;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039404;1.0;45.0;45.0;45.0;96.0
3736;Totaal;Totaal;Lijnden / Boesingheliede;2e halfjaar 2017;                                        ;         ;        ;;;;;
3737;Totaal;Totaal;Lijnden / Boesingheliede;2017;                                        ;         ;        ;;;;;
3738;Totaal;Totaal;Badhoevedorp;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039405;1.0;1295.0;1075.0;102.0;191.0
3739;Totaal;Totaal;Badhoevedorp;2e halfjaar 2017;                                        ;         ;        ;;;;;
3740;Totaal;Totaal;Badhoevedorp;2017;                                        ;         ;        ;;;;;
3741;Totaal;Totaal;Aalsmeerderbrug/ Oude Meer/ Rozenburg / ;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039406;1.0;40.0;35.0;52.0;94.0
3742;Totaal;Totaal;Aalsmeerderbrug/ Oude Meer/ Rozenburg / ;2e halfjaar 2017;                                        ;         ;        ;;;;;
3743;Totaal;Totaal;Aalsmeerderbrug/ Oude Meer/ Rozenburg / ;2017;                                        ;         ;        ;;;;;
3744;Totaal;Totaal;Rijsenhout;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039407;1.0;350.0;295.0;84.0;165.0
3745;Totaal;Totaal;Rijsenhout;2e halfjaar 2017;                                        ;         ;        ;;;;;
3746;Totaal;Totaal;Rijsenhout;2017;                                        ;         ;        ;;;;;
3747;Totaal;Totaal;Burgerveen / Leimuiderbrug / Weteringbru;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039408;1.0;50.0;45.0;67.0;135.0
3748;Totaal;Totaal;Burgerveen / Leimuiderbrug / Weteringbru;2e halfjaar 2017;                                        ;         ;        ;;;;;
3749;Totaal;Totaal;Burgerveen / Leimuiderbrug / Weteringbru;2017;                                        ;         ;        ;;;;;
3750;Totaal;Totaal;Abbenes / Buitenkaag;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039409;1.0;120.0;105.0;75.0;150.0
3751;Totaal;Totaal;Abbenes / Buitenkaag;2e halfjaar 2017;                                        ;         ;        ;;;;;
3752;Totaal;Totaal;Abbenes / Buitenkaag;2017;                                        ;         ;        ;;;;;
3753;Totaal;Totaal;Lisserbroek;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039410;1.0;225.0;185.0;65.0;135.0
3754;Totaal;Totaal;Lisserbroek;2e halfjaar 2017;                                        ;         ;        ;;;;;
3755;Totaal;Totaal;Lisserbroek;2017;                                        ;         ;        ;;;;;
3756;Totaal;Totaal;Beinsdorp;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039411;1.0;45.0;40.0;47.0;100.0
3757;Totaal;Totaal;Beinsdorp;2e halfjaar 2017;                                        ;         ;        ;;;;;
3758;Totaal;Totaal;Beinsdorp;2017;                                        ;         ;        ;;;;;
3759;Totaal;Totaal;Zwaanshoek;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039412;1.0;110.0;90.0;60.0;121.0
3760;Totaal;Totaal;Zwaanshoek;2e halfjaar 2017;                                        ;         ;        ;;;;;
3761;Totaal;Totaal;Zwaanshoek;2017;                                        ;         ;        ;;;;;
3762;Totaal;Totaal;Cruquius;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039413;1.0;220.0;45.0;209.0;119.0
3763;Totaal;Totaal;Cruquius;2e halfjaar 2017;                                        ;         ;        ;;;;;
3764;Totaal;Totaal;Cruquius;2017;                                        ;         ;        ;;;;;
3765;Totaal;Totaal;Vijfhuizen;1e halfjaar 2017;Haarlemmermeer                          ;Wijk     ;WK039415;1.0;255.0;225.0;55.0;114.0
3766;Totaal;Totaal;Vijfhuizen;2e halfjaar 2017;                                        ;         ;        ;;;;;
3767;Totaal;Totaal;Vijfhuizen;2017;                                        ;         ;        ;;;;;
3768;Totaal;Totaal;Schiphol;1e halfjaar 2017;                                        ;         ;        ;;;;;
3769;Totaal;Totaal;Schiphol;2e halfjaar 2017;                                        ;         ;        ;;;;;
3770;Totaal;Totaal;Schiphol;2017;                                        ;         ;        ;;;;;
3771;Totaal;Totaal;Halderberge;1e halfjaar 2017;Halderberge                             ;Gemeente ;GM1655  ;;2730.0;2310.0;91.0;176.0
3772;Totaal;Totaal;Halderberge;2e halfjaar 2017;Halderberge                             ;Gemeente ;GM1655  ;;2815.0;2385.0;93.0;180.0
3773;Totaal;Totaal;Halderberge;2017;Halderberge                             ;Gemeente ;GM1655  ;;3040.0;2530.0;100.0;191.0
3774;Totaal;Totaal;Wijk 01 Oud Gastel;1e halfjaar 2017;Halderberge                             ;Wijk     ;WK165501;1.0;495.0;430.0;78.0;158.0
3775;Totaal;Totaal;Wijk 01 Oud Gastel;2e halfjaar 2017;Halderberge                             ;Wijk     ;WK165501;1.0;525.0;450.0;82.0;163.0
3776;Totaal;Totaal;Wijk 01 Oud Gastel;2017;Halderberge                             ;Wijk     ;WK165501;1.0;560.0;475.0;86.0;172.0
3777;Totaal;Totaal;Wijk 02 Stampersgat;1e halfjaar 2017;Halderberge                             ;Wijk     ;WK165502;1.0;75.0;65.0;61.0;126.0
3778;Totaal;Totaal;Wijk 02 Stampersgat;2e halfjaar 2017;Halderberge                             ;Wijk     ;WK165502;1.0;80.0;65.0;66.0;129.0
3779;Totaal;Totaal;Wijk 02 Stampersgat;2017;Halderberge                             ;Wijk     ;WK165502;1.0;90.0;70.0;74.0;138.0
3780;Totaal;Totaal;Wijk 03 Oudenbosch;1e halfjaar 2017;Halderberge                             ;Wijk     ;WK165503;1.0;1535.0;1265.0;116.0;213.0
3781;Totaal;Totaal;Wijk 03 Oudenbosch;2e halfjaar 2017;Halderberge                             ;Wijk     ;WK165503;1.0;1570.0;1290.0;119.0;216.0
3782;Totaal;Totaal;Wijk 03 Oudenbosch;2017;Halderberge                             ;Wijk     ;WK165503;1.0;1680.0;1360.0;126.0;228.0
3783;Totaal;Totaal;Wijk 04 Hoeven;1e halfjaar 2017;Halderberge                             ;Wijk     ;WK165504;1.0;505.0;445.0;74.0;152.0
3784;Totaal;Totaal;Wijk 04 Hoeven;2e halfjaar 2017;Halderberge                             ;Wijk     ;WK165504;1.0;510.0;455.0;74.0;154.0
3785;Totaal;Totaal;Wijk 04 Hoeven;2017;Halderberge                             ;Wijk     ;WK165504;1.0;565.0;495.0;82.0;167.0
3786;Totaal;Totaal;Wijk 05 Bosschenhoofd;1e halfjaar 2017;Halderberge                             ;Wijk     ;WK165505;1.0;120.0;110.0;51.0;107.0
3787;Totaal;Totaal;Wijk 05 Bosschenhoofd;2e halfjaar 2017;Halderberge                             ;Wijk     ;WK165505;1.0;135.0;125.0;56.0;119.0
3788;Totaal;Totaal;Wijk 05 Bosschenhoofd;2017;Halderberge                             ;Wijk     ;WK165505;1.0;145.0;130.0;60.0;123.0
3789;Totaal;Totaal;Hardenberg;1e halfjaar 2017;                                        ;         ;        ;;;;;
3790;Totaal;Totaal;Hardenberg;2e halfjaar 2017;                                        ;         ;        ;;;;;
3791;Totaal;Totaal;Hardenberg;2017;                                        ;         ;        ;;;;;
3792;Totaal;Totaal;Ane;1e halfjaar 2017;                                        ;         ;        ;;;;;
3793;Totaal;Totaal;Ane;2e halfjaar 2017;                                        ;         ;        ;;;;;
3794;Totaal;Totaal;Ane;2017;                                        ;         ;        ;;;;;
3795;Totaal;Totaal;Anerveen;1e halfjaar 2017;                                        ;         ;        ;;;;;
3796;Totaal;Totaal;Anerveen;2e halfjaar 2017;                                        ;         ;        ;;;;;
3797;Totaal;Totaal;Anerveen;2017;                                        ;         ;        ;;;;;
3798;Totaal;Totaal;Anevelde;1e halfjaar 2017;                                        ;         ;        ;;;;;
3799;Totaal;Totaal;Anevelde;2e halfjaar 2017;                                        ;         ;        ;;;;;
3800;Totaal;Totaal;Anevelde;2017;                                        ;         ;        ;;;;;
3801;Totaal;Totaal;Balkbrug;1e halfjaar 2017;                                        ;         ;        ;;;;;
3802;Totaal;Totaal;Balkbrug;2e halfjaar 2017;                                        ;         ;        ;;;;;
3803;Totaal;Totaal;Balkbrug;2017;                                        ;         ;        ;;;;;
3804;Totaal;Totaal;Bergentheim;1e halfjaar 2017;                                        ;         ;        ;;;;;
3805;Totaal;Totaal;Bergentheim;2e halfjaar 2017;                                        ;         ;        ;;;;;
3806;Totaal;Totaal;Bergentheim;2017;                                        ;         ;        ;;;;;
3807;Totaal;Totaal;Brucht;1e halfjaar 2017;                                        ;         ;        ;;;;;
3808;Totaal;Totaal;Brucht;2e halfjaar 2017;                                        ;         ;        ;;;;;
3809;Totaal;Totaal;Brucht;2017;                                        ;         ;        ;;;;;
3810;Totaal;Totaal;Collendoorn;1e halfjaar 2017;                                        ;         ;        ;;;;;
3811;Totaal;Totaal;Collendoorn;2e halfjaar 2017;                                        ;         ;        ;;;;;
3812;Totaal;Totaal;Collendoorn;2017;                                        ;         ;        ;;;;;
3813;Totaal;Totaal;De Krim;1e halfjaar 2017;                                        ;         ;        ;;;;;
3814;Totaal;Totaal;De Krim;2e halfjaar 2017;                                        ;         ;        ;;;;;
3815;Totaal;Totaal;De Krim;2017;                                        ;         ;        ;;;;;
3816;Totaal;Totaal;Dedemsvaart;1e halfjaar 2017;                                        ;         ;        ;;;;;
3817;Totaal;Totaal;Dedemsvaart;2e halfjaar 2017;                                        ;         ;        ;;;;;
3818;Totaal;Totaal;Dedemsvaart;2017;                                        ;         ;        ;;;;;
3819;Totaal;Totaal;Den Velde;1e halfjaar 2017;                                        ;         ;        ;;;;;
3820;Totaal;Totaal;Den Velde;2e halfjaar 2017;                                        ;         ;        ;;;;;
3821;Totaal;Totaal;Den Velde;2017;                                        ;         ;        ;;;;;
3822;Totaal;Totaal;Diffelen;1e halfjaar 2017;                                        ;         ;        ;;;;;
3823;Totaal;Totaal;Diffelen;2e halfjaar 2017;                                        ;         ;        ;;;;;
3824;Totaal;Totaal;Diffelen;2017;                                        ;         ;        ;;;;;
3825;Totaal;Totaal;Gramsbergen;1e halfjaar 2017;                                        ;         ;        ;;;;;
3826;Totaal;Totaal;Gramsbergen;2e halfjaar 2017;                                        ;         ;        ;;;;;
3827;Totaal;Totaal;Gramsbergen;2017;                                        ;         ;        ;;;;;
3828;Totaal;Totaal;Heemserveen;1e halfjaar 2017;                                        ;         ;        ;;;;;
3829;Totaal;Totaal;Heemserveen;2e halfjaar 2017;                                        ;         ;        ;;;;;
3830;Totaal;Totaal;Heemserveen;2017;                                        ;         ;        ;;;;;
3831;Totaal;Totaal;Holtheme;1e halfjaar 2017;                                        ;         ;        ;;;;;
3832;Totaal;Totaal;Holtheme;2e halfjaar 2017;                                        ;         ;        ;;;;;
3833;Totaal;Totaal;Holtheme;2017;                                        ;         ;        ;;;;;
3834;Totaal;Totaal;Holthone;1e halfjaar 2017;                                        ;         ;        ;;;;;
3835;Totaal;Totaal;Holthone;2e halfjaar 2017;                                        ;         ;        ;;;;;
3836;Totaal;Totaal;Holthone;2017;                                        ;         ;        ;;;;;
3837;Totaal;Totaal;Hoogenweg;1e halfjaar 2017;                                        ;         ;        ;;;;;
3838;Totaal;Totaal;Hoogenweg;2e halfjaar 2017;                                        ;         ;        ;;;;;
3839;Totaal;Totaal;Hoogenweg;2017;                                        ;         ;        ;;;;;
3840;Totaal;Totaal;Kloosterhaar;1e halfjaar 2017;                                        ;         ;        ;;;;;
3841;Totaal;Totaal;Kloosterhaar;2e halfjaar 2017;                                        ;         ;        ;;;;;
3842;Totaal;Totaal;Kloosterhaar;2017;                                        ;         ;        ;;;;;
3843;Totaal;Totaal;Loozen;1e halfjaar 2017;                                        ;         ;        ;;;;;
3844;Totaal;Totaal;Loozen;2e halfjaar 2017;                                        ;         ;        ;;;;;
3845;Totaal;Totaal;Loozen;2017;                                        ;         ;        ;;;;;
3846;Totaal;Totaal;Lutten;1e halfjaar 2017;                                        ;         ;        ;;;;;
3847;Totaal;Totaal;Lutten;2e halfjaar 2017;                                        ;         ;        ;;;;;
3848;Totaal;Totaal;Lutten;2017;                                        ;         ;        ;;;;;
3849;Totaal;Totaal;Marienberg;1e halfjaar 2017;                                        ;         ;        ;;;;;
3850;Totaal;Totaal;Marienberg;2e halfjaar 2017;                                        ;         ;        ;;;;;
3851;Totaal;Totaal;Marienberg;2017;                                        ;         ;        ;;;;;
3852;Totaal;Totaal;Radewijk;1e halfjaar 2017;                                        ;         ;        ;;;;;
3853;Totaal;Totaal;Radewijk;2e halfjaar 2017;                                        ;         ;        ;;;;;
3854;Totaal;Totaal;Radewijk;2017;                                        ;         ;        ;;;;;
3855;Totaal;Totaal;Rheeze;1e halfjaar 2017;                                        ;         ;        ;;;;;
3856;Totaal;Totaal;Rheeze;2e halfjaar 2017;                                        ;         ;        ;;;;;
3857;Totaal;Totaal;Rheeze;2017;                                        ;         ;        ;;;;;
3858;Totaal;Totaal;Rheezerveen;1e halfjaar 2017;                                        ;         ;        ;;;;;
3859;Totaal;Totaal;Rheezerveen;2e halfjaar 2017;                                        ;         ;        ;;;;;
3860;Totaal;Totaal;Rheezerveen;2017;                                        ;         ;        ;;;;;
3861;Totaal;Totaal;Schuinesloot;1e halfjaar 2017;                                        ;         ;        ;;;;;
3862;Totaal;Totaal;Schuinesloot;2e halfjaar 2017;                                        ;         ;        ;;;;;
3863;Totaal;Totaal;Schuinesloot;2017;                                        ;         ;        ;;;;;
3864;Totaal;Totaal;Sibculo;1e halfjaar 2017;                                        ;         ;        ;;;;;
3865;Totaal;Totaal;Sibculo;2e halfjaar 2017;                                        ;         ;        ;;;;;
3866;Totaal;Totaal;Sibculo;2017;                                        ;         ;        ;;;;;
3867;Totaal;Totaal;Slagharen;1e halfjaar 2017;                                        ;         ;        ;;;;;
3868;Totaal;Totaal;Slagharen;2e halfjaar 2017;                                        ;         ;        ;;;;;
3869;Totaal;Totaal;Slagharen;2017;                                        ;         ;        ;;;;;
3870;Totaal;Totaal;Venebrugge;1e halfjaar 2017;                                        ;         ;        ;;;;;
3871;Totaal;Totaal;Venebrugge;2e halfjaar 2017;                                        ;         ;        ;;;;;
3872;Totaal;Totaal;Venebrugge;2017;                                        ;         ;        ;;;;;
3873;Totaal;Totaal;Hardenberg;1e halfjaar 2017;                                        ;         ;        ;;;;;
3874;Totaal;Totaal;Hardenberg;2e halfjaar 2017;                                        ;         ;        ;;;;;
3875;Totaal;Totaal;Hardenberg;2017;                                        ;         ;        ;;;;;
3876;Totaal;Totaal;Bruchterveld;1e halfjaar 2017;                                        ;         ;        ;;;;;
3877;Totaal;Totaal;Bruchterveld;2e halfjaar 2017;                                        ;         ;        ;;;;;
3878;Totaal;Totaal;Bruchterveld;2017;                                        ;         ;        ;;;;;
3879;Totaal;Totaal;Harderwijk;1e halfjaar 2017;Harderwijk                              ;Gemeente ;GM0243  ;;4630.0;3785.0;99.0;190.0
3880;Totaal;Totaal;Harderwijk;2e halfjaar 2017;Harderwijk                              ;Gemeente ;GM0243  ;;4690.0;3825.0;100.0;191.0
3881;Totaal;Totaal;Harderwijk;2017;Harderwijk                              ;Gemeente ;GM0243  ;;5070.0;4075.0;107.0;203.0
3882;Totaal;Totaal;Wijk 01 Binnenstad;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024301;1.0;180.0;160.0;77.0;117.0
3883;Totaal;Totaal;Wijk 01 Binnenstad;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024301;1.0;190.0;170.0;82.0;125.0
3884;Totaal;Totaal;Wijk 01 Binnenstad;2017;Harderwijk                              ;Wijk     ;WK024301;1.0;205.0;175.0;88.0;129.0
3885;Totaal;Totaal;Wijk 02 Waterstad;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024302;1.0;10.0;10.0;34.0;90.0
3886;Totaal;Totaal;Wijk 02 Waterstad;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024302;1.0;10.0;10.0;24.0;64.0
3887;Totaal;Totaal;Wijk 02 Waterstad;2017;Harderwijk                              ;Wijk     ;WK024302;1.0;15.0;10.0;36.0;64.0
3888;Totaal;Totaal;Wijk 03 Zeebuurt;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024303;1.0;255.0;210.0;117.0;212.0
3889;Totaal;Totaal;Wijk 03 Zeebuurt;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024303;1.0;275.0;220.0;128.0;224.0
3890;Totaal;Totaal;Wijk 03 Zeebuurt;2017;Harderwijk                              ;Wijk     ;WK024303;1.0;285.0;230.0;132.0;234.0
3891;Totaal;Totaal;Wijk 04 Friesegracht;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024304;1.0;110.0;95.0;81.0;151.0
3892;Totaal;Totaal;Wijk 04 Friesegracht;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024304;1.0;110.0;95.0;81.0;153.0
3893;Totaal;Totaal;Wijk 04 Friesegracht;2017;Harderwijk                              ;Wijk     ;WK024304;1.0;115.0;100.0;84.0;161.0
3894;Totaal;Totaal;Wijk 05 Stadsdennen;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024305;1.0;885.0;750.0;143.0;279.0
3895;Totaal;Totaal;Wijk 05 Stadsdennen;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024305;1.0;875.0;735.0;141.0;271.0
3896;Totaal;Totaal;Wijk 05 Stadsdennen;2017;Harderwijk                              ;Wijk     ;WK024305;1.0;945.0;785.0;151.0;290.0
3897;Totaal;Totaal;Wijk 06 De Sypel;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024306;1.0;40.0;30.0;61.0;106.0
3898;Totaal;Totaal;Wijk 06 De Sypel;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024306;1.0;35.0;35.0;53.0;126.0
3899;Totaal;Totaal;Wijk 06 De Sypel;2017;Harderwijk                              ;Wijk     ;WK024306;1.0;45.0;35.0;68.0;126.0
3900;Totaal;Totaal;Wijk 07 Stationsomgeving;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024307;1.0;30.0;30.0;132.0;224.0
3901;Totaal;Totaal;Wijk 07 Stationsomgeving;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024307;1.0;35.0;30.0;160.0;224.0
3902;Totaal;Totaal;Wijk 07 Stationsomgeving;2017;Harderwijk                              ;Wijk     ;WK024307;1.0;35.0;30.0;158.0;222.0
3903;Totaal;Totaal;Wijk 08 Stadsweiden;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024308;1.0;1060.0;815.0;135.0;233.0
3904;Totaal;Totaal;Wijk 08 Stadsweiden;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024308;1.0;1050.0;810.0;135.0;231.0
3905;Totaal;Totaal;Wijk 08 Stadsweiden;2017;Harderwijk                              ;Wijk     ;WK024308;1.0;1155.0;870.0;147.0;248.0
3906;Totaal;Totaal;Wijk 09 Slingerbos;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024309;1.0;80.0;70.0;58.0;125.0
3907;Totaal;Totaal;Wijk 09 Slingerbos;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024309;1.0;75.0;70.0;55.0;127.0
3908;Totaal;Totaal;Wijk 09 Slingerbos;2017;Harderwijk                              ;Wijk     ;WK024309;1.0;80.0;75.0;59.0;135.0
3909;Totaal;Totaal;Wijk 10 Tweelingstad;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024310;1.0;790.0;640.0;116.0;223.0
3910;Totaal;Totaal;Wijk 10 Tweelingstad;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024310;1.0;820.0;665.0;119.0;230.0
3911;Totaal;Totaal;Wijk 10 Tweelingstad;2017;Harderwijk                              ;Wijk     ;WK024310;1.0;870.0;695.0;126.0;240.0
3912;Totaal;Totaal;Wijk 11 Frankrijk;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024311;1.0;300.0;245.0;72.0;149.0
3913;Totaal;Totaal;Wijk 11 Frankrijk;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024311;1.0;305.0;250.0;73.0;152.0
3914;Totaal;Totaal;Wijk 11 Frankrijk;2017;Harderwijk                              ;Wijk     ;WK024311;1.0;325.0;265.0;77.0;161.0
3915;Totaal;Totaal;Wijk 12 Drielanden;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024312;1.0;590.0;505.0;63.0;143.0
3916;Totaal;Totaal;Wijk 12 Drielanden;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024312;1.0;610.0;525.0;65.0;148.0
3917;Totaal;Totaal;Wijk 12 Drielanden;2017;Harderwijk                              ;Wijk     ;WK024312;1.0;660.0;560.0;70.0;158.0
3918;Totaal;Totaal;Wijk 13 Industrieterrein Lorentz;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024313;1.0;10.0;10.0;161.0;303.0
3919;Totaal;Totaal;Wijk 13 Industrieterrein Lorentz;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024313;1.0;10.0;10.0;149.0;278.0
3920;Totaal;Totaal;Wijk 13 Industrieterrein Lorentz;2017;Harderwijk                              ;Wijk     ;WK024313;1.0;10.0;10.0;149.0;278.0
3921;Totaal;Totaal;Wijk 14 Buitengebied Harderwijk;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024314;1.0;75.0;40.0;90.0;125.0
3922;Totaal;Totaal;Wijk 14 Buitengebied Harderwijk;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024314;1.0;70.0;35.0;77.0;102.0
3923;Totaal;Totaal;Wijk 14 Buitengebied Harderwijk;2017;Harderwijk                              ;Wijk     ;WK024314;1.0;95.0;40.0;103.0;117.0
3924;Totaal;Totaal;Wijk 15 Hierden;1e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024315;1.0;230.0;180.0;74.0;140.0
3925;Totaal;Totaal;Wijk 15 Hierden;2e halfjaar 2017;Harderwijk                              ;Wijk     ;WK024315;1.0;220.0;175.0;70.0;134.0
3926;Totaal;Totaal;Wijk 15 Hierden;2017;Harderwijk                              ;Wijk     ;WK024315;1.0;245.0;195.0;77.0;149.0
3927;Totaal;Totaal;Wijk 16 Wolderwijd;1e halfjaar 2017;                                        ;         ;        ;;;;;
3928;Totaal;Totaal;Wijk 16 Wolderwijd;2e halfjaar 2017;                                        ;         ;        ;;;;;
3929;Totaal;Totaal;Wijk 16 Wolderwijd;2017;                                        ;         ;        ;;;;;
3930;Totaal;Totaal;Hardinxveld-Giessendam;1e halfjaar 2017;Hardinxveld-Giessendam                  ;Gemeente ;GM0523  ;;1300.0;1055.0;72.0;149.0
3931;Totaal;Totaal;Hardinxveld-Giessendam;2e halfjaar 2017;Hardinxveld-Giessendam                  ;Gemeente ;GM0523  ;;1295.0;1055.0;72.0;148.0
3932;Totaal;Totaal;Hardinxveld-Giessendam;2017;Hardinxveld-Giessendam                  ;Gemeente ;GM0523  ;;1450.0;1155.0;80.0;162.0
3933;Totaal;Totaal;Wijk 00;1e halfjaar 2017;Hardinxveld-Giessendam                  ;Wijk     ;WK052300;1.0;1300.0;1055.0;72.0;149.0
3934;Totaal;Totaal;Wijk 00;2e halfjaar 2017;Hardinxveld-Giessendam                  ;Wijk     ;WK052300;1.0;1295.0;1055.0;72.0;148.0
3935;Totaal;Totaal;Wijk 00;2017;Hardinxveld-Giessendam                  ;Wijk     ;WK052300;1.0;1450.0;1155.0;80.0;162.0
3936;Totaal;Totaal;Haren;1e halfjaar 2017;Haren                                   ;Gemeente ;GM0017  ;;1425.0;1200.0;72.0;136.0
3937;Totaal;Totaal;Haren;2e halfjaar 2017;Haren                                   ;Gemeente ;GM0017  ;;1490.0;1260.0;74.0;141.0
3938;Totaal;Totaal;Haren;2017;Haren                                   ;Gemeente ;GM0017  ;;1635.0;1345.0;81.0;150.0
3939;Totaal;Totaal;Wijk 00 Centrum;1e halfjaar 2017;Haren                                   ;Wijk     ;WK001700;1.0;1345.0;1135.0;74.0;140.0
3940;Totaal;Totaal;Wijk 00 Centrum;2e halfjaar 2017;Haren                                   ;Wijk     ;WK001700;1.0;1400.0;1180.0;77.0;144.0
3941;Totaal;Totaal;Wijk 00 Centrum;2017;Haren                                   ;Wijk     ;WK001700;1.0;1540.0;1265.0;83.0;154.0
3942;Totaal;Totaal;Wijk 01 Land;1e halfjaar 2017;Haren                                   ;Wijk     ;WK001701;1.0;80.0;70.0;44.0;96.0
3943;Totaal;Totaal;Wijk 01 Land;2e halfjaar 2017;Haren                                   ;Wijk     ;WK001701;1.0;90.0;80.0;51.0;108.0
3944;Totaal;Totaal;Wijk 01 Land;2017;Haren                                   ;Wijk     ;WK001701;1.0;95.0;85.0;53.0;113.0
3945;Totaal;Totaal;Harlingen;1e halfjaar 2017;Harlingen                               ;Gemeente ;GM0072  ;;2020.0;1695.0;127.0;222.0
3946;Totaal;Totaal;Harlingen;2e halfjaar 2017;Harlingen                               ;Gemeente ;GM0072  ;;2040.0;1725.0;128.0;226.0
