ID;AantalVoorzieningen;SoortVoorzieningSociaalDomein;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
11;Totaal;Totaal;Wijk 02 Anloo;2017;Aa en Hunze                             ;Wijk     ;WK168002;1.0;50.0;40.0;112.0;185.0
12;Totaal;Totaal;Wijk 03 Gasteren;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168003;1.0;20.0;20.0;49.0;116.0
13;Totaal;Totaal;Wijk 03 Gasteren;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168003;1.0;20.0;20.0;50.0;116.0
14;Totaal;Totaal;Wijk 03 Gasteren;2017;Aa en Hunze                             ;Wijk     ;WK168003;1.0;20.0;20.0;50.0;116.0
15;Totaal;Totaal;Wijk 04 Anderen;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168004;1.0;20.0;15.0;77.0;142.0
16;Totaal;Totaal;Wijk 04 Anderen;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168004;1.0;20.0;15.0;76.0;140.0
17;Totaal;Totaal;Wijk 04 Anderen;2017;Aa en Hunze                             ;Wijk     ;WK168004;1.0;25.0;15.0;95.0;140.0
18;Totaal;Totaal;Wijk 05 Schipborg;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168005;1.0;30.0;25.0;51.0;88.0
19;Totaal;Totaal;Wijk 05 Schipborg;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168005;1.0;30.0;30.0;50.0;105.0
20;Totaal;Totaal;Wijk 05 Schipborg;2017;Aa en Hunze                             ;Wijk     ;WK168005;1.0;35.0;30.0;58.0;105.0
21;Totaal;Totaal;Wijk 06 Eexterveen;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168006;1.0;25.0;20.0;57.0;115.0
22;Totaal;Totaal;Wijk 06 Eexterveen;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168006;1.0;25.0;20.0;58.0;113.0
23;Totaal;Totaal;Wijk 06 Eexterveen;2017;Aa en Hunze                             ;Wijk     ;WK168006;1.0;25.0;25.0;57.0;141.0
24;Totaal;Totaal;Wijk 07 Spijkerboor;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168007;1.0;10.0;10.0;69.0;156.0
25;Totaal;Totaal;Wijk 07 Spijkerboor;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168007;1.0;10.0;10.0;67.0;159.0
26;Totaal;Totaal;Wijk 07 Spijkerboor;2017;Aa en Hunze                             ;Wijk     ;WK168007;1.0;10.0;10.0;66.0;159.0
27;Totaal;Totaal;Wijk 08 Nieuw-Annerveen;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168008;1.0;0.0;0.0;;
28;Totaal;Totaal;Wijk 08 Nieuw-Annerveen;2e halfjaar 2017;                                        ;         ;        ;;;;;
29;Totaal;Totaal;Wijk 08 Nieuw-Annerveen;2017;Aa en Hunze                             ;Wijk     ;WK168008;1.0;0.0;0.0;;
30;Totaal;Totaal;Wijk 09 Oud-Annerveen;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168009;1.0;10.0;10.0;77.0;196.0
31;Totaal;Totaal;Wijk 09 Oud-Annerveen;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168009;1.0;10.0;10.0;78.0;189.0
32;Totaal;Totaal;Wijk 09 Oud-Annerveen;2017;Aa en Hunze                             ;Wijk     ;WK168009;1.0;10.0;10.0;78.0;189.0
33;Totaal;Totaal;Wijk 11 Annerveenschekanaal;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168011;1.0;35.0;30.0;83.0;158.0
34;Totaal;Totaal;Wijk 11 Annerveenschekanaal;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168011;1.0;35.0;30.0;87.0;159.0
35;Totaal;Totaal;Wijk 11 Annerveenschekanaal;2017;Aa en Hunze                             ;Wijk     ;WK168011;1.0;40.0;35.0;98.0;185.0
36;Totaal;Totaal;Wijk 12 Eexterveenschekanaal;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168012;1.0;20.0;20.0;69.0;138.0
37;Totaal;Totaal;Wijk 12 Eexterveenschekanaal;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168012;1.0;20.0;20.0;66.0;129.0
38;Totaal;Totaal;Wijk 12 Eexterveenschekanaal;2017;Aa en Hunze                             ;Wijk     ;WK168012;1.0;25.0;20.0;81.0;126.0
39;Totaal;Totaal;Wijk 13 Eexterzandvoort;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168013;1.0;10.0;10.0;71.0;172.0
40;Totaal;Totaal;Wijk 13 Eexterzandvoort;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168013;1.0;10.0;10.0;74.0;167.0
41;Totaal;Totaal;Wijk 13 Eexterzandvoort;2017;Aa en Hunze                             ;Wijk     ;WK168013;1.0;10.0;10.0;74.0;167.0
42;Totaal;Totaal;Wijk 14 Gasselte;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168014;1.0;190.0;155.0;100.0;174.0
43;Totaal;Totaal;Wijk 14 Gasselte;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168014;1.0;190.0;160.0;99.0;178.0
44;Totaal;Totaal;Wijk 14 Gasselte;2017;Aa en Hunze                             ;Wijk     ;WK168014;1.0;205.0;170.0;106.0;188.0
45;Totaal;Totaal;Wijk 15 Gasselternijveen;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168015;1.0;235.0;185.0;126.0;230.0
46;Totaal;Totaal;Wijk 15 Gasselternijveen;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168015;1.0;245.0;190.0;132.0;240.0
47;Totaal;Totaal;Wijk 15 Gasselternijveen;2017;Aa en Hunze                             ;Wijk     ;WK168015;1.0;265.0;200.0;142.0;251.0
48;Totaal;Totaal;Wijk 16 Gasselternijveenschemond;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168016;1.0;50.0;45.0;76.0;154.0
49;Totaal;Totaal;Wijk 16 Gasselternijveenschemond;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168016;1.0;55.0;50.0;83.0;169.0
50;Totaal;Totaal;Wijk 16 Gasselternijveenschemond;2017;Aa en Hunze                             ;Wijk     ;WK168016;1.0;60.0;50.0;90.0;169.0
51;Totaal;Totaal;Wijk 17 Gieten;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168017;1.0;500.0;400.0;98.0;173.0
52;Totaal;Totaal;Wijk 17 Gieten;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168017;1.0;505.0;415.0;100.0;180.0
53;Totaal;Totaal;Wijk 17 Gieten;2017;Aa en Hunze                             ;Wijk     ;WK168017;1.0;560.0;445.0;110.0;193.0
54;Totaal;Totaal;Wijk 18 Gieterveen;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168018;1.0;105.0;80.0;85.0;154.0
55;Totaal;Totaal;Wijk 18 Gieterveen;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168018;1.0;105.0;80.0;86.0;153.0
56;Totaal;Totaal;Wijk 18 Gieterveen;2017;Aa en Hunze                             ;Wijk     ;WK168018;1.0;110.0;85.0;89.0;163.0
57;Totaal;Totaal;Wijk 19 Rolde;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168019;1.0;425.0;360.0;90.0;171.0
58;Totaal;Totaal;Wijk 19 Rolde;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168019;1.0;455.0;380.0;96.0;178.0
59;Totaal;Totaal;Wijk 19 Rolde;2017;Aa en Hunze                             ;Wijk     ;WK168019;1.0;495.0;405.0;103.0;189.0
60;Totaal;Totaal;Wijk 20 Grolloo;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168020;1.0;80.0;65.0;69.0;131.0
61;Totaal;Totaal;Wijk 20 Grolloo;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168020;1.0;75.0;65.0;64.0;129.0
62;Totaal;Totaal;Wijk 20 Grolloo;2017;Aa en Hunze                             ;Wijk     ;WK168020;1.0;80.0;70.0;68.0;139.0
63;Totaal;Totaal;Wijk 21 Ekehaar;1e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168021;1.0;25.0;20.0;50.0;104.0
64;Totaal;Totaal;Wijk 21 Ekehaar;2e halfjaar 2017;Aa en Hunze                             ;Wijk     ;WK168021;1.0;25.0;20.0;50.0;104.0
65;Totaal;Totaal;Wijk 21 Ekehaar;2017;Aa en Hunze                             ;Wijk     ;WK168021;1.0;30.0;20.0;59.0;104.0
66;Totaal;Totaal;Aalburg;1e halfjaar 2017;Aalburg                                 ;Gemeente ;GM0738  ;;1055.0;845.0;80.0;169.0
67;Totaal;Totaal;Aalburg;2e halfjaar 2017;Aalburg                                 ;Gemeente ;GM0738  ;;1055.0;840.0;80.0;167.0
68;Totaal;Totaal;Aalburg;2017;Aalburg                                 ;Gemeente ;GM0738  ;;1175.0;920.0;89.0;182.0
69;Totaal;Totaal;Wijk 00 Wijk en Aalburg;1e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073800;1.0;595.0;455.0;94.0;193.0
70;Totaal;Totaal;Wijk 00 Wijk en Aalburg;2e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073800;1.0;595.0;450.0;94.0;189.0
71;Totaal;Totaal;Wijk 00 Wijk en Aalburg;2017;Aalburg                                 ;Wijk     ;WK073800;1.0;655.0;480.0;103.0;201.0
72;Totaal;Totaal;Wijk 01 Veen;1e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073801;1.0;205.0;170.0;75.0;164.0
73;Totaal;Totaal;Wijk 01 Veen;2e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073801;1.0;200.0;170.0;73.0;164.0
74;Totaal;Totaal;Wijk 01 Veen;2017;Aalburg                                 ;Wijk     ;WK073801;1.0;225.0;190.0;82.0;183.0
75;Totaal;Totaal;Wijk 02 Genderen;1e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073802;1.0;110.0;100.0;64.0;149.0
76;Totaal;Totaal;Wijk 02 Genderen;2e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073802;1.0;105.0;95.0;61.0;140.0
77;Totaal;Totaal;Wijk 02 Genderen;2017;Aalburg                                 ;Wijk     ;WK073802;1.0;120.0;105.0;70.0;154.0
78;Totaal;Totaal;Wijk 03 Eethen;1e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073803;1.0;60.0;45.0;73.0;134.0
79;Totaal;Totaal;Wijk 03 Eethen;2e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073803;1.0;55.0;45.0;67.0;133.0
80;Totaal;Totaal;Wijk 03 Eethen;2017;Aalburg                                 ;Wijk     ;WK073803;1.0;65.0;55.0;79.0;163.0
81;Totaal;Totaal;Wijk 04 Meeuwen;1e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073804;1.0;45.0;40.0;61.0;142.0
82;Totaal;Totaal;Wijk 04 Meeuwen;2e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073804;1.0;50.0;45.0;68.0;160.0
83;Totaal;Totaal;Wijk 04 Meeuwen;2017;Aalburg                                 ;Wijk     ;WK073804;1.0;55.0;50.0;75.0;177.0
84;Totaal;Totaal;Wijk 05 Drongelen;1e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073805;1.0;25.0;20.0;62.0;124.0
85;Totaal;Totaal;Wijk 05 Drongelen;2e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073805;1.0;25.0;20.0;62.0;124.0
86;Totaal;Totaal;Wijk 05 Drongelen;2017;Aalburg                                 ;Wijk     ;WK073805;1.0;30.0;20.0;75.0;124.0
87;Totaal;Totaal;Wijk 06 Babyloniënbroek;1e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073806;1.0;15.0;15.0;34.0;91.0
88;Totaal;Totaal;Wijk 06 Babyloniënbroek;2e halfjaar 2017;Aalburg                                 ;Wijk     ;WK073806;1.0;20.0;15.0;45.0;90.0
89;Totaal;Totaal;Wijk 06 Babyloniënbroek;2017;Aalburg                                 ;Wijk     ;WK073806;1.0;20.0;20.0;45.0;120.0
90;Totaal;Totaal;Aalsmeer;1e halfjaar 2017;Aalsmeer                                ;Gemeente ;GM0358  ;;2555.0;2115.0;81.0;159.0
91;Totaal;Totaal;Aalsmeer;2e halfjaar 2017;Aalsmeer                                ;Gemeente ;GM0358  ;;2570.0;2125.0;81.0;159.0
92;Totaal;Totaal;Aalsmeer;2017;Aalsmeer                                ;Gemeente ;GM0358  ;;2800.0;2275.0;87.0;169.0
93;Totaal;Totaal;Wijk 00 Aalsmeer;1e halfjaar 2017;Aalsmeer                                ;Wijk     ;WK035800;1.0;1420.0;1140.0;114.0;199.0
94;Totaal;Totaal;Wijk 00 Aalsmeer;2e halfjaar 2017;Aalsmeer                                ;Wijk     ;WK035800;1.0;1420.0;1145.0;113.0;198.0
95;Totaal;Totaal;Wijk 00 Aalsmeer;2017;Aalsmeer                                ;Wijk     ;WK035800;1.0;1540.0;1215.0;121.0;209.0
96;Totaal;Totaal;Wijk 01 Kudelstraat en Kalslagen;1e halfjaar 2017;Aalsmeer                                ;Wijk     ;WK035801;1.0;600.0;520.0;65.0;137.0
97;Totaal;Totaal;Wijk 01 Kudelstraat en Kalslagen;2e halfjaar 2017;Aalsmeer                                ;Wijk     ;WK035801;1.0;595.0;510.0;64.0;135.0
98;Totaal;Totaal;Wijk 01 Kudelstraat en Kalslagen;2017;Aalsmeer                                ;Wijk     ;WK035801;1.0;660.0;555.0;71.0;146.0
99;Totaal;Totaal;Wijk 02 Oosteinde;1e halfjaar 2017;Aalsmeer                                ;Wijk     ;WK035802;1.0;540.0;450.0;54.0;120.0
100;Totaal;Totaal;Wijk 02 Oosteinde;2e halfjaar 2017;Aalsmeer                                ;Wijk     ;WK035802;1.0;550.0;470.0;55.0;123.0
101;Totaal;Totaal;Wijk 02 Oosteinde;2017;Aalsmeer                                ;Wijk     ;WK035802;1.0;600.0;505.0;60.0;132.0
102;Totaal;Totaal;Aalten;1e halfjaar 2017;Aalten                                  ;Gemeente ;GM0197  ;;2365.0;2070.0;87.0;177.0
103;Totaal;Totaal;Aalten;2e halfjaar 2017;Aalten                                  ;Gemeente ;GM0197  ;;2335.0;2050.0;86.0;175.0
104;Totaal;Totaal;Aalten;2017;Aalten                                  ;Gemeente ;GM0197  ;;2555.0;2195.0;94.0;187.0
105;Totaal;Totaal;Wijk 01 Buitengebied Aalten;1e halfjaar 2017;Aalten                                  ;Wijk     ;WK019701;1.0;195.0;175.0;46.0;117.0
106;Totaal;Totaal;Wijk 01 Buitengebied Aalten;2e halfjaar 2017;Aalten                                  ;Wijk     ;WK019701;1.0;195.0;175.0;48.0;117.0
107;Totaal;Totaal;Wijk 01 Buitengebied Aalten;2017;Aalten                                  ;Wijk     ;WK019701;1.0;210.0;190.0;51.0;127.0
108;Totaal;Totaal;Wijk 02 Bredevoort;1e halfjaar 2017;Aalten                                  ;Wijk     ;WK019702;1.0;130.0;115.0;68.0;139.0
109;Totaal;Totaal;Wijk 02 Bredevoort;2e halfjaar 2017;Aalten                                  ;Wijk     ;WK019702;1.0;135.0;115.0;71.0;139.0
110;Totaal;Totaal;Wijk 02 Bredevoort;2017;Aalten                                  ;Wijk     ;WK019702;1.0;150.0;125.0;79.0;150.0
111;Totaal;Totaal;Wijk 03 Aalten Kern;1e halfjaar 2017;Aalten                                  ;Wijk     ;WK019703;1.0;1230.0;1080.0;96.0;189.0
112;Totaal;Totaal;Wijk 03 Aalten Kern;2e halfjaar 2017;Aalten                                  ;Wijk     ;WK019703;1.0;1205.0;1065.0;94.0;186.0
113;Totaal;Totaal;Wijk 03 Aalten Kern;2017;Aalten                                  ;Wijk     ;WK019703;1.0;1325.0;1140.0;102.0;199.0
114;Totaal;Totaal;Wijk 04 Dinxperlo;1e halfjaar 2017;Aalten                                  ;Wijk     ;WK019704;1.0;805.0;705.0;97.0;191.0
115;Totaal;Totaal;Wijk 04 Dinxperlo;2e halfjaar 2017;Aalten                                  ;Wijk     ;WK019704;1.0;800.0;695.0;97.0;189.0
116;Totaal;Totaal;Wijk 04 Dinxperlo;2017;Aalten                                  ;Wijk     ;WK019704;1.0;870.0;745.0;104.0;202.0
117;Totaal;Totaal;Achtkarspelen;1e halfjaar 2017;Achtkarspelen                           ;Gemeente ;GM0059  ;;3260.0;2645.0;116.0;222.0
118;Totaal;Totaal;Achtkarspelen;2e halfjaar 2017;Achtkarspelen                           ;Gemeente ;GM0059  ;;3135.0;2565.0;112.0;214.0
119;Totaal;Totaal;Achtkarspelen;2017;Achtkarspelen                           ;Gemeente ;GM0059  ;;3550.0;2845.0;126.0;238.0
120;Totaal;Totaal;Wijk 00 Noord;1e halfjaar 2017;Achtkarspelen                           ;Wijk     ;WK005900;1.0;1440.0;1160.0;120.0;230.0
121;Totaal;Totaal;Wijk 00 Noord;2e halfjaar 2017;Achtkarspelen                           ;Wijk     ;WK005900;1.0;1350.0;1105.0;113.0;219.0
122;Totaal;Totaal;Wijk 00 Noord;2017;Achtkarspelen                           ;Wijk     ;WK005900;1.0;1565.0;1240.0;130.0;246.0
123;Totaal;Totaal;Wijk 01 Centrum;1e halfjaar 2017;Achtkarspelen                           ;Wijk     ;WK005901;1.0;315.0;270.0;95.0;201.0
124;Totaal;Totaal;Wijk 01 Centrum;2e halfjaar 2017;Achtkarspelen                           ;Wijk     ;WK005901;1.0;310.0;255.0;94.0;189.0
125;Totaal;Totaal;Wijk 01 Centrum;2017;Achtkarspelen                           ;Wijk     ;WK005901;1.0;355.0;295.0;107.0;219.0
126;Totaal;Totaal;Wijk 02 Zuid;1e halfjaar 2017;Achtkarspelen                           ;Wijk     ;WK005902;1.0;1505.0;1220.0;118.0;220.0
127;Totaal;Totaal;Wijk 02 Zuid;2e halfjaar 2017;Achtkarspelen                           ;Wijk     ;WK005902;1.0;1475.0;1205.0;115.0;216.0
128;Totaal;Totaal;Wijk 02 Zuid;2017;Achtkarspelen                           ;Wijk     ;WK005902;1.0;1635.0;1310.0;127.0;235.0
129;Totaal;Totaal;Alblasserdam;1e halfjaar 2017;                                        ;         ;        ;;;;;
130;Totaal;Totaal;Alblasserdam;2e halfjaar 2017;Alblasserdam                            ;Gemeente ;GM0482  ;;2055.0;1675.0;102.0;204.0
131;Totaal;Totaal;Alblasserdam;2017;                                        ;         ;        ;;;;;
132;Totaal;Totaal;Wijk 01 Centrum;1e halfjaar 2017;                                        ;         ;        ;;;;;
133;Totaal;Totaal;Wijk 01 Centrum;2e halfjaar 2017;Alblasserdam                            ;Wijk     ;WK048201;1.0;430.0;380.0;90.0;187.0
134;Totaal;Totaal;Wijk 01 Centrum;2017;                                        ;         ;        ;;;;;
135;Totaal;Totaal;Wijk 02 Kinderdijk;1e halfjaar 2017;                                        ;         ;        ;;;;;
136;Totaal;Totaal;Wijk 02 Kinderdijk;2e halfjaar 2017;Alblasserdam                            ;Wijk     ;WK048202;1.0;425.0;330.0;110.0;208.0
137;Totaal;Totaal;Wijk 02 Kinderdijk;2017;                                        ;         ;        ;;;;;
138;Totaal;Totaal;Wijk 03 Blokweer;1e halfjaar 2017;                                        ;         ;        ;;;;;
139;Totaal;Totaal;Wijk 03 Blokweer;2e halfjaar 2017;Alblasserdam                            ;Wijk     ;WK048203;1.0;665.0;565.0;88.0;185.0
140;Totaal;Totaal;Wijk 03 Blokweer;2017;                                        ;         ;        ;;;;;
141;Totaal;Totaal;Wijk 04 Souburgh;1e halfjaar 2017;                                        ;         ;        ;;;;;
142;Totaal;Totaal;Wijk 04 Souburgh;2e halfjaar 2017;Alblasserdam                            ;Wijk     ;WK048204;1.0;520.0;385.0;140.0;261.0
143;Totaal;Totaal;Wijk 04 Souburgh;2017;                                        ;         ;        ;;;;;
144;Totaal;Totaal;Wijk 05 Bedrijventerrein;1e halfjaar 2017;                                        ;         ;        ;;;;;
145;Totaal;Totaal;Wijk 05 Bedrijventerrein;2e halfjaar 2017;Alblasserdam                            ;Wijk     ;WK048205;1.0;10.0;10.0;96.0;313.0
146;Totaal;Totaal;Wijk 05 Bedrijventerrein;2017;                                        ;         ;        ;;;;;
147;Totaal;Totaal;Wijk 06 Landelijk gebied;1e halfjaar 2017;                                        ;         ;        ;;;;;
148;Totaal;Totaal;Wijk 06 Landelijk gebied;2e halfjaar 2017;Alblasserdam                            ;Wijk     ;WK048206;1.0;0.0;0.0;;
149;Totaal;Totaal;Wijk 06 Landelijk gebied;2017;                                        ;         ;        ;;;;;
150;Totaal;Totaal;Albrandswaard;1e halfjaar 2017;Albrandswaard                           ;Gemeente ;GM0613  ;;2025.0;1495.0;80.0;146.0
151;Totaal;Totaal;Albrandswaard;2e halfjaar 2017;Albrandswaard                           ;Gemeente ;GM0613  ;;2060.0;1540.0;81.0;150.0
152;Totaal;Totaal;Albrandswaard;2017;Albrandswaard                           ;Gemeente ;GM0613  ;;2230.0;1625.0;87.0;158.0
153;Totaal;Totaal;Wijk 01 Poortugaal-Noord;1e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061301;1.0;115.0;95.0;43.0;91.0
154;Totaal;Totaal;Wijk 01 Poortugaal-Noord;2e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061301;1.0;125.0;100.0;47.0;96.0
155;Totaal;Totaal;Wijk 01 Poortugaal-Noord;2017;Albrandswaard                           ;Wijk     ;WK061301;1.0;135.0;110.0;50.0;105.0
156;Totaal;Totaal;Wijk 02 Rhoon-Noord;1e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061302;1.0;115.0;100.0;60.0;116.0
157;Totaal;Totaal;Wijk 02 Rhoon-Noord;2e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061302;1.0;125.0;115.0;66.0;134.0
158;Totaal;Totaal;Wijk 02 Rhoon-Noord;2017;Albrandswaard                           ;Wijk     ;WK061302;1.0;140.0;120.0;74.0;139.0
159;Totaal;Totaal;Wijk 03 Poortugaal-Zuid;1e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061303;1.0;745.0;455.0;106.0;165.0
160;Totaal;Totaal;Wijk 03 Poortugaal-Zuid;2e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061303;1.0;750.0;480.0;107.0;173.0
161;Totaal;Totaal;Wijk 03 Poortugaal-Zuid;2017;Albrandswaard                           ;Wijk     ;WK061303;1.0;820.0;500.0;116.0;180.0
162;Totaal;Totaal;Wijk 04 Rhoon-Zuid;1e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061304;1.0;565.0;460.0;95.0;167.0
163;Totaal;Totaal;Wijk 04 Rhoon-Zuid;2e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061304;1.0;555.0;455.0;92.0;164.0
164;Totaal;Totaal;Wijk 04 Rhoon-Zuid;2017;Albrandswaard                           ;Wijk     ;WK061304;1.0;590.0;475.0;97.0;170.0
165;Totaal;Totaal;Wijk 05 Buitengebied Albrandswaard;1e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061305;1.0;10.0;10.0;38.0;98.0
166;Totaal;Totaal;Wijk 05 Buitengebied Albrandswaard;2e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061305;1.0;10.0;10.0;39.0;100.0
167;Totaal;Totaal;Wijk 05 Buitengebied Albrandswaard;2017;Albrandswaard                           ;Wijk     ;WK061305;1.0;10.0;10.0;39.0;100.0
168;Totaal;Totaal;Wijk 06 Portland;1e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061306;1.0;480.0;375.0;64.0;138.0
169;Totaal;Totaal;Wijk 06 Portland;2e halfjaar 2017;Albrandswaard                           ;Wijk     ;WK061306;1.0;490.0;385.0;65.0;142.0
170;Totaal;Totaal;Wijk 06 Portland;2017;Albrandswaard                           ;Wijk     ;WK061306;1.0;535.0;415.0;71.0;153.0
171;Totaal;Totaal;Wijk 07 Rotterdam-Albrandswaard;1e halfjaar 2017;                                        ;         ;        ;;;;;
172;Totaal;Totaal;Wijk 07 Rotterdam-Albrandswaard;2e halfjaar 2017;                                        ;         ;        ;;;;;
173;Totaal;Totaal;Wijk 07 Rotterdam-Albrandswaard;2017;                                        ;         ;        ;;;;;
174;Totaal;Totaal;Alkmaar;1e halfjaar 2017;Alkmaar                                 ;Gemeente ;GM0361  ;;10660.0;9020.0;97.0;174.0
175;Totaal;Totaal;Alkmaar;2e halfjaar 2017;Alkmaar                                 ;Gemeente ;GM0361  ;;10845.0;9210.0;99.0;177.0
176;Totaal;Totaal;Alkmaar;2017;Alkmaar                                 ;Gemeente ;GM0361  ;;11680.0;9735.0;106.0;187.0
177;Totaal;Totaal;Zuid;1e halfjaar 2017;Alkmaar                                 ;Wijk     ;WK036101;1.0;1695.0;1415.0;116.0;197.0
178;Totaal;Totaal;Zuid;2e halfjaar 2017;Alkmaar                                 ;Wijk     ;WK036101;1.0;1695.0;1435.0;116.0;199.0
179;Totaal;Totaal;Zuid;2017;Alkmaar                                 ;Wijk     ;WK036101;1.0;1840.0;1515.0;125.0;210.0
180;Totaal;Totaal;Oudorp;1e halfjaar 2017;Alkmaar                                 ;Wijk     ;WK036102;1.0;1345.0;1140.0;98.0;183.0
181;Totaal;Totaal;Oudorp;2e halfjaar 2017;Alkmaar                                 ;Wijk     ;WK036102;1.0;1365.0;1155.0;100.0;185.0
182;Totaal;Totaal;Oudorp;2017;Alkmaar                                 ;Wijk     ;WK036102;1.0;1480.0;1225.0;107.0;196.0
