ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Vestigingen_1;UiteindelijkeZeggenschapBuitenland_2
74;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;;
75;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;329610.0;4885.0
76;A-U Alle economische activiteiten;Oost-Nederland (LD);2016;343135.0;5020.0
77;A-U Alle economische activiteiten;Oost-Nederland (LD);2017;353595.0;5195.0
78;A-U Alle economische activiteiten;Oost-Nederland (LD);2018;368195.0;5410.0
79;A-U Alle economische activiteiten;Oost-Nederland (LD);2019;384140.0;5405.0
80;A-U Alle economische activiteiten;Oost-Nederland (LD);2020;401565.0;5575.0
81;A-U Alle economische activiteiten;Oost-Nederland (LD);2021;415070.0;5970.0
82;A-U Alle economische activiteiten;Oost-Nederland (LD);2022;447710.0;6285.0
83;A-U Alle economische activiteiten;Oost-Nederland (LD);2023;463180.0;6370.0
84;A-U Alle economische activiteiten;West-Nederland (LD);2010;;
85;A-U Alle economische activiteiten;West-Nederland (LD);2011;;
86;A-U Alle economische activiteiten;West-Nederland (LD);2012;;
87;A-U Alle economische activiteiten;West-Nederland (LD);2013;;
88;A-U Alle economische activiteiten;West-Nederland (LD);2014;;
89;A-U Alle economische activiteiten;West-Nederland (LD);2015;820410.0;15330.0
90;A-U Alle economische activiteiten;West-Nederland (LD);2016;859335.0;15950.0
91;A-U Alle economische activiteiten;West-Nederland (LD);2017;889550.0;16665.0
92;A-U Alle economische activiteiten;West-Nederland (LD);2018;937365.0;17275.0
93;A-U Alle economische activiteiten;West-Nederland (LD);2019;990205.0;17575.0
94;A-U Alle economische activiteiten;West-Nederland (LD);2020;1050065.0;18325.0
95;A-U Alle economische activiteiten;West-Nederland (LD);2021;1089565.0;19730.0
96;A-U Alle economische activiteiten;West-Nederland (LD);2022;1181845.0;21355.0
97;A-U Alle economische activiteiten;West-Nederland (LD);2023;1231320.0;21065.0
98;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2010;;
99;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2011;;
100;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2012;;
101;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2013;;
102;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2014;;
103;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2015;;
104;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2016;;
105;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2017;;
106;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2018;;
107;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2019;;
108;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2020;;
109;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2021;;
110;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2022;;
111;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2023;;
112;A-U Alle economische activiteiten;Zuid-Nederland (LD);2010;;
113;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;;
114;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;;
115;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;;
116;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;;
117;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;335950.0;6530.0
118;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;347795.0;6835.0
119;A-U Alle economische activiteiten;Zuid-Nederland (LD);2017;357460.0;7105.0
120;A-U Alle economische activiteiten;Zuid-Nederland (LD);2018;371755.0;7345.0
121;A-U Alle economische activiteiten;Zuid-Nederland (LD);2019;386445.0;7355.0
122;A-U Alle economische activiteiten;Zuid-Nederland (LD);2020;403035.0;7680.0
123;A-U Alle economische activiteiten;Zuid-Nederland (LD);2021;416070.0;8160.0
124;A-U Alle economische activiteiten;Zuid-Nederland (LD);2022;448850.0;8640.0
125;A-U Alle economische activiteiten;Zuid-Nederland (LD);2023;461695.0;8625.0
126;A-U Alle economische activiteiten;Extra-Regio (LD);2010;;
127;A-U Alle economische activiteiten;Extra-Regio (LD);2011;;
128;A-U Alle economische activiteiten;Extra-Regio (LD);2012;;
129;A-U Alle economische activiteiten;Extra-Regio (LD);2013;;
130;A-U Alle economische activiteiten;Extra-Regio (LD);2014;;
131;A-U Alle economische activiteiten;Extra-Regio (LD);2015;;
132;A-U Alle economische activiteiten;Extra-Regio (LD);2016;;
133;A-U Alle economische activiteiten;Extra-Regio (LD);2017;;
134;A-U Alle economische activiteiten;Extra-Regio (LD);2018;;
135;A-U Alle economische activiteiten;Extra-Regio (LD);2019;;
136;A-U Alle economische activiteiten;Extra-Regio (LD);2020;;
137;A-U Alle economische activiteiten;Extra-Regio (LD);2021;;
138;A-U Alle economische activiteiten;Extra-Regio (LD);2022;;
139;A-U Alle economische activiteiten;Extra-Regio (LD);2023;;
140;A-U Alle economische activiteiten;Buitenland (LD);2010;;
141;A-U Alle economische activiteiten;Buitenland (LD);2011;;
142;A-U Alle economische activiteiten;Buitenland (LD);2012;;
143;A-U Alle economische activiteiten;Buitenland (LD);2013;;
144;A-U Alle economische activiteiten;Buitenland (LD);2014;;
145;A-U Alle economische activiteiten;Buitenland (LD);2015;0.0;0.0
146;A-U Alle economische activiteiten;Buitenland (LD);2016;0.0;0.0
147;A-U Alle economische activiteiten;Buitenland (LD);2017;0.0;0.0
148;A-U Alle economische activiteiten;Buitenland (LD);2018;0.0;0.0
149;A-U Alle economische activiteiten;Buitenland (LD);2019;0.0;0.0
150;A-U Alle economische activiteiten;Buitenland (LD);2020;0.0;0.0
151;A-U Alle economische activiteiten;Buitenland (LD);2021;0.0;0.0
152;A-U Alle economische activiteiten;Buitenland (LD);2022;0.0;0.0
153;A-U Alle economische activiteiten;Buitenland (LD);2023;0.0;0.0
154;A-U Alle economische activiteiten;Niet in te delen (LD);2010;;
155;A-U Alle economische activiteiten;Niet in te delen (LD);2011;;
156;A-U Alle economische activiteiten;Niet in te delen (LD);2012;;
157;A-U Alle economische activiteiten;Niet in te delen (LD);2013;;
158;A-U Alle economische activiteiten;Niet in te delen (LD);2014;;
159;A-U Alle economische activiteiten;Niet in te delen (LD);2015;15.0;5.0
160;A-U Alle economische activiteiten;Niet in te delen (LD);2016;10.0;5.0
161;A-U Alle economische activiteiten;Niet in te delen (LD);2017;5.0;0.0
162;A-U Alle economische activiteiten;Niet in te delen (LD);2018;5.0;0.0
163;A-U Alle economische activiteiten;Niet in te delen (LD);2019;4025.0;10.0
164;A-U Alle economische activiteiten;Niet in te delen (LD);2020;4255.0;35.0
165;A-U Alle economische activiteiten;Niet in te delen (LD);2021;4270.0;25.0
166;A-U Alle economische activiteiten;Niet in te delen (LD);2022;4740.0;20.0
167;A-U Alle economische activiteiten;Niet in te delen (LD);2023;4695.0;15.0
168;A-U Alle economische activiteiten;Groningen (PV);2010;;
169;A-U Alle economische activiteiten;Groningen (PV);2011;;
170;A-U Alle economische activiteiten;Groningen (PV);2012;;
171;A-U Alle economische activiteiten;Groningen (PV);2013;;
172;A-U Alle economische activiteiten;Groningen (PV);2014;;
173;A-U Alle economische activiteiten;Groningen (PV);2015;48415.0;660.0
174;A-U Alle economische activiteiten;Groningen (PV);2016;50365.0;735.0
175;A-U Alle economische activiteiten;Groningen (PV);2017;51675.0;760.0
176;A-U Alle economische activiteiten;Groningen (PV);2018;53475.0;795.0
177;A-U Alle economische activiteiten;Groningen (PV);2019;55360.0;770.0
178;A-U Alle economische activiteiten;Groningen (PV);2020;57490.0;780.0
179;A-U Alle economische activiteiten;Groningen (PV);2021;59420.0;830.0
180;A-U Alle economische activiteiten;Groningen (PV);2022;63610.0;870.0
181;A-U Alle economische activiteiten;Groningen (PV);2023;65470.0;870.0
182;A-U Alle economische activiteiten;Fryslân (PV);2010;;
183;A-U Alle economische activiteiten;Fryslân (PV);2011;;
184;A-U Alle economische activiteiten;Fryslân (PV);2012;;
185;A-U Alle economische activiteiten;Fryslân (PV);2013;;
186;A-U Alle economische activiteiten;Fryslân (PV);2014;;
187;A-U Alle economische activiteiten;Fryslân (PV);2015;60460.0;620.0
188;A-U Alle economische activiteiten;Fryslân (PV);2016;62740.0;665.0
189;A-U Alle economische activiteiten;Fryslân (PV);2017;64145.0;680.0
190;A-U Alle economische activiteiten;Fryslân (PV);2018;66360.0;715.0
191;A-U Alle economische activiteiten;Fryslân (PV);2019;68655.0;720.0
192;A-U Alle economische activiteiten;Fryslân (PV);2020;71070.0;725.0
193;A-U Alle economische activiteiten;Fryslân (PV);2021;73075.0;760.0
194;A-U Alle economische activiteiten;Fryslân (PV);2022;78395.0;810.0
195;A-U Alle economische activiteiten;Fryslân (PV);2023;80905.0;805.0
196;A-U Alle economische activiteiten;Drenthe (PV);2010;;
197;A-U Alle economische activiteiten;Drenthe (PV);2011;;
198;A-U Alle economische activiteiten;Drenthe (PV);2012;;
199;A-U Alle economische activiteiten;Drenthe (PV);2013;;
200;A-U Alle economische activiteiten;Drenthe (PV);2014;;
201;A-U Alle economische activiteiten;Drenthe (PV);2015;42495.0;585.0
202;A-U Alle economische activiteiten;Drenthe (PV);2016;44135.0;610.0
203;A-U Alle economische activiteiten;Drenthe (PV);2017;45220.0;635.0
204;A-U Alle economische activiteiten;Drenthe (PV);2018;46815.0;650.0
205;A-U Alle economische activiteiten;Drenthe (PV);2019;48430.0;635.0
206;A-U Alle economische activiteiten;Drenthe (PV);2020;50160.0;660.0
207;A-U Alle economische activiteiten;Drenthe (PV);2021;51340.0;695.0
208;A-U Alle economische activiteiten;Drenthe (PV);2022;54830.0;720.0
209;A-U Alle economische activiteiten;Drenthe (PV);2023;56030.0;720.0
210;A-U Alle economische activiteiten;Overijssel (PV);2010;;
211;A-U Alle economische activiteiten;Overijssel (PV);2011;;
212;A-U Alle economische activiteiten;Overijssel (PV);2012;;
213;A-U Alle economische activiteiten;Overijssel (PV);2013;;
214;A-U Alle economische activiteiten;Overijssel (PV);2014;;
215;A-U Alle economische activiteiten;Overijssel (PV);2015;99325.0;1500.0
216;A-U Alle economische activiteiten;Overijssel (PV);2016;103415.0;1565.0
217;A-U Alle economische activiteiten;Overijssel (PV);2017;106255.0;1620.0
218;A-U Alle economische activiteiten;Overijssel (PV);2018;110335.0;1700.0
219;A-U Alle economische activiteiten;Overijssel (PV);2019;114530.0;1695.0
220;A-U Alle economische activiteiten;Overijssel (PV);2020;118725.0;1725.0
221;A-U Alle economische activiteiten;Overijssel (PV);2021;122170.0;1855.0
222;A-U Alle economische activiteiten;Overijssel (PV);2022;131095.0;1930.0
223;A-U Alle economische activiteiten;Overijssel (PV);2023;135180.0;1945.0
224;A-U Alle economische activiteiten;Flevoland (PV);2010;;
225;A-U Alle economische activiteiten;Flevoland (PV);2011;;
226;A-U Alle economische activiteiten;Flevoland (PV);2012;;
227;A-U Alle economische activiteiten;Flevoland (PV);2013;;
228;A-U Alle economische activiteiten;Flevoland (PV);2014;;
229;A-U Alle economische activiteiten;Flevoland (PV);2015;37165.0;635.0
230;A-U Alle economische activiteiten;Flevoland (PV);2016;38670.0;680.0
231;A-U Alle economische activiteiten;Flevoland (PV);2017;39845.0;710.0
232;A-U Alle economische activiteiten;Flevoland (PV);2018;41820.0;710.0
233;A-U Alle economische activiteiten;Flevoland (PV);2019;44020.0;690.0
234;A-U Alle economische activiteiten;Flevoland (PV);2020;46955.0;715.0
235;A-U Alle economische activiteiten;Flevoland (PV);2021;49240.0;765.0
236;A-U Alle economische activiteiten;Flevoland (PV);2022;53915.0;810.0
237;A-U Alle economische activiteiten;Flevoland (PV);2023;56745.0;825.0
238;A-U Alle economische activiteiten;Gelderland (PV);2010;;
239;A-U Alle economische activiteiten;Gelderland (PV);2011;;
240;A-U Alle economische activiteiten;Gelderland (PV);2012;;
241;A-U Alle economische activiteiten;Gelderland (PV);2013;;
242;A-U Alle economische activiteiten;Gelderland (PV);2014;;
243;A-U Alle economische activiteiten;Gelderland (PV);2015;193120.0;2745.0
244;A-U Alle economische activiteiten;Gelderland (PV);2016;201055.0;2775.0
245;A-U Alle economische activiteiten;Gelderland (PV);2017;207495.0;2865.0
246;A-U Alle economische activiteiten;Gelderland (PV);2018;216040.0;3000.0
247;A-U Alle economische activiteiten;Gelderland (PV);2019;225590.0;3015.0
248;A-U Alle economische activiteiten;Gelderland (PV);2020;235885.0;3130.0
249;A-U Alle economische activiteiten;Gelderland (PV);2021;243665.0;3345.0
250;A-U Alle economische activiteiten;Gelderland (PV);2022;262700.0;3540.0
251;A-U Alle economische activiteiten;Gelderland (PV);2023;271255.0;3595.0
252;A-U Alle economische activiteiten;Utrecht (PV);2010;;
253;A-U Alle economische activiteiten;Utrecht (PV);2011;;
254;A-U Alle economische activiteiten;Utrecht (PV);2012;;
255;A-U Alle economische activiteiten;Utrecht (PV);2013;;
256;A-U Alle economische activiteiten;Utrecht (PV);2014;;
257;A-U Alle economische activiteiten;Utrecht (PV);2015;136440.0;2165.0
258;A-U Alle economische activiteiten;Utrecht (PV);2016;142805.0;2245.0
259;A-U Alle economische activiteiten;Utrecht (PV);2017;147490.0;2335.0
260;A-U Alle economische activiteiten;Utrecht (PV);2018;154610.0;2415.0
261;A-U Alle economische activiteiten;Utrecht (PV);2019;166225.0;2480.0
262;A-U Alle economische activiteiten;Utrecht (PV);2020;175510.0;2615.0
263;A-U Alle economische activiteiten;Utrecht (PV);2021;180460.0;2810.0
264;A-U Alle economische activiteiten;Utrecht (PV);2022;194320.0;3045.0
265;A-U Alle economische activiteiten;Utrecht (PV);2023;202020.0;3030.0
266;A-U Alle economische activiteiten;Noord-Holland (PV);2010;;
267;A-U Alle economische activiteiten;Noord-Holland (PV);2011;;
268;A-U Alle economische activiteiten;Noord-Holland (PV);2012;;
269;A-U Alle economische activiteiten;Noord-Holland (PV);2013;;
270;A-U Alle economische activiteiten;Noord-Holland (PV);2014;;
271;A-U Alle economische activiteiten;Noord-Holland (PV);2015;320135.0;6705.0
272;A-U Alle economische activiteiten;Noord-Holland (PV);2016;336425.0;7045.0
273;A-U Alle economische activiteiten;Noord-Holland (PV);2017;349755.0;7450.0
274;A-U Alle economische activiteiten;Noord-Holland (PV);2018;369455.0;7770.0
275;A-U Alle economische activiteiten;Noord-Holland (PV);2019;389755.0;7955.0
276;A-U Alle economische activiteiten;Noord-Holland (PV);2020;412640.0;8320.0
277;A-U Alle economische activiteiten;Noord-Holland (PV);2021;426160.0;9110.0
278;A-U Alle economische activiteiten;Noord-Holland (PV);2022;461220.0;9975.0
279;A-U Alle economische activiteiten;Noord-Holland (PV);2023;477365.0;9745.0
280;A-U Alle economische activiteiten;Zuid-Holland (PV);2010;;
281;A-U Alle economische activiteiten;Zuid-Holland (PV);2011;;
282;A-U Alle economische activiteiten;Zuid-Holland (PV);2012;;
283;A-U Alle economische activiteiten;Zuid-Holland (PV);2013;;
284;A-U Alle economische activiteiten;Zuid-Holland (PV);2014;;
285;A-U Alle economische activiteiten;Zuid-Holland (PV);2015;328940.0;5915.0
286;A-U Alle economische activiteiten;Zuid-Holland (PV);2016;343955.0;6065.0
287;A-U Alle economische activiteiten;Zuid-Holland (PV);2017;355315.0;6265.0
288;A-U Alle economische activiteiten;Zuid-Holland (PV);2018;375050.0;6455.0
289;A-U Alle economische activiteiten;Zuid-Holland (PV);2019;394370.0;6495.0
290;A-U Alle economische activiteiten;Zuid-Holland (PV);2020;420575.0;6715.0
291;A-U Alle economische activiteiten;Zuid-Holland (PV);2021;440145.0;7085.0
292;A-U Alle economische activiteiten;Zuid-Holland (PV);2022;480510.0;7590.0
293;A-U Alle economische activiteiten;Zuid-Holland (PV);2023;504685.0;7535.0
294;A-U Alle economische activiteiten;Zeeland (PV);2010;;
295;A-U Alle economische activiteiten;Zeeland (PV);2011;;
296;A-U Alle economische activiteiten;Zeeland (PV);2012;;
297;A-U Alle economische activiteiten;Zeeland (PV);2013;;
298;A-U Alle economische activiteiten;Zeeland (PV);2014;;
299;A-U Alle economische activiteiten;Zeeland (PV);2015;34900.0;545.0
300;A-U Alle economische activiteiten;Zeeland (PV);2016;36145.0;590.0
301;A-U Alle economische activiteiten;Zeeland (PV);2017;36990.0;615.0
302;A-U Alle economische activiteiten;Zeeland (PV);2018;38250.0;640.0
303;A-U Alle economische activiteiten;Zeeland (PV);2019;39855.0;645.0
304;A-U Alle economische activiteiten;Zeeland (PV);2020;41340.0;675.0
305;A-U Alle economische activiteiten;Zeeland (PV);2021;42800.0;725.0
306;A-U Alle economische activiteiten;Zeeland (PV);2022;45800.0;750.0
307;A-U Alle economische activiteiten;Zeeland (PV);2023;47245.0;755.0
308;A-U Alle economische activiteiten;Noord-Brabant (PV);2010;;
309;A-U Alle economische activiteiten;Noord-Brabant (PV);2011;;
310;A-U Alle economische activiteiten;Noord-Brabant (PV);2012;;
311;A-U Alle economische activiteiten;Noord-Brabant (PV);2013;;
312;A-U Alle economische activiteiten;Noord-Brabant (PV);2014;;
313;A-U Alle economische activiteiten;Noord-Brabant (PV);2015;244820.0;4520.0
314;A-U Alle economische activiteiten;Noord-Brabant (PV);2016;253520.0;4755.0
315;A-U Alle economische activiteiten;Noord-Brabant (PV);2017;260615.0;4940.0
316;A-U Alle economische activiteiten;Noord-Brabant (PV);2018;271375.0;5065.0
317;A-U Alle economische activiteiten;Noord-Brabant (PV);2019;282580.0;5095.0
318;A-U Alle economische activiteiten;Noord-Brabant (PV);2020;295750.0;5340.0
319;A-U Alle economische activiteiten;Noord-Brabant (PV);2021;305735.0;5680.0
320;A-U Alle economische activiteiten;Noord-Brabant (PV);2022;330565.0;6020.0
321;A-U Alle economische activiteiten;Noord-Brabant (PV);2023;340445.0;6035.0
322;A-U Alle economische activiteiten;Limburg (PV);2010;;
323;A-U Alle economische activiteiten;Limburg (PV);2011;;
324;A-U Alle economische activiteiten;Limburg (PV);2012;;
325;A-U Alle economische activiteiten;Limburg (PV);2013;;
326;A-U Alle economische activiteiten;Limburg (PV);2014;;
327;A-U Alle economische activiteiten;Limburg (PV);2015;91130.0;2010.0
328;A-U Alle economische activiteiten;Limburg (PV);2016;94275.0;2080.0
329;A-U Alle economische activiteiten;Limburg (PV);2017;96850.0;2160.0
330;A-U Alle economische activiteiten;Limburg (PV);2018;100385.0;2280.0
331;A-U Alle economische activiteiten;Limburg (PV);2019;103865.0;2255.0
332;A-U Alle economische activiteiten;Limburg (PV);2020;107285.0;2335.0
333;A-U Alle economische activiteiten;Limburg (PV);2021;110335.0;2480.0
334;A-U Alle economische activiteiten;Limburg (PV);2022;118280.0;2620.0
335;A-U Alle economische activiteiten;Limburg (PV);2023;121250.0;2585.0
336;A-U Alle economische activiteiten;Extra-Regio (PV);2010;;
337;A-U Alle economische activiteiten;Extra-Regio (PV);2011;;
338;A-U Alle economische activiteiten;Extra-Regio (PV);2012;;
339;A-U Alle economische activiteiten;Extra-Regio (PV);2013;;
340;A-U Alle economische activiteiten;Extra-Regio (PV);2014;;
341;A-U Alle economische activiteiten;Extra-Regio (PV);2015;;
342;A-U Alle economische activiteiten;Extra-Regio (PV);2016;;
343;A-U Alle economische activiteiten;Extra-Regio (PV);2017;;
344;A-U Alle economische activiteiten;Extra-Regio (PV);2018;;
345;A-U Alle economische activiteiten;Extra-Regio (PV);2019;;
346;A-U Alle economische activiteiten;Extra-Regio (PV);2020;;
347;A-U Alle economische activiteiten;Extra-Regio (PV);2021;;
348;A-U Alle economische activiteiten;Extra-Regio (PV);2022;;
349;A-U Alle economische activiteiten;Extra-Regio (PV);2023;;
350;A-U Alle economische activiteiten;Buitenland (PV);2010;;
351;A-U Alle economische activiteiten;Buitenland (PV);2011;;
352;A-U Alle economische activiteiten;Buitenland (PV);2012;;
353;A-U Alle economische activiteiten;Buitenland (PV);2013;;
354;A-U Alle economische activiteiten;Buitenland (PV);2014;;
355;A-U Alle economische activiteiten;Buitenland (PV);2015;0.0;0.0
356;A-U Alle economische activiteiten;Buitenland (PV);2016;0.0;0.0
357;A-U Alle economische activiteiten;Buitenland (PV);2017;0.0;0.0
358;A-U Alle economische activiteiten;Buitenland (PV);2018;0.0;0.0
359;A-U Alle economische activiteiten;Buitenland (PV);2019;0.0;0.0
360;A-U Alle economische activiteiten;Buitenland (PV);2020;0.0;0.0
361;A-U Alle economische activiteiten;Buitenland (PV);2021;0.0;0.0
362;A-U Alle economische activiteiten;Buitenland (PV);2022;0.0;0.0
363;A-U Alle economische activiteiten;Buitenland (PV);2023;0.0;0.0
364;A-U Alle economische activiteiten;Niet in te delen (PV);2010;;
365;A-U Alle economische activiteiten;Niet in te delen (PV);2011;;
366;A-U Alle economische activiteiten;Niet in te delen (PV);2012;;
367;A-U Alle economische activiteiten;Niet in te delen (PV);2013;;
368;A-U Alle economische activiteiten;Niet in te delen (PV);2014;;
369;A-U Alle economische activiteiten;Niet in te delen (PV);2015;15.0;5.0
370;A-U Alle economische activiteiten;Niet in te delen (PV);2016;10.0;5.0
371;A-U Alle economische activiteiten;Niet in te delen (PV);2017;5.0;0.0
372;A-U Alle economische activiteiten;Niet in te delen (PV);2018;5.0;0.0
373;A-U Alle economische activiteiten;Niet in te delen (PV);2019;4025.0;10.0
374;A-U Alle economische activiteiten;Niet in te delen (PV);2020;4255.0;35.0
375;A-U Alle economische activiteiten;Niet in te delen (PV);2021;4270.0;25.0
376;A-U Alle economische activiteiten;Niet in te delen (PV);2022;4740.0;20.0
377;A-U Alle economische activiteiten;Niet in te delen (PV);2023;4695.0;15.0
378;A-U Alle economische activiteiten;Oost-Groningen (CR);2010;;
379;A-U Alle economische activiteiten;Oost-Groningen (CR);2011;;
380;A-U Alle economische activiteiten;Oost-Groningen (CR);2012;;
381;A-U Alle economische activiteiten;Oost-Groningen (CR);2013;;
382;A-U Alle economische activiteiten;Oost-Groningen (CR);2014;;
383;A-U Alle economische activiteiten;Oost-Groningen (CR);2015;11030.0;165.0
384;A-U Alle economische activiteiten;Oost-Groningen (CR);2016;11325.0;180.0
385;A-U Alle economische activiteiten;Oost-Groningen (CR);2017;11605.0;190.0
386;A-U Alle economische activiteiten;Oost-Groningen (CR);2018;10975.0;180.0
