ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Vestigingen_1;UiteindelijkeZeggenschapBuitenland_2
5649;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2017;40.0;5.0
5650;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2018;40.0;5.0
5651;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2019;50.0;5.0
5652;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2020;50.0;5.0
5653;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2021;45.0;5.0
5654;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2022;50.0;0.0
5655;E Waterbedrijven en afvalbeheer;Delft en Westland (CR);2023;50.0;0.0
5656;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2010;30.0;5.0
5657;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2011;40.0;5.0
5658;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2012;30.0;5.0
5659;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2013;30.0;5.0
5660;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2014;25.0;0.0
5661;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2015;35.0;5.0
5662;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2016;40.0;5.0
5663;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2017;35.0;5.0
5664;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2018;35.0;5.0
5665;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2019;35.0;5.0
5666;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2020;30.0;5.0
5667;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2021;35.0;5.0
5668;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2022;40.0;5.0
5669;E Waterbedrijven en afvalbeheer;Oost-Zuid-Holland (CR);2023;35.0;5.0
5670;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2010;130.0;10.0
5671;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2011;135.0;10.0
5672;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2012;145.0;10.0
5673;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2013;140.0;20.0
5674;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2014;145.0;20.0
5675;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2015;155.0;25.0
5676;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2016;175.0;25.0
5677;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2017;190.0;25.0
5678;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2018;215.0;25.0
5679;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2019;260.0;25.0
5680;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2020;265.0;20.0
5681;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2021;265.0;20.0
5682;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2022;265.0;15.0
5683;E Waterbedrijven en afvalbeheer;Groot-Rijnmond (CR);2023;260.0;20.0
5684;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2010;35.0;0.0
5685;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2011;35.0;0.0
5686;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2012;35.0;0.0
5687;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2013;35.0;5.0
5688;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2014;40.0;5.0
5689;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2015;40.0;5.0
5690;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2016;55.0;5.0
5691;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2017;60.0;5.0
5692;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2018;55.0;5.0
5693;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2019;60.0;5.0
5694;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2020;65.0;5.0
5695;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2021;60.0;5.0
5696;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2022;60.0;5.0
5697;E Waterbedrijven en afvalbeheer;Zuidoost-Zuid-Holland (CR);2023;65.0;5.0
5698;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2010;10.0;0.0
5699;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2011;10.0;0.0
5700;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2012;10.0;0.0
5701;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2013;10.0;0.0
5702;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2014;10.0;0.0
5703;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2015;10.0;0.0
5704;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2016;10.0;5.0
5705;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2017;10.0;5.0
5706;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2018;15.0;5.0
5707;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2019;15.0;5.0
5708;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2020;15.0;5.0
5709;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2021;15.0;5.0
5710;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2022;15.0;5.0
5711;E Waterbedrijven en afvalbeheer;Zeeuwsch-Vlaanderen (CR);2023;15.0;5.0
5712;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2010;40.0;5.0
5713;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2011;50.0;5.0
5714;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2012;50.0;5.0
5715;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2013;40.0;5.0
5716;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2014;35.0;5.0
5717;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2015;35.0;10.0
5718;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2016;30.0;10.0
5719;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2017;35.0;10.0
5720;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2018;30.0;10.0
5721;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2019;45.0;20.0
5722;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2020;45.0;20.0
5723;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2021;45.0;20.0
5724;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2022;45.0;20.0
5725;E Waterbedrijven en afvalbeheer;Overig Zeeland (CR);2023;45.0;20.0
5726;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2010;85.0;5.0
5727;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2011;85.0;10.0
5728;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2012;80.0;10.0
5729;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2013;85.0;20.0
5730;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2014;85.0;20.0
5731;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2015;90.0;25.0
5732;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2016;90.0;25.0
5733;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2017;90.0;20.0
5734;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2018;95.0;25.0
5735;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2019;100.0;25.0
5736;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2020;100.0;25.0
5737;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2021;95.0;20.0
5738;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2022;105.0;20.0
5739;E Waterbedrijven en afvalbeheer;West-Noord-Brabant (CR);2023;115.0;20.0
5740;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2010;55.0;0.0
5741;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2011;50.0;0.0
5742;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2012;55.0;0.0
5743;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2013;55.0;5.0
5744;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2014;55.0;0.0
5745;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2015;60.0;5.0
5746;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2016;60.0;5.0
5747;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2017;55.0;5.0
5748;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2018;55.0;5.0
5749;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2019;55.0;5.0
5750;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2020;55.0;5.0
5751;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2021;60.0;5.0
5752;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2022;65.0;5.0
5753;E Waterbedrijven en afvalbeheer;Midden-Noord-Brabant (CR);2023;70.0;5.0
5754;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2010;100.0;0.0
5755;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2011;105.0;0.0
5756;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2012;110.0;0.0
5757;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2013;90.0;5.0
5758;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2014;95.0;5.0
5759;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2015;105.0;5.0
5760;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2016;120.0;5.0
5761;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2017;120.0;5.0
5762;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2018;115.0;5.0
5763;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2019;125.0;5.0
5764;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2020;115.0;5.0
5765;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2021;120.0;10.0
5766;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2022;115.0;15.0
5767;E Waterbedrijven en afvalbeheer;Noordoost-Noord-Brabant (CR);2023;110.0;10.0
5768;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2010;100.0;5.0
5769;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2011;100.0;5.0
5770;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2012;105.0;5.0
5771;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2013;100.0;10.0
5772;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2014;110.0;15.0
5773;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2015;110.0;15.0
5774;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2016;115.0;15.0
5775;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2017;135.0;15.0
5776;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2018;135.0;15.0
5777;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2019;135.0;10.0
5778;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2020;140.0;15.0
5779;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2021;130.0;15.0
5780;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2022;135.0;15.0
5781;E Waterbedrijven en afvalbeheer;Zuidoost-Noord-Brabant (CR);2023;130.0;15.0
5782;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2010;50.0;0.0
5783;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2011;55.0;5.0
5784;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2012;60.0;0.0
5785;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2013;45.0;0.0
5786;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2014;45.0;0.0
5787;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2015;45.0;0.0
5788;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2016;50.0;0.0
5789;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2017;50.0;0.0
5790;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2018;55.0;0.0
5791;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2019;55.0;0.0
5792;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2020;55.0;5.0
5793;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2021;55.0;5.0
5794;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2022;55.0;5.0
5795;E Waterbedrijven en afvalbeheer;Noord-Limburg (CR);2023;55.0;5.0
5796;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2010;55.0;0.0
5797;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2011;65.0;0.0
5798;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2012;65.0;0.0
5799;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2013;55.0;5.0
5800;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2014;50.0;5.0
5801;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2015;50.0;5.0
5802;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2016;55.0;5.0
5803;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2017;50.0;5.0
5804;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2018;50.0;5.0
5805;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2019;55.0;5.0
5806;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2020;45.0;5.0
5807;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2021;55.0;5.0
5808;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2022;60.0;10.0
5809;E Waterbedrijven en afvalbeheer;Midden-Limburg (CR);2023;55.0;5.0
5810;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2010;70.0;5.0
5811;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2011;85.0;5.0
5812;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2012;90.0;5.0
5813;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2013;80.0;5.0
5814;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2014;70.0;5.0
5815;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2015;75.0;5.0
5816;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2016;80.0;5.0
5817;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2017;85.0;5.0
5818;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2018;85.0;5.0
5819;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2019;85.0;5.0
5820;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2020;80.0;10.0
5821;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2021;85.0;10.0
5822;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2022;85.0;10.0
5823;E Waterbedrijven en afvalbeheer;Zuid-Limburg (CR);2023;90.0;10.0
5824;E Waterbedrijven en afvalbeheer;Flevoland (CR);2010;35.0;5.0
5825;E Waterbedrijven en afvalbeheer;Flevoland (CR);2011;35.0;5.0
5826;E Waterbedrijven en afvalbeheer;Flevoland (CR);2012;40.0;5.0
5827;E Waterbedrijven en afvalbeheer;Flevoland (CR);2013;35.0;5.0
5828;E Waterbedrijven en afvalbeheer;Flevoland (CR);2014;35.0;5.0
5829;E Waterbedrijven en afvalbeheer;Flevoland (CR);2015;45.0;5.0
5830;E Waterbedrijven en afvalbeheer;Flevoland (CR);2016;45.0;5.0
5831;E Waterbedrijven en afvalbeheer;Flevoland (CR);2017;45.0;5.0
5832;E Waterbedrijven en afvalbeheer;Flevoland (CR);2018;50.0;5.0
5833;E Waterbedrijven en afvalbeheer;Flevoland (CR);2019;55.0;5.0
5834;E Waterbedrijven en afvalbeheer;Flevoland (CR);2020;55.0;5.0
5835;E Waterbedrijven en afvalbeheer;Flevoland (CR);2021;55.0;5.0
5836;E Waterbedrijven en afvalbeheer;Flevoland (CR);2022;55.0;5.0
5837;E Waterbedrijven en afvalbeheer;Flevoland (CR);2023;60.0;5.0
5838;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2010;;
5839;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2011;;
5840;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2012;;
5841;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2013;;
5842;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2014;;
5843;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2015;;
5844;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2016;;
5845;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2017;;
5846;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2018;;
5847;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2019;;
5848;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2020;;
5849;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2021;;
5850;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2022;;
5851;E Waterbedrijven en afvalbeheer;Extra-Regio (CR);2023;;
5852;E Waterbedrijven en afvalbeheer;Buitenland (CR);2010;0.0;0.0
5853;E Waterbedrijven en afvalbeheer;Buitenland (CR);2011;0.0;0.0
5854;E Waterbedrijven en afvalbeheer;Buitenland (CR);2012;0.0;0.0
5855;E Waterbedrijven en afvalbeheer;Buitenland (CR);2013;0.0;0.0
5856;E Waterbedrijven en afvalbeheer;Buitenland (CR);2014;0.0;0.0
5857;E Waterbedrijven en afvalbeheer;Buitenland (CR);2015;0.0;0.0
5858;E Waterbedrijven en afvalbeheer;Buitenland (CR);2016;0.0;0.0
5859;E Waterbedrijven en afvalbeheer;Buitenland (CR);2017;0.0;0.0
5860;E Waterbedrijven en afvalbeheer;Buitenland (CR);2018;0.0;0.0
5861;E Waterbedrijven en afvalbeheer;Buitenland (CR);2019;0.0;0.0
5862;E Waterbedrijven en afvalbeheer;Buitenland (CR);2020;0.0;0.0
5863;E Waterbedrijven en afvalbeheer;Buitenland (CR);2021;0.0;0.0
5864;E Waterbedrijven en afvalbeheer;Buitenland (CR);2022;0.0;0.0
5865;E Waterbedrijven en afvalbeheer;Buitenland (CR);2023;0.0;0.0
5866;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2010;0.0;0.0
5867;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2011;0.0;0.0
5868;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2012;0.0;0.0
5869;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2013;0.0;0.0
5870;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2014;0.0;0.0
5871;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2015;0.0;0.0
5872;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2016;0.0;0.0
5873;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2017;0.0;0.0
5874;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2018;0.0;0.0
5875;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2019;5.0;0.0
5876;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2020;5.0;0.0
5877;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2021;5.0;0.0
5878;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2022;5.0;0.0
5879;E Waterbedrijven en afvalbeheer;Niet in te delen (CR);2023;5.0;0.0
5880;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2010;137900.0;320.0
5881;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2011;138825.0;345.0
5882;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2012;143215.0;425.0
5883;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2013;142725.0;470.0
5884;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2014;143535.0;485.0
5885;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2015;148495.0;440.0
5886;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2016;154965.0;430.0
5887;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2017;160070.0;455.0
5888;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2018;168515.0;470.0
5889;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2019;181800.0;505.0
5890;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2020;197260.0;535.0
5891;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2021;209030.0;620.0
5892;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2022;229085.0;675.0
5893;F Bouwnijverheid;Nederland, Buitenland, Niet in te delen;2023;246720.0;710.0
5894;F Bouwnijverheid;Nederland;2010;137900.0;320.0
5895;F Bouwnijverheid;Nederland;2011;138825.0;345.0
5896;F Bouwnijverheid;Nederland;2012;143215.0;425.0
5897;F Bouwnijverheid;Nederland;2013;142725.0;470.0
5898;F Bouwnijverheid;Nederland;2014;143535.0;485.0
5899;F Bouwnijverheid;Nederland;2015;148495.0;440.0
5900;F Bouwnijverheid;Nederland;2016;154965.0;430.0
5901;F Bouwnijverheid;Nederland;2017;160070.0;455.0
5902;F Bouwnijverheid;Nederland;2018;168515.0;470.0
5903;F Bouwnijverheid;Nederland;2019;181715.0;505.0
5904;F Bouwnijverheid;Nederland;2020;197170.0;525.0
5905;F Bouwnijverheid;Nederland;2021;208945.0;615.0
5906;F Bouwnijverheid;Nederland;2022;228990.0;675.0
5907;F Bouwnijverheid;Nederland;2023;246635.0;705.0
5908;F Bouwnijverheid;Buitenland;2010;0.0;0.0
5909;F Bouwnijverheid;Buitenland;2011;0.0;0.0
5910;F Bouwnijverheid;Buitenland;2012;0.0;0.0
5911;F Bouwnijverheid;Buitenland;2013;0.0;0.0
5912;F Bouwnijverheid;Buitenland;2014;0.0;0.0
5913;F Bouwnijverheid;Buitenland;2015;0.0;0.0
5914;F Bouwnijverheid;Buitenland;2016;0.0;0.0
5915;F Bouwnijverheid;Buitenland;2017;0.0;0.0
5916;F Bouwnijverheid;Buitenland;2018;0.0;0.0
5917;F Bouwnijverheid;Buitenland;2019;0.0;0.0
5918;F Bouwnijverheid;Buitenland;2020;0.0;0.0
5919;F Bouwnijverheid;Buitenland;2021;0.0;0.0
5920;F Bouwnijverheid;Buitenland;2022;0.0;0.0
5921;F Bouwnijverheid;Buitenland;2023;0.0;0.0
5922;F Bouwnijverheid;"Nederland; niet in te delen";2010;0.0;0.0
5923;F Bouwnijverheid;"Nederland; niet in te delen";2011;0.0;0.0
5924;F Bouwnijverheid;"Nederland; niet in te delen";2012;0.0;0.0
5925;F Bouwnijverheid;"Nederland; niet in te delen";2013;0.0;0.0
5926;F Bouwnijverheid;"Nederland; niet in te delen";2014;0.0;0.0
5927;F Bouwnijverheid;"Nederland; niet in te delen";2015;0.0;0.0
5928;F Bouwnijverheid;"Nederland; niet in te delen";2016;0.0;0.0
5929;F Bouwnijverheid;"Nederland; niet in te delen";2017;0.0;0.0
5930;F Bouwnijverheid;"Nederland; niet in te delen";2018;0.0;0.0
5931;F Bouwnijverheid;"Nederland; niet in te delen";2019;90.0;0.0
5932;F Bouwnijverheid;"Nederland; niet in te delen";2020;95.0;5.0
5933;F Bouwnijverheid;"Nederland; niet in te delen";2021;85.0;5.0
5934;F Bouwnijverheid;"Nederland; niet in te delen";2022;95.0;5.0
5935;F Bouwnijverheid;"Nederland; niet in te delen";2023;90.0;5.0
5936;F Bouwnijverheid;Noord-Nederland (LD);2010;13295.0;35.0
5937;F Bouwnijverheid;Noord-Nederland (LD);2011;13360.0;35.0
5938;F Bouwnijverheid;Noord-Nederland (LD);2012;13710.0;40.0
5939;F Bouwnijverheid;Noord-Nederland (LD);2013;13590.0;45.0
5940;F Bouwnijverheid;Noord-Nederland (LD);2014;13605.0;45.0
5941;F Bouwnijverheid;Noord-Nederland (LD);2015;14035.0;40.0
5942;F Bouwnijverheid;Noord-Nederland (LD);2016;14420.0;40.0
5943;F Bouwnijverheid;Noord-Nederland (LD);2017;14675.0;35.0
5944;F Bouwnijverheid;Noord-Nederland (LD);2018;15125.0;35.0
5945;F Bouwnijverheid;Noord-Nederland (LD);2019;15815.0;30.0
5946;F Bouwnijverheid;Noord-Nederland (LD);2020;16515.0;35.0
5947;F Bouwnijverheid;Noord-Nederland (LD);2021;17210.0;35.0
5948;F Bouwnijverheid;Noord-Nederland (LD);2022;18660.0;35.0
5949;F Bouwnijverheid;Noord-Nederland (LD);2023;19955.0;45.0
5950;F Bouwnijverheid;Oost-Nederland (LD);2010;27075.0;45.0
5951;F Bouwnijverheid;Oost-Nederland (LD);2011;27450.0;60.0
5952;F Bouwnijverheid;Oost-Nederland (LD);2012;28235.0;70.0
5953;F Bouwnijverheid;Oost-Nederland (LD);2013;28315.0;80.0
5954;F Bouwnijverheid;Oost-Nederland (LD);2014;28510.0;90.0
5955;F Bouwnijverheid;Oost-Nederland (LD);2015;29485.0;75.0
5956;F Bouwnijverheid;Oost-Nederland (LD);2016;30555.0;80.0
5957;F Bouwnijverheid;Oost-Nederland (LD);2017;31425.0;75.0
5958;F Bouwnijverheid;Oost-Nederland (LD);2018;32745.0;80.0
5959;F Bouwnijverheid;Oost-Nederland (LD);2019;34795.0;75.0
5960;F Bouwnijverheid;Oost-Nederland (LD);2020;37235.0;85.0
5961;F Bouwnijverheid;Oost-Nederland (LD);2021;38950.0;95.0
5962;F Bouwnijverheid;Oost-Nederland (LD);2022;42375.0;105.0
5963;F Bouwnijverheid;Oost-Nederland (LD);2023;45425.0;115.0
5964;F Bouwnijverheid;West-Nederland (LD);2010;66970.0;155.0
5965;F Bouwnijverheid;West-Nederland (LD);2011;67365.0;185.0
5966;F Bouwnijverheid;West-Nederland (LD);2012;69710.0;225.0
5967;F Bouwnijverheid;West-Nederland (LD);2013;69505.0;235.0
5968;F Bouwnijverheid;West-Nederland (LD);2014;70005.0;235.0
5969;F Bouwnijverheid;West-Nederland (LD);2015;72695.0;225.0
5970;F Bouwnijverheid;West-Nederland (LD);2016;76595.0;210.0
5971;F Bouwnijverheid;West-Nederland (LD);2017;79720.0;240.0
