ID;BedrijfstakkenBranchesSBI2008;Perioden;GeconsolideerdeProductie_1;BijdrageArbeid_2;BijdrageUren_3;BijdrageCompositieEffect_4;BijdrageKapitaal_5;BijdrageICTKapitaal_6;BijdrageNietICTKapitaal_7;BijdrageVerbruik_8;BijdrageEnergie_9;BijdrageMaterialen_10;BijdrageDiensten_11;BijdrageMultifactorproductiviteit_12;ToegevoegdeWaarde_13;BijdrageArbeid_14;BijdrageUren_15;BijdrageCompositieEffect_16;BijdrageKapitaal_17;BijdrageICTKapitaal_18;BijdrageNietICTKapitaal_19;BijdrageMultifactorproductiviteit_20;Arbeidsproductiviteitsontwikkeling_21;Arbeidsproductiviteit2021100_22;Arbeidsproductiviteitsontwikkeling_23;Arbeidsproductiviteit2021100_24;Kapitaalproductiviteitsontwikkeling_25;Kapitaalproductiviteit2021100_26;Kapitaalproductiviteitsontwikkeling_27;Kapitaalproductiviteit2021100_28;GeconsolideerdeProductieMlnEuro_29;GeconsolideerdeProductie2021100_30;Totaal_31;VerbruikEnergie_32;VerbruikMaterialen_33;VerbruikDiensten_34;Totaal_35;VerbruikEnergie_36;VerbruikMaterialen_37;VerbruikDiensten_38;ToegevoegdeWaardeMlnEuro_39;ToegevoegdeWaarde2021100_40;GewerkteUren_41;BeloningVanArbeidMlnEuro_42;BeloningVanArbeid2021100_43;KapitaaldienstenMlnEuro_44;KapitaaldienstenGewerktUurEuro_45;ICTKapitaaldienstenMlnEuro_46;NietICTKapitaaldienstenMlnEuro_47;KapitaaldienstenNeoklassiekMlnEuro_48;Kapitaaldiensten2021100_49;KapitaaldienstenGewerktUur2021100_50;ICTKapitaaldiensten2021100_51;NietICTKapitaaldiensten2021100_52;KapitaaldienstenNeoklassiek2021100_53;TotaleInputKLEMS_54;TotaleInputKapitaalEnArbeid_55;TotaleInputKLEMS_56;TotaleInputKapitaalEnArbeid_57
1127;86 Gezondheidszorg;2020;;;;;;;;;;;;;-8.7;0.5;0.7;-0.2;0.1;0.1;0.0;-9.3;;;-9.4;92.1;;;-9.8;89.1;;;;;;;;;;;31814.0;88.5;803.0;35497.0;96.1;5047.0;6.3;1689.0;3358.0;;99.3;103.3;97.8;100.1;;;40544.0;;96.5
1128;86 Gezondheidszorg;2021;;;;;;;;;;;;;13.0;3.6;3.5;0.0;0.1;0.1;0.0;9.4;;100.0;8.6;100.0;;100.0;12.2;100.0;57518.0;100.0;19883.0;;;;100.0;100.0;100.0;100.0;37635.0;100.0;836.0;37369.0;100.0;1793.0;2.1;1813.0;-21.0;;100.0;100.0;100.0;100.0;;59045.0;39162.0;100.0;100.0
1129;86 Gezondheidszorg;2022;-1.1;1.2;1.2;0.1;0.0;0.1;0.0;-3.1;-0.2;-1.0;-1.9;0.8;3.2;1.9;1.8;0.1;0.0;0.1;0.0;1.3;-2.9;97.1;1.4;101.4;-2.1;97.9;2.2;102.2;58072.0;98.9;19064.0;569.0;5727.0;12768.0;90.6;76.4;89.4;91.4;39008.0;103.2;852.0;39594.0;101.9;2767.0;3.2;1916.0;851.0;;101.0;99.2;102.1;188.8;;61425.0;42361.0;98.1;101.9
1130;86 Gezondheidszorg;2023;0.6;0.9;0.9;-0.1;0.1;0.1;0.0;-0.1;0.0;0.0;-0.1;-0.3;1.0;1.3;1.4;-0.1;0.1;0.1;0.0;-0.3;-0.8;96.3;-0.4;100.9;-0.9;97.0;-0.5;101.7;61291.0;99.5;19724.0;521.0;5845.0;13358.0;90.3;77.8;89.6;90.9;41567.0;104.3;864.0;42438.0;103.3;3113.0;3.6;2037.0;1076.0;;102.6;99.3;104.1;189.8;;65275.0;45551.0;99.0;103.3
1131;87-88 Verzorging en welzijn;1995;;;;;;;;;;;;;;;;;;;;;;;;104.8;;;;100.1;;;;;;;;;;;9493.0;59.5;586.0;8958.0;56.6;1946.0;3.3;119.0;1826.0;;59.4;104.6;5.4;84.7;;;10903.0;;56.8
1132;87-88 Verzorging en welzijn;1996;;;;;;;;;;;;;3.4;2.8;2.3;0.5;0.1;0.3;-0.2;0.5;;;0.6;105.4;;;2.9;103.0;;;;;;;;;;;9936.0;61.5;602.0;9415.0;58.5;1977.0;3.3;123.0;1854.0;;59.6;102.3;6.6;83.8;;;11392.0;;58.5
1133;87-88 Verzorging en welzijn;1997;;;;;;;;;;;;;1.2;2.6;2.7;0.0;0.1;0.2;-0.2;-1.5;;;-2.0;103.3;;;0.8;103.8;;;;;;;;;;;10366.0;62.2;622.0;9763.0;60.4;2078.0;3.3;150.0;1928.0;;59.9;99.5;8.1;83.0;;;11841.0;;60.1
1134;87-88 Verzorging en welzijn;1998;;;;;;;;;;;;;4.4;2.1;1.2;0.9;0.1;0.3;-0.2;2.2;;;3.0;106.4;;;3.6;107.6;;;;;;;;;;;11215.0;64.9;630.0;10448.0;61.9;2091.0;3.3;176.0;1916.0;;60.4;98.9;10.0;82.2;;;12540.0;;61.4
1135;87-88 Verzorging en welzijn;1999;;;;;;;;;;;;;0.5;2.2;2.4;-0.2;0.4;0.5;-0.1;-2.1;;;-2.3;103.9;;;-1.7;105.7;;;;;;;;;;;11820.0;65.2;649.0;11124.0;63.6;1968.0;3.0;199.0;1769.0;;61.7;98.2;13.3;81.7;;;13092.0;;63.0
1136;87-88 Verzorging en welzijn;2000;;;;;;;;;;;;;1.6;0.9;0.4;0.6;0.5;0.5;0.0;0.2;;;1.2;105.1;;;-1.3;104.3;;;;;;;;;;;12862.0;66.3;651.0;11842.0;64.3;1858.0;2.9;245.0;1613.0;;63.6;100.8;17.4;81.6;;;13700.0;;63.8
1137;87-88 Verzorging en welzijn;2001;;;;;;;;;;;;;3.2;4.5;3.5;1.0;0.3;0.4;0.0;-1.6;;;-0.7;104.3;;;0.8;105.1;;;;;;;;;;;13957.0;68.4;677.0;13005.0;67.6;1979.0;2.9;286.0;1693.0;;65.1;99.3;20.8;81.5;;;14985.0;;67.0
1138;87-88 Verzorging en welzijn;2002;;;;;;;;;;;;;5.2;5.7;5.2;0.4;0.2;0.3;0.0;-0.7;;;-0.8;103.5;;;3.4;108.7;;;;;;;;;;;15688.0;72.0;718.0;14427.0;72.1;2424.0;3.4;307.0;2118.0;;66.3;95.2;23.7;81.2;;;16852.0;;70.9
1139;87-88 Verzorging en welzijn;2003;;;;;;;;;;;;;3.6;3.9;3.4;0.5;0.4;0.2;0.1;-0.7;;;-0.4;103.1;;;1.0;109.8;;;;;;;;;;;16989.0;74.6;747.0;15723.0;75.4;2626.0;3.5;317.0;2309.0;;68.0;93.9;26.8;82.1;;;18349.0;;74.0
1140;87-88 Verzorging en welzijn;2004;;;;;;;;;;;;;0.3;1.6;0.2;1.3;0.5;0.3;0.3;-1.8;;;0.0;103.1;;;-3.2;106.2;;;;;;;;;;;17453.0;74.8;749.0;16068.0;76.8;2761.0;3.7;353.0;2408.0;;70.5;97.1;30.9;83.8;;;18829.0;;75.5
1141;87-88 Verzorging en welzijn;2005;;;;;;;;;;;;;1.1;0.1;1.1;-1.0;0.6;0.3;0.2;0.4;;;-0.2;102.9;;;-2.6;103.5;;;;;;;;;;;17969.0;75.6;759.0;16582.0;76.9;2634.0;3.5;392.0;2242.0;;73.1;99.5;36.0;85.4;;;19216.0;;76.0
1142;87-88 Verzorging en welzijn;2006;;;;;;;;;;;;;3.8;2.0;2.9;-0.8;0.5;0.4;0.2;1.3;;;0.5;103.4;;;0.0;103.5;;;;;;;;;;;18781.0;78.5;784.0;17393.0;78.7;2944.0;3.8;438.0;2506.0;;75.9;99.9;42.3;86.5;;;20337.0;;78.0
1143;87-88 Verzorging en welzijn;2007;;;;;;;;;;;;;1.1;1.6;2.4;-0.8;0.5;0.3;0.2;-1.0;;;-1.7;101.7;;;-2.2;101.2;;;;;;;;;;;19369.0;79.4;806.0;18227.0;80.1;2989.0;3.7;504.0;2485.0;;78.4;100.5;48.9;87.6;;;21215.0;;79.6
1144;87-88 Verzorging en welzijn;2008;;;;;;;;;;;;;3.2;2.7;3.4;-0.6;0.5;0.3;0.2;0.0;;;-0.7;101.0;;;-0.5;100.7;;;;;;;;;;;20758.0;82.0;838.0;19633.0;82.7;2982.0;3.6;555.0;2427.0;;81.4;100.4;55.5;89.2;;;22615.0;;82.2
1145;87-88 Verzorging en welzijn;2009;;;;;;;;;;;;;4.1;2.7;3.2;-0.5;0.5;0.3;0.2;0.9;;;0.4;101.5;;;0.2;100.9;;;;;;;;;;;22057.0;85.3;868.0;20660.0;85.2;3253.0;3.7;582.0;2671.0;;84.6;100.5;62.5;90.9;;;23913.0;;84.8
1146;87-88 Verzorging en welzijn;2010;;;;;;;;;;;;;2.6;2.3;1.9;0.4;0.6;0.4;0.2;-0.3;;;0.4;101.9;;;-1.8;99.1;;;;;;;;;;;23084.0;87.5;887.0;22093.0;87.5;3501.0;3.9;660.0;2841.0;;88.3;102.8;72.2;92.7;;;25594.0;;87.2
1147;87-88 Verzorging en welzijn;2011;;;;;;;;;;;;;2.7;1.9;1.5;0.3;0.6;0.4;0.2;0.3;;;0.9;102.8;;;-1.5;97.7;;;;;;;;;;;23902.0;89.9;903.0;22758.0;89.4;4026.0;4.5;740.0;3286.0;;92.1;105.3;82.5;94.5;;;26784.0;;89.4
1148;87-88 Verzorging en welzijn;2012;;;;;;;;;;;;;-0.6;0.7;1.3;-0.5;0.5;0.3;0.2;-1.9;;;-2.1;100.7;;;-3.7;94.0;;;;;;;;;;;25350.0;89.3;917.0;23319.0;90.2;3553.0;3.9;748.0;2805.0;;95.0;107.1;90.7;96.1;;;26873.0;;90.5
1149;87-88 Verzorging en welzijn;2013;;;;;;;;;;;;;1.1;-1.5;-1.2;-0.3;0.3;0.2;0.1;2.3;;;2.5;103.2;;;-1.4;92.7;;;;;;;;;;;25789.0;90.4;904.0;23655.0;88.6;3466.0;3.8;783.0;2682.0;;97.4;111.3;96.9;97.4;;;27121.0;;89.5
1150;87-88 Verzorging en welzijn;2014;;;;;;;;;;;;;2.1;-2.3;-2.1;-0.2;0.2;0.1;0.1;4.3;;;4.7;108.0;;;0.7;93.4;;;;;;;;;;;26424.0;92.3;882.0;23719.0;86.3;3924.0;4.4;813.0;3111.0;;98.8;115.7;100.6;98.1;;;27643.0;;87.5
1151;87-88 Verzorging en welzijn;2015;;;;;;;;;;;;;-0.8;-2.0;-1.5;-0.4;0.1;0.1;0.0;1.0;;;1.0;109.1;;;-1.5;91.9;;;;;;;;;;;25862.0;91.5;866.0;23368.0;84.3;3825.0;4.4;830.0;2995.0;;99.5;118.6;103.0;98.4;;;27193.0;;85.9
1152;87-88 Verzorging en welzijn;2016;;;;;;;;;;;;;2.5;0.3;0.6;-0.3;0.1;0.0;0.0;2.1;;;1.8;111.1;;;2.0;93.8;;;;;;;;;;;27071.0;93.8;872.0;24041.0;84.6;3570.0;4.1;838.0;2732.0;;100.0;118.4;104.5;98.6;;;27611.0;;86.2
1153;87-88 Verzorging en welzijn;2017;;;;;;;;;;;;;1.7;2.2;2.3;-0.1;0.0;0.0;0.0;-0.5;;;-0.9;110.0;;;1.8;95.5;;;;;;;;;;;27801.0;95.4;895.0;25161.0;86.7;3502.0;3.9;820.0;2682.0;;99.8;115.2;104.2;98.5;;;28663.0;;88.1
1154;87-88 Verzorging en welzijn;2018;;;;;;;;;;;;;2.0;2.0;2.3;-0.2;-0.1;0.0;-0.1;0.1;;;-0.6;109.4;;;2.9;98.3;;;;;;;;;;;29317.0;97.3;918.0;26314.0;88.7;3359.0;3.7;823.0;2537.0;;99.0;111.3;103.0;97.7;;;29673.0;;89.8
1155;87-88 Verzorging en welzijn;2019;;;;;;;;;;;;;3.4;5.9;5.6;0.2;0.0;0.0;0.0;-2.5;;;-2.7;106.4;;;3.4;101.7;;;;;;;;;;;31872.0;100.6;976.0;29122.0;94.6;3154.0;3.2;834.0;2321.0;;98.9;104.7;102.0;98.0;;;32276.0;;95.0
1156;87-88 Verzorging en welzijn;2020;;;;;;;;;;;;;-4.0;0.2;0.2;0.1;0.1;0.0;0.1;-4.3;;;-4.2;102.0;;;-4.6;97.0;;;;;;;;;;;31576.0;96.6;978.0;31012.0;94.8;3962.0;4.1;857.0;3105.0;;99.6;105.1;101.0;99.2;;;34974.0;;95.3
1157;87-88 Verzorging en welzijn;2021;;;;;;;;;;;;;3.5;4.9;5.0;-0.1;0.1;0.0;0.1;-1.4;;100.0;-1.9;100.0;;100.0;3.1;100.0;47841.0;100.0;14032.0;;;;100.0;100.0;100.0;100.0;33809.0;100.0;1033.0;32145.0;100.0;3187.0;3.1;890.0;2298.0;;100.0;100.0;100.0;100.0;;49364.0;35332.0;100.0;100.0
1158;87-88 Verzorging en welzijn;2022;5.2;0.4;0.9;-0.5;0.1;0.0;0.1;0.1;-0.3;-0.5;0.9;4.5;7.1;0.5;1.3;-0.8;0.2;0.0;0.1;6.5;3.7;103.7;5.6;105.6;3.4;103.4;5.4;105.4;51961.0;105.2;15703.0;822.0;3390.0;11491.0;100.5;74.3;92.4;104.3;36258.0;107.1;1047.0;34281.0;100.6;4152.0;4.0;932.0;3220.0;;101.7;100.2;101.0;101.9;;54136.0;38433.0;100.6;100.7
1159;87-88 Verzorging en welzijn;2023;5.6;0.7;0.8;-0.1;0.2;0.0;0.2;1.3;0.1;0.3;0.8;3.4;6.1;1.0;1.1;-0.1;0.3;0.1;0.3;4.8;4.3;108.1;4.8;110.7;2.6;106.1;3.1;108.6;57907.0;111.0;17316.0;756.0;3786.0;12774.0;104.9;78.7;97.5;108.4;40591.0;113.7;1060.0;36927.0;101.7;4754.0;4.5;1003.0;3751.0;;104.7;101.9;103.8;105.0;;58997.0;41681.0;102.8;102.0
1160;R-U Cultuur, recreatie, overige diensten;1995;;;;;;;;;;;;;;;;;;;;;;;;137.3;;;;134.5;;;;;;;;;;;6900.0;87.7;393.0;6310.0;65.8;1019.0;2.6;201.0;818.0;;65.2;102.1;16.3;103.0;;;7328.0;;65.8
1161;R-U Cultuur, recreatie, overige diensten;1996;;;;;;;;;;;;;-0.3;1.6;4.0;-2.3;0.1;0.6;-0.5;-2.0;;;-4.7;130.8;;;-1.0;133.2;;;;;;;;;;;7118.0;87.4;411.0;6485.0;67.1;996.0;2.4;206.0;790.0;;65.6;98.3;19.7;98.6;;;7481.0;;66.9
1162;R-U Cultuur, recreatie, overige diensten;1997;;;;;;;;;;;;;5.4;4.2;5.5;-1.3;0.1;0.2;-0.1;1.1;;;-0.9;129.7;;;4.5;139.2;;;;;;;;;;;7836.0;92.1;438.0;6876.0;70.3;1044.0;2.4;217.0;827.0;;66.2;93.2;20.9;98.0;;;7920.0;;69.8
1163;R-U Cultuur, recreatie, overige diensten;1998;;;;;;;;;;;;;3.3;4.9;4.3;0.6;0.3;0.3;0.0;-2.0;;;-1.6;127.6;;;0.7;140.2;;;;;;;;;;;8385.0;95.1;459.0;7359.0;74.3;1095.0;2.4;230.0;865.0;;67.9;91.1;23.2;98.4;;;8455.0;;73.5
1164;R-U Cultuur, recreatie, overige diensten;1999;;;;;;;;;;;;;4.5;-1.0;0.3;-1.3;0.5;0.4;0.1;5.0;;;4.2;132.9;;;0.6;141.0;;;;;;;;;;;8992.0;99.5;461.0;7833.0;73.5;1089.0;2.4;234.0;854.0;;70.5;94.3;27.0;99.0;;;8921.0;;73.1
1165;R-U Cultuur, recreatie, overige diensten;2000;;;;;;;;;;;;;3.2;0.7;-0.3;1.0;0.6;0.5;0.1;1.9;;;3.6;137.7;;;-1.6;138.8;;;;;;;;;;;9619.0;102.6;459.0;8444.0;74.1;1085.0;2.4;266.0;819.0;;73.9;99.2;32.0;100.1;;;9530.0;;74.0
1166;R-U Cultuur, recreatie, overige diensten;2001;;;;;;;;;;;;;1.5;2.1;3.0;-0.8;0.5;0.4;0.0;-1.1;;;-1.7;135.3;;;-2.7;135.0;;;;;;;;;;;10302.0;104.2;474.0;8900.0;75.8;1173.0;2.5;304.0;869.0;;77.1;100.2;37.0;100.7;;;10072.0;;76.0
1167;R-U Cultuur, recreatie, overige diensten;2002;;;;;;;;;;;;;0.6;-1.0;-2.1;1.0;0.4;0.3;0.0;1.3;;;3.0;139.3;;;-2.6;131.6;;;;;;;;;;;10946.0;104.8;463.0;9279.0;74.9;1409.0;3.0;326.0;1083.0;;79.7;105.9;41.2;101.2;;;10688.0;;75.5
1168;R-U Cultuur, recreatie, overige diensten;2003;;;;;;;;;;;;;-2.1;0.4;0.4;0.0;0.3;0.2;0.0;-2.8;;;-2.6;135.8;;;-4.1;126.2;;;;;;;;;;;11226.0;102.6;466.0;9522.0;75.3;1483.0;3.2;327.0;1156.0;;81.3;107.6;44.3;101.6;;;11005.0;;76.0
1169;R-U Cultuur, recreatie, overige diensten;2004;;;;;;;;;;;;;0.0;2.5;2.0;0.6;0.3;0.2;0.1;-2.8;;;-2.2;132.7;;;-2.0;123.6;;;;;;;;;;;11536.0;102.6;476.0;9680.0;77.5;1541.0;3.2;341.0;1200.0;;83.0;107.4;47.3;102.3;;;11222.0;;78.1
1170;R-U Cultuur, recreatie, overige diensten;2005;;;;;;;;;;;;;1.6;2.5;1.7;0.7;0.3;0.2;0.1;-1.2;;;-0.4;132.3;;;-0.9;122.5;;;;;;;;;;;11846.0;104.3;486.0;9873.0;79.7;1476.0;3.0;354.0;1122.0;;85.1;107.9;50.9;103.5;;;11349.0;;80.4
1171;R-U Cultuur, recreatie, overige diensten;2006;;;;;;;;;;;;;3.2;1.6;0.7;0.9;0.4;0.3;0.1;1.3;;;2.4;135.5;;;0.4;123.0;;;;;;;;;;;12248.0;107.7;489.0;10085.0;81.2;1553.0;3.2;374.0;1179.0;;87.5;110.1;55.6;104.3;;;11638.0;;81.9
1172;R-U Cultuur, recreatie, overige diensten;2007;;;;;;;;;;;;;3.8;6.4;7.5;-1.0;0.4;0.3;0.1;-2.9;;;-4.4;129.5;;;0.9;124.2;;;;;;;;;;;12895.0;111.8;532.0;10618.0;87.1;1602.0;3.0;411.0;1192.0;;90.1;104.3;61.1;105.0;;;12220.0;;87.4
1173;R-U Cultuur, recreatie, overige diensten;2008;;;;;;;;;;;;;0.6;3.3;3.8;-0.5;0.4;0.3;0.1;-3.1;;;-3.6;124.9;;;-2.3;121.3;;;;;;;;;;;13437.0;112.5;555.0;11145.0;90.4;1636.0;2.9;446.0;1189.0;;92.7;102.9;67.1;105.6;;;12781.0;;90.6
1174;R-U Cultuur, recreatie, overige diensten;2009;;;;;;;;;;;;;-2.8;2.5;2.3;0.2;0.2;0.3;-0.1;-5.5;;;-5.3;118.3;;;-4.6;115.8;;;;;;;;;;;13768.0;109.3;569.0;11470.0;93.0;1762.0;3.1;467.0;1296.0;;94.4;102.2;73.1;104.8;;;13233.0;;93.1
1175;R-U Cultuur, recreatie, overige diensten;2010;;;;;;;;;;;;;-0.4;1.0;0.2;0.8;0.0;0.2;-0.3;-1.3;;;-0.6;117.5;;;-0.1;115.7;;;;;;;;;;;14248.0;108.9;571.0;11810.0;94.0;1721.0;3.0;495.0;1226.0;;94.1;101.6;77.6;101.9;;;13532.0;;94.0
1176;R-U Cultuur, recreatie, overige diensten;2011;;;;;;;;;;;;;1.1;1.3;1.3;0.0;-0.1;0.2;-0.3;-0.1;;;-0.3;117.2;;;1.8;117.8;;;;;;;;;;;14811.0;110.1;579.0;12053.0;95.4;1890.0;3.3;519.0;1371.0;;93.5;99.5;81.8;98.9;;;13943.0;;95.1
1177;R-U Cultuur, recreatie, overige diensten;2012;;;;;;;;;;;;;-1.4;-1.6;-1.0;-0.6;-0.1;0.2;-0.3;0.3;;;-0.2;117.0;;;-0.7;116.9;;;;;;;;;;;14828.0;108.6;572.0;12094.0;93.6;1763.0;3.1;510.0;1253.0;;92.9;100.1;85.9;96.1;;;13857.0;;93.5
1178;R-U Cultuur, recreatie, overige diensten;2013;;;;;;;;;;;;;-2.3;0.4;0.8;-0.4;-0.1;0.1;-0.2;-2.7;;;-3.3;113.2;;;-1.8;114.8;;;;;;;;;;;14878.0;106.1;577.0;12113.0;94.1;1829.0;3.2;520.0;1309.0;;92.4;98.6;89.2;93.8;;;13942.0;;93.8
1179;R-U Cultuur, recreatie, overige diensten;2014;;;;;;;;;;;;;-0.4;0.4;0.1;0.3;0.0;0.1;-0.1;-0.8;;;-0.5;112.7;;;-0.5;114.2;;;;;;;;;;;15292.0;105.7;578.0;12467.0;94.5;1913.0;3.3;534.0;1379.0;;92.5;98.7;91.9;92.9;;;14380.0;;94.2
1180;R-U Cultuur, recreatie, overige diensten;2015;;;;;;;;;;;;;1.8;-0.7;-0.6;0.0;0.0;0.1;-0.1;2.5;;;2.6;115.6;;;2.2;116.7;;;;;;;;;;;15785.0;107.6;573.0;12398.0;93.8;1903.0;3.3;547.0;1355.0;;92.2;99.1;94.2;91.6;;;14301.0;;93.5
1181;R-U Cultuur, recreatie, overige diensten;2016;;;;;;;;;;;;;1.9;3.3;4.3;-1.0;0.1;0.1;0.0;-1.5;;;-2.9;112.2;;;1.3;118.2;;;;;;;;;;;16387.0;109.6;602.0;12959.0;97.4;1886.0;3.1;557.0;1330.0;;92.7;94.9;95.8;91.7;;;14846.0;;96.7
1182;R-U Cultuur, recreatie, overige diensten;2017;;;;;;;;;;;;;2.5;2.6;3.0;-0.3;0.2;0.0;0.1;-0.3;;;-0.9;111.2;;;1.2;119.7;;;;;;;;;;;16927.0;112.3;622.0;13594.0;100.3;1828.0;2.9;548.0;1280.0;;93.9;92.9;96.5;92.9;;;15423.0;;99.4
1183;R-U Cultuur, recreatie, overige diensten;2018;;;;;;;;;;;;;3.2;1.7;1.3;0.4;0.2;0.0;0.1;1.3;;;1.7;113.0;;;1.8;121.8;;;;;;;;;;;17668.0;115.9;632.0;14434.0;102.3;2326.0;3.7;559.0;1766.0;;95.1;92.8;97.0;94.5;;;16759.0;;101.2
1184;R-U Cultuur, recreatie, overige diensten;2019;;;;;;;;;;;;;3.9;2.7;3.1;-0.4;0.3;0.1;0.3;0.8;;;0.2;113.3;;;1.6;123.8;;;;;;;;;;;18683.0;120.4;655.0;15287.0;105.5;2402.0;3.7;586.0;1816.0;;97.3;91.5;98.6;96.9;;;17690.0;;104.3
1185;R-U Cultuur, recreatie, overige diensten;2020;;;;;;;;;;;;;-20.7;-9.4;-11.2;2.0;0.2;0.0;0.2;-11.5;;;-9.0;103.1;;;-22.0;96.5;;;;;;;;;;;15701.0;95.4;570.0;13839.0;94.0;2548.0;4.5;626.0;1922.0;;98.9;106.8;100.0;98.5;;;16387.0;;94.7
1186;R-U Cultuur, recreatie, overige diensten;2021;;;;;;;;;;;;;4.8;5.4;6.8;-1.3;0.2;0.0;0.2;-0.8;;100.0;-3.0;100.0;;100.0;3.6;100.0;29470.0;100.0;13160.0;;;;100.0;100.0;100.0;100.0;16310.0;100.0;616.0;13622.0;100.0;870.0;1.4;663.0;207.0;;100.0;100.0;100.0;100.0;;27653.0;14492.0;100.0;100.0
1187;R-U Cultuur, recreatie, overige diensten;2022;17.2;3.3;3.5;-0.2;0.0;0.0;0.0;3.0;-0.3;0.6;2.7;10.8;26.1;6.4;6.7;-0.3;0.0;0.0;0.0;19.7;9.3;109.3;17.7;117.7;17.2;117.2;26.2;126.2;36469.0;117.2;16442.0;2588.0;2557.0;11297.0;106.3;94.1;108.0;107.7;20027.0;126.1;660.0;16221.0;106.8;2153.0;3.3;685.0;1467.0;;99.9;93.2;99.3;102.0;;34815.0;18373.0;106.3;106.4
1188;R-U Cultuur, recreatie, overige diensten;2023;5.7;1.0;1.1;-0.1;0.2;0.0;0.2;2.0;0.4;0.3;1.4;2.4;6.8;1.9;2.2;-0.2;0.4;0.0;0.4;4.5;3.1;112.8;4.2;122.7;2.5;120.1;3.5;130.7;40330.0;123.8;17820.0;2383.0;2782.0;12655.0;110.9;99.0;111.8;112.3;22510.0;134.7;676.0;17990.0;109.2;2610.0;3.9;708.0;1903.0;;103.1;93.9;98.6;107.0;;38420.0;20600.0;109.8;108.9
1189;R Cultuur, sport en recreatie;1995;;;;;;;;;;;;;;;;;;;;;;;;160.4;;;;208.9;;;;;;;;;;;2913.0;98.4;160.0;2455.0;64.9;352.0;2.2;106.0;247.0;;47.1;76.8;11.0;120.6;;;2807.0;;61.8
1190;R Cultuur, sport en recreatie;1996;;;;;;;;;;;;;3.6;2.9;3.7;-0.7;0.8;1.3;-0.5;-0.1;;;-0.6;159.5;;;-2.5;203.6;;;;;;;;;;;3128.0;102.0;167.0;2549.0;67.1;343.0;2.1;117.0;226.0;;50.1;78.3;14.7;113.6;;;2893.0;;64.1
1191;R Cultuur, sport en recreatie;1997;;;;;;;;;;;;;10.8;4.4;5.0;-0.6;0.6;0.6;0.0;5.9;;;4.8;167.2;;;5.6;215.0;;;;;;;;;;;3621.0;113.0;177.0;2715.0;70.4;401.0;2.3;135.0;267.0;;52.5;77.8;17.0;113.2;;;3117.0;;67.3
1192;R Cultuur, sport en recreatie;1998;;;;;;;;;;;;;2.5;6.4;5.9;0.5;0.8;0.8;0.1;-4.8;;;-4.0;160.6;;;-3.8;206.8;;;;;;;;;;;3849.0;115.8;189.0;2923.0;75.6;438.0;2.3;151.0;287.0;;56.0;77.6;20.0;114.2;;;3361.0;;72.2
1193;R Cultuur, sport en recreatie;1999;;;;;;;;;;;;;5.6;-0.3;-0.7;0.4;1.0;1.0;0.0;5.0;;;6.5;171.0;;;-1.7;203.3;;;;;;;;;;;4154.0;122.3;187.0;3138.0;75.3;449.0;2.4;157.0;292.0;;60.2;84.1;24.5;113.7;;;3587.0;;72.6
1194;R Cultuur, sport en recreatie;2000;;;;;;;;;;;;;2.7;1.4;0.1;1.3;0.9;1.0;0.0;0.3;;;2.6;175.4;;;-4.2;194.8;;;;;;;;;;;4376.0;125.6;187.0;3355.0;76.5;450.0;2.4;181.0;268.0;;64.5;90.1;29.8;113.1;;;3805.0;;74.3
1195;R Cultuur, sport en recreatie;2001;;;;;;;;;;;;;3.9;4.9;5.1;-0.1;0.8;0.8;0.0;-1.8;;;-1.8;172.3;;;-2.6;189.7;;;;;;;;;;;4729.0;130.5;198.0;3610.0;80.8;481.0;2.4;207.0;274.0;;68.8;90.8;34.8;112.7;;;4090.0;;78.6
1196;R Cultuur, sport en recreatie;2002;;;;;;;;;;;;;2.9;-0.1;-1.6;1.5;0.5;0.5;0.0;2.5;;;4.8;180.6;;;-1.3;187.1;;;;;;;;;;;5127.0;134.3;194.0;3824.0;80.7;606.0;3.1;216.0;389.0;;71.8;96.5;38.4;112.6;;;4430.0;;78.9
1197;R Cultuur, sport en recreatie;2003;;;;;;;;;;;;;-0.3;1.3;1.8;-0.5;0.3;0.3;-0.1;-1.9;;;-2.3;176.4;;;-2.1;183.2;;;;;;;;;;;5334.0;134.0;198.0;3986.0;81.9;644.0;3.2;210.0;434.0;;73.1;96.3;40.8;111.9;;;4630.0;;80.1
1198;R Cultuur, sport en recreatie;2004;;;;;;;;;;;;;0.8;2.3;2.5;-0.3;0.3;0.3;0.1;-1.7;;;-2.0;172.9;;;-1.3;180.7;;;;;;;;;;;5527.0;135.1;204.0;4048.0;84.1;651.0;3.2;215.0;437.0;;74.7;95.6;43.0;112.6;;;4699.0;;82.2
1199;R Cultuur, sport en recreatie;2005;;;;;;;;;;;;;2.0;2.3;2.3;0.0;0.3;0.3;0.0;-0.6;;;-0.7;171.6;;;-0.2;180.3;;;;;;;;;;;5708.0;137.8;210.0;4137.0;86.3;599.0;2.9;219.0;381.0;;76.4;95.2;45.7;112.9;;;4736.0;;84.3
1200;R Cultuur, sport en recreatie;2006;;;;;;;;;;;;;5.1;2.3;0.9;1.3;0.2;0.4;-0.2;2.6;;;4.0;178.4;;;3.5;186.6;;;;;;;;;;;5929.0;144.7;212.0;4248.0;88.6;603.0;2.8;226.0;377.0;;77.6;95.6;49.3;110.5;;;4852.0;;86.4
