ID;Btw;Perioden;Transporttarief_1;VastLeveringstarief_2;VariabelLeveringstarief_3;OpslagDuurzameEnergieODE_4;Energiebelasting_5;Transporttarief_6;VastLeveringstarief_7;VariabelLeveringstarief_8;OpslagDuurzameEnergieODE_9;Energiebelasting_10;VerminderingEnergiebelasting_11
62;Inclusief btw;2022 november;172.35;65.53;1.8201;0.09429;0.39591;240.63;65.36;0.5266;0.03325;0.0401;-742.98
63;Inclusief btw;2022 december;172.35;65.53;1.8201;0.09429;0.39591;240.63;65.36;0.52;0.03325;0.0401;-742.98
64;Inclusief btw;2022;181.84;69.14;1.7824;0.09948;0.41771;253.88;68.96;0.4581;0.03508;0.04231;-783.88
65;Inclusief btw;2023 januari;217.7;;;;0.59266;342.17;;;;0.15245;-596.86
66;Inclusief btw;2023 februari;217.7;;;;0.59266;342.17;;;;0.15245;-596.86
67;Inclusief btw;2023 maart;217.7;;;;0.59266;342.17;;;;0.15245;-596.86
68;Inclusief btw;2023 april;217.7;;;;0.59266;342.17;;;;0.15245;-596.86
69;Inclusief btw;2023 mei;217.7;;;;0.59266;342.17;;;;0.15245;-596.86
70;Exclusief btw;2018 januari;148.54;44.15;0.263;0.0285;0.26001;197.6;42.84;0.0554;0.0132;0.10458;-308.54
71;Exclusief btw;2018 februari;148.54;44.61;0.2628;0.0285;0.26001;197.6;43.38;0.0554;0.0132;0.10458;-308.54
72;Exclusief btw;2018 maart;148.54;44.61;0.2627;0.0285;0.26001;197.6;43.38;0.0556;0.0132;0.10458;-308.54
73;Exclusief btw;2018 april;148.54;44.61;0.2584;0.0285;0.26001;197.6;43.38;0.0551;0.0132;0.10458;-308.54
74;Exclusief btw;2018 mei;148.54;44.61;0.2599;0.0285;0.26001;197.6;43.38;0.0559;0.0132;0.10458;-308.54
75;Exclusief btw;2018 juni;148.54;44.61;0.2646;0.0285;0.26001;197.6;43.38;0.0571;0.0132;0.10458;-308.54
76;Exclusief btw;2018 juli;148.54;49.53;0.2783;0.0285;0.26001;197.6;49.12;0.0597;0.0132;0.10458;-308.54
77;Exclusief btw;2018 augustus;148.54;48.85;0.2799;0.0285;0.26001;197.6;48.14;0.0603;0.0132;0.10458;-308.54
78;Exclusief btw;2018 september;148.54;48.85;0.2825;0.0285;0.26001;197.6;48.14;0.0616;0.0132;0.10458;-308.54
79;Exclusief btw;2018 oktober;148.54;48.9;0.2875;0.0285;0.26001;197.6;48.2;0.0633;0.0132;0.10458;-308.54
80;Exclusief btw;2018 november;148.54;48.9;0.3023;0.0285;0.26001;197.6;48.2;0.0669;0.0132;0.10458;-308.54
81;Exclusief btw;2018 december;148.54;48.9;0.2998;0.0285;0.26001;197.6;48.2;0.0663;0.0132;0.10458;-308.54
82;Exclusief btw;2018;148.54;46.76;0.2751;0.0285;0.26001;197.6;45.81;0.0594;0.0132;0.10458;-308.54
83;Exclusief btw;2019 januari;147.04;49.49;0.3163;0.0524;0.29313;197.25;49.25;0.0715;0.0189;0.09863;-257.54
84;Exclusief btw;2019 februari;146.76;54.65;0.3106;0.0524;0.29313;197.54;54.18;0.0708;0.0189;0.09863;-257.54
85;Exclusief btw;2019 maart;146.76;54.65;0.3034;0.0524;0.29313;196.87;54.22;0.0695;0.0189;0.09863;-257.54
86;Exclusief btw;2019 april;146.76;54.65;0.3;0.0524;0.29313;196.87;54.22;0.0678;0.0189;0.09863;-257.54
87;Exclusief btw;2019 mei;146.76;54.65;0.295;0.0524;0.29313;196.87;54.22;0.067;0.0189;0.09863;-257.54
88;Exclusief btw;2019 juni;146.76;54.65;0.2965;0.0524;0.29313;196.87;54.22;0.0674;0.0189;0.09863;-257.54
89;Exclusief btw;2019 juli;146.76;55.97;0.2834;0.0524;0.29313;196.87;56.02;0.0649;0.0189;0.09863;-257.54
90;Exclusief btw;2019 augustus;146.76;56.23;0.2763;0.0524;0.29313;196.87;56.55;0.0635;0.0189;0.09863;-257.54
91;Exclusief btw;2019 september;146.76;56.23;0.2747;0.0524;0.29313;196.87;56.55;0.0638;0.0189;0.09863;-257.54
92;Exclusief btw;2019 oktober;146.76;56.23;0.2724;0.0524;0.29313;196.87;56.55;0.0636;0.0189;0.09863;-257.54
93;Exclusief btw;2019 november;146.76;56.23;0.2744;0.0524;0.29313;196.87;56.56;0.0639;0.0189;0.09863;-257.54
94;Exclusief btw;2019 december;146.76;56.23;0.2728;0.0524;0.29313;196.87;56.56;0.0633;0.0189;0.09863;-257.54
95;Exclusief btw;2019;146.78;54.99;0.2897;0.0524;0.29313;196.96;54.93;0.0664;0.0189;0.09863;-257.54
96;Exclusief btw;2020 januari;153.19;54.98;0.2667;0.0775;0.33307;199.88;55.79;0.0635;0.0273;0.0977;-435.68
97;Exclusief btw;2020 februari;153.19;54.98;0.2619;0.0775;0.33307;199.88;55.79;0.0624;0.0273;0.0977;-435.68
98;Exclusief btw;2020 maart;153.19;55.47;0.2529;0.0775;0.33307;199.88;56.26;0.0605;0.0273;0.0977;-435.68
99;Exclusief btw;2020 april;153.19;55.38;0.2432;0.0775;0.33307;199.88;56.18;0.0584;0.0273;0.0977;-435.68
100;Exclusief btw;2020 mei;153.19;55.38;0.2387;0.0775;0.33307;199.88;56.18;0.0571;0.0273;0.0977;-435.68
101;Exclusief btw;2020 juni;153.19;55.38;0.2349;0.0775;0.33307;199.88;56.18;0.0564;0.0273;0.0977;-435.68
102;Exclusief btw;2020 juli;153.19;56.62;0.2162;0.0775;0.33307;199.88;56.88;0.0558;0.0273;0.0977;-435.68
103;Exclusief btw;2020 augustus;153.19;56.16;0.2174;0.0775;0.33307;199.88;56.93;0.0566;0.0273;0.0977;-435.68
104;Exclusief btw;2020 september;153.19;57.17;0.2177;0.0775;0.33307;199.88;57.31;0.0571;0.0273;0.0977;-435.68
105;Exclusief btw;2020 oktober;153.19;57.17;0.2189;0.0775;0.33307;199.88;57.31;0.0572;0.0273;0.0977;-435.68
106;Exclusief btw;2020 november;153.19;57.27;0.2228;0.0775;0.33307;199.88;57.39;0.058;0.0273;0.0977;-435.68
107;Exclusief btw;2020 december;153.19;57.52;0.2248;0.0775;0.33307;199.88;57.62;0.0578;0.0273;0.0977;-435.68
108;Exclusief btw;2020;153.19;56.12;0.2347;0.0775;0.33307;199.88;56.65;0.0584;0.0273;0.0977;-435.68
109;Exclusief btw;2021 januari;155.25;58.01;0.2198;0.0851;0.34856;212.69;58.95;0.0576;0.03;0.09428;-461.62
110;Exclusief btw;2021 februari;155.25;57.99;0.228;0.0851;0.34856;212.69;59.18;0.0608;0.03;0.09428;-461.62
111;Exclusief btw;2021 maart;155.25;57.99;0.2349;0.0851;0.34856;212.69;59.18;0.0622;0.03;0.09428;-461.62
112;Exclusief btw;2021 april;155.25;58.48;0.2389;0.0851;0.34856;212.69;59.6;0.0634;0.03;0.09428;-461.62
113;Exclusief btw;2021 mei;155.25;58.48;0.2385;0.0851;0.34856;212.69;59.6;0.0643;0.03;0.09428;-461.62
114;Exclusief btw;2021 juni;155.25;58.48;0.2492;0.0851;0.34856;212.69;59.6;0.0671;0.03;0.09428;-461.62
115;Exclusief btw;2021 juli;155.25;59.48;0.2834;0.0851;0.34856;212.69;60.55;0.0767;0.03;0.09428;-461.62
116;Exclusief btw;2021 augustus;155.25;59.68;0.2945;0.0851;0.34856;212.69;60.55;0.0779;0.03;0.09428;-461.62
117;Exclusief btw;2021 september;155.25;59.68;0.3351;0.0851;0.34856;212.69;60.55;0.0879;0.03;0.09428;-461.62
118;Exclusief btw;2021 oktober;155.25;59.68;0.4362;0.0851;0.34856;212.69;60.55;0.1049;0.03;0.09428;-461.62
119;Exclusief btw;2021 november;155.25;59.72;0.6181;0.0851;0.34856;212.69;60.55;0.145;0.03;0.09428;-461.62
120;Exclusief btw;2021 december;155.25;59.26;0.7388;0.0851;0.34856;212.69;60.18;0.1809;0.03;0.09428;-461.62
121;Exclusief btw;2021;155.25;58.91;0.343;0.0851;0.34856;212.69;59.92;0.0874;0.03;0.09428;-461.62
122;Exclusief btw;2022 januari;158.12;60.12;0.9881;0.0865;0.36322;220.76;59.96;0.2619;0.0305;0.03679;-681.63
123;Exclusief btw;2022 februari;158.12;60.12;0.9295;0.0865;0.36322;220.76;59.96;0.2451;0.0305;0.03679;-681.63
124;Exclusief btw;2022 maart;158.12;60.12;1.5248;0.0865;0.36322;220.76;59.96;0.3978;0.0305;0.03679;-681.63
125;Exclusief btw;2022 april;158.12;60.12;1.392;0.0865;0.36322;220.76;59.96;0.3606;0.0305;0.03679;-681.63
126;Exclusief btw;2022 mei;158.12;60.12;1.1752;0.0865;0.36322;220.76;59.96;0.2986;0.0305;0.03679;-681.63
127;Exclusief btw;2022 juni;158.12;60.12;1.0067;0.0865;0.36322;220.76;59.96;0.2762;0.0305;0.03679;-681.63
128;Exclusief btw;2022 juli;158.12;60.12;1.4595;0.0865;0.36322;220.76;59.96;0.3842;0.0305;0.03679;-681.63
129;Exclusief btw;2022 augustus;158.12;60.12;1.9401;0.0865;0.36322;220.76;59.96;0.4613;0.0305;0.03679;-681.63
130;Exclusief btw;2022 september;158.12;60.12;2.5418;0.0865;0.36322;220.76;59.96;0.5907;0.0305;0.03679;-681.63
131;Exclusief btw;2022 oktober;158.12;60.12;2.5532;0.0865;0.36322;220.76;59.96;0.6044;0.0305;0.03679;-681.63
132;Exclusief btw;2022 november;158.12;60.12;1.6698;0.0865;0.36322;220.76;59.96;0.4831;0.0305;0.03679;-681.63
133;Exclusief btw;2022 december;158.12;60.12;1.6698;0.0865;0.36322;220.76;59.96;0.477;0.0305;0.03679;-681.63
134;Exclusief btw;2022;158.12;60.12;1.5709;0.0865;0.36322;220.76;59.96;0.4034;0.0305;0.03679;-681.63
135;Exclusief btw;2023 januari;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
136;Exclusief btw;2023 februari;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
137;Exclusief btw;2023 maart;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
138;Exclusief btw;2023 april;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
139;Exclusief btw;2023 mei;179.91;;;;0.4898;282.78;;;;0.12599;-493.27
