ID;SamenstellingVanHetHuishouden;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;ParticuliereHuishoudens_1
5227;Particulier huishouden;37 jaar;Ongehuwd;2023;65701
5228;Particulier huishouden;37 jaar;Ongehuwd;2024;67464
5229;Particulier huishouden;37 jaar;Ongehuwd;2025;68319
5230;Particulier huishouden;37 jaar;Ongehuwd;2026;68140
5231;Particulier huishouden;37 jaar;Ongehuwd;2027;68378
5232;Particulier huishouden;37 jaar;Ongehuwd;2028;70771
5233;Particulier huishouden;37 jaar;Ongehuwd;2029;70820
5234;Particulier huishouden;37 jaar;Ongehuwd;2030;70236
5235;Particulier huishouden;37 jaar;Ongehuwd;2031;69617
5236;Particulier huishouden;37 jaar;Ongehuwd;2032;69832
5237;Particulier huishouden;37 jaar;Ongehuwd;2033;68273
5238;Particulier huishouden;37 jaar;Ongehuwd;2034;68234
5239;Particulier huishouden;37 jaar;Ongehuwd;2035;68584
5240;Particulier huishouden;37 jaar;Ongehuwd;2036;70586
5241;Particulier huishouden;37 jaar;Ongehuwd;2037;71185
5242;Particulier huishouden;37 jaar;Ongehuwd;2038;72582
5243;Particulier huishouden;37 jaar;Ongehuwd;2039;71763
5244;Particulier huishouden;37 jaar;Ongehuwd;2040;71305
5245;Particulier huishouden;37 jaar;Ongehuwd;2041;71047
5246;Particulier huishouden;37 jaar;Ongehuwd;2042;68984
5247;Particulier huishouden;37 jaar;Ongehuwd;2043;67317
5248;Particulier huishouden;37 jaar;Ongehuwd;2044;66824
5249;Particulier huishouden;37 jaar;Ongehuwd;2045;65675
5250;Particulier huishouden;37 jaar;Ongehuwd;2046;66769
5251;Particulier huishouden;37 jaar;Ongehuwd;2047;66670
5252;Particulier huishouden;37 jaar;Ongehuwd;2048;66311
5253;Particulier huishouden;37 jaar;Ongehuwd;2049;65074
5254;Particulier huishouden;37 jaar;Ongehuwd;2050;63829
5255;Particulier huishouden;37 jaar;Ongehuwd;2051;62628
5256;Particulier huishouden;37 jaar;Ongehuwd;2052;63583
5257;Particulier huishouden;37 jaar;Ongehuwd;2053;63280
5258;Particulier huishouden;37 jaar;Ongehuwd;2054;64047
5259;Particulier huishouden;37 jaar;Ongehuwd;2055;64795
5260;Particulier huishouden;37 jaar;Ongehuwd;2056;65476
5261;Particulier huishouden;37 jaar;Ongehuwd;2057;66226
5262;Particulier huishouden;37 jaar;Ongehuwd;2058;66740
5263;Particulier huishouden;37 jaar;Ongehuwd;2059;67235
5264;Particulier huishouden;37 jaar;Ongehuwd;2060;67735
5265;Particulier huishouden;37 jaar;Gehuwd;2016;46885
5266;Particulier huishouden;37 jaar;Gehuwd;2017;46357
5267;Particulier huishouden;37 jaar;Gehuwd;2018;46946
5268;Particulier huishouden;37 jaar;Gehuwd;2019;45820
5269;Particulier huishouden;37 jaar;Gehuwd;2020;44832
5270;Particulier huishouden;37 jaar;Gehuwd;2021;44673
5271;Particulier huishouden;37 jaar;Gehuwd;2022;46131
5272;Particulier huishouden;37 jaar;Gehuwd;2023;46456
5273;Particulier huishouden;37 jaar;Gehuwd;2024;47443
5274;Particulier huishouden;37 jaar;Gehuwd;2025;47813
5275;Particulier huishouden;37 jaar;Gehuwd;2026;47611
5276;Particulier huishouden;37 jaar;Gehuwd;2027;48448
5277;Particulier huishouden;37 jaar;Gehuwd;2028;50432
5278;Particulier huishouden;37 jaar;Gehuwd;2029;50371
5279;Particulier huishouden;37 jaar;Gehuwd;2030;50007
5280;Particulier huishouden;37 jaar;Gehuwd;2031;49710
5281;Particulier huishouden;37 jaar;Gehuwd;2032;50106
5282;Particulier huishouden;37 jaar;Gehuwd;2033;49052
5283;Particulier huishouden;37 jaar;Gehuwd;2034;49098
5284;Particulier huishouden;37 jaar;Gehuwd;2035;48934
5285;Particulier huishouden;37 jaar;Gehuwd;2036;50315
5286;Particulier huishouden;37 jaar;Gehuwd;2037;50664
5287;Particulier huishouden;37 jaar;Gehuwd;2038;51480
5288;Particulier huishouden;37 jaar;Gehuwd;2039;50837
5289;Particulier huishouden;37 jaar;Gehuwd;2040;50470
5290;Particulier huishouden;37 jaar;Gehuwd;2041;50239
5291;Particulier huishouden;37 jaar;Gehuwd;2042;48689
5292;Particulier huishouden;37 jaar;Gehuwd;2043;47550
5293;Particulier huishouden;37 jaar;Gehuwd;2044;47253
5294;Particulier huishouden;37 jaar;Gehuwd;2045;46345
5295;Particulier huishouden;37 jaar;Gehuwd;2046;47254
5296;Particulier huishouden;37 jaar;Gehuwd;2047;47190
5297;Particulier huishouden;37 jaar;Gehuwd;2048;46924
5298;Particulier huishouden;37 jaar;Gehuwd;2049;46219
5299;Particulier huishouden;37 jaar;Gehuwd;2050;45387
5300;Particulier huishouden;37 jaar;Gehuwd;2051;44620
5301;Particulier huishouden;37 jaar;Gehuwd;2052;45305
5302;Particulier huishouden;37 jaar;Gehuwd;2053;45065
5303;Particulier huishouden;37 jaar;Gehuwd;2054;45674
5304;Particulier huishouden;37 jaar;Gehuwd;2055;46288
5305;Particulier huishouden;37 jaar;Gehuwd;2056;46846
5306;Particulier huishouden;37 jaar;Gehuwd;2057;47445
5307;Particulier huishouden;37 jaar;Gehuwd;2058;47861
5308;Particulier huishouden;37 jaar;Gehuwd;2059;48250
5309;Particulier huishouden;37 jaar;Gehuwd;2060;48634
5310;Particulier huishouden;37 jaar;Verweduwd;2016;312
5311;Particulier huishouden;37 jaar;Verweduwd;2017;278
5312;Particulier huishouden;37 jaar;Verweduwd;2018;247
5313;Particulier huishouden;37 jaar;Verweduwd;2019;245
5314;Particulier huishouden;37 jaar;Verweduwd;2020;228
5315;Particulier huishouden;37 jaar;Verweduwd;2021;227
5316;Particulier huishouden;37 jaar;Verweduwd;2022;217
5317;Particulier huishouden;37 jaar;Verweduwd;2023;219
5318;Particulier huishouden;37 jaar;Verweduwd;2024;218
5319;Particulier huishouden;37 jaar;Verweduwd;2025;198
5320;Particulier huishouden;37 jaar;Verweduwd;2026;204
5321;Particulier huishouden;37 jaar;Verweduwd;2027;196
5322;Particulier huishouden;37 jaar;Verweduwd;2028;205
5323;Particulier huishouden;37 jaar;Verweduwd;2029;202
5324;Particulier huishouden;37 jaar;Verweduwd;2030;199
5325;Particulier huishouden;37 jaar;Verweduwd;2031;196
5326;Particulier huishouden;37 jaar;Verweduwd;2032;198
5327;Particulier huishouden;37 jaar;Verweduwd;2033;192
5328;Particulier huishouden;37 jaar;Verweduwd;2034;190
5329;Particulier huishouden;37 jaar;Verweduwd;2035;189
5330;Particulier huishouden;37 jaar;Verweduwd;2036;193
5331;Particulier huishouden;37 jaar;Verweduwd;2037;194
5332;Particulier huishouden;37 jaar;Verweduwd;2038;198
5333;Particulier huishouden;37 jaar;Verweduwd;2039;192
5334;Particulier huishouden;37 jaar;Verweduwd;2040;189
5335;Particulier huishouden;37 jaar;Verweduwd;2041;186
5336;Particulier huishouden;37 jaar;Verweduwd;2042;179
5337;Particulier huishouden;37 jaar;Verweduwd;2043;174
5338;Particulier huishouden;37 jaar;Verweduwd;2044;169
5339;Particulier huishouden;37 jaar;Verweduwd;2045;165
5340;Particulier huishouden;37 jaar;Verweduwd;2046;166
5341;Particulier huishouden;37 jaar;Verweduwd;2047;166
5342;Particulier huishouden;37 jaar;Verweduwd;2048;165
5343;Particulier huishouden;37 jaar;Verweduwd;2049;159
5344;Particulier huishouden;37 jaar;Verweduwd;2050;154
5345;Particulier huishouden;37 jaar;Verweduwd;2051;148
5346;Particulier huishouden;37 jaar;Verweduwd;2052;152
5347;Particulier huishouden;37 jaar;Verweduwd;2053;149
5348;Particulier huishouden;37 jaar;Verweduwd;2054;150
5349;Particulier huishouden;37 jaar;Verweduwd;2055;151
5350;Particulier huishouden;37 jaar;Verweduwd;2056;152
5351;Particulier huishouden;37 jaar;Verweduwd;2057;153
5352;Particulier huishouden;37 jaar;Verweduwd;2058;153
5353;Particulier huishouden;37 jaar;Verweduwd;2059;152
5354;Particulier huishouden;37 jaar;Verweduwd;2060;152
5355;Particulier huishouden;37 jaar;Gescheiden;2016;10185
5356;Particulier huishouden;37 jaar;Gescheiden;2017;9907
5357;Particulier huishouden;37 jaar;Gescheiden;2018;10006
5358;Particulier huishouden;37 jaar;Gescheiden;2019;9703
5359;Particulier huishouden;37 jaar;Gescheiden;2020;9413
5360;Particulier huishouden;37 jaar;Gescheiden;2021;9239
5361;Particulier huishouden;37 jaar;Gescheiden;2022;9316
5362;Particulier huishouden;37 jaar;Gescheiden;2023;9244
5363;Particulier huishouden;37 jaar;Gescheiden;2024;9345
5364;Particulier huishouden;37 jaar;Gescheiden;2025;9242
5365;Particulier huishouden;37 jaar;Gescheiden;2026;9102
5366;Particulier huishouden;37 jaar;Gescheiden;2027;9201
5367;Particulier huishouden;37 jaar;Gescheiden;2028;9560
5368;Particulier huishouden;37 jaar;Gescheiden;2029;9479
5369;Particulier huishouden;37 jaar;Gescheiden;2030;9321
5370;Particulier huishouden;37 jaar;Gescheiden;2031;9272
5371;Particulier huishouden;37 jaar;Gescheiden;2032;9408
5372;Particulier huishouden;37 jaar;Gescheiden;2033;9211
5373;Particulier huishouden;37 jaar;Gescheiden;2034;9189
5374;Particulier huishouden;37 jaar;Gescheiden;2035;9256
5375;Particulier huishouden;37 jaar;Gescheiden;2036;9598
5376;Particulier huishouden;37 jaar;Gescheiden;2037;9696
5377;Particulier huishouden;37 jaar;Gescheiden;2038;9962
5378;Particulier huishouden;37 jaar;Gescheiden;2039;9820
5379;Particulier huishouden;37 jaar;Gescheiden;2040;9755
5380;Particulier huishouden;37 jaar;Gescheiden;2041;9733
5381;Particulier huishouden;37 jaar;Gescheiden;2042;9396
5382;Particulier huishouden;37 jaar;Gescheiden;2043;9109
5383;Particulier huishouden;37 jaar;Gescheiden;2044;9030
5384;Particulier huishouden;37 jaar;Gescheiden;2045;8854
5385;Particulier huishouden;37 jaar;Gescheiden;2046;9057
5386;Particulier huishouden;37 jaar;Gescheiden;2047;9070
5387;Particulier huishouden;37 jaar;Gescheiden;2048;9044
5388;Particulier huishouden;37 jaar;Gescheiden;2049;8838
5389;Particulier huishouden;37 jaar;Gescheiden;2050;8638
5390;Particulier huishouden;37 jaar;Gescheiden;2051;8433
5391;Particulier huishouden;37 jaar;Gescheiden;2052;8618
5392;Particulier huishouden;37 jaar;Gescheiden;2053;8554
5393;Particulier huishouden;37 jaar;Gescheiden;2054;8689
5394;Particulier huishouden;37 jaar;Gescheiden;2055;8818
5395;Particulier huishouden;37 jaar;Gescheiden;2056;8935
5396;Particulier huishouden;37 jaar;Gescheiden;2057;9063
5397;Particulier huishouden;37 jaar;Gescheiden;2058;9151
5398;Particulier huishouden;37 jaar;Gescheiden;2059;9236
5399;Particulier huishouden;37 jaar;Gescheiden;2060;9318
5400;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2016;114418
5401;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2017;116973
5402;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2018;117088
5403;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2019;121173
5404;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2020;119411
5405;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2021;117352
5406;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2022;116912
5407;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2023;120073
5408;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2024;121759
5409;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2025;124601
5410;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2026;125705
5411;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2027;125162
5412;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2028;126309
5413;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2029;131050
5414;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2030;130977
5415;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2031;129876
5416;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2032;128919
5417;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2033;129682
5418;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2034;126876
5419;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2035;126870
5420;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2036;127155
5421;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2037;130902
5422;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2038;131954
5423;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2039;134435
5424;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2040;132828
5425;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2041;131938
5426;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2042;131420
5427;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2043;127455
5428;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2044;124349
5429;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2045;123474
5430;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2046;121233
5431;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2047;123442
5432;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2048;123288
5433;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2049;122629
5434;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2050;120472
5435;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2051;118189
5436;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2052;116008
5437;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2053;117838
5438;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2054;117255
5439;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2055;118770
5440;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2056;120257
5441;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2057;121611
5442;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2058;123078
5443;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2059;124089
5444;Particulier huishouden;38 jaar;Totaal burgerlijke staat;2060;125054
5445;Particulier huishouden;38 jaar;Ongehuwd;2016;55255
5446;Particulier huishouden;38 jaar;Ongehuwd;2017;57622
5447;Particulier huishouden;38 jaar;Ongehuwd;2018;58604
5448;Particulier huishouden;38 jaar;Ongehuwd;2019;62071
5449;Particulier huishouden;38 jaar;Ongehuwd;2020;61760
5450;Particulier huishouden;38 jaar;Ongehuwd;2021;61016
5451;Particulier huishouden;38 jaar;Ongehuwd;2022;60862
5452;Particulier huishouden;38 jaar;Ongehuwd;2023;62398
5453;Particulier huishouden;38 jaar;Ongehuwd;2024;63737
5454;Particulier huishouden;38 jaar;Ongehuwd;2025;65446
5455;Particulier huishouden;38 jaar;Ongehuwd;2026;66285
5456;Particulier huishouden;38 jaar;Ongehuwd;2027;66100
5457;Particulier huishouden;38 jaar;Ongehuwd;2028;66307
5458;Particulier huishouden;38 jaar;Ongehuwd;2029;68621
5459;Particulier huishouden;38 jaar;Ongehuwd;2030;68693
5460;Particulier huishouden;38 jaar;Ongehuwd;2031;68140
5461;Particulier huishouden;38 jaar;Ongehuwd;2032;67550
5462;Particulier huishouden;38 jaar;Ongehuwd;2033;67762
5463;Particulier huishouden;38 jaar;Ongehuwd;2034;66259
5464;Particulier huishouden;38 jaar;Ongehuwd;2035;66230
5465;Particulier huishouden;38 jaar;Ongehuwd;2036;66595
5466;Particulier huishouden;38 jaar;Ongehuwd;2037;68538
5467;Particulier huishouden;38 jaar;Ongehuwd;2038;69118
5468;Particulier huishouden;38 jaar;Ongehuwd;2039;70469
5469;Particulier huishouden;38 jaar;Ongehuwd;2040;69678
5470;Particulier huishouden;38 jaar;Ongehuwd;2041;69232
5471;Particulier huishouden;38 jaar;Ongehuwd;2042;68978
5472;Particulier huishouden;38 jaar;Ongehuwd;2043;66980
5473;Particulier huishouden;38 jaar;Ongehuwd;2044;65361
5474;Particulier huishouden;38 jaar;Ongehuwd;2045;64876
5475;Particulier huishouden;38 jaar;Ongehuwd;2046;63764
5476;Particulier huishouden;38 jaar;Ongehuwd;2047;64817
5477;Particulier huishouden;38 jaar;Ongehuwd;2048;64720
5478;Particulier huishouden;38 jaar;Ongehuwd;2049;64363
5479;Particulier huishouden;38 jaar;Ongehuwd;2050;63165
5480;Particulier huishouden;38 jaar;Ongehuwd;2051;61961
5481;Particulier huishouden;38 jaar;Ongehuwd;2052;60800
5482;Particulier huishouden;38 jaar;Ongehuwd;2053;61725
5483;Particulier huishouden;38 jaar;Ongehuwd;2054;61450
5484;Particulier huishouden;38 jaar;Ongehuwd;2055;62192
5485;Particulier huishouden;38 jaar;Ongehuwd;2056;62913
5486;Particulier huishouden;38 jaar;Ongehuwd;2057;63570
5487;Particulier huishouden;38 jaar;Ongehuwd;2058;64289
5488;Particulier huishouden;38 jaar;Ongehuwd;2059;64784
5489;Particulier huishouden;38 jaar;Ongehuwd;2060;65265
5490;Particulier huishouden;38 jaar;Gehuwd;2016;47673
5491;Particulier huishouden;38 jaar;Gehuwd;2017;47830
5492;Particulier huishouden;38 jaar;Gehuwd;2018;47286
5493;Particulier huishouden;38 jaar;Gehuwd;2019;47844
5494;Particulier huishouden;38 jaar;Gehuwd;2020;46737
5495;Particulier huishouden;38 jaar;Gehuwd;2021;45777
5496;Particulier huishouden;38 jaar;Gehuwd;2022;45665
5497;Particulier huishouden;38 jaar;Gehuwd;2023;47189
5498;Particulier huishouden;38 jaar;Gehuwd;2024;47589
5499;Particulier huishouden;38 jaar;Gehuwd;2025;48592
5500;Particulier huishouden;38 jaar;Gehuwd;2026;48974
5501;Particulier huishouden;38 jaar;Gehuwd;2027;48757
5502;Particulier huishouden;38 jaar;Gehuwd;2028;49583
5503;Particulier huishouden;38 jaar;Gehuwd;2029;51586
5504;Particulier huishouden;38 jaar;Gehuwd;2030;51525
5505;Particulier huishouden;38 jaar;Gehuwd;2031;51152
5506;Particulier huishouden;38 jaar;Gehuwd;2032;50845
5507;Particulier huishouden;38 jaar;Gehuwd;2033;51244
5508;Particulier huishouden;38 jaar;Gehuwd;2034;50179
5509;Particulier huishouden;38 jaar;Gehuwd;2035;50231
5510;Particulier huishouden;38 jaar;Gehuwd;2036;50080
5511;Particulier huishouden;38 jaar;Gehuwd;2037;51494
5512;Particulier huishouden;38 jaar;Gehuwd;2038;51857
5513;Particulier huishouden;38 jaar;Gehuwd;2039;52685
5514;Particulier huishouden;38 jaar;Gehuwd;2040;52033
5515;Particulier huishouden;38 jaar;Gehuwd;2041;51663
5516;Particulier huishouden;38 jaar;Gehuwd;2042;51428
5517;Particulier huishouden;38 jaar;Gehuwd;2043;49850
5518;Particulier huishouden;38 jaar;Gehuwd;2044;48693
5519;Particulier huishouden;38 jaar;Gehuwd;2045;48390
5520;Particulier huishouden;38 jaar;Gehuwd;2046;47469
5521;Particulier huishouden;38 jaar;Gehuwd;2047;48391
5522;Particulier huishouden;38 jaar;Gehuwd;2048;48320
5523;Particulier huishouden;38 jaar;Gehuwd;2049;48047
5524;Particulier huishouden;38 jaar;Gehuwd;2050;47327
5525;Particulier huishouden;38 jaar;Gehuwd;2051;46476
5526;Particulier huishouden;38 jaar;Gehuwd;2052;45694
5527;Particulier huishouden;38 jaar;Gehuwd;2053;46389
5528;Particulier huishouden;38 jaar;Gehuwd;2054;46157
5529;Particulier huishouden;38 jaar;Gehuwd;2055;46777
5530;Particulier huishouden;38 jaar;Gehuwd;2056;47399
5531;Particulier huishouden;38 jaar;Gehuwd;2057;47965
5532;Particulier huishouden;38 jaar;Gehuwd;2058;48569
5533;Particulier huishouden;38 jaar;Gehuwd;2059;48989
5534;Particulier huishouden;38 jaar;Gehuwd;2060;49382
5535;Particulier huishouden;38 jaar;Verweduwd;2016;297
5536;Particulier huishouden;38 jaar;Verweduwd;2017;342
5537;Particulier huishouden;38 jaar;Verweduwd;2018;310
5538;Particulier huishouden;38 jaar;Verweduwd;2019;281
5539;Particulier huishouden;38 jaar;Verweduwd;2020;275
5540;Particulier huishouden;38 jaar;Verweduwd;2021;256
5541;Particulier huishouden;38 jaar;Verweduwd;2022;255
5542;Particulier huishouden;38 jaar;Verweduwd;2023;247
5543;Particulier huishouden;38 jaar;Verweduwd;2024;247
5544;Particulier huishouden;38 jaar;Verweduwd;2025;248
5545;Particulier huishouden;38 jaar;Verweduwd;2026;227
5546;Particulier huishouden;38 jaar;Verweduwd;2027;230
5547;Particulier huishouden;38 jaar;Verweduwd;2028;225
5548;Particulier huishouden;38 jaar;Verweduwd;2029;232
5549;Particulier huishouden;38 jaar;Verweduwd;2030;229
5550;Particulier huishouden;38 jaar;Verweduwd;2031;225
5551;Particulier huishouden;38 jaar;Verweduwd;2032;223
5552;Particulier huishouden;38 jaar;Verweduwd;2033;225
5553;Particulier huishouden;38 jaar;Verweduwd;2034;217
5554;Particulier huishouden;38 jaar;Verweduwd;2035;214
5555;Particulier huishouden;38 jaar;Verweduwd;2036;215
5556;Particulier huishouden;38 jaar;Verweduwd;2037;220
5557;Particulier huishouden;38 jaar;Verweduwd;2038;219
5558;Particulier huishouden;38 jaar;Verweduwd;2039;223
5559;Particulier huishouden;38 jaar;Verweduwd;2040;218
5560;Particulier huishouden;38 jaar;Verweduwd;2041;215
5561;Particulier huishouden;38 jaar;Verweduwd;2042;212
5562;Particulier huishouden;38 jaar;Verweduwd;2043;203
5563;Particulier huishouden;38 jaar;Verweduwd;2044;195
5564;Particulier huishouden;38 jaar;Verweduwd;2045;192
5565;Particulier huishouden;38 jaar;Verweduwd;2046;187
5566;Particulier huishouden;38 jaar;Verweduwd;2047;188
5567;Particulier huishouden;38 jaar;Verweduwd;2048;187
5568;Particulier huishouden;38 jaar;Verweduwd;2049;186
5569;Particulier huishouden;38 jaar;Verweduwd;2050;179
5570;Particulier huishouden;38 jaar;Verweduwd;2051;175
5571;Particulier huishouden;38 jaar;Verweduwd;2052;169
5572;Particulier huishouden;38 jaar;Verweduwd;2053;170
5573;Particulier huishouden;38 jaar;Verweduwd;2054;167
5574;Particulier huishouden;38 jaar;Verweduwd;2055;170
5575;Particulier huishouden;38 jaar;Verweduwd;2056;170
5576;Particulier huishouden;38 jaar;Verweduwd;2057;171
5577;Particulier huishouden;38 jaar;Verweduwd;2058;172
5578;Particulier huishouden;38 jaar;Verweduwd;2059;172
5579;Particulier huishouden;38 jaar;Verweduwd;2060;171
5580;Particulier huishouden;38 jaar;Gescheiden;2016;11193
5581;Particulier huishouden;38 jaar;Gescheiden;2017;11179
5582;Particulier huishouden;38 jaar;Gescheiden;2018;10888
5583;Particulier huishouden;38 jaar;Gescheiden;2019;10977
5584;Particulier huishouden;38 jaar;Gescheiden;2020;10639
5585;Particulier huishouden;38 jaar;Gescheiden;2021;10303
5586;Particulier huishouden;38 jaar;Gescheiden;2022;10130
5587;Particulier huishouden;38 jaar;Gescheiden;2023;10239
5588;Particulier huishouden;38 jaar;Gescheiden;2024;10186
5589;Particulier huishouden;38 jaar;Gescheiden;2025;10315
5590;Particulier huishouden;38 jaar;Gescheiden;2026;10219
5591;Particulier huishouden;38 jaar;Gescheiden;2027;10075
5592;Particulier huishouden;38 jaar;Gescheiden;2028;10194
5593;Particulier huishouden;38 jaar;Gescheiden;2029;10611
5594;Particulier huishouden;38 jaar;Gescheiden;2030;10530
5595;Particulier huishouden;38 jaar;Gescheiden;2031;10359
5596;Particulier huishouden;38 jaar;Gescheiden;2032;10301
5597;Particulier huishouden;38 jaar;Gescheiden;2033;10451
5598;Particulier huishouden;38 jaar;Gescheiden;2034;10221
5599;Particulier huishouden;38 jaar;Gescheiden;2035;10195
5600;Particulier huishouden;38 jaar;Gescheiden;2036;10265
5601;Particulier huishouden;38 jaar;Gescheiden;2037;10650
5602;Particulier huishouden;38 jaar;Gescheiden;2038;10760
5603;Particulier huishouden;38 jaar;Gescheiden;2039;11058
5604;Particulier huishouden;38 jaar;Gescheiden;2040;10899
5605;Particulier huishouden;38 jaar;Gescheiden;2041;10828
5606;Particulier huishouden;38 jaar;Gescheiden;2042;10802
5607;Particulier huishouden;38 jaar;Gescheiden;2043;10422
5608;Particulier huishouden;38 jaar;Gescheiden;2044;10100
5609;Particulier huishouden;38 jaar;Gescheiden;2045;10016
5610;Particulier huishouden;38 jaar;Gescheiden;2046;9813
5611;Particulier huishouden;38 jaar;Gescheiden;2047;10046
5612;Particulier huishouden;38 jaar;Gescheiden;2048;10061
5613;Particulier huishouden;38 jaar;Gescheiden;2049;10033
5614;Particulier huishouden;38 jaar;Gescheiden;2050;9801
5615;Particulier huishouden;38 jaar;Gescheiden;2051;9577
5616;Particulier huishouden;38 jaar;Gescheiden;2052;9345
5617;Particulier huishouden;38 jaar;Gescheiden;2053;9554
5618;Particulier huishouden;38 jaar;Gescheiden;2054;9481
5619;Particulier huishouden;38 jaar;Gescheiden;2055;9631
5620;Particulier huishouden;38 jaar;Gescheiden;2056;9775
5621;Particulier huishouden;38 jaar;Gescheiden;2057;9905
5622;Particulier huishouden;38 jaar;Gescheiden;2058;10048
5623;Particulier huishouden;38 jaar;Gescheiden;2059;10144
5624;Particulier huishouden;38 jaar;Gescheiden;2060;10236
5625;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2016;116446
5626;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2017;115455
5627;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2018;117926
5628;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2019;117759
5629;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2020;121667
5630;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2021;119846
5631;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2022;117680
5632;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2023;117175
5633;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2024;120276
5634;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2025;121947
5635;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2026;124790
5636;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2027;125895
5637;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2028;125333
5638;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2029;126478
5639;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2030;131235
5640;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2031;131176
5641;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2032;130077
5642;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2033;129139
5643;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2034;129910
5644;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2035;127111
5645;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2036;127110
5646;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2037;127429
5647;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2038;131196
5648;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2039;132253
5649;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2040;134739
5650;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2041;133134
5651;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2042;132238
5652;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2043;131719
5653;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2044;127740
5654;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2045;124626
5655;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2046;123746
5656;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2047;121504
5657;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2048;123712
5658;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2049;123556
5659;Particulier huishouden;39 jaar;Totaal burgerlijke staat;2050;122892
