ID;SamenstellingVanHetHuishouden;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;ParticuliereHuishoudens_1
34;Particulier huishouden;Totaal;Totaal burgerlijke staat;2050;8601211
35;Particulier huishouden;Totaal;Totaal burgerlijke staat;2051;8606209
36;Particulier huishouden;Totaal;Totaal burgerlijke staat;2052;8610560
37;Particulier huishouden;Totaal;Totaal burgerlijke staat;2053;8614164
38;Particulier huishouden;Totaal;Totaal burgerlijke staat;2054;8617041
39;Particulier huishouden;Totaal;Totaal burgerlijke staat;2055;8619209
40;Particulier huishouden;Totaal;Totaal burgerlijke staat;2056;8620794
41;Particulier huishouden;Totaal;Totaal burgerlijke staat;2057;8621866
42;Particulier huishouden;Totaal;Totaal burgerlijke staat;2058;8622529
43;Particulier huishouden;Totaal;Totaal burgerlijke staat;2059;8622981
44;Particulier huishouden;Totaal;Totaal burgerlijke staat;2060;8623341
45;Particulier huishouden;Totaal;Ongehuwd;2016;2551333
46;Particulier huishouden;Totaal;Ongehuwd;2017;2618895
47;Particulier huishouden;Totaal;Ongehuwd;2018;2681061
48;Particulier huishouden;Totaal;Ongehuwd;2019;2729634
49;Particulier huishouden;Totaal;Ongehuwd;2020;2770093
50;Particulier huishouden;Totaal;Ongehuwd;2021;2811024
51;Particulier huishouden;Totaal;Ongehuwd;2022;2852216
52;Particulier huishouden;Totaal;Ongehuwd;2023;2892446
53;Particulier huishouden;Totaal;Ongehuwd;2024;2931482
54;Particulier huishouden;Totaal;Ongehuwd;2025;2969217
55;Particulier huishouden;Totaal;Ongehuwd;2026;3005781
56;Particulier huishouden;Totaal;Ongehuwd;2027;3041371
57;Particulier huishouden;Totaal;Ongehuwd;2028;3075992
58;Particulier huishouden;Totaal;Ongehuwd;2029;3109651
59;Particulier huishouden;Totaal;Ongehuwd;2030;3142193
60;Particulier huishouden;Totaal;Ongehuwd;2031;3173318
61;Particulier huishouden;Totaal;Ongehuwd;2032;3203180
62;Particulier huishouden;Totaal;Ongehuwd;2033;3232157
63;Particulier huishouden;Totaal;Ongehuwd;2034;3260456
64;Particulier huishouden;Totaal;Ongehuwd;2035;3288171
65;Particulier huishouden;Totaal;Ongehuwd;2036;3315543
66;Particulier huishouden;Totaal;Ongehuwd;2037;3342600
67;Particulier huishouden;Totaal;Ongehuwd;2038;3369624
68;Particulier huishouden;Totaal;Ongehuwd;2039;3396556
69;Particulier huishouden;Totaal;Ongehuwd;2040;3423567
70;Particulier huishouden;Totaal;Ongehuwd;2041;3450788
71;Particulier huishouden;Totaal;Ongehuwd;2042;3478295
72;Particulier huishouden;Totaal;Ongehuwd;2043;3506118
73;Particulier huishouden;Totaal;Ongehuwd;2044;3534162
74;Particulier huishouden;Totaal;Ongehuwd;2045;3562300
75;Particulier huishouden;Totaal;Ongehuwd;2046;3590419
76;Particulier huishouden;Totaal;Ongehuwd;2047;3618313
77;Particulier huishouden;Totaal;Ongehuwd;2048;3645893
78;Particulier huishouden;Totaal;Ongehuwd;2049;3672894
79;Particulier huishouden;Totaal;Ongehuwd;2050;3699210
80;Particulier huishouden;Totaal;Ongehuwd;2051;3724704
81;Particulier huishouden;Totaal;Ongehuwd;2052;3749270
82;Particulier huishouden;Totaal;Ongehuwd;2053;3772776
83;Particulier huishouden;Totaal;Ongehuwd;2054;3795082
84;Particulier huishouden;Totaal;Ongehuwd;2055;3816139
85;Particulier huishouden;Totaal;Ongehuwd;2056;3835878
86;Particulier huishouden;Totaal;Ongehuwd;2057;3854305
87;Particulier huishouden;Totaal;Ongehuwd;2058;3871379
88;Particulier huishouden;Totaal;Ongehuwd;2059;3887144
89;Particulier huishouden;Totaal;Ongehuwd;2060;3901645
90;Particulier huishouden;Totaal;Gehuwd;2016;3389832
91;Particulier huishouden;Totaal;Gehuwd;2017;3380723
92;Particulier huishouden;Totaal;Gehuwd;2018;3372253
93;Particulier huishouden;Totaal;Gehuwd;2019;3363138
94;Particulier huishouden;Totaal;Gehuwd;2020;3354387
95;Particulier huishouden;Totaal;Gehuwd;2021;3346217
96;Particulier huishouden;Totaal;Gehuwd;2022;3338678
97;Particulier huishouden;Totaal;Gehuwd;2023;3331352
98;Particulier huishouden;Totaal;Gehuwd;2024;3324060
99;Particulier huishouden;Totaal;Gehuwd;2025;3316749
100;Particulier huishouden;Totaal;Gehuwd;2026;3309264
101;Particulier huishouden;Totaal;Gehuwd;2027;3301425
102;Particulier huishouden;Totaal;Gehuwd;2028;3293123
103;Particulier huishouden;Totaal;Gehuwd;2029;3284299
104;Particulier huishouden;Totaal;Gehuwd;2030;3274902
105;Particulier huishouden;Totaal;Gehuwd;2031;3264931
106;Particulier huishouden;Totaal;Gehuwd;2032;3254318
107;Particulier huishouden;Totaal;Gehuwd;2033;3243142
108;Particulier huishouden;Totaal;Gehuwd;2034;3231329
109;Particulier huishouden;Totaal;Gehuwd;2035;3219085
110;Particulier huishouden;Totaal;Gehuwd;2036;3206346
111;Particulier huishouden;Totaal;Gehuwd;2037;3193227
112;Particulier huishouden;Totaal;Gehuwd;2038;3179808
113;Particulier huishouden;Totaal;Gehuwd;2039;3166157
114;Particulier huishouden;Totaal;Gehuwd;2040;3152429
115;Particulier huishouden;Totaal;Gehuwd;2041;3138752
116;Particulier huishouden;Totaal;Gehuwd;2042;3125208
117;Particulier huishouden;Totaal;Gehuwd;2043;3111895
118;Particulier huishouden;Totaal;Gehuwd;2044;3098935
119;Particulier huishouden;Totaal;Gehuwd;2045;3086495
120;Particulier huishouden;Totaal;Gehuwd;2046;3074637
121;Particulier huishouden;Totaal;Gehuwd;2047;3063370
122;Particulier huishouden;Totaal;Gehuwd;2048;3052735
123;Particulier huishouden;Totaal;Gehuwd;2049;3042813
124;Particulier huishouden;Totaal;Gehuwd;2050;3033619
125;Particulier huishouden;Totaal;Gehuwd;2051;3025214
126;Particulier huishouden;Totaal;Gehuwd;2052;3017640
127;Particulier huishouden;Totaal;Gehuwd;2053;3010928
128;Particulier huishouden;Totaal;Gehuwd;2054;3005129
129;Particulier huishouden;Totaal;Gehuwd;2055;3000315
130;Particulier huishouden;Totaal;Gehuwd;2056;2996507
131;Particulier huishouden;Totaal;Gehuwd;2057;2993713
132;Particulier huishouden;Totaal;Gehuwd;2058;2991965
133;Particulier huishouden;Totaal;Gehuwd;2059;2991220
134;Particulier huishouden;Totaal;Gehuwd;2060;2991451
135;Particulier huishouden;Totaal;Verweduwd;2016;745009
136;Particulier huishouden;Totaal;Verweduwd;2017;751611
137;Particulier huishouden;Totaal;Verweduwd;2018;757977
138;Particulier huishouden;Totaal;Verweduwd;2019;763712
139;Particulier huishouden;Totaal;Verweduwd;2020;768981
140;Particulier huishouden;Totaal;Verweduwd;2021;773990
141;Particulier huishouden;Totaal;Verweduwd;2022;778794
142;Particulier huishouden;Totaal;Verweduwd;2023;783447
143;Particulier huishouden;Totaal;Verweduwd;2024;787992
144;Particulier huishouden;Totaal;Verweduwd;2025;792451
145;Particulier huishouden;Totaal;Verweduwd;2026;796768
146;Particulier huishouden;Totaal;Verweduwd;2027;800948
147;Particulier huishouden;Totaal;Verweduwd;2028;804961
148;Particulier huishouden;Totaal;Verweduwd;2029;808749
149;Particulier huishouden;Totaal;Verweduwd;2030;812250
150;Particulier huishouden;Totaal;Verweduwd;2031;815419
151;Particulier huishouden;Totaal;Verweduwd;2032;818114
152;Particulier huishouden;Totaal;Verweduwd;2033;820286
153;Particulier huishouden;Totaal;Verweduwd;2034;821866
154;Particulier huishouden;Totaal;Verweduwd;2035;822721
155;Particulier huishouden;Totaal;Verweduwd;2036;822859
156;Particulier huishouden;Totaal;Verweduwd;2037;822164
157;Particulier huishouden;Totaal;Verweduwd;2038;820668
158;Particulier huishouden;Totaal;Verweduwd;2039;818401
159;Particulier huishouden;Totaal;Verweduwd;2040;815415
160;Particulier huishouden;Totaal;Verweduwd;2041;811708
161;Particulier huishouden;Totaal;Verweduwd;2042;807344
162;Particulier huishouden;Totaal;Verweduwd;2043;802359
163;Particulier huishouden;Totaal;Verweduwd;2044;796943
164;Particulier huishouden;Totaal;Verweduwd;2045;791022
165;Particulier huishouden;Totaal;Verweduwd;2046;784600
166;Particulier huishouden;Totaal;Verweduwd;2047;777941
167;Particulier huishouden;Totaal;Verweduwd;2048;770981
168;Particulier huishouden;Totaal;Verweduwd;2049;763741
169;Particulier huishouden;Totaal;Verweduwd;2050;756124
170;Particulier huishouden;Totaal;Verweduwd;2051;748078
171;Particulier huishouden;Totaal;Verweduwd;2052;739593
172;Particulier huishouden;Totaal;Verweduwd;2053;730634
173;Particulier huishouden;Totaal;Verweduwd;2054;721247
174;Particulier huishouden;Totaal;Verweduwd;2055;711397
175;Particulier huishouden;Totaal;Verweduwd;2056;701151
176;Particulier huishouden;Totaal;Verweduwd;2057;690569
177;Particulier huishouden;Totaal;Verweduwd;2058;679675
178;Particulier huishouden;Totaal;Verweduwd;2059;668608
179;Particulier huishouden;Totaal;Verweduwd;2060;657428
180;Particulier huishouden;Totaal;Gescheiden;2016;1047670
181;Particulier huishouden;Totaal;Gescheiden;2017;1060791
182;Particulier huishouden;Totaal;Gescheiden;2018;1072564
183;Particulier huishouden;Totaal;Gescheiden;2019;1082108
184;Particulier huishouden;Totaal;Gescheiden;2020;1089494
185;Particulier huishouden;Totaal;Gescheiden;2021;1096248
186;Particulier huishouden;Totaal;Gescheiden;2022;1102383
187;Particulier huishouden;Totaal;Gescheiden;2023;1107890
188;Particulier huishouden;Totaal;Gescheiden;2024;1112807
189;Particulier huishouden;Totaal;Gescheiden;2025;1117205
190;Particulier huishouden;Totaal;Gescheiden;2026;1121122
191;Particulier huishouden;Totaal;Gescheiden;2027;1124643
192;Particulier huishouden;Totaal;Gescheiden;2028;1127804
193;Particulier huishouden;Totaal;Gescheiden;2029;1130652
194;Particulier huishouden;Totaal;Gescheiden;2030;1133179
195;Particulier huishouden;Totaal;Gescheiden;2031;1135375
196;Particulier huishouden;Totaal;Gescheiden;2032;1137223
197;Particulier huishouden;Totaal;Gescheiden;2033;1138773
198;Particulier huishouden;Totaal;Gescheiden;2034;1139953
199;Particulier huishouden;Totaal;Gescheiden;2035;1140821
200;Particulier huishouden;Totaal;Gescheiden;2036;1141317
201;Particulier huishouden;Totaal;Gescheiden;2037;1141495
202;Particulier huishouden;Totaal;Gescheiden;2038;1141271
203;Particulier huishouden;Totaal;Gescheiden;2039;1140687
204;Particulier huishouden;Totaal;Gescheiden;2040;1139739
205;Particulier huishouden;Totaal;Gescheiden;2041;1138406
206;Particulier huishouden;Totaal;Gescheiden;2042;1136719
207;Particulier huishouden;Totaal;Gescheiden;2043;1134680
208;Particulier huishouden;Totaal;Gescheiden;2044;1132314
209;Particulier huishouden;Totaal;Gescheiden;2045;1129636
210;Particulier huishouden;Totaal;Gescheiden;2046;1126644
211;Particulier huishouden;Totaal;Gescheiden;2047;1123382
212;Particulier huishouden;Totaal;Gescheiden;2048;1119868
213;Particulier huishouden;Totaal;Gescheiden;2049;1116167
214;Particulier huishouden;Totaal;Gescheiden;2050;1112258
215;Particulier huishouden;Totaal;Gescheiden;2051;1108213
216;Particulier huishouden;Totaal;Gescheiden;2052;1104057
217;Particulier huishouden;Totaal;Gescheiden;2053;1099826
218;Particulier huishouden;Totaal;Gescheiden;2054;1095583
219;Particulier huishouden;Totaal;Gescheiden;2055;1091358
220;Particulier huishouden;Totaal;Gescheiden;2056;1087258
221;Particulier huishouden;Totaal;Gescheiden;2057;1083279
222;Particulier huishouden;Totaal;Gescheiden;2058;1079510
223;Particulier huishouden;Totaal;Gescheiden;2059;1076009
224;Particulier huishouden;Totaal;Gescheiden;2060;1072817
225;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2016;667
226;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2017;708
227;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2018;703
228;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2019;682
229;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2020;653
230;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2021;639
231;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2022;631
232;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2023;612
233;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2024;618
234;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2025;614
235;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2026;608
236;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2027;591
237;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2028;579
238;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2029;566
239;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2030;572
240;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2031;564
241;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2032;569
242;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2033;577
243;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2034;583
244;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2035;590
245;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2036;594
246;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2037;598
247;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2038;603
248;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2039;607
249;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2040;610
250;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2041;613
251;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2042;615
252;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2043;616
253;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2044;617
254;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2045;617
255;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2046;618
256;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2047;617
257;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2048;617
258;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2049;615
259;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2050;612
260;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2051;610
261;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2052;607
262;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2053;605
263;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2054;602
264;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2055;599
265;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2056;596
266;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2057;594
267;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2058;592
268;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2059;590
269;Particulier huishouden;15 jaar;Totaal burgerlijke staat;2060;590
270;Particulier huishouden;15 jaar;Ongehuwd;2016;667
271;Particulier huishouden;15 jaar;Ongehuwd;2017;708
272;Particulier huishouden;15 jaar;Ongehuwd;2018;703
273;Particulier huishouden;15 jaar;Ongehuwd;2019;682
274;Particulier huishouden;15 jaar;Ongehuwd;2020;653
275;Particulier huishouden;15 jaar;Ongehuwd;2021;639
276;Particulier huishouden;15 jaar;Ongehuwd;2022;631
277;Particulier huishouden;15 jaar;Ongehuwd;2023;612
278;Particulier huishouden;15 jaar;Ongehuwd;2024;618
279;Particulier huishouden;15 jaar;Ongehuwd;2025;614
280;Particulier huishouden;15 jaar;Ongehuwd;2026;608
281;Particulier huishouden;15 jaar;Ongehuwd;2027;591
282;Particulier huishouden;15 jaar;Ongehuwd;2028;579
283;Particulier huishouden;15 jaar;Ongehuwd;2029;566
284;Particulier huishouden;15 jaar;Ongehuwd;2030;572
285;Particulier huishouden;15 jaar;Ongehuwd;2031;564
286;Particulier huishouden;15 jaar;Ongehuwd;2032;569
287;Particulier huishouden;15 jaar;Ongehuwd;2033;577
288;Particulier huishouden;15 jaar;Ongehuwd;2034;583
289;Particulier huishouden;15 jaar;Ongehuwd;2035;590
290;Particulier huishouden;15 jaar;Ongehuwd;2036;594
291;Particulier huishouden;15 jaar;Ongehuwd;2037;598
292;Particulier huishouden;15 jaar;Ongehuwd;2038;603
293;Particulier huishouden;15 jaar;Ongehuwd;2039;607
294;Particulier huishouden;15 jaar;Ongehuwd;2040;610
295;Particulier huishouden;15 jaar;Ongehuwd;2041;613
296;Particulier huishouden;15 jaar;Ongehuwd;2042;615
297;Particulier huishouden;15 jaar;Ongehuwd;2043;616
298;Particulier huishouden;15 jaar;Ongehuwd;2044;617
299;Particulier huishouden;15 jaar;Ongehuwd;2045;617
300;Particulier huishouden;15 jaar;Ongehuwd;2046;618
301;Particulier huishouden;15 jaar;Ongehuwd;2047;617
302;Particulier huishouden;15 jaar;Ongehuwd;2048;617
303;Particulier huishouden;15 jaar;Ongehuwd;2049;615
304;Particulier huishouden;15 jaar;Ongehuwd;2050;612
305;Particulier huishouden;15 jaar;Ongehuwd;2051;610
306;Particulier huishouden;15 jaar;Ongehuwd;2052;607
307;Particulier huishouden;15 jaar;Ongehuwd;2053;605
308;Particulier huishouden;15 jaar;Ongehuwd;2054;602
309;Particulier huishouden;15 jaar;Ongehuwd;2055;599
310;Particulier huishouden;15 jaar;Ongehuwd;2056;596
311;Particulier huishouden;15 jaar;Ongehuwd;2057;594
312;Particulier huishouden;15 jaar;Ongehuwd;2058;592
313;Particulier huishouden;15 jaar;Ongehuwd;2059;590
314;Particulier huishouden;15 jaar;Ongehuwd;2060;590
315;Particulier huishouden;15 jaar;Gehuwd;2016;0
316;Particulier huishouden;15 jaar;Gehuwd;2017;0
317;Particulier huishouden;15 jaar;Gehuwd;2018;0
318;Particulier huishouden;15 jaar;Gehuwd;2019;0
319;Particulier huishouden;15 jaar;Gehuwd;2020;0
320;Particulier huishouden;15 jaar;Gehuwd;2021;0
321;Particulier huishouden;15 jaar;Gehuwd;2022;0
322;Particulier huishouden;15 jaar;Gehuwd;2023;0
323;Particulier huishouden;15 jaar;Gehuwd;2024;0
324;Particulier huishouden;15 jaar;Gehuwd;2025;0
325;Particulier huishouden;15 jaar;Gehuwd;2026;0
326;Particulier huishouden;15 jaar;Gehuwd;2027;0
327;Particulier huishouden;15 jaar;Gehuwd;2028;0
328;Particulier huishouden;15 jaar;Gehuwd;2029;0
329;Particulier huishouden;15 jaar;Gehuwd;2030;0
330;Particulier huishouden;15 jaar;Gehuwd;2031;0
331;Particulier huishouden;15 jaar;Gehuwd;2032;0
332;Particulier huishouden;15 jaar;Gehuwd;2033;0
333;Particulier huishouden;15 jaar;Gehuwd;2034;0
334;Particulier huishouden;15 jaar;Gehuwd;2035;0
335;Particulier huishouden;15 jaar;Gehuwd;2036;0
336;Particulier huishouden;15 jaar;Gehuwd;2037;0
337;Particulier huishouden;15 jaar;Gehuwd;2038;0
338;Particulier huishouden;15 jaar;Gehuwd;2039;0
339;Particulier huishouden;15 jaar;Gehuwd;2040;0
340;Particulier huishouden;15 jaar;Gehuwd;2041;0
341;Particulier huishouden;15 jaar;Gehuwd;2042;0
342;Particulier huishouden;15 jaar;Gehuwd;2043;0
343;Particulier huishouden;15 jaar;Gehuwd;2044;0
344;Particulier huishouden;15 jaar;Gehuwd;2045;0
345;Particulier huishouden;15 jaar;Gehuwd;2046;0
346;Particulier huishouden;15 jaar;Gehuwd;2047;0
347;Particulier huishouden;15 jaar;Gehuwd;2048;0
348;Particulier huishouden;15 jaar;Gehuwd;2049;0
349;Particulier huishouden;15 jaar;Gehuwd;2050;0
350;Particulier huishouden;15 jaar;Gehuwd;2051;0
351;Particulier huishouden;15 jaar;Gehuwd;2052;0
352;Particulier huishouden;15 jaar;Gehuwd;2053;0
353;Particulier huishouden;15 jaar;Gehuwd;2054;0
354;Particulier huishouden;15 jaar;Gehuwd;2055;0
355;Particulier huishouden;15 jaar;Gehuwd;2056;0
356;Particulier huishouden;15 jaar;Gehuwd;2057;0
357;Particulier huishouden;15 jaar;Gehuwd;2058;0
358;Particulier huishouden;15 jaar;Gehuwd;2059;0
359;Particulier huishouden;15 jaar;Gehuwd;2060;0
360;Particulier huishouden;15 jaar;Verweduwd;2016;0
361;Particulier huishouden;15 jaar;Verweduwd;2017;0
362;Particulier huishouden;15 jaar;Verweduwd;2018;0
363;Particulier huishouden;15 jaar;Verweduwd;2019;0
364;Particulier huishouden;15 jaar;Verweduwd;2020;0
365;Particulier huishouden;15 jaar;Verweduwd;2021;0
366;Particulier huishouden;15 jaar;Verweduwd;2022;0
367;Particulier huishouden;15 jaar;Verweduwd;2023;0
368;Particulier huishouden;15 jaar;Verweduwd;2024;0
369;Particulier huishouden;15 jaar;Verweduwd;2025;0
370;Particulier huishouden;15 jaar;Verweduwd;2026;0
371;Particulier huishouden;15 jaar;Verweduwd;2027;0
372;Particulier huishouden;15 jaar;Verweduwd;2028;0
373;Particulier huishouden;15 jaar;Verweduwd;2029;0
374;Particulier huishouden;15 jaar;Verweduwd;2030;0
375;Particulier huishouden;15 jaar;Verweduwd;2031;0
376;Particulier huishouden;15 jaar;Verweduwd;2032;0
377;Particulier huishouden;15 jaar;Verweduwd;2033;0
378;Particulier huishouden;15 jaar;Verweduwd;2034;0
379;Particulier huishouden;15 jaar;Verweduwd;2035;0
380;Particulier huishouden;15 jaar;Verweduwd;2036;0
381;Particulier huishouden;15 jaar;Verweduwd;2037;0
382;Particulier huishouden;15 jaar;Verweduwd;2038;0
383;Particulier huishouden;15 jaar;Verweduwd;2039;0
384;Particulier huishouden;15 jaar;Verweduwd;2040;0
385;Particulier huishouden;15 jaar;Verweduwd;2041;0
386;Particulier huishouden;15 jaar;Verweduwd;2042;0
387;Particulier huishouden;15 jaar;Verweduwd;2043;0
388;Particulier huishouden;15 jaar;Verweduwd;2044;0
389;Particulier huishouden;15 jaar;Verweduwd;2045;0
390;Particulier huishouden;15 jaar;Verweduwd;2046;0
391;Particulier huishouden;15 jaar;Verweduwd;2047;0
392;Particulier huishouden;15 jaar;Verweduwd;2048;0
393;Particulier huishouden;15 jaar;Verweduwd;2049;0
394;Particulier huishouden;15 jaar;Verweduwd;2050;0
395;Particulier huishouden;15 jaar;Verweduwd;2051;0
396;Particulier huishouden;15 jaar;Verweduwd;2052;0
397;Particulier huishouden;15 jaar;Verweduwd;2053;0
398;Particulier huishouden;15 jaar;Verweduwd;2054;0
399;Particulier huishouden;15 jaar;Verweduwd;2055;0
400;Particulier huishouden;15 jaar;Verweduwd;2056;0
401;Particulier huishouden;15 jaar;Verweduwd;2057;0
402;Particulier huishouden;15 jaar;Verweduwd;2058;0
403;Particulier huishouden;15 jaar;Verweduwd;2059;0
404;Particulier huishouden;15 jaar;Verweduwd;2060;0
405;Particulier huishouden;15 jaar;Gescheiden;2016;0
406;Particulier huishouden;15 jaar;Gescheiden;2017;0
407;Particulier huishouden;15 jaar;Gescheiden;2018;0
408;Particulier huishouden;15 jaar;Gescheiden;2019;0
409;Particulier huishouden;15 jaar;Gescheiden;2020;0
410;Particulier huishouden;15 jaar;Gescheiden;2021;0
411;Particulier huishouden;15 jaar;Gescheiden;2022;0
412;Particulier huishouden;15 jaar;Gescheiden;2023;0
413;Particulier huishouden;15 jaar;Gescheiden;2024;0
414;Particulier huishouden;15 jaar;Gescheiden;2025;0
415;Particulier huishouden;15 jaar;Gescheiden;2026;0
416;Particulier huishouden;15 jaar;Gescheiden;2027;0
417;Particulier huishouden;15 jaar;Gescheiden;2028;0
418;Particulier huishouden;15 jaar;Gescheiden;2029;0
419;Particulier huishouden;15 jaar;Gescheiden;2030;0
420;Particulier huishouden;15 jaar;Gescheiden;2031;0
421;Particulier huishouden;15 jaar;Gescheiden;2032;0
422;Particulier huishouden;15 jaar;Gescheiden;2033;0
423;Particulier huishouden;15 jaar;Gescheiden;2034;0
424;Particulier huishouden;15 jaar;Gescheiden;2035;0
425;Particulier huishouden;15 jaar;Gescheiden;2036;0
426;Particulier huishouden;15 jaar;Gescheiden;2037;0
427;Particulier huishouden;15 jaar;Gescheiden;2038;0
428;Particulier huishouden;15 jaar;Gescheiden;2039;0
429;Particulier huishouden;15 jaar;Gescheiden;2040;0
430;Particulier huishouden;15 jaar;Gescheiden;2041;0
431;Particulier huishouden;15 jaar;Gescheiden;2042;0
432;Particulier huishouden;15 jaar;Gescheiden;2043;0
433;Particulier huishouden;15 jaar;Gescheiden;2044;0
434;Particulier huishouden;15 jaar;Gescheiden;2045;0
435;Particulier huishouden;15 jaar;Gescheiden;2046;0
436;Particulier huishouden;15 jaar;Gescheiden;2047;0
437;Particulier huishouden;15 jaar;Gescheiden;2048;0
438;Particulier huishouden;15 jaar;Gescheiden;2049;0
439;Particulier huishouden;15 jaar;Gescheiden;2050;0
440;Particulier huishouden;15 jaar;Gescheiden;2051;0
441;Particulier huishouden;15 jaar;Gescheiden;2052;0
442;Particulier huishouden;15 jaar;Gescheiden;2053;0
443;Particulier huishouden;15 jaar;Gescheiden;2054;0
444;Particulier huishouden;15 jaar;Gescheiden;2055;0
445;Particulier huishouden;15 jaar;Gescheiden;2056;0
446;Particulier huishouden;15 jaar;Gescheiden;2057;0
447;Particulier huishouden;15 jaar;Gescheiden;2058;0
448;Particulier huishouden;15 jaar;Gescheiden;2059;0
