ID;Persoonskenmerken;Cijfersoort;Perioden;OverlastDoorGroepenJongeren_1;MensenWordenOpStraatLastigGevallen_2;Drugsoverlast_3;DronkenMensenOpStraat_4;Bedreiging_5;Gewelddelicten_6;Straatroof_7;VrouwenEnMeisjesWordenNagefloten_8;Jeugdcriminaliteit_9;SocialeOverlastSchaalscore_10;DreigingSchaalscore_11;BekladdingVanMurenGebouwen_12;RommelOpStraat_13;HondenpoepOpStraat_14;VernielingVanStraatmeubilair_15;FysiekeVerloederingSchaalscore_16;Fietsendiefstal_17;DiefstalUitAutoS_18;BeschadigingAanDiefstalUitAutoS_19;InbraakInWoningen_20;OverlastVermogensdelictenSchaalscore_21;AgressiefVerkeersgedrag_22;GeluidsoverlastDoorVerkeer_23;TeHardRijden_24;Parkeeroverlast_25;VerkeersoverlastSchaalscore_26;OverlastDoorOmwonenden_27;AndereVormenVanGeluidsoverlast_28;OverlastVanZwerversDaklozen_29;OverlastDoorHoreca_30;OverigeOverlastSchaalscore_31;MensenKennenElkaarNauwelijks_32;MensenGaanPrettigMetElkaarOm_33;GezelligeBuurtMetVeelSaamhorigheid_34;VoelMijThuisBijMensenInDezeBuurt_35;VeelContactMetAndereBuurtbewoners_36;TevredenMetSamenstellingBevolking_37;SocialeCohesieSchaalscore_38;WegenPadenPleintjesGoedOnderhouden_39;PlantsoenenEnParkenGoedOnderhouden_40;BuitenGoedVerlicht_41;GoedeSpeelplekkenVoorKinderen_42;GoedeVoorzieningenVoorJongeren_43;ZelfActiefGeweestBijVerbeterenBuurt_44;VooruitGegaan_45;AchteruitGegaan_46;GelijkGebleven_47;Woonomgeving_48;Leefbaarheid_49;Veiligheid_50
10;20930;Betrouwbaarheidsmarge;2008;2.1;2.3;2.6;2.2;0.2;2.1;1.2;1.5;1.6;1.4;1.4;0.8;1.5;1.6;0.2;0.1;2.0;1.5;1.8;1.3;0.2;1.8;1.8;2.6;2.5;0.1;1.4;1.8;0.6;0.8;0.1;2.6;2.5;2.6;2.7;2.1;2.6;2.7;2.7;2.8;2.7;2.7;0.1;1.3;2.3;1.7;2.7;0.1;0.1;0.1
11;20930;Betrouwbaarheidsmarge;2009;1.0;1.3;1.5;1.2;0.1;1.2;0.7;0.9;1.1;0.7;0.7;0.4;0.8;0.8;0.1;0.1;1.3;0.8;1.0;0.8;0.1;1.1;1.0;1.5;1.5;0.1;0.8;0.9;0.5;0.5;0.1;1.4;1.5;1.5;1.6;1.4;1.5;1.5;1.7;1.6;1.6;1.5;0.1;0.9;1.2;1.0;1.6;0.0;0.0;0.0
12;20940;Waarde;2008;9.2;20.2;29.7;11.6;3.6;11.5;2.7;4.7;10.3;2.3;2.7;0.8;3.8;5.2;1.9;1.2;9.6;7.6;13.3;6.7;2.7;12.5;13.3;31.2;29.2;3.9;5.5;9.1;1.9;2.6;1.6;68.0;69.5;72.5;52.1;22.0;27.8;71.3;41.5;57.5;31.7;69.3;6.1;11.3;17.7;9.4;64.3;7.3;7.3;7.0
13;20940;Waarde;2009;9.1;23.2;29.9;10.4;3.6;15.5;2.9;6.1;11.1;2.6;2.6;1.0;4.7;5.8;2.0;1.3;10.5;8.0;12.7;6.9;2.7;14.1;14.8;31.8;30.4;4.0;7.0;10.8;2.1;2.9;1.7;67.1;67.9;73.6;53.0;22.3;27.8;71.7;43.0;59.2;35.8;69.8;6.2;15.2;18.1;11.7;63.5;7.3;7.3;6.9
14;20940;Betrouwbaarheidsmarge;2008;1.3;1.7;2.1;1.5;0.1;1.2;0.8;0.8;1.7;0.7;0.9;0.3;0.8;0.9;0.1;0.1;1.3;1.2;1.8;1.3;0.1;1.5;1.5;2.2;2.0;0.1;0.9;1.2;0.6;0.6;0.1;2.2;2.1;2.1;2.3;2.1;2.1;2.2;2.3;2.3;2.1;2.2;0.1;1.3;1.6;1.2;2.2;0.1;0.1;0.1
15;20940;Betrouwbaarheidsmarge;2009;0.7;1.1;1.2;0.8;0.1;0.9;0.4;0.7;0.8;0.4;0.4;0.2;0.5;0.6;0.1;0.1;0.8;0.7;0.9;0.7;0.1;0.9;0.9;1.2;1.2;0.1;0.6;0.8;0.3;0.4;0.1;1.2;1.2;1.1;1.3;1.2;1.2;1.1;1.3;1.3;1.3;1.2;0.0;1.0;1.0;0.8;1.2;0.0;0.0;0.0
16;20950;Waarde;2008;7.3;19.5;35.8;11.5;3.6;11.7;1.6;5.4;5.8;1.9;2.0;0.7;2.2;4.8;1.7;1.1;9.0;7.3;10.5;7.4;2.7;12.1;13.9;32.9;26.3;3.8;5.0;8.5;1.2;2.2;1.4;65.7;66.3;71.3;54.3;19.7;21.5;74.0;48.3;66.2;43.8;74.1;6.4;22.5;15.7;12.8;68.7;7.5;7.4;7.0
17;20950;Waarde;2009;7.4;20.6;34.8;10.6;3.6;12.6;2.0;4.8;6.6;2.1;1.8;0.7;2.7;5.0;1.7;1.1;8.1;7.1;11.3;6.8;2.7;13.8;15.6;35.6;27.4;4.0;5.3;10.3;1.5;2.3;1.4;63.7;63.5;70.8;53.3;18.7;21.8;73.3;48.1;65.6;43.8;73.7;6.4;22.6;15.4;14.8;66.7;7.4;7.4;6.9
18;20950;Betrouwbaarheidsmarge;2008;0.8;1.3;1.7;1.1;0.1;1.2;0.3;1.0;0.7;0.4;0.4;0.3;0.5;0.6;0.1;0.1;1.0;0.9;1.0;1.0;0.1;1.1;1.1;1.6;1.5;0.1;0.9;0.9;0.2;0.4;0.1;1.6;1.7;1.6;1.7;1.4;1.4;1.5;1.7;1.6;1.7;1.5;0.1;1.4;1.3;1.1;1.6;0.0;0.0;0.1
19;20950;Betrouwbaarheidsmarge;2009;0.6;0.8;1.0;0.7;0.1;0.7;0.3;0.5;0.5;0.3;0.3;0.1;0.3;0.5;0.1;0.0;0.6;0.6;0.7;0.5;0.1;0.7;0.8;1.0;1.0;0.1;0.5;0.7;0.2;0.3;0.0;1.1;1.0;1.0;1.1;0.9;0.9;0.9;1.1;1.0;1.1;0.9;0.0;0.9;0.8;0.8;1.0;0.0;0.0;0.0
20;20960;Waarde;2008;7.8;20.0;32.6;15.1;3.6;10.9;1.8;5.0;5.4;1.6;1.4;1.0;2.2;5.2;1.7;1.1;10.9;6.2;10.2;7.5;2.9;11.3;14.7;29.9;25.1;3.8;5.3;9.1;1.5;2.5;1.4;62.5;63.1;70.4;55.1;17.6;24.3;69.9;43.9;64.1;38.4;73.3;6.3;19.9;12.4;14.7;69.9;7.4;7.4;7.0
21;20960;Waarde;2009;7.3;21.1;31.3;13.0;3.6;11.3;1.8;4.9;6.4;1.9;1.7;0.7;2.3;4.9;1.7;1.1;10.1;6.7;10.7;7.9;3.0;12.1;16.3;32.7;26.4;3.9;5.2;9.9;1.2;2.7;1.4;61.4;62.4;70.6;53.8;18.0;24.5;69.3;44.7;65.4;40.6;71.9;6.3;21.9;12.0;16.5;69.2;7.5;7.3;6.9
22;20960;Betrouwbaarheidsmarge;2008;0.8;1.3;1.6;1.4;0.1;1.1;0.5;0.8;0.9;0.4;0.3;0.4;0.4;0.9;0.1;0.1;1.1;0.7;0.9;0.8;0.1;1.0;1.1;1.5;1.5;0.1;0.9;1.0;0.5;0.5;0.1;1.7;1.7;1.6;1.8;1.3;1.6;1.7;1.7;1.8;1.7;1.7;0.1;1.3;1.1;1.2;1.6;0.0;0.0;0.0
23;20960;Betrouwbaarheidsmarge;2009;0.5;0.9;1.0;0.7;0.1;0.7;0.3;0.5;0.5;0.3;0.3;0.1;0.3;0.5;0.1;0.0;0.6;0.5;0.6;0.6;0.1;0.7;0.8;1.0;0.9;0.1;0.5;0.6;0.2;0.4;0.0;1.0;1.0;1.0;1.1;0.8;0.9;1.0;1.1;1.0;1.1;0.9;0.0;0.9;0.7;0.8;1.0;0.0;0.0;0.0
24;20970;Waarde;2008;7.1;21.4;34.1;16.2;3.8;9.8;1.2;4.4;4.2;1.2;1.2;0.7;1.0;4.3;1.5;1.0;8.4;5.7;9.1;6.7;2.7;11.2;15.9;30.7;23.1;3.8;4.4;8.6;1.4;2.4;1.3;60.7;60.9;73.6;53.4;16.9;26.8;68.0;44.3;65.5;38.1;71.2;6.3;19.6;11.5;16.3;69.4;7.5;7.4;7.0
25;20970;Waarde;2009;7.1;22.4;33.2;12.5;3.6;10.1;1.2;4.6;4.6;1.5;1.1;0.7;1.2;3.5;1.4;1.0;8.3;5.8;9.3;7.3;2.8;11.7;18.2;32.2;23.7;3.8;4.3;9.8;1.1;2.6;1.3;58.0;60.7;73.1;53.2;17.1;26.3;67.8;43.4;65.9;39.7;70.8;6.2;20.7;11.2;17.7;68.6;7.4;7.4;6.9
26;20970;Betrouwbaarheidsmarge;2008;0.8;1.4;1.6;1.3;0.1;1.0;0.3;0.7;0.6;0.3;0.3;0.2;0.3;0.7;0.1;0.1;0.9;0.7;0.9;0.8;0.1;1.0;1.2;1.5;1.4;0.1;0.7;0.9;0.4;0.5;0.1;1.6;1.6;1.5;1.7;1.2;1.5;1.6;1.7;1.6;1.6;1.6;0.1;1.3;1.1;1.2;1.5;0.0;0.0;0.0
27;20970;Betrouwbaarheidsmarge;2009;0.5;0.9;1.0;0.7;0.1;0.6;0.2;0.5;0.4;0.3;0.2;0.1;0.2;0.4;0.0;0.0;0.6;0.5;0.6;0.6;0.1;0.7;0.9;1.0;0.9;0.1;0.4;0.6;0.2;0.3;0.0;1.1;1.1;0.9;1.1;0.8;0.9;1.0;1.1;1.0;1.1;0.9;0.0;0.9;0.7;0.8;1.0;0.0;0.0;0.0
28;20980;Waarde;2008;7.6;20.9;37.8;13.6;3.6;8.3;1.3;3.4;3.0;1.3;1.2;0.8;1.2;4.0;1.1;0.8;6.7;5.0;6.9;6.0;2.5;11.3;15.1;32.2;19.2;3.6;3.2;6.5;1.0;2.4;1.0;60.9;63.3;80.4;51.3;17.4;26.6;66.9;45.8;67.0;42.0;72.0;6.3;17.5;11.3;16.0;69.0;7.5;7.4;7.1
29;20980;Waarde;2009;7.2;22.7;35.8;12.2;3.6;8.9;1.4;3.5;3.4;1.2;0.9;0.8;1.0;3.7;1.2;0.8;7.6;5.1;8.2;6.4;2.5;11.5;16.0;32.5;17.7;3.5;3.4;8.2;1.3;2.3;1.0;58.8;61.2;79.2;49.9;17.5;28.8;65.1;45.2;67.6;41.3;70.3;6.2;17.7;10.2;17.6;68.7;7.5;7.3;7.0
30;20980;Betrouwbaarheidsmarge;2008;1.0;1.6;2.2;1.4;0.1;1.1;0.5;0.7;0.7;0.5;0.5;0.3;0.4;0.8;0.1;0.1;1.0;0.9;1.1;0.9;0.1;1.3;1.5;2.0;1.7;0.1;0.7;1.0;0.4;0.7;0.1;2.1;2.0;1.6;2.1;1.5;2.0;2.0;2.2;2.0;2.2;1.9;0.1;1.5;1.5;1.6;2.1;0.1;0.0;0.1
31;20980;Betrouwbaarheidsmarge;2009;0.7;1.1;1.3;0.9;0.1;0.8;0.3;0.5;0.5;0.3;0.2;0.2;0.3;0.5;0.1;0.1;0.7;0.6;0.8;0.7;0.1;0.9;1.0;1.3;1.1;0.1;0.5;0.8;0.3;0.4;0.1;1.4;1.4;1.1;1.4;1.1;1.2;1.3;1.4;1.3;1.4;1.2;0.1;1.0;0.9;1.0;1.3;0.0;0.0;0.0
32;20990;Waarde;2008;7.0;19.0;30.1;10.5;3.1;6.7;1.2;2.4;1.4;0.7;0.9;1.0;0.8;2.7;1.0;0.7;6.0;4.2;6.0;4.8;2.0;6.9;10.8;24.4;12.6;2.9;1.5;4.2;1.1;1.8;0.6;64.6;68.2;81.3;46.8;18.8;27.1;65.5;48.6;70.2;39.0;72.4;6.4;10.3;10.0;14.0;70.4;7.6;7.6;7.2
33;20990;Waarde;2009;6.2;18.2;29.4;8.9;3.1;6.5;1.0;2.2;2.0;1.2;1.0;1.4;0.8;2.5;0.9;0.6;5.9;3.3;4.8;4.5;1.9;7.5;12.5;26.1;13.3;2.9;2.1;5.5;1.2;1.5;0.7;64.8;67.2;81.7;43.7;16.5;31.8;66.8;48.5;70.4;40.9;70.7;6.4;9.6;8.9;14.1;70.9;7.6;7.5;7.2
34;20990;Betrouwbaarheidsmarge;2008;1.2;2.0;2.4;1.5;0.1;1.3;0.6;0.9;0.5;0.4;0.5;0.5;0.4;0.8;0.1;0.1;1.1;1.0;1.2;1.0;0.1;1.3;1.5;2.2;1.7;0.1;0.5;0.9;0.5;0.7;0.1;2.5;2.4;2.0;2.6;2.0;2.2;2.5;2.6;2.4;2.5;2.3;0.1;1.5;1.5;1.7;2.3;0.1;0.1;0.1
35;20990;Betrouwbaarheidsmarge;2009;0.8;1.3;1.7;1.0;0.1;0.9;0.4;0.5;0.5;0.4;0.4;0.5;0.3;0.6;0.1;0.1;0.8;0.6;0.7;0.7;0.1;0.9;1.2;1.6;1.1;0.1;0.5;1.0;0.4;0.4;0.1;1.7;1.7;1.3;1.8;1.4;1.6;1.7;1.8;1.6;1.8;1.6;0.1;1.0;1.0;1.2;1.6;0.0;0.0;0.0
36;3000;Waarde;2008;8.4;18.8;29.9;13.6;3.5;11.0;1.9;4.7;6.2;2.1;2.0;0.8;2.6;4.9;1.6;1.1;8.8;6.1;9.5;6.4;2.6;10.5;13.6;29.8;23.4;3.7;4.1;7.8;1.4;2.3;1.3;67.0;65.8;74.3;54.8;20.1;25.3;70.4;45.3;63.5;39.5;72.2;6.3;18.6;15.7;12.8;67.8;7.4;7.4;7.1
37;3000;Waarde;2009;8.0;20.1;29.4;11.3;3.5;11.6;2.2;5.1;6.9;2.2;2.1;0.8;2.7;5.1;1.7;1.2;9.1;6.2;10.0;6.6;2.6;12.5;15.6;31.1;24.4;3.8;4.8;9.3;1.5;2.4;1.4;64.7;64.7;74.1;54.0;20.6;26.6;69.5;44.8;63.3;39.9;71.7;6.2;19.5;14.8;14.5;66.9;7.4;7.3;6.9
38;3000;Betrouwbaarheidsmarge;2008;0.7;0.8;1.0;0.8;0.1;0.7;0.3;0.6;0.6;0.3;0.3;0.2;0.4;0.5;0.1;0.0;0.6;0.5;0.6;0.6;0.1;0.6;0.7;1.0;0.9;0.1;0.5;0.6;0.2;0.3;0.0;1.0;1.1;1.0;1.1;0.9;1.0;1.0;1.1;1.1;1.1;1.1;0.0;0.8;0.8;0.7;1.0;0.0;0.0;0.0
39;3000;Betrouwbaarheidsmarge;2009;0.4;0.5;0.6;0.4;0.0;0.4;0.2;0.3;0.4;0.2;0.2;0.1;0.2;0.3;0.0;0.0;0.4;0.3;0.4;0.3;0.0;0.4;0.5;0.6;0.6;0.0;0.3;0.4;0.2;0.2;0.0;0.6;0.6;0.6;0.7;0.6;0.6;0.6;0.7;0.7;0.7;0.6;0.0;0.5;0.5;0.5;0.6;0.0;0.0;0.0
40;4000;Waarde;2008;9.3;21.5;36.1;14.4;3.8;11.5;2.1;4.8;6.1;2.0;2.1;1.0;3.9;5.7;1.7;1.2;11.3;6.6;10.5;6.9;2.8;12.3;13.7;31.4;24.7;3.7;5.3;8.5;1.4;2.3;1.3;62.7;64.6;71.7;51.8;17.9;25.0;69.0;45.2;63.2;38.3;70.7;6.3;14.4;13.0;14.0;67.4;7.4;7.4;7.0
41;4000;Waarde;2009;8.2;22.5;34.2;12.4;3.7;12.3;2.1;4.6;6.7;2.1;1.8;0.9;4.0;4.6;1.7;1.1;10.4;6.4;10.4;7.1;2.7;11.8;14.6;32.3;24.4;3.7;5.3;9.6;1.5;2.3;1.4;62.6;63.7;71.8;51.6;17.2;24.9;69.5;45.1;64.3;39.5;70.2;6.3;15.5;12.9;15.1;67.2;7.4;7.4;6.9
42;4000;Betrouwbaarheidsmarge;2008;0.6;0.8;1.0;0.8;0.1;0.7;0.3;0.5;0.5;0.3;0.4;0.2;0.4;0.5;0.1;0.0;0.7;0.5;0.7;0.5;0.1;0.7;0.7;1.0;0.9;0.1;0.5;0.6;0.2;0.3;0.0;1.0;1.0;1.0;1.1;0.8;1.0;1.0;1.1;1.0;1.0;1.0;0.0;0.7;0.7;0.7;1.0;0.0;0.0;0.0
43;4000;Betrouwbaarheidsmarge;2009;0.3;0.5;0.6;0.4;0.0;0.4;0.2;0.3;0.3;0.2;0.2;0.1;0.2;0.3;0.0;0.0;0.4;0.3;0.4;0.3;0.0;0.4;0.5;0.6;0.6;0.0;0.3;0.4;0.1;0.2;0.0;0.6;0.6;0.6;0.7;0.5;0.6;0.6;0.7;0.6;0.7;0.6;0.0;0.5;0.4;0.4;0.6;0.0;0.0;0.0
44;1020;Waarde;2008;4.9;16.1;34.8;13.5;3.4;8.3;0.8;3.8;3.9;1.0;1.2;0.4;1.1;3.7;1.3;0.9;6.1;4.2;7.9;6.0;2.5;10.0;13.1;32.7;22.0;3.7;3.8;6.6;0.7;1.8;1.1;63.9;64.2;74.3;54.7;18.6;21.4;73.2;49.0;68.5;42.8;75.0;6.5;19.7;11.9;12.4;72.6;7.6;7.5;7.1
45;1020;Waarde;2009;6.4;19.7;34.8;11.9;3.5;10.4;1.4;4.1;4.9;1.4;1.2;0.6;1.6;3.8;1.5;1.0;7.5;5.7;9.2;7.1;2.7;11.8;15.7;34.3;24.6;3.9;3.8;8.7;1.0;2.3;1.2;60.8;61.7;73.7;53.3;18.2;23.3;71.7;48.5;68.4;44.3;73.7;6.4;21.7;12.1;15.5;69.8;7.5;7.4;6.9
46;1020;Betrouwbaarheidsmarge;2008;0.5;0.9;1.3;0.9;0.1;0.8;0.3;0.6;0.6;0.3;0.4;0.1;0.3;0.5;0.1;0.0;0.7;0.6;0.8;0.7;0.1;0.8;0.8;1.2;1.1;0.1;0.6;0.7;0.2;0.3;0.0;1.3;1.3;1.2;1.3;1.0;1.2;1.2;1.3;1.3;1.3;1.2;0.0;1.0;0.9;0.9;1.2;0.0;0.0;0.0
47;1020;Betrouwbaarheidsmarge;2009;0.3;0.5;0.6;0.4;0.0;0.4;0.1;0.3;0.3;0.1;0.1;0.1;0.2;0.2;0.0;0.0;0.3;0.3;0.4;0.3;0.0;0.4;0.5;0.6;0.6;0.0;0.2;0.4;0.1;0.2;0.0;0.6;0.6;0.6;0.6;0.5;0.5;0.6;0.7;0.6;0.7;0.5;0.0;0.5;0.4;0.4;0.6;0.0;0.0;0.0
48;1080;Waarde;2008;8.4;22.4;33.4;13.4;3.5;9.7;2.0;8.0;5.2;1.6;2.4;;2.0;5.5;1.7;1.2;11.1;4.8;10.0;5.4;2.5;10.7;13.7;29.8;21.9;3.5;6.5;9.2;1.8;2.5;1.4;63.5;64.2;72.6;53.3;18.0;30.7;64.5;41.2;60.7;33.4;69.5;6.0;17.8;15.8;14.9;65.7;7.4;7.3;7.0
49;1080;Waarde;2009;8.8;26.3;32.6;13.2;3.7;14.1;3.2;7.3;8.1;3.2;2.7;1.3;3.0;6.7;1.9;1.3;12.2;8.0;12.9;8.1;3.0;13.8;17.5;31.3;24.9;3.8;7.7;11.9;2.2;2.6;1.5;62.0;65.6;71.4;52.0;18.0;33.3;60.1;36.8;56.6;31.7;63.2;5.8;17.3;13.7;19.8;61.6;7.3;7.2;6.8
50;1080;Betrouwbaarheidsmarge;2008;1.9;3.2;3.5;2.4;0.2;2.1;1.2;2.1;1.8;0.7;1.0;;0.9;1.7;0.2;0.1;2.4;1.3;1.9;1.4;0.2;2.0;2.2;3.2;3.0;0.2;2.0;1.9;1.2;1.0;0.1;3.6;3.6;3.4;3.7;2.7;3.4;3.6;3.7;3.6;3.5;3.4;0.1;2.8;2.9;2.5;3.5;0.1;0.1;0.1
51;1080;Betrouwbaarheidsmarge;2009;1.0;1.5;1.7;1.2;0.1;1.2;0.7;1.0;1.0;0.6;0.6;0.3;0.5;0.9;0.1;0.1;1.1;0.9;1.2;1.0;0.1;1.2;1.4;1.7;1.6;0.1;0.9;1.1;0.5;0.5;0.1;1.7;1.7;1.6;1.8;1.4;1.7;1.7;1.8;1.8;1.7;1.7;0.1;1.3;1.2;1.4;1.7;0.0;0.0;0.1
52;1050;Waarde;2008;7.2;20.5;34.5;12.9;3.2;9.8;1.9;3.5;2.3;1.2;1.3;0.9;1.2;4.7;1.2;0.8;7.6;4.8;6.9;4.1;2.1;9.5;13.6;27.0;16.9;3.1;2.2;4.2;0.8;2.3;0.8;60.7;65.5;80.0;45.6;20.2;21.1;69.6;53.9;72.2;45.3;73.2;6.6;10.8;10.1;12.8;71.4;7.7;7.6;7.2
53;1050;Waarde;2009;6.6;19.9;30.4;9.4;3.1;8.4;1.2;3.0;2.8;1.7;1.3;1.2;1.3;3.3;1.1;0.8;7.7;4.8;7.3;6.4;2.3;8.9;12.3;27.7;15.3;3.0;2.8;5.7;1.5;2.2;0.8;63.6;66.0;79.6;44.9;17.3;28.5;68.7;50.2;71.4;44.7;71.4;6.4;10.2;10.1;15.0;69.4;7.5;7.4;7.1
54;1050;Betrouwbaarheidsmarge;2008;1.9;3.1;3.7;2.5;0.2;2.3;1.1;1.4;1.2;0.8;0.9;0.8;0.8;1.6;0.2;0.1;2.0;1.6;1.9;1.5;0.2;2.3;2.6;3.4;2.9;0.2;1.1;1.5;0.7;1.2;0.1;3.8;3.7;3.0;3.8;3.0;3.1;3.5;3.8;3.5;3.8;3.4;0.1;2.3;2.2;2.6;3.4;0.1;0.1;0.1
55;1050;Betrouwbaarheidsmarge;2009;0.9;1.5;1.9;1.1;0.1;1.1;0.4;0.7;0.6;0.6;0.5;0.4;0.5;0.8;0.1;0.1;1.1;0.9;1.1;1.0;0.1;1.2;1.3;1.9;1.4;0.1;0.7;1.0;0.5;0.6;0.1;1.9;1.9;1.5;2.0;1.6;1.8;1.8;2.0;1.8;2.0;1.7;0.1;1.2;1.2;1.3;1.8;0.0;0.0;0.1
