ID;SITC;Perioden;Invoer_1;TotaleUitvoer_2;Wederuitvoer_3;UitvoerNederlandsProduct_4
762;3  Minerale brandstoffen, smeermiddel...;2006 november;3628285;3410358;948378;2461980
763;3  Minerale brandstoffen, smeermiddel...;2006 december;3525220;3682082;897881;2784201
764;3  Minerale brandstoffen, smeermiddel...;2006;47552976;41429841;10100050;31329791
765;3  Minerale brandstoffen, smeermiddel...;2007 januari;3468663;3151224;928983;2222241
766;3  Minerale brandstoffen, smeermiddel...;2007 februari;3460584;3017762;890474;2127288
767;3  Minerale brandstoffen, smeermiddel...;2007 maart;3793258;3149868;982972;2166896
768;3  Minerale brandstoffen, smeermiddel...;2007 april;3904631;3231138;1073733;2157405
769;3  Minerale brandstoffen, smeermiddel...;2007 mei;4455299;3158721;1086481;2072240
770;3  Minerale brandstoffen, smeermiddel...;2007 juni;3995036;3175920;1037113;2138806
771;3  Minerale brandstoffen, smeermiddel...;2007 juli;4157376;3335661;1045337;2290324
772;3  Minerale brandstoffen, smeermiddel...;2007 augustus;4247943;3258137;953659;2304478
773;3  Minerale brandstoffen, smeermiddel...;2007 september;4258017;3476317;970877;2505440
774;3  Minerale brandstoffen, smeermiddel...;2007 oktober;4069784;4020289;1026197;2994092
775;3  Minerale brandstoffen, smeermiddel...;2007 november;4968219;4509183;1061059;3448123
776;3  Minerale brandstoffen, smeermiddel...;2007 december;4732939;4730184;1205153;3525031
777;3  Minerale brandstoffen, smeermiddel...;2007;49511750;42214403;12262038;29952365
778;3  Minerale brandstoffen, smeermiddel...;2008 januari;4972752;4626102;936628;3689474
779;3  Minerale brandstoffen, smeermiddel...;2008 februari;4577777;4725344;861013;3864332
780;3  Minerale brandstoffen, smeermiddel...;2008 maart;5261177;4834999;912555;3922444
781;3  Minerale brandstoffen, smeermiddel...;2008 april;5005704;5074903;952448;4122455
782;3  Minerale brandstoffen, smeermiddel...;2008 mei;5609191;4481329;872105;3609224
783;3  Minerale brandstoffen, smeermiddel...;2008 juni;6110669;5094320;1016262;4078058
784;3  Minerale brandstoffen, smeermiddel...;2008 juli;6011875;4898556;957079;3941477
785;3  Minerale brandstoffen, smeermiddel...;2008 augustus;6017072;5015682;974402;4041280
786;3  Minerale brandstoffen, smeermiddel...;2008 september;5887226;5066311;873343;4192968
787;3  Minerale brandstoffen, smeermiddel...;2008 oktober;4841842;5063175;949202;4113973
788;3  Minerale brandstoffen, smeermiddel...;2008 november;3814257;4198863;774773;3424090
789;3  Minerale brandstoffen, smeermiddel...;2008 december;3008188;3723590;614412;3109178
790;3  Minerale brandstoffen, smeermiddel...;2008;61117731;56803174;10694221;46108953
791;3  Minerale brandstoffen, smeermiddel...;2009 januari;3186377;3956505;875269;3081236
792;3  Minerale brandstoffen, smeermiddel...;2009 februari;2887758;3480863;819215;2661647
793;3  Minerale brandstoffen, smeermiddel...;2009 maart;3341267;3131899;683947;2447951
794;3  Minerale brandstoffen, smeermiddel...;2009 april;3245526;2788958;685952;2103006
795;3  Minerale brandstoffen, smeermiddel...;2009 mei;3551683;2887826;764084;2123742
796;3  Minerale brandstoffen, smeermiddel...;2009 juni;3550926;2612073;630932;1981141
797;3  Minerale brandstoffen, smeermiddel...;2009 juli;3779243;2944878;810557;2134322
798;3  Minerale brandstoffen, smeermiddel...;2009 augustus;3798819;3121824;853203;2268621
799;3  Minerale brandstoffen, smeermiddel...;2009 september;3684714;2943805;713492;2230313
800;3  Minerale brandstoffen, smeermiddel...;2009 oktober;3842623;3218176;773572;2444604
801;3  Minerale brandstoffen, smeermiddel...;2009 november;3814497;3560739;788649;2772090
802;3  Minerale brandstoffen, smeermiddel...;2009 december;4286757;3661648;820947;2840701
803;3  Minerale brandstoffen, smeermiddel...;2009;42970190;38309195;9219818;29089377
804;3  Minerale brandstoffen, smeermiddel...;2010 januari;4718462;3879864;926927;2952937
805;3  Minerale brandstoffen, smeermiddel...;2010 februari;4367446;3989116;931117;3058000
806;3  Minerale brandstoffen, smeermiddel...;2010 maart;5103608;4517891;1095315;3422576
807;3  Minerale brandstoffen, smeermiddel...;2010 april;4817224;3971992;952194;3019798
808;3  Minerale brandstoffen, smeermiddel...;2010 mei;4985361;4013327;1132915;2880412
809;3  Minerale brandstoffen, smeermiddel...;2010 juni;4894205;3827757;1168087;2659671
810;3  Minerale brandstoffen, smeermiddel...;2010 juli;5314169;4078247;1172851;2905397
811;3  Minerale brandstoffen, smeermiddel...;2010 augustus;4913670;4108065;1050992;3057072
812;3  Minerale brandstoffen, smeermiddel...;2010 september;4590964;4078562;1214158;2864404
813;3  Minerale brandstoffen, smeermiddel...;2010 oktober;5174214;4230959;1090531;3140428
814;3  Minerale brandstoffen, smeermiddel...;2010 november;5216517;4775113;1249098;3526015
815;3  Minerale brandstoffen, smeermiddel...;2010 december;5951983;5492018;1402771;4089248
816;3  Minerale brandstoffen, smeermiddel...;2010;60047824;50962913;13386955;37575959
817;3  Minerale brandstoffen, smeermiddel...;2011 januari;6190823;5584882;1740385;3844497
818;3  Minerale brandstoffen, smeermiddel...;2011 februari;5652978;5561145;1602264;3958881
819;3  Minerale brandstoffen, smeermiddel...;2011 maart;6987550;6094642;1897310;4197331
820;3  Minerale brandstoffen, smeermiddel...;2011 april;5844384;5896896;1742181;4154715
821;3  Minerale brandstoffen, smeermiddel...;2011 mei;6831955;5248915;1552657;3696257
822;3  Minerale brandstoffen, smeermiddel...;2011 juni;6741711;4979013;1746989;3232024
823;3  Minerale brandstoffen, smeermiddel...;2011 juli;6449392;5239676;1538331;3701345
824;3  Minerale brandstoffen, smeermiddel...;2011 augustus;7125502;5179292;1554363;3624929
825;3  Minerale brandstoffen, smeermiddel...;2011 september;6989815;5302679;1643393;3659286
826;3  Minerale brandstoffen, smeermiddel...;2011 oktober;6864184;5568540;1702218;3866322
827;3  Minerale brandstoffen, smeermiddel...;2011 november;7619967;6534378;1918862;4615516
828;3  Minerale brandstoffen, smeermiddel...;2011 december;6739060;6621613;1968332;4653282
829;3  Minerale brandstoffen, smeermiddel...;2011;80037322;67811670;20607284;47204386
830;3  Minerale brandstoffen, smeermiddel...;2012 januari;7322132;7030510;2259582;4770928
831;3  Minerale brandstoffen, smeermiddel...;2012 februari;8239191;7282309;2156165;5126144
832;3  Minerale brandstoffen, smeermiddel...;2012 maart;8509951;6924717;2243941;4680776
833;3  Minerale brandstoffen, smeermiddel...;2012 april;8147430;7192848;2521214;4671634
834;3  Minerale brandstoffen, smeermiddel...;2012 mei;8180494;6769944;2641740;4128204
835;3  Minerale brandstoffen, smeermiddel...;2012 juni;7310503;5975232;2186296;3788937
836;3  Minerale brandstoffen, smeermiddel...;2012 juli;7812090;6333304;2868868;3464436
837;3  Minerale brandstoffen, smeermiddel...;2012 augustus;8974508;6188945;2503548;3685397
838;3  Minerale brandstoffen, smeermiddel...;2012 september;8288664;6672809;2937160;3735649
839;3  Minerale brandstoffen, smeermiddel...;2012 oktober;8991584;7670565;3229069;4441497
840;3  Minerale brandstoffen, smeermiddel...;2012 november;9251134;7507731;3108229;4399502
841;3  Minerale brandstoffen, smeermiddel...;2012 december;8576636;7278127;2833005;4445121
842;3  Minerale brandstoffen, smeermiddel...;2012;99604316;82827041;31488817;51338224
843;3  Minerale brandstoffen, smeermiddel...;2013 januari;8486816;7937333;2918491;5018842
844;3  Minerale brandstoffen, smeermiddel...;2013 februari;8530587;7430182;2719565;4710616
845;3  Minerale brandstoffen, smeermiddel...;2013 maart;8047810;8130349;3179173;4951176
846;3  Minerale brandstoffen, smeermiddel...;2013 april;7818988;6959189;2856199;4102990
847;3  Minerale brandstoffen, smeermiddel...;2013 mei;8220993;7457712;2979421;4478292
848;3  Minerale brandstoffen, smeermiddel...;2013 juni;7791764;6511767;2978600;3533167
849;3  Minerale brandstoffen, smeermiddel...;2013 juli;7918125;6897604;2924331;3973273
850;3  Minerale brandstoffen, smeermiddel...;2013 augustus;7526931;6607120;2758963;3848158
851;3  Minerale brandstoffen, smeermiddel...;2013 september;8053214;6168640;2657113;3511527
852;3  Minerale brandstoffen, smeermiddel...;2013 oktober;8038101;7254587;3329322;3925265
853;3  Minerale brandstoffen, smeermiddel...;2013 november;7509103;7331971;2925938;4406034
854;3  Minerale brandstoffen, smeermiddel...;2013 december;7620919;7024435;2971478;4052957
855;3  Minerale brandstoffen, smeermiddel...;2013 ;95563350;85710889;35198593;50512296
856;3  Minerale brandstoffen, smeermiddel...;2014 januari;7694634;7461977;2327181;5134796
857;3  Minerale brandstoffen, smeermiddel...;2014 februari;6893919;6590146;1938504;4651642
858;3  Minerale brandstoffen, smeermiddel...;2014 maart;7464835;6329883;2031346;4298537
859;3  Minerale brandstoffen, smeermiddel...;2014 april;7331749;6512015;2374945;4137070
860;3  Minerale brandstoffen, smeermiddel...;2014 mei;7797662;5794971;1935887;3859084
861;3  Minerale brandstoffen, smeermiddel...;2014 juni;7086846;5825695;2291513;3534182
862;3  Minerale brandstoffen, smeermiddel...;2014 juli;7692233;5980457;2204692;3775765
863;3  Minerale brandstoffen, smeermiddel...;2014 augustus;7192716;5300288;1989046;3311242
864;3  Minerale brandstoffen, smeermiddel...;2014 september;6782105;5764681;1926883;3837798
865;3  Minerale brandstoffen, smeermiddel...;2014 oktober;6508530;6149912;1986096;4163816
866;3  Minerale brandstoffen, smeermiddel...;2014 november;5561272;5890165;1927049;3963115
867;3  Minerale brandstoffen, smeermiddel...;2014 december;5453456;5701668;1794222;3907446
868;3  Minerale brandstoffen, smeermiddel...;2014;83459958;73301857;24727364;48574493
869;3  Minerale brandstoffen, smeermiddel...;2015 januari;4668531;5141850;1492074;3649775
870;3  Minerale brandstoffen, smeermiddel...;2015 februari;4846936;5209115;1685574;3523541
871;3  Minerale brandstoffen, smeermiddel...;2015 maart;5967177;5711463;2035353;3676110
872;3  Minerale brandstoffen, smeermiddel...;2015 april;5982467;5236635;2052762;3183873
873;3  Minerale brandstoffen, smeermiddel...;2015 mei;6492851;4866921;1983861;2883059
874;3  Minerale brandstoffen, smeermiddel...;2015 juni;5872144;5101660;1706518;3395142
875;4  Dierlijke en plantaardige oliën en...;2002 januari;101744;131623;35878;95745
876;4  Dierlijke en plantaardige oliën en...;2002 februari;107956;125222;30448;94774
877;4  Dierlijke en plantaardige oliën en...;2002 maart;132797;137576;38846;98730
878;4  Dierlijke en plantaardige oliën en...;2002 april;125401;128734;37058;91676
879;4  Dierlijke en plantaardige oliën en...;2002 mei;117589;128198;36904;91294
880;4  Dierlijke en plantaardige oliën en...;2002 juni;132595;133530;37129;96401
881;4  Dierlijke en plantaardige oliën en...;2002 juli;119713;135805;40842;94963
882;4  Dierlijke en plantaardige oliën en...;2002 augustus;117402;126337;33902;92435
883;4  Dierlijke en plantaardige oliën en...;2002 september;129284;137269;33038;104231
884;4  Dierlijke en plantaardige oliën en...;2002 oktober;127721;180773;59049;121724
885;4  Dierlijke en plantaardige oliën en...;2002 november;127080;151912;42661;109251
886;4  Dierlijke en plantaardige oliën en...;2002 december;119049;120126;39886;80240
887;4  Dierlijke en plantaardige oliën en...;2002;1458331;1637105;465641;1171464
888;4  Dierlijke en plantaardige oliën en...;2003 januari;130231;156332;42675;113657
889;4  Dierlijke en plantaardige oliën en...;2003 februari;144985;134611;34241;100370
890;4  Dierlijke en plantaardige oliën en...;2003 maart;123616;146102;38340;107762
891;4  Dierlijke en plantaardige oliën en...;2003 april;125983;146116;38229;107887
892;4  Dierlijke en plantaardige oliën en...;2003 mei;134025;140061;40842;99219
893;4  Dierlijke en plantaardige oliën en...;2003 juni;111121;136687;37913;98774
894;4  Dierlijke en plantaardige oliën en...;2003 juli;134846;144815;38752;106063
895;4  Dierlijke en plantaardige oliën en...;2003 augustus;118175;126964;44006;82958
896;4  Dierlijke en plantaardige oliën en...;2003 september;122452;138944;41163;97781
897;4  Dierlijke en plantaardige oliën en...;2003 oktober;118425;144978;41577;103401
898;4  Dierlijke en plantaardige oliën en...;2003 november;119384;122890;38520;84370
899;4  Dierlijke en plantaardige oliën en...;2003 december;137046;122495;34771;87724
900;4  Dierlijke en plantaardige oliën en...;2003;1520289;1660995;471029;1189966
901;4  Dierlijke en plantaardige oliën en...;2004 januari;109783;123726;47450;76276
902;4  Dierlijke en plantaardige oliën en...;2004 februari;99518;122014;38579;83434
903;4  Dierlijke en plantaardige oliën en...;2004 maart;131739;133939;50137;83802
904;4  Dierlijke en plantaardige oliën en...;2004 april;131048;138359;52990;85368
905;4  Dierlijke en plantaardige oliën en...;2004 mei;127305;120896;45330;75566
906;4  Dierlijke en plantaardige oliën en...;2004 juni;143286;174545;58211;116334
907;4  Dierlijke en plantaardige oliën en...;2004 juli;147903;162632;53349;109283
908;4  Dierlijke en plantaardige oliën en...;2004 augustus;160187;136938;52805;84133
909;4  Dierlijke en plantaardige oliën en...;2004 september;169152;167922;59970;107952
910;4  Dierlijke en plantaardige oliën en...;2004 oktober;163157;153093;52061;101033
911;4  Dierlijke en plantaardige oliën en...;2004 november;163756;147825;50771;97054
912;4  Dierlijke en plantaardige oliën en...;2004 december;156085;162647;55032;107615
913;4  Dierlijke en plantaardige oliën en...;2004;1702918;1744536;616685;1127851
914;4  Dierlijke en plantaardige oliën en...;2005 januari;171871;145610;60307;85303
915;4  Dierlijke en plantaardige oliën en...;2005 februari;143072;128802;47104;81698
916;4  Dierlijke en plantaardige oliën en...;2005 maart;173914;154322;58507;95814
917;4  Dierlijke en plantaardige oliën en...;2005 april;192509;149701;53368;96334
918;4  Dierlijke en plantaardige oliën en...;2005 mei;164620;147239;54265;92974
919;4  Dierlijke en plantaardige oliën en...;2005 juni;150098;156582;54373;102209
920;4  Dierlijke en plantaardige oliën en...;2005 juli;140711;141891;55520;86371
921;4  Dierlijke en plantaardige oliën en...;2005 augustus;171516;155979;61410;94570
922;4  Dierlijke en plantaardige oliën en...;2005 september;160959;147961;56581;91379
923;4  Dierlijke en plantaardige oliën en...;2005 oktober;159321;167952;57569;110383
924;4  Dierlijke en plantaardige oliën en...;2005 november;183578;165985;68262;97723
925;4  Dierlijke en plantaardige oliën en...;2005 december;166532;166876;60522;106354
926;4  Dierlijke en plantaardige oliën en...;2005;1978700;1828899;687787;1141113
927;4  Dierlijke en plantaardige oliën en...;2006 januari;198812;171220;57995;113225
928;4  Dierlijke en plantaardige oliën en...;2006 februari;159899;193612;50821;142791
929;4  Dierlijke en plantaardige oliën en...;2006 maart;183678;208512;61528;146984
930;4  Dierlijke en plantaardige oliën en...;2006 april;162770;164616;53220;111397
931;4  Dierlijke en plantaardige oliën en...;2006 mei;180538;192260;55416;136844
932;4  Dierlijke en plantaardige oliën en...;2006 juni;163866;199590;61774;137816
933;4  Dierlijke en plantaardige oliën en...;2006 juli;166525;192798;62076;130722
934;4  Dierlijke en plantaardige oliën en...;2006 augustus;143114;197292;60310;136981
935;4  Dierlijke en plantaardige oliën en...;2006 september;154459;210395;62652;147743
936;4  Dierlijke en plantaardige oliën en...;2006 oktober;157932;202063;56481;145582
937;4  Dierlijke en plantaardige oliën en...;2006 november;199449;206236;68049;138187
938;4  Dierlijke en plantaardige oliën en...;2006 december;171558;190674;56901;133773
939;4  Dierlijke en plantaardige oliën en...;2006;2042599;2329268;707224;1622044
940;4  Dierlijke en plantaardige oliën en...;2007 januari;157980;177623;53816;123807
941;4  Dierlijke en plantaardige oliën en...;2007 februari;139983;169653;53596;116057
942;4  Dierlijke en plantaardige oliën en...;2007 maart;146662;182258;51901;130357
943;4  Dierlijke en plantaardige oliën en...;2007 april;154154;171598;53267;118330
944;4  Dierlijke en plantaardige oliën en...;2007 mei;188733;188419;57571;130848
945;4  Dierlijke en plantaardige oliën en...;2007 juni;178190;209280;60970;148310
946;4  Dierlijke en plantaardige oliën en...;2007 juli;200808;243364;83851;159513
947;4  Dierlijke en plantaardige oliën en...;2007 augustus;174273;240524;60403;180121
948;4  Dierlijke en plantaardige oliën en...;2007 september;223867;232394;53418;178976
949;4  Dierlijke en plantaardige oliën en...;2007 oktober;244405;288028;86868;201160
950;4  Dierlijke en plantaardige oliën en...;2007 november;280022;300514;85404;215110
951;4  Dierlijke en plantaardige oliën en...;2007 december;227414;260566;74368;186198
952;4  Dierlijke en plantaardige oliën en...;2007;2316490;2664219;775432;1888787
953;4  Dierlijke en plantaardige oliën en...;2008 januari;281362;293033;75631;217403
954;4  Dierlijke en plantaardige oliën en...;2008 februari;234402;297896;73394;224502
955;4  Dierlijke en plantaardige oliën en...;2008 maart;270341;303644;80164;223480
956;4  Dierlijke en plantaardige oliën en...;2008 april;270750;335966;79427;256539
957;4  Dierlijke en plantaardige oliën en...;2008 mei;249406;345660;77211;268449
958;4  Dierlijke en plantaardige oliën en...;2008 juni;305743;377804;103751;274052
959;4  Dierlijke en plantaardige oliën en...;2008 juli;262151;413675;102928;310746
960;4  Dierlijke en plantaardige oliën en...;2008 augustus;326876;347823;80250;267573
961;4  Dierlijke en plantaardige oliën en...;2008 september;295539;352861;87052;265809
962;4  Dierlijke en plantaardige oliën en...;2008 oktober;243120;327583;81189;246393
963;4  Dierlijke en plantaardige oliën en...;2008 november;309839;318196;86083;232113
964;4  Dierlijke en plantaardige oliën en...;2008 december;271740;279985;102099;177886
965;4  Dierlijke en plantaardige oliën en...;2008;3321268;3994126;1029181;2964945
966;4  Dierlijke en plantaardige oliën en...;2009 januari;211958;254169;50735;203434
967;4  Dierlijke en plantaardige oliën en...;2009 februari;191090;249235;54704;194532
968;4  Dierlijke en plantaardige oliën en...;2009 maart;176129;244304;40895;203409
969;4  Dierlijke en plantaardige oliën en...;2009 april;211278;242673;46054;196620
970;4  Dierlijke en plantaardige oliën en...;2009 mei;189853;238741;41899;196842
971;4  Dierlijke en plantaardige oliën en...;2009 juni;174271;276198;56135;220063
972;4  Dierlijke en plantaardige oliën en...;2009 juli;182931;291356;69162;222194
973;4  Dierlijke en plantaardige oliën en...;2009 augustus;188949;233975;38351;195624
974;4  Dierlijke en plantaardige oliën en...;2009 september;195307;265900;48949;216951
975;4  Dierlijke en plantaardige oliën en...;2009 oktober;161685;247490;50513;196977
976;4  Dierlijke en plantaardige oliën en...;2009 november;205843;223328;49779;173549
977;4  Dierlijke en plantaardige oliën en...;2009 december;154138;237805;41877;195928
978;4  Dierlijke en plantaardige oliën en...;2009;2243431;3005175;589051;2416123
979;4  Dierlijke en plantaardige oliën en...;2010 januari;200808;224002;45101;178900
980;4  Dierlijke en plantaardige oliën en...;2010 februari;166414;202450;43393;159056
981;4  Dierlijke en plantaardige oliën en...;2010 maart;206202;237491;46780;190711
982;4  Dierlijke en plantaardige oliën en...;2010 april;191559;249457;41991;207466
983;4  Dierlijke en plantaardige oliën en...;2010 mei;233649;247303;49302;198001
984;4  Dierlijke en plantaardige oliën en...;2010 juni;208156;245351;48938;196413
985;4  Dierlijke en plantaardige oliën en...;2010 juli;215635;255965;44389;211577
986;4  Dierlijke en plantaardige oliën en...;2010 augustus;221510;260425;54237;206187
987;4  Dierlijke en plantaardige oliën en...;2010 september;261768;273769;60834;212935
988;4  Dierlijke en plantaardige oliën en...;2010 oktober;240942;267399;59211;208187
989;4  Dierlijke en plantaardige oliën en...;2010 november;245961;271083;54472;216610
990;4  Dierlijke en plantaardige oliën en...;2010 december;293562;282276;65896;216379
991;4  Dierlijke en plantaardige oliën en...;2010;2686166;3016968;614546;2402423
992;4  Dierlijke en plantaardige oliën en...;2011 januari;272027;280936;61053;219883
993;4  Dierlijke en plantaardige oliën en...;2011 februari;276378;275211;64351;210860
994;4  Dierlijke en plantaardige oliën en...;2011 maart;286863;338360;71820;266540
995;4  Dierlijke en plantaardige oliën en...;2011 april;325923;300237;53158;247079
996;4  Dierlijke en plantaardige oliën en...;2011 mei;393115;377875;70603;307271
997;4  Dierlijke en plantaardige oliën en...;2011 juni;341910;363412;75509;287903
998;4  Dierlijke en plantaardige oliën en...;2011 juli;300277;363957;71782;292175
999;4  Dierlijke en plantaardige oliën en...;2011 augustus;352424;351529;64512;287018
1000;4  Dierlijke en plantaardige oliën en...;2011 september;371887;339839;63866;275973
1001;4  Dierlijke en plantaardige oliën en...;2011 oktober;332768;338642;73762;264880
1002;4  Dierlijke en plantaardige oliën en...;2011 november;322832;317552;67131;250421
1003;4  Dierlijke en plantaardige oliën en...;2011 december;284796;309314;84398;224916
1004;4  Dierlijke en plantaardige oliën en...;2011;3861201;3956864;821945;3134919
1005;4  Dierlijke en plantaardige oliën en...;2012 januari;368779;361984;148364;213620
1006;4  Dierlijke en plantaardige oliën en...;2012 februari;338744;289798;90310;199487
1007;4  Dierlijke en plantaardige oliën en...;2012 maart;403865;342205;96127;246078
1008;4  Dierlijke en plantaardige oliën en...;2012 april;443605;315148;73325;241823
1009;4  Dierlijke en plantaardige oliën en...;2012 mei;505511;362705;98480;264225
1010;4  Dierlijke en plantaardige oliën en...;2012 juni;437953;384866;120402;264464
1011;4  Dierlijke en plantaardige oliën en...;2012 juli;401928;352281;87316;264965
1012;4  Dierlijke en plantaardige oliën en...;2012 augustus;431301;348394;103036;245357
1013;4  Dierlijke en plantaardige oliën en...;2012 september;416216;377505;95123;282383
1014;4  Dierlijke en plantaardige oliën en...;2012 oktober;441641;388415;107455;280960
1015;4  Dierlijke en plantaardige oliën en...;2012 november;453516;345202;94013;251190
1016;4  Dierlijke en plantaardige oliën en...;2012 december;408150;310783;91093;219690
1017;4  Dierlijke en plantaardige oliën en...;2012;5051209;4179286;1205044;2974242
1018;4  Dierlijke en plantaardige oliën en...;2013 januari;451278;382362;117082;265280
1019;4  Dierlijke en plantaardige oliën en...;2013 februari;370701;300643;93897;206746
1020;4  Dierlijke en plantaardige oliën en...;2013 maart;405207;361784;111546;250238
1021;4  Dierlijke en plantaardige oliën en...;2013 april;366669;345090;100238;244852
1022;4  Dierlijke en plantaardige oliën en...;2013 mei;412884;412914;108366;304547
1023;4  Dierlijke en plantaardige oliën en...;2013 juni;431646;375323;122818;252505
1024;4  Dierlijke en plantaardige oliën en...;2013 juli;402038;350981;96399;254582
1025;4  Dierlijke en plantaardige oliën en...;2013 augustus;413515;348175;98369;249805
1026;4  Dierlijke en plantaardige oliën en...;2013 september;409520;348397;113630;234767
1027;4  Dierlijke en plantaardige oliën en...;2013 oktober;422471;391823;114142;277681
1028;4  Dierlijke en plantaardige oliën en...;2013 november;388732;320865;112285;208580
1029;4  Dierlijke en plantaardige oliën en...;2013 december;357094;310782;137049;173733
1030;4  Dierlijke en plantaardige oliën en...;2013 ;4831754;4249141;1325823;2923318
1031;4  Dierlijke en plantaardige oliën en...;2014 januari;354583;318489;97556;220933
1032;4  Dierlijke en plantaardige oliën en...;2014 februari;343284;253980;71600;182380
1033;4  Dierlijke en plantaardige oliën en...;2014 maart;360571;307834;111224;196610
1034;4  Dierlijke en plantaardige oliën en...;2014 april;334189;288670;96255;192415
1035;4  Dierlijke en plantaardige oliën en...;2014 mei;377703;311627;110159;201468
1036;4  Dierlijke en plantaardige oliën en...;2014 juni;361843;303722;97393;206329
1037;4  Dierlijke en plantaardige oliën en...;2014 juli;363997;316624;105571;211053
1038;4  Dierlijke en plantaardige oliën en...;2014 augustus;309031;302515;96018;206497
1039;4  Dierlijke en plantaardige oliën en...;2014 september;364471;349757;99944;249813
1040;4  Dierlijke en plantaardige oliën en...;2014 oktober;311542;298715;97977;200739
1041;4  Dierlijke en plantaardige oliën en...;2014 november;328987;270573;91179;179394
1042;4  Dierlijke en plantaardige oliën en...;2014 december;344609;250972;79780;171192
1043;4  Dierlijke en plantaardige oliën en...;2014;4154810;3573479;1154657;2418822
1044;4  Dierlijke en plantaardige oliën en...;2015 januari;332368;261294;75576;185718
1045;4  Dierlijke en plantaardige oliën en...;2015 februari;282074;259818;88300;171518
1046;4  Dierlijke en plantaardige oliën en...;2015 maart;356620;279518;80180;199337
1047;4  Dierlijke en plantaardige oliën en...;2015 april;330774;343142;85884;257258
1048;4  Dierlijke en plantaardige oliën en...;2015 mei;351257;287131;83445;203687
1049;4  Dierlijke en plantaardige oliën en...;2015 juni;340416;305868;86791;219077
1050;5  Chemische producten;2002 januari;1959867;3132437;1027423;2105014
1051;5  Chemische producten;2002 februari;1931955;2981426;921179;2060247
1052;5  Chemische producten;2002 maart;2005550;3202777;1002587;2200190
1053;5  Chemische producten;2002 april;2137317;3266925;1059806;2207119
1054;5  Chemische producten;2002 mei;2227984;3349121;1047546;2301575
1055;5  Chemische producten;2002 juni;2118703;3334208;1052683;2281525
1056;5  Chemische producten;2002 juli;2184402;3336708;951383;2385325
1057;5  Chemische producten;2002 augustus;1959563;2975758;858027;2117731
1058;5  Chemische producten;2002 september;2072353;3401677;988972;2412705
1059;5  Chemische producten;2002 oktober;2335003;3368332;1011671;2356661
1060;5  Chemische producten;2002 november;2093032;3169406;967287;2202119
1061;5  Chemische producten;2002 december;1992604;2813033;847443;1965590
1062;5  Chemische producten;2002;25018333;38331808;11736007;26595801
1063;5  Chemische producten;2003 januari;2086470;3486308;1068828;2417480
1064;5  Chemische producten;2003 februari;1990940;3204842;914864;2289978
1065;5  Chemische producten;2003 maart;2173866;3424339;978658;2445681
1066;5  Chemische producten;2003 april;2122740;3162642;916547;2246095
1067;5  Chemische producten;2003 mei;2209757;3200300;972144;2228156
1068;5  Chemische producten;2003 juni;2081522;3216730;919624;2297106
1069;5  Chemische producten;2003 juli;2016097;3234880;953157;2281723
1070;5  Chemische producten;2003 augustus;1903344;2793796;811904;1981892
1071;5  Chemische producten;2003 september;2088500;3350905;1032173;2318732
1072;5  Chemische producten;2003 oktober;2231426;3456581;1083716;2372865
1073;5  Chemische producten;2003 november;2051160;3281795;1051751;2230044
1074;5  Chemische producten;2003 december;2061297;3021433;971763;2049670
1075;5  Chemische producten;2003;25017119;38834551;11675129;27159422
1076;5  Chemische producten;2004 januari;2176218;3303017;1083824;2219193
1077;5  Chemische producten;2004 februari;2025178;3189724;992410;2197314
1078;5  Chemische producten;2004 maart;2445060;3720450;1181561;2538889
1079;5  Chemische producten;2004 april;2243349;3486400;1078553;2407848
1080;5  Chemische producten;2004 mei;2267636;3416339;1087181;2329158
1081;5  Chemische producten;2004 juni;2518932;3958715;1249743;2708972
1082;5  Chemische producten;2004 juli;2264227;3558182;1076738;2481444
1083;5  Chemische producten;2004 augustus;2417824;3466876;1085112;2381765
1084;5  Chemische producten;2004 september;2584648;3979730;1236952;2742778
1085;5  Chemische producten;2004 oktober;2445023;3878083;1238336;2639746
1086;5  Chemische producten;2004 november;2668844;3914265;1311065;2603199
1087;5  Chemische producten;2004 december;2546686;3573497;1131312;2442185
1088;5  Chemische producten;2004;28603627;43445279;13752787;29692491
1089;5  Chemische producten;2005 januari;2389703;3637471;1129217;2508254
1090;5  Chemische producten;2005 februari;2424839;3707728;1154130;2553598
1091;5  Chemische producten;2005 maart;2793556;4118536;1252308;2866229
1092;5  Chemische producten;2005 april;2708532;3895338;1207170;2688168
1093;5  Chemische producten;2005 mei;2601419;3841736;1181373;2660363
1094;5  Chemische producten;2005 juni;2852726;4135865;1375611;2760254
1095;5  Chemische producten;2005 juli;2731769;3942822;1187900;2754922
1096;5  Chemische producten;2005 augustus;2631213;3874398;1231273;2643125
1097;5  Chemische producten;2005 september;2808544;4250695;1377949;2872746
1098;5  Chemische producten;2005 oktober;2739627;4130982;1367004;2763978
1099;5  Chemische producten;2005 november;2915954;4232276;1369436;2862840
1100;5  Chemische producten;2005 december;2903703;3879123;1229396;2649726
1101;5  Chemische producten;2005;32501587;47646970;15062767;32584203
1102;5  Chemische producten;2006 januari;2732455;4150272;1276786;2873486
1103;5  Chemische producten;2006 februari;2702333;4138322;1372019;2766303
1104;5  Chemische producten;2006 maart;3158134;4674182;1444374;3229808
1105;5  Chemische producten;2006 april;2847361;4247052;1433482;2813570
1106;5  Chemische producten;2006 mei;3191170;4584052;1478859;3105193
