ID;SITC;Perioden;Invoer_1;TotaleUitvoer_2;Wederuitvoer_3;UitvoerNederlandsProduct_4
151;Totaal goederen;2013 september;31918369;35415873;16316893;19098980
152;Totaal goederen;2013 oktober;33853193;38053084;18003593;20049491
153;Totaal goederen;2013 november;32232455;37181170;16934184;20246985
154;Totaal goederen;2013 december;31484455;34787238;15950334;18836904
155;Totaal goederen;2013 ;386354665;433106011;199784410;233321601
156;Totaal goederen;2014 januari;31901613;36074302;16274722;19799581
157;Totaal goederen;2014 februari;30259768;34965859;15553767;19412092
158;Totaal goederen;2014 maart;32823052;37482409;16712377;20770032
159;Totaal goederen;2014 april;32018345;36108816;16300833;19807983
160;Totaal goederen;2014 mei;32100334;35519958;15796480;19723479
161;Totaal goederen;2014 juni;31951558;36123022;16632166;19490855
162;Totaal goederen;2014 juli;33273934;36256492;16705267;19551225
163;Totaal goederen;2014 augustus;29490765;32456324;14854877;17601447
164;Totaal goederen;2014 september;32751389;37748367;16825898;20922469
165;Totaal goederen;2014 oktober;33643285;38461439;17244336;21217103
166;Totaal goederen;2014 november;31225781;36343557;16665261;19678296
167;Totaal goederen;2014 december;30976427;35864909;15886422;19978487
168;Totaal goederen;2014;382416252;433405454;195452406;237953048
169;Totaal goederen;2015 januari;28554928;33484822;14408358;19076464
170;Totaal goederen;2015 februari;28874709;34122532;15014270;19108262
171;Totaal goederen;2015 maart;34196102;37914552;16823250;21091302
172;Totaal goederen;2015 april;32295406;35574131;15684926;19889204
173;Totaal goederen;2015 mei;30897329;34039279;15246585;18792694
174;Totaal goederen;2015 juni;32690774;37809090;16324343;21484747
175;0  Voeding en levende dieren;2002 januari;1523406;2398831;486718;1912113
176;0  Voeding en levende dieren;2002 februari;1456723;2255004;473733;1781271
177;0  Voeding en levende dieren;2002 maart;1526319;2550925;536816;2014109
178;0  Voeding en levende dieren;2002 april;1532933;2542893;556712;1986181
179;0  Voeding en levende dieren;2002 mei;1494080;2649428;553155;2096273
180;0  Voeding en levende dieren;2002 juni;1416982;2366191;508475;1857716
181;0  Voeding en levende dieren;2002 juli;1416515;2432365;503419;1928946
182;0  Voeding en levende dieren;2002 augustus;1324418;2314959;449079;1865880
183;0  Voeding en levende dieren;2002 september;1404843;2411708;483818;1927890
184;0  Voeding en levende dieren;2002 oktober;1533081;2532710;545344;1987366
185;0  Voeding en levende dieren;2002 november;1514643;2491606;535891;1955715
186;0  Voeding en levende dieren;2002 december;1528543;2392304;517003;1875301
187;0  Voeding en levende dieren;2002;17672486;29338924;6150163;23188761
188;0  Voeding en levende dieren;2003 januari;1740286;2419111;517534;1901577
189;0  Voeding en levende dieren;2003 februari;1677052;2306424;493601;1812823
190;0  Voeding en levende dieren;2003 maart;1598139;2550453;596818;1953635
191;0  Voeding en levende dieren;2003 april;1558125;2542225;564166;1978059
192;0  Voeding en levende dieren;2003 mei;1426830;2522242;541640;1980602
193;0  Voeding en levende dieren;2003 juni;1369233;2389152;531373;1857779
194;0  Voeding en levende dieren;2003 juli;1446560;2448014;503870;1944144
195;0  Voeding en levende dieren;2003 augustus;1287134;2288595;469462;1819133
196;0  Voeding en levende dieren;2003 september;1426260;2627298;536682;2090616
197;0  Voeding en levende dieren;2003 oktober;1597337;2706237;559987;2146250
198;0  Voeding en levende dieren;2003 november;1449804;2417361;536810;1880551
199;0  Voeding en levende dieren;2003 december;1746698;2551697;577447;1974250
200;0  Voeding en levende dieren;2003;18323458;29768809;6429390;23339419
201;0  Voeding en levende dieren;2004 januari;1519032;2346278;501594;1844685
202;0  Voeding en levende dieren;2004 februari;1499371;2299448;522864;1776584
203;0  Voeding en levende dieren;2004 maart;1755302;2828258;644935;2183323
204;0  Voeding en levende dieren;2004 april;1591573;2720668;615790;2104878
205;0  Voeding en levende dieren;2004 mei;1508507;2541287;586661;1954625
206;0  Voeding en levende dieren;2004 juni;1602552;2770772;653564;2117207
207;0  Voeding en levende dieren;2004 juli;1430553;2572207;576797;1995410
208;0  Voeding en levende dieren;2004 augustus;1356061;2404910;523396;1881514
209;0  Voeding en levende dieren;2004 september;1461682;2651725;569072;2082653
210;0  Voeding en levende dieren;2004 oktober;1537898;2638606;567884;2070722
211;0  Voeding en levende dieren;2004 november;1505884;2683142;595176;2087966
212;0  Voeding en levende dieren;2004 december;1697122;2669232;589949;2079284
213;0  Voeding en levende dieren;2004;18465538;31126533;6947682;24178851
214;0  Voeding en levende dieren;2005 januari;1501471;2358556;550979;1807577
215;0  Voeding en levende dieren;2005 februari;1534535;2373903;559274;1814629
216;0  Voeding en levende dieren;2005 maart;1761611;2795592;640478;2155114
217;0  Voeding en levende dieren;2005 april;1683754;2781309;642207;2139102
218;0  Voeding en levende dieren;2005 mei;1581600;2800113;635828;2164284
219;0  Voeding en levende dieren;2005 juni;1634665;2875925;655589;2220335
220;0  Voeding en levende dieren;2005 juli;1466782;2557381;571296;1986085
221;0  Voeding en levende dieren;2005 augustus;1471567;2681933;572508;2109425
222;0  Voeding en levende dieren;2005 september;1499275;2773594;611407;2162186
223;0  Voeding en levende dieren;2005 oktober;1550409;2728198;591548;2136650
224;0  Voeding en levende dieren;2005 november;1677116;2845300;636482;2208818
225;0  Voeding en levende dieren;2005 december;1819194;2806808;655702;2151106
226;0  Voeding en levende dieren;2005;19181979;32378611;7323298;25055313
227;0  Voeding en levende dieren;2006 januari;1709781;2588315;603048;1985267
228;0  Voeding en levende dieren;2006 februari;1642615;2565002;595120;1969882
229;0  Voeding en levende dieren;2006 maart;1948631;3080354;707609;2372745
230;0  Voeding en levende dieren;2006 april;1673409;2789563;651027;2138536
231;0  Voeding en levende dieren;2006 mei;1780925;3133467;714359;2419108
232;0  Voeding en levende dieren;2006 juni;1739759;2991183;688528;2302655
233;0  Voeding en levende dieren;2006 juli;1650127;2724211;605795;2118416
234;0  Voeding en levende dieren;2006 augustus;1592155;2878053;639210;2238843
235;0  Voeding en levende dieren;2006 september;1685404;2877664;667508;2210155
236;0  Voeding en levende dieren;2006 oktober;1722850;2944111;676729;2267382
237;0  Voeding en levende dieren;2006 november;1844235;3060169;692012;2368157
238;0  Voeding en levende dieren;2006 december;1894478;2935937;681538;2254399
239;0  Voeding en levende dieren;2006;20884369;34568029;7922483;26645545
240;0  Voeding en levende dieren;2007 januari;1878784;2906835;722931;2183904
241;0  Voeding en levende dieren;2007 februari;1783709;2742929;678442;2064488
242;0  Voeding en levende dieren;2007 maart;2096662;3226370;790317;2436053
243;0  Voeding en levende dieren;2007 april;1944132;3027547;763561;2263986
244;0  Voeding en levende dieren;2007 mei;1988338;3196202;777826;2418376
245;0  Voeding en levende dieren;2007 juni;1924727;3236228;791405;2444824
246;0  Voeding en levende dieren;2007 juli;1858280;3101709;739206;2362502
247;0  Voeding en levende dieren;2007 augustus;1807267;3270720;767257;2503463
248;0  Voeding en levende dieren;2007 september;1859359;3158303;750550;2407753
249;0  Voeding en levende dieren;2007 oktober;2215699;3544271;834883;2709388
250;0  Voeding en levende dieren;2007 november;2192809;3506264;858802;2647462
251;0  Voeding en levende dieren;2007 december;2128531;3176088;775239;2400848
252;0  Voeding en levende dieren;2007;23678297;38093468;9250420;28843048
253;0  Voeding en levende dieren;2008 januari;2301289;3404853;892764;2512089
254;0  Voeding en levende dieren;2008 februari;2348157;3312096;874552;2437544
255;0  Voeding en levende dieren;2008 maart;2281491;3450429;893141;2557289
256;0  Voeding en levende dieren;2008 april;2417004;3694258;934600;2759658
257;0  Voeding en levende dieren;2008 mei;2396631;3689743;933535;2756208
258;0  Voeding en levende dieren;2008 juni;2291978;3646791;922912;2723879
259;0  Voeding en levende dieren;2008 juli;2212775;3606312;899839;2706473
260;0  Voeding en levende dieren;2008 augustus;1966121;3266839;787084;2479755
261;0  Voeding en levende dieren;2008 september;2107687;3541005;829142;2711862
262;0  Voeding en levende dieren;2008 oktober;2230637;3724526;871979;2852547
263;0  Voeding en levende dieren;2008 november;2151578;3303269;791159;2512110
264;0  Voeding en levende dieren;2008 december;2343168;3473590;836949;2636641
265;0  Voeding en levende dieren;2008;27048516;42113711;10467656;31646055
266;0  Voeding en levende dieren;2009 januari;2052882;3075357;770808;2304549
267;0  Voeding en levende dieren;2009 februari;2152220;3044515;787070;2257444
268;0  Voeding en levende dieren;2009 maart;2319611;3487762;932321;2555442
269;0  Voeding en levende dieren;2009 april;2302455;3456173;882636;2573537
270;0  Voeding en levende dieren;2009 mei;2049407;3413505;844133;2569372
271;0  Voeding en levende dieren;2009 juni;2151829;3459021;911635;2547386
272;0  Voeding en levende dieren;2009 juli;2122804;3448696;856807;2591889
273;0  Voeding en levende dieren;2009 augustus;1888862;3080095;729031;2351064
274;0  Voeding en levende dieren;2009 september;2018890;3431952;848334;2583618
275;0  Voeding en levende dieren;2009 oktober;2102252;3527343;875540;2651804
276;0  Voeding en levende dieren;2009 november;2166043;3296480;819660;2476820
277;0  Voeding en levende dieren;2009 december;2394523;3437512;864597;2572915
278;0  Voeding en levende dieren;2009;25721780;40158411;10122572;30035839
279;0  Voeding en levende dieren;2010 januari;2206099;3185709;845177;2340532
280;0  Voeding en levende dieren;2010 februari;2078737;3268491;884283;2384208
281;0  Voeding en levende dieren;2010 maart;2421378;4006348;1050808;2955540
282;0  Voeding en levende dieren;2010 april;2317802;3819737;977762;2841975
283;0  Voeding en levende dieren;2010 mei;2259906;3744879;966639;2778240
284;0  Voeding en levende dieren;2010 juni;2439722;3983671;1007349;2976321
285;0  Voeding en levende dieren;2010 juli;2279155;3754075;965746;2788329
286;0  Voeding en levende dieren;2010 augustus;2165632;3675398;954893;2720505
287;0  Voeding en levende dieren;2010 september;2397355;3964306;993157;2971149
288;0  Voeding en levende dieren;2010 oktober;2390989;3845351;942697;2902653
289;0  Voeding en levende dieren;2010 november;2564777;3995632;934247;3061385
290;0  Voeding en levende dieren;2010 december;2801974;3971185;971455;2999731
291;0  Voeding en levende dieren;2010;28323526;45214783;11494212;33720571
292;0  Voeding en levende dieren;2011 januari;2612220;3674669;949452;2725217
293;0  Voeding en levende dieren;2011 februari;2570358;3730896;954928;2775968
294;0  Voeding en levende dieren;2011 maart;2935882;4354641;1138262;3216379
295;0  Voeding en levende dieren;2011 april;2668635;4144094;1098162;3045932
296;0  Voeding en levende dieren;2011 mei;2798047;4235323;1141147;3094176
297;0  Voeding en levende dieren;2011 juni;2628213;3944275;1028237;2916038
298;0  Voeding en levende dieren;2011 juli;2508903;3763499;973405;2790094
299;0  Voeding en levende dieren;2011 augustus;2573164;4000993;1015232;2985762
300;0  Voeding en levende dieren;2011 september;2593848;4050592;995520;3055072
301;0  Voeding en levende dieren;2011 oktober;2570479;3985852;1026915;2958938
302;0  Voeding en levende dieren;2011 november;2730087;4109666;1024036;3085631
303;0  Voeding en levende dieren;2011 december;2872450;4049998;1041336;3008662
304;0  Voeding en levende dieren;2011;32062285;48044499;12386630;35657869
305;0  Voeding en levende dieren;2012 januari;2741931;3819524;1029203;2790321
306;0  Voeding en levende dieren;2012 februari;2729375;3844818;1024238;2820580
307;0  Voeding en levende dieren;2012 maart;3015959;4284307;1108105;3176202
308;0  Voeding en levende dieren;2012 april;2638463;3954760;1000556;2954204
309;0  Voeding en levende dieren;2012 mei;2867362;4407195;1098895;3308300
310;0  Voeding en levende dieren;2012 juni;2769738;4171947;1067968;3103979
311;0  Voeding en levende dieren;2012 juli;2736898;4105461;1039627;3065834
312;0  Voeding en levende dieren;2012 augustus;2606701;4269347;1067814;3201533
313;0  Voeding en levende dieren;2012 september;2597984;4088742;979070;3109672
314;0  Voeding en levende dieren;2012 oktober;2988848;4549014;1141122;3407892
315;0  Voeding en levende dieren;2012 november;3042788;4501750;1112260;3389489
316;0  Voeding en levende dieren;2012 december;2886652;4049738;1070222;2979516
317;0  Voeding en levende dieren;2012;33622697;50046600;12739080;37307521
318;0  Voeding en levende dieren;2013 januari;3103705;4392162;1180511;3211651
319;0  Voeding en levende dieren;2013 februari;2922682;3970457;1039777;2930680
320;0  Voeding en levende dieren;2013 maart;3124194;4463726;1165777;3297949
321;0  Voeding en levende dieren;2013 april;3125671;4591748;1248242;3343506
322;0  Voeding en levende dieren;2013 mei;3250651;4939584;1334075;3605509
323;0  Voeding en levende dieren;2013 juni;2942067;4423157;1171199;3251959
324;0  Voeding en levende dieren;2013 juli;2970047;4691032;1215359;3475673
325;0  Voeding en levende dieren;2013 augustus;2678807;4395052;1095098;3299954
326;0  Voeding en levende dieren;2013 september;2621795;4371332;1078724;3292608
327;0  Voeding en levende dieren;2013 oktober;2837073;4707709;1147745;3559964
328;0  Voeding en levende dieren;2013 november;2830189;4535549;1112346;3423204
329;0  Voeding en levende dieren;2013 december;2941412;4389850;1110105;3279745
330;0  Voeding en levende dieren;2013 ;35348293;53871359;13898958;39972402
331;0  Voeding en levende dieren;2014 januari;3138487;4557764;1234649;3323115
332;0  Voeding en levende dieren;2014 februari;2895165;4256206;1150363;3105843
333;0  Voeding en levende dieren;2014 maart;3107829;4662634;1252476;3410158
334;0  Voeding en levende dieren;2014 april;3112316;4772444;1229840;3542605
335;0  Voeding en levende dieren;2014 mei;3060077;4878230;1286588;3591642
336;0  Voeding en levende dieren;2014 juni;2895251;4638834;1164190;3474644
337;0  Voeding en levende dieren;2014 juli;2993908;4685667;1156710;3528957
338;0  Voeding en levende dieren;2014 augustus;2599128;4345994;1069568;3276427
339;0  Voeding en levende dieren;2014 september;2856290;4784068;1190838;3593230
340;0  Voeding en levende dieren;2014 oktober;3098065;5066025;1259305;3806720
341;0  Voeding en levende dieren;2014 november;2869339;4635480;1195624;3439856
342;0  Voeding en levende dieren;2014 december;3195560;4690292;1225566;3464726
343;0  Voeding en levende dieren;2014;35821414;55973638;14415715;41557922
344;0  Voeding en levende dieren;2015 januari;3010366;4353191;1100983;3252208
345;0  Voeding en levende dieren;2015 februari;2849390;4234689;1082346;3152343
346;0  Voeding en levende dieren;2015 maart;3268627;4859290;1279763;3579527
347;0  Voeding en levende dieren;2015 april;3112067;4688727;1229153;3459574
348;0  Voeding en levende dieren;2015 mei;2948774;4629979;1196965;3433014
349;0  Voeding en levende dieren;2015 juni;3150418;4793968;1223716;3570252
350;1  Dranken en tabak;2002 januari;205715;501704;58739;442965
351;1  Dranken en tabak;2002 februari;191152;556936;56907;500029
352;1  Dranken en tabak;2002 maart;230269;483596;53175;430421
353;1  Dranken en tabak;2002 april;221238;522560;53171;469389
354;1  Dranken en tabak;2002 mei;222475;542629;53149;489480
355;1  Dranken en tabak;2002 juni;206895;550229;54060;496169
356;1  Dranken en tabak;2002 juli;217837;566508;46970;519538
357;1  Dranken en tabak;2002 augustus;196903;505529;48636;456893
358;1  Dranken en tabak;2002 september;213910;493237;56392;436845
359;1  Dranken en tabak;2002 oktober;226509;524527;53088;471439
360;1  Dranken en tabak;2002 november;229216;499473;54156;445317
361;1  Dranken en tabak;2002 december;207093;419573;47217;372356
362;1  Dranken en tabak;2002;2569212;6166501;635660;5530841
363;1  Dranken en tabak;2003 januari;191954;458596;36571;422025
364;1  Dranken en tabak;2003 februari;174494;407810;36836;370974
365;1  Dranken en tabak;2003 maart;204846;477700;45182;432518
366;1  Dranken en tabak;2003 april;201135;480400;40119;440281
367;1  Dranken en tabak;2003 mei;197508;521250;41245;480005
368;1  Dranken en tabak;2003 juni;214385;498103;42237;455866
369;1  Dranken en tabak;2003 juli;208798;498782;45903;452879
370;1  Dranken en tabak;2003 augustus;195415;471832;39620;432212
371;1  Dranken en tabak;2003 september;213444;495718;49309;446409
372;1  Dranken en tabak;2003 oktober;224858;492681;50160;442521
373;1  Dranken en tabak;2003 november;215487;425285;46373;378912
374;1  Dranken en tabak;2003 december;221487;378206;46950;331256
375;1  Dranken en tabak;2003;2463811;5606363;520505;5085858
376;1  Dranken en tabak;2004 januari;183196;381022;35272;345749
377;1  Dranken en tabak;2004 februari;195236;363616;37762;325854
378;1  Dranken en tabak;2004 maart;223521;501085;54330;446754
379;1  Dranken en tabak;2004 april;214018;477903;48354;429549
380;1  Dranken en tabak;2004 mei;243543;478246;53274;424972
381;1  Dranken en tabak;2004 juni;268418;539647;57070;482577
382;1  Dranken en tabak;2004 juli;231484;509531;50292;459239
383;1  Dranken en tabak;2004 augustus;214652;454578;52267;402311
384;1  Dranken en tabak;2004 september;218546;469868;57575;412293
385;1  Dranken en tabak;2004 oktober;212948;458425;49358;409068
386;1  Dranken en tabak;2004 november;246420;482095;51138;430957
387;1  Dranken en tabak;2004 december;243753;402104;48667;353437
388;1  Dranken en tabak;2004;2695734;5518118;595358;4922760
389;1  Dranken en tabak;2005 januari;179674;428191;46022;382169
390;1  Dranken en tabak;2005 februari;173645;443208;36548;406659
391;1  Dranken en tabak;2005 maart;199172;491094;42834;448260
392;1  Dranken en tabak;2005 april;228416;426501;40109;386392
393;1  Dranken en tabak;2005 mei;223526;479915;44276;435639
394;1  Dranken en tabak;2005 juni;245798;514772;49707;465065
395;1  Dranken en tabak;2005 juli;218541;477778;43536;434243
396;1  Dranken en tabak;2005 augustus;227876;488498;43219;445279
397;1  Dranken en tabak;2005 september;238340;486843;44434;442409
398;1  Dranken en tabak;2005 oktober;219655;477777;45179;432598
399;1  Dranken en tabak;2005 november;277015;503416;53287;450129
400;1  Dranken en tabak;2005 december;235799;397175;36500;360675
401;1  Dranken en tabak;2005;2667459;5615167;525651;5089517
402;1  Dranken en tabak;2006 januari;202363;462639;40545;422094
403;1  Dranken en tabak;2006 februari;205809;405495;41908;363587
404;1  Dranken en tabak;2006 maart;262280;489288;51547;437740
405;1  Dranken en tabak;2006 april;204767;496920;49627;447293
406;1  Dranken en tabak;2006 mei;238003;559758;52722;507036
407;1  Dranken en tabak;2006 juni;242328;566834;55867;510967
408;1  Dranken en tabak;2006 juli;242646;551440;50829;500611
409;1  Dranken en tabak;2006 augustus;212573;513793;47348;466445
410;1  Dranken en tabak;2006 september;248487;508250;51473;456777
411;1  Dranken en tabak;2006 oktober;279678;532107;55198;476909
412;1  Dranken en tabak;2006 november;294149;526021;54950;471071
413;1  Dranken en tabak;2006 december;241279;452521;45449;407073
414;1  Dranken en tabak;2006;2874361;6065067;597462;5467605
415;1  Dranken en tabak;2007 januari;205322;532068;49671;482397
