ID;BedrijfstakkenBranchesSBI2008;Perioden;NietSeizoengecorrigeerd_1;Seizoengecorrigeerd_2;NietSeizoengecorrigeerd_3;Seizoengecorrigeerd_4;NietSeizoengecorrigeerd_5;Seizoengecorrigeerd_6;NietSeizoengecorrigeerd_7;Seizoengecorrigeerd_8;NietSeizoengecorrigeerd_9;Seizoengecorrigeerd_10;NietSeizoengecorrigeerd_11;Seizoengecorrigeerd_12
85;A-U Alle economische activiteiten;2017 2e kwartaal;115.7;104.0;117.0;104.2;12.8;11.5;39.0;33.7;19.2;19.1;54.7;53.2
86;A-U Alle economische activiteiten;2017 3e kwartaal;99.0;104.7;100.1;104.7;10.6;11.6;34.3;33.7;18.5;19.1;56.2;52.9
87;A Landbouw, bosbouw en visserij;1996 1e kwartaal;107.7;103.3;97.7;105.7;4.7;4.5;13.6;14.6;8.7;9.0;19.4;20.1
88;A Landbouw, bosbouw en visserij;1996 2e kwartaal;109.9;97.8;120.8;100.0;5.0;4.5;17.7;14.6;9.1;9.4;20.4;21.1
89;A Landbouw, bosbouw en visserij;1996 3e kwartaal;78.3;100.7;77.8;101.3;4.0;4.5;12.6;14.4;10.1;9.2;22.7;20.6
90;A Landbouw, bosbouw en visserij;1996 4e kwartaal;100.6;102.4;102.8;100.8;4.3;4.5;14.1;14.0;8.6;9.0;19.1;20.2
91;A Landbouw, bosbouw en visserij;1997 1e kwartaal;97.5;94.7;89.6;96.3;4.6;4.4;13.6;14.3;9.3;9.5;21.2;21.5
92;A Landbouw, bosbouw en visserij;1997 2e kwartaal;107.6;93.8;115.1;95.0;5.0;4.4;17.1;14.4;9.2;9.7;20.8;21.9
93;A Landbouw, bosbouw en visserij;1997 3e kwartaal;72.1;90.8;72.4;92.7;3.9;4.5;12.9;14.7;10.9;10.1;24.8;23.0
94;A Landbouw, bosbouw en visserij;1997 4e kwartaal;91.0;94.7;96.9;97.1;4.2;4.3;14.5;14.4;9.2;9.4;20.9;21.5
95;A Landbouw, bosbouw en visserij;1998 1e kwartaal;99.7;97.2;83.6;90.9;4.8;4.6;13.5;14.5;9.6;9.7;22.6;23.0
96;A Landbouw, bosbouw en visserij;1998 2e kwartaal;113.5;95.6;113.6;89.9;5.1;4.5;17.4;14.4;8.9;9.7;21.3;23.1
97;A Landbouw, bosbouw en visserij;1998 3e kwartaal;81.7;104.6;76.3;98.8;4.0;4.5;12.7;14.5;9.7;8.9;23.2;21.3
98;A Landbouw, bosbouw en visserij;1998 4e kwartaal;86.6;93.4;85.4;88.8;4.3;4.5;14.7;14.6;10.0;9.9;23.9;23.7
99;A Landbouw, bosbouw en visserij;1999 1e kwartaal;99.3;95.6;90.4;97.1;4.9;4.6;14.1;15.0;9.7;10.0;21.7;22.3
100;A Landbouw, bosbouw en visserij;1999 2e kwartaal;117.5;94.5;126.6;95.2;5.2;4.6;17.9;14.8;8.8;10.1;19.7;22.5
101;A Landbouw, bosbouw en visserij;1999 3e kwartaal;73.0;94.0;72.5;94.4;4.1;4.7;13.1;14.9;11.2;10.2;25.2;22.9
102;A Landbouw, bosbouw en visserij;1999 4e kwartaal;84.3;94.0;86.3;93.5;4.6;4.7;14.9;14.9;10.8;10.3;24.0;23.1
103;A Landbouw, bosbouw en visserij;2000 1e kwartaal;104.1;98.4;98.3;106.5;5.1;4.9;14.0;15.5;9.8;10.3;19.8;21.0
104;A Landbouw, bosbouw en visserij;2000 2e kwartaal;131.7;102.5;152.0;110.9;5.6;5.0;18.8;15.7;8.5;10.0;17.3;20.6
105;A Landbouw, bosbouw en visserij;2000 3e kwartaal;74.0;97.5;80.4;106.5;4.4;5.0;14.2;15.9;11.8;10.5;24.5;21.6
106;A Landbouw, bosbouw en visserij;2000 4e kwartaal;86.6;97.9;100.3;107.5;4.8;4.9;16.6;16.0;11.1;10.4;23.1;21.6
107;A Landbouw, bosbouw en visserij;2001 1e kwartaal;111.7;103.9;109.1;114.6;4.8;4.7;14.5;15.8;8.6;9.3;18.5;20.0
108;A Landbouw, bosbouw en visserij;2001 2e kwartaal;132.8;102.5;155.2;112.3;5.3;4.7;19.1;16.1;7.9;9.5;17.2;20.8
109;A Landbouw, bosbouw en visserij;2001 3e kwartaal;75.2;99.9;80.9;107.9;4.2;4.8;14.3;15.8;11.2;9.8;24.6;21.2
110;A Landbouw, bosbouw en visserij;2001 4e kwartaal;89.3;101.8;100.2;109.8;4.8;4.9;16.6;16.2;10.7;9.8;23.1;21.4
111;A Landbouw, bosbouw en visserij;2002 1e kwartaal;112.8;106.4;109.4;116.0;5.1;5.0;15.2;16.6;9.0;9.6;19.4;20.8
112;A Landbouw, bosbouw en visserij;2002 2e kwartaal;137.0;108.8;155.8;114.0;5.6;5.0;20.0;16.9;8.2;9.5;17.9;21.4
113;A Landbouw, bosbouw en visserij;2002 3e kwartaal;82.3;105.8;88.3;116.7;4.6;5.2;15.3;17.1;11.1;10.1;24.2;21.2
114;A Landbouw, bosbouw en visserij;2002 4e kwartaal;97.9;110.8;106.7;116.1;5.2;5.2;17.6;17.1;10.5;9.7;22.9;21.3
115;A Landbouw, bosbouw en visserij;2003 1e kwartaal;115.1;110.1;107.3;116.4;5.4;5.3;16.0;17.7;9.3;9.9;20.7;22.0
116;A Landbouw, bosbouw en visserij;2003 2e kwartaal;132.7;105.1;146.7;109.0;5.9;5.3;20.9;17.6;8.8;10.3;19.8;23.3
117;A Landbouw, bosbouw en visserij;2003 3e kwartaal;85.5;109.4;87.8;112.1;4.7;5.3;15.9;17.5;10.9;10.0;25.3;22.6
118;A Landbouw, bosbouw en visserij;2003 4e kwartaal;90.7;103.8;96.0;106.7;5.4;5.4;18.1;17.7;11.8;10.7;26.3;24.1
119;A Landbouw, bosbouw en visserij;2004 1e kwartaal;96.3;98.1;90.4;101.6;5.2;5.2;15.4;17.5;10.8;11.0;23.7;24.9
120;A Landbouw, bosbouw en visserij;2004 2e kwartaal;127.4;98.7;144.4;105.9;6.0;5.3;21.4;17.7;9.3;11.1;20.6;24.2
121;A Landbouw, bosbouw en visserij;2004 3e kwartaal;79.0;98.6;85.7;104.6;4.7;5.2;16.4;17.4;11.8;10.9;26.6;24.1
122;A Landbouw, bosbouw en visserij;2004 4e kwartaal;84.8;97.4;90.7;103.3;5.3;5.3;17.4;17.5;12.4;11.2;26.6;24.5
123;A Landbouw, bosbouw en visserij;2005 1e kwartaal;98.9;99.9;92.3;104.3;5.4;5.4;15.7;17.7;10.9;11.2;23.7;24.6
124;A Landbouw, bosbouw en visserij;2005 2e kwartaal;136.5;103.9;150.9;110.4;6.3;5.6;21.4;18.2;9.1;11.0;19.8;23.9
125;A Landbouw, bosbouw en visserij;2005 3e kwartaal;77.4;96.7;82.6;100.2;4.8;5.4;16.6;17.6;12.3;11.5;28.0;25.4
126;A Landbouw, bosbouw en visserij;2005 4e kwartaal;81.0;93.3;85.5;97.5;5.3;5.3;17.2;17.1;13.1;11.7;28.0;25.4
127;A Landbouw, bosbouw en visserij;2006 1e kwartaal;98.8;98.7;90.0;103.5;5.4;5.5;15.2;17.9;10.9;11.4;23.5;25.1
128;A Landbouw, bosbouw en visserij;2006 2e kwartaal;127.1;95.7;139.3;98.9;6.2;5.5;21.5;18.2;9.8;11.9;21.5;26.6
129;A Landbouw, bosbouw en visserij;2006 3e kwartaal;79.2;96.9;86.2;101.2;4.9;5.5;17.6;18.0;12.4;11.7;28.5;25.7
130;A Landbouw, bosbouw en visserij;2006 4e kwartaal;84.1;100.7;86.7;103.0;5.5;5.5;17.7;17.6;13.1;11.2;28.5;24.8
131;A Landbouw, bosbouw en visserij;2007 1e kwartaal;94.7;97.5;85.4;99.5;5.6;5.6;15.7;18.4;11.7;11.9;25.5;26.8
132;A Landbouw, bosbouw en visserij;2007 2e kwartaal;127.3;99.6;138.1;102.6;6.3;5.6;21.6;18.4;9.9;11.6;21.8;26.0
133;A Landbouw, bosbouw en visserij;2007 3e kwartaal;82.4;99.5;89.2;102.4;5.2;5.7;18.6;18.6;12.4;11.8;29.1;26.3
134;A Landbouw, bosbouw en visserij;2007 4e kwartaal;85.9;98.9;87.8;101.3;6.0;6.0;18.8;19.0;13.9;12.4;29.8;27.2
135;A Landbouw, bosbouw en visserij;2008 1e kwartaal;97.4;96.9;88.0;98.7;5.8;5.9;16.1;18.7;11.8;12.5;25.6;27.4
136;A Landbouw, bosbouw en visserij;2008 2e kwartaal;139.1;101.6;147.8;102.6;6.8;6.1;22.5;19.4;9.7;12.3;21.2;27.4
137;A Landbouw, bosbouw en visserij;2008 3e kwartaal;82.5;101.8;93.1;109.0;5.6;6.2;20.4;20.3;13.5;12.5;30.5;27.0
138;A Landbouw, bosbouw en visserij;2008 4e kwartaal;81.0;99.1;80.6;99.4;6.2;6.1;18.9;19.2;15.3;12.8;32.6;28.0
139;A Landbouw, bosbouw en visserij;2009 1e kwartaal;103.7;99.8;92.2;98.8;6.1;6.3;16.4;18.9;11.7;12.9;24.8;27.6
140;A Landbouw, bosbouw en visserij;2009 2e kwartaal;134.5;96.6;141.0;96.7;7.0;6.3;22.7;19.3;10.4;13.4;22.4;28.9
141;A Landbouw, bosbouw en visserij;2009 3e kwartaal;77.5;97.9;84.8;99.6;5.7;6.3;20.5;20.4;14.7;13.3;33.6;29.6
142;A Landbouw, bosbouw en visserij;2009 4e kwartaal;77.8;97.3;74.8;96.1;6.3;6.2;18.0;18.7;16.1;13.1;33.6;28.2
143;A Landbouw, bosbouw en visserij;2010 1e kwartaal;101.8;99.5;96.3;104.2;6.3;6.4;18.5;20.8;12.3;13.3;26.7;28.9
144;A Landbouw, bosbouw en visserij;2010 2e kwartaal;135.3;98.5;142.5;97.5;7.1;6.4;23.4;19.7;10.5;13.4;22.9;29.2
145;A Landbouw, bosbouw en visserij;2010 3e kwartaal;80.8;98.9;82.5;96.3;5.8;6.5;19.4;19.5;14.4;13.5;32.8;29.4
146;A Landbouw, bosbouw en visserij;2010 4e kwartaal;82.1;103.0;78.6;102.0;6.7;6.6;19.1;20.2;16.2;13.2;33.9;28.7
147;A Landbouw, bosbouw en visserij;2011 1e kwartaal;107.1;106.1;98.0;107.0;6.5;6.7;18.7;21.0;12.1;12.9;26.6;28.5
148;A Landbouw, bosbouw en visserij;2011 2e kwartaal;139.4;101.3;143.6;100.0;7.4;6.6;23.5;20.3;10.5;13.5;22.8;29.4
149;A Landbouw, bosbouw en visserij;2011 3e kwartaal;87.6;105.1;90.4;104.6;6.1;6.7;20.1;20.4;13.9;13.2;30.9;28.2
150;A Landbouw, bosbouw en visserij;2011 4e kwartaal;83.5;105.5;80.4;102.7;6.9;6.9;20.2;20.8;16.6;13.4;35.0;29.4
151;A Landbouw, bosbouw en visserij;2012 1e kwartaal;109.5;107.6;99.6;108.1;6.8;6.9;19.1;21.4;12.3;13.2;26.7;28.6
152;A Landbouw, bosbouw en visserij;2012 2e kwartaal;152.4;109.8;158.8;111.5;7.7;6.9;24.4;21.3;10.0;13.0;21.4;27.7
153;A Landbouw, bosbouw en visserij;2012 3e kwartaal;86.7;106.5;88.9;103.8;6.3;7.0;21.0;21.2;14.5;13.4;32.9;29.5
154;A Landbouw, bosbouw en visserij;2012 4e kwartaal;85.4;106.1;83.2;104.6;7.1;7.0;21.2;21.8;16.6;13.6;35.5;30.2
155;A Landbouw, bosbouw en visserij;2013 1e kwartaal;107.9;109.2;100.0;110.0;7.0;7.2;19.9;21.7;12.9;13.5;27.8;28.5
156;A Landbouw, bosbouw en visserij;2013 2e kwartaal;149.9;110.0;149.1;104.7;7.9;7.2;24.4;21.5;10.5;13.4;22.8;29.7
157;A Landbouw, bosbouw en visserij;2013 3e kwartaal;91.1;107.7;93.5;107.6;6.5;7.2;21.3;21.8;14.3;13.7;31.7;29.3
158;A Landbouw, bosbouw en visserij;2013 4e kwartaal;88.5;105.7;84.6;104.8;7.2;7.1;20.7;21.3;16.3;13.8;34.1;29.4
159;A Landbouw, bosbouw en visserij;2014 1e kwartaal;99.7;105.7;91.1;101.2;7.1;7.3;20.0;21.7;14.1;14.2;30.5;31.0
160;A Landbouw, bosbouw en visserij;2014 2e kwartaal;147.2;104.3;150.2;104.7;8.0;7.2;24.5;21.6;10.8;14.2;22.7;29.8
161;A Landbouw, bosbouw en visserij;2014 3e kwartaal;88.1;109.0;89.7;106.0;6.6;7.3;21.2;21.7;15.0;13.8;32.9;29.7
162;A Landbouw, bosbouw en visserij;2014 4e kwartaal;90.0;105.0;87.0;106.0;7.5;7.4;21.6;22.2;16.6;14.5;34.5;30.3
163;A Landbouw, bosbouw en visserij;2015 1e kwartaal;104.3;103.3;94.0;98.8;7.1;7.3;20.2;21.9;13.6;14.5;30.0;32.0
164;A Landbouw, bosbouw en visserij;2015 2e kwartaal;152.7;108.0;154.9;105.6;8.2;7.5;25.4;22.3;10.7;14.2;22.9;30.6
165;A Landbouw, bosbouw en visserij;2015 3e kwartaal;87.0;105.7;91.2;109.0;6.8;7.4;21.9;22.3;15.5;14.4;33.4;29.6
166;A Landbouw, bosbouw en visserij;2015 4e kwartaal;82.7;104.9;80.7;103.6;7.5;7.4;21.2;22.1;18.0;14.5;36.6;30.9
167;A Landbouw, bosbouw en visserij;2016 1e kwartaal;101.3;105.5;95.0;106.1;7.3;7.5;20.6;22.2;14.3;14.6;30.3;30.4
168;A Landbouw, bosbouw en visserij;2016 2e kwartaal;145.7;102.9;147.1;102.6;8.2;7.5;24.6;22.1;11.3;14.9;23.3;31.2
169;A Landbouw, bosbouw en visserij;2016 3e kwartaal;84.9;103.1;86.6;99.7;6.9;7.5;21.8;22.2;16.2;15.0;35.1;32.2
170;A Landbouw, bosbouw en visserij;2016 4e kwartaal;89.6;108.6;85.0;105.7;7.6;7.5;21.5;22.1;16.9;14.3;35.3;30.3
171;A Landbouw, bosbouw en visserij;2017 1e kwartaal;107.8;109.9;95.7;106.4;7.5;7.7;20.3;22.4;13.8;14.4;29.5;30.5
172;A Landbouw, bosbouw en visserij;2017 2e kwartaal;151.5;110.3;146.7;103.3;8.4;7.6;25.2;22.2;11.1;14.3;23.9;31.2
173;A Landbouw, bosbouw en visserij;2017 3e kwartaal;90.8;112.9;88.2;104.7;7.1;7.7;22.3;22.3;15.6;14.1;35.2;30.8
174;B-E Nijverheid (geen bouw) en energie;1996 1e kwartaal;77.3;91.7;76.8;91.6;7.8;8.2;17.6;19.9;22.6;20.2;50.5;48.0
175;B-E Nijverheid (geen bouw) en energie;1996 2e kwartaal;111.5;93.1;111.8;93.1;9.3;8.2;23.5;20.1;18.7;19.8;46.3;47.8
176;B-E Nijverheid (geen bouw) en energie;1996 3e kwartaal;93.8;92.6;94.0;92.6;7.6;8.2;21.5;19.9;18.2;19.9;50.1;47.5
