ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
2187;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leidschendam-Voorburg;2021;55350;36950;67.0;83.0;60.0;24.0;17.0;14.0;3.0
2188;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leidschendam-Voorburg;2022;55620;38050;68.0;83.0;58.0;25.0;17.0;14.0;3.0
2189;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leidschendam-Voorburg;2023;56140;38780;69.0;83.0;58.0;25.0;17.0;14.0;3.0
2190;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2014;57520;35330;61.0;86.0;58.0;28.0;14.0;11.0;3.0
2191;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2015;57630;35570;62.0;86.0;56.0;30.0;14.0;11.0;3.0
2192;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2016;58030;35870;62.0;86.0;54.0;32.0;14.0;12.0;2.0
2193;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2017;58270;36630;63.0;86.0;53.0;33.0;14.0;11.0;3.0
2194;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2018;58680;37590;64.0;86.0;52.0;34.0;14.0;11.0;3.0
2195;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2019;59040;38660;65.0;86.0;51.0;35.0;14.0;11.0;3.0
2196;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2020;59710;38800;65.0;86.0;55.0;31.0;14.0;12.0;2.0
2197;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2021;60600;40010;66.0;85.0;54.0;31.0;15.0;12.0;3.0
2198;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2022;61520;41940;68.0;85.0;53.0;33.0;15.0;12.0;3.0
2199;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lelystad;2023;62360;43040;69.0;85.0;53.0;32.0;15.0;12.0;3.0
2200;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2014;27220;18480;68.0;83.0;58.0;25.0;17.0;11.0;6.0
2201;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2015;27190;18480;68.0;83.0;57.0;26.0;17.0;12.0;5.0
2202;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2016;27140;18500;68.0;83.0;56.0;27.0;17.0;11.0;6.0
2203;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2017;27060;18730;69.0;83.0;56.0;27.0;17.0;11.0;6.0
2204;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2018;27060;18970;70.0;83.0;56.0;28.0;17.0;11.0;6.0
2205;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2019;27100;19220;71.0;84.0;56.0;28.0;16.0;12.0;4.0
2206;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2020;27120;19080;70.0;84.0;60.0;24.0;16.0;12.0;4.0
2207;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2021;27030;19060;71.0;83.0;60.0;24.0;17.0;12.0;5.0
2208;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2022;27020;19420;72.0;83.0;59.0;24.0;17.0;12.0;5.0
2209;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leudal;2023;26890;19440;72.0;83.0;60.0;24.0;17.0;13.0;4.0
2210;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2014;21570;14970;69.0;83.0;60.0;24.0;17.0;13.0;4.0
2211;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2015;21620;15030;70.0;83.0;58.0;24.0;17.0;14.0;3.0
2212;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2016;21860;15200;70.0;82.0;57.0;25.0;18.0;14.0;4.0
2213;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2017;22030;15430;70.0;82.0;56.0;26.0;18.0;14.0;4.0
2214;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2018;22030;15620;71.0;82.0;55.0;27.0;18.0;14.0;4.0
2215;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2019;22250;16000;72.0;82.0;55.0;27.0;18.0;14.0;4.0
2216;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2020;22390;15910;71.0;82.0;58.0;24.0;18.0;14.0;4.0
2217;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2021;22430;16190;72.0;82.0;58.0;24.0;18.0;14.0;4.0
2218;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2022;22590;16670;74.0;82.0;57.0;25.0;18.0;14.0;4.0
2219;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Leusden;2023;22920;17050;74.0;82.0;57.0;26.0;18.0;14.0;4.0
2220;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2014;34170;23120;68.0;85.0;60.0;25.0;15.0;11.0;4.0
2221;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2015;34260;23220;68.0;85.0;59.0;26.0;15.0;11.0;4.0
2222;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2016;34480;23520;68.0;85.0;58.0;26.0;15.0;11.0;4.0
2223;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2017;34660;24020;69.0;85.0;59.0;27.0;15.0;11.0;4.0
2224;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2018;34790;24470;70.0;85.0;58.0;27.0;15.0;11.0;4.0
2225;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2019;34890;24860;71.0;85.0;57.0;28.0;15.0;11.0;4.0
2226;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2020;34970;24740;71.0;86.0;61.0;25.0;14.0;11.0;3.0
2227;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2021;35040;25100;72.0;85.0;60.0;25.0;15.0;11.0;4.0
2228;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2022;34920;25590;73.0;85.0;59.0;26.0;15.0;11.0;4.0
2229;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lingewaard;2023;34930;25740;74.0;85.0;59.0;26.0;15.0;11.0;4.0
2230;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2014;16740;11530;69.0;86.0;61.0;26.0;14.0;10.0;4.0
2231;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2015;16820;11630;69.0;86.0;59.0;26.0;14.0;10.0;4.0
2232;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2016;16880;11760;70.0;86.0;59.0;27.0;14.0;11.0;3.0
2233;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2017;16940;11910;70.0;85.0;58.0;27.0;15.0;11.0;4.0
2234;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2018;16920;12060;71.0;86.0;58.0;28.0;14.0;11.0;3.0
2235;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2019;16980;12320;73.0;85.0;57.0;28.0;15.0;11.0;4.0
2236;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2020;17080;12380;72.0;85.0;60.0;25.0;15.0;11.0;4.0
2237;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2021;17020;12400;73.0;85.0;60.0;25.0;15.0;12.0;3.0
2238;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2022;17000;12670;74.0;85.0;59.0;26.0;15.0;12.0;3.0
2239;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lisse;2023;17110;12850;75.0;85.0;58.0;27.0;15.0;12.0;3.0
2240;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2014;23900;15420;65.0;76.0;54.0;22.0;24.0;18.0;6.0
2241;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2015;23920;15450;65.0;76.0;53.0;23.0;24.0;19.0;5.0
2242;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2016;24070;15640;65.0;76.0;52.0;24.0;24.0;19.0;5.0
2243;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2017;24170;15980;66.0;76.0;51.0;25.0;24.0;19.0;5.0
2244;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2018;24130;16330;68.0;77.0;51.0;26.0;23.0;18.0;5.0
2245;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2019;24160;16640;69.0;77.0;51.0;26.0;23.0;18.0;5.0
2246;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2020;24330;16650;68.0;77.0;54.0;23.0;23.0;18.0;5.0
2247;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2021;24480;16990;69.0;77.0;53.0;24.0;23.0;18.0;5.0
2248;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2022;24500;17330;71.0;77.0;52.0;25.0;23.0;18.0;5.0
2249;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lochem;2023;24470;17530;72.0;77.0;52.0;24.0;23.0;18.0;5.0
2250;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2014;17360;11830;68.0;84.0;58.0;26.0;16.0;12.0;4.0
2251;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2015;17240;11730;68.0;84.0;57.0;27.0;16.0;12.0;4.0
2252;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2016;17300;11890;69.0;84.0;56.0;28.0;16.0;12.0;4.0
2253;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2017;17380;12100;70.0;84.0;56.0;28.0;16.0;12.0;4.0
2254;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2018;17440;12410;71.0;84.0;55.0;29.0;16.0;12.0;4.0
2255;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2019;17580;12740;72.0;84.0;55.0;29.0;16.0;12.0;4.0
2256;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2020;17560;12650;72.0;84.0;59.0;25.0;16.0;12.0;4.0
2257;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2021;17630;12840;73.0;84.0;59.0;25.0;16.0;12.0;4.0
2258;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2022;17630;13100;74.0;84.0;58.0;26.0;16.0;12.0;4.0
2259;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Loon op Zand;2023;17540;13140;75.0;84.0;59.0;25.0;16.0;13.0;3.0
2260;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2014;10460;7460;71.0;78.0;55.0;23.0;22.0;16.0;6.0
2261;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2015;10570;7590;72.0;78.0;53.0;25.0;22.0;16.0;6.0
2262;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2016;10680;7770;73.0;78.0;52.0;26.0;22.0;16.0;6.0
2263;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2017;10790;7990;74.0;78.0;51.0;27.0;22.0;16.0;6.0
2264;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2018;10920;8210;75.0;78.0;51.0;27.0;22.0;16.0;6.0
2265;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2019;10940;8340;76.0;78.0;51.0;27.0;22.0;16.0;6.0
2266;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2020;10960;8320;76.0;78.0;55.0;23.0;22.0;16.0;6.0
2267;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2021;10990;8440;77.0;78.0;55.0;23.0;22.0;16.0;6.0
2268;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2022;11010;8600;78.0;78.0;54.0;24.0;22.0;17.0;5.0
2269;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Lopik;2023;11060;8700;79.0;78.0;54.0;24.0;22.0;17.0;5.0
2270;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2014;16560;10750;65.0;84.0;57.0;27.0;16.0;11.0;5.0
2271;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2015;16480;10770;65.0;84.0;57.0;27.0;16.0;11.0;5.0
2272;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2016;16520;10880;66.0;85.0;57.0;28.0;15.0;11.0;4.0
2273;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2017;16540;11080;67.0;85.0;56.0;29.0;15.0;11.0;4.0
2274;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2018;16610;11330;68.0;85.0;56.0;29.0;15.0;10.0;5.0
2275;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2019;16640;11490;69.0;85.0;56.0;29.0;15.0;11.0;4.0
2276;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2020;16740;11480;69.0;85.0;60.0;25.0;15.0;11.0;4.0
2277;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2021;16870;11730;70.0;85.0;59.0;26.0;15.0;11.0;4.0
2278;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2022;17000;12060;71.0;85.0;59.0;27.0;15.0;11.0;4.0
2279;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Losser;2023;17040;12160;71.0;85.0;60.0;26.0;15.0;11.0;4.0
2280;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2014;18280;12740;70.0;77.0;52.0;24.0;23.0;16.0;7.0
2281;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2015;18270;12780;70.0;77.0;51.0;26.0;23.0;17.0;6.0
2282;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2016;18330;12910;70.0;77.0;51.0;26.0;23.0;17.0;6.0
2283;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2017;18470;13210;72.0;77.0;50.0;27.0;23.0;16.0;7.0
2284;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2018;18660;13540;73.0;77.0;50.0;28.0;23.0;16.0;7.0
2285;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2019;18960;13940;74.0;78.0;49.0;29.0;22.0;16.0;6.0
2286;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2020;19510;14330;73.0;78.0;53.0;25.0;22.0;16.0;6.0
2287;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2021;19660;14500;74.0;78.0;53.0;25.0;22.0;16.0;6.0
2288;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2022;19810;14850;75.0;78.0;52.0;26.0;22.0;16.0;6.0
2289;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasdriel;2023;19920;15000;75.0;78.0;53.0;25.0;22.0;17.0;5.0
2290;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2014;17900;11650;65.0;82.0;59.0;22.0;18.0;13.0;5.0
2291;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2015;17770;11640;66.0;81.0;57.0;24.0;19.0;13.0;6.0
2292;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2016;17800;11700;66.0;81.0;56.0;25.0;19.0;13.0;6.0
2293;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2017;17810;11880;67.0;82.0;56.0;26.0;18.0;13.0;5.0
2294;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2018;17730;12010;68.0;82.0;55.0;26.0;18.0;13.0;5.0
2295;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2019;17760;12150;68.0;82.0;56.0;26.0;18.0;13.0;5.0
2296;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2020;17780;12070;68.0;82.0;60.0;22.0;18.0;13.0;5.0
2297;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2021;17780;12100;68.0;82.0;60.0;22.0;18.0;13.0;5.0
2298;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2022;17720;12290;69.0;82.0;59.0;23.0;18.0;14.0;4.0
2299;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maasgouw;2023;17730;12410;70.0;82.0;60.0;23.0;18.0;13.0;5.0
2300;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2014;42120;28510;68.0;82.0;56.0;26.0;18.0;13.0;5.0
2301;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2015;42160;28660;68.0;82.0;55.0;27.0;18.0;13.0;5.0
2302;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2016;42270;29090;69.0;82.0;54.0;28.0;18.0;13.0;5.0
2303;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2017;42520;29660;70.0;82.0;54.0;28.0;18.0;13.0;5.0
2304;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2018;42800;30320;71.0;83.0;54.0;29.0;17.0;12.0;5.0
2305;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2019;43080;31060;72.0;83.0;53.0;30.0;17.0;12.0;5.0
2306;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2020;43380;30890;71.0;83.0;57.0;26.0;17.0;13.0;4.0
2307;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2021;43440;31250;72.0;83.0;57.0;26.0;17.0;13.0;4.0
2308;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2022;43500;31910;73.0;83.0;56.0;27.0;17.0;13.0;4.0
2309;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maashorst;2023;43660;32330;74.0;83.0;56.0;26.0;17.0;13.0;4.0
2310;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2014;24280;15180;63.0;88.0;61.0;27.0;12.0;9.0;3.0
2311;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2015;24260;15200;63.0;88.0;59.0;29.0;12.0;9.0;3.0
2312;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2016;24320;15360;63.0;88.0;58.0;29.0;12.0;9.0;3.0
2313;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2017;24310;15620;64.0;88.0;57.0;30.0;12.0;9.0;3.0
2314;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2018;24370;15990;66.0;87.0;57.0;31.0;13.0;10.0;3.0
2315;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2019;24490;16340;67.0;87.0;56.0;31.0;13.0;10.0;3.0
2316;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2020;24630;16410;67.0;87.0;60.0;27.0;13.0;10.0;3.0
2317;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2021;24740;16650;67.0;86.0;60.0;27.0;14.0;11.0;3.0
2318;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2022;25250;17550;70.0;86.0;59.0;27.0;14.0;11.0;3.0
2319;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maassluis;2023;25440;17820;70.0;86.0;59.0;27.0;14.0;12.0;2.0
2320;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2014;96440;52080;54.0;86.0;52.0;34.0;14.0;11.0;3.0
2321;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2015;96260;52170;54.0;86.0;50.0;36.0;14.0;11.0;3.0
2322;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2016;96430;52460;54.0;86.0;49.0;37.0;14.0;11.0;3.0
2323;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2017;96590;53230;55.0;86.0;48.0;38.0;14.0;11.0;3.0
2324;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2018;96070;53940;56.0;86.0;49.0;37.0;14.0;11.0;3.0
2325;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2019;95400;54470;57.0;86.0;49.0;37.0;14.0;11.0;3.0
2326;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2020;94830;53330;56.0;86.0;53.0;33.0;14.0;11.0;3.0
2327;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2021;94220;53980;57.0;86.0;52.0;34.0;14.0;11.0;3.0
2328;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2022;94860;56120;59.0;86.0;50.0;36.0;14.0;11.0;3.0
2329;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Maastricht;2023;96610;57360;59.0;86.0;50.0;36.0;14.0;11.0;3.0
2330;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2014;32420;22030;68.0;79.0;54.0;25.0;21.0;15.0;6.0
2331;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2015;32610;22280;68.0;79.0;53.0;26.0;21.0;15.0;6.0
2332;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2016;32840;22660;69.0;79.0;52.0;27.0;21.0;15.0;6.0
2333;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2017;33120;23080;70.0;79.0;51.0;28.0;21.0;15.0;6.0
2334;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2018;33530;23550;70.0;79.0;51.0;28.0;21.0;15.0;6.0
2335;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2019;33780;24050;71.0;79.0;51.0;29.0;21.0;15.0;6.0
2336;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2020;33830;23990;71.0;79.0;54.0;25.0;21.0;15.0;6.0
2337;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2021;33890;24160;71.0;79.0;54.0;25.0;21.0;16.0;5.0
2338;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2022;34040;24730;73.0;79.0;53.0;26.0;21.0;16.0;5.0
2339;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Medemblik;2023;34090;24910;73.0;79.0;53.0;26.0;21.0;16.0;5.0
2340;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2014;14420;9140;63.0;82.0;59.0;23.0;18.0;13.0;5.0
2341;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2015;14360;9140;64.0;82.0;56.0;26.0;18.0;14.0;4.0
2342;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2016;14330;9220;64.0;82.0;56.0;27.0;18.0;13.0;5.0
2343;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2017;14300;9360;65.0;83.0;55.0;28.0;17.0;13.0;4.0
2344;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2018;14150;9400;66.0;83.0;56.0;27.0;17.0;13.0;4.0
2345;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2019;14020;9520;68.0;83.0;56.0;27.0;17.0;13.0;4.0
2346;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2020;13910;9370;67.0;83.0;61.0;22.0;17.0;13.0;4.0
2347;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2021;13710;9290;68.0;83.0;61.0;22.0;17.0;13.0;4.0
2348;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2022;13600;9480;70.0;83.0;60.0;23.0;17.0;13.0;4.0
2349;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meerssen;2023;13560;9540;70.0;83.0;60.0;23.0;17.0;13.0;4.0
2350;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2014;59170;40990;69.0;82.0;58.0;25.0;18.0;13.0;5.0
2351;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2015;59510;41480;70.0;82.0;55.0;27.0;18.0;13.0;5.0
2352;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2016;59940;42130;70.0;83.0;55.0;27.0;17.0;13.0;4.0
2353;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2017;60230;42880;71.0;83.0;55.0;28.0;17.0;13.0;4.0
2354;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2018;60630;43820;72.0;83.0;54.0;29.0;17.0;13.0;4.0
2355;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2019;61030;44710;73.0;83.0;55.0;28.0;17.0;13.0;4.0
2356;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2020;61390;44730;73.0;83.0;58.0;25.0;17.0;13.0;4.0
2357;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2021;61850;45550;74.0;83.0;57.0;25.0;17.0;13.0;4.0
2358;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2022;62290;46490;75.0;83.0;57.0;26.0;17.0;13.0;4.0
2359;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meierijstad;2023;62640;47030;75.0;83.0;57.0;26.0;17.0;13.0;4.0
2360;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meppel;2014;24080;16020;67.0;86.0;58.0;28.0;14.0;11.0;3.0
2361;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meppel;2015;24040;16060;67.0;86.0;57.0;29.0;14.0;11.0;3.0
2362;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meppel;2016;24240;16190;67.0;86.0;56.0;30.0;14.0;11.0;3.0
2363;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meppel;2017;24550;16660;68.0;86.0;54.0;32.0;14.0;11.0;3.0
2364;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meppel;2018;24780;17140;69.0;86.0;54.0;32.0;14.0;10.0;4.0
2365;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Meppel;2019;24950;17530;70.0;86.0;55.0;32.0;14.0;11.0;3.0
