ID;PrognoseInterval;Generatie;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;Indonesie_11;Overig_12
40;Prognose;Totaal 1e en 2e generatie;2041;5521954;3567169;538642;1129682;205942;539509;287151;374906;491337;1954785;266030;1688755
41;Prognose;Totaal 1e en 2e generatie;2042;5567681;3606447;545448;1150600;209610;543431;289799;374176;493383;1961234;259756;1701478
42;Prognose;Totaal 1e en 2e generatie;2043;5612550;3644949;552114;1171310;213250;547214;292392;373345;495324;1967601;253404;1714197
43;Prognose;Totaal 1e en 2e generatie;2044;5656626;3682752;558670;1191826;216865;550887;294934;372428;497142;1973874;246995;1726879
44;Prognose;Totaal 1e en 2e generatie;2045;5699935;3719819;565097;1212128;220462;554446;297431;371429;498826;1980116;240559;1739557
45;Prognose;Totaal 1e en 2e generatie;2046;5742436;3756150;571412;1232225;224043;557863;299881;370360;500366;1986286;234120;1752166
46;Prognose;Totaal 1e en 2e generatie;2047;5784084;3791697;577616;1252117;227566;561141;302281;369212;501764;1992387;227673;1764714
47;Prognose;Totaal 1e en 2e generatie;2048;5824988;3826500;583690;1271794;231079;564281;304636;367994;503026;1998488;221287;1777201
48;Prognose;Totaal 1e en 2e generatie;2049;5865110;3860593;589674;1291267;234560;567288;306951;366720;504133;2004517;214936;1789581
49;Prognose;Totaal 1e en 2e generatie;2050;5904410;3893893;595544;1310534;238011;570137;309208;365381;505078;2010517;208652;1801865
50;Prognose;1e Generatie;2001;1481665;922463;108843;181799;34733;155698;76369;184220;180801;559202;138633;420569
51;Prognose;1e Generatie;2002;1530304;956387;115366;195084;36706;158825;83103;184826;182477;573917;136508;437409
52;Prognose;1e Generatie;2003;1577957;989416;121530;208459;38643;161930;89250;185451;184153;588541;134361;454180
53;Prognose;1e Generatie;2004;1624230;1021292;127395;221816;40561;164996;94648;186058;185818;602938;132197;470741
54;Prognose;1e Generatie;2005;1669179;1052070;133052;235197;42450;168021;99270;186634;187446;617109;130017;487092
55;Prognose;1e Generatie;2006;1712487;1081677;138533;248557;44322;170987;103075;187181;189022;630810;127811;502999
56;Prognose;1e Generatie;2007;1754142;1110134;143832;261871;46182;173906;106089;187687;190567;644008;125563;518445
57;Prognose;1e Generatie;2008;1794237;1137502;148973;275133;48020;176769;108408;188149;192050;656735;123283;533452
58;Prognose;1e Generatie;2009;1832841;1163893;153945;288332;49843;179568;110151;188558;193496;668948;120976;547972
59;Prognose;1e Generatie;2010;1870154;1189522;158773;301463;51648;182308;111519;188926;194885;680632;118621;562011
60;Prognose;1e Generatie;2011;1906289;1214586;163454;314516;53421;184990;112744;189248;196213;691703;116255;575448
61;Prognose;1e Generatie;2012;1941293;1239221;168016;327470;55191;187597;113951;189507;197489;702072;113851;588221
62;Prognose;1e Generatie;2013;1975155;1263408;172426;340329;56946;190136;115149;189720;198702;711747;111427;600320
63;Prognose;1e Generatie;2014;2007825;1287131;176705;353092;58669;192599;116326;189869;199871;720694;108976;611718
64;Prognose;1e Generatie;2015;2039382;1310403;180872;365744;60387;194997;117476;189969;200958;728979;106511;622468
65;Prognose;1e Generatie;2016;2069759;1333188;184916;378283;62072;197307;118609;190007;201994;736571;104027;632544
66;Prognose;1e Generatie;2017;2099061;1355513;188852;390707;63751;199547;119714;189988;202954;743548;101544;642004
67;Prognose;1e Generatie;2018;2127285;1377357;192680;403010;65413;201706;120793;189903;203852;749928;99039;650889
68;Prognose;1e Generatie;2019;2154479;1398719;196398;415195;67053;203777;121855;189754;204687;755760;96538;659222
69;Prognose;1e Generatie;2020;2180751;1419601;200013;427261;68677;205772;122886;189535;205457;761150;94034;667116
70;Prognose;1e Generatie;2021;2206118;1440006;203534;439201;70283;207690;123887;189252;206159;766112;91531;674581
71;Prognose;1e Generatie;2022;2230703;1459879;207009;450925;71848;209538;124864;188895;206800;770824;89052;681772
72;Prognose;1e Generatie;2023;2254512;1479255;210442;462449;73384;211318;125806;188472;207384;775257;86581;688676
73;Prognose;1e Generatie;2024;2277562;1498108;213828;473780;74881;213032;126720;187966;207901;779454;84134;695320
74;Prognose;1e Generatie;2025;2299868;1516458;217165;484905;76348;214681;127604;187394;208361;783410;81710;701700
75;Prognose;1e Generatie;2026;2321409;1534280;220444;495837;77783;216266;128456;186736;208758;787129;79307;707822
76;Prognose;1e Generatie;2027;2342217;1551598;223669;506564;79176;217802;129281;185999;209107;790619;76925;713694
77;Prognose;1e Generatie;2028;2362286;1568392;226845;517090;80547;219268;130064;185182;209396;793894;74565;719329
78;Prognose;1e Generatie;2029;2381637;1584685;229968;527415;81875;220686;130815;184291;209635;796952;72223;724729
79;Prognose;1e Generatie;2030;2400248;1600445;233019;537543;83178;222042;131539;183311;209813;799803;69910;729893
80;Prognose;1e Generatie;2031;2418170;1615687;236009;547467;84443;223353;132216;182254;209945;802483;67634;734849
81;Prognose;1e Generatie;2032;2435389;1630429;238941;557187;85682;224621;132865;181113;210020;804960;65378;739582
82;Prognose;1e Generatie;2033;2451927;1644638;241809;566701;86873;225834;133468;179900;210053;807289;63153;744136
83;Prognose;1e Generatie;2034;2467783;1658328;244598;576009;88042;227000;134043;178596;210040;809455;60972;748483
84;Prognose;1e Generatie;2035;2482978;1671497;247312;585109;89179;228121;134580;177222;209974;811481;58824;752657
85;Prognose;1e Generatie;2036;2497494;1684121;249954;593997;90281;229186;135076;175768;209859;813373;56714;756659
86;Prognose;1e Generatie;2037;2511349;1696229;252518;602678;91350;230199;135549;174244;209691;815120;54644;760476
87;Prognose;1e Generatie;2038;2524557;1707784;255001;611139;92390;231151;135984;172655;209464;816773;52629;764144
88;Prognose;1e Generatie;2039;2537098;1718777;257403;619385;93392;232045;136377;170993;209182;818321;50658;767663
89;Prognose;1e Generatie;2040;2549029;1729244;259706;627426;94368;232878;136748;169278;208840;819785;48764;771021
90;Prognose;1e Generatie;2041;2560369;1739155;261936;635248;95312;233637;137083;167504;208435;821214;46963;774251
91;Prognose;1e Generatie;2042;2571095;1748512;264072;642850;96227;234337;137389;165686;207951;822583;45265;777318
92;Prognose;1e Generatie;2043;2581217;1757296;266115;650246;97101;234945;137662;163824;207403;823921;43657;780264
93;Prognose;1e Generatie;2044;2590769;1765539;268062;657433;97955;235479;137915;161916;206779;825230;42166;783064
94;Prognose;1e Generatie;2045;2599766;1773251;269921;664408;98777;235937;138143;159991;206074;826515;40782;785733
95;Prognose;1e Generatie;2046;2608191;1780411;271682;671175;99583;236305;138339;158048;205279;827780;39524;788256
96;Prognose;1e Generatie;2047;2616087;1787064;273366;677743;100345;236596;138515;156095;204404;829023;38368;790655
97;Prognose;1e Generatie;2048;2623445;1793194;274948;684098;101087;236795;138671;154141;203454;830251;37338;792913
98;Prognose;1e Generatie;2049;2630298;1798847;276444;690255;101803;236916;138806;152199;202424;831451;36408;795043
99;Prognose;1e Generatie;2050;2636615;1804001;277853;696224;102489;236936;138914;150274;201311;832614;35575;797039
100;Prognose;Totaal 2e generatie;2001;1381622;553116;54237;61926;19116;116579;39975;123709;137574;828506;265086;563420
101;Prognose;Totaal 2e generatie;2002;1419900;584176;59067;67178;20462;123509;42183;127975;143802;835724;265655;570069
102;Prognose;Totaal 2e generatie;2003;1459120;615760;64142;72830;21900;130446;44596;132053;149793;843360;266231;577129
103;Prognose;Totaal 2e generatie;2004;1499038;647672;69436;78886;23393;137298;47187;135921;155551;851366;266808;584558
104;Prognose;Totaal 2e generatie;2005;1539657;679899;74901;85361;24967;144042;49921;139610;161097;859758;267379;592379
105;Prognose;Totaal 2e generatie;2006;1580899;712446;80551;92248;26617;150738;52771;143101;166420;868453;267931;600522
106;Prognose;Totaal 2e generatie;2007;1622596;745203;86337;99529;28339;157342;55722;146398;171536;877393;268466;608927
107;Prognose;Totaal 2e generatie;2008;1664697;778120;92254;107210;30114;163831;58747;149527;176437;886577;268977;617600
108;Prognose;Totaal 2e generatie;2009;1707034;811093;98273;115267;31957;170176;61800;152476;181144;895941;269443;626498
109;Prognose;Totaal 2e generatie;2010;1749568;844113;104390;123710;33857;176366;64878;155263;185649;905455;269865;635590
110;Prognose;Totaal 2e generatie;2011;1792224;877165;110575;132530;35824;182387;67972;157909;189968;915059;270229;644830
111;Prognose;Totaal 2e generatie;2012;1834867;910151;116811;141700;37842;188224;71054;160411;194109;924716;270512;654204
112;Prognose;Totaal 2e generatie;2013;1877454;943090;123081;151204;39914;193881;74136;162785;198089;934364;270718;663646
113;Prognose;Totaal 2e generatie;2014;1919926;975972;129365;161039;42028;199347;77209;165057;201927;943954;270830;673124
114;Prognose;Totaal 2e generatie;2015;1962262;1008803;135647;171186;44198;204635;80267;167232;205638;953459;270843;682616
115;Prognose;Totaal 2e generatie;2016;2004357;1041514;141906;181615;46410;209742;83299;169312;209230;962843;270748;692095
116;Prognose;Totaal 2e generatie;2017;2046231;1074184;148137;192334;48662;214674;86307;171336;212734;972047;270540;701507
117;Prognose;Totaal 2e generatie;2018;2087793;1106739;154317;203330;50956;219442;89269;173273;216152;981054;270208;710846
118;Prognose;Totaal 2e generatie;2019;2129083;1139231;160448;214570;53287;224067;92199;175164;219496;989852;269757;720095
119;Prognose;Totaal 2e generatie;2020;2170001;1171600;166505;226040;55643;228545;95096;176999;222772;998401;269174;729227
120;Prognose;Totaal 2e generatie;2021;2210613;1203888;172491;237731;58038;232902;97956;178786;225984;1006725;268459;738266
121;Prognose;Totaal 2e generatie;2022;2250843;1236042;178391;249604;60465;237134;100787;180519;229142;1014801;267622;747179
122;Prognose;Totaal 2e generatie;2023;2290742;1268103;184210;261664;62913;241263;103588;182214;232251;1022639;266640;755999
123;Prognose;Totaal 2e generatie;2024;2330322;1300079;189940;273880;65405;245303;106360;183874;235317;1030243;265526;764717
124;Prognose;Totaal 2e generatie;2025;2369586;1331952;195593;286246;67913;249260;109113;185490;238337;1037634;264271;773363
125;Prognose;Totaal 2e generatie;2026;2408544;1363747;201153;298735;70449;253141;111853;187082;241334;1044797;262852;781945
126;Prognose;Totaal 2e generatie;2027;2447201;1395427;206633;311343;73014;256958;114562;188625;244292;1051774;261286;790488
127;Prognose;Totaal 2e generatie;2028;2485573;1427021;212035;324047;75595;260716;117266;190146;247216;1058552;259545;799007
128;Prognose;Totaal 2e generatie;2029;2523689;1458547;217368;336843;78203;264426;119945;191643;250119;1065142;257644;807498
129;Prognose;Totaal 2e generatie;2030;2561522;1489956;222617;349718;80829;268090;122598;193110;252994;1071566;255557;816009
130;Prognose;Totaal 2e generatie;2031;2599133;1521278;227798;362660;83475;271704;125238;194557;255846;1077855;253279;824576
131;Prognose;Totaal 2e generatie;2032;2636472;1552504;232922;375670;86138;275282;127851;195966;258675;1083968;250814;833154
132;Prognose;Totaal 2e generatie;2033;2673549;1583615;237982;388725;88817;278820;130431;197365;261475;1089934;248140;841794
133;Prognose;Totaal 2e generatie;2034;2710394;1614608;242981;401828;91512;282326;132988;198727;264246;1095786;245258;850528
134;Prognose;Totaal 2e generatie;2035;2746968;1645470;247939;414972;94209;285789;135511;200054;266996;1101498;242167;859331
135;Prognose;Totaal 2e generatie;2036;2783321;1676250;252843;428155;96922;289222;138011;201372;269725;1107071;238851;868220
136;Prognose;Totaal 2e generatie;2037;2819448;1706884;257695;441368;99652;292620;140477;202648;272424;1112564;235327;877237
137;Prognose;Totaal 2e generatie;2038;2855321;1737376;262507;454598;102386;295987;142916;203892;275090;1117945;231584;886361
138;Prognose;Totaal 2e generatie;2039;2890963;1767750;267284;467862;105129;299320;145324;205099;277732;1123213;227611;895602
139;Prognose;Totaal 2e generatie;2040;2926397;1797973;272008;481146;107881;302613;147712;206276;280337;1128424;223436;904988
140;Prognose;Totaal 2e generatie;2041;2961585;1828014;276706;494434;110630;305872;150068;207402;282902;1133571;219067;914504
141;Prognose;Totaal 2e generatie;2042;2996586;1857935;281376;507750;113383;309094;152410;208490;285432;1138651;214491;924160
142;Prognose;Totaal 2e generatie;2043;3031333;1887653;285999;521064;116149;312269;154730;209521;287921;1143680;209747;933933
143;Prognose;Totaal 2e generatie;2044;3065857;1917213;290608;534393;118910;315408;157019;210512;290363;1148644;204829;943815
144;Prognose;Totaal 2e generatie;2045;3100169;1946568;295176;547720;121685;318509;159288;211438;292752;1153601;199777;953824
145;Prognose;Totaal 2e generatie;2046;3134245;1975739;299730;561050;124460;321558;161542;212312;295087;1158506;194596;963910
146;Prognose;Totaal 2e generatie;2047;3167997;2004633;304250;574374;127221;324545;163766;213117;297360;1163364;189305;974059
147;Prognose;Totaal 2e generatie;2048;3201543;2033306;308742;587696;129992;327486;165965;213853;299572;1168237;183949;984288
148;Prognose;Totaal 2e generatie;2049;3234812;2061746;313230;601012;132757;330372;168145;214521;301709;1173066;178528;994538
149;Prognose;Totaal 2e generatie;2050;3267795;2089892;317691;614310;135522;333201;170294;215107;303767;1177903;173077;1004826
150;Prognose;2e Generatie met 1 buitenlandse ouder;2001;837971;144144;24363;19887;13933;10387;23196;38443;13935;693827;193841;499986
151;Prognose;2e Generatie met 1 buitenlandse ouder;2002;850612;152266;25887;21242;14813;11180;24049;39902;15193;698346;194303;504043
152;Prognose;2e Generatie met 1 buitenlandse ouder;2003;863850;160706;27510;22704;15764;12016;25001;41307;16404;703144;194759;508385
153;Prognose;2e Generatie met 1 buitenlandse ouder;2004;877628;169386;29233;24270;16755;12872;26040;42641;17575;708242;195234;513008
154;Prognose;2e Generatie met 1 buitenlandse ouder;2005;891926;178311;31010;25965;17809;13741;27146;43918;18722;713615;195693;517922
155;Prognose;2e Generatie met 1 buitenlandse ouder;2006;906685;187479;32871;27769;18930;14642;28301;45145;19821;719206;196145;523061
156;Prognose;2e Generatie met 1 buitenlandse ouder;2007;921790;196823;34779;29691;20104;15562;29509;46294;20884;724967;196583;528384
157;Prognose;2e Generatie met 1 buitenlandse ouder;2008;937272;206359;36756;31719;21324;16499;30763;47395;21903;730913;197011;533902
158;Prognose;2e Generatie met 1 buitenlandse ouder;2009;953025;216044;38785;33854;22600;17440;32030;48438;22897;736981;197405;539576
159;Prognose;2e Generatie met 1 buitenlandse ouder;2010;969057;225890;40871;36095;23926;18392;33332;49429;23845;743167;197767;545400
160;Prognose;2e Generatie met 1 buitenlandse ouder;2011;985295;235886;42992;38457;25316;19340;34646;50370;24765;749409;198091;551318
161;Prognose;2e Generatie met 1 buitenlandse ouder;2012;1001643;245968;45143;40908;26751;20293;35956;51268;25649;755675;198350;557325
162;Prognose;2e Generatie met 1 buitenlandse ouder;2013;1018105;256166;47332;43455;28234;21243;37286;52115;26501;761939;198557;563382
163;Prognose;2e Generatie met 1 buitenlandse ouder;2014;1034622;266471;49538;46104;29751;22191;38617;52934;27336;768151;198693;569458
164;Prognose;2e Generatie met 1 buitenlandse ouder;2015;1051202;276894;51763;48850;31323;23136;39959;53715;28148;774308;198761;575547
165;Prognose;2e Generatie met 1 buitenlandse ouder;2016;1067750;287374;53999;51675;32934;24069;41292;54472;28933;780376;198747;581629
166;Prognose;2e Generatie met 1 buitenlandse ouder;2017;1084134;297871;56223;54577;34575;24966;42623;55207;29700;786263;198653;587610
167;Prognose;2e Generatie met 1 buitenlandse ouder;2018;1100355;308353;58428;57564;36248;25835;43926;55900;30452;792002;198473;593529
168;Prognose;2e Generatie met 1 buitenlandse ouder;2019;1116377;318838;60618;60613;37945;26684;45213;56580;31185;797539;198199;599340
169;Prognose;2e Generatie met 1 buitenlandse ouder;2020;1132170;329286;62783;63719;39656;27503;46485;57236;31904;802884;197833;605051
170;Prognose;2e Generatie met 1 buitenlandse ouder;2021;1147778;339757;64917;66894;41407;28302;47743;57880;32614;808021;197375;610646
171;Prognose;2e Generatie met 1 buitenlandse ouder;2022;1163119;350164;67020;70099;43181;29075;48990;58493;33306;812955;196833;616122
172;Prognose;2e Generatie met 1 buitenlandse ouder;2023;1178258;360564;69098;73371;44965;29830;50216;59091;33993;817694;196187;621507
173;Prognose;2e Generatie met 1 buitenlandse ouder;2024;1193213;370981;71142;76679;46789;30574;51438;59691;34668;822232;195447;626785
174;Prognose;2e Generatie met 1 buitenlandse ouder;2025;1207948;381325;73156;80026;48620;31301;52635;60254;35333;826623;194619;632004
175;Prognose;2e Generatie met 1 buitenlandse ouder;2026;1222501;391676;75142;83406;50462;32008;53837;60821;36000;830825;193675;637150
176;Prognose;2e Generatie met 1 buitenlandse ouder;2027;1236884;401988;77095;86813;52337;32719;55012;61356;36656;834896;192632;642264
177;Prognose;2e Generatie met 1 buitenlandse ouder;2028;1251095;412279;79019;90241;54215;33405;56197;61896;37306;838816;191462;647354
178;Prognose;2e Generatie met 1 buitenlandse ouder;2029;1265160;422559;80922;93698;56114;34093;57362;62418;37952;842601;190198;652403
179;Prognose;2e Generatie met 1 buitenlandse ouder;2030;1279084;432805;82791;97175;58028;34773;58513;62930;38595;846279;188805;657474
180;Prognose;2e Generatie met 1 buitenlandse ouder;2031;1292929;443043;84624;100678;59958;35437;59660;63445;39241;849886;187280;662606
181;Prognose;2e Generatie met 1 buitenlandse ouder;2032;1306592;453221;86457;104182;61897;36093;60795;63921;39876;853371;185638;667733
182;Prognose;2e Generatie met 1 buitenlandse ouder;2033;1320166;463389;88252;107703;63844;36750;61911;64414;40515;856777;183857;672920
183;Prognose;2e Generatie met 1 buitenlandse ouder;2034;1333641;473495;90018;111232;65816;37399;63013;64882;41135;860146;181941;678205
184;Prognose;2e Generatie met 1 buitenlandse ouder;2035;1347024;483575;91790;114774;67785;38039;64087;65339;41761;863449;179887;683562
185;Prognose;2e Generatie met 1 buitenlandse ouder;2036;1360353;493652;93530;118329;69761;38676;65165;65803;42388;866701;177698;689003
186;Prognose;2e Generatie met 1 buitenlandse ouder;2037;1373590;503659;95240;121888;71749;39317;66218;66241;43006;869931;175369;694562
187;Prognose;2e Generatie met 1 buitenlandse ouder;2038;1386769;513626;96946;125450;73739;39939;67259;66671;43622;873143;172907;700236
188;Prognose;2e Generatie met 1 buitenlandse ouder;2039;1399883;523581;98642;129032;75739;40568;68274;67088;44238;876302;170289;706013
189;Prognose;2e Generatie met 1 buitenlandse ouder;2040;1412980;533492;100312;132608;77749;41188;69285;67501;44849;879488;167548;711940
190;Prognose;2e Generatie met 1 buitenlandse ouder;2041;1426005;543313;101967;136179;79751;41798;70273;67892;45453;882692;164692;718000
191;Prognose;2e Generatie met 1 buitenlandse ouder;2042;1439044;553140;103622;139759;81756;42415;71246;68279;46063;885904;161701;724203
192;Prognose;2e Generatie met 1 buitenlandse ouder;2043;1452037;562901;105240;143345;83775;43024;72223;68630;46664;889136;158600;730536
193;Prognose;2e Generatie met 1 buitenlandse ouder;2044;1464968;572615;106870;146938;85781;43615;73158;68986;47267;892353;155386;736967
194;Prognose;2e Generatie met 1 buitenlandse ouder;2045;1477899;582277;108468;150521;87805;44224;74096;69308;47855;895622;152075;743547
195;Prognose;2e Generatie met 1 buitenlandse ouder;2046;1490806;591930;110069;154104;89834;44816;75024;69638;48445;898876;148666;750210
196;Prognose;2e Generatie met 1 buitenlandse ouder;2047;1503568;601459;111648;157690;91844;45395;75926;69933;49023;902109;145167;756942
197;Prognose;2e Generatie met 1 buitenlandse ouder;2048;1516326;610935;113209;161274;93862;45965;76814;70209;49602;905391;141609;763782
198;Prognose;2e Generatie met 1 buitenlandse ouder;2049;1529033;620407;114779;164863;95879;46539;77691;70478;50178;908626;137983;770643
199;Prognose;2e Generatie met 1 buitenlandse ouder;2050;1541684;629793;116335;168443;97897;47113;78548;70715;50742;911891;134314;777577
200;Prognose;2e Generatie met 2 buitenlandse ouders;2001;543651;408972;29874;42039;5183;106192;16779;85266;123639;134679;71245;63434
201;Prognose;2e Generatie met 2 buitenlandse ouders;2002;569288;431910;33180;45936;5649;112329;18134;88073;128609;137378;71352;66026
202;Prognose;2e Generatie met 2 buitenlandse ouders;2003;595270;455054;36632;50126;6136;118430;19595;90746;133389;140216;71472;68744
203;Prognose;2e Generatie met 2 buitenlandse ouders;2004;621410;478286;40203;54616;6638;124426;21147;93280;137976;143124;71574;71550
204;Prognose;2e Generatie met 2 buitenlandse ouders;2005;647731;501588;43891;59396;7158;130301;22775;95692;142375;146143;71686;74457
205;Prognose;2e Generatie met 2 buitenlandse ouders;2006;674214;524967;47680;64479;7687;136096;24470;97956;146599;149247;71786;77461
206;Prognose;2e Generatie met 2 buitenlandse ouders;2007;700806;548380;51558;69838;8235;141780;26213;100104;150652;152426;71883;80543
207;Prognose;2e Generatie met 2 buitenlandse ouders;2008;727425;571761;55498;75491;8790;147332;27984;102132;154534;155664;71966;83698
208;Prognose;2e Generatie met 2 buitenlandse ouders;2009;754009;595049;59488;81413;9357;152736;29770;104038;158247;158960;72038;86922
209;Prognose;2e Generatie met 2 buitenlandse ouders;2010;780511;618223;63519;87615;9931;157974;31546;105834;161804;162288;72098;90190
210;Prognose;2e Generatie met 2 buitenlandse ouders;2011;806929;641279;67583;94073;10508;163047;33326;107539;165203;165650;72138;93512
211;Prognose;2e Generatie met 2 buitenlandse ouders;2012;833224;664183;71668;100792;11091;167931;35098;109143;168460;169041;72162;96879
212;Prognose;2e Generatie met 2 buitenlandse ouders;2013;859349;686924;75749;107749;11680;172638;36850;110670;171588;172425;72161;100264
213;Prognose;2e Generatie met 2 buitenlandse ouders;2014;885304;709501;79827;114935;12277;177156;38592;112123;174591;175803;72137;103666
214;Prognose;2e Generatie met 2 buitenlandse ouders;2015;911060;731909;83884;122336;12875;181499;40308;113517;177490;179151;72082;107069
215;Prognose;2e Generatie met 2 buitenlandse ouders;2016;936607;754140;87907;129940;13476;185673;42007;114840;180297;182467;72001;110466
216;Prognose;2e Generatie met 2 buitenlandse ouders;2017;962097;776313;91914;137757;14087;189708;43684;116129;183034;185784;71887;113897
217;Prognose;2e Generatie met 2 buitenlandse ouders;2018;987438;798386;95889;145766;14708;193607;45343;117373;185700;189052;71735;117317
218;Prognose;2e Generatie met 2 buitenlandse ouders;2019;1012706;820393;99830;153957;15342;197383;46986;118584;188311;192313;71558;120755
219;Prognose;2e Generatie met 2 buitenlandse ouders;2020;1037831;842314;103722;162321;15987;201042;48611;119763;190868;195517;71341;124176
220;Prognose;2e Generatie met 2 buitenlandse ouders;2021;1062835;864131;107574;170837;16631;204600;50213;120906;193370;198704;71084;127620
