ID;PrognoseInterval;Generatie;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;Indonesie_11;Overig_12
656;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2007;949356;211260;37722;33021;21645;18075;30916;48175;23145;739729;197904;543211
657;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2008;971645;224135;40695;36184;23338;19422;32553;49573;24593;749267;198780;552251
658;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2009;994169;237701;43825;39673;25095;20925;34209;51040;26221;759446;199754;562698
659;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2010;1020288;251891;47132;43353;27072;22445;35978;52530;27757;769689;200763;574231
660;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2011;1047313;267028;50564;47455;29189;23973;37901;53862;29402;781526;201669;585535
661;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2012;1073602;281221;54442;51458;31394;25589;39796;55239;30950;793779;202548;597974
662;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2013;1102786;297047;58301;55992;33751;27441;41751;56489;32484;805913;203591;610671
663;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2014;1132281;312366;62227;60549;36263;29432;43693;57925;34195;818468;204507;623779
664;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2015;1158789;330497;66451;65622;38947;30961;45628;59283;35970;832156;205372;636869
665;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2016;1187295;348821;70852;70876;41739;32537;47717;60470;37503;845219;206357;651474
666;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2017;1216919;364955;75243;77042;44704;34280;49938;61953;39052;856935;207153;666840
667;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2018;1251042;383107;79608;83516;47811;36225;52121;63507;41155;870195;208016;682332
668;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2019;1283442;402785;84696;90711;51083;38086;54243;65023;43161;884081;208734;699012
669;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2020;1313394;422854;89502;95787;54388;39850;56361;66572;44976;898873;209471;715078
670;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2021;1350512;440822;94512;103432;57549;41795;58370;68290;46450;913005;210139;730256
671;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2022;1387870;460604;99089;111154;60699;43622;60468;69972;48243;926199;210752;749672
672;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2023;1417888;479266;103833;117904;64082;45577;62626;71354;50406;939654;211315;767156
673;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2024;1446976;500274;108290;124656;67538;47583;64515;72686;52633;955384;211944;783188
674;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2025;1475710;520934;113489;131760;70897;49277;66730;74338;54292;966365;212328;797882
675;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2026;1513307;541618;118581;139268;74245;50827;68747;75855;56433;979792;212758;814737
676;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2027;1549415;563994;123286;146690;77874;52884;70618;77404;58155;993088;213215;829222
677;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2028;1586605;582910;128291;154610;81471;54633;72928;78984;59959;1005481;213694;845004
678;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2029;1621895;603945;133891;162448;85267;56562;75380;80623;61566;1018484;213941;860955
679;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2030;1658492;622846;138909;170164;89310;58558;77544;82240;63745;1033432;214264;877034
680;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2031;1689660;643405;143836;177557;92828;60304;79645;83878;65781;1049336;214730;893235
681;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2032;1719308;665128;147531;185297;96956;61985;81834;85546;67750;1063705;214514;911162
682;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2033;1755615;688027;152100;193288;100810;63625;84178;87368;70019;1077440;213937;927086
683;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2034;1795209;708950;157085;201823;105140;65400;86421;89292;72169;1091094;213697;944571
684;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2035;1834256;728273;162247;209431;109053;67162;88554;90948;74848;1105061;213302;961345
685;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2036;1866641;747897;167044;218701;113169;69052;90766;92547;77185;1115958;212901;978659
686;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2037;1884915;766946;172305;225444;117030;70731;93123;94209;79626;1126417;212398;997208
687;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2038;1921547;783583;177663;238037;120894;72389;95354;96012;81313;1138138;211938;1018560
688;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2039;1949014;802537;182132;247446;125191;74421;97689;97880;83831;1154970;211076;1036501
689;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2040;1972665;821643;187109;256902;129561;76647;100152;99534;86388;1171231;210287;1055968
690;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2041;2004700;848921;192187;265664;134107;79216;102182;101198;89178;1183965;209551;1077536
691;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2042;2041482;879731;197365;274908;138408;81592;104099;103400;91522;1195981;208741;1097129
692;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2043;2080184;907497;202270;284857;142816;84169;106757;104684;93717;1209836;208000;1116964
693;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2044;2116897;927393;206897;293683;147299;86714;109687;106916;96061;1222079;207051;1137987
694;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2045;2155189;946651;211741;304015;152086;89518;111576;108949;98702;1236534;206023;1160746
695;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2046;2192951;962710;217118;314438;156689;91383;113971;110883;101119;1247203;204690;1184740
696;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2047;2231301;977259;221682;324053;161366;93081;116493;112382;103443;1261668;203023;1206943
697;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2048;2271956;998023;226480;334577;165539;94964;118927;113777;105835;1276289;200472;1229775
698;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2049;2314475;1026894;232318;345075;169836;97264;120678;115680;108239;1292752;199285;1252401
699;Bovengrens  95% prognose-interval;2e Generatie met 1 buitenlandse ouder;2050;2361696;1047163;238677;352672;174822;98469;122536;117358;110806;1309259;198169;1274574
700;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2001;545881;410844;30111;42398;5227;106591;16890;85547;124095;135042;71268;63777
701;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2002;574322;436107;33779;46830;5752;113232;18386;88657;129617;138241;71421;66819
702;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2003;603791;462091;37759;51798;6323;119985;20064;91740;135021;141690;71584;70139
703;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2004;634544;489217;41958;57255;6932;126808;21866;94670;140370;145379;71747;73699
704;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2005;666054;516748;46476;63404;7579;133685;23794;97534;145782;149196;71914;77537
705;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2006;698084;544763;51380;69974;8252;140465;25869;100327;150919;153227;72093;81522
706;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2007;730447;573263;56570;77328;8971;147372;27972;102973;156051;157475;72286;85839
707;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2008;764772;602821;62129;85014;9748;154285;30131;105386;161173;161876;72488;90243
708;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2009;799858;633115;68220;94472;10565;161537;32418;107861;166561;166519;72707;95145
709;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2010;833867;662185;74522;103776;11395;168589;34793;110181;171894;171329;72919;100356
710;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2011;870481;693403;81215;113320;12261;175615;37169;112502;177450;176268;73120;105550
711;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2012;907988;726696;88080;124534;13172;182911;39607;114842;182946;181371;73318;110694
712;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2013;945071;759511;95289;135901;14108;190077;41923;117026;188416;186620;73523;116427
713;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2014;983901;792957;102040;147440;15009;197302;44490;119428;193906;191821;73701;121858
714;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2015;1022687;825942;109265;159532;15925;204056;47074;121564;199334;197660;73842;127916
715;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2016;1062957;859150;116979;172194;16915;210829;49644;123854;205159;203154;74022;133921
716;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2017;1102873;898099;124874;185121;18022;218036;52072;125970;210465;208660;74160;139681
717;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2018;1150055;936169;132476;199976;19169;225257;54910;128476;215799;214398;74290;146391
718;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2019;1192940;975621;140113;215469;20291;232464;57429;131087;222304;220390;74373;152885
719;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2020;1236013;1015548;147695;232018;21391;240331;59843;133595;228083;225854;74430;159557
720;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2021;1281969;1052982;155393;248879;22473;247976;62572;136154;234049;231208;74416;166303
721;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2022;1325949;1084844;163973;265409;23707;254863;65325;138710;240620;237170;74463;172790
722;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2023;1370074;1120894;172678;284151;24974;262365;68073;141102;246206;242808;74444;179170
723;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2024;1412080;1161622;180888;304203;26252;269067;70768;143333;252756;248302;74344;185552
724;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2025;1458565;1204607;189427;323151;27502;277000;73429;145940;259653;254365;74213;191919
725;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2026;1510313;1251813;198624;342376;28787;284195;76237;148625;267407;260545;74059;199495
726;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2027;1565653;1290615;207261;361624;30180;291908;78867;151228;274506;266762;73920;206814
727;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2028;1612981;1326520;215959;380361;31636;299886;81702;153724;281945;273307;73725;214490
728;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2029;1658056;1367813;225562;399733;33137;308656;84628;156474;289374;279637;73512;222339
729;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2030;1698429;1413797;234029;418572;34617;316298;87344;159370;297159;285761;73239;230197
730;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2031;1750523;1453851;242673;439349;36115;324367;89965;162292;305192;291502;72942;238094
731;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2032;1799794;1497958;251286;461089;37737;333691;92897;165478;312116;297022;72526;245715
732;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2033;1847078;1543902;259458;483970;39122;342612;95565;168701;319167;302274;72121;252916
733;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2034;1896066;1587118;267959;504719;40600;350313;98693;171918;326619;307941;71547;260095
734;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2035;1947756;1626392;276132;522996;42279;357211;101793;175012;333615;313620;71023;267104
735;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2036;1997026;1669131;284483;543198;43645;364591;105179;177745;341616;318634;70599;273490
736;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2037;2043631;1708625;293098;566280;45233;371577;107688;180242;348527;323245;70151;281794
737;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2038;2088259;1751178;303535;588439;46755;378788;110270;183091;356362;328117;69411;289432
738;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2039;2140072;1793951;312443;610509;48304;386280;113338;185563;363624;333889;68613;299535
739;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2040;2193787;1837539;320743;631448;50014;395297;116280;188355;371195;340060;67763;307258
740;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2041;2240308;1881272;328676;653259;51561;401861;118876;191093;377804;346319;66831;314959
741;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2042;2293409;1923427;338313;676983;53366;410029;121642;194286;386141;352617;65839;324429
742;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2043;2344462;1967777;346102;699030;55147;419758;124624;197131;393921;360236;64671;329977
743;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2044;2391695;2016193;354663;723761;56972;427329;127576;199862;400654;367759;63707;337805
744;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2045;2435790;2062059;364549;748700;58374;435499;130476;203055;406749;372782;62700;345540
745;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2046;2491508;2109128;373842;773291;60078;444439;133370;206284;415091;374844;61350;354956
746;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2047;2534926;2151777;383313;797619;61900;453223;135964;209604;423387;379240;59998;363259
747;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2048;2587286;2196003;393337;820478;63567;462112;138886;212874;431802;384342;58606;370892
748;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2049;2628252;2238380;403459;843347;65428;471049;141862;216092;440258;390020;57227;378242
749;Bovengrens  95% prognose-interval;2e Generatie met 2 buitenlandse ouders;2050;2671661;2280587;414084;867496;67259;479767;144775;219169;448942;395041;55917;387900
750;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2001;2856032;1470958;161761;241366;53463;271514;115851;307404;317628;1385012;403487;980377
751;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2002;2930741;1528124;170799;255831;56142;280229;124056;311382;324276;1402525;401465;997632
752;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2003;3002847;1583111;179089;269591;58682;288585;131674;315011;330329;1419749;399279;1014113
753;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2004;3073025;1636327;186957;283110;61199;296518;138494;318286;336011;1436414;397092;1029638
754;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2005;3139207;1686995;194439;296475;63667;304118;144651;321152;341054;1452789;394762;1045291
755;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2006;3203690;1736078;201488;309361;66022;311233;150032;323642;345603;1468518;392371;1060360
756;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2007;3266220;1782659;208112;321796;68360;318105;154608;325829;349741;1483448;389815;1073712
757;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2008;3324677;1826045;214553;333918;70678;324312;158419;327627;353405;1498039;387151;1086121
758;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2009;3381679;1869893;220803;346009;73106;330432;161515;328973;356624;1510673;384505;1098522
759;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2010;3436288;1910448;226803;358612;75263;336102;164319;330249;359486;1524176;381689;1111071
760;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2011;3492801;1951667;231949;370963;77361;341191;166850;331419;362031;1537118;378745;1123046
761;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2012;3542126;1990577;237289;382937;79734;345959;169347;332298;364418;1548105;375680;1133368
762;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2013;3589236;2028353;242696;394616;82002;350637;171929;332745;366423;1558914;372382;1144442
763;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2014;3635602;2063799;247801;406388;84280;354646;174454;333067;368268;1566963;369078;1154690
764;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2015;3677997;2099365;252717;417415;86623;358364;176672;333019;369302;1574864;365635;1161862
765;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2016;3720839;2134173;256499;428573;88674;361679;178975;332726;369805;1583437;361916;1167766
766;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2017;3761491;2169281;260443;439539;90672;364849;181091;332354;370315;1589249;358159;1172275
767;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2018;3803175;2203851;263924;450980;93223;367239;183071;331691;370877;1595459;354261;1178581
768;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2019;3841454;2233586;267754;462873;95737;369579;185228;331096;371079;1600390;350207;1183995
769;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2020;3875192;2265209;271361;474303;97896;371468;187172;330169;371098;1604379;345854;1187611
770;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2021;3906407;2293137;274990;485807;99788;373205;188863;328914;370917;1607861;341587;1189657
771;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2022;3935496;2319948;278391;498349;102095;374381;190406;327789;370478;1612498;337155;1192740
772;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2023;3965507;2348505;281178;509953;104109;375239;192122;326272;369744;1614773;332543;1193844
773;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2024;3992602;2373857;284101;519622;105897;376215;193826;324687;368928;1615572;327713;1195455
774;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2025;4018046;2400811;286866;529120;107791;377367;195272;322860;367745;1616201;322927;1197927
775;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2026;4043298;2431044;289150;539234;109639;377908;197017;320806;366848;1616874;318005;1198306
776;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2027;4068330;2452522;290822;549417;111518;378251;198417;318614;365186;1618555;312887;1199116
777;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2028;4087944;2473744;292102;558007;113752;378391;199584;316581;363771;1618881;307731;1203116
778;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2029;4113849;2490871;293695;567808;115439;378616;201071;314424;362223;1617845;302345;1204097
779;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2030;4124679;2513119;295413;575753;117015;378770;202719;312087;361099;1617868;296654;1207563
780;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2031;4144562;2529925;296999;584637;118519;378479;204035;309719;359631;1616433;290949;1208883
781;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2032;4162588;2550490;297876;591727;120341;377922;204748;307213;357862;1616272;284878;1208748
782;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2033;4180095;2573304;299330;599435;122287;377548;206083;304521;355874;1614846;278844;1207502
783;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2034;4198942;2593342;300853;607812;124126;377349;206882;301653;353653;1613406;272486;1208182
784;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2035;4215572;2610214;301730;615530;125761;377235;207644;298593;351960;1612403;266095;1207360
785;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2036;4233099;2627965;302540;622493;127460;376933;208848;295864;350028;1612456;259644;1208110
786;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2037;4249313;2645582;303376;628160;129446;376234;209636;292576;348153;1611152;253055;1210439
787;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2038;4265658;2661257;304299;634291;131109;375410;210212;289107;345718;1607811;245921;1214039
788;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2039;4283858;2677314;304757;639653;132717;374269;211498;285562;342849;1603836;239035;1214880
789;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2040;4302093;2694323;305203;644529;134319;373133;212322;281898;340148;1602710;231989;1215396
790;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2041;4319309;2709991;304982;651720;135895;372200;212886;278141;337202;1600040;224983;1215026
791;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2042;4331640;2717951;305180;658592;137363;371153;213015;274672;334272;1595845;217532;1216091
792;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2043;4344356;2729131;305260;664901;138662;369679;213589;270987;331329;1594749;210062;1218093
793;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2044;4356172;2740918;305072;671544;139484;367990;213978;267425;328104;1591484;202789;1218643
794;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2045;4372957;2752535;304476;675847;140537;365655;214820;263470;324916;1590012;195371;1216717
795;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2046;4380807;2762599;303690;677666;141956;363651;215250;259678;321641;1590005;188207;1218303
796;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2047;4382361;2773836;303644;684683;143723;361617;215488;255310;318250;1588334;181076;1220800
797;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2048;4392621;2788316;303778;689333;145506;359538;215741;251211;314531;1585043;174192;1223105
798;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2049;4396832;2796924;303340;693993;146610;357643;215899;247261;311120;1583446;167203;1224840
799;Ondergrens 67% prognose-interval;Totaal 1e en 2e generatie;2050;4397936;2804238;301815;701033;147573;355599;215814;243514;307413;1581327;160362;1225273
800;Ondergrens 67% prognose-interval;1e Generatie;2001;1475146;918372;107598;179487;34378;155009;75922;183767;180149;556839;138421;417121
801;Ondergrens 67% prognose-interval;1e Generatie;2002;1512421;945059;111885;188784;35720;156881;81947;183561;180671;567453;135842;427972
802;Ondergrens 67% prognose-interval;1e Generatie;2003;1546661;969212;115373;197288;36913;158506;87201;183198;180954;577243;133184;437977
803;Ondergrens 67% prognose-interval;1e Generatie;2004;1577909;991347;118317;205362;38007;159860;91595;182669;181027;586581;130476;447165
804;Ondergrens 67% prognose-interval;1e Generatie;2005;1606597;1011798;120922;212743;39042;161026;95117;182016;180885;594707;127752;455304
805;Ondergrens 67% prognose-interval;1e Generatie;2006;1631660;1029512;123012;219920;39954;161949;97742;181188;180595;602018;124975;462419
806;Ondergrens 67% prognose-interval;1e Generatie;2007;1654365;1045637;124567;226165;40755;162722;99654;180251;180158;609367;122109;470405
807;Ondergrens 67% prognose-interval;1e Generatie;2008;1675832;1059693;125881;232253;41512;163230;100743;179233;179587;615570;119189;475861
808;Ondergrens 67% prognose-interval;1e Generatie;2009;1693571;1072381;127057;237930;42219;163622;100990;178023;178792;621126;116262;481469
809;Ondergrens 67% prognose-interval;1e Generatie;2010;1710912;1084520;128203;243345;43038;163901;101089;176692;177861;626111;113259;486402
810;Ondergrens 67% prognose-interval;1e Generatie;2011;1727870;1096384;129351;248032;43835;164246;100877;175350;177076;632066;110273;491890
811;Ondergrens 67% prognose-interval;1e Generatie;2012;1742975;1107638;130146;253155;44529;164330;100864;174012;175993;636768;107180;495407
812;Ondergrens 67% prognose-interval;1e Generatie;2013;1755744;1118843;130677;259100;45210;164478;100814;172483;174755;639429;104146;499413
813;Ondergrens 67% prognose-interval;1e Generatie;2014;1768995;1128530;131278;264091;45900;164426;100491;170832;173439;641422;100975;501860
814;Ondergrens 67% prognose-interval;1e Generatie;2015;1781061;1137630;131419;268482;46523;164250;100272;169274;172002;644015;97873;503793
815;Ondergrens 67% prognose-interval;1e Generatie;2016;1790254;1146594;131621;273390;47113;163995;100017;167570;170712;645758;94793;505049
816;Ondergrens 67% prognose-interval;1e Generatie;2017;1799039;1154610;131652;278173;47680;163619;99933;165762;169054;647648;91734;505705
817;Ondergrens 67% prognose-interval;1e Generatie;2018;1807817;1160874;131401;282239;48198;162984;99633;163976;167588;649064;88640;508041
818;Ondergrens 67% prognose-interval;1e Generatie;2019;1817716;1167583;131245;286151;48816;162210;99529;161900;166069;649435;85545;509432
819;Ondergrens 67% prognose-interval;1e Generatie;2020;1824623;1174861;130985;289774;49348;161456;99362;159939;164377;649414;82385;510159
820;Ondergrens 67% prognose-interval;1e Generatie;2021;1829232;1181117;131062;291964;49851;160691;99224;157971;162456;648290;79228;509591
821;Ondergrens 67% prognose-interval;1e Generatie;2022;1833993;1186408;130818;294929;50397;159551;98772;155903;160464;648561;76221;509327
822;Ondergrens 67% prognose-interval;1e Generatie;2023;1838396;1191929;130203;298443;50778;158600;98659;153740;158416;646626;73166;509426
823;Ondergrens 67% prognose-interval;1e Generatie;2024;1839488;1197181;129725;301585;51097;157436;98251;151410;156596;646066;70206;509189
824;Ondergrens 67% prognose-interval;1e Generatie;2025;1845780;1201346;128845;305349;51553;156400;97869;149027;154620;643502;67250;509058
825;Ondergrens 67% prognose-interval;1e Generatie;2026;1851029;1203958;127844;308128;52081;155105;97509;146434;152598;641025;64286;507499
826;Ondergrens 67% prognose-interval;1e Generatie;2027;1848829;1206790;127435;311126;52371;153674;97126;143901;150548;639737;61402;506326
827;Ondergrens 67% prognose-interval;1e Generatie;2028;1846899;1209474;127125;313015;52666;152237;96812;141379;148278;638645;58611;507432
828;Ondergrens 67% prognose-interval;1e Generatie;2029;1851963;1212515;126916;314869;53019;150926;96323;138584;146080;637283;55787;506560
829;Ondergrens 67% prognose-interval;1e Generatie;2030;1852638;1211864;126679;317275;53259;149687;96229;135803;143830;636170;52869;504668
830;Ondergrens 67% prognose-interval;1e Generatie;2031;1851125;1214568;126288;317869;53558;148344;96009;132907;141525;633558;50173;503230
831;Ondergrens 67% prognose-interval;1e Generatie;2032;1851058;1216992;125884;319461;53873;146339;95972;129877;139248;632409;47463;501830
832;Ondergrens 67% prognose-interval;1e Generatie;2033;1851085;1218377;125367;321781;54403;144677;95371;126890;136845;630805;44874;500367
833;Ondergrens 67% prognose-interval;1e Generatie;2034;1845667;1218350;124510;321750;54759;142780;94639;123771;134436;628537;42226;498449
834;Ondergrens 67% prognose-interval;1e Generatie;2035;1839962;1218250;123946;322089;54655;141381;94315;120751;131881;628217;39607;497217
835;Ondergrens 67% prognose-interval;1e Generatie;2036;1841564;1214817;122804;323688;54650;139889;93904;117886;129115;625160;37226;494656
836;Ondergrens 67% prognose-interval;1e Generatie;2037;1840092;1213601;121894;325350;54729;138241;93303;114672;126643;621895;34843;493587
837;Ondergrens 67% prognose-interval;1e Generatie;2038;1838845;1213014;120414;325952;54879;136382;92634;111245;124230;620298;32455;492893
838;Ondergrens 67% prognose-interval;1e Generatie;2039;1837002;1209551;119631;325899;55197;134331;92278;108034;121425;619121;30298;491237
839;Ondergrens 67% prognose-interval;1e Generatie;2040;1831631;1208046;118394;324759;55679;132017;91731;104788;118885;618034;28133;490769
