ID;SBI93;Grootteklasse;Perioden;Bedrijven_1;AantalWerkzamePersonenEindSeptember_2;TotWerkzamePersonenFTEEindSeptember_3;AantalWerknemersVanDeEigenLoonlijst_4;AantalFTEWerknemersOpEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;NettoOmzetTotaal_7;NettoOmzetUitHoofdactiviteiten_8;NettoOmzetUitNevenactiviteiten_9;TotaalOverigeBedrijfsopbrengsten_10;TotaleBedrijfslasten_11;InkoopwaardeOmzet_12;InkoopwaardeGrondEnHulpstoffen_13;BeginvoorraadGrondEnHulpstoffen_14;InkopenGrondEnHulpstoffen_15;EindvoorraadGrondEnHulpstoffen_16;InkoopwaardeHandelsgoederen_17;BeginvoorraadHandelsgoederen_18;InkoopkostenVanHandelsgoederen_19;EindvoorraadHandelsgoederen_20;TotaalOverigeInkoopwaarde_21;KostenUitbesteedWerk_22;InkoopwaardeNietEldersGenoemd_23;ArbeidskostenTotaal_24;BrutoLonenEnSalarissen_25;WerkgeversdeelSocVerzekeringspremies_26;PremiesPensioenVUTInkoopsommenEnz_27;OverigeSocialeLasten_28;OverigeBedrijfslastenTotaal_29;OverigeKostenMBTPersoneel_30;KostenVervoermiddelen_31;KostenEnergieverbruik_32;KostenVanHuisvesting_33;KostenMachinesInstallatiesED_34;Verkoopkosten_35;Communicatiekosten_36;KostenVanDienstverleningDoorDerden_37;OverigeBedrijfslasten_38;AfschrijvingenOpVasteActiva_39;Bedrijfsresultaat_40;FinancieelResultaat_41;FinancieleBaten_42;FinancieleLasten_43;SaldoVoorzieningen_44;OnttrekkingenVrijvalVanVoorzieningen_45;ToevoegingenAanVoorzieningen_46;SaldoBuitengewoneBatenMinusLasten_47;BuitengewoneBaten_48;BuitengewoneLasten_49;ResultaatVoorBelastingen_50
15;D Industrie (excl. 36631 sociale..;20 tot 100 werknemers;2003;5150.0;2299.0;2127.0;2150.0;1988.0;42782.0;42646.0;38945.0;3702.0;136.0;40797.0;25059.0;20061.0;2395.0;20044.0;2377.0;2488.0;363.0;2490.0;365.0;2516.0;2079.0;437.0;7765.0;6356.0;823.0;472.0;114.0;6626.0;1110.0;371.0;525.0;896.0;772.0;831.0;127.0;637.0;1357.0;1346.0;1982.0;-242.0;211.0;454.0;-54.0;67.0;121.0;134.0;285.0;152.0;1819.0
16;D Industrie (excl. 36631 sociale..;20 tot 100 werknemers;2004;4915.0;2276.0;2095.0;2113.0;1940.0;45672.0;45297.0;41472.0;3825.0;375.0;43378.0;27122.0;21865.0;2527.0;21952.0;2614.0;2502.0;354.0;2516.0;367.0;2760.0;2297.0;462.0;7977.0;6526.0;836.0;502.0;112.0;6964.0;1180.0;386.0;526.0;958.0;812.0;830.0;135.0;671.0;1466.0;1315.0;2290.0;-256.0;182.0;438.0;-52.0;88.0;140.0;102.0;240.0;138.0;2084.0
17;D Industrie (excl. 36631 sociale..;20 tot 100 werknemers;2005;4690.0;2238.0;2059.0;2059.0;1888.0;44049.0;43635.0;39478.0;4157.0;420.0;41579.0;25009.0;19893.0;2248.0;19872.0;2227.0;2745.0;335.0;2745.0;334.0;2376.0;2072.0;304.0;8075.0;6580.0;852.0;525.0;119.0;7152.0;1267.0;406.0;659.0;984.0;833.0;852.0;138.0;687.0;1326.0;1343.0;2466.0;-190.0;208.0;398.0;-47.0;88.0;135.0;-75.0;120.0;195.0;2154.0
18;D Industrie (excl. 36631 sociale..;100 of meer werknemers;2000;1405.0;5065.0;4811.0;4515.0;4302.0;171111.0;164062.0;139574.0;24488.0;7049.0;159116.0;103027.0;77499.0;6058.0;77758.0;6316.0;20326.0;1329.0;20429.0;1431.0;5201.0;4408.0;793.0;19586.0;15761.0;1969.0;1135.0;720.0;30878.0;3761.0;581.0;3605.0;1585.0;2345.0;6488.0;355.0;2788.0;9370.0;5623.0;11995.0;-527.0;1502.0;2028.0;-306.0;601.0;907.0;1101.0;2754.0;1654.0;12263.0
19;D Industrie (excl. 36631 sociale..;100 of meer werknemers;2001;1420.0;5080.0;4821.0;4541.0;4320.0;167845.0;162542.0;137600.0;24942.0;5302.0;159046.0;102020.0;75890.0;6203.0;75835.0;6148.0;20243.0;1380.0;20287.0;1424.0;5887.0;5014.0;873.0;20286.0;16510.0;2059.0;1233.0;485.0;31255.0;3867.0;584.0;3771.0;1732.0;2422.0;6202.0;364.0;2782.0;9531.0;5484.0;8794.0;-684.0;1467.0;2151.0;-293.0;853.0;1146.0;-1356.0;1353.0;2709.0;6460.0
20;D Industrie (excl. 36631 sociale..;100 of meer werknemers;2002;1480.0;4926.0;4675.0;4414.0;4205.0;165862.0;159443.0;133339.0;26104.0;6419.0;156878.0;98940.0;71911.0;6153.0;72143.0;6385.0;21158.0;1361.0;21368.0;1570.0;5871.0;5021.0;851.0;21032.0;16746.0;2115.0;1713.0;458.0;31317.0;3740.0;606.0;3712.0;1847.0;2723.0;5892.0;381.0;2977.0;9439.0;5589.0;8984.0;-1499.0;1520.0;3020.0;-289.0;856.0;1145.0;-510.0;876.0;1386.0;6685.0
21;D Industrie (excl. 36631 sociale..;100 of meer werknemers;2003;1455.0;4733.0;4480.0;4272.0;4055.0;160289.0;155516.0;131751.0;23765.0;4773.0;151302.0;94820.0;71402.0;6699.0;71206.0;6504.0;17916.0;1671.0;17824.0;1579.0;5502.0;4989.0;513.0;21089.0;16782.0;2004.0;1880.0;423.0;29543.0;3593.0;632.0;3818.0;1957.0;2638.0;5323.0;385.0;2710.0;8487.0;5849.0;8987.0;-892.0;1950.0;2842.0;-332.0;675.0;1008.0;-384.0;772.0;1156.0;7378.0
22;D Industrie (excl. 36631 sociale..;100 of meer werknemers;2004;1335.0;4549.0;4303.0;4072.0;3855.0;172233.0;168258.0;140953.0;27305.0;3975.0;160531.0;104836.0;80792.0;6122.0;81212.0;6542.0;18416.0;1597.0;18384.0;1566.0;5628.0;4995.0;633.0;20698.0;16570.0;1961.0;1731.0;435.0;29508.0;3491.0;665.0;4163.0;1976.0;3119.0;4547.0;344.0;2838.0;8365.0;5491.0;11702.0;-1094.0;2179.0;3273.0;-268.0;702.0;971.0;-441.0;805.0;1246.0;9899.0
23;D Industrie (excl. 36631 sociale..;100 of meer werknemers;2005;1255.0;4316.0;4081.0;3866.0;3651.0;190654.0;186068.0;154546.0;31526.0;4587.0;178274.0;120523.0;89684.0;6333.0;89855.0;6504.0;24613.0;1534.0;24926.0;1847.0;6226.0;5699.0;527.0;20268.0;16340.0;1891.0;1725.0;312.0;32143.0;3556.0;711.0;4630.0;1946.0;3028.0;4976.0;337.0;3225.0;9734.0;5341.0;12380.0;-991.0;2858.0;3850.0;-217.0;817.0;1034.0;293.0;1367.0;1073.0;11465.0
24;DA Vervaardiging van voedings- en..;Totaal grootteklasse;2000;5070.0;1690.0;1488.0;1475.0;1287.0;50976.0;50018.0;44085.0;5933.0;958.0;47495.0;32354.0;26173.0;2162.0;26017.0;2006.0;5167.0;302.0;5137.0;272.0;1014.0;329.0;685.0;4938.0;3908.0;532.0;323.0;175.0;8885.0;992.0;266.0;663.0;565.0;710.0;1281.0;73.0;559.0;3776.0;1317.0;3481.0;-84.0;417.0;502.0;5.0;78.0;73.0;-225.0;190.0;416.0;3177.0
25;DA Vervaardiging van voedings- en..;Totaal grootteklasse;2001;5115.0;1693.0;1517.0;1456.0;1297.0;54932.0;53955.0;46641.0;7314.0;977.0;50883.0;35184.0;28669.0;1943.0;28836.0;2111.0;5795.0;282.0;5807.0;294.0;720.0;368.0;352.0;5167.0;4147.0;562.0;335.0;123.0;9133.0;1031.0;244.0;726.0;594.0;695.0;1409.0;73.0;546.0;3815.0;1400.0;4049.0;2.0;634.0;633.0;6.0;105.0;99.0;-14.0;169.0;184.0;4042.0
26;DA Vervaardiging van voedings- en..;Totaal grootteklasse;2002;4825.0;1630.0;1441.0;1402.0;1231.0;53418.0;52796.0;45965.0;6832.0;622.0;49749.0;33773.0;27655.0;2102.0;27727.0;2174.0;5404.0;239.0;5360.0;195.0;713.0;397.0;316.0;5204.0;4085.0;558.0;465.0;97.0;9380.0;1034.0;228.0;687.0;634.0;718.0;1379.0;76.0;583.0;4041.0;1390.0;3669.0;34.0;660.0;626.0;-45.0;76.0;122.0;-23.0;246.0;269.0;3635.0
27;DA Vervaardiging van voedings- en..;Totaal grootteklasse;2003;4785.0;1592.0;1384.0;1370.0;1180.0;53841.0;53076.0;45733.0;7343.0;765.0;50133.0;34034.0;27383.0;2156.0;27210.0;1984.0;5875.0;317.0;5842.0;283.0;775.0;512.0;263.0;5276.0;4162.0;550.0;485.0;79.0;9248.0;1047.0;248.0;695.0;632.0;723.0;1401.0;84.0;623.0;3795.0;1575.0;3708.0;124.0;733.0;609.0;-51.0;61.0;112.0;-190.0;162.0;352.0;3591.0
28;DA Vervaardiging van voedings- en..;Totaal grootteklasse;2004;4565.0;1579.0;1362.0;1352.0;1153.0;54759.0;54027.0;46111.0;7916.0;732.0;50891.0;34640.0;28568.0;2047.0;28777.0;2256.0;5322.0;289.0;5329.0;296.0;749.0;461.0;288.0;5310.0;4197.0;575.0;452.0;87.0;9398.0;1015.0;263.0;705.0;674.0;732.0;1418.0;83.0;637.0;3871.0;1544.0;3868.0;422.0;987.0;565.0;-32.0;75.0;107.0;-131.0;189.0;320.0;4128.0
29;DA Vervaardiging van voedings- en..;Totaal grootteklasse;2005;4605.0;1528.0;1324.0;1301.0;1121.0;54655.0;54076.0;45521.0;8555.0;580.0;50667.0;34319.0;27164.0;2130.0;26984.0;1950.0;6497.0;336.0;6467.0;306.0;658.0;473.0;185.0;5180.0;4106.0;552.0;430.0;92.0;9732.0;1092.0;302.0;785.0;675.0;752.0;1452.0;85.0;606.0;3983.0;1436.0;3988.0;558.0;1107.0;549.0;-100.0;64.0;165.0;-54.0;164.0;218.0;4393.0
30;DA Vervaardiging van voedings- en..;0 tot 19 werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;DA Vervaardiging van voedings- en..;0 tot 19 werknemers;2001;4240.0;387.0;298.0;325.0;241.0;3280.0;3254.0;2957.0;298.0;26.0;3026.0;1813.0;1526.0;100.0;1549.0;123.0;236.0;22.0;237.0;23.0;50.0;13.0;37.0;574.0;465.0;67.0;27.0;14.0;501.0;50.0;47.0;71.0;89.0;51.0;72.0;8.0;30.0;83.0;137.0;254.0;-34.0;12.0;47.0;-1.0;2.0;3.0;10.0;12.0;3.0;229.0
32;DA Vervaardiging van voedings- en..;0 tot 19 werknemers;2002;3945.0;373.0;280.0;317.0;229.0;3069.0;3039.0;2908.0;130.0;31.0;2784.0;1645.0;1549.0;126.0;1556.0;133.0;85.0;13.0;82.0;10.0;11.0;10.0;1.0;576.0;469.0;66.0;29.0;11.0;453.0;39.0;35.0;65.0;96.0;48.0;67.0;9.0;30.0;64.0;110.0;286.0;-39.0;8.0;47.0;-1.0;1.0;3.0;-2.0;6.0;8.0;243.0
33;DA Vervaardiging van voedings- en..;0 tot 19 werknemers;2003;3925.0;315.0;223.0;262.0;176.0;2606.0;2578.0;2431.0;147.0;28.0;2376.0;1331.0;1219.0;90.0;1215.0;87.0;96.0;9.0;95.0;8.0;17.0;16.0;1.0;492.0;403.0;58.0;25.0;7.0;446.0;43.0;40.0;60.0;85.0;47.0;60.0;14.0;41.0;56.0;106.0;230.0;-26.0;8.0;34.0;-2.0;1.0;3.0;5.0;12.0;7.0;207.0
34;DA Vervaardiging van voedings- en..;0 tot 19 werknemers;2004;3730.0;337.0;237.0;280.0;185.0;3018.0;2989.0;2840.0;149.0;29.0;2777.0;1607.0;1486.0;117.0;1476.0;108.0;109.0;12.0;109.0;13.0;13.0;8.0;5.0;557.0;452.0;69.0;26.0;10.0;492.0;60.0;36.0;62.0;95.0;56.0;71.0;12.0;29.0;71.0;120.0;241.0;-32.0;8.0;41.0;0.0;1.0;1.0;-5.0;10.0;15.0;204.0
35;DA Vervaardiging van voedings- en..;0 tot 19 werknemers;2005;3770.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;DA Vervaardiging van voedings- en..;20 tot 100 werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;DA Vervaardiging van voedings- en..;20 tot 100 werknemers;2001;635.0;317.0;288.0;286.0;259.0;8103.0;7986.0;7229.0;757.0;117.0;7754.0;5716.0;5006.0;242.0;5005.0;241.0;610.0;22.0;610.0;23.0;100.0;66.0;34.0;890.0;724.0;101.0;51.0;13.0;933.0;168.0;58.0;118.0;123.0;111.0;103.0;12.0;85.0;155.0;215.0;349.0;-61.0;29.0;90.0;-2.0;19.0;22.0;11.0;30.0;19.0;296.0
38;DA Vervaardiging van voedings- en..;20 tot 100 werknemers;2002;625.0;312.0;275.0;280.0;246.0;7462.0;7346.0;6653.0;693.0;116.0;7188.0;5094.0;4443.0;256.0;4447.0;260.0;564.0;40.0;568.0;44.0;88.0;60.0;27.0;867.0;703.0;98.0;54.0;12.0;1018.0;180.0;56.0;110.0;130.0;108.0;113.0;12.0;85.0;224.0;209.0;274.0;-38.0;32.0;70.0;-4.0;7.0;11.0;-2.0;19.0;22.0;230.0
39;DA Vervaardiging van voedings- en..;20 tot 100 werknemers;2003;610.0;328.0;280.0;293.0;247.0;8277.0;8174.0;7254.0;921.0;102.0;7952.0;5574.0;4719.0;262.0;4706.0;249.0;643.0;45.0;643.0;46.0;212.0;49.0;163.0;937.0;759.0;108.0;59.0;11.0;1173.0;188.0;61.0;118.0;146.0;116.0;132.0;13.0;97.0;302.0;267.0;325.0;-42.0;29.0;71.0;-8.0;3.0;11.0;-13.0;18.0;30.0;262.0
40;DA Vervaardiging van voedings- en..;20 tot 100 werknemers;2004;615.0;344.0;290.0;302.0;251.0;9321.0;9178.0;8013.0;1166.0;143.0;8928.0;6357.0;5325.0;301.0;5330.0;306.0;810.0;45.0;812.0;48.0;222.0;40.0;181.0;983.0;796.0;113.0;62.0;12.0;1338.0;213.0;67.0;129.0;163.0;133.0;137.0;13.0;111.0;372.0;249.0;393.0;-35.0;36.0;71.0;-9.0;5.0;14.0;6.0;26.0;21.0;355.0
41;DA Vervaardiging van voedings- en..;20 tot 100 werknemers;2005;620.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;DA Vervaardiging van voedings- en..;100 of meer werknemers;2000;235.0;953.0;889.0;815.0;762.0;39792.0;38975.0;33995.0;4980.0;817.0;36771.0;24914.0;19944.0;1801.0;19793.0;1649.0;4408.0;254.0;4376.0;222.0;561.0;230.0;331.0;3445.0;2691.0;361.0;248.0;145.0;7440.0;759.0;156.0;473.0;340.0;551.0;1108.0;54.0;457.0;3542.0;973.0;3021.0;-13.0;369.0;382.0;5.0;68.0;63.0;-237.0;157.0;393.0;2777.0
43;DA Vervaardiging van voedings- en..;100 of meer werknemers;2001;240.0;990.0;931.0;846.0;797.0;43549.0;42715.0;36456.0;6259.0;834.0;40103.0;27656.0;22137.0;1601.0;22282.0;1747.0;4949.0;238.0;4959.0;248.0;570.0;290.0;280.0;3703.0;2958.0;393.0;256.0;95.0;7697.0;813.0;138.0;537.0;382.0;533.0;1234.0;52.0;432.0;3576.0;1047.0;3446.0;97.0;593.0;496.0;9.0;84.0;75.0;-35.0;127.0;162.0;3517.0
44;DA Vervaardiging van voedings- en..;100 of meer werknemers;2002;255.0;945.0;885.0;805.0;757.0;42887.0;42411.0;36403.0;6008.0;475.0;39777.0;27034.0;21664.0;1721.0;21724.0;1781.0;4756.0;187.0;4710.0;141.0;614.0;327.0;288.0;3761.0;2913.0;394.0;382.0;73.0;7911.0;815.0;137.0;512.0;409.0;562.0;1199.0;55.0;469.0;3753.0;1071.0;3110.0;111.0;620.0;509.0;-40.0;68.0;108.0;-19.0;220.0;240.0;3162.0
45;DA Vervaardiging van voedings- en..;100 of meer werknemers;2003;245.0;949.0;880.0;814.0;756.0;42959.0;42324.0;36048.0;6276.0;635.0;39806.0;27128.0;21445.0;1804.0;21289.0;1648.0;5137.0;262.0;5104.0;229.0;546.0;448.0;98.0;3846.0;2999.0;385.0;401.0;61.0;7628.0;815.0;146.0;517.0;401.0;560.0;1209.0;57.0;486.0;3437.0;1202.0;3153.0;192.0;696.0;504.0;-41.0;57.0;98.0;-182.0;132.0;314.0;3122.0
46;DA Vervaardiging van voedings- en..;100 of meer werknemers;2004;220.0;897.0;835.0;770.0;717.0;42420.0;41860.0;35258.0;6601.0;561.0;39186.0;26676.0;21758.0;1629.0;21971.0;1842.0;4404.0;232.0;4407.0;236.0;515.0;413.0;102.0;3770.0;2949.0;393.0;364.0;64.0;7564.0;742.0;159.0;513.0;416.0;543.0;1210.0;57.0;496.0;3428.0;1175.0;3234.0;489.0;942.0;453.0;-23.0;69.0;92.0;-132.0;153.0;284.0;3569.0
47;DA Vervaardiging van voedings- en..;100 of meer werknemers;2005;215.0;862.0;801.0;732.0;683.0;42246.0;41721.0;34413.0;7308.0;525.0;38893.0;26360.0;20280.0;1740.0;20090.0;1550.0;5554.0;258.0;5521.0;225.0;526.0;411.0;115.0;3640.0;2861.0;369.0;336.0;73.0;7822.0;795.0;189.0;573.0;411.0;564.0;1259.0;58.0;464.0;3509.0;1072.0;3353.0;617.0;1070.0;453.0;-96.0;52.0;148.0;-44.0;149.0;193.0;3830.0
48;15 Vervaardiging van voedingsmiddelen..;Totaal grootteklasse;2000;5045.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;15 Vervaardiging van voedingsmiddelen..;Totaal grootteklasse;2001;5090.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;15 Vervaardiging van voedingsmiddelen..;Totaal grootteklasse;2002;4805.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;15 Vervaardiging van voedingsmiddelen..;Totaal grootteklasse;2003;4765.0;1534.0;1328.0;1318.0;1131.0;48173.0;47476.0;40393.0;7083.0;697.0;45875.0;32806.0;26425.0;1620.0;26328.0;1522.0;5691.0;250.0;5692.0;252.0;690.0;432.0;258.0;5015.0;3958.0;529.0;452.0;76.0;6551.0;996.0;239.0;683.0;614.0;685.0;1254.0;80.0;584.0;1416.0;1502.0;2298.0;-260.0;309.0;569.0;-45.0;59.0;104.0;-158.0;148.0;306.0;1835.0
