ID;Geslacht;Leeftijd;Beroepen;Perioden;GemiddeldeWinst_1;Zelfstandigen_2
481;4000;35 tot 50 jaar;3;2002;115.7;460.0
482;4000;35 tot 50 jaar;3;2003;127.1;485.0
483;4000;35 tot 50 jaar;3;2004;135.9;515.0
484;4000;35 tot 50 jaar;3;2005;140.5;560.0
485;4000;35 tot 50 jaar;3;2006;153.1;610.0
486;4000;35 tot 50 jaar;3;2007;171.1;675.0
487;4000;35 tot 50 jaar;3;2008;196.7;745.0
488;4000;35 tot 50 jaar;3;2009;213.2;770.0
489;4000;35 tot 50 jaar;3;2010;181.0;935.0
490;4000;35 tot 50 jaar;3;2011;156.8;1020.0
491;4000;35 tot 50 jaar;3;2012;162.9;1155.0
492;4000;35 tot 50 jaar;3;2013;166.8;1200.0
493;4000;35 tot 50 jaar;3;2014;168.7;1205.0
494;4000;35 tot 50 jaar;3;2015;;
495;4000;50 jaar of ouder;1;2001;65.9;200.0
496;4000;50 jaar of ouder;1;2002;73.8;230.0
497;4000;50 jaar of ouder;1;2003;81.5;265.0
498;4000;50 jaar of ouder;1;2004;74.4;310.0
499;4000;50 jaar of ouder;1;2005;75.4;365.0
500;4000;50 jaar of ouder;1;2006;93.1;435.0
501;4000;50 jaar of ouder;1;2007;104.2;485.0
502;4000;50 jaar of ouder;1;2008;97.5;560.0
503;4000;50 jaar of ouder;1;2009;105.0;605.0
504;4000;50 jaar of ouder;1;2010;104.2;665.0
505;4000;50 jaar of ouder;1;2011;112.1;800.0
506;4000;50 jaar of ouder;1;2012;107.0;855.0
507;4000;50 jaar of ouder;1;2013;100.5;910.0
508;4000;50 jaar of ouder;1;2014;107.8;1030.0
509;4000;50 jaar of ouder;1;2015;103.7;1120.0
510;4000;50 jaar of ouder;2;2001;57.8;120.0
511;4000;50 jaar of ouder;2;2002;64.3;140.0
512;4000;50 jaar of ouder;2;2003;76.4;155.0
513;4000;50 jaar of ouder;2;2004;70.0;175.0
514;4000;50 jaar of ouder;2;2005;76.4;205.0
515;4000;50 jaar of ouder;2;2006;76.9;230.0
516;4000;50 jaar of ouder;2;2007;82.3;235.0
517;4000;50 jaar of ouder;2;2008;89.2;265.0
518;4000;50 jaar of ouder;2;2009;92.3;300.0
519;4000;50 jaar of ouder;2;2010;92.4;335.0
520;4000;50 jaar of ouder;2;2011;89.7;395.0
521;4000;50 jaar of ouder;2;2012;95.5;435.0
522;4000;50 jaar of ouder;2;2013;93.4;470.0
523;4000;50 jaar of ouder;2;2014;96.2;490.0
524;4000;50 jaar of ouder;2;2015;97.0;535.0
525;4000;50 jaar of ouder;3;2001;81.4;125.0
526;4000;50 jaar of ouder;3;2002;91.9;120.0
527;4000;50 jaar of ouder;3;2003;98.0;135.0
528;4000;50 jaar of ouder;3;2004;113.1;140.0
529;4000;50 jaar of ouder;3;2005;110.7;165.0
530;4000;50 jaar of ouder;3;2006;124.3;200.0
531;4000;50 jaar of ouder;3;2007;134.4;215.0
532;4000;50 jaar of ouder;3;2008;166.4;215.0
533;4000;50 jaar of ouder;3;2009;185.1;245.0
534;4000;50 jaar of ouder;3;2010;164.4;290.0
535;4000;50 jaar of ouder;3;2011;150.3;385.0
536;4000;50 jaar of ouder;3;2012;158.1;445.0
537;4000;50 jaar of ouder;3;2013;156.1;485.0
538;4000;50 jaar of ouder;3;2014;163.6;545.0
539;4000;50 jaar of ouder;3;2015;;
