ID;Geslacht;Leeftijd;Studierichting;Opleidingsvorm;Perioden;Ingeschrevenen_1;TotaalEerstejaars_2;DiplomaVwo_3;DiplomaHboBachelor_4;PropedeuseHbo_5;OverigeOpleiding_6;DoctoraalOfMaster_7;Bachelor_8;Gepromoveerden_9
225;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;1999/'00;0.0;;;;;;;;
226;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2000/'01;0.0;;;;;;;;
227;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2001/'02;0.0;;;;;;;;
228;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2002/'03;0.0;;;;;;;;
229;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2003/'04;1.0;;;;;;;;
230;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2004/'05;0.0;;;;;;;;
231;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2005/'06;5.0;;;;;;;;
232;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2006/'07;0.0;;;;;;;;
233;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2007/'08;0.0;;;;;;;;
234;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2008/'09;0.0;;;;;;;;
235;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2009/'10;0.0;;;;;;;;
236;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2010/'11;2.0;;;;;;;;
237;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2011/'12;1.0;;;;;;;;
238;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2012/'13;0.0;;;;;;;;
239;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Totaal opleidingsvorm;2013/'14;0.0;;;;;;;;
240;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1990/'91;0.0;;;;;;;;
241;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1991/'92;0.0;;;;;;;;
242;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1992/'93;0.0;;;;;;;;
243;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1993/'94;0.0;;;;;;;;
244;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1994/'95;0.0;;;;;;;;
245;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1995/'96;0.0;;;;;;;;
246;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1996/'97;0.0;;;;;;;;
247;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1997/'98;0.0;;;;;;;;
248;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1998/'99;1.0;;;;;;;;
249;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;1999/'00;0.0;;;;;;;;
250;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2000/'01;0.0;;;;;;;;
251;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2001/'02;0.0;;;;;;;;
252;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2002/'03;0.0;;;;;;;;
253;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2003/'04;1.0;;;;;;;;
254;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2004/'05;0.0;;;;;;;;
255;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2005/'06;5.0;;;;;;;;
256;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2006/'07;0.0;;;;;;;;
257;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2007/'08;0.0;;;;;;;;
258;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2008/'09;0.0;;;;;;;;
259;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2009/'10;0.0;;;;;;;;
260;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2010/'11;2.0;;;;;;;;
261;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2011/'12;1.0;;;;;;;;
262;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2012/'13;0.0;;;;;;;;
263;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Voltijdonderwijs;2013/'14;0.0;;;;;;;;
264;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1990/'91;;;;;;;;;
265;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1991/'92;;;;;;;;;
266;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1992/'93;;;;;;;;;
267;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1993/'94;;;;;;;;;
268;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1994/'95;;;;;;;;;
269;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1995/'96;;;;;;;;;
270;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1996/'97;;;;;;;;;
271;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1997/'98;;;;;;;;;
272;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1998/'99;;;;;;;;;
273;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;1999/'00;;;;;;;;;
274;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2000/'01;;;;;;;;;
275;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2001/'02;;;;;;;;;
276;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2002/'03;;;;;;;;;
277;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2003/'04;;;;;;;;;
278;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2004/'05;;;;;;;;;
279;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2005/'06;;;;;;;;;
280;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2006/'07;;;;;;;;;
281;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2007/'08;;;;;;;;;
282;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2008/'09;;;;;;;;;
283;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2009/'10;;;;;;;;;
284;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2010/'11;;;;;;;;;
285;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2011/'12;;;;;;;;;
286;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2012/'13;;;;;;;;;
287;Totaal mannen en vrouwen;17 jaar of jonger;Humanistiek;Deeltijdonderwijs;2013/'14;;;;;;;;;
288;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1990/'91;11.0;;;;;;;;
289;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1991/'92;8.0;;;;;;;;
290;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1992/'93;18.0;;;;;;;;
291;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1993/'94;15.0;;;;;;;;
292;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1994/'95;17.0;;;;;;;;
293;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1995/'96;13.0;;;;;;;;
294;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1996/'97;18.0;;;;;;;;
295;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1997/'98;11.0;;;;;;;;
296;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1998/'99;13.0;;;;;;;;
297;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;1999/'00;7.0;;;;;;;;
298;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2000/'01;9.0;;;;;;;;
299;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2001/'02;9.0;;;;;;;;
300;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2002/'03;9.0;;;;;;;;
301;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2003/'04;12.0;;;;;;;;
302;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2004/'05;16.0;;;;;;;;
303;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2005/'06;10.0;;;;;;;;
304;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2006/'07;4.0;;;;;;;;
305;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2007/'08;13.0;;;;;;;;
306;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2008/'09;9.0;;;;;;;;
307;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2009/'10;10.0;;;;;;;;
308;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2010/'11;5.0;;;;;;;;
309;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2011/'12;6.0;;;;;;;;
310;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2012/'13;6.0;;;;;;;;
311;Totaal mannen en vrouwen;18 jaar;Theologie;Totaal opleidingsvorm;2013/'14;8.0;;;;;;;;
312;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1990/'91;11.0;;;;;;;;
313;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1991/'92;8.0;;;;;;;;
314;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1992/'93;17.0;;;;;;;;
315;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1993/'94;15.0;;;;;;;;
316;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1994/'95;17.0;;;;;;;;
317;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1995/'96;13.0;;;;;;;;
318;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1996/'97;18.0;;;;;;;;
319;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1997/'98;11.0;;;;;;;;
320;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1998/'99;13.0;;;;;;;;
321;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;1999/'00;7.0;;;;;;;;
322;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2000/'01;9.0;;;;;;;;
323;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2001/'02;9.0;;;;;;;;
324;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2002/'03;9.0;;;;;;;;
325;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2003/'04;11.0;;;;;;;;
326;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2004/'05;16.0;;;;;;;;
327;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2005/'06;10.0;;;;;;;;
328;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2006/'07;4.0;;;;;;;;
329;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2007/'08;12.0;;;;;;;;
330;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2008/'09;9.0;;;;;;;;
331;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2009/'10;10.0;;;;;;;;
332;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2010/'11;5.0;;;;;;;;
333;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2011/'12;6.0;;;;;;;;
334;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2012/'13;6.0;;;;;;;;
335;Totaal mannen en vrouwen;18 jaar;Theologie;Voltijdonderwijs;2013/'14;8.0;;;;;;;;
336;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1990/'91;0.0;;;;;;;;
337;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1991/'92;0.0;;;;;;;;
338;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1992/'93;1.0;;;;;;;;
339;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1993/'94;0.0;;;;;;;;
340;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1994/'95;0.0;;;;;;;;
341;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1995/'96;0.0;;;;;;;;
342;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1996/'97;0.0;;;;;;;;
343;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1997/'98;0.0;;;;;;;;
344;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1998/'99;0.0;;;;;;;;
345;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;1999/'00;0.0;;;;;;;;
346;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2000/'01;0.0;;;;;;;;
347;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2001/'02;0.0;;;;;;;;
348;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2002/'03;0.0;;;;;;;;
349;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2003/'04;1.0;;;;;;;;
350;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2004/'05;0.0;;;;;;;;
351;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2005/'06;0.0;;;;;;;;
352;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2006/'07;0.0;;;;;;;;
353;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2007/'08;1.0;;;;;;;;
354;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2008/'09;0.0;;;;;;;;
355;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2009/'10;0.0;;;;;;;;
356;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2010/'11;0.0;;;;;;;;
357;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2011/'12;0.0;;;;;;;;
358;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2012/'13;0.0;;;;;;;;
359;Totaal mannen en vrouwen;18 jaar;Theologie;Deeltijdonderwijs;2013/'14;0.0;;;;;;;;
360;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1990/'91;1.0;;;;;;;;
361;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1991/'92;0.0;;;;;;;;
362;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1992/'93;1.0;;;;;;;;
363;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1993/'94;3.0;;;;;;;;
364;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1994/'95;1.0;;;;;;;;
365;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1995/'96;5.0;;;;;;;;
366;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1996/'97;3.0;;;;;;;;
367;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1997/'98;2.0;;;;;;;;
368;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1998/'99;6.0;;;;;;;;
369;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;1999/'00;12.0;;;;;;;;
370;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2000/'01;7.0;;;;;;;;
371;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2001/'02;8.0;;;;;;;;
372;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2002/'03;11.0;;;;;;;;
373;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2003/'04;6.0;;;;;;;;
374;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2004/'05;6.0;;;;;;;;
375;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2005/'06;41.0;;;;;;;;
376;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2006/'07;11.0;;;;;;;;
377;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2007/'08;9.0;;;;;;;;
378;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2008/'09;10.0;;;;;;;;
379;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2009/'10;12.0;;;;;;;;
380;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2010/'11;16.0;;;;;;;;
381;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2011/'12;19.0;;;;;;;;
382;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2012/'13;18.0;;;;;;;;
383;Totaal mannen en vrouwen;18 jaar;Humanistiek;Totaal opleidingsvorm;2013/'14;13.0;;;;;;;;
384;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1990/'91;1.0;;;;;;;;
385;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1991/'92;0.0;;;;;;;;
386;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1992/'93;1.0;;;;;;;;
387;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1993/'94;3.0;;;;;;;;
388;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1994/'95;1.0;;;;;;;;
389;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1995/'96;5.0;;;;;;;;
390;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1996/'97;3.0;;;;;;;;
391;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1997/'98;2.0;;;;;;;;
392;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1998/'99;6.0;;;;;;;;
393;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;1999/'00;12.0;;;;;;;;
394;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2000/'01;7.0;;;;;;;;
395;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2001/'02;8.0;;;;;;;;
396;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2002/'03;11.0;;;;;;;;
397;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2003/'04;6.0;;;;;;;;
398;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2004/'05;6.0;;;;;;;;
399;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2005/'06;41.0;;;;;;;;
400;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2006/'07;11.0;;;;;;;;
401;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2007/'08;9.0;;;;;;;;
402;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2008/'09;10.0;;;;;;;;
403;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2009/'10;12.0;;;;;;;;
404;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2010/'11;16.0;;;;;;;;
405;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2011/'12;19.0;;;;;;;;
406;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2012/'13;18.0;;;;;;;;
407;Totaal mannen en vrouwen;18 jaar;Humanistiek;Voltijdonderwijs;2013/'14;13.0;;;;;;;;
408;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1990/'91;;;;;;;;;
409;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1991/'92;;;;;;;;;
410;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1992/'93;;;;;;;;;
411;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1993/'94;;;;;;;;;
412;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1994/'95;;;;;;;;;
413;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1995/'96;;;;;;;;;
414;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1996/'97;;;;;;;;;
415;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1997/'98;;;;;;;;;
416;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1998/'99;;;;;;;;;
417;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;1999/'00;;;;;;;;;
418;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2000/'01;;;;;;;;;
419;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2001/'02;;;;;;;;;
420;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2002/'03;;;;;;;;;
421;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2003/'04;;;;;;;;;
422;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2004/'05;;;;;;;;;
423;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2005/'06;;;;;;;;;
424;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2006/'07;;;;;;;;;
425;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2007/'08;;;;;;;;;
426;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2008/'09;;;;;;;;;
427;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2009/'10;;;;;;;;;
428;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2010/'11;;;;;;;;;
429;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2011/'12;;;;;;;;;
430;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2012/'13;;;;;;;;;
431;Totaal mannen en vrouwen;18 jaar;Humanistiek;Deeltijdonderwijs;2013/'14;;;;;;;;;
432;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1990/'91;24.0;;;;;;;;
433;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1991/'92;19.0;;;;;;;;
434;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1992/'93;17.0;;;;;;;;
435;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1993/'94;21.0;;;;;;;;
436;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1994/'95;28.0;;;;;;;;
437;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1995/'96;17.0;;;;;;;;
438;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1996/'97;26.0;;;;;;;;
439;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1997/'98;25.0;;;;;;;;
440;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1998/'99;18.0;;;;;;;;
441;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;1999/'00;24.0;;;;;;;;
442;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2000/'01;15.0;;;;;;;;
443;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2001/'02;21.0;;;;;;;;
444;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2002/'03;17.0;;;;;;;;
445;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2003/'04;13.0;;;;;;;;
446;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2004/'05;22.0;;;;;;;;
447;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2005/'06;30.0;;;;;;;;
448;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2006/'07;8.0;;;;;;;;
449;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2007/'08;17.0;;;;;;;;
450;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2008/'09;17.0;;;;;;;;
451;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2009/'10;19.0;;;;;;;;
452;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2010/'11;20.0;;;;;;;;
453;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2011/'12;8.0;;;;;;;;
454;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2012/'13;12.0;;;;;;;;
455;Totaal mannen en vrouwen;19 jaar;Theologie;Totaal opleidingsvorm;2013/'14;14.0;;;;;;;;
456;Totaal mannen en vrouwen;19 jaar;Theologie;Voltijdonderwijs;1990/'91;24.0;;;;;;;;
457;Totaal mannen en vrouwen;19 jaar;Theologie;Voltijdonderwijs;1991/'92;19.0;;;;;;;;
458;Totaal mannen en vrouwen;19 jaar;Theologie;Voltijdonderwijs;1992/'93;16.0;;;;;;;;
459;Totaal mannen en vrouwen;19 jaar;Theologie;Voltijdonderwijs;1993/'94;21.0;;;;;;;;
460;Totaal mannen en vrouwen;19 jaar;Theologie;Voltijdonderwijs;1994/'95;28.0;;;;;;;;
