ID;SITCEnergy;Countries;Periods;ImportValue_1;ExportValue_2
546;Total SITC;Oceania;1958;41.0;129.0
547;Total SITC;Oceania;1959;42.0;149.0
548;Total SITC;Oceania;1960;37.0;153.0
549;Total SITC;Oceania;1961;37.0;164.0
550;Total SITC;Oceania;1962;30.0;156.0
551;Total SITC;Oceania;1963;32.0;171.0
552;Total SITC;Oceania;1964;42.0;205.0
553;Total SITC;Oceania;1965;44.0;225.0
554;Total SITC;Oceania;1966;37.0;215.0
555;Total SITC;Oceania;1967;46.0;267.0
556;Total SITC;Oceania;1968;50.0;295.0
557;Total SITC;Oceania;1969;82.0;321.0
558;Total SITC;Oceania;1970;81.0;403.0
559;Total SITC;Oceania;1971;71.0;435.0
560;Total SITC;Oceania;1972;66.0;410.0
561;Total SITC;Oceania;1973;97.0;515.0
562;Total SITC;Oceania;1974;117.0;1046.0
563;Total SITC;Oceania;1975;142.0;1134.0
564;Total SITC;Oceania;1976;177.0;1314.0
565;Total SITC;Oceania;1977;177.0;1376.0
566;Total SITC;Oceania;1978;187.0;1151.0
567;Total SITC;Oceania;1979;200.0;1232.0
568;Total SITC;Oceania;1980;223.0;1670.0
569;Total SITC;Oceania;1981;252.0;2082.0
570;Total SITC;Oceania;1982;298.0;1887.0
571;Total SITC;Oceania;1983;299.0;2066.0
572;Total SITC;Oceania;1984;435.0;2143.0
573;Total SITC;Oceania;1985;476.0;2237.0
574;Total SITC;Oceania;1986;438.0;1300.0
575;Total SITC;Oceania;1987;448.0;1188.0
576;Total SITC;Oceania;1988;414.0;1287.0
577;Total SITC;Oceania;1989;384.0;1293.0
578;Total SITC;Oceania;1990;446.0;1345.0
579;Total SITC;Oceania;1991;414.0;1314.0
580;Total SITC;Oceania;1992;435.0;1295.0
581;Total SITC;Oceania;1993;375.0;1493.0
582;Total SITC;Oceania;1994;428.0;1581.0
583;Total SITC;Oceania;1995;345.0;1432.0
584;Total SITC;Oceania;1996;325.0;572.0
585;Total SITC;Oceania;1997;361.0;718.0
586;Total SITC;Oceania;1998;519.0;716.0
587;Total SITC;Oceania;1999;576.0;731.0
588;Total SITC;Oceania;2000;902.0;844.0
589;Total SITC;Oceania;2001;1032.0;892.0
590;Total SITC;Oceania;2002;790.0;913.0
591;Total SITC;Oceania;2003;752.0;1004.0
592;Total SITC;Oceania;2004;716.0;1122.0
593;Total SITC;Oceania;2005;814.0;1234.0
594;Total SITC;Oceania;2006;902.0;1324.0
595;Total SITC;Oceania;2007;969.0;1413.0
596;Total SITC;Oceania;2008;1023.0;1696.0
597;Total SITC;Oceania;2009;910.0;1452.0
598;Total SITC;Oceania;2010;931.0;1640.0
599;Total SITC;Oceania;2011;1401.0;2096.0
600;Total SITC;Oceania;2012;1451.0;2619.0
601;Total SITC;Oceania;2013;1340.0;2644.0
602;Total SITC;Oceania;2014;1572.0;2566.0
603;Total SITC;Oceania;2015;1428.0;2662.0
604;Total SITC;Oceania;2016;1589.0;2814.0
605;Total SITC;Oceania;2017;2025.0;3341.0
606;Total SITC;Other;1917;;
607;Total SITC;Other;1918;;
608;Total SITC;Other;1919;;
609;Total SITC;Other;1920;;
610;Total SITC;Other;1921;;
611;Total SITC;Other;1922;;
612;Total SITC;Other;1923;;
613;Total SITC;Other;1924;;
614;Total SITC;Other;1925;;
615;Total SITC;Other;1926;;
616;Total SITC;Other;1927;;
617;Total SITC;Other;1928;;
618;Total SITC;Other;1929;;
619;Total SITC;Other;1930;;
620;Total SITC;Other;1931;;
621;Total SITC;Other;1932;;
622;Total SITC;Other;1933;;
623;Total SITC;Other;1934;;
624;Total SITC;Other;1935;;
625;Total SITC;Other;1936;;
626;Total SITC;Other;1937;;
627;Total SITC;Other;1938;;
628;Total SITC;Other;1939;;
629;Total SITC;Other;1940;;
630;Total SITC;Other;1941;;
631;Total SITC;Other;1942;;
632;Total SITC;Other;1943;;
633;Total SITC;Other;1944;;
634;Total SITC;Other;1945;;
635;Total SITC;Other;1946;;
636;Total SITC;Other;1947;;
637;Total SITC;Other;1948;;
638;Total SITC;Other;1949;;
639;Total SITC;Other;1950;;
640;Total SITC;Other;1951;;
641;Total SITC;Other;1952;;
642;Total SITC;Other;1953;;
643;Total SITC;Other;1954;;
644;Total SITC;Other;1955;;
645;Total SITC;Other;1956;;
646;Total SITC;Other;1957;;
647;Total SITC;Other;1958;;
648;Total SITC;Other;1959;;
649;Total SITC;Other;1960;;
650;Total SITC;Other;1961;;
651;Total SITC;Other;1962;;
652;Total SITC;Other;1963;;
653;Total SITC;Other;1964;;
654;Total SITC;Other;1965;;
655;Total SITC;Other;1966;;
656;Total SITC;Other;1967;;
657;Total SITC;Other;1968;;
658;Total SITC;Other;1969;;
659;Total SITC;Other;1970;;
660;Total SITC;Other;1971;;
661;Total SITC;Other;1972;;
662;Total SITC;Other;1973;;
663;Total SITC;Other;1974;;
664;Total SITC;Other;1975;;
665;Total SITC;Other;1976;;
666;Total SITC;Other;1977;;
667;Total SITC;Other;1978;;
668;Total SITC;Other;1979;;
669;Total SITC;Other;1980;;
670;Total SITC;Other;1981;;
671;Total SITC;Other;1982;;
672;Total SITC;Other;1983;;
673;Total SITC;Other;1984;;
674;Total SITC;Other;1985;;
675;Total SITC;Other;1986;;
676;Total SITC;Other;1987;;
677;Total SITC;Other;1988;;
678;Total SITC;Other;1989;;
679;Total SITC;Other;1990;;
680;Total SITC;Other;1991;;
681;Total SITC;Other;1992;;
682;Total SITC;Other;1993;;
683;Total SITC;Other;1994;;
684;Total SITC;Other;1995;;
685;Total SITC;Other;1996;31.0;961.0
686;Total SITC;Other;1997;22.0;1020.0
687;Total SITC;Other;1998;21.0;946.0
688;Total SITC;Other;1999;24.0;703.0
689;Total SITC;Other;2000;59.0;1063.0
690;Total SITC;Other;2001;70.0;1255.0
691;Total SITC;Other;2002;29.0;1200.0
692;Total SITC;Other;2003;24.0;1345.0
693;Total SITC;Other;2004;43.0;1471.0
694;Total SITC;Other;2005;16.0;1752.0
695;Total SITC;Other;2006;44.0;2193.0
696;Total SITC;Other;2007;79.0;2552.0
697;Total SITC;Other;2008;190.0;3373.0
698;Total SITC;Other;2009;212.0;2220.0
699;Total SITC;Other;2010;272.0;2906.0
700;Total SITC;Other;2011;273.0;2196.0
701;Total SITC;Other;2012;418.0;2633.0
702;Total SITC;Other;2013;509.0;5808.0
703;Total SITC;Other;2014;860.0;4795.0
704;Total SITC;Other;2015;1700.0;4788.0
705;Total SITC;Other;2016;1955.0;3971.0
706;Total SITC;Other;2017;2524.0;6187.0
707;Total SITC;Belgium;1917;;
708;Total SITC;Belgium;1918;;
709;Total SITC;Belgium;1919;;
710;Total SITC;Belgium;1920;;
711;Total SITC;Belgium;1921;;
712;Total SITC;Belgium;1922;;
713;Total SITC;Belgium;1923;;
714;Total SITC;Belgium;1924;;
715;Total SITC;Belgium;1925;;
716;Total SITC;Belgium;1926;;
717;Total SITC;Belgium;1927;;
718;Total SITC;Belgium;1928;;
719;Total SITC;Belgium;1929;;
720;Total SITC;Belgium;1930;;
721;Total SITC;Belgium;1931;;
722;Total SITC;Belgium;1932;;
723;Total SITC;Belgium;1933;;
724;Total SITC;Belgium;1934;;
725;Total SITC;Belgium;1935;;
726;Total SITC;Belgium;1936;;
727;Total SITC;Belgium;1937;;
728;Total SITC;Belgium;1938;;
729;Total SITC;Belgium;1939;;
730;Total SITC;Belgium;1940;;
731;Total SITC;Belgium;1941;;
732;Total SITC;Belgium;1942;;
733;Total SITC;Belgium;1943;;
734;Total SITC;Belgium;1944;;
735;Total SITC;Belgium;1945;;
736;Total SITC;Belgium;1946;;
737;Total SITC;Belgium;1947;;
738;Total SITC;Belgium;1948;;
739;Total SITC;Belgium;1949;;
740;Total SITC;Belgium;1950;;
741;Total SITC;Belgium;1951;;
742;Total SITC;Belgium;1952;;
743;Total SITC;Belgium;1953;;
744;Total SITC;Belgium;1954;;
745;Total SITC;Belgium;1955;;
746;Total SITC;Belgium;1956;;
747;Total SITC;Belgium;1957;;
748;Total SITC;Belgium;1958;;
749;Total SITC;Belgium;1959;;
750;Total SITC;Belgium;1960;;
751;Total SITC;Belgium;1961;;
752;Total SITC;Belgium;1962;;
753;Total SITC;Belgium;1963;;
754;Total SITC;Belgium;1964;;
755;Total SITC;Belgium;1965;;
756;Total SITC;Belgium;1966;;
757;Total SITC;Belgium;1967;;
758;Total SITC;Belgium;1968;;
759;Total SITC;Belgium;1969;;
760;Total SITC;Belgium;1970;;
761;Total SITC;Belgium;1971;;
762;Total SITC;Belgium;1972;;
763;Total SITC;Belgium;1973;;
764;Total SITC;Belgium;1974;;
765;Total SITC;Belgium;1975;;
766;Total SITC;Belgium;1976;;
767;Total SITC;Belgium;1977;;
768;Total SITC;Belgium;1978;;
769;Total SITC;Belgium;1979;;
770;Total SITC;Belgium;1980;;
771;Total SITC;Belgium;1981;;
772;Total SITC;Belgium;1982;;
773;Total SITC;Belgium;1983;;
774;Total SITC;Belgium;1984;;
775;Total SITC;Belgium;1985;;
776;Total SITC;Belgium;1986;;
777;Total SITC;Belgium;1987;;
778;Total SITC;Belgium;1988;;
779;Total SITC;Belgium;1989;;
780;Total SITC;Belgium;1990;;
781;Total SITC;Belgium;1991;;
782;Total SITC;Belgium;1992;;
783;Total SITC;Belgium;1993;;
784;Total SITC;Belgium;1994;;
785;Total SITC;Belgium;1995;;
786;Total SITC;Belgium;1996;;
787;Total SITC;Belgium;1997;;
788;Total SITC;Belgium;1998;;
789;Total SITC;Belgium;1999;;
790;Total SITC;Belgium;2000;19986.0;27304.0
791;Total SITC;Belgium;2001;20177.0;28502.0
792;Total SITC;Belgium;2002;22594.0;27482.0
793;Total SITC;Belgium;2003;23533.0;27442.0
794;Total SITC;Belgium;2004;24885.0;29425.0
795;Total SITC;Belgium;2005;26960.0;32899.0
796;Total SITC;Belgium;2006;30087.0;37109.0
797;Total SITC;Belgium;2007;32176.0;39010.0
798;Total SITC;Belgium;2008;33896.0;42967.0
799;Total SITC;Belgium;2009;27452.0;34620.0
800;Total SITC;Belgium;2010;31864.0;41265.0
801;Total SITC;Belgium;2011;36420.0;48678.0
802;Total SITC;Belgium;2012;37701.0;48518.0
803;Total SITC;Belgium;2013;37544.0;47831.0
804;Total SITC;Belgium;2014;37020.0;47512.0
805;Total SITC;Belgium;2015;37910.0;43914.0
806;Total SITC;Belgium;2016;37391.0;43563.0
807;Total SITC;Belgium;2017;42790.0;47414.0
808;Total SITC;China;1917;1.0;
809;Total SITC;China;1918;;
810;Total SITC;China;1919;11.0;1.0
811;Total SITC;China;1920;8.0;3.0
812;Total SITC;China;1921;5.0;1.0
813;Total SITC;China;1922;4.0;1.0
814;Total SITC;China;1923;6.0;2.0
815;Total SITC;China;1924;6.0;2.0
816;Total SITC;China;1925;5.0;3.0
817;Total SITC;China;1926;6.0;3.0
818;Total SITC;China;1927;6.0;3.0
819;Total SITC;China;1928;6.0;3.0
820;Total SITC;China;1929;6.0;4.0
821;Total SITC;China;1930;4.0;3.0
822;Total SITC;China;1931;4.0;3.0
823;Total SITC;China;1932;5.0;2.0
824;Total SITC;China;1933;5.0;1.0
825;Total SITC;China;1934;7.0;1.0
826;Total SITC;China;1935;4.0;
827;Total SITC;China;1936;4.0;1.0
828;Total SITC;China;1937;5.0;1.0
829;Total SITC;China;1938;2.0;
830;Total SITC;China;1939;2.0;
831;Total SITC;China;1940;1.0;
832;Total SITC;China;1941;;
833;Total SITC;China;1942;;
834;Total SITC;China;1943;;
835;Total SITC;China;1944;;
836;Total SITC;China;1945;;
837;Total SITC;China;1946;;1.0
838;Total SITC;China;1947;8.0;2.0
839;Total SITC;China;1948;3.0;1.0
840;Total SITC;China;1949;1.0;
841;Total SITC;China;1950;20.0;
842;Total SITC;China;1951;30.0;
843;Total SITC;China;1952;8.0;
844;Total SITC;China;1953;26.0;7.0
845;Total SITC;China;1954;11.0;2.0
846;Total SITC;China;1955;14.0;5.0
847;Total SITC;China;1956;20.0;10.0
848;Total SITC;China;1957;17.0;10.0
849;Total SITC;China;1958;29.0;20.0
850;Total SITC;China;1959;38.0;19.0
851;Total SITC;China;1960;37.0;12.0
852;Total SITC;China;1961;25.0;7.0
853;Total SITC;China;1962;23.0;6.0
854;Total SITC;China;1963;26.0;21.0
855;Total SITC;China;1964;33.0;10.0
856;Total SITC;China;1965;42.0;31.0
857;Total SITC;China;1966;49.0;26.0
858;Total SITC;China;1967;46.0;20.0
859;Total SITC;China;1968;44.0;48.0
860;Total SITC;China;1969;46.0;38.0
861;Total SITC;China;1970;44.0;36.0
862;Total SITC;China;1971;55.0;28.0
863;Total SITC;China;1972;66.0;15.0
864;Total SITC;China;1973;83.0;41.0
865;Total SITC;China;1974;118.0;75.0
866;Total SITC;China;1975;93.0;152.0
867;Total SITC;China;1976;107.0;48.0
868;Total SITC;China;1977;105.0;58.0
869;Total SITC;China;1978;123.0;129.0
870;Total SITC;China;1979;142.0;145.0
871;Total SITC;China;1980;237.0;133.0
872;Total SITC;China;1981;278.0;108.0
873;Total SITC;China;1982;233.0;80.0
874;Total SITC;China;1983;212.0;172.0
875;Total SITC;China;1984;244.0;263.0
876;Total SITC;China;1985;283.0;368.0
877;Total SITC;China;1986;298.0;233.0
878;Total SITC;China;1987;323.0;167.0
879;Total SITC;China;1988;419.0;240.0
880;Total SITC;China;1989;484.0;236.0
881;Total SITC;China;1990;604.0;160.0
882;Total SITC;China;1991;891.0;257.0
883;Total SITC;China;1992;798.0;354.0
884;Total SITC;China;1993;1156.0;590.0
885;Total SITC;China;1994;1478.0;544.0
886;Total SITC;China;1995;1628.0;598.0
887;Total SITC;China;1996;1965.0;592.0
888;Total SITC;China;1997;2681.0;745.0
889;Total SITC;China;1998;3396.0;675.0
890;Total SITC;China;1999;3697.0;752.0
891;Total SITC;China;2000;6917.0;1091.0
892;Total SITC;China;2001;8845.0;1219.0
893;Total SITC;China;2002;8929.0;1521.0
894;Total SITC;China;2003;10631.0;1625.0
895;Total SITC;China;2004;14532.0;2314.0
896;Total SITC;China;2005;19057.0;2557.0
897;Total SITC;China;2006;23007.0;3263.0
898;Total SITC;China;2007;26344.0;3620.0
899;Total SITC;China;2008;25000.0;3852.0
900;Total SITC;China;2009;21967.0;4589.0
901;Total SITC;China;2010;31001.0;5391.0
902;Total SITC;China;2011;30874.0;6696.0
903;Total SITC;China;2012;31906.0;7647.0
904;Total SITC;China;2013;31792.0;7711.0
905;Total SITC;China;2014;35398.0;7920.0
906;Total SITC;China;2015;32428.0;8527.0
907;Total SITC;China;2016;32524.0;9671.0
908;Total SITC;China;2017;36092.0;11518.0
909;Total SITC;France;1917;1.0;10.0
910;Total SITC;France;1918;1.0;5.0
911;Total SITC;France;1919;19.0;22.0
912;Total SITC;France;1920;36.0;28.0
913;Total SITC;France;1921;29.0;39.0
914;Total SITC;France;1922;26.0;52.0
915;Total SITC;France;1923;31.0;57.0
916;Total SITC;France;1924;45.0;51.0
917;Total SITC;France;1925;49.0;39.0
918;Total SITC;France;1926;51.0;38.0
919;Total SITC;France;1927;56.0;59.0
920;Total SITC;France;1928;55.0;56.0
921;Total SITC;France;1929;51.0;53.0
922;Total SITC;France;1930;49.0;62.0
923;Total SITC;France;1931;34.0;53.0
924;Total SITC;France;1932;25.0;39.0
925;Total SITC;France;1933;25.0;34.0
926;Total SITC;France;1934;21.0;27.0
927;Total SITC;France;1935;21.0;23.0
928;Total SITC;France;1936;20.0;27.0
929;Total SITC;France;1937;29.0;36.0
930;Total SITC;France;1938;31.0;29.0
931;Total SITC;France;1939;36.0;25.0
932;Total SITC;France;1940;12.0;9.0
933;Total SITC;France;1941;5.0;7.0
934;Total SITC;France;1942;8.0;12.0
935;Total SITC;France;1943;12.0;10.0
936;Total SITC;France;1944;;
937;Total SITC;France;1945;;
938;Total SITC;France;1946;44.0;26.0
939;Total SITC;France;1947;90.0;63.0
940;Total SITC;France;1948;111.0;100.0
941;Total SITC;France;1949;162.0;124.0
942;Total SITC;France;1950;168.0;110.0
943;Total SITC;France;1951;178.0;152.0
944;Total SITC;France;1952;130.0;159.0
945;Total SITC;France;1953;155.0;167.0
946;Total SITC;France;1954;176.0;171.0
947;Total SITC;France;1955;216.0;223.0
948;Total SITC;France;1956;214.0;270.0
949;Total SITC;France;1957;227.0;253.0
950;Total SITC;France;1958;171.0;266.0
951;Total SITC;France;1959;241.0;329.0
952;Total SITC;France;1960;299.0;409.0
953;Total SITC;France;1961;389.0;444.0
954;Total SITC;France;1962;412.0;500.0
955;Total SITC;France;1963;509.0;643.0
956;Total SITC;France;1964;620.0;846.0
957;Total SITC;France;1965;753.0;887.0
958;Total SITC;France;1966;792.0;992.0
959;Total SITC;France;1967;871.0;1100.0
960;Total SITC;France;1968;991.0;1443.0
961;Total SITC;France;1969;1404.0;1900.0
962;Total SITC;France;1970;1654.0;1929.0
963;Total SITC;France;1971;1852.0;2282.0
964;Total SITC;France;1972;2003.0;2558.0
965;Total SITC;France;1973;2440.0;3069.0
966;Total SITC;France;1974;2890.0;3945.0
967;Total SITC;France;1975;3074.0;4142.0
968;Total SITC;France;1976;3329.0;5116.0
969;Total SITC;France;1977;3565.0;5106.0
970;Total SITC;France;1978;3922.0;5259.0
971;Total SITC;France;1979;4463.0;6156.0
972;Total SITC;France;1980;4643.0;7038.0
973;Total SITC;France;1981;4781.0;8105.0
974;Total SITC;France;1982;4932.0;8342.0
975;Total SITC;France;1983;5300.0;8637.0
976;Total SITC;France;1984;5880.0;9912.0
977;Total SITC;France;1985;6561.0;10624.0
978;Total SITC;France;1986;6044.0;9645.0
979;Total SITC;France;1987;6104.0;9271.0
980;Total SITC;France;1988;6541.0;9956.0
981;Total SITC;France;1989;7630.0;11336.0
982;Total SITC;France;1990;8036.0;12134.0
983;Total SITC;France;1991;8119.0;12040.0
984;Total SITC;France;1992;8473.0;11797.0
985;Total SITC;France;1993;8053.0;12400.0
986;Total SITC;France;1994;8818.0;13999.0
987;Total SITC;France;1995;9529.0;15991.0
988;Total SITC;France;1996;9934.0;16491.0
989;Total SITC;France;1997;11179.0;17789.0
990;Total SITC;France;1998;11681.0;19424.0
991;Total SITC;France;1999;11565.0;20306.0
992;Total SITC;France;2000;12312.0;24503.0
993;Total SITC;France;2001;12617.0;24944.0
994;Total SITC;France;2002;11838.0;23399.0
995;Total SITC;France;2003;11371.0;23459.0
996;Total SITC;France;2004;12390.0;24681.0
997;Total SITC;France;2005;12808.0;25734.0
998;Total SITC;France;2006;14266.0;27978.0
999;Total SITC;France;2007;14931.0;30218.0
1000;Total SITC;France;2008;16885.0;32376.0
1001;Total SITC;France;2009;13591.0;27484.0
1002;Total SITC;France;2010;14438.0;32489.0
1003;Total SITC;France;2011;16785.0;36245.0
1004;Total SITC;France;2012;17425.0;36247.0
1005;Total SITC;France;2013;17161.0;35937.0
1006;Total SITC;France;2014;17292.0;35494.0
1007;Total SITC;France;2015;16300.0;33123.0
1008;Total SITC;France;2016;14948.0;34313.0
1009;Total SITC;France;2017;16197.0;37466.0
1010;Total SITC;Germany;1917;112.0;144.0
1011;Total SITC;Germany;1918;146.0;70.0
1012;Total SITC;Germany;1919;406.0;262.0
1013;Total SITC;Germany;1920;410.0;191.0
1014;Total SITC;Germany;1921;285.0;115.0
1015;Total SITC;Germany;1922;276.0;76.0
1016;Total SITC;Germany;1923;225.0;85.0
1017;Total SITC;Germany;1924;262.0;213.0
1018;Total SITC;Germany;1925;270.0;213.0
1019;Total SITC;Germany;1926;303.0;173.0
1020;Total SITC;Germany;1927;297.0;211.0
1021;Total SITC;Germany;1928;331.0;212.0
1022;Total SITC;Germany;1929;382.0;207.0
1023;Total SITC;Germany;1930;349.0;163.0
1024;Total SITC;Germany;1931;281.0;114.0
1025;Total SITC;Germany;1932;182.0;81.0
1026;Total SITC;Germany;1933;180.0;73.0
1027;Total SITC;Germany;1934;142.0;82.0
1028;Total SITC;Germany;1935;113.0;59.0
1029;Total SITC;Germany;1936;112.0;54.0
1030;Total SITC;Germany;1937;153.0;81.0
1031;Total SITC;Germany;1938;141.0;71.0
1032;Total SITC;Germany;1939;167.0;63.0
1033;Total SITC;Germany;1940;147.0;141.0
1034;Total SITC;Germany;1941;235.0;228.0
1035;Total SITC;Germany;1942;148.0;220.0
1036;Total SITC;Germany;1943;129.0;243.0
1037;Total SITC;Germany;1944;;
1038;Total SITC;Germany;1945;;
1039;Total SITC;Germany;1946;25.0;24.0
1040;Total SITC;Germany;1947;44.0;26.0
1041;Total SITC;Germany;1948;121.0;73.0
1042;Total SITC;Germany;1949;164.0;187.0
1043;Total SITC;Germany;1950;436.0;503.0
1044;Total SITC;Germany;1951;547.0;467.0
1045;Total SITC;Germany;1952;537.0;507.0
1046;Total SITC;Germany;1953;654.0;522.0
1047;Total SITC;Germany;1954;831.0;662.0
1048;Total SITC;Germany;1955;978.0;796.0
1049;Total SITC;Germany;1956;1156.0;898.0
1050;Total SITC;Germany;1957;1317.0;994.0
1051;Total SITC;Germany;1958;1221.0;1060.0
1052;Total SITC;Germany;1959;1406.0;1345.0
1053;Total SITC;Germany;1960;1684.0;1566.0
1054;Total SITC;Germany;1961;1957.0;1647.0
1055;Total SITC;Germany;1962;2028.0;1826.0
1056;Total SITC;Germany;1963;2380.0;2109.0
1057;Total SITC;Germany;1964;2813.0;2569.0
1058;Total SITC;Germany;1965;2901.0;2100.0
1059;Total SITC;Germany;1966;3272.0;2984.0
1060;Total SITC;Germany;1967;3480.0;3124.0
1061;Total SITC;Germany;1968;4028.0;3809.0
1062;Total SITC;Germany;1969;4822.0;4864.0
1063;Total SITC;Germany;1970;5974.0;6295.0
1064;Total SITC;Germany;1971;6528.0;7459.0
1065;Total SITC;Germany;1972;6816.0;8292.0
1066;Total SITC;Germany;1973;8414.0;9898.0
1067;Total SITC;Germany;1974;10542.0;12032.0
1068;Total SITC;Germany;1975;10144.0;12225.0
1069;Total SITC;Germany;1976;11425.0;14867.0
1070;Total SITC;Germany;1977;12444.0;15015.0
1071;Total SITC;Germany;1978;13179.0;15131.0
1072;Total SITC;Germany;1979;14830.0;17670.0
1073;Total SITC;Germany;1980;15404.0;19968.0
1074;Total SITC;Germany;1981;15974.0;22813.0
1075;Total SITC;Germany;1982;16767.0;23663.0
1076;Total SITC;Germany;1983;17591.0;25455.0
1077;Total SITC;Germany;1984;19834.0;28369.0
1078;Total SITC;Germany;1985;21929.0;30714.0
1079;Total SITC;Germany;1986;22184.0;25270.0
1080;Total SITC;Germany;1987;22274.0;23336.0
1081;Total SITC;Germany;1988;23449.0;24132.0
1082;Total SITC;Germany;1989;25821.0;26853.0
1083;Total SITC;Germany;1990;26717.0;29964.0
1084;Total SITC;Germany;1991;27458.0;33215.0
1085;Total SITC;Germany;1992;27056.0;32172.0
