ID;Persoonskenmerken;Perioden;Totaal_1;Totaal_2;k_1Tot12UurPerWeek_3;k_12Tot20UurPerWeek_4;k_20Tot28UurPerWeek_5;k_28Tot35UurPerWeek_6;k_35UurOfMeerPerWeek_7;GemiddeldAantalGewerkteUren_8;Totaal_9;k_1Tot12UurPerWeek_10;k_12Tot20UurPerWeek_11;k_20Tot28UurPerWeek_12;k_28Tot35UurPerWeek_13;k_35UurOfMeerPerWeek_14;Onbekend_15;GemiddeldeAantalThuiswerkuren_16;k_1Tot20ProcentVanGewerkteUren_17;k_20Tot40ProcentVanGewerkteUren_18;k_40Tot60ProcentVanGewerkteUren_19;k_60Tot80ProcentVanGewerkteUren_20;k_80TotEnMet100ProcentVanGewerkte_21;Onbekend_22;GemiddeldeThuiswerkpercentage_23;NietThuisgewerkt_24;Onbekend_25;NietGewerkt_26;GemiddelAantalGewerkteUren_27;GemiddeldeAantalThuiswerkuren_28;GemiddeldeThuiswerkpercentage_29
27;Geslacht: vrouwen;2023 2e kwartaal;4586;3995;535;591;1021;890;958;25.8;1623;899;317;228;90;69;19;12.8;413;398;283;196;314;19;45.8;2301;52;591;22.5;4.5;19.8
28;Geslacht: vrouwen;2023 3e kwartaal;4595;3517;422;441;817;814;1022;27.1;1430;713;306;216;100;79;17;14.3;304;338;276;173;322;17;48.9;2038;31;1078;20.8;4.4;21.2
29;Geslacht: vrouwen;2023 4e kwartaal;4623;3952;526;539;901;898;1088;26.5;1602;870;317;214;97;71;33;13.0;380;399;301;173;316;33;45.6;2259;37;672;22.7;4.4;19.4
30;Geslacht: vrouwen;2023;4592;3868;502;523;920;883;1040;26.5;1595;842;327;225;101;76;25;13.4;374;386;291;197;321;25;46.7;2208;36;724;22.3;4.6;20.5
31;Geslacht: vrouwen;2024 1e kwartaal;4608;4019;531;539;950;936;1063;26.3;1611;793;346;227;98;93;54;14.0;362;390;297;183;326;54;46.8;2333;41;588;23.0;4.7;20.6
32;Geslacht: vrouwen;2024 2e kwartaal;4645;4001;522;554;996;902;1027;26.2;1584;831;348;195;97;78;35;13.3;386;386;281;181;316;35;46.4;2350;33;644;22.6;4.4;19.6
33;Geslacht: vrouwen;2024 3e kwartaal;4627;3531;421;447;832;844;987;27.0;1416;688;305;209;105;69;39;14.4;297;337;274;164;305;39;48.3;2044;40;1097;20.6;4.3;20.8
34;Geslacht: vrouwen;2024 4e kwartaal;4640;3996;547;549;921;915;1063;26.3;1688;878;380;210;85;96;39;13.7;383;420;315;196;335;39;46.7;2246;41;645;22.7;4.9;21.4
35;Geslacht: vrouwen;2024;4630;3887;506;522;925;899;1035;26.5;1575;798;345;210;96;84;42;13.8;357;383;292;181;320;42;47.0;2243;39;743;22.2;4.6;20.6
36;Leeftijd: 15 tot 25 jaar;2022 3e kwartaal;1630;1248;386;230;174;166;292;21.8;145;88;28;18;3;7;2;;31;54;21;8;28;2;;1085;11;382;16.7;;
37;Leeftijd: 15 tot 25 jaar;2022 4e kwartaal;1648;1407;526;266;154;158;303;20.2;197;119;41;27;4;5;1;12.0;28;55;44;22;47;1;50.2;1218;10;241;17.2;1.4;8.3
38;Leeftijd: 15 tot 25 jaar;2023 1e kwartaal;1633;1381;532;238;147;164;300;20.1;219;109;39;28;17;19;6;14.5;48;40;37;29;59;6;51.9;1124;9;252;17.0;1.9;11.1
39;Leeftijd: 15 tot 25 jaar;2023 2e kwartaal;1669;1449;513;266;207;191;272;20.2;232;147;32;30;11;4;6;11.0;52;56;34;25;57;6;48.9;1199;22;220;17.6;1.5;8.5
40;Leeftijd: 15 tot 25 jaar;2023 3e kwartaal;1667;1291;390;227;193;165;316;22.2;159;100;26;20;7;3;3;;30;35;28;12;51;3;;1098;7;376;17.2;;
41;Leeftijd: 15 tot 25 jaar;2023 4e kwartaal;1668;1418;520;259;174;161;304;20.3;198;113;37;32;3;7;7;11.6;32;54;43;25;37;7;47.9;1189;22;250;17.3;1.3;7.7
42;Leeftijd: 15 tot 25 jaar;2023;1659;1385;489;247;180;170;298;20.7;202;117;33;28;10;8;6;12.2;41;46;35;23;51;6;50.3;1152;15;274;17.3;1.4;8.3
43;Leeftijd: 15 tot 25 jaar;2024 1e kwartaal;1640;1381;532;243;169;165;271;19.8;171;97;24;21;11;12;6;13.6;42;34;25;15;50;6;50.4;1174;21;259;16.7;1.4;8.2
44;Leeftijd: 15 tot 25 jaar;2024 2e kwartaal;1670;1434;503;267;187;184;293;20.6;151;95;31;12;3;7;4;;37;36;27;13;33;4;;1257;14;236;17.7;;
45;Leeftijd: 15 tot 25 jaar;2024 3e kwartaal;1646;1242;374;217;192;172;287;22.1;142;68;35;27;6;2;3;;29;32;27;17;33;3;;1071;16;404;16.7;;
46;Leeftijd: 15 tot 25 jaar;2024 4e kwartaal;1657;1420;530;254;182;167;288;20.0;176;105;37;14;3;10;7;11.8;35;42;31;16;45;7;50.4;1225;9;237;17.2;1.2;7.0
47;Leeftijd: 15 tot 25 jaar;2024;1653;1369;485;245;183;172;285;20.6;160;91;32;19;6;8;5;12.3;35;36;27;15;40;5;48.8;1182;15;284;17.1;1.2;6.8
48;Leeftijd: 25 tot 35 jaar;2022 3e kwartaal;1995;1583;63;109;181;310;919;34.3;694;260;175;117;86;46;10;17.3;107;150;147;108;172;10;51.9;876;5;413;27.2;5.9;21.8
49;Leeftijd: 25 tot 35 jaar;2022 4e kwartaal;2007;1750;77;121;267;342;943;33.6;804;342;168;151;83;54;6;16.2;147;160;190;111;189;6;50.2;906;6;257;29.3;6.4;22.0
50;Leeftijd: 25 tot 35 jaar;2023 1e kwartaal;2014;1790;77;121;264;351;977;33.8;894;410;179;180;66;46;12;15.0;212;207;173;157;133;12;44.1;903;8;224;30.0;6.6;21.8
51;Leeftijd: 25 tot 35 jaar;2023 2e kwartaal;2024;1807;82;129;305;421;870;32.8;776;385;192;101;58;39;1;14.1;180;202;169;84;141;1;44.5;986;2;217;29.3;5.4;18.4
52;Leeftijd: 25 tot 35 jaar;2023 3e kwartaal;2032;1635;67;97;210;330;931;34.2;714;323;159;136;47;46;3;15.4;153;170;147;111;130;3;46.1;891;7;397;27.5;5.4;19.5
53;Leeftijd: 25 tot 35 jaar;2023 4e kwartaal;2053;1770;90;120;256;348;955;33.5;832;412;163;148;54;47;8;14.8;182;213;154;129;147;8;45.1;919;11;283;28.9;5.9;20.5
54;Leeftijd: 25 tot 35 jaar;2023;2031;1751;79;117;259;363;933;33.6;804;383;173;141;56;44;6;14.8;182;198;161;120;138;6;44.9;925;7;280;28.9;5.8;20.1
55;Leeftijd: 25 tot 35 jaar;2024 1e kwartaal;2050;1812;84;118;246;397;967;33.5;784;340;187;127;59;42;28;15.5;149;195;178;102;132;28;45.5;991;28;238;29.6;5.7;19.3
56;Leeftijd: 25 tot 35 jaar;2024 2e kwartaal;2065;1841;88;129;279;409;936;33.1;814;402;205;95;67;32;14;14.1;178;236;153;103;129;14;42.9;1002;24;224;29.5;5.4;18.5
57;Leeftijd: 25 tot 35 jaar;2024 3e kwartaal;2063;1649;69;102;227;331;920;33.8;746;334;196;109;52;41;15;15.0;137;193;167;106;129;15;46.0;864;16;414;27.0;5.3;19.6
58;Leeftijd: 25 tot 35 jaar;2024 4e kwartaal;2077;1806;83;139;255;351;978;33.4;814;392;185;126;49;50;11;14.7;170;245;156;110;121;11;42.8;971;11;271;29.0;5.7;19.6
59;Leeftijd: 25 tot 35 jaar;2024;2064;1777;81;122;252;372;950;33.4;790;367;193;114;57;41;17;14.8;158;217;164;105;128;17;44.3;957;20;287;28.8;5.5;19.2
60;Leeftijd: 35 tot 45 jaar;2022 3e kwartaal;1855;1455;58;92;223;318;763;34.0;736;295;188;111;66;67;9;16.7;143;165;160;91;169;9;49.4;709;5;400;26.6;6.6;24.6
61;Leeftijd: 35 tot 45 jaar;2022 4e kwartaal;1886;1681;74;113;276;357;861;33.5;911;388;182;167;87;75;13;16.3;207;173;188;150;181;13;47.8;773;3;205;29.9;7.8;26.0
62;Leeftijd: 35 tot 45 jaar;2023 1e kwartaal;1890;1721;71;112;287;362;888;33.5;930;454;213;136;73;41;14;14.2;239;230;176;135;137;14;42.4;779;10;169;30.5;6.9;22.7
63;Leeftijd: 35 tot 45 jaar;2023 2e kwartaal;1894;1709;69;140;341;401;759;32.4;878;430;171;139;76;56;6;14.8;233;206;163;124;147;6;43.7;840;19;185;29.2;6.8;23.3
64;Leeftijd: 35 tot 45 jaar;2023 3e kwartaal;1893;1465;63;102;233;303;763;33.4;714;335;158;116;57;40;8;15.2;148;191;137;111;119;8;45.6;701;14;429;25.9;5.7;21.9
65;Leeftijd: 35 tot 45 jaar;2023 4e kwartaal;1906;1679;72;123;273;365;846;33.3;860;442;180;118;53;53;14;14.3;216;226;173;96;135;14;42.4;788;6;226;29.3;6.3;21.6
66;Leeftijd: 35 tot 45 jaar;2023;1896;1644;69;119;284;358;814;33.1;846;415;180;127;65;47;11;14.6;209;213;162;117;134;11;43.4;777;12;252;28.7;6.4;22.4
67;Leeftijd: 35 tot 45 jaar;2024 1e kwartaal;1904;1712;72;129;289;372;850;32.9;837;426;171;112;63;43;21;14.0;219;216;155;91;134;21;42.6;872;10;192;29.6;6.0;20.3
68;Leeftijd: 35 tot 45 jaar;2024 2e kwartaal;1910;1696;70;133;319;372;802;32.8;869;446;179;122;50;51;21;13.9;235;207;168;104;133;21;42.3;809;15;214;29.1;6.2;21.1
69;Leeftijd: 35 tot 45 jaar;2024 3e kwartaal;1926;1493;64;106;230;320;773;33.4;733;339;155;101;69;58;12;15.5;180;153;146;93;150;12;46.6;727;25;433;25.9;5.8;22.5
70;Leeftijd: 35 tot 45 jaar;2024 4e kwartaal;1923;1702;79;134;284;364;840;32.8;928;449;210;143;58;48;21;14.3;236;213;200;118;141;21;43.3;769;17;222;29.0;6.8;23.3
71;Leeftijd: 35 tot 45 jaar;2024;1916;1651;71;126;280;357;817;33.0;842;415;179;119;60;50;19;14.4;217;197;167;101;140;19;43.6;794;17;265;28.4;6.2;21.8
72;Leeftijd: 45 tot 55 jaar;2022 3e kwartaal;2006;1578;67;112;236;298;865;34.2;779;325;161;130;61;95;7;17.0;175;140;171;95;191;7;50.2;756;11;428;26.9;6.6;24.4
73;Leeftijd: 45 tot 55 jaar;2022 4e kwartaal;1999;1782;76;138;277;339;952;33.9;898;403;196;124;66;93;16;16.0;224;185;184;111;178;16;46.1;871;15;216;30.2;7.1;23.4
74;Leeftijd: 45 tot 55 jaar;2023 1e kwartaal;1995;1822;83;132;284;353;969;33.7;893;459;176;125;74;53;7;14.4;240;211;163;116;157;7;44.0;908;7;174;30.7;6.4;20.8
75;Leeftijd: 45 tot 55 jaar;2023 2e kwartaal;1971;1786;79;141;351;386;829;32.7;890;466;187;135;46;47;10;13.5;233;233;170;97;148;10;43.2;876;15;185;29.7;6.0;20.3
76;Leeftijd: 45 tot 55 jaar;2023 3e kwartaal;1970;1520;72;102;223;294;829;33.9;766;336;154;123;62;79;11;16.6;163;157;158;81;196;11;50.3;734;19;450;26.2;6.4;24.3
77;Leeftijd: 45 tot 55 jaar;2023 4e kwartaal;1966;1742;82;139;277;340;904;33.4;850;408;177;123;73;50;19;14.8;213;196;168;88;166;19;45.2;874;12;224;29.6;6.3;21.1
78;Leeftijd: 45 tot 55 jaar;2023;1976;1718;79;129;284;343;883;33.4;850;417;174;127;64;58;12;14.8;212;199;164;96;167;12;45.5;848;13;258;29.0;6.3;21.5
79;Leeftijd: 45 tot 55 jaar;2024 1e kwartaal;1951;1760;81;129;282;369;899;33.3;890;410;187;145;57;67;23;15.3;221;205;171;107;163;23;45.2;863;17;191;30.0;6.8;22.6
80;Leeftijd: 45 tot 55 jaar;2024 2e kwartaal;1939;1734;82;126;289;377;859;33.2;821;399;173;112;53;73;12;15.2;206;196;141;101;165;12;45.8;874;17;205;29.7;6.3;21.3
81;Leeftijd: 45 tot 55 jaar;2024 3e kwartaal;1923;1512;69;96;230;311;806;33.7;704;322;142;118;64;46;12;15.3;179;144;149;87;133;12;45.1;809;8;411;26.5;5.5;20.8
82;Leeftijd: 45 tot 55 jaar;2024 4e kwartaal;1918;1705;82;131;271;344;877;33.5;874;434;199;114;47;59;21;14.4;233;208;177;74;161;21;43.6;803;20;213;29.7;6.4;21.6
83;Leeftijd: 45 tot 55 jaar;2024;1933;1678;78;121;268;350;860;33.4;822;391;175;122;55;61;17;15.0;210;188;159;92;155;17;44.9;837;16;255;29.0;6.3;21.6
84;Leeftijd: 55 tot 65 jaar;2022 3e kwartaal;1770;1405;82;122;258;283;661;32.3;578;249;116;93;52;60;7;17.0;112;128;105;80;145;7;51.4;797;10;364;25.7;5.5;21.3
85;Leeftijd: 55 tot 65 jaar;2022 4e kwartaal;1791;1572;99;149;293;308;724;31.9;772;369;142;122;59;67;14;15.7;197;164;124;114;160;14;47.1;770;9;219;28.0;6.7;23.8
86;Leeftijd: 55 tot 65 jaar;2023 1e kwartaal;1803;1621;103;150;281;327;760;31.9;734;316;159;126;55;66;12;16.2;158;157;139;99;170;12;49.5;870;3;182;28.7;6.5;22.6
87;Leeftijd: 55 tot 65 jaar;2023 2e kwartaal;1825;1596;104;171;329;332;660;31.0;656;313;129;116;44;46;10;15.0;142;154;120;88;143;10;48.5;910;19;230;27.1;5.3;19.7
88;Leeftijd: 55 tot 65 jaar;2023 3e kwartaal;1840;1453;86;126;270;287;684;32.3;638;297;129;98;48;57;9;15.9;146;139;118;75;152;9;48.7;836;9;387;25.5;5.4;21.3
89;Leeftijd: 55 tot 65 jaar;2023 4e kwartaal;1834;1598;101;149;297;310;742;31.9;681;354;117;90;49;56;15;14.8;197;144;107;68;150;15;45.2;895;8;235;27.9;5.4;19.3
90;Leeftijd: 55 tot 65 jaar;2023;1825;1567;98;149;294;314;712;31.8;677;320;133;108;49;56;11;15.5;161;148;121;83;154;11;48.0;878;10;258;27.3;5.7;20.7
91;Leeftijd: 55 tot 65 jaar;2024 1e kwartaal;1840;1645;96;158;299;332;761;31.9;716;327;141;103;59;66;21;15.8;147;170;127;92;159;21;48.2;915;15;195;28.5;6.0;20.9
92;Leeftijd: 55 tot 65 jaar;2024 2e kwartaal;1843;1598;94;147;319;335;704;31.7;664;308;139;103;57;44;13;15.5;158;155;117;74;147;13;47.5;904;12;245;27.5;5.5;19.9
93;Leeftijd: 55 tot 65 jaar;2024 3e kwartaal;1856;1456;89;131;258;297;682;32.1;624;279;118;106;51;52;19;16.4;142;133;103;68;160;19;49.7;795;10;400;25.2;5.3;21.2
94;Leeftijd: 55 tot 65 jaar;2024 4e kwartaal;1850;1617;108;163;288;330;728;31.6;684;312;160;92;51;56;15;15.3;156;154;129;91;140;15;47.0;897;11;233;27.6;5.6;20.1
95;Leeftijd: 55 tot 65 jaar;2024;1847;1579;97;149;291;323;719;31.8;672;307;139;101;54;54;17;15.7;151;153;119;81;151;17;48.1;878;12;268;27.2;5.6;20.5
96;Leeftijd: 65 tot 75 jaar;2022 3e kwartaal;317;232;56;40;48;26;62;23.8;112;47;17;22;3;16;7;;11;12;13;15;53;7;;137;3;85;17.5;;
97;Leeftijd: 65 tot 75 jaar;2022 4e kwartaal;333;277;71;49;48;39;70;23.3;120;61;12;14;15;11;6;;19;17;10;9;59;6;;154;2;56;19.4;;
98;Leeftijd: 65 tot 75 jaar;2023 1e kwartaal;333;279;72;49;48;38;72;23.3;112;61;18;13;8;12;1;;15;17;17;7;55;1;;147;2;54;19.6;;
99;Leeftijd: 65 tot 75 jaar;2023 2e kwartaal;347;277;75;47;51;40;63;23.1;102;69;10;13;6;4;0;;22;23;11;7;39;0;;150;6;71;18.4;;
100;Leeftijd: 65 tot 75 jaar;2023 3e kwartaal;350;255;68;42;45;33;66;23.2;99;60;8;12;7;9;4;;16;27;10;9;34;4;;132;2;95;16.9;;
101;Leeftijd: 65 tot 75 jaar;2023 4e kwartaal;370;298;71;53;55;40;79;23.9;119;54;20;16;7;16;5;;22;16;21;13;43;5;;178;1;71;19.3;;
102;Leeftijd: 65 tot 75 jaar;2023;350;277;72;48;50;38;70;23.4;108;61;14;14;7;10;2;14.7;19;21;15;9;43;2;59.4;152;3;73;18.5;4.4;23.9
103;Leeftijd: 65 tot 75 jaar;2024 1e kwartaal;382;309;76;56;57;41;79;23.4;131;67;15;28;7;11;3;;21;21;16;19;51;3;;160;6;73;19.0;;
104;Leeftijd: 65 tot 75 jaar;2024 2e kwartaal;395;312;79;52;60;41;79;23.6;153;75;27;23;10;12;6;;22;25;17;25;59;6;;147;4;84;18.6;;
105;Leeftijd: 65 tot 75 jaar;2024 3e kwartaal;378;279;74;44;49;34;77;24.1;127;72;20;11;10;11;3;;28;19;16;13;48;3;;133;2;100;17.7;;
106;Leeftijd: 65 tot 75 jaar;2024 4e kwartaal;384;300;76;48;54;44;78;24.0;114;69;18;12;4;6;5;;24;18;7;13;46;5;;166;5;84;18.8;;
107;Leeftijd: 65 tot 75 jaar;2024;385;300;76;50;55;40;78;23.8;131;71;20;18;8;10;4;14.2;24;21;14;18;51;4;60.8;151;4;85;18.5;4.7;25.3
108;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;1822;1408;282;179;213;196;538;27.3;182;94;29;24;14;19;2;14.9;56;24;31;12;57;2;49.6;1190;20;414;21.1;1.5;7.0
109;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;1865;1604;356;211;232;227;578;26.5;270;137;26;35;21;44;7;17.0;83;38;24;24;94;7;51.7;1337;18;261;22.8;2.4;10.5
110;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;1936;1689;391;207;230;230;630;26.5;282;134;53;33;22;31;9;16.8;70;50;39;31;82;9;50.8;1361;15;246;23.1;2.4;10.2
111;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;1994;1752;381;226;277;261;607;26.5;251;134;32;34;23;24;4;15.3;81;35;34;24;72;4;48.9;1441;38;243;23.3;1.9;8.1
112;1 Basisonderwijs, vmbo, mbo1;2023 3e kwartaal;1972;1531;287;193;224;209;619;28.0;230;110;37;28;24;26;5;16.4;47;47;26;21;84;5;55.5;1255;22;441;21.7;1.9;8.6
113;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;1983;1686;373;208;242;225;639;26.8;253;133;25;33;18;37;8;16.6;83;41;20;19;82;8;49.4;1433;22;297;22.8;2.1;9.0
114;1 Basisonderwijs, vmbo, mbo1;2023;1971;1665;358;208;243;231;624;26.9;254;127;37;32;21;29;7;16.3;70;43;30;24;80;7;51.0;1372;24;306;22.7;2.0;9.0
115;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;2005;1737;391;222;241;251;631;26.3;273;149;32;26;20;27;20;14.9;78;57;34;18;68;20;46.3;1421;36;268;22.8;1.9;8.3
116;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;2007;1730;376;227;265;248;614;26.5;223;108;38;25;14;21;16;15.7;49;43;32;22;62;16;51.3;1449;23;277;22.8;1.6;7.1
117;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;1932;1499;272;182;227;219;600;27.9;220;116;20;34;19;20;11;15.5;64;40;20;29;56;11;47.3;1252;27;433;21.7;1.7;7.8
118;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;1943;1675;378;205;246;230;615;26.5;257;125;48;27;20;21;14;15.2;69;51;35;20;68;14;48.0;1380;31;268;22.9;1.9;8.3
119;1 Basisonderwijs, vmbo, mbo1;2024;1972;1660;354;209;245;237;615;26.8;243;124;35;28;18;22;15;15.3;65;48;30;22;63;15;48.1;1375;29;312;22.5;1.8;7.9
120;2 Havo, vwo, mbo2-4;2022 3e kwartaal;3701;2923;277;316;497;546;1287;31.0;867;404;163;119;83;87;12;16.6;206;180;141;97;231;12;49.7;2022;15;778;24.5;3.8;15.7
121;2 Havo, vwo, mbo2-4;2022 4e kwartaal;3713;3260;368;370;571;588;1363;30.1;1057;514;171;154;88;109;22;16.2;275;188;166;129;277;22;49.4;2165;18;452;26.4;4.5;17.1
122;2 Havo, vwo, mbo2-4;2023 1e kwartaal;3716;3309;359;357;578;621;1394;30.2;1092;608;181;126;82;80;16;14.0;308;253;155;133;228;16;45.0;2190;16;407;26.9;4.1;15.1
123;2 Havo, vwo, mbo2-4;2023 2e kwartaal;3719;3285;352;395;654;666;1218;29.4;1018;572;173;135;55;73;10;13.6;291;230;178;90;219;10;44.7;2232;33;434;26.0;3.7;14.2
124;2 Havo, vwo, mbo2-4;2023 3e kwartaal;3731;2952;285;302;503;558;1304;30.8;847;451;127;117;54;86;13;15.3;225;195;109;88;217;13;47.4;2039;22;779;24.4;3.4;14.0
125;2 Havo, vwo, mbo2-4;2023 4e kwartaal;3713;3239;354;375;563;598;1348;30.0;1014;517;182;144;60;83;28;14.7;250;237;172;105;223;28;46.4;2184;26;474;26.2;3.9;14.9
126;2 Havo, vwo, mbo2-4;2023;3720;3196;338;357;574;611;1316;30.1;993;537;166;130;63;80;17;14.4;269;229;153;104;222;17;45.8;2161;24;523;25.9;3.8;14.6
127;2 Havo, vwo, mbo2-4;2024 1e kwartaal;3697;3265;350;356;570;639;1349;30.0;980;476;181;152;68;76;26;15.0;245;211;156;118;225;26;48.0;2232;37;431;26.5;3.9;14.6
128;2 Havo, vwo, mbo2-4;2024 2e kwartaal;3686;3242;340;363;596;633;1309;30.0;997;514;181;120;77;88;18;14.9;285;211;147;97;239;18;46.1;2201;34;444;26.4;4.0;15.0
