ID;LeeftijdOp31December;BurgerlijkeStaat;Perioden;TotaalOverledenen_1;SterftePer1000Inwoners_2;OverledenMannen_3;SterftePer1000Mannen_4;OverledenVrouwen_5;SterftePer1000Vrouwen_6
97;Totaal alle leeftijden;Ongehuwd;1982;14810.0;2.331;7468.0;2.208;7342.0;2.472
98;Totaal alle leeftijden;Ongehuwd;1983;14632.0;2.31;7383.0;2.193;7249.0;2.443
99;Totaal alle leeftijden;Ongehuwd;1984;14857.0;2.336;7625.0;2.254;7232.0;2.428
100;Totaal alle leeftijden;Ongehuwd;1985;15047.0;2.353;7591.0;2.231;7456.0;2.493
101;Totaal alle leeftijden;Ongehuwd;1986;15450.0;2.4;7762.0;2.265;7688.0;2.555
102;Totaal alle leeftijden;Ongehuwd;1987;15147.0;2.34;7629.0;2.212;7518.0;2.484
103;Totaal alle leeftijden;Ongehuwd;1988;15049.0;2.308;7610.0;2.19;7439.0;2.444
104;Totaal alle leeftijden;Ongehuwd;1989;15679.0;2.39;7762.0;2.218;7917.0;2.586
105;Totaal alle leeftijden;Ongehuwd;1990;15594.0;2.366;7935.0;2.256;7659.0;2.492
106;Totaal alle leeftijden;Ongehuwd;1991;15823.0;2.381;7872.0;2.217;7951.0;2.569
107;Totaal alle leeftijden;Ongehuwd;1992;15713.0;2.346;7848.0;2.192;7865.0;2.523
108;Totaal alle leeftijden;Ongehuwd;1993;16545.0;2.449;8416.0;2.33;8129.0;2.587
109;Totaal alle leeftijden;Ongehuwd;1994;15838.0;2.326;7866.0;2.16;7972.0;2.517
110;Totaal alle leeftijden;Ongehuwd;1995;16029.0;2.337;8090.0;2.205;7939.0;2.489
111;Totaal alle leeftijden;Ongehuwd;1996;16185.0;2.34;8126.0;2.197;8059.0;2.506
112;Totaal alle leeftijden;Ongehuwd;1997;15098.0;2.164;7502.0;2.011;7596.0;2.341
113;Totaal alle leeftijden;Ongehuwd;1998;15717.0;2.231;8077.0;2.144;7640.0;2.33
114;Totaal alle leeftijden;Ongehuwd;1999;16343.0;2.297;8334.0;2.191;8009.0;2.418
115;Totaal alle leeftijden;Ongehuwd;2000;16308.0;2.266;8274.0;2.151;8034.0;2.398
116;Totaal alle leeftijden;Ongehuwd;2001;16396.0;2.249;8359.0;2.146;8037.0;2.367
117;Totaal alle leeftijden;Ongehuwd;2002;16895.0;2.289;8733.0;2.215;8162.0;2.373
118;Totaal alle leeftijden;Ongehuwd;2003;16248.0;2.179;8403.0;2.112;7845.0;2.256
119;Totaal alle leeftijden;Ongehuwd;2004;15117.0;2.011;7898.0;1.972;7219.0;2.056
120;Totaal alle leeftijden;Ongehuwd;2005;15322.0;2.024;8078.0;2.005;7244.0;2.046
121;Totaal alle leeftijden;Ongehuwd;2006;14942.0;1.962;7777.0;1.921;7165.0;2.01
122;Totaal alle leeftijden;Ongehuwd;2007;14678.0;1.915;7913.0;1.943;6765.0;1.884
123;Totaal alle leeftijden;Ongehuwd;2008;15106.0;1.953;8046.0;1.958;7060.0;1.948
124;Totaal alle leeftijden;Ongehuwd;2009;15060.0;1.935;8100.0;1.958;6960.0;1.908
125;Totaal alle leeftijden;Ongehuwd;2010;14827.0;1.894;8079.0;1.942;6748.0;1.839
126;Totaal alle leeftijden;Ongehuwd;2011;14439.0;1.828;7986.0;1.905;6453.0;1.742
127;Totaal alle leeftijden;Ongehuwd;2012;15211.0;1.912;8360.0;1.98;6851.0;1.835
128;Totaal alle leeftijden;Ongehuwd;2013;15166.0;1.893;8408.0;1.978;6758.0;1.796
129;Totaal alle leeftijden;Ongehuwd;2014;15071.0;1.865;8446.0;1.971;6625.0;1.745
130;Totaal alle leeftijden;Gehuwd;1950;33284.0;7.775;19562.0;9.153;13722.0;6.401
131;Totaal alle leeftijden;Gehuwd;1951;34243.0;7.826;20396.0;9.338;13847.0;6.319
132;Totaal alle leeftijden;Gehuwd;1952;34471.0;7.73;20521.0;9.218;13950.0;6.246
133;Totaal alle leeftijden;Gehuwd;1953;36545.0;8.058;21742.0;9.602;14803.0;6.518
134;Totaal alle leeftijden;Gehuwd;1954;36323.0;7.87;22258.0;9.658;14065.0;6.086
135;Totaal alle leeftijden;Gehuwd;1955;37479.0;7.97;23404.0;9.968;14075.0;5.979
136;Totaal alle leeftijden;Gehuwd;1956;39298.0;8.204;24500.0;10.242;14798.0;6.17
137;Totaal alle leeftijden;Gehuwd;1957;38673.0;7.926;24132.0;9.905;14541.0;5.952
138;Totaal alle leeftijden;Gehuwd;1958;39506.0;7.94;24870.0;10.011;14636.0;5.874
139;Totaal alle leeftijden;Gehuwd;1959;40472.0;7.99;26084.0;10.315;14388.0;5.672
140;Totaal alle leeftijden;Gehuwd;1960;41600.0;8.089;26784.0;10.431;14816.0;5.754
141;Totaal alle leeftijden;Gehuwd;1961;42712.0;8.173;27830.0;10.663;14882.0;5.688
142;Totaal alle leeftijden;Gehuwd;1962;45100.0;8.485;29756.0;11.208;15344.0;5.768
143;Totaal alle leeftijden;Gehuwd;1963;46422.0;8.595;30853.0;11.434;15569.0;5.761
144;Totaal alle leeftijden;Gehuwd;1964;46291.0;8.424;30965.0;11.272;15326.0;5.578
145;Totaal alle leeftijden;Gehuwd;1965;48775.0;8.702;32715.0;11.661;16060.0;5.737
146;Totaal alle leeftijden;Gehuwd;1966;49538.0;8.657;33263.0;11.595;16275.0;5.703
147;Totaal alle leeftijden;Gehuwd;1967;50252.0;8.611;34105.0;11.655;16147.0;5.549
148;Totaal alle leeftijden;Gehuwd;1968;52222.0;8.782;35687.0;11.974;16535.0;5.574
149;Totaal alle leeftijden;Gehuwd;1969;53932.0;8.895;36812.0;12.106;17120.0;5.664
150;Totaal alle leeftijden;Gehuwd;1970;54968.0;8.884;37843.0;12.181;17125.0;5.559
151;Totaal alle leeftijden;Gehuwd;1971;54832.0;8.682;37797.0;11.909;17035.0;5.422
152;Totaal alle leeftijden;Gehuwd;1972;56800.0;8.84;39551.0;12.253;17249.0;5.394
153;Totaal alle leeftijden;Gehuwd;1973;54985.0;8.447;38262.0;11.71;16723.0;5.158
154;Totaal alle leeftijden;Gehuwd;1974;54372.0;8.255;38032.0;11.511;16340.0;4.978
155;Totaal alle leeftijden;Gehuwd;1975;56792.0;8.521;40009.0;11.968;16783.0;5.052
156;Totaal alle leeftijden;Gehuwd;1976;56401.0;8.386;40137.0;11.901;16264.0;4.851
157;Totaal alle leeftijden;Gehuwd;1977;54989.0;8.127;38937.0;11.484;16052.0;4.756
158;Totaal alle leeftijden;Gehuwd;1978;56341.0;8.288;40135.0;11.789;16206.0;4.775
159;Totaal alle leeftijden;Gehuwd;1979;55373.0;8.115;39411.0;11.54;15962.0;4.683
160;Totaal alle leeftijden;Gehuwd;1980;55769.0;8.141;40065.0;11.692;15704.0;4.587
161;Totaal alle leeftijden;Gehuwd;1981;56007.0;8.154;40168.0;11.697;15839.0;4.612
162;Totaal alle leeftijden;Gehuwd;1982;56274.0;8.196;40629.0;11.841;15645.0;4.555
163;Totaal alle leeftijden;Gehuwd;1983;56393.0;8.179;40773.0;11.801;15620.0;4.54
164;Totaal alle leeftijden;Gehuwd;1984;56338.0;8.192;40553.0;11.773;15785.0;4.598
165;Totaal alle leeftijden;Gehuwd;1985;57435.0;8.367;41480.0;12.067;15955.0;4.655
166;Totaal alle leeftijden;Gehuwd;1986;58044.0;8.455;41711.0;12.138;16333.0;4.764
167;Totaal alle leeftijden;Gehuwd;1987;56463.0;8.196;40794.0;11.822;15669.0;4.557
168;Totaal alle leeftijden;Gehuwd;1988;56856.0;8.231;40840.0;11.808;16016.0;4.644
169;Totaal alle leeftijden;Gehuwd;1989;57856.0;8.353;41472.0;11.963;16384.0;4.736
170;Totaal alle leeftijden;Gehuwd;1990;57397.0;8.228;41230.0;11.8;16167.0;4.643
171;Totaal alle leeftijden;Gehuwd;1991;57630.0;8.218;41106.0;11.704;16524.0;4.72
172;Totaal alle leeftijden;Gehuwd;1992;57416.0;8.144;40927.0;11.591;16489.0;4.685
173;Totaal alle leeftijden;Gehuwd;1993;60132.0;8.506;43082.0;12.174;17050.0;4.829
174;Totaal alle leeftijden;Gehuwd;1994;58422.0;8.254;41399.0;11.685;17023.0;4.815
175;Totaal alle leeftijden;Gehuwd;1995;58369.0;8.254;41586.0;11.749;16783.0;4.752
176;Totaal alle leeftijden;Gehuwd;1996;59269.0;8.403;42032.0;11.909;17237.0;4.891
177;Totaal alle leeftijden;Gehuwd;1997;57964.0;8.228;40942.0;11.615;17022.0;4.836
178;Totaal alle leeftijden;Gehuwd;1998;58314.0;8.27;40999.0;11.618;17315.0;4.916
179;Totaal alle leeftijden;Gehuwd;1999;58824.0;8.326;41096.0;11.622;17728.0;5.024
180;Totaal alle leeftijden;Gehuwd;2000;58953.0;8.332;41063.0;11.595;17890.0;5.062
181;Totaal alle leeftijden;Gehuwd;2001;58471.0;8.268;40589.0;11.465;17882.0;5.063
182;Totaal alle leeftijden;Gehuwd;2002;58525.0;8.292;40467.0;11.452;18058.0;5.124
183;Totaal alle leeftijden;Gehuwd;2003;58291.0;8.276;40240.0;11.412;18051.0;5.132
184;Totaal alle leeftijden;Gehuwd;2004;56681.0;8.076;38920.0;11.078;17761.0;5.067
185;Totaal alle leeftijden;Gehuwd;2005;56273.0;8.058;38613.0;11.048;17660.0;5.063
186;Totaal alle leeftijden;Gehuwd;2006;55141.0;7.939;37889.0;10.899;17252.0;4.972
187;Totaal alle leeftijden;Gehuwd;2007;54756.0;7.921;37604.0;10.869;17152.0;4.967
188;Totaal alle leeftijden;Gehuwd;2008;54743.0;7.945;37105.0;10.76;17638.0;5.125
189;Totaal alle leeftijden;Gehuwd;2009;54918.0;7.984;37453.0;10.877;17465.0;5.083
190;Totaal alle leeftijden;Gehuwd;2010;56022.0;8.155;38036.0;11.06;17986.0;5.242
191;Totaal alle leeftijden;Gehuwd;2011;55645.0;8.114;37324.0;10.872;18321.0;5.349
192;Totaal alle leeftijden;Gehuwd;2012;57166.0;8.361;38634.0;11.288;18532.0;5.427
193;Totaal alle leeftijden;Gehuwd;2013;57331.0;8.424;38622.0;11.338;18709.0;5.504
194;Totaal alle leeftijden;Gehuwd;2014;56585.0;8.358;37747.0;11.139;18838.0;5.571
195;Totaal alle leeftijden;Verweduwd;1950;23465.0;53.606;9417.0;67.758;14048.0;47.022
196;Totaal alle leeftijden;Verweduwd;1951;24044.0;54.381;9749.0;69.998;14295.0;47.2
197;Totaal alle leeftijden;Verweduwd;1952;23699.0;53.051;9461.0;67.691;14238.0;46.385
198;Totaal alle leeftijden;Verweduwd;1953;25224.0;55.835;10295.0;73.252;14929.0;47.97
199;Totaal alle leeftijden;Verweduwd;1954;25356.0;55.471;10422.0;73.934;14934.0;47.239
200;Totaal alle leeftijden;Verweduwd;1955;26412.0;57.07;10793.0;76.618;15619.0;48.517
201;Totaal alle leeftijden;Verweduwd;1956;27633.0;58.92;11121.0;78.957;16512.0;50.319
202;Totaal alle leeftijden;Verweduwd;1957;26752.0;56.274;10914.0;77.445;15838.0;47.354
203;Totaal alle leeftijden;Verweduwd;1958;27382.0;56.707;11255.0;79.823;16127.0;47.174
204;Totaal alle leeftijden;Verweduwd;1959;27488.0;55.969;11138.0;78.955;16350.0;46.706
205;Totaal alle leeftijden;Verweduwd;1960;28372.0;56.645;11441.0;80.998;16931.0;47.08
206;Totaal alle leeftijden;Verweduwd;1961;28163.0;55.04;11277.0;79.553;16886.0;45.647
207;Totaal alle leeftijden;Verweduwd;1962;30508.0;58.453;12465.0;87.767;18043.0;47.494
208;Totaal alle leeftijden;Verweduwd;1963;30982.0;58.199;12693.0;89.472;18289.0;46.837
209;Totaal alle leeftijden;Verweduwd;1964;29419.0;54.11;11729.0;82.611;17690.0;44.037
210;Totaal alle leeftijden;Verweduwd;1965;31382.0;56.411;12504.0;87.712;18878.0;45.626
211;Totaal alle leeftijden;Verweduwd;1966;32585.0;57.271;12751.0;89.101;19834.0;46.575
212;Totaal alle leeftijden;Verweduwd;1967;31632.0;54.349;12246.0;85.212;19386.0;44.23
213;Totaal alle leeftijden;Verweduwd;1968;34173.0;57.376;13312.0;92.337;20861.0;46.211
214;Totaal alle leeftijden;Verweduwd;1969;34835.0;57.164;13085.0;90.444;21750.0;46.803
215;Totaal alle leeftijden;Verweduwd;1970;35583.0;57.04;13387.0;92.079;22196.0;46.393
216;Totaal alle leeftijden;Verweduwd;1971;36731.0;57.57;13678.0;93.741;23053.0;46.846
217;Totaal alle leeftijden;Verweduwd;1972;37589.0;57.601;13800.0;94.152;23789.0;47.014
218;Totaal alle leeftijden;Verweduwd;1973;37150.0;55.679;13689.0;92.981;23461.0;45.118
219;Totaal alle leeftijden;Verweduwd;1974;36884.0;54.146;13355.0;90.387;23529.0;44.108
220;Totaal alle leeftijden;Verweduwd;1975;38517.0;55.697;14077.0;96.223;24440.0;44.823
221;Totaal alle leeftijden;Verweduwd;1976;39365.0;56.093;14193.0;98.213;25172.0;45.171
222;Totaal alle leeftijden;Verweduwd;1977;37126.0;51.851;12955.0;89.286;24171.0;42.337
223;Totaal alle leeftijden;Verweduwd;1978;39457.0;54.024;13897.0;95.266;25560.0;43.731
224;Totaal alle leeftijden;Verweduwd;1979;38968.0;52.352;13365.0;91.159;25603.0;42.833
225;Totaal alle leeftijden;Verweduwd;1980;39884.0;52.606;13492.0;91.495;26392.0;43.216
226;Totaal alle leeftijden;Verweduwd;1981;40916.0;53.051;13737.0;92.796;27179.0;43.61
227;Totaal alle leeftijden;Verweduwd;1982;41835.0;53.394;13650.0;91.898;28185.0;44.387
228;Totaal alle leeftijden;Verweduwd;1983;42281.0;53.364;13630.0;92.48;28651.0;44.425
229;Totaal alle leeftijden;Verweduwd;1984;43777.0;54.493;13901.0;93.923;29876.0;45.588
230;Totaal alle leeftijden;Verweduwd;1985;45106.0;55.45;13909.0;93.557;31197.0;46.928
231;Totaal alle leeftijden;Verweduwd;1986;46281.0;56.235;14112.0;94.541;32169.0;47.748
232;Totaal alle leeftijden;Verweduwd;1987;45009.0;54.112;13467.0;90.331;31542.0;46.202
233;Totaal alle leeftijden;Verweduwd;1988;46333.0;55.099;13747.0;91.64;32586.0;47.165
234;Totaal alle leeftijden;Verweduwd;1989;48861.0;57.583;14247.0;94.367;34614.0;49.622
235;Totaal alle leeftijden;Verweduwd;1990;48166.0;56.177;13507.0;88.825;34659.0;49.138
236;Totaal alle leeftijden;Verweduwd;1991;49655.0;57.453;13965.0;90.997;35690.0;50.211
237;Totaal alle leeftijden;Verweduwd;1992;49688.0;57.168;13706.0;88.385;35982.0;50.389
238;Totaal alle leeftijden;Verweduwd;1993;53536.0;61.219;14356.0;91.691;39180.0;54.574
239;Totaal alle leeftijden;Verweduwd;1994;51462.0;58.725;13651.0;87.058;37811.0;52.551
240;Totaal alle leeftijden;Verweduwd;1995;53120.0;60.58;14242.0;90.863;38878.0;53.988
241;Totaal alle leeftijden;Verweduwd;1996;53499.0;60.806;14228.0;89.868;39271.0;54.429
242;Totaal alle leeftijden;Verweduwd;1997;53881.0;61.085;14118.0;88.255;39763.0;55.066
243;Totaal alle leeftijden;Verweduwd;1998;54369.0;62.31;14290.0;89.622;40079.0;56.204
244;Totaal alle leeftijden;Verweduwd;1999;55655.0;63.802;14360.0;89.711;41295.0;57.979
245;Totaal alle leeftijden;Verweduwd;2000;55207.0;62.585;14186.0;87.28;41021.0;57.007
246;Totaal alle leeftijden;Verweduwd;2001;55435.0;62.85;14110.0;85.951;41325.0;57.567
247;Totaal alle leeftijden;Verweduwd;2002;56297.0;63.915;14309.0;86.338;41988.0;58.718
248;Totaal alle leeftijden;Verweduwd;2003;56443.0;64.237;14601.0;87.381;41842.0;58.803
249;Totaal alle leeftijden;Verweduwd;2004;53990.0;61.556;13938.0;82.661;40052.0;56.533
250;Totaal alle leeftijden;Verweduwd;2005;53764.0;61.392;14033.0;82.481;39731.0;56.307
251;Totaal alle leeftijden;Verweduwd;2006;54135.0;61.994;13897.0;81.118;40238.0;57.326
252;Totaal alle leeftijden;Verweduwd;2007;52405.0;60.195;13590.0;78.8;38815.0;55.599
253;Totaal alle leeftijden;Verweduwd;2008;53519.0;61.643;13693.0;78.688;39826.0;57.37
254;Totaal alle leeftijden;Verweduwd;2009;52309.0;60.342;13663.0;77.612;38646.0;55.941
255;Totaal alle leeftijden;Verweduwd;2010;52879.0;61.01;13516.0;75.767;39363.0;57.186
256;Totaal alle leeftijden;Verweduwd;2011;54870.0;63.349;14250.0;78.718;40620.0;59.289
257;Totaal alle leeftijden;Verweduwd;2012;55059.0;63.653;14171.0;77.184;40888.0;60.007
258;Totaal alle leeftijden;Verweduwd;2013;55062.0;63.749;14412.0;77.463;40650.0;59.984
259;Totaal alle leeftijden;Verweduwd;2014;53884.0;62.438;14144.0;74.929;39740.0;58.941
260;Totaal alle leeftijden;Gescheiden;1950;912.0;12.096;432.0;14.636;480.0;10.462
261;Totaal alle leeftijden;Gescheiden;1951;882.0;11.465;404.0;13.449;478.0;10.193
262;Totaal alle leeftijden;Gescheiden;1952;943.0;12.043;442.0;14.494;501.0;10.48
263;Totaal alle leeftijden;Gescheiden;1953;961.0;12.096;455.0;14.732;506.0;10.42
264;Totaal alle leeftijden;Gescheiden;1954;1012.0;12.592;514.0;16.501;498.0;10.118
265;Totaal alle leeftijden;Gescheiden;1955;1095.0;13.41;515.0;16.36;580.0;11.559
