ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
6371;Self-employed;O-Q Government and care;2013 4th quarter;242.0;243.0;353.0;358.0;94.0;89.0;5.0;3.0;-1.0;-2.0
6372;Self-employed;O-Q Government and care;2013;241.0;;355.0;;347.0;;6.0;7.0;;
6373;Self-employed;O-Q Government and care;2014 1st quarter;244.0;243.0;358.0;356.0;90.0;89.0;6.0;9.0;-1.0;-1.0
6374;Self-employed;O-Q Government and care;2014 2nd quarter;245.0;242.0;360.0;357.0;92.0;90.0;2.0;-1.0;0.0;0.0
6375;Self-employed;O-Q Government and care;2014 3rd quarter;238.0;241.0;354.0;357.0;78.0;85.0;-5.0;-5.0;-1.0;1.0
6376;Self-employed;O-Q Government and care;2014 4th quarter;242.0;241.0;361.0;358.0;94.0;88.0;0.0;9.0;-1.0;1.0
6377;Self-employed;O-Q Government and care;2014;242.0;;358.0;;352.0;;1.0;3.0;;
6378;Self-employed;O-Q Government and care;2015 1st quarter;243.0;241.0;361.0;359.0;89.0;88.0;0.0;3.0;1.0;1.0
6379;Self-employed;O-Q Government and care;2015 2nd quarter;245.0;244.0;366.0;364.0;89.0;89.0;0.0;6.0;3.0;5.0
6380;Self-employed;O-Q Government and care;2015 3rd quarter;243.0;247.0;364.0;369.0;82.0;90.0;5.0;10.0;3.0;6.0
6381;Self-employed;O-Q Government and care;2015 4th quarter;247.0;249.0;371.0;374.0;97.0;90.0;5.0;10.0;2.0;5.0
6382;Self-employed;O-Q Government and care;2015;245.0;;366.0;;358.0;;3.0;7.0;;
6383;Self-employed;O-Q Government and care;2016 1st quarter;257.0;252.0;387.0;379.0;95.0;94.0;14.0;26.0;3.0;5.0
6384;Self-employed;O-Q Government and care;2016 2nd quarter;251.0;252.0;377.0;377.0;92.0;92.0;6.0;11.0;0.0;-2.0
6385;Self-employed;O-Q Government and care;2016 3rd quarter;242.0;251.0;363.0;373.0;81.0;89.0;-1.0;-1.0;-1.0;-4.0
6386;Self-employed;O-Q Government and care;2016 4th quarter;258.0;254.0;381.0;377.0;102.0;94.0;11.0;9.0;3.0;4.0
6387;Self-employed;O-Q Government and care;2016;252.0;;377.0;;369.0;;8.0;11.0;;
6388;Self-employed;O-Q Government and care;2017 1st quarter;259.0;255.0;387.0;381.0;95.0;94.0;2.0;1.0;1.0;4.0
6389;Self-employed;O-Q Government and care;2017 2nd quarter;251.0;256.0;377.0;382.0;94.0;95.0;0.0;0.0;1.0;2.0
6390;Self-employed;O-Q Government and care;2017 3rd quarter;259.0;260.0;385.0;388.0;91.0;100.0;17.0;22.0;4.0;6.0
6391;Self-employed;O-Q Government and care;2017 4th quarter;266.0;263.0;396.0;392.0;108.0;100.0;8.0;15.0;3.0;4.0
6392;Self-employed;O-Q Government and care;2017;259.0;;386.0;;388.0;;6.0;9.0;;
6393;Self-employed;O-Q Government and care;2018 1st quarter;265.0;265.0;395.0;395.0;100.0;99.0;6.0;8.0;2.0;3.0
6394;Self-employed;O-Q Government and care;2018 2nd quarter;265.0;268.0;399.0;401.0;101.0;102.0;14.0;21.0;3.0;6.0
6395;Self-employed;O-Q Government and care;2018 3rd quarter;270.0;269.0;404.0;403.0;97.0;106.0;11.0;19.0;1.0;2.0
6396;Self-employed;O-Q Government and care;2018 4th quarter;261.0;268.0;395.0;402.0;108.0;101.0;-5.0;-1.0;-1.0;-1.0
6397;Self-employed;O-Q Government and care;2018;265.0;;398.0;;407.0;;7.0;12.0;;
6398;Self-employed;O-Q Government and care;2019 1st quarter;273.0;269.0;406.0;403.0;106.0;105.0;8.0;11.0;1.0;1.0
6399;Self-employed;O-Q Government and care;2019 2nd quarter;269.0;271.0;402.0;406.0;106.0;107.0;4.0;4.0;2.0;3.0
6400;Self-employed;O-Q Government and care;2019 3rd quarter;272.0;273.0;411.0;410.0;97.0;105.0;2.0;7.0;2.0;4.0
6401;Self-employed;O-Q Government and care;2019 4th quarter;277.0;275.0;416.0;414.0;113.0;105.0;16.0;22.0;2.0;4.0
6402;Self-employed;O-Q Government and care;2019;273.0;;409.0;;423.0;;7.0;11.0;;
6403;Self-employed;O-Q Government and care;2020 1st quarter;277.0;277.0;414.0;416.0;104.0;103.0;4.0;8.0;2.0;2.0
6404;Self-employed;O-Q Government and care;2020 2nd quarter;278.0;279.0;423.0;418.0;94.0;95.0;9.0;21.0;1.0;3.0
6405;Self-employed;O-Q Government and care;2020 3rd quarter;281.0;280.0;420.0;420.0;100.0;108.0;9.0;9.0;1.0;2.0
6406;Self-employed;O-Q Government and care;2020 4th quarter;281.0;281.0;420.0;421.0;111.0;104.0;4.0;4.0;1.0;1.0
6407;Self-employed;O-Q Government and care;2020;279.0;;419.0;;409.0;;6.0;10.0;;
6408;Self-employed;O-Q Government and care;2021 1st quarter;287.0;281.0;429.0;425.0;101.0;100.0;10.0;16.0;0.0;4.0
6409;Self-employed;O-Q Government and care;2021 2nd quarter;276.0;283.0;423.0;432.0;99.0;100.0;-2.0;0.0;2.0;7.0
6410;Self-employed;O-Q Government and care;2021 3rd quarter;291.0;288.0;446.0;442.0;97.0;105.0;10.0;26.0;5.0;10.0
6411;Self-employed;O-Q Government and care;2021 4th quarter;294.0;296.0;450.0;453.0;110.0;104.0;13.0;30.0;8.0;11.0
6412;Self-employed;O-Q Government and care;2021;287.0;;437.0;;408.0;;8.0;18.0;;
6413;Self-employed;O-Q Government and care;2022 1st quarter;307.0;305.0;467.0;462.0;112.0;110.0;20.0;38.0;9.0;9.0
6414;Self-employed;O-Q Government and care;2022 2nd quarter;311.0;313.0;467.0;470.0;114.0;114.0;35.0;44.0;8.0;8.0
6415;Self-employed;O-Q Government and care;2022 3rd quarter;315.0;315.0;474.0;477.0;107.0;115.0;24.0;28.0;2.0;7.0
6416;Self-employed;O-Q Government and care;2022 4th quarter;312.0;313.0;482.0;482.0;113.0;107.0;18.0;31.0;-2.0;6.0
6417;Self-employed;O-Q Government and care;2022;311.0;;473.0;;445.0;;24.0;35.0;;
6418;Self-employed;O-Q Government and care;2023 1st quarter;317.0;313.0;494.0;489.0;113.0;112.0;9.0;26.0;0.0;6.0
6419;Self-employed;O-Q Government and care;2023 2nd quarter;320.0;319.0;495.0;495.0;116.0;116.0;9.0;28.0;6.0;6.0
6420;Self-employed;O-Q Government and care;2023 3rd quarter;324.0;331.0;493.0;504.0;107.0;116.0;9.0;19.0;13.0;9.0
6421;Self-employed;O-Q Government and care;2023 4th quarter;347.0;346.0;518.0;516.0;128.0;121.0;35.0;36.0;15.0;12.0
6422;Self-employed;O-Q Government and care;2023;327.0;;500.0;;464.0;;16.0;27.0;;
6423;Self-employed;O-Q Government and care;2024 1st quarter;361.0;356.0;533.0;526.0;129.0;127.0;44.0;39.0;10.0;11.0
6424;Self-employed;O Public administration and services;1995 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;;;;
6425;Self-employed;O Public administration and services;1995 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0
6426;Self-employed;O Public administration and services;1995 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0
6427;Self-employed;O Public administration and services;1995 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0
6428;Self-employed;O Public administration and services;1995;0.0;;0.0;;0.0;;;;;
6429;Self-employed;O Public administration and services;1996 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6430;Self-employed;O Public administration and services;1996 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6431;Self-employed;O Public administration and services;1996 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6432;Self-employed;O Public administration and services;1996 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6433;Self-employed;O Public administration and services;1996;0.0;;0.0;;0.0;;0.0;0.0;;
6434;Self-employed;O Public administration and services;1997 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6435;Self-employed;O Public administration and services;1997 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6436;Self-employed;O Public administration and services;1997 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6437;Self-employed;O Public administration and services;1997 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6438;Self-employed;O Public administration and services;1997;0.0;;0.0;;0.0;;0.0;0.0;;
6439;Self-employed;O Public administration and services;1998 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6440;Self-employed;O Public administration and services;1998 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6441;Self-employed;O Public administration and services;1998 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6442;Self-employed;O Public administration and services;1998 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6443;Self-employed;O Public administration and services;1998;0.0;;0.0;;0.0;;0.0;0.0;;
6444;Self-employed;O Public administration and services;1999 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6445;Self-employed;O Public administration and services;1999 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6446;Self-employed;O Public administration and services;1999 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6447;Self-employed;O Public administration and services;1999 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6448;Self-employed;O Public administration and services;1999;0.0;;0.0;;0.0;;0.0;0.0;;
6449;Self-employed;O Public administration and services;2000 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6450;Self-employed;O Public administration and services;2000 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6451;Self-employed;O Public administration and services;2000 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6452;Self-employed;O Public administration and services;2000 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6453;Self-employed;O Public administration and services;2000;0.0;;0.0;;0.0;;0.0;0.0;;
6454;Self-employed;O Public administration and services;2001 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6455;Self-employed;O Public administration and services;2001 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6456;Self-employed;O Public administration and services;2001 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6457;Self-employed;O Public administration and services;2001 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6458;Self-employed;O Public administration and services;2001;0.0;;0.0;;0.0;;0.0;0.0;;
6459;Self-employed;O Public administration and services;2002 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6460;Self-employed;O Public administration and services;2002 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6461;Self-employed;O Public administration and services;2002 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6462;Self-employed;O Public administration and services;2002 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6463;Self-employed;O Public administration and services;2002;0.0;;0.0;;0.0;;0.0;0.0;;
6464;Self-employed;O Public administration and services;2003 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6465;Self-employed;O Public administration and services;2003 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6466;Self-employed;O Public administration and services;2003 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6467;Self-employed;O Public administration and services;2003 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6468;Self-employed;O Public administration and services;2003;0.0;;0.0;;0.0;;0.0;0.0;;
6469;Self-employed;O Public administration and services;2004 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6470;Self-employed;O Public administration and services;2004 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6471;Self-employed;O Public administration and services;2004 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6472;Self-employed;O Public administration and services;2004 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6473;Self-employed;O Public administration and services;2004;0.0;;0.0;;0.0;;0.0;0.0;;
6474;Self-employed;O Public administration and services;2005 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6475;Self-employed;O Public administration and services;2005 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6476;Self-employed;O Public administration and services;2005 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6477;Self-employed;O Public administration and services;2005 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6478;Self-employed;O Public administration and services;2005;0.0;;0.0;;0.0;;0.0;0.0;;
6479;Self-employed;O Public administration and services;2006 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6480;Self-employed;O Public administration and services;2006 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6481;Self-employed;O Public administration and services;2006 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6482;Self-employed;O Public administration and services;2006 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6483;Self-employed;O Public administration and services;2006;0.0;;0.0;;0.0;;0.0;0.0;;
6484;Self-employed;O Public administration and services;2007 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6485;Self-employed;O Public administration and services;2007 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6486;Self-employed;O Public administration and services;2007 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6487;Self-employed;O Public administration and services;2007 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6488;Self-employed;O Public administration and services;2007;0.0;;0.0;;0.0;;0.0;0.0;;
6489;Self-employed;O Public administration and services;2008 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6490;Self-employed;O Public administration and services;2008 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6491;Self-employed;O Public administration and services;2008 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6492;Self-employed;O Public administration and services;2008 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6493;Self-employed;O Public administration and services;2008;0.0;;0.0;;0.0;;0.0;0.0;;
6494;Self-employed;O Public administration and services;2009 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6495;Self-employed;O Public administration and services;2009 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6496;Self-employed;O Public administration and services;2009 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6497;Self-employed;O Public administration and services;2009 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6498;Self-employed;O Public administration and services;2009;0.0;;0.0;;0.0;;0.0;0.0;;
6499;Self-employed;O Public administration and services;2010 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6500;Self-employed;O Public administration and services;2010 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6501;Self-employed;O Public administration and services;2010 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6502;Self-employed;O Public administration and services;2010 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6503;Self-employed;O Public administration and services;2010;0.0;;0.0;;0.0;;0.0;0.0;;
6504;Self-employed;O Public administration and services;2011 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6505;Self-employed;O Public administration and services;2011 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6506;Self-employed;O Public administration and services;2011 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6507;Self-employed;O Public administration and services;2011 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6508;Self-employed;O Public administration and services;2011;0.0;;0.0;;0.0;;0.0;0.0;;
6509;Self-employed;O Public administration and services;2012 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6510;Self-employed;O Public administration and services;2012 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6511;Self-employed;O Public administration and services;2012 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6512;Self-employed;O Public administration and services;2012 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6513;Self-employed;O Public administration and services;2012;0.0;;0.0;;0.0;;0.0;0.0;;
6514;Self-employed;O Public administration and services;2013 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6515;Self-employed;O Public administration and services;2013 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6516;Self-employed;O Public administration and services;2013 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6517;Self-employed;O Public administration and services;2013 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6518;Self-employed;O Public administration and services;2013;0.0;;0.0;;0.0;;0.0;0.0;;
6519;Self-employed;O Public administration and services;2014 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6520;Self-employed;O Public administration and services;2014 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6521;Self-employed;O Public administration and services;2014 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6522;Self-employed;O Public administration and services;2014 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6523;Self-employed;O Public administration and services;2014;0.0;;0.0;;0.0;;0.0;0.0;;
6524;Self-employed;O Public administration and services;2015 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6525;Self-employed;O Public administration and services;2015 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6526;Self-employed;O Public administration and services;2015 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6527;Self-employed;O Public administration and services;2015 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6528;Self-employed;O Public administration and services;2015;0.0;;0.0;;0.0;;0.0;0.0;;
6529;Self-employed;O Public administration and services;2016 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6530;Self-employed;O Public administration and services;2016 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6531;Self-employed;O Public administration and services;2016 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6532;Self-employed;O Public administration and services;2016 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6533;Self-employed;O Public administration and services;2016;0.0;;0.0;;0.0;;0.0;0.0;;
6534;Self-employed;O Public administration and services;2017 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6535;Self-employed;O Public administration and services;2017 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6536;Self-employed;O Public administration and services;2017 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6537;Self-employed;O Public administration and services;2017 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6538;Self-employed;O Public administration and services;2017;0.0;;0.0;;0.0;;0.0;0.0;;
6539;Self-employed;O Public administration and services;2018 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6540;Self-employed;O Public administration and services;2018 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6541;Self-employed;O Public administration and services;2018 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6542;Self-employed;O Public administration and services;2018 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6543;Self-employed;O Public administration and services;2018;0.0;;0.0;;0.0;;0.0;0.0;;
6544;Self-employed;O Public administration and services;2019 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6545;Self-employed;O Public administration and services;2019 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6546;Self-employed;O Public administration and services;2019 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6547;Self-employed;O Public administration and services;2019 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6548;Self-employed;O Public administration and services;2019;0.0;;0.0;;0.0;;0.0;0.0;;
6549;Self-employed;O Public administration and services;2020 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6550;Self-employed;O Public administration and services;2020 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6551;Self-employed;O Public administration and services;2020 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6552;Self-employed;O Public administration and services;2020 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6553;Self-employed;O Public administration and services;2020;0.0;;0.0;;0.0;;0.0;0.0;;
6554;Self-employed;O Public administration and services;2021 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6555;Self-employed;O Public administration and services;2021 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6556;Self-employed;O Public administration and services;2021 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6557;Self-employed;O Public administration and services;2021 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6558;Self-employed;O Public administration and services;2021;0.0;;0.0;;0.0;;0.0;0.0;;
6559;Self-employed;O Public administration and services;2022 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6560;Self-employed;O Public administration and services;2022 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6561;Self-employed;O Public administration and services;2022 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6562;Self-employed;O Public administration and services;2022 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6563;Self-employed;O Public administration and services;2022;0.0;;0.0;;0.0;;0.0;0.0;;
