ID;ArbeidsmarktpositieBijUitstroom;PeilmomentenArbeidsmarktpositie;BaanBedrijfskenmerkenBijInstroom;Perioden;InstromersTotaal_1;InstromersVolgtRegulierOnderwijs_2;InstromersGeenRegulierOnderwijs_3
58;Totaal;Op instroommoment;Vast dienstverband < 2 maanden;Jaar van instroom: 2010;99.0;37.0;62.0
59;Totaal;Op instroommoment;Vast dienstverband < 2 maanden;Jaar van instroom: 2011;96.0;33.0;62.0
60;Totaal;Op instroommoment;Vast dienstverband < 2 maanden;Jaar van instroom: 2012;78.0;28.0;50.0
61;Totaal;Op instroommoment;Vast dienstverband < 2 maanden;Jaar van instroom: 2013;87.0;29.0;59.0
62;Totaal;Op instroommoment;Vast dienstverband < 2 maanden;Jaar van instroom: 2014;78.0;27.0;51.0
63;Totaal;Op instroommoment;Vast dienstverband < 2 maanden;Jaar van instroom: 2015;63.0;20.0;43.0
64;Totaal;Op instroommoment;Vast dienstverband < 2 maanden;Jaar van instroom: 2016;59.0;18.0;40.0
65;Totaal;Op instroommoment;Vast dienstverband < 2 maanden;Jaar van instroom: 2017;51.0;15.0;36.0
66;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2007;33.0;17.0;16.0
67;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2008;29.0;14.0;16.0
68;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2009;27.0;13.0;14.0
69;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2010;28.0;14.0;14.0
70;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2011;26.0;13.0;13.0
71;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2012;25.0;13.0;12.0
72;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2013;25.0;13.0;12.0
73;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2014;25.0;13.0;12.0
74;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2015;23.0;12.0;11.0
75;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2016;22.0;11.0;11.0
76;Totaal;Op instroommoment;A Landbouw, bosbouw en visserij;Jaar van instroom: 2017;21.0;10.0;11.0
77;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2007;0.0;0.0;0.0
78;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2008;0.0;0.0;0.0
79;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2009;0.0;0.0;0.0
80;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2010;0.0;0.0;0.0
81;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2011;0.0;0.0;0.0
82;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2012;0.0;0.0;0.0
83;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2013;1.0;0.0;0.0
84;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2014;1.0;0.0;1.0
85;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2015;1.0;0.0;0.0
86;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2016;0.0;0.0;0.0
87;Totaal;Op instroommoment;B Delfstoffenwinning;Jaar van instroom: 2017;0.0;0.0;0.0
88;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2007;61.0;17.0;44.0
89;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2008;56.0;16.0;39.0
90;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2009;46.0;14.0;32.0
91;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2010;52.0;16.0;36.0
92;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2011;53.0;16.0;37.0
93;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2012;50.0;16.0;35.0
94;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2013;52.0;16.0;36.0
95;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2014;54.0;16.0;38.0
96;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2015;49.0;17.0;33.0
97;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2016;50.0;17.0;33.0
98;Totaal;Op instroommoment;C Industrie;Jaar van instroom: 2017;53.0;17.0;36.0
99;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2007;1.0;0.0;1.0
100;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2008;1.0;0.0;1.0
101;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2009;1.0;0.0;1.0
102;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2010;1.0;0.0;1.0
103;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2011;1.0;0.0;1.0
104;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2012;1.0;0.0;1.0
105;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2013;1.0;0.0;1.0
106;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2014;1.0;0.0;1.0
107;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2015;1.0;0.0;1.0
108;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2016;2.0;1.0;1.0
109;Totaal;Op instroommoment;D Energievoorziening;Jaar van instroom: 2017;2.0;1.0;1.0
110;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2007;2.0;0.0;2.0
111;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2008;2.0;0.0;1.0
112;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2009;2.0;0.0;2.0
113;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2010;2.0;0.0;1.0
114;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2011;2.0;0.0;1.0
115;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2012;2.0;1.0;1.0
116;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2013;2.0;0.0;1.0
117;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2014;2.0;0.0;1.0
118;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2015;2.0;0.0;1.0
119;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2016;2.0;1.0;1.0
120;Totaal;Op instroommoment;E Waterbedrijven en afvalbeheer;Jaar van instroom: 2017;2.0;0.0;2.0
121;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2007;35.0;9.0;25.0
122;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2008;32.0;9.0;23.0
123;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2009;26.0;8.0;18.0
124;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2010;29.0;8.0;21.0
125;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2011;29.0;8.0;21.0
126;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2012;28.0;7.0;21.0
127;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2013;29.0;6.0;22.0
128;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2014;25.0;6.0;19.0
129;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2015;24.0;6.0;17.0
130;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2016;24.0;6.0;18.0
131;Totaal;Op instroommoment;F Bouwnijverheid;Jaar van instroom: 2017;26.0;7.0;20.0
132;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2007;219.0;114.0;105.0
133;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2008;235.0;126.0;109.0
134;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2009;186.0;108.0;78.0
135;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2010;200.0;115.0;85.0
136;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2011;206.0;115.0;91.0
137;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2012;198.0;112.0;86.0
138;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2013;199.0;114.0;85.0
139;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2014;220.0;125.0;95.0
140;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2015;237.0;143.0;94.0
141;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2016;232.0;136.0;96.0
142;Totaal;Op instroommoment;G Handel;Jaar van instroom: 2017;244.0;136.0;108.0
143;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2007;46.0;10.0;37.0
144;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2008;43.0;9.0;34.0
145;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2009;38.0;9.0;29.0
146;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2010;41.0;10.0;31.0
147;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2011;45.0;10.0;35.0
148;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2012;46.0;10.0;36.0
149;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2013;41.0;9.0;32.0
150;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2014;40.0;8.0;32.0
151;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2015;39.0;8.0;31.0
152;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2016;39.0;7.0;32.0
153;Totaal;Op instroommoment;H Vervoer en opslag;Jaar van instroom: 2017;44.0;8.0;36.0
154;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2007;94.0;55.0;39.0
155;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2008;91.0;54.0;37.0
156;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2009;84.0;51.0;34.0
157;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2010;94.0;57.0;37.0
158;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2011;99.0;60.0;39.0
159;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2012;98.0;58.0;40.0
160;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2013;103.0;60.0;43.0
161;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2014;114.0;66.0;48.0
162;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2015;115.0;67.0;48.0
163;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2016;121.0;71.0;50.0
164;Totaal;Op instroommoment;I Horeca;Jaar van instroom: 2017;126.0;74.0;53.0
165;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2007;25.0;7.0;17.0
166;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2008;26.0;8.0;18.0
167;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2009;22.0;7.0;15.0
168;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2010;23.0;7.0;16.0
169;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2011;25.0;8.0;17.0
170;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2012;24.0;8.0;16.0
171;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2013;25.0;9.0;17.0
172;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2014;26.0;8.0;18.0
173;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2015;28.0;8.0;19.0
174;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2016;29.0;10.0;20.0
175;Totaal;Op instroommoment;J Informatie en communicatie;Jaar van instroom: 2017;32.0;10.0;21.0
176;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2007;19.0;5.0;13.0
177;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2008;19.0;5.0;14.0
178;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2009;14.0;4.0;10.0
179;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2010;15.0;4.0;11.0
180;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2011;17.0;4.0;13.0
181;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2012;15.0;4.0;11.0
182;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2013;17.0;4.0;14.0
183;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2014;13.0;4.0;10.0
184;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2015;15.0;4.0;11.0
185;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2016;14.0;3.0;11.0
186;Totaal;Op instroommoment;K Financiële dienstverlening;Jaar van instroom: 2017;14.0;3.0;11.0
187;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2007;8.0;2.0;6.0
188;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2008;9.0;2.0;6.0
189;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2009;8.0;2.0;5.0
190;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2010;8.0;2.0;5.0
191;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2011;7.0;2.0;5.0
192;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2012;6.0;2.0;4.0
193;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2013;6.0;2.0;4.0
194;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2014;7.0;2.0;5.0
195;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2015;7.0;2.0;5.0
196;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2016;7.0;2.0;5.0
197;Totaal;Op instroommoment;L Verhuur en handel van onroerend goed;Jaar van instroom: 2017;7.0;2.0;5.0
198;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2007;66.0;24.0;43.0
199;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2008;71.0;26.0;45.0
200;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2009;60.0;24.0;37.0
201;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2010;63.0;25.0;38.0
202;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2011;61.0;22.0;39.0
203;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2012;60.0;22.0;38.0
204;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2013;60.0;22.0;38.0
205;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2014;66.0;23.0;43.0
206;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2015;67.0;24.0;43.0
207;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2016;67.0;23.0;43.0
208;Totaal;Op instroommoment;M Specialistische zakelijke diensten;Jaar van instroom: 2017;66.0;22.0;44.0
209;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2007;420.0;146.0;274.0
210;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2008;362.0;129.0;234.0
211;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2009;321.0;111.0;210.0
212;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2010;336.0;109.0;227.0
213;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2011;330.0;105.0;225.0
214;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2012;311.0;93.0;218.0
215;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2013;315.0;88.0;227.0
216;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2014;341.0;92.0;249.0
217;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2015;354.0;96.0;258.0
218;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2016;363.0;101.0;261.0
219;Totaal;Op instroommoment;N Verhuur en overige zakelijke diensten;Jaar van instroom: 2017;363.0;105.0;258.0
220;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2007;27.0;6.0;21.0
221;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2008;23.0;5.0;19.0
222;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2009;26.0;6.0;20.0
223;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2010;25.0;7.0;18.0
224;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2011;18.0;7.0;12.0
225;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2012;18.0;7.0;11.0
226;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2013;18.0;7.0;11.0
227;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2014;19.0;8.0;11.0
228;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2015;22.0;7.0;14.0
229;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2016;20.0;7.0;13.0
230;Totaal;Op instroommoment;O Openbaar bestuur en overheidsdiensten;Jaar van instroom: 2017;22.0;6.0;16.0
231;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2007;48.0;17.0;32.0
232;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2008;50.0;18.0;32.0
233;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2009;49.0;18.0;32.0
234;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2010;46.0;18.0;29.0
235;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2011;49.0;18.0;30.0
236;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2012;51.0;17.0;34.0
237;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2013;60.0;18.0;42.0
238;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2014;63.0;19.0;44.0
239;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2015;65.0;20.0;45.0
240;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2016;72.0;21.0;51.0
241;Totaal;Op instroommoment;P Onderwijs;Jaar van instroom: 2017;55.0;21.0;34.0
242;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2007;148.0;54.0;95.0
243;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2008;151.0;54.0;97.0
244;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2009;161.0;53.0;107.0
245;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2010;167.0;59.0;108.0
246;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2011;155.0;59.0;96.0
247;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2012;148.0;56.0;93.0
248;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2013;140.0;51.0;89.0
249;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2014;131.0;47.0;84.0
250;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2015;128.0;44.0;84.0
251;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2016;137.0;43.0;94.0
252;Totaal;Op instroommoment;Q Gezondheids- en welzijnszorg;Jaar van instroom: 2017;151.0;42.0;109.0
253;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2007;27.0;12.0;15.0
254;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2008;26.0;12.0;14.0
255;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2009;26.0;12.0;14.0
256;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2010;29.0;14.0;15.0
257;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2011;29.0;14.0;15.0
258;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2012;27.0;13.0;14.0
259;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2013;27.0;12.0;14.0
260;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2014;29.0;13.0;16.0
261;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2015;27.0;13.0;15.0
262;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2016;28.0;13.0;15.0
263;Totaal;Op instroommoment;R Cultuur, sport en recreatie;Jaar van instroom: 2017;29.0;13.0;16.0
