ID;PrognoseInterval;Generatie;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;EuropeseEconomischeRuimte_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
35;Prognose;Totaal 1e en 2e generatie;2038;5156961;3113501;403506;831022;206347;509510;252230;389070;521825;2043446;851504;726224;313226;152501
36;Prognose;Totaal 1e en 2e generatie;2039;5205195;3146325;409294;844932;210549;512595;255451;388792;524731;2058861;854976;740195;309120;154573
37;Prognose;Totaal 1e en 2e generatie;2040;5252599;3178474;415020;858644;214725;515543;258623;388408;527522;2074128;858588;754008;304892;156628
38;Prognose;Totaal 1e en 2e generatie;2041;5299174;3209895;420670;872166;218855;518370;261743;387916;530181;2089269;862360;767655;300575;158674
39;Prognose;Totaal 1e en 2e generatie;2042;5344899;3240611;426284;885467;222966;521061;264819;387326;532701;2104297;866286;781137;296199;160680
40;Prognose;Totaal 1e en 2e generatie;2043;5389746;3270541;431809;898567;227034;523597;267837;386658;535049;2119204;870319;794446;291750;162687
41;Prognose;Totaal 1e en 2e generatie;2044;5433709;3299707;437271;911432;231056;525995;270808;385872;537274;2133995;874464;807590;287254;164668
42;Prognose;Totaal 1e en 2e generatie;2045;5476769;3328116;442659;924108;235055;528232;273727;385015;539327;2148664;878696;820565;282744;166641
43;Prognose;Totaal 1e en 2e generatie;2046;5518933;3355734;447979;936570;238994;530337;276593;384056;541207;2163209;883001;833368;278248;168595
44;Prognose;Totaal 1e en 2e generatie;2047;5560204;3382572;453222;948838;242885;532273;279407;383034;542909;2177622;887353;845999;273755;170525
45;Prognose;Totaal 1e en 2e generatie;2048;5600525;3408606;458382;960876;246750;534058;282159;381939;544436;2191923;891744;858457;269291;172439
46;Prognose;Totaal 1e en 2e generatie;2049;5639920;3433850;463475;972723;250561;535673;284854;380786;545788;2206081;896141;870720;264886;174316
47;Prognose;Totaal 1e en 2e generatie;2050;5678442;3458362;468516;984354;254322;537153;287523;379571;546946;2220088;900550;882802;260541;176200
48;Prognose;1e Generatie;2003;1587023;1004163;127047;213709;39518;162717;83988;187316;189878;582858;278865;132758;135451;35791
49;Prognose;1e Generatie;2004;1615002;1028623;132055;225046;41569;164946;85132;187968;191921;586378;278465;139418;133416;35083
50;Prognose;1e Generatie;2005;1638540;1049712;135152;234941;43597;167158;86309;188605;193949;588822;277902;145482;131375;34060
51;Prognose;1e Generatie;2006;1660642;1068340;136809;243852;45611;169349;87543;189237;195951;592305;277973;151782;129329;33226
52;Prognose;1e Generatie;2007;1683730;1085480;137610;252168;47614;171516;88804;189848;197933;598246;279154;158870;127286;32941
53;Prognose;1e Generatie;2008;1709621;1102184;138230;260275;49622;173655;90095;190435;199881;607433;281667;167125;125238;33405
54;Prognose;1e Generatie;2009;1739044;1119007;139030;268342;51657;175769;91414;191000;201799;620042;285484;176691;123198;34661
55;Prognose;1e Generatie;2010;1771662;1135910;140014;276373;53723;177848;92756;191536;203675;635746;290367;187527;121159;36696
56;Prognose;1e Generatie;2011;1806615;1152871;141138;284376;55806;179894;94117;192036;205515;653741;295876;199389;119133;39341
57;Prognose;1e Generatie;2012;1842642;1169852;142393;292329;57926;181896;95496;192498;207311;672793;301411;211863;117116;42403
58;Prognose;1e Generatie;2013;1878487;1186817;143780;300233;60074;183867;96886;192922;209064;691669;306623;224322;115115;45598
59;Prognose;1e Generatie;2014;1913471;1203759;145280;308097;62251;185795;98289;193303;210765;709706;311547;236448;113132;48581
60;Prognose;1e Generatie;2015;1947450;1220627;146884;315903;64446;187665;99688;193635;212408;726818;316222;248253;111173;51181
61;Prognose;1e Generatie;2016;1980531;1237424;148587;323668;66667;189493;101095;193923;214006;743097;320671;259756;109230;53455
62;Prognose;1e Generatie;2017;2012732;1254086;150368;331365;68901;191268;102507;194142;215540;758641;324912;270970;107307;55458
63;Prognose;1e Generatie;2018;2044143;1270608;152237;339008;71127;192988;103911;194321;217025;773527;328966;281926;105418;57227
64;Prognose;1e Generatie;2019;2074758;1286944;154179;346585;73343;194654;105314;194421;218452;787813;332843;292622;103548;58796
65;Prognose;1e Generatie;2020;2104622;1303071;156182;354104;75540;196265;106710;194468;219804;801557;336563;303082;101715;60201
66;Prognose;1e Generatie;2021;2133736;1318936;158245;361558;77684;197814;108091;194440;221109;814785;340130;313298;99904;61457
67;Prognose;1e Generatie;2022;2162095;1334544;160356;368945;79793;199302;109461;194338;222350;827549;343565;323295;98126;62571
68;Prognose;1e Generatie;2023;2189716;1349851;162507;376242;81849;200744;110813;194172;223522;839860;346854;333064;96362;63589
69;Prognose;1e Generatie;2024;2216616;1364866;164711;383476;83861;202111;112148;193922;224631;851761;350011;342617;94625;64499
70;Prognose;1e Generatie;2025;2242794;1379544;166929;390618;85834;203426;113465;193591;225673;863249;353042;351958;92914;65331
71;Prognose;1e Generatie;2026;2268259;1393897;169166;397681;87760;204683;114769;193179;226651;874360;355965;361085;91228;66082
72;Prognose;1e Generatie;2027;2293009;1407906;171432;404642;89652;205886;116035;192684;227572;885110;358769;370000;89569;66773
73;Prognose;1e Generatie;2028;2317062;1421541;173704;411511;91497;207035;117279;192099;228433;895523;361464;378722;87945;67399
74;Prognose;1e Generatie;2029;2340421;1434809;175974;418265;93301;208137;118493;191429;229219;905613;364057;387228;86349;67980
75;Prognose;1e Generatie;2030;2363082;1447692;178246;424905;95067;209189;119681;190662;229952;915389;366561;395540;84786;68506
76;Prognose;1e Generatie;2031;2385048;1460177;180506;431420;96791;210188;120835;189816;230626;924866;368969;403650;83261;68992
77;Prognose;1e Generatie;2032;2406322;1472251;182753;437820;98473;211146;121954;188877;231241;934070;371291;411572;81762;69443
78;Prognose;1e Generatie;2033;2426889;1483908;184975;444078;100107;212059;123045;187848;231801;943000;373554;419278;80299;69857
79;Prognose;1e Generatie;2034;2446765;1495113;187168;450197;101710;212923;124098;186729;232287;951661;375745;426806;78868;70241
80;Prognose;1e Generatie;2035;2465927;1505861;189327;456167;103275;213740;125112;185519;232714;960074;377878;434131;77461;70603
81;Prognose;1e Generatie;2036;2484397;1516143;191462;461988;104798;214501;126097;184231;233082;968251;379965;441264;76093;70928
82;Prognose;1e Generatie;2037;2502164;1525956;193559;467653;106270;215205;127039;182861;233375;976208;381999;448205;74757;71243
83;Prognose;1e Generatie;2038;2519223;1535260;195605;473144;107719;215855;127950;181403;233592;983954;383996;454961;73471;71534
84;Prognose;1e Generatie;2039;2535571;1544061;197606;478476;109117;216434;128833;179876;233729;991507;385946;461521;72239;71797
85;Prognose;1e Generatie;2040;2551234;1552348;199552;483640;110469;216948;129675;178281;233782;998888;387858;467898;71072;72052
86;Prognose;1e Generatie;2041;2566222;1560108;201440;488642;111788;217391;130478;176619;233755;1006107;389733;474090;69989;72292
87;Prognose;1e Generatie;2042;2580535;1567354;203284;493464;113069;217759;131260;174895;233638;1013183;391568;480102;69004;72509
88;Prognose;1e Generatie;2043;2594170;1574052;205059;498114;114306;218032;132000;173127;233410;1020121;393355;485931;68112;72718
89;Prognose;1e Generatie;2044;2607133;1580217;206771;502583;115505;218232;132713;171312;233096;1026919;395099;491579;67317;72905
90;Prognose;1e Generatie;2045;2619420;1585848;208426;506885;116672;218330;133399;169464;232675;1033577;396800;497048;66630;73090
91;Prognose;1e Generatie;2046;2631051;1590947;210018;511021;117785;218348;134046;167589;232142;1040104;398448;502340;66047;73264
92;Prognose;1e Generatie;2047;2642025;1595541;211547;514993;118863;218270;134671;165703;231500;1046477;400047;507458;65567;73414
93;Prognose;1e Generatie;2048;2652362;1599636;213013;518792;119912;218097;135263;163813;230748;1052728;401590;512398;65177;73560
94;Prognose;1e Generatie;2049;2662055;1603236;214420;522437;120913;217827;135833;161929;229884;1058819;403066;517164;64891;73690
95;Prognose;1e Generatie;2050;2671143;1606401;215774;525914;121876;217477;136390;160062;228926;1064749;404494;521748;64686;73815
96;Prognose;2e Generatie;2003;1454396;618553;62414;73075;21941;131758;44934;133280;151187;835836;476119;62281;265262;32168
97;Prognose;2e Generatie;2004;1491128;650672;66929;79219;23387;139058;47181;137464;157442;840458;476503;65619;265335;32987
98;Prognose;2e Generatie;2005;1527658;682716;71558;85633;24889;146345;49389;141424;163489;844932;476632;69112;265404;33788
99;Prognose;2e Generatie;2006;1563814;714576;76224;92265;26424;153591;51592;145156;169329;849242;476518;72723;265452;34547
100;Prognose;2e Generatie;2007;1599556;746118;80870;99098;28006;160758;53778;148658;174973;853440;476201;76461;265501;35274
101;Prognose;2e Generatie;2008;1634877;777282;85473;106107;29611;167803;55951;151931;180406;857596;475714;80365;265521;35992
102;Prognose;2e Generatie;2009;1669867;808026;90056;113285;31272;174699;58107;154989;185637;861838;475124;84449;265540;36733
103;Prognose;2e Generatie;2010;1704632;838358;94602;120641;32963;181404;60238;157858;190650;866275;474477;88741;265548;37520
104;Prognose;2e Generatie;2011;1739237;868256;99105;128160;34698;187904;62371;160563;195466;870972;473806;93260;265545;38377
105;Prognose;2e Generatie;2012;1773776;897782;103573;135833;36482;194174;64512;163124;200089;875996;473130;98034;265511;39321
106;Prognose;2e Generatie;2013;1808305;926944;108000;143642;38311;200206;66678;165577;204538;881362;472465;103065;265467;40374
107;Prognose;2e Generatie;2014;1842802;955750;112396;151585;40187;205992;68858;167929;208818;887048;471789;108341;265398;41533
108;Prognose;2e Generatie;2015;1877209;984205;116754;159651;42096;211523;71049;170172;212958;893009;471113;113837;265294;42764
109;Prognose;2e Generatie;2016;1911538;1012325;121082;167825;44075;216811;73250;172330;216964;899207;470427;119522;265174;44085
110;Prognose;2e Generatie;2017;1945770;1040152;125373;176105;46089;221862;75464;174411;220840;905625;469723;125402;265001;45487
111;Prognose;2e Generatie;2018;1979907;1067673;129631;184474;48152;226684;77691;176420;224623;912230;469023;131458;264799;46951
112;Prognose;2e Generatie;2019;2013910;1094929;133826;192922;50291;231292;79915;178364;228310;918984;468310;137677;264537;48455
113;Prognose;2e Generatie;2020;2047784;1121945;137997;201457;52478;235692;82155;180252;231913;925842;467589;144033;264214;50000
114;Prognose;2e Generatie;2021;2081522;1148710;142099;210047;54723;239899;84406;182084;235444;932813;466866;150531;263842;51580
115;Prognose;2e Generatie;2022;2115115;1175255;146172;218675;57025;243934;86675;183862;238910;939866;466152;157136;263385;53178
116;Prognose;2e Generatie;2023;2148571;1201578;150199;227346;59373;247814;88950;185601;242301;946980;465459;163845;262866;54817
117;Prognose;2e Generatie;2024;2181891;1227716;154199;236046;61761;251531;91248;187286;245647;954163;464789;170658;262249;56473
118;Prognose;2e Generatie;2025;2215076;1253673;158156;244772;64193;255131;93549;188931;248937;961401;464168;177543;261542;58139
119;Prognose;2e Generatie;2026;2248137;1279458;162087;253510;66652;258598;95877;190544;252191;968684;463609;184501;260735;59832
120;Prognose;2e Generatie;2027;2281085;1305064;165981;262254;69158;261959;98219;192110;255391;976012;463147;191525;259811;61541
121;Prognose;2e Generatie;2028;2313933;1330538;169843;270999;71695;265210;100572;193644;258557;983398;462770;198597;258770;63263
122;Prognose;2e Generatie;2029;2346678;1355865;173702;279738;74264;268383;102939;195163;261678;990812;462519;205702;257592;64991
123;Prognose;2e Generatie;2030;2379343;1381070;177535;288479;76870;271464;105303;196657;264762;998281;462399;212871;256284;66736
124;Prognose;2e Generatie;2031;2411933;1406164;181351;297213;79502;274473;107681;198121;267817;1005771;462414;220061;254808;68488
125;Prognose;2e Generatie;2032;2444451;1431136;185160;305933;82172;277402;110060;199566;270834;1013321;462595;227295;253179;70250
126;Prognose;2e Generatie;2033;2476873;1455973;188961;314645;84865;280264;112440;200986;273818;1020907;462943;234551;251390;72017
127;Prognose;2e Generatie;2034;2509214;1480686;192758;323331;87573;283066;114817;202380;276772;1028532;463472;241838;249430;73799
128;Prognose;2e Generatie;2035;2541487;1505287;196544;331998;90306;285805;117193;203735;279688;1036209;464184;249159;247279;75585
129;Prognose;2e Generatie;2036;2573677;1529744;200337;340651;93069;288479;119567;205073;282572;1043932;465095;256500;244953;77366
130;Prognose;2e Generatie;2037;2605763;1554074;204125;349276;95842;291101;121924;206388;285420;1051689;466198;263873;242452;79162
131;Prognose;2e Generatie;2038;2637738;1578241;207901;357878;98628;293655;124280;207667;288233;1059492;467508;271263;239755;80967
132;Prognose;2e Generatie;2039;2669624;1602264;211688;366456;101432;296161;126618;208916;291002;1067354;469030;278674;236881;82776
133;Prognose;2e Generatie;2040;2701365;1626126;215468;375004;104256;298595;128948;210127;293740;1075240;470730;286110;233820;84576
134;Prognose;2e Generatie;2041;2732952;1649787;219230;383524;107067;300979;131265;211297;296426;1083162;472627;293565;230586;86382
135;Prognose;2e Generatie;2042;2764364;1673257;223000;392003;109897;303302;133559;212431;299063;1091114;474718;301035;227195;88171
136;Prognose;2e Generatie;2043;2795576;1696489;226750;400453;112728;305565;135837;213531;301639;1099083;476964;308515;223638;89969
137;Prognose;2e Generatie;2044;2826576;1719490;230500;408849;115551;307763;138095;214560;304178;1107076;479365;316011;219937;91763
138;Prognose;2e Generatie;2045;2857349;1742268;234233;417223;118383;309902;140328;215551;306652;1115087;481896;323517;216114;93551
139;Prognose;2e Generatie;2046;2887882;1764787;237961;425549;121209;311989;142547;216467;309065;1123105;484553;331028;212201;95331
140;Prognose;2e Generatie;2047;2918179;1787031;241675;433845;124022;314003;144736;217331;311409;1131145;487306;338541;208188;97111
141;Prognose;2e Generatie;2048;2948163;1808970;245369;442084;126838;315961;146896;218126;313688;1139195;490154;346059;204114;98879
142;Prognose;2e Generatie;2049;2977865;1830614;249055;450286;129648;317846;149021;218857;315904;1147262;493075;353556;199995;100626
143;Prognose;2e Generatie;2050;3007299;1851961;252742;458440;132446;319676;151133;219509;318020;1155339;496056;361054;195855;102385
144;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2003;3016972;1609831;186232;280268;59636;292475;127030;319064;339014;1406842;746709;189245;399763;65389
145;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2004;3050837;1650144;191242;289020;60736;299408;128000;321956;344666;1400132;736231;191628;396649;62287
146;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2005;3074830;1682780;194047;295479;61523;305637;128641;324135;349493;1391180;724592;192633;393286;58799
147;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2006;3093339;1711422;194554;299642;62015;311438;128995;325862;353542;1380911;712169;192917;389701;55267
148;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2007;3112339;1735233;194165;303052;62321;316579;129263;327277;357051;1372551;700256;193353;385934;52487
149;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2008;3129147;1757888;193612;305088;62652;321222;129467;328000;359921;1367222;690089;194300;382191;50665
150;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2009;3152891;1776616;192750;307161;62934;325646;129641;328642;362526;1366181;681679;196990;378419;49701
151;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2010;3174988;1798766;191895;308898;63049;329544;129751;328604;364830;1366886;674010;200756;374508;49573
152;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2011;3199861;1818138;190825;310254;63279;333488;130057;328514;366407;1371653;667670;205724;370624;50414
153;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2012;3227763;1837539;190428;312192;63564;336306;130628;328122;367379;1374680;660772;210872;366583;51820
154;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2013;3248683;1854915;189776;313618;63768;338211;131125;327268;368021;1379046;652141;216793;362563;54123
155;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2014;3269420;1872708;189467;315491;64053;340432;131319;326413;368365;1384770;643376;222337;358145;56207
156;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2015;3289760;1888615;189466;317485;64366;342133;131457;325618;368490;1389752;636133;227994;353312;58087
157;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2016;3304516;1904756;189302;318533;64779;343198;131688;324342;368397;1393296;629056;233018;348701;59323
158;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2017;3318578;1917766;189323;319066;65590;344166;132150;322950;368141;1396045;622591;238243;344317;60319
159;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2018;3333941;1932221;188612;319198;66546;344892;132280;321476;367649;1402624;614570;243295;340195;61138
160;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2019;3347816;1944591;187800;319876;67451;345185;132246;319728;366702;1408588;607375;248896;335844;62329
161;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2020;3364246;1959099;186856;320910;68300;345168;132520;317888;365486;1412048;599691;254148;331171;63602
162;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2021;3377764;1972656;186095;321677;69260;344785;132914;315932;364022;1412893;591727;259469;326456;64801
163;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2022;3392892;1986597;185282;322564;70047;344146;133476;313693;362473;1415256;584282;264341;321746;66068
164;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2023;3407215;1998143;184215;322860;70566;342941;134058;311239;361086;1415548;576597;268958;317004;67113
165;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2024;3423453;2009755;183228;322512;71057;341742;134707;308829;359562;1413474;568738;273668;312291;68083
166;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2025;3436242;2020356;182340;322192;71665;340436;135200;306297;357737;1413316;561611;278393;307222;68651
167;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2026;3444922;2028954;181308;321614;72427;338793;135573;303619;355317;1414134;554386;282879;302127;69729
168;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2027;3452204;2037945;180049;320717;73203;337027;135807;300722;353164;1416865;547484;288117;297116;70847
169;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2028;3459687;2046277;178751;319842;73710;335101;135701;297424;350666;1419081;542877;293279;292026;71698
170;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2029;3469393;2051685;177571;319679;74157;333115;135516;294318;347995;1420739;536697;297989;286767;72042
171;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2030;3480754;2058608;177042;319629;74700;330716;135781;291306;345622;1421307;529319;303706;281074;72771
172;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2031;3486936;2061409;176441;319486;75671;328771;136299;288212;343131;1420753;522697;307807;275223;73823
173;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2032;3485080;2062647;175917;319581;76644;326696;136427;284994;340582;1421143;517508;311295;269347;74938
174;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2033;3485207;2064982;175361;320334;77645;324533;136260;281425;337768;1417542;511595;314283;263328;76258
175;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2034;3494434;2068880;174831;321104;78428;322325;136822;277976;335193;1415367;505262;317738;257232;77218
176;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2035;3498182;2072721;173970;321840;79119;320127;137440;274458;332696;1412940;499256;320941;251126;78123
177;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2036;3499344;2075917;173379;321930;79864;317813;138187;270950;330391;1412129;493465;324256;245004;79057
178;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2037;3500298;2081470;172803;320897;80568;315396;138799;267147;327648;1411517;488514;327784;238881;79956
179;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2038;3500126;2082496;172216;319958;81189;312973;139307;263141;324567;1409895;485282;330745;232683;80224
180;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2039;3495401;2083237;171723;318373;81967;309990;139718;259075;321544;1409782;482744;334169;226136;81346
181;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2040;3493869;2086934;171191;316328;82711;307436;139883;254843;318320;1409845;480327;338628;219347;82918
182;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2041;3499639;2091207;170711;314353;83346;304894;139990;250489;314875;1409288;476189;344047;212020;83841
183;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2042;3503893;2093013;170175;312323;84006;302367;140014;246290;311199;1410808;472378;349014;204869;84842
184;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2043;3509600;2093744;169973;310173;84648;299355;139931;242041;307825;1413177;468487;353688;198146;86132
185;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2044;3513364;2093808;169848;308092;85340;296250;139959;237449;303727;1414286;465254;357892;191144;87766
186;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2045;3516055;2094174;169609;305958;86003;292843;139835;233311;299382;1414695;462896;362017;183914;88926
187;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2046;3516609;2094530;168863;303943;86765;289486;139720;229019;295065;1413450;460592;366376;177423;90132
188;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2047;3512748;2092787;167827;301615;87521;285830;139820;224958;290943;1414738;457074;370078;170818;91255
189;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2048;3508366;2087377;166746;299270;88144;281957;139900;220885;286804;1414732;452831;373366;163990;92236
190;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2049;3504070;2081569;165640;297366;88749;278272;139656;216571;282361;1415438;449370;376566;157316;92764
191;Ondergrens 95%-prognose-interval;Totaal 1e en 2e generatie;2050;3499490;2077506;164573;295454;89354;274224;139284;212050;277907;1419225;444922;379538;150605;93770
192;Ondergrens 95%-prognose-interval;1e Generatie;2003;1563932;992228;123981;207320;37747;160951;82171;185972;188109;571578;271015;127151;134565;33263
193;Ondergrens 95%-prognose-interval;1e Generatie;2004;1561027;1001136;124679;210343;37449;160835;80893;184824;187788;560006;260395;126366;131375;29493
194;Ondergrens 95%-prognose-interval;1e Generatie;2005;1551473;1003961;123434;210685;36930;160282;79366;183365;187049;547589;249067;124513;128123;25389
195;Ondergrens 95%-prognose-interval;1e Generatie;2006;1536772;1003508;120144;209385;36115;159491;77838;181685;186010;534336;237656;121853;124651;21444
196;Ondergrens 95%-prognose-interval;1e Generatie;2007;1522203;1000190;116082;206707;35174;158383;75982;179883;184774;522837;227579;120010;121303;18232
197;Ondergrens 95%-prognose-interval;1e Generatie;2008;1511166;995991;111795;203488;34364;157171;74528;177979;183344;515173;219330;118965;118008;16263
