ID;ForecastInterval;Periods;TotalPopulation_1;k_0To20Years_2;k_20To65Years_3;k_65YearsAndOlder_4;k_0To20Years_5;k_20To65Years_6;k_65YearsAndOlder_7;TotalPressure_8;GreenPressure_9;GreyPressure_10;LiveBirths_11;TotalFertilityRate_12;Deaths_13;Total_14;Men_15;Women_16;Total_17;Men_18;Women_19;Immigration_20;EmigrationInclNetAdmCorr_21;NetMigrationInclNetAdmCorr_22
23;Forecast;2040;18293320.0;3934125.0;9567889.0;4791306.0;21.5;52.3;26.2;91.2;41.1;50.1;187154;1.75;195502;85.42;83.8;87.04;22.44;21.18;23.7;222388;196873;25515
24;Forecast;2041;18310488.0;3947464.0;9568926.0;4794098.0;21.6;52.3;26.2;91.4;41.3;50.1;185843;1.75;196944;85.57;83.94;87.2;22.56;21.28;23.82;222286;196997;25289
25;Forecast;2042;18324676.0;3956251.0;9574694.0;4793732.0;21.6;52.3;26.2;91.4;41.3;50.1;184659;1.75;198234;85.72;84.08;87.35;22.67;21.39;23.94;222256;197130;25126
26;Forecast;2043;18336228.0;3960897.0;9585409.0;4789923.0;21.6;52.3;26.1;91.3;41.3;50.0;183643;1.75;199372;85.87;84.22;87.51;22.78;21.49;24.06;222324;197314;25010
27;Forecast;2044;18345510.0;3961194.0;9597103.0;4787213.0;21.6;52.3;26.1;91.2;41.3;49.9;182805;1.75;200355;86.02;84.36;87.66;22.9;21.6;24.18;222382;197477;24905
28;Forecast;2045;18352864.0;3957941.0;9612016.0;4782907.0;21.6;52.4;26.1;90.9;41.2;49.8;182139;1.75;201276;86.16;84.5;87.81;23.01;21.7;24.3;222246;197626;24620
29;Forecast;2046;18358348.0;3951524.0;9623496.0;4783328.0;21.5;52.4;26.1;90.8;41.1;49.7;181662;1.75;202028;86.31;84.64;87.96;23.12;21.81;24.41;222345;197759;24586
30;Forecast;2047;18362568.0;3942434.0;9639848.0;4780285.0;21.5;52.5;26.0;90.5;40.9;49.6;181410;1.75;202724;86.45;84.78;88.11;23.23;21.91;24.53;222458;197880;24578
31;Forecast;2048;18365832.0;3931417.0;9662846.0;4771571.0;21.4;52.6;26.0;90.1;40.7;49.4;181442;1.75;203422;86.59;84.91;88.26;23.34;22.01;24.64;222534;198038;24496
32;Forecast;2049;18368350.0;3918984.0;9688360.0;4761006.0;21.3;52.7;25.9;89.6;40.5;49.1;181788;1.75;204120;86.73;85.05;88.4;23.45;22.12;24.76;222558;198226;24332
33;Forecast;2050;18370350.0;3905921.0;9710299.0;4754131.0;21.3;52.9;25.9;89.2;40.2;49.0;182452;1.75;204787;86.87;85.18;88.54;23.56;22.22;24.87;222648;198431;24217
34;Forecast;2051;18372232.0;3892939.0;9729788.0;4749506.0;21.2;53.0;25.9;88.8;40.0;48.8;183391;1.75;205386;87.01;85.31;88.68;23.67;22.32;24.98;222711;198635;24076
35;Forecast;2052;18374314.0;3880813.0;9744559.0;4748942.0;21.1;53.0;25.8;88.6;39.8;48.7;184556;1.75;205858;87.15;85.45;88.82;23.77;22.42;25.09;222828;198833;23995
36;Forecast;2053;18377006.0;3870342.0;9757791.0;4748874.0;21.1;53.1;25.8;88.3;39.7;48.7;185910;1.75;206176;87.28;85.58;88.96;23.88;22.52;25.2;222840;199036;23804
37;Forecast;2054;18380546.0;3861739.0;9771027.0;4747779.0;21.0;53.2;25.8;88.1;39.5;48.6;187413;1.75;206305;87.42;85.71;89.1;23.98;22.62;25.31;222982;199229;23753
38;Forecast;2055;18385406.0;3855111.0;9781709.0;4748587.0;21.0;53.2;25.8;88.0;39.4;48.5;188990;1.75;206212;87.55;85.83;89.23;24.09;22.72;25.42;223122;199418;23704
39;Forecast;2056;18391890.0;3850871.0;9784362.0;4756657.0;20.9;53.2;25.9;88.0;39.4;48.6;190577;1.75;205869;87.68;85.96;89.36;24.19;22.82;25.53;223232;199595;23637
40;Forecast;2057;18400234.0;3849322.0;9786008.0;4764904.0;20.9;53.2;25.9;88.0;39.3;48.7;192097;1.75;205265;87.81;86.09;89.49;24.29;22.92;25.63;223268;199764;23504
41;Forecast;2058;18410570.0;3850584.0;9788105.0;4771882.0;20.9;53.2;25.9;88.1;39.3;48.8;193501;1.75;204397;87.94;86.22;89.62;24.39;23.02;25.74;223425;199919;23506
42;Forecast;2059;18423180.0;3854599.0;9790129.0;4778452.0;20.9;53.1;25.9;88.2;39.4;48.8;194739;1.75;203261;88.07;86.34;89.75;24.49;23.11;25.84;223436;200064;23372
43;Forecast;2060;18438032.0;3861157.0;9790048.0;4786826.0;20.9;53.1;26.0;88.3;39.4;48.9;195774;1.75;201881;88.19;86.46;89.88;24.59;23.21;25.94;223272;200152;23120
44;Lower limit 95% forecast-interval;2017;;;;;;;;;;;160470;1.53;138612;80.97;79.3;82.56;19.29;17.96;20.5;202460;135988;46038
45;Lower limit 95% forecast-interval;2018;17142706.0;3796160.0;10108183.0;3228236.0;22.1;58.9;18.8;69.3;37.5;31.8;159024;1.49;135817;80.81;79.21;82.32;19.16;17.89;20.31;179718;137643;17907
46;Lower limit 95% forecast-interval;2019;17182784.0;3763188.0;10102268.0;3291726.0;21.8;58.7;19.1;69.6;37.1;32.3;158322;1.47;134019;80.71;79.16;82.2;19.07;17.84;20.19;170421;139442;3320
47;Lower limit 95% forecast-interval;2020;17210122.0;3724418.0;10090134.0;3352711.0;21.6;58.5;19.3;69.8;36.7;32.9;158012;1.45;133738;80.66;79.12;82.13;19.01;17.8;20.12;165054;141809;-5522
48;Lower limit 95% forecast-interval;2021;17227202.0;3680491.0;10074454.0;3410632.0;21.3;58.3;19.6;69.9;36.2;33.4;158867;1.45;134055;80.62;79.08;82.1;18.96;17.76;20.08;162340;143653;-12709
49;Lower limit 95% forecast-interval;2022;17249196.0;3640017.0;10045935.0;3471465.0;21.0;58.1;19.9;70.2;35.9;33.9;159796;1.45;134548;80.6;79.07;82.08;18.93;17.74;20.05;160908;145625;-19120
50;Lower limit 95% forecast-interval;2023;17254192.0;3600639.0;10010332.0;3532749.0;20.7;57.8;20.2;70.6;35.6;34.5;160986;1.46;134653;80.6;79.08;82.07;18.91;17.74;20.02;159683;147529;-23219
51;Lower limit 95% forecast-interval;2024;17254454.0;3569420.0;9973097.0;3589834.0;20.5;57.4;20.5;71.0;35.3;35.1;162175;1.46;135159;80.61;79.09;82.1;18.91;17.74;20.02;158794;148809;-25112
52;Lower limit 95% forecast-interval;2025;17250010.0;3542992.0;9911254.0;3650891.0;20.3;57.1;20.8;71.7;35.2;35.8;162605;1.47;136072;80.63;79.12;82.13;18.91;17.74;20.03;157950;150173;-27578
53;Lower limit 95% forecast-interval;2026;17234334.0;3522521.0;9851712.0;3711423.0;20.2;56.6;21.1;72.4;35.1;36.4;163109;1.47;137740;80.67;79.16;82.16;18.92;17.76;20.04;156827;151356;-29801
54;Lower limit 95% forecast-interval;2027;17245052.0;3504202.0;9780296.0;3775184.0;20.1;56.2;21.3;73.2;35.1;37.1;162735;1.47;139432;80.7;79.2;82.2;18.94;17.78;20.05;154185;152285;-30943
55;Lower limit 95% forecast-interval;2028;17244874.0;3492917.0;9712909.0;3835301.0;19.9;55.7;21.6;74.2;35.1;37.8;162277;1.47;140623;80.76;79.24;82.25;18.97;17.81;20.08;153316;152047;-32230
56;Lower limit 95% forecast-interval;2029;17237022.0;3474949.0;9641797.0;3895510.0;19.8;55.2;21.9;75.1;35.1;38.6;161356;1.46;141404;80.8;79.29;82.3;18.99;17.83;20.11;153008;152465;-33582
57;Lower limit 95% forecast-interval;2030;17239996.0;3452893.0;9558522.0;3958813.0;19.7;54.7;22.2;76.0;35.1;39.4;161454;1.45;142104;80.85;79.33;82.37;19.01;17.85;20.16;155295;152376;-34763
58;Lower limit 95% forecast-interval;2031;17239490.0;3429392.0;9498468.0;4020836.0;19.6;54.2;22.4;76.9;35.0;40.0;160974;1.44;143124;80.91;79.38;82.44;19.04;17.88;20.19;154669;152157;-35286
59;Lower limit 95% forecast-interval;2032;17226642.0;3419935.0;9446921.0;4066410.0;19.5;53.7;22.6;77.7;35.0;40.6;159488;1.43;143955;80.97;79.43;82.51;19.08;17.9;20.24;153164;152030;-35559
60;Lower limit 95% forecast-interval;2033;17208252.0;3409764.0;9378108.0;4104495.0;19.5;53.2;22.8;78.5;35.1;41.3;157413;1.42;144857;81.03;79.48;82.59;19.12;17.93;20.28;149955;152177;-35605
61;Lower limit 95% forecast-interval;2034;17193884.0;3403338.0;9323170.0;4136938.0;19.4;52.7;23.0;79.4;35.3;42.1;155793;1.41;145486;81.1;79.54;82.66;19.16;17.96;20.33;149609;151588;-37224
62;Lower limit 95% forecast-interval;2035;17175052.0;3389655.0;9248795.0;4186885.0;19.3;52.2;23.3;80.5;35.3;42.9;155040;1.4;146538;81.16;79.6;82.74;19.19;18.0;20.38;150377;151541;-38470
63;Lower limit 95% forecast-interval;2036;17145824.0;3380759.0;9166850.0;4228107.0;19.3;51.7;23.4;81.5;35.5;43.4;153566;1.39;147559;81.23;79.66;82.82;19.23;18.02;20.43;150969;151508;-38448
64;Lower limit 95% forecast-interval;2037;17113620.0;3369590.0;9083678.0;4261670.0;19.3;51.3;23.6;82.3;35.5;43.8;152277;1.39;150290;81.31;79.72;82.9;19.28;18.06;20.49;150887;151484;-38080
65;Lower limit 95% forecast-interval;2038;17099684.0;3371886.0;9019757.0;4265474.0;19.3;50.9;23.6;83.0;35.7;44.2;149883;1.38;152484;81.38;79.78;82.98;19.32;18.09;20.54;150714;150799;-38296
66;Lower limit 95% forecast-interval;2039;17074486.0;3365356.0;8986470.0;4273486.0;19.2;50.6;23.7;83.3;35.7;44.3;148101;1.37;154920;81.45;79.84;83.06;19.37;18.13;20.59;150156;150241;-37917
67;Lower limit 95% forecast-interval;2040;17026868.0;3360037.0;8957556.0;4260329.0;19.2;50.5;23.6;83.2;35.6;44.2;145661;1.36;156446;81.52;79.9;83.14;19.41;18.17;20.64;149247;149015;-37668
68;Lower limit 95% forecast-interval;2041;16998044.0;3359563.0;8954151.0;4228201.0;19.2;50.4;23.5;83.2;35.6;44.0;143544;1.35;158397;81.59;79.96;83.22;19.46;18.2;20.69;147626;148106;-38863
69;Lower limit 95% forecast-interval;2042;16936344.0;3340744.0;8931877.0;4211589.0;19.1;50.3;23.3;82.8;35.5;43.7;140472;1.34;160490;81.66;80.03;83.3;19.5;18.24;20.74;146902;146722;-40059
70;Lower limit 95% forecast-interval;2043;16856996.0;3317555.0;8923162.0;4173601.0;19.1;50.3;23.2;82.5;35.3;43.3;138025;1.34;161540;81.74;80.09;83.37;19.54;18.28;20.79;146173;146174;-40925
71;Lower limit 95% forecast-interval;2044;16817722.0;3289421.0;8909342.0;4139656.0;19.0;50.2;23.2;82.0;35.2;42.9;135817;1.33;162694;81.81;80.15;83.45;19.59;18.32;20.85;146633;145880;-41282
72;Lower limit 95% forecast-interval;2045;16778250.0;3267192.0;8893239.0;4117287.0;18.8;50.2;23.0;81.7;34.9;42.6;134063;1.32;163385;81.88;80.22;83.53;19.64;18.35;20.9;146749;146076;-41985
73;Lower limit 95% forecast-interval;2046;16725073.0;3244782.0;8886153.0;4113153.0;18.7;50.2;22.8;81.2;34.6;42.2;132576;1.31;164141;81.95;80.28;83.61;19.68;18.4;20.94;146988;146330;-42067
74;Lower limit 95% forecast-interval;2047;16661073.0;3195327.0;8902269.0;4081977.0;18.6;50.2;22.6;80.8;34.4;42.0;131563;1.31;164624;82.02;80.35;83.68;19.73;18.43;21.0;147257;147230;-42266
75;Lower limit 95% forecast-interval;2048;16595486.0;3179518.0;8889548.0;4047546.0;18.4;50.2;22.5;80.5;33.9;41.5;131156;1.3;164952;82.09;80.41;83.76;19.77;18.47;21.05;147625;147442;-42916
76;Lower limit 95% forecast-interval;2049;16571458.0;3151632.0;8882373.0;4012060.0;18.2;50.3;22.3;80.0;33.6;41.1;130009;1.29;165761;82.16;80.48;83.83;19.82;18.52;21.1;148357;148012;-43786
77;Lower limit 95% forecast-interval;2050;16509117.0;3118794.0;8890131.0;3980126.0;18.1;50.5;22.2;79.4;33.1;40.8;128506;1.29;165712;82.23;80.54;83.9;19.87;18.56;21.15;147902;148495;-44979
78;Lower limit 95% forecast-interval;2051;16462403.0;3083299.0;8884920.0;3963469.0;17.9;50.5;22.1;79.1;32.9;40.6;127562;1.28;165946;82.31;80.61;83.98;19.92;18.6;21.2;147243;148718;-45930
79;Lower limit 95% forecast-interval;2052;16408746.0;3026952.0;8866801.0;3961658.0;17.8;50.6;22.1;78.8;32.4;40.4;126921;1.27;166352;82.38;80.67;84.05;19.96;18.64;21.25;146758;148762;-46405
80;Lower limit 95% forecast-interval;2053;16328251.0;2996767.0;8852429.0;3942044.0;17.6;50.6;22.0;78.6;32.1;40.1;126999;1.27;166779;82.44;80.74;84.12;20.01;18.68;21.3;145446;148894;-45912
81;Lower limit 95% forecast-interval;2054;16265766.0;2971165.0;8838517.0;3912055.0;17.4;50.7;21.9;78.4;31.8;39.9;126509;1.26;167055;82.52;80.8;84.19;20.05;18.72;21.34;144663;148260;-45708
82;Lower limit 95% forecast-interval;2055;16241610.0;2931357.0;8811928.0;3903142.0;17.3;50.6;21.8;78.0;31.5;39.7;126426;1.25;167274;82.58;80.87;84.26;20.1;18.76;21.4;143990;147398;-44567
83;Lower limit 95% forecast-interval;2056;16195032.0;2890055.0;8788388.0;3909665.0;17.3;50.6;21.8;77.8;31.2;39.7;125601;1.25;167269;82.65;80.93;84.33;20.14;18.8;21.45;144827;145970;-44418
84;Lower limit 95% forecast-interval;2057;16184203.0;2868354.0;8761616.0;3897033.0;17.2;50.5;21.6;77.7;31.0;39.6;125607;1.24;166148;82.72;81.0;84.4;20.18;18.84;21.49;145546;145239;-44704
85;Lower limit 95% forecast-interval;2058;16175488.0;2834233.0;8737457.0;3875619.0;17.1;50.4;21.6;77.6;30.9;39.6;125854;1.23;165893;82.79;81.06;84.47;20.22;18.89;21.54;145243;144970;-45333
86;Lower limit 95% forecast-interval;2059;16151215.0;2802982.0;8716571.0;3865868.0;17.0;50.4;21.6;77.5;30.7;39.3;126793;1.23;165353;82.85;81.13;84.54;20.27;18.92;21.58;144215;145368;-45952
87;Lower limit 95% forecast-interval;2060;16117907.0;2787032.0;8687291.0;3853236.0;16.9;50.5;21.5;77.4;30.6;39.4;127539;1.22;165493;82.91;81.19;84.6;20.31;18.96;21.63;143120;145302;-46520
88;Upper limit 95% forecast-interval;2017;;;;;;;;;;;176387;1.69;162988;82.57;80.9;84.15;20.47;19.1;21.7;268991;172383;117489
89;Upper limit 95% forecast-interval;2018;17222166.0;3818567.0;10163066.0;3249069.0;22.2;59.0;18.9;69.7;37.6;32.1;181450;1.72;168389;83.05;81.46;84.57;20.82;19.51;22.01;265152;185072;106924
90;Upper limit 95% forecast-interval;2019;17344296.0;3812355.0;10216509.0;3337276.0;22.0;59.0;19.3;70.2;37.4;32.9;186576;1.75;173564;83.47;81.91;84.95;21.11;19.84;22.27;271256;197045;106880
91;Upper limit 95% forecast-interval;2020;17467608.0;3806274.0;10269875.0;3426794.0;21.9;58.9;19.8;70.8;37.3;33.7;191179;1.77;178956;83.84;82.3;85.31;21.37;20.12;22.52;278068;204574;105290
92;Upper limit 95% forecast-interval;2021;17590468.0;3797875.0;10327454.0;3519579.0;21.7;58.9;20.2;71.5;37.1;34.6;197279;1.81;182960;84.18;82.64;85.66;21.6;20.36;22.76;282971;212464;105457
93;Upper limit 95% forecast-interval;2022;17707380.0;3800432.0;10370235.0;3615493.0;21.6;58.7;20.7;72.3;37.1;35.6;202720;1.84;186837;84.5;82.97;85.98;21.83;20.6;22.99;289415;219999;104766
94;Upper limit 95% forecast-interval;2023;17822372.0;3809002.0;10406152.0;3711900.0;21.5;58.6;21.2;73.1;37.1;36.6;208339;1.88;189754;84.8;83.29;86.28;22.05;20.84;23.2;294537;225464;104127
95;Upper limit 95% forecast-interval;2024;17951182.0;3820607.0;10432658.0;3815598.0;21.5;58.5;21.6;74.1;37.2;37.6;212761;1.91;193405;85.11;83.59;86.6;22.27;21.06;23.42;299328;230804;103214
96;Upper limit 95% forecast-interval;2025;18075470.0;3846078.0;10449609.0;3917799.0;21.5;58.3;22.2;75.3;37.4;38.8;216757;1.94;196635;85.41;83.89;86.9;22.49;21.28;23.63;302518;234864;103654
97;Upper limit 95% forecast-interval;2026;18175386.0;3878707.0;10459669.0;4018520.0;21.5;58.0;22.7;76.6;37.8;39.9;219843;1.97;200441;85.69;84.19;87.19;22.7;21.5;23.84;305300;238418;102660
98;Upper limit 95% forecast-interval;2027;18300982.0;3915371.0;10464964.0;4129359.0;21.6;57.7;23.2;78.1;38.2;41.2;222564;2.0;204618;85.98;84.48;87.47;22.9;21.72;24.05;308542;241631;102123
99;Upper limit 95% forecast-interval;2028;18402940.0;3962530.0;10454346.0;4234602.0;21.7;57.4;23.7;79.6;38.7;42.5;225055;2.02;208841;86.26;84.75;87.76;23.11;21.93;24.26;309937;244149;102262
100;Upper limit 95% forecast-interval;2029;18520716.0;4007295.0;10441755.0;4340564.0;21.8;57.1;24.2;81.3;39.2;43.7;228066;2.03;212114;86.54;85.02;88.04;23.31;22.13;24.47;309831;246546;101704
101;Upper limit 95% forecast-interval;2030;18642832.0;4044239.0;10435073.0;4453137.0;21.9;56.8;24.8;83.0;39.8;45.0;230063;2.05;214598;86.81;85.29;88.32;23.51;22.33;24.68;310120;248289;100913
102;Upper limit 95% forecast-interval;2031;18765412.0;4080128.0;10419514.0;4560709.0;22.0;56.5;25.3;84.6;40.3;46.2;231438;2.06;216876;87.07;85.54;88.6;23.72;22.52;24.89;311990;249510;100589
103;Upper limit 95% forecast-interval;2032;18902106.0;4128163.0;10410091.0;4665243.0;22.2;56.3;25.7;86.1;40.9;47.5;231605;2.07;220040;87.33;85.79;88.87;23.92;22.72;25.1;313700;250606;100517
104;Upper limit 95% forecast-interval;2033;19005350.0;4178659.0;10390692.0;4760129.0;22.4;56.0;26.1;87.9;41.6;48.5;232423;2.08;223458;87.59;86.04;89.14;24.12;22.91;25.32;314168;251756;99938
105;Upper limit 95% forecast-interval;2034;19110496.0;4227760.0;10395602.0;4853285.0;22.6;55.7;26.5;89.6;42.3;49.9;233449;2.09;227195;87.84;86.29;89.41;24.32;23.1;25.53;315559;253263;99112
106;Upper limit 95% forecast-interval;2035;19197244.0;4270435.0;10366585.0;4950231.0;22.8;55.4;27.0;91.6;43.1;51.4;234465;2.1;229665;88.1;86.53;89.68;24.51;23.28;25.74;316127;254523;99164
107;Upper limit 95% forecast-interval;2036;19295130.0;4332285.0;10354757.0;5035939.0;23.0;55.1;27.4;93.5;43.8;52.7;235711;2.11;230975;88.35;86.77;89.94;24.71;23.46;25.95;317024;256291;99628
108;Upper limit 95% forecast-interval;2037;19390762.0;4379731.0;10315954.0;5118218.0;23.3;54.9;27.8;95.1;44.5;53.8;235667;2.11;232617;88.59;87.01;90.19;24.9;23.64;26.15;316087;257258;99284
109;Upper limit 95% forecast-interval;2038;19491118.0;4433895.0;10295310.0;5187481.0;23.5;54.7;28.1;96.6;45.2;54.7;235189;2.12;236165;88.84;87.24;90.44;25.1;23.83;26.36;316467;258479;98585
110;Upper limit 95% forecast-interval;2039;19560638.0;4492707.0;10303860.0;5237837.0;23.7;54.6;28.4;97.6;45.8;55.3;233965;2.13;239226;89.07;87.47;90.69;25.29;24.01;26.55;317814;259412;98142
111;Upper limit 95% forecast-interval;2040;19640364.0;4545288.0;10329550.0;5275444.0;23.8;54.6;28.5;98.2;46.2;55.6;233114;2.14;240592;89.32;87.69;90.93;25.47;24.19;26.76;318360;260942;97437
112;Upper limit 95% forecast-interval;2041;19720920.0;4595205.0;10360141.0;5294132.0;24.0;54.6;28.6;98.6;46.5;55.8;231555;2.15;241040;89.55;87.92;91.17;25.66;24.36;26.95;318433;261985;96159
113;Upper limit 95% forecast-interval;2042;19807732.0;4627009.0;10396187.0;5314345.0;24.1;54.7;28.7;98.9;46.6;56.1;230381;2.16;242559;89.78;88.14;91.41;25.84;24.54;27.14;317978;262269;94862
114;Upper limit 95% forecast-interval;2043;19897816.0;4660842.0;10421294.0;5334527.0;24.2;54.8;28.8;99.0;46.9;56.3;230048;2.16;244509;90.0;88.35;91.64;26.02;24.7;27.33;318123;262129;94166
115;Upper limit 95% forecast-interval;2044;19967606.0;4684845.0;10464088.0;5364902.0;24.4;54.9;28.9;99.1;47.0;56.7;230564;2.17;245495;90.23;88.57;91.87;26.21;24.88;27.51;318538;261912;93793
116;Upper limit 95% forecast-interval;2045;20012282.0;4717276.0;10499745.0;5382838.0;24.5;55.0;29.0;99.2;47.2;56.9;230874;2.18;246510;90.44;88.78;92.09;26.38;25.05;27.7;317613;262108;93137
117;Upper limit 95% forecast-interval;2046;20036808.0;4713347.0;10544157.0;5408379.0;24.5;55.2;29.0;99.2;47.0;57.1;231602;2.19;247475;90.67;88.99;92.32;26.56;25.22;27.88;317710;262508;93028
118;Upper limit 95% forecast-interval;2047;20083932.0;4709922.0;10584601.0;5422458.0;24.5;55.3;29.1;99.2;47.0;57.2;233091;2.19;247918;90.88;89.2;92.54;26.73;25.39;28.06;317179;264198;93468
119;Upper limit 95% forecast-interval;2048;20126088.0;4725565.0;10630666.0;5432598.0;24.5;55.4;29.1;99.0;46.9;57.1;234927;2.2;247340;91.09;89.41;92.75;26.91;25.55;28.23;317979;265503;95075
120;Upper limit 95% forecast-interval;2049;20215334.0;4741061.0;10681565.0;5447051.0;24.5;55.6;29.2;98.7;46.9;57.0;236912;2.21;247868;91.3;89.62;92.97;27.08;25.72;28.42;318561;266841;96252
121;Upper limit 95% forecast-interval;2050;20252728.0;4746748.0;10739457.0;5460013.0;24.5;55.7;29.2;98.1;46.8;57.0;239013;2.21;248893;91.51;89.82;93.18;27.25;25.88;28.59;319479;267622;96639
122;Upper limit 95% forecast-interval;2051;20301880.0;4742242.0;10778986.0;5480963.0;24.5;55.8;29.3;97.9;46.6;57.2;241628;2.22;250912;91.71;90.02;93.39;27.42;26.04;28.76;319930;268130;96512
123;Upper limit 95% forecast-interval;2052;20407704.0;4761084.0;10876812.0;5511367.0;24.4;55.9;29.4;97.6;46.5;57.3;244852;2.23;250399;91.92;90.22;93.59;27.58;26.2;28.93;320248;267956;96257
124;Upper limit 95% forecast-interval;2053;20460254.0;4783591.0;10915711.0;5527431.0;24.3;56.0;29.4;97.6;46.5;57.3;248449;2.23;249919;92.12;90.41;93.8;27.75;26.36;29.1;320948;268720;94834
125;Upper limit 95% forecast-interval;2054;20542634.0;4793014.0;10960644.0;5539580.0;24.3;56.1;29.4;97.4;46.6;57.5;252723;2.24;249452;92.32;90.61;94.0;27.91;26.52;29.28;321557;270016;94201
