ID;Productgroepen;Perioden;Verkoopwaarde_1;Hoeveelheid_2;AanvullendeHoeveelheid_3
8199;15.12.12.55 [1 000 kg] Kalkoenen,..;2006 totaal;0.0;0.0;
8200;15.12.12.55 [1 000 kg] Kalkoenen,..;2007 totaal;0.0;0.0;
8201;15.12.12.57 [mln kg] Ganzen, eenden en..;1993 1e kwartaal;0.0;;
8202;15.12.12.57 [mln kg] Ganzen, eenden en..;1993 2e kwartaal;0.0;;
8203;15.12.12.57 [mln kg] Ganzen, eenden en..;1993 3e kwartaal;0.0;;
8204;15.12.12.57 [mln kg] Ganzen, eenden en..;1993 4e kwartaal;0.0;;
8205;15.12.12.57 [mln kg] Ganzen, eenden en..;1993 totaal;0.0;0.0;
8206;15.12.12.57 [mln kg] Ganzen, eenden en..;1994 1e kwartaal;;;
8207;15.12.12.57 [mln kg] Ganzen, eenden en..;1994 2e kwartaal;;;
8208;15.12.12.57 [mln kg] Ganzen, eenden en..;1994 3e kwartaal;;;
8209;15.12.12.57 [mln kg] Ganzen, eenden en..;1994 4e kwartaal;;;
8210;15.12.12.57 [mln kg] Ganzen, eenden en..;1994 totaal;;;
8211;15.12.12.57 [mln kg] Ganzen, eenden en..;1995 1e kwartaal;;;
8212;15.12.12.57 [mln kg] Ganzen, eenden en..;1995 2e kwartaal;;;
8213;15.12.12.57 [mln kg] Ganzen, eenden en..;1995 3e kwartaal;;;
8214;15.12.12.57 [mln kg] Ganzen, eenden en..;1995 4e kwartaal;;;
8215;15.12.12.57 [mln kg] Ganzen, eenden en..;1995 totaal;;;
8216;15.12.12.57 [mln kg] Ganzen, eenden en..;1996 1e kwartaal;;;
8217;15.12.12.57 [mln kg] Ganzen, eenden en..;1996 2e kwartaal;;;
8218;15.12.12.57 [mln kg] Ganzen, eenden en..;1996 3e kwartaal;;;
8219;15.12.12.57 [mln kg] Ganzen, eenden en..;1996 4e kwartaal;;;
8220;15.12.12.57 [mln kg] Ganzen, eenden en..;1996 totaal;;;
8221;15.12.12.57 [mln kg] Ganzen, eenden en..;1997 1e kwartaal;;;
8222;15.12.12.57 [mln kg] Ganzen, eenden en..;1997 2e kwartaal;;;
8223;15.12.12.57 [mln kg] Ganzen, eenden en..;1997 3e kwartaal;;;
8224;15.12.12.57 [mln kg] Ganzen, eenden en..;1997 4e kwartaal;;;
8225;15.12.12.57 [mln kg] Ganzen, eenden en..;1997 totaal;;;
8226;15.12.12.57 [mln kg] Ganzen, eenden en..;1998 1e kwartaal;;;
8227;15.12.12.57 [mln kg] Ganzen, eenden en..;1998 2e kwartaal;;;
8228;15.12.12.57 [mln kg] Ganzen, eenden en..;1998 3e kwartaal;;;
8229;15.12.12.57 [mln kg] Ganzen, eenden en..;1998 4e kwartaal;;;
8230;15.12.12.57 [mln kg] Ganzen, eenden en..;1998 totaal;;;
8231;15.12.12.57 [mln kg] Ganzen, eenden en..;1999 1e kwartaal;;;
8232;15.12.12.57 [mln kg] Ganzen, eenden en..;1999 2e kwartaal;;;
8233;15.12.12.57 [mln kg] Ganzen, eenden en..;1999 3e kwartaal;;;
8234;15.12.12.57 [mln kg] Ganzen, eenden en..;1999 4e kwartaal;;;
8235;15.12.12.57 [mln kg] Ganzen, eenden en..;1999 totaal;;;
8236;15.12.12.57 [mln kg] Ganzen, eenden en..;2000 1e kwartaal;;;
8237;15.12.12.57 [mln kg] Ganzen, eenden en..;2000 2e kwartaal;;;
8238;15.12.12.57 [mln kg] Ganzen, eenden en..;2000 3e kwartaal;;;
8239;15.12.12.57 [mln kg] Ganzen, eenden en..;2000 4e kwartaal;;;
8240;15.12.12.57 [mln kg] Ganzen, eenden en..;2000 totaal;;;
8241;15.12.12.57 [mln kg] Ganzen, eenden en..;2001 1e kwartaal;;;
8242;15.12.12.57 [mln kg] Ganzen, eenden en..;2001 2e kwartaal;;;
8243;15.12.12.57 [mln kg] Ganzen, eenden en..;2001 3e kwartaal;;;
8244;15.12.12.57 [mln kg] Ganzen, eenden en..;2001 4e kwartaal;;;
8245;15.12.12.57 [mln kg] Ganzen, eenden en..;2001 totaal;;;
8246;15.12.12.57 [mln kg] Ganzen, eenden en..;2002 1e kwartaal;;;
8247;15.12.12.57 [mln kg] Ganzen, eenden en..;2002 2e kwartaal;;;
8248;15.12.12.57 [mln kg] Ganzen, eenden en..;2002 3e kwartaal;;;
8249;15.12.12.57 [mln kg] Ganzen, eenden en..;2002 4e kwartaal;;;
8250;15.12.12.57 [mln kg] Ganzen, eenden en..;2002 totaal;;;
8251;15.12.12.57 [mln kg] Ganzen, eenden en..;2003 1e kwartaal;;;
8252;15.12.12.57 [mln kg] Ganzen, eenden en..;2003 2e kwartaal;;;
8253;15.12.12.57 [mln kg] Ganzen, eenden en..;2003 3e kwartaal;;;
8254;15.12.12.57 [mln kg] Ganzen, eenden en..;2003 4e kwartaal;;;
8255;15.12.12.57 [mln kg] Ganzen, eenden en..;2003 totaal;;;
8256;15.12.12.57 [mln kg] Ganzen, eenden en..;2004 totaal;;;
8257;15.12.12.57 [mln kg] Ganzen, eenden en..;2005 totaal;;;
8258;15.12.12.57 [mln kg] Ganzen, eenden en..;2006 totaal;;;
8259;15.12.12.57 [mln kg] Ganzen, eenden en..;2007 totaal;;;
8260;15.12.12.71 [mln kg] Slachtafvallen..;1993 1e kwartaal;;;
8261;15.12.12.71 [mln kg] Slachtafvallen..;1993 2e kwartaal;;;
8262;15.12.12.71 [mln kg] Slachtafvallen..;1993 3e kwartaal;;;
8263;15.12.12.71 [mln kg] Slachtafvallen..;1993 4e kwartaal;;;
8264;15.12.12.71 [mln kg] Slachtafvallen..;1993 totaal;;;
8265;15.12.12.71 [mln kg] Slachtafvallen..;1994 1e kwartaal;;;
8266;15.12.12.71 [mln kg] Slachtafvallen..;1994 2e kwartaal;;;
8267;15.12.12.71 [mln kg] Slachtafvallen..;1994 3e kwartaal;5.0;;
8268;15.12.12.71 [mln kg] Slachtafvallen..;1994 4e kwartaal;6.0;;
8269;15.12.12.71 [mln kg] Slachtafvallen..;1994 totaal;;;
8270;15.12.12.71 [mln kg] Slachtafvallen..;1995 1e kwartaal;6.0;;
8271;15.12.12.71 [mln kg] Slachtafvallen..;1995 2e kwartaal;6.0;;
8272;15.12.12.71 [mln kg] Slachtafvallen..;1995 3e kwartaal;6.0;;
8273;15.12.12.71 [mln kg] Slachtafvallen..;1995 4e kwartaal;6.0;;
8274;15.12.12.71 [mln kg] Slachtafvallen..;1995 totaal;24.0;56.0;
8275;15.12.12.71 [mln kg] Slachtafvallen..;1996 1e kwartaal;;;
8276;15.12.12.71 [mln kg] Slachtafvallen..;1996 2e kwartaal;;;
8277;15.12.12.71 [mln kg] Slachtafvallen..;1996 3e kwartaal;;;
8278;15.12.12.71 [mln kg] Slachtafvallen..;1996 4e kwartaal;;;
8279;15.12.12.71 [mln kg] Slachtafvallen..;1996 totaal;;;
8280;15.12.12.71 [mln kg] Slachtafvallen..;1997 1e kwartaal;;;
8281;15.12.12.71 [mln kg] Slachtafvallen..;1997 2e kwartaal;;;
8282;15.12.12.71 [mln kg] Slachtafvallen..;1997 3e kwartaal;;;
8283;15.12.12.71 [mln kg] Slachtafvallen..;1997 4e kwartaal;;;
8284;15.12.12.71 [mln kg] Slachtafvallen..;1997 totaal;;;
8285;15.12.12.71 [mln kg] Slachtafvallen..;1998 1e kwartaal;;;
8286;15.12.12.71 [mln kg] Slachtafvallen..;1998 2e kwartaal;;;
8287;15.12.12.71 [mln kg] Slachtafvallen..;1998 3e kwartaal;;;
8288;15.12.12.71 [mln kg] Slachtafvallen..;1998 4e kwartaal;;;
8289;15.12.12.71 [mln kg] Slachtafvallen..;1998 totaal;;;
8290;15.12.12.71 [mln kg] Slachtafvallen..;1999 1e kwartaal;;;
8291;15.12.12.71 [mln kg] Slachtafvallen..;1999 2e kwartaal;;;
8292;15.12.12.71 [mln kg] Slachtafvallen..;1999 3e kwartaal;;;
8293;15.12.12.71 [mln kg] Slachtafvallen..;1999 4e kwartaal;;;
8294;15.12.12.71 [mln kg] Slachtafvallen..;1999 totaal;;;
8295;15.12.12.71 [mln kg] Slachtafvallen..;2000 1e kwartaal;;;
8296;15.12.12.71 [mln kg] Slachtafvallen..;2000 2e kwartaal;;;
8297;15.12.12.71 [mln kg] Slachtafvallen..;2000 3e kwartaal;;;
8298;15.12.12.71 [mln kg] Slachtafvallen..;2000 4e kwartaal;;;
8299;15.12.12.71 [mln kg] Slachtafvallen..;2000 totaal;;;
8300;15.12.12.71 [mln kg] Slachtafvallen..;2001 1e kwartaal;;;
8301;15.12.12.71 [mln kg] Slachtafvallen..;2001 2e kwartaal;;;
8302;15.12.12.71 [mln kg] Slachtafvallen..;2001 3e kwartaal;12.0;;
8303;15.12.12.71 [mln kg] Slachtafvallen..;2001 4e kwartaal;;;
8304;15.12.12.71 [mln kg] Slachtafvallen..;2001 totaal;;;
8305;15.12.12.71 [mln kg] Slachtafvallen..;2002 1e kwartaal;;;
8306;15.12.12.71 [mln kg] Slachtafvallen..;2002 2e kwartaal;;;
8307;15.12.12.71 [mln kg] Slachtafvallen..;2002 3e kwartaal;;;
8308;15.12.12.71 [mln kg] Slachtafvallen..;2002 4e kwartaal;12.0;;
8309;15.12.12.71 [mln kg] Slachtafvallen..;2002 totaal;;;
8310;15.12.12.71 [mln kg] Slachtafvallen..;2003 1e kwartaal;;;
8311;15.12.12.71 [mln kg] Slachtafvallen..;2003 2e kwartaal;;;
8312;15.12.12.71 [mln kg] Slachtafvallen..;2003 3e kwartaal;;;
8313;15.12.12.71 [mln kg] Slachtafvallen..;2003 4e kwartaal;;;
8314;15.12.12.71 [mln kg] Slachtafvallen..;2003 totaal;39.0;104.0;
8315;15.12.12.71 [mln kg] Slachtafvallen..;2004 totaal;;;
8316;15.12.12.71 [mln kg] Slachtafvallen..;2005 totaal;;;
8317;15.12.12.71 [mln kg] Slachtafvallen..;2006 totaal;;;
8318;15.12.12.71 [mln kg] Slachtafvallen..;2007 totaal;;;
8319;15.12.12.75 [1 000 kg] Levers van..;1993 1e kwartaal;0.0;;
8320;15.12.12.75 [1 000 kg] Levers van..;1993 2e kwartaal;0.0;;
8321;15.12.12.75 [1 000 kg] Levers van..;1993 3e kwartaal;0.0;;
8322;15.12.12.75 [1 000 kg] Levers van..;1993 4e kwartaal;0.0;;
8323;15.12.12.75 [1 000 kg] Levers van..;1993 totaal;1.0;2058.0;
8324;15.12.12.75 [1 000 kg] Levers van..;1994 1e kwartaal;1.0;;
8325;15.12.12.75 [1 000 kg] Levers van..;1994 2e kwartaal;1.0;;
8326;15.12.12.75 [1 000 kg] Levers van..;1994 3e kwartaal;0.0;;
8327;15.12.12.75 [1 000 kg] Levers van..;1994 4e kwartaal;1.0;;
8328;15.12.12.75 [1 000 kg] Levers van..;1994 totaal;2.0;2704.0;
8329;15.12.12.75 [1 000 kg] Levers van..;1995 1e kwartaal;0.0;;
8330;15.12.12.75 [1 000 kg] Levers van..;1995 2e kwartaal;0.0;;
8331;15.12.12.75 [1 000 kg] Levers van..;1995 3e kwartaal;0.0;;
8332;15.12.12.75 [1 000 kg] Levers van..;1995 4e kwartaal;0.0;;
8333;15.12.12.75 [1 000 kg] Levers van..;1995 totaal;1.0;1489.0;
8334;15.12.12.75 [1 000 kg] Levers van..;1996 1e kwartaal;0.0;;
8335;15.12.12.75 [1 000 kg] Levers van..;1996 2e kwartaal;0.0;;
8336;15.12.12.75 [1 000 kg] Levers van..;1996 3e kwartaal;0.0;;
8337;15.12.12.75 [1 000 kg] Levers van..;1996 4e kwartaal;0.0;;
8338;15.12.12.75 [1 000 kg] Levers van..;1996 totaal;1.0;1438.0;
8339;15.12.12.75 [1 000 kg] Levers van..;1997 1e kwartaal;0.0;;
8340;15.12.12.75 [1 000 kg] Levers van..;1997 2e kwartaal;0.0;;
8341;15.12.12.75 [1 000 kg] Levers van..;1997 3e kwartaal;0.0;;
8342;15.12.12.75 [1 000 kg] Levers van..;1997 4e kwartaal;0.0;;
8343;15.12.12.75 [1 000 kg] Levers van..;1997 totaal;1.0;1713.0;
8344;15.12.12.75 [1 000 kg] Levers van..;1998 1e kwartaal;0.0;;
8345;15.12.12.75 [1 000 kg] Levers van..;1998 2e kwartaal;0.0;;
8346;15.12.12.75 [1 000 kg] Levers van..;1998 3e kwartaal;1.0;;
8347;15.12.12.75 [1 000 kg] Levers van..;1998 4e kwartaal;0.0;;
8348;15.12.12.75 [1 000 kg] Levers van..;1998 totaal;2.0;2185.0;
8349;15.12.12.75 [1 000 kg] Levers van..;1999 1e kwartaal;0.0;;
8350;15.12.12.75 [1 000 kg] Levers van..;1999 2e kwartaal;0.0;;
8351;15.12.12.75 [1 000 kg] Levers van..;1999 3e kwartaal;0.0;;
8352;15.12.12.75 [1 000 kg] Levers van..;1999 4e kwartaal;0.0;;
8353;15.12.12.75 [1 000 kg] Levers van..;1999 totaal;1.0;2132.0;
8354;15.12.12.75 [1 000 kg] Levers van..;2000 1e kwartaal;0.0;;
8355;15.12.12.75 [1 000 kg] Levers van..;2000 2e kwartaal;0.0;;
8356;15.12.12.75 [1 000 kg] Levers van..;2000 3e kwartaal;;;
8357;15.12.12.75 [1 000 kg] Levers van..;2000 4e kwartaal;;;
8358;15.12.12.75 [1 000 kg] Levers van..;2000 totaal;1.0;2165.0;
8359;15.12.12.75 [1 000 kg] Levers van..;2001 1e kwartaal;1.0;;
8360;15.12.12.75 [1 000 kg] Levers van..;2001 2e kwartaal;1.0;;
8361;15.12.12.75 [1 000 kg] Levers van..;2001 3e kwartaal;0.0;;
8362;15.12.12.75 [1 000 kg] Levers van..;2001 4e kwartaal;0.0;;
8363;15.12.12.75 [1 000 kg] Levers van..;2001 totaal;2.0;2157.0;
8364;15.12.12.75 [1 000 kg] Levers van..;2002 1e kwartaal;1.0;;
8365;15.12.12.75 [1 000 kg] Levers van..;2002 2e kwartaal;1.0;;
8366;15.12.12.75 [1 000 kg] Levers van..;2002 3e kwartaal;1.0;;
8367;15.12.12.75 [1 000 kg] Levers van..;2002 4e kwartaal;1.0;;
8368;15.12.12.75 [1 000 kg] Levers van..;2002 totaal;2.0;2753.0;
8369;15.12.12.75 [1 000 kg] Levers van..;2003 1e kwartaal;;;
8370;15.12.12.75 [1 000 kg] Levers van..;2003 2e kwartaal;;;
8371;15.12.12.75 [1 000 kg] Levers van..;2003 3e kwartaal;;;
8372;15.12.12.75 [1 000 kg] Levers van..;2003 4e kwartaal;;;
8373;15.12.12.75 [1 000 kg] Levers van..;2003 totaal;2.0;2503.0;
8374;15.12.12.75 [1 000 kg] Levers van..;2004 totaal;1.0;1807.0;
8375;15.12.12.75 [1 000 kg] Levers van..;2005 totaal;2.0;3002.0;
8376;15.12.12.75 [1 000 kg] Levers van..;2006 totaal;2.0;2986.0;
8377;15.12.12.75 [1 000 kg] Levers van..;2007 totaal;1.0;1562.0;
8378;15.12.13.00 [1 000 kg] Vlees en..;1993 1e kwartaal;;;
8379;15.12.13.00 [1 000 kg] Vlees en..;1993 2e kwartaal;;;
8380;15.12.13.00 [1 000 kg] Vlees en..;1993 3e kwartaal;;;
8381;15.12.13.00 [1 000 kg] Vlees en..;1993 4e kwartaal;;;
8382;15.12.13.00 [1 000 kg] Vlees en..;1993 totaal;;;
8383;15.12.13.00 [1 000 kg] Vlees en..;1994 1e kwartaal;;;
8384;15.12.13.00 [1 000 kg] Vlees en..;1994 2e kwartaal;;;
8385;15.12.13.00 [1 000 kg] Vlees en..;1994 3e kwartaal;;;
8386;15.12.13.00 [1 000 kg] Vlees en..;1994 4e kwartaal;;;
8387;15.12.13.00 [1 000 kg] Vlees en..;1994 totaal;;;
8388;15.12.13.00 [1 000 kg] Vlees en..;1995 1e kwartaal;;;
8389;15.12.13.00 [1 000 kg] Vlees en..;1995 2e kwartaal;;;
8390;15.12.13.00 [1 000 kg] Vlees en..;1995 3e kwartaal;;;
8391;15.12.13.00 [1 000 kg] Vlees en..;1995 4e kwartaal;;;
8392;15.12.13.00 [1 000 kg] Vlees en..;1995 totaal;;;
8393;15.12.13.00 [1 000 kg] Vlees en..;1996 1e kwartaal;;;
8394;15.12.13.00 [1 000 kg] Vlees en..;1996 2e kwartaal;;;
8395;15.12.13.00 [1 000 kg] Vlees en..;1996 3e kwartaal;;;
8396;15.12.13.00 [1 000 kg] Vlees en..;1996 4e kwartaal;;;
8397;15.12.13.00 [1 000 kg] Vlees en..;1996 totaal;;;
8398;15.12.13.00 [1 000 kg] Vlees en..;1997 1e kwartaal;;;
8399;15.12.13.00 [1 000 kg] Vlees en..;1997 2e kwartaal;;;
8400;15.12.13.00 [1 000 kg] Vlees en..;1997 3e kwartaal;;;
8401;15.12.13.00 [1 000 kg] Vlees en..;1997 4e kwartaal;;;
8402;15.12.13.00 [1 000 kg] Vlees en..;1997 totaal;;;
8403;15.12.13.00 [1 000 kg] Vlees en..;1998 1e kwartaal;;;
8404;15.12.13.00 [1 000 kg] Vlees en..;1998 2e kwartaal;;;
8405;15.12.13.00 [1 000 kg] Vlees en..;1998 3e kwartaal;;;
8406;15.12.13.00 [1 000 kg] Vlees en..;1998 4e kwartaal;;;
8407;15.12.13.00 [1 000 kg] Vlees en..;1998 totaal;;;
8408;15.12.13.00 [1 000 kg] Vlees en..;1999 1e kwartaal;;;
8409;15.12.13.00 [1 000 kg] Vlees en..;1999 2e kwartaal;;;
8410;15.12.13.00 [1 000 kg] Vlees en..;1999 3e kwartaal;;;
8411;15.12.13.00 [1 000 kg] Vlees en..;1999 4e kwartaal;;;
8412;15.12.13.00 [1 000 kg] Vlees en..;1999 totaal;;;
8413;15.12.13.00 [1 000 kg] Vlees en..;2000 1e kwartaal;;;
8414;15.12.13.00 [1 000 kg] Vlees en..;2000 2e kwartaal;;;
8415;15.12.13.00 [1 000 kg] Vlees en..;2000 3e kwartaal;;;
8416;15.12.13.00 [1 000 kg] Vlees en..;2000 4e kwartaal;;;
8417;15.12.13.00 [1 000 kg] Vlees en..;2000 totaal;;;
8418;15.12.13.00 [1 000 kg] Vlees en..;2001 1e kwartaal;;;
8419;15.12.13.00 [1 000 kg] Vlees en..;2001 2e kwartaal;;;
8420;15.12.13.00 [1 000 kg] Vlees en..;2001 3e kwartaal;;;
8421;15.12.13.00 [1 000 kg] Vlees en..;2001 4e kwartaal;;;
8422;15.12.13.00 [1 000 kg] Vlees en..;2001 totaal;;;
8423;15.12.13.00 [1 000 kg] Vlees en..;2002 1e kwartaal;;;
8424;15.12.13.00 [1 000 kg] Vlees en..;2002 2e kwartaal;;;
8425;15.12.13.00 [1 000 kg] Vlees en..;2002 3e kwartaal;;;
8426;15.12.13.00 [1 000 kg] Vlees en..;2002 4e kwartaal;;;
8427;15.12.13.00 [1 000 kg] Vlees en..;2002 totaal;;;
8428;15.12.13.00 [1 000 kg] Vlees en..;2003 1e kwartaal;;;
8429;15.12.13.00 [1 000 kg] Vlees en..;2003 2e kwartaal;;;
8430;15.12.13.00 [1 000 kg] Vlees en..;2003 3e kwartaal;;;
8431;15.12.13.00 [1 000 kg] Vlees en..;2003 4e kwartaal;;;
8432;15.12.13.00 [1 000 kg] Vlees en..;2003 totaal;;;
8433;15.12.13.00 [1 000 kg] Vlees en..;2004 totaal;;;
8434;15.12.13.00 [1 000 kg] Vlees en..;2005 totaal;;;
8435;15.12.13.00 [1 000 kg] Vlees en..;2006 totaal;;;
8436;15.12.13.00 [1 000 kg] Vlees en..;2007 totaal;;;
8437;15.12.14.00 [1 000 kg] Vet van..;1993 1e kwartaal;;;
8438;15.12.14.00 [1 000 kg] Vet van..;1993 2e kwartaal;;;
8439;15.12.14.00 [1 000 kg] Vet van..;1993 3e kwartaal;;;
8440;15.12.14.00 [1 000 kg] Vet van..;1993 4e kwartaal;;;
8441;15.12.14.00 [1 000 kg] Vet van..;1993 totaal;;;
8442;15.12.14.00 [1 000 kg] Vet van..;1994 1e kwartaal;;;
8443;15.12.14.00 [1 000 kg] Vet van..;1994 2e kwartaal;;;
8444;15.12.14.00 [1 000 kg] Vet van..;1994 3e kwartaal;;;
8445;15.12.14.00 [1 000 kg] Vet van..;1994 4e kwartaal;;;
8446;15.12.14.00 [1 000 kg] Vet van..;1994 totaal;;;
8447;15.12.14.00 [1 000 kg] Vet van..;1995 1e kwartaal;;;
8448;15.12.14.00 [1 000 kg] Vet van..;1995 2e kwartaal;;;
8449;15.12.14.00 [1 000 kg] Vet van..;1995 3e kwartaal;;;
8450;15.12.14.00 [1 000 kg] Vet van..;1995 4e kwartaal;;;
8451;15.12.14.00 [1 000 kg] Vet van..;1995 totaal;;;
8452;15.12.14.00 [1 000 kg] Vet van..;1996 1e kwartaal;;;
8453;15.12.14.00 [1 000 kg] Vet van..;1996 2e kwartaal;;;
8454;15.12.14.00 [1 000 kg] Vet van..;1996 3e kwartaal;;;
8455;15.12.14.00 [1 000 kg] Vet van..;1996 4e kwartaal;;;
8456;15.12.14.00 [1 000 kg] Vet van..;1996 totaal;;;
8457;15.12.14.00 [1 000 kg] Vet van..;1997 1e kwartaal;;;
8458;15.12.14.00 [1 000 kg] Vet van..;1997 2e kwartaal;;;
8459;15.12.14.00 [1 000 kg] Vet van..;1997 3e kwartaal;;;
8460;15.12.14.00 [1 000 kg] Vet van..;1997 4e kwartaal;;;
8461;15.12.14.00 [1 000 kg] Vet van..;1997 totaal;;;
8462;15.12.14.00 [1 000 kg] Vet van..;1998 1e kwartaal;;;
8463;15.12.14.00 [1 000 kg] Vet van..;1998 2e kwartaal;;;
8464;15.12.14.00 [1 000 kg] Vet van..;1998 3e kwartaal;;;
8465;15.12.14.00 [1 000 kg] Vet van..;1998 4e kwartaal;;;
8466;15.12.14.00 [1 000 kg] Vet van..;1998 totaal;;;
8467;15.12.14.00 [1 000 kg] Vet van..;1999 1e kwartaal;;;
8468;15.12.14.00 [1 000 kg] Vet van..;1999 2e kwartaal;;;
8469;15.12.14.00 [1 000 kg] Vet van..;1999 3e kwartaal;;;
8470;15.12.14.00 [1 000 kg] Vet van..;1999 4e kwartaal;;;
8471;15.12.14.00 [1 000 kg] Vet van..;1999 totaal;;;
8472;15.12.14.00 [1 000 kg] Vet van..;2000 1e kwartaal;;;
8473;15.12.14.00 [1 000 kg] Vet van..;2000 2e kwartaal;;;
8474;15.12.14.00 [1 000 kg] Vet van..;2000 3e kwartaal;;;
8475;15.12.14.00 [1 000 kg] Vet van..;2000 4e kwartaal;;;
8476;15.12.14.00 [1 000 kg] Vet van..;2000 totaal;;;
8477;15.12.14.00 [1 000 kg] Vet van..;2001 1e kwartaal;;;
8478;15.12.14.00 [1 000 kg] Vet van..;2001 2e kwartaal;;;
8479;15.12.14.00 [1 000 kg] Vet van..;2001 3e kwartaal;;;
8480;15.12.14.00 [1 000 kg] Vet van..;2001 4e kwartaal;;;
8481;15.12.14.00 [1 000 kg] Vet van..;2001 totaal;;;
8482;15.12.14.00 [1 000 kg] Vet van..;2002 1e kwartaal;;;
8483;15.12.14.00 [1 000 kg] Vet van..;2002 2e kwartaal;;;
8484;15.12.14.00 [1 000 kg] Vet van..;2002 3e kwartaal;;;
8485;15.12.14.00 [1 000 kg] Vet van..;2002 4e kwartaal;;;
8486;15.12.14.00 [1 000 kg] Vet van..;2002 totaal;;;
8487;15.12.14.00 [1 000 kg] Vet van..;2003 1e kwartaal;;;
8488;15.12.14.00 [1 000 kg] Vet van..;2003 2e kwartaal;;;
8489;15.12.14.00 [1 000 kg] Vet van..;2003 3e kwartaal;;;
8490;15.12.14.00 [1 000 kg] Vet van..;2003 4e kwartaal;;;
8491;15.12.14.00 [1 000 kg] Vet van..;2003 totaal;;;
8492;15.12.14.00 [1 000 kg] Vet van..;2004 totaal;4.0;;
8493;15.12.14.00 [1 000 kg] Vet van..;2005 totaal;;;
8494;15.12.14.00 [1 000 kg] Vet van..;2006 totaal;;;
8495;15.12.14.00 [1 000 kg] Vet van..;2007 totaal;;;
8496;15.13 Vleeswaren en -conserven;1993 1e kwartaal;300.0;;
8497;15.13 Vleeswaren en -conserven;1993 2e kwartaal;302.0;;
8498;15.13 Vleeswaren en -conserven;1993 3e kwartaal;309.0;;
8499;15.13 Vleeswaren en -conserven;1993 4e kwartaal;315.0;;
8500;15.13 Vleeswaren en -conserven;1993 totaal;1226.0;;
8501;15.13 Vleeswaren en -conserven;1994 1e kwartaal;309.0;;
8502;15.13 Vleeswaren en -conserven;1994 2e kwartaal;310.0;;
8503;15.13 Vleeswaren en -conserven;1994 3e kwartaal;311.0;;
8504;15.13 Vleeswaren en -conserven;1994 4e kwartaal;340.0;;
8505;15.13 Vleeswaren en -conserven;1994 totaal;1270.0;;
8506;15.13 Vleeswaren en -conserven;1995 1e kwartaal;316.0;;
8507;15.13 Vleeswaren en -conserven;1995 2e kwartaal;322.0;;
8508;15.13 Vleeswaren en -conserven;1995 3e kwartaal;316.0;;
8509;15.13 Vleeswaren en -conserven;1995 4e kwartaal;334.0;;
8510;15.13 Vleeswaren en -conserven;1995 totaal;1288.0;;
8511;15.13 Vleeswaren en -conserven;1996 1e kwartaal;344.0;;
8512;15.13 Vleeswaren en -conserven;1996 2e kwartaal;353.0;;
8513;15.13 Vleeswaren en -conserven;1996 3e kwartaal;367.0;;
8514;15.13 Vleeswaren en -conserven;1996 4e kwartaal;390.0;;
8515;15.13 Vleeswaren en -conserven;1996 totaal;1454.0;;
8516;15.13 Vleeswaren en -conserven;1997 1e kwartaal;387.0;;
8517;15.13 Vleeswaren en -conserven;1997 2e kwartaal;406.0;;
8518;15.13 Vleeswaren en -conserven;1997 3e kwartaal;408.0;;
8519;15.13 Vleeswaren en -conserven;1997 4e kwartaal;435.0;;
8520;15.13 Vleeswaren en -conserven;1997 totaal;1635.0;;
8521;15.13 Vleeswaren en -conserven;1998 1e kwartaal;400.0;;
8522;15.13 Vleeswaren en -conserven;1998 2e kwartaal;401.0;;
8523;15.13 Vleeswaren en -conserven;1998 3e kwartaal;411.0;;
8524;15.13 Vleeswaren en -conserven;1998 4e kwartaal;428.0;;
8525;15.13 Vleeswaren en -conserven;1998 totaal;1639.0;;
8526;15.13 Vleeswaren en -conserven;1999 1e kwartaal;393.0;;
8527;15.13 Vleeswaren en -conserven;1999 2e kwartaal;394.0;;
8528;15.13 Vleeswaren en -conserven;1999 3e kwartaal;407.0;;
8529;15.13 Vleeswaren en -conserven;1999 4e kwartaal;452.0;;
8530;15.13 Vleeswaren en -conserven;1999 totaal;1647.0;;
8531;15.13 Vleeswaren en -conserven;2000 1e kwartaal;418.0;;
8532;15.13 Vleeswaren en -conserven;2000 2e kwartaal;455.0;;
8533;15.13 Vleeswaren en -conserven;2000 3e kwartaal;460.0;;
8534;15.13 Vleeswaren en -conserven;2000 4e kwartaal;521.0;;
8535;15.13 Vleeswaren en -conserven;2000 totaal;1854.0;;
8536;15.13 Vleeswaren en -conserven;2001 1e kwartaal;494.0;;
8537;15.13 Vleeswaren en -conserven;2001 2e kwartaal;486.0;;
8538;15.13 Vleeswaren en -conserven;2001 3e kwartaal;517.0;;
8539;15.13 Vleeswaren en -conserven;2001 4e kwartaal;503.0;;
8540;15.13 Vleeswaren en -conserven;2001 totaal;2000.0;;
8541;15.13 Vleeswaren en -conserven;2002 1e kwartaal;494.0;;
8542;15.13 Vleeswaren en -conserven;2002 2e kwartaal;482.0;;
8543;15.13 Vleeswaren en -conserven;2002 3e kwartaal;494.0;;
8544;15.13 Vleeswaren en -conserven;2002 4e kwartaal;504.0;;
8545;15.13 Vleeswaren en -conserven;2002 totaal;1973.0;;
8546;15.13 Vleeswaren en -conserven;2003 1e kwartaal;;;
8547;15.13 Vleeswaren en -conserven;2003 2e kwartaal;;;
8548;15.13 Vleeswaren en -conserven;2003 3e kwartaal;;;
8549;15.13 Vleeswaren en -conserven;2003 4e kwartaal;;;
