ID;Huishoudenskenmerken;Perioden;HuishoudensMetMeerDanTweeAutoS_1;HuishoudensMetTweeAutoS_2;HuishoudensMetEenAuto_3;HuishoudenMetMotorrijwiel_4;HuishoudensMetBromfiets_5;HuishoudensMetSnorfiets_6;HuishoudensMetFiets_7;HuishoudensMetOverigGeenVoertuig_8
106;Stedelijkheid:Weinig stedelijk;1999;2.3;21.5;60.4;0.1;0.7;0.7;10.4;4.0
107;Stedelijkheid:Weinig stedelijk;2000;2.5;22.3;59.8;0.1;0.6;0.7;10.1;4.0
108;Stedelijkheid:Weinig stedelijk;2001;2.9;24.0;58.0;0.1;0.6;0.5;9.9;4.0
109;Stedelijkheid:Weinig stedelijk;2002;3.1;25.3;57.3;0.1;0.5;0.3;9.1;4.3
110;Stedelijkheid:Weinig stedelijk;2003;3.2;25.5;56.8;0.1;0.4;0.4;9.3;4.3
111;Stedelijkheid:Weinig stedelijk;2004;3.5;27.6;55.9;0.0;0.2;0.3;8.2;4.3
112;Stedelijkheid:Weinig stedelijk;2005;;;;;;;;
113;Stedelijkheid:Weinig stedelijk;2006;;;;;;;;
114;Stedelijkheid:Weinig stedelijk;2007;;;;;;;;
115;Stedelijkheid:Niet stedelijk;1985;;;;;;;;
116;Stedelijkheid:Niet stedelijk;1986;;;;;;;;
117;Stedelijkheid:Niet stedelijk;1987;;;;;;;;
118;Stedelijkheid:Niet stedelijk;1988;;;;;;;;
119;Stedelijkheid:Niet stedelijk;1989;;;;;;;;
120;Stedelijkheid:Niet stedelijk;1990;;;;;;;;
121;Stedelijkheid:Niet stedelijk;1991;;;;;;;;
122;Stedelijkheid:Niet stedelijk;1992;;;;;;;;
123;Stedelijkheid:Niet stedelijk;1993;;;;;;;;
124;Stedelijkheid:Niet stedelijk;1994;2.4;18.8;64.0;0.3;1.0;0.6;10.3;2.6
125;Stedelijkheid:Niet stedelijk;1995;2.0;19.7;64.2;0.2;0.9;0.5;9.8;2.7
126;Stedelijkheid:Niet stedelijk;1996;2.1;20.3;64.9;0.2;0.8;0.5;8.8;2.4
127;Stedelijkheid:Niet stedelijk;1997;2.3;20.9;64.5;0.2;0.8;0.4;8.7;2.3
128;Stedelijkheid:Niet stedelijk;1998;1.9;22.1;63.4;0.2;0.7;0.4;9.0;2.2
129;Stedelijkheid:Niet stedelijk;1999;2.6;23.0;60.0;0.2;0.7;0.5;9.2;3.8
130;Stedelijkheid:Niet stedelijk;2000;3.1;24.9;58.2;0.2;0.7;0.6;8.7;3.6
131;Stedelijkheid:Niet stedelijk;2001;3.0;25.4;58.8;0.1;0.7;0.5;8.1;3.5
132;Stedelijkheid:Niet stedelijk;2002;3.7;27.0;56.6;0.1;0.4;0.4;8.0;3.8
133;Stedelijkheid:Niet stedelijk;2003;3.9;26.7;57.4;0.2;0.5;0.4;7.6;3.4
134;Stedelijkheid:Niet stedelijk;2004;4.2;27.8;55.3;0.0;0.2;0.2;7.5;4.7
135;Stedelijkheid:Niet stedelijk;2005;;;;;;;;
136;Stedelijkheid:Niet stedelijk;2006;;;;;;;;
137;Stedelijkheid:Niet stedelijk;2007;;;;;;;;
138;Eenpersoonshuishouden;1985;0.0;0.0;35.2;0.4;2.1;0.0;38.2;24.1
139;Eenpersoonshuishouden;1986;0.0;0.0;36.0;0.4;1.5;0.0;42.2;19.8
140;Eenpersoonshuishouden;1987;0.0;0.0;40.3;0.6;2.1;0.0;34.9;22.0
141;Eenpersoonshuishouden;1988;0.0;0.0;39.1;0.6;2.2;0.0;38.3;19.8
142;Eenpersoonshuishouden;1989;0.0;0.0;39.6;0.7;1.5;0.0;39.2;19.0
143;Eenpersoonshuishouden;1990;0.0;0.0;41.7;0.5;1.9;0.0;38.2;17.7
144;Eenpersoonshuishouden;1991;0.0;0.0;40.5;0.8;1.3;0.0;39.9;17.6
145;Eenpersoonshuishouden;1992;0.0;0.0;41.1;1.6;1.5;0.0;38.0;17.8
146;Eenpersoonshuishouden;1993;0.0;0.0;42.7;0.9;1.7;0.0;39.0;15.7
147;Eenpersoonshuishouden;1994;0.0;0.0;43.2;1.0;1.5;0.9;38.9;14.7
148;Eenpersoonshuishouden;1995;0.0;0.0;44.4;0.9;1.4;1.0;37.5;14.7
149;Eenpersoonshuishouden;1996;0.0;0.0;45.7;0.7;1.6;0.9;37.8;13.2
150;Eenpersoonshuishouden;1997;0.0;0.0;45.9;0.8;1.3;1.0;37.4;13.7
151;Eenpersoonshuishouden;1998;0.0;0.0;46.5;0.8;1.3;1.0;37.6;12.8
152;Eenpersoonshuishouden;1999;0.1;0.5;45.1;0.5;1.2;1.2;32.4;19.0
153;Eenpersoonshuishouden;2000;0.1;0.8;45.7;0.4;1.1;1.2;32.2;18.5
154;Eenpersoonshuishouden;2001;0.1;0.7;47.6;0.5;1.1;1.1;31.5;17.4
155;Eenpersoonshuishouden;2002;0.1;0.9;48.2;0.4;0.9;0.7;30.2;18.5
156;Eenpersoonshuishouden;2003;0.2;0.9;50.0;0.4;0.9;0.7;30.0;16.9
157;Eenpersoonshuishouden;2004;0.1;0.8;51.6;0.3;0.6;0.8;26.7;19.2
158;Eenpersoonshuishouden;2005;0.21;0.94;50.57;0.32;1.15;0.76;28.22;17.82
159;Eenpersoonshuishouden;2006;0.13;0.9;52.74;0.5;1.08;0.84;27.74;16.08
160;Eenpersoonshuishouden;2007;0.21;1.04;55.33;0.38;0.98;0.67;26.77;14.62
161;Tweepersoonshuishouden;1985;0.0;7.8;67.8;0.3;2.7;0.0;17.8;3.6
162;Tweepersoonshuishouden;1986;0.0;7.7;66.2;0.2;2.2;0.0;20.5;3.3
163;Tweepersoonshuishouden;1987;0.0;9.0;69.5;0.3;2.2;0.0;15.7;3.3
164;Tweepersoonshuishouden;1988;0.0;10.4;69.2;0.3;1.6;0.0;16.1;2.3
165;Tweepersoonshuishouden;1989;0.0;10.0;69.8;0.4;1.6;0.0;15.3;2.8
166;Tweepersoonshuishouden;1990;0.0;10.9;70.0;0.2;1.8;0.0;15.0;2.0
167;Tweepersoonshuishouden;1991;0.0;12.3;69.5;0.3;1.4;0.0;14.2;2.3
168;Tweepersoonshuishouden;1992;0.0;12.4;67.7;0.3;1.7;0.0;15.2;2.7
169;Tweepersoonshuishouden;1993;0.0;12.5;71.2;0.2;1.3;0.0;13.2;1.6
170;Tweepersoonshuishouden;1994;0.0;13.7;69.1;0.4;1.1;0.7;13.5;1.5
171;Tweepersoonshuishouden;1995;0.0;14.6;68.8;0.4;1.1;0.7;12.8;1.6
172;Tweepersoonshuishouden;1996;0.0;15.5;68.9;0.3;0.9;0.8;11.9;1.7
173;Tweepersoonshuishouden;1997;0.0;16.2;69.1;0.4;0.9;0.7;11.5;1.4
174;Tweepersoonshuishouden;1998;0.0;17.8;68.1;0.3;0.9;0.7;10.9;1.4
175;Tweepersoonshuishouden;1999;0.7;18.3;66.8;0.2;0.8;0.6;10.4;2.2
176;Tweepersoonshuishouden;2000;0.8;19.6;65.4;0.1;0.8;0.9;10.3;2.2
177;Tweepersoonshuishouden;2001;0.8;20.2;65.2;0.1;0.7;0.6;10.3;2.1
178;Tweepersoonshuishouden;2002;0.8;21.5;65.1;0.1;0.7;0.5;9.2;2.0
179;Tweepersoonshuishouden;2003;1.0;21.5;64.4;0.1;0.8;0.6;9.4;2.4
180;Tweepersoonshuishouden;2004;0.9;22.0;65.9;0.1;0.4;0.3;8.4;2.0
181;Tweepersoonshuishouden;2005;0.87;23.53;63.78;0.11;0.54;0.45;8.73;1.97
182;Tweepersoonshuishouden;2006;0.95;24.55;63.09;0.1;0.55;0.35;8.34;2.07
183;Tweepersoonshuishouden;2007;0.99;24.99;62.79;0.07;0.5;0.34;8.32;1.98
184;Driepersoonshuishouden;1985;1.0;18.3;64.2;0.2;2.1;0.0;13.7;0.5
185;Driepersoonshuishouden;1986;1.2;15.7;66.2;0.1;3.6;0.0;13.0;0.3
186;Driepersoonshuishouden;1987;1.2;18.6;66.5;0.3;1.7;0.0;11.5;0.2
187;Driepersoonshuishouden;1988;1.4;21.2;64.0;0.2;2.1;0.0;10.6;0.4
188;Driepersoonshuishouden;1989;2.1;24.2;62.7;0.1;1.8;0.0;8.9;0.2
189;Driepersoonshuishouden;1990;1.5;24.0;63.7;0.3;1.4;0.0;9.1;0.1
190;Driepersoonshuishouden;1991;1.7;24.3;63.6;0.3;1.7;0.0;8.3;0.1
191;Driepersoonshuishouden;1992;1.9;26.6;62.5;0.2;1.1;0.0;7.2;0.4
192;Driepersoonshuishouden;1993;2.2;25.5;62.0;0.4;1.3;0.0;8.2;0.4
193;Driepersoonshuishouden;1994;2.1;26.7;61.3;0.3;1.0;0.3;8.1;0.3
194;Driepersoonshuishouden;1995;2.2;27.8;60.5;0.3;1.1;0.4;7.2;0.4
195;Driepersoonshuishouden;1996;2.4;28.1;60.0;0.4;1.1;0.3;7.5;0.2
196;Driepersoonshuishouden;1997;2.6;29.2;59.1;0.3;0.9;0.3;7.3;0.2
197;Driepersoonshuishouden;1998;2.7;31.2;57.4;0.3;1.0;0.2;6.9;0.2
198;Driepersoonshuishouden;1999;3.4;30.7;55.0;0.2;0.8;0.3;8.7;0.9
199;Driepersoonshuishouden;2000;3.7;32.2;54.2;0.2;0.7;0.4;7.6;1.1
200;Driepersoonshuishouden;2001;3.8;33.6;53.4;0.2;0.6;0.3;7.3;0.9
201;Driepersoonshuishouden;2002;4.4;33.3;53.2;0.1;0.7;0.4;7.3;0.6
202;Driepersoonshuishouden;2003;4.6;35.2;52.4;0.2;0.6;0.1;6.2;0.9
203;Driepersoonshuishouden;2004;5.2;38.6;49.9;0.0;0.5;0.1;5.0;0.6
204;Driepersoonshuishouden;2005;4.69;37.08;48.93;;0.85;0.56;7.21;0.68
205;Driepersoonshuishouden;2006;5.23;36.86;49.04;0.06;0.59;0.31;6.78;1.14
206;Driepersoonshuishouden;2007;4.23;39.54;48.68;0.28;0.23;0.5;5.69;0.86
207;Vierpersoonshuishouden;1985;2.3;15.0;70.8;0.2;1.6;0.0;10.0;0.0
208;Vierpersoonshuishouden;1986;2.6;15.3;71.8;0.3;2.1;0.0;7.9;0.0
209;Vierpersoonshuishouden;1987;2.8;17.5;71.1;0.1;1.6;0.0;6.7;0.1
210;Vierpersoonshuishouden;1988;3.5;19.8;69.3;0.1;1.6;0.0;5.7;0.0
211;Vierpersoonshuishouden;1989;3.0;19.5;70.0;0.1;0.9;0.0;6.5;0.1
212;Vierpersoonshuishouden;1990;3.2;20.8;68.2;0.2;1.8;0.0;5.8;0.1
213;Vierpersoonshuishouden;1991;3.6;19.6;70.8;0.0;0.7;0.0;5.3;0.0
214;Vierpersoonshuishouden;1992;2.9;19.9;69.8;0.1;1.0;0.0;6.2;0.1
215;Vierpersoonshuishouden;1993;3.3;22.7;67.8;0.0;0.9;0.0;5.1;0.1
216;Vierpersoonshuishouden;1994;3.4;21.8;68.7;0.2;1.0;0.2;4.7;0.0
217;Vierpersoonshuishouden;1995;3.1;22.1;68.4;0.3;0.7;0.3;5.2;0.1
218;Vierpersoonshuishouden;1996;3.2;23.0;68.0;0.2;0.7;0.1;4.8;0.0
219;Vierpersoonshuishouden;1997;3.3;25.3;66.1;0.2;0.7;0.3;4.0;0.0
220;Vierpersoonshuishouden;1998;3.6;27.6;63.8;0.1;0.7;0.2;3.9;0.0
221;Vierpersoonshuishouden;1999;4.5;28.6;61.6;0.1;0.4;0.1;4.4;0.2
222;Vierpersoonshuishouden;2000;4.4;30.6;59.8;0.1;0.5;0.2;4.2;0.3
223;Vierpersoonshuishouden;2001;5.0;32.4;57.9;0.1;0.3;0.3;3.7;0.3
224;Vierpersoonshuishouden;2002;5.3;35.6;54.5;0.1;0.6;0.0;3.4;0.4
225;Vierpersoonshuishouden;2003;5.4;36.6;54.1;0.1;0.3;0.0;3.3;0.3
226;Vierpersoonshuishouden;2004;5.5;40.7;51.1;0.0;0.1;0.1;2.3;0.2
227;Vierpersoonshuishouden;2005;5.41;42.13;48.17;0.02;0.16;0.05;3.38;0.69
228;Vierpersoonshuishouden;2006;5.43;41.48;48.82;0.04;0.32;0.03;3.39;0.49
229;Vierpersoonshuishouden;2007;6.57;42.86;46.76;0.09;0.19;0.05;3.01;0.48
230;Vijfpersoonshuishouden;1985;3.8;17.0;69.4;0.2;0.8;0.0;8.8;0.0
231;Vijfpersoonshuishouden;1986;4.6;16.3;70.3;0.2;1.4;0.0;7.2;0.0
232;Vijfpersoonshuishouden;1987;5.9;22.7;65.5;0.1;2.3;0.0;3.5;0.0
233;Vijfpersoonshuishouden;1988;5.6;19.4;65.8;0.2;1.8;0.0;6.8;0.4
234;Vijfpersoonshuishouden;1989;6.3;17.0;70.4;0.0;1.1;0.0;5.2;0.0
235;Vijfpersoonshuishouden;1990;7.3;19.0;65.7;0.0;1.9;0.0;6.1;0.0
236;Vijfpersoonshuishouden;1991;4.1;21.3;66.9;0.1;0.9;0.0;6.1;0.6
237;Vijfpersoonshuishouden;1992;4.0;20.6;69.6;0.1;0.3;0.0;5.4;0.0
238;Vijfpersoonshuishouden;1993;3.3;24.3;66.3;0.0;0.6;0.0;5.5;0.0
239;Vijfpersoonshuishouden;1994;4.0;21.4;68.6;0.2;1.1;0.2;4.6;0.0
240;Vijfpersoonshuishouden;1995;3.2;23.7;66.9;0.2;0.6;0.1;5.2;0.1
241;Vijfpersoonshuishouden;1996;3.1;23.2;67.8;0.1;0.7;0.1;4.9;0.1
242;Vijfpersoonshuishouden;1997;3.3;26.2;65.5;0.3;0.7;0.1;3.9;0.0
243;Vijfpersoonshuishouden;1998;3.2;29.5;62.7;0.4;0.8;0.2;3.2;0.0
244;Vijfpersoonshuishouden;1999;4.2;29.3;60.7;0.1;0.5;0.2;4.8;0.4
245;Vijfpersoonshuishouden;2000;4.4;31.6;57.6;0.0;0.6;0.2;5.0;0.4
246;Vijfpersoonshuishouden;2001;4.8;33.0;57.6;0.0;0.2;0.2;3.5;0.7
247;Vijfpersoonshuishouden;2002;6.6;35.6;53.6;0.0;0.3;0.4;3.1;0.4
248;Vijfpersoonshuishouden;2003;5.9;34.6;54.8;0.2;0.7;0.1;3.1;0.7
249;Vijfpersoonshuishouden;2004;6.7;41.3;49.0;0.0;0.1;0.0;2.5;0.4
250;Vijfpersoonshuishouden;2005;6.33;41.58;47.2;;0.99;;3.3;0.59
251;Vijfpersoonshuishouden;2006;7.42;41.17;46.2;0.22;0.23;0.13;3.77;0.86
252;Vijfpersoonshuishouden;2007;6.99;44.05;45.86;;0.17;;2.39;0.53
253;Zespersoonshuishouden of meer;1985;9.5;22.9;59.2;0.7;2.9;0.0;4.8;0.0
254;Zespersoonshuishouden of meer;1986;8.9;19.3;60.9;0.0;1.8;0.0;7.4;1.6
255;Zespersoonshuishouden of meer;1987;10.8;18.5;63.4;0.0;2.9;0.0;4.4;0.0
256;Zespersoonshuishouden of meer;1988;11.3;19.3;57.7;0.4;3.3;0.0;7.6;0.2
257;Zespersoonshuishouden of meer;1989;11.5;24.4;57.5;0.0;0.5;0.0;6.1;0.0
258;Zespersoonshuishouden of meer;1990;6.2;21.4;64.2;0.0;1.4;0.0;6.9;0.0
259;Zespersoonshuishouden of meer;1991;4.9;23.4;63.3;0.0;1.5;0.0;5.4;1.4
260;Zespersoonshuishouden of meer;1992;4.8;21.0;64.7;0.3;1.2;0.0;7.9;0.0
261;Zespersoonshuishouden of meer;1993;7.2;21.4;65.1;1.1;1.4;0.0;3.9;0.0
262;Zespersoonshuishouden of meer;1994;6.2;22.6;63.4;0.0;0.7;0.3;5.8;1.1
263;Zespersoonshuishouden of meer;1995;4.9;22.7;63.0;0.3;1.3;0.5;7.4;0.0
264;Zespersoonshuishouden of meer;1996;5.6;23.1;63.5;0.0;1.1;0.2;6.6;0.0
265;Zespersoonshuishouden of meer;1997;6.0;22.4;65.1;0.1;0.2;0.3;5.8;0.0
266;Zespersoonshuishouden of meer;1998;5.7;28.0;59.1;0.1;0.6;0.0;6.4;0.0
267;Zespersoonshuishouden of meer;1999;5.4;25.8;60.2;0.1;0.5;0.2;7.2;0.6
268;Zespersoonshuishouden of meer;2000;6.7;27.1;57.3;0.1;0.2;0.2;7.4;0.9
269;Zespersoonshuishouden of meer;2001;6.6;30.2;55.1;0.0;0.8;0.4;6.5;0.4
270;Zespersoonshuishouden of meer;2002;8.9;31.9;50.0;0.3;0.9;0.0;6.7;1.4
271;Zespersoonshuishouden of meer;2003;8.4;30.6;52.1;0.0;0.5;0.5;6.8;1.1
272;Zespersoonshuishouden of meer;2004;8.6;35.3;50.5;0.0;0.0;0.0;5.0;0.6
273;Zespersoonshuishouden of meer;2005;7.29;33.25;54.14;;0.59;0.29;4.43;
274;Zespersoonshuishouden of meer;2006;6.64;38.6;50.91;0.31;0.0;0.0;2.93;0.62
275;Zespersoonshuishouden of meer;2007;10.5;38.86;44.75;;;;4.89;1.0
276;Jaarinkomen: minder dan 7 500 euro;1985;;;;;;;;
277;Jaarinkomen: minder dan 7 500 euro;1986;;;;;;;;
278;Jaarinkomen: minder dan 7 500 euro;1987;;;;;;;;
279;Jaarinkomen: minder dan 7 500 euro;1988;;;;;;;;
280;Jaarinkomen: minder dan 7 500 euro;1989;;;;;;;;
281;Jaarinkomen: minder dan 7 500 euro;1990;;;;;;;;
282;Jaarinkomen: minder dan 7 500 euro;1991;;;;;;;;
283;Jaarinkomen: minder dan 7 500 euro;1992;;;;;;;;
284;Jaarinkomen: minder dan 7 500 euro;1993;;;;;;;;
285;Jaarinkomen: minder dan 7 500 euro;1994;0.0;0.3;18.1;1.0;2.1;0.9;60.1;17.5
286;Jaarinkomen: minder dan 7 500 euro;1995;0.0;0.2;18.6;0.7;1.7;0.8;59.9;18.1
287;Jaarinkomen: minder dan 7 500 euro;1996;0.0;0.2;19.6;1.7;2.8;1.1;57.7;16.9
288;Jaarinkomen: minder dan 7 500 euro;1997;0.0;0.1;19.4;0.7;1.8;0.9;59.9;17.1
289;Jaarinkomen: minder dan 7 500 euro;1998;0.0;0.1;22.1;0.7;2.1;1.3;57.1;16.6
290;Jaarinkomen: minder dan 7 500 euro;1999;0.1;0.6;20.7;0.4;2.4;1.3;53.2;21.3
