ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijferOngecorrigeerd_1;IndexcijferKalendergecorrigeerd_2;IndexcijferSeizoengecorrigeerd_3;OntwikkelingOngecorrigeerd_4;OntwikkelingKalendergecorrigeerd_5;OntwikkelingSeizoengecorrigeerd_6
41;F Bouwnijverheid;2007 2e kwartaal;97.3;97.6;91.0;7.7;8.9;8.8
42;F Bouwnijverheid;2007 juli;81.8;84.9;90.2;7.4;7.1;5.7
43;F Bouwnijverheid;2007 augustus;58.1;55.0;92.4;13.0;10.6;9.5
44;F Bouwnijverheid;2007 september;108.7;112.7;92.1;1.4;4.0;4.2
45;F Bouwnijverheid;2007 3e kwartaal;82.9;84.2;91.6;5.9;6.4;6.4
46;F Bouwnijverheid;2007 oktober;105.7;103.4;90.8;8.5;5.7;6.2
47;F Bouwnijverheid;2007 november;103.7;102.1;93.5;4.3;4.3;5.6
48;F Bouwnijverheid;2007 december;68.0;69.7;92.9;-2.2;0.3;1.2
49;F Bouwnijverheid;2007 4e kwartaal;92.5;91.7;92.4;4.1;3.8;4.2
50;F Bouwnijverheid;2007;91.0;91.1;91.3;6.8;7.0;6.9
51;F Bouwnijverheid;2008 januari;87.9;86.3;92.9;10.9;9.2;7.5
52;F Bouwnijverheid;2008 februari;101.7;98.0;97.1;11.5;6.7;6.3
53;F Bouwnijverheid;2008 maart;98.8;104.6;94.7;-4.1;2.3;2.0
54;F Bouwnijverheid;2008 1e kwartaal;96.1;96.3;94.9;5.4;5.8;5.2
55;F Bouwnijverheid;2008 april;108.8;105.1;96.7;14.6;8.1;7.4
56;F Bouwnijverheid;2008 mei;96.6;98.1;94.3;1.3;4.0;3.5
57;F Bouwnijverheid;2008 juni;103.9;103.8;94.7;2.4;2.4;3.1
58;F Bouwnijverheid;2008 2e kwartaal;103.1;102.3;95.2;6.0;4.8;4.6
59;F Bouwnijverheid;2008 juli;81.6;88.3;93.0;-0.2;4.0;3.1
60;F Bouwnijverheid;2008 augustus;60.2;56.7;93.8;3.6;3.1;1.5
61;F Bouwnijverheid;2008 september;117.1;115.5;94.9;7.7;2.5;2.9
62;F Bouwnijverheid;2008 3e kwartaal;86.3;86.8;93.9;4.1;3.1;2.5
63;F Bouwnijverheid;2008 oktober;110.7;108.2;95.6;4.6;4.7;5.2
64;F Bouwnijverheid;2008 november;97.7;101.3;94.0;-5.8;-0.8;0.5
65;F Bouwnijverheid;2008 december;70.2;70.7;95.0;3.1;1.5;2.3
66;F Bouwnijverheid;2008 4e kwartaal;92.8;93.4;94.9;0.4;1.8;2.6
67;F Bouwnijverheid;2008;94.6;94.7;94.7;4.0;3.9;3.7
68;F Bouwnijverheid;2009 januari;90.6;89.4;95.0;3.1;3.7;2.3
69;F Bouwnijverheid;2009 februari;97.7;98.5;97.5;-3.9;0.5;0.4
70;F Bouwnijverheid;2009 maart;105.7;105.0;95.8;7.0;0.3;1.2
71;F Bouwnijverheid;2009 1e kwartaal;98.0;97.6;96.1;1.9;1.4;1.3
72;F Bouwnijverheid;2009 april;104.4;104.1;95.6;-4.0;-0.9;-1.1
73;F Bouwnijverheid;2009 mei;93.5;94.3;90.1;-3.2;-3.9;-4.5
74;F Bouwnijverheid;2009 juni;97.2;97.7;89.9;-6.4;-5.8;-5.1
75;F Bouwnijverheid;2009 2e kwartaal;98.4;98.7;91.9;-4.6;-3.5;-3.5
76;F Bouwnijverheid;2009 juli;86.3;85.0;89.2;5.7;-3.8;-4.0
77;F Bouwnijverheid;2009 augustus;51.4;52.7;85.1;-14.6;-7.0;-9.3
78;F Bouwnijverheid;2009 september;107.6;106.0;87.2;-8.2;-8.2;-8.1
79;F Bouwnijverheid;2009 3e kwartaal;81.8;81.2;87.2;-5.3;-6.4;-7.1
80;F Bouwnijverheid;2009 oktober;99.2;99.5;88.5;-10.4;-8.0;-7.3
81;F Bouwnijverheid;2009 november;89.2;90.2;84.3;-8.6;-11.0;-10.2
82;F Bouwnijverheid;2009 december;60.5;62.3;84.5;-13.8;-11.9;-11.1
83;F Bouwnijverheid;2009 4e kwartaal;83.0;84.0;85.8;-10.6;-10.1;-9.5
84;F Bouwnijverheid;2009;90.3;90.4;90.2;-4.6;-4.5;-4.7
85;F Bouwnijverheid;2010 januari;74.1;74.8;78.7;-18.2;-16.4;-17.2
86;F Bouwnijverheid;2010 februari;76.1;77.7;77.4;-22.1;-21.1;-20.7
87;F Bouwnijverheid;2010 maart;91.5;88.9;80.6;-13.4;-15.3;-15.9
88;F Bouwnijverheid;2010 1e kwartaal;80.6;80.5;78.9;-17.8;-17.6;-17.9
89;F Bouwnijverheid;2010 april;90.2;90.0;82.4;-13.6;-13.6;-13.9
90;F Bouwnijverheid;2010 mei;80.3;86.5;82.6;-14.1;-8.2;-8.3
91;F Bouwnijverheid;2010 juni;89.7;87.3;80.6;-7.7;-10.7;-10.4
92;F Bouwnijverheid;2010 2e kwartaal;86.7;87.9;81.9;-11.8;-10.9;-10.9
93;F Bouwnijverheid;2010 juli;75.7;78.4;81.7;-12.3;-7.7;-8.5
94;F Bouwnijverheid;2010 augustus;49.2;48.0;77.9;-4.4;-8.9;-8.4
95;F Bouwnijverheid;2010 september;94.8;93.5;76.9;-11.9;-11.9;-11.8
96;F Bouwnijverheid;2010 3e kwartaal;73.2;73.3;78.8;-10.4;-9.8;-9.6
97;F Bouwnijverheid;2010 oktober;86.5;89.1;79.6;-12.7;-10.4;-10.1
98;F Bouwnijverheid;2010 november;84.6;83.8;78.7;-5.3;-7.1;-6.7
99;F Bouwnijverheid;2010 december;52.3;56.6;76.7;-13.6;-9.2;-9.3
100;F Bouwnijverheid;2010 4e kwartaal;74.5;76.5;78.3;-10.3;-8.9;-8.7
101;F Bouwnijverheid;2010;78.7;79.6;79.5;-12.8;-12.0;-11.9
102;F Bouwnijverheid;2011 januari;80.7;78.3;81.5;8.9;4.7;3.6
103;F Bouwnijverheid;2011 februari;87.4;88.1;87.2;14.8;13.4;12.7
104;F Bouwnijverheid;2011 maart;93.5;90.7;82.3;2.2;2.0;2.1
105;F Bouwnijverheid;2011 1e kwartaal;87.2;85.7;83.7;8.2;6.5;6.0
106;F Bouwnijverheid;2011 april;87.5;86.7;79.0;-3.0;-3.7;-4.0
107;F Bouwnijverheid;2011 mei;89.8;84.8;80.8;11.8;-2.0;-2.2
108;F Bouwnijverheid;2011 juni;80.5;83.9;77.9;-10.2;-3.9;-3.3
109;F Bouwnijverheid;2011 2e kwartaal;85.9;85.1;79.2;-0.9;-3.2;-3.2
110;F Bouwnijverheid;2011 juli;71.5;75.0;77.9;-5.6;-4.3;-4.7
111;F Bouwnijverheid;2011 augustus;49.1;47.1;77.0;-0.3;-1.9;-1.1
112;F Bouwnijverheid;2011 september;96.1;94.8;78.6;1.4;1.4;2.2
113;F Bouwnijverheid;2011 3e kwartaal;72.2;72.3;77.8;-1.4;-1.4;-1.3
114;F Bouwnijverheid;2011 oktober;81.3;83.7;75.1;-6.1;-6.0;-5.8
115;F Bouwnijverheid;2011 november;81.4;80.2;75.4;-3.7;-4.2;-4.2
116;F Bouwnijverheid;2011 december;54.5;52.6;73.5;4.2;-6.9;-4.2
117;F Bouwnijverheid;2011 4e kwartaal;72.4;72.2;74.7;-2.8;-5.6;-4.7
118;F Bouwnijverheid;2011;79.4;78.8;78.8;0.9;-0.9;-0.8
119;F Bouwnijverheid;2012 januari;73.9;76.0;78.2;-8.3;-3.0;-4.0
120;F Bouwnijverheid;2012 februari;74.8;72.9;72.1;-14.3;-17.3;-17.3
121;F Bouwnijverheid;2012 maart;83.3;82.7;74.5;-10.9;-8.8;-9.5
122;F Bouwnijverheid;2012 1e kwartaal;77.4;77.2;74.9;-11.3;-9.9;-10.4
123;F Bouwnijverheid;2012 april;80.1;82.0;75.1;-8.4;-5.3;-4.9
124;F Bouwnijverheid;2012 mei;78.7;77.8;73.7;-12.4;-8.2;-8.8
125;F Bouwnijverheid;2012 juni;79.6;79.5;73.7;-1.2;-5.3;-5.4
126;F Bouwnijverheid;2012 2e kwartaal;79.5;79.8;74.2;-7.5;-6.3;-6.4
127;F Bouwnijverheid;2012 juli;66.9;70.6;73.8;-6.4;-5.8;-5.2
128;F Bouwnijverheid;2012 augustus;48.7;45.1;73.8;-0.7;-4.3;-4.2
129;F Bouwnijverheid;2012 september;87.1;90.4;75.0;-9.4;-4.6;-4.5
130;F Bouwnijverheid;2012 3e kwartaal;67.6;68.7;74.2;-6.4;-5.0;-4.6
131;F Bouwnijverheid;2012 oktober;77.6;75.8;68.1;-4.5;-9.5;-9.3
132;F Bouwnijverheid;2012 november;75.4;74.2;69.6;-7.4;-7.5;-7.8
133;F Bouwnijverheid;2012 december;46.3;47.2;67.0;-15.0;-10.4;-8.8
134;F Bouwnijverheid;2012 4e kwartaal;66.4;65.7;68.2;-8.2;-9.0;-8.6
135;F Bouwnijverheid;2012;72.7;72.9;72.9;-8.5;-7.6;-7.5
136;F Bouwnijverheid;2013 januari;66.8;67.1;68.4;-9.6;-11.7;-12.6
137;F Bouwnijverheid;2013 februari;66.4;67.7;66.7;-11.3;-7.2;-7.5
138;F Bouwnijverheid;2013 maart;72.9;75.3;67.4;-12.5;-9.0;-9.5
139;F Bouwnijverheid;2013 1e kwartaal;68.7;70.0;67.5;-11.2;-9.3;-10.0
140;F Bouwnijverheid;2013 april;73.5;73.3;67.1;-8.3;-10.6;-10.7
141;F Bouwnijverheid;2013 mei;73.3;72.5;68.7;-6.8;-6.8;-6.7
142;F Bouwnijverheid;2013 juni;72.4;74.2;68.9;-9.0;-6.7;-6.5
143;F Bouwnijverheid;2013 2e kwartaal;73.1;73.3;68.2;-8.1;-8.1;-8.0
144;F Bouwnijverheid;2013 juli;64.1;66.2;69.9;-4.2;-6.2;-5.4
145;F Bouwnijverheid;2013 augustus;45.9;43.6;69.8;-5.8;-3.3;-5.4
146;F Bouwnijverheid;2013 september;81.8;82.7;69.3;-6.1;-8.5;-7.7
147;F Bouwnijverheid;2013 3e kwartaal;63.9;64.2;69.6;-5.4;-6.6;-6.1
148;F Bouwnijverheid;2013 oktober;79.0;77.2;69.7;1.8;1.9;2.4
149;F Bouwnijverheid;2013 november;73.0;73.7;69.1;-3.2;-0.7;-0.7
150;F Bouwnijverheid;2013 december;48.3;48.6;69.0;4.3;3.1;2.9
151;F Bouwnijverheid;2013 4e kwartaal;66.7;66.5;69.3;0.5;1.2;1.5
152;F Bouwnijverheid;2013 ;68.1;68.5;68.7;-6.3;-6.0;-5.8
153;F Bouwnijverheid;2014 januari;72.1;69.3;70.0;7.9;3.3;2.4
154;F Bouwnijverheid;2014 februari;72.7;73.1;71.4;9.6;8.0;7.1
155;F Bouwnijverheid;2014 maart;71.5;72.8;64.8;-2.0;-3.4;-3.9
156;F Bouwnijverheid;2014 1e kwartaal;72.1;71.7;68.7;4.9;2.4;1.9
157;F Bouwnijverheid;2014 april;76.5;73.8;67.5;4.2;0.6;0.5
158;F Bouwnijverheid;2014 mei;71.7;70.3;66.6;-2.1;-3.0;-3.2
159;F Bouwnijverheid;2014 juni;69.8;72.2;66.9;-3.6;-2.7;-2.8
160;F Bouwnijverheid;2014 2e kwartaal;72.7;72.1;67.0;-0.5;-1.7;-1.8
161;F Bouwnijverheid;2014 juli;66.1;63.5;67.3;3.1;-4.2;-3.7
162;F Bouwnijverheid;2014 augustus;40.9;43.1;69.0;-10.8;-1.3;-1.1
163;F Bouwnijverheid;2014 september;81.3;80.1;67.4;-0.6;-3.1;-2.6
164;F Bouwnijverheid;2014 3e kwartaal;62.8;62.2;67.9;-1.8;-3.0;-2.5
165;F Bouwnijverheid;2014 oktober;85.8;83.9;75.8;8.6;8.6;8.7
166;F Bouwnijverheid;2014 november;77.1;80.0;75.1;5.6;8.5;8.7
167;F Bouwnijverheid;2014 december;52.6;52.7;74.8;9.1;8.3;8.4
168;F Bouwnijverheid;2014 4e kwartaal;71.8;72.2;75.2;7.6;8.5;8.6
169;F Bouwnijverheid;2014;69.9;69.6;69.7;2.6;1.5;1.6
170;F Bouwnijverheid;2015 januari;74.7;72.8;72.4;3.6;4.9;3.4
171;F Bouwnijverheid;2015 februari;74.7;75.3;73.1;2.7;3.1;2.4
172;F Bouwnijverheid;2015 maart;82.2;81.6;73.0;15.0;12.1;12.7
173;F Bouwnijverheid;2015 1e kwartaal;77.2;76.5;72.8;7.1;6.7;6.0
174;F Bouwnijverheid;2015 april;78.9;78.7;72.0;3.1;6.6;6.7
175;F Bouwnijverheid;2015 mei;74.9;80.9;77.1;4.5;15.0;15.9
176;F Bouwnijverheid;2015 juni;86.8;84.4;78.1;24.3;17.0;16.7
177;F Bouwnijverheid;2015 2e kwartaal;80.2;81.3;75.7;10.3;12.8;13.1
178;F Bouwnijverheid;2015 juli;69.7;68.5;72.8;5.4;8.0;8.2
179;F Bouwnijverheid;2015 augustus;44.5;45.7;72.3;8.7;6.2;4.7
180;F Bouwnijverheid;2015 september;86.6;85.4;72.7;6.6;6.5;7.8
181;F Bouwnijverheid;2015 3e kwartaal;67.0;66.5;72.6;6.6;7.0;6.9
182;F Bouwnijverheid;2015 oktober;83.5;83.8;75.5;-2.7;-0.1;-0.3
183;F Bouwnijverheid;2015 november;79.7;80.5;75.6;3.4;0.7;0.7
184;F Bouwnijverheid;2015 december;53.1;53.8;77.3;0.9;2.3;3.3
185;F Bouwnijverheid;2015 4e kwartaal;72.1;72.7;76.1;0.4;0.8;1.2
186;F Bouwnijverheid;2015;74.1;74.3;74.3;6.1;6.8;6.6
187;F Bouwnijverheid;2016 januari ;81.5;80.8;79.5;9.2;11.1;9.8
188;F Bouwnijverheid;2016 februari;85.6;82.2;79.4;14.6;9.2;8.6
189;F Bouwnijverheid;2016 maart;88.0;88.7;79.1;7.1;8.7;8.3
190;F Bouwnijverheid;2016 1e kwartaal;85.0;83.9;79.3;10.2;9.6;8.9
191;F Bouwnijverheid;2016 april;87.4;86.5;79.3;10.7;10.0;10.1
192;F Bouwnijverheid;2016 mei;82.4;83.7;79.6;10.0;3.4;3.2
193;F Bouwnijverheid;2016 juni;88.9;86.5;79.9;2.4;2.5;2.3
194;F Bouwnijverheid;2016 2e kwartaal;86.2;85.6;79.6;7.5;5.2;5.1
195;F Bouwnijverheid;2016 juli;80.3;76.7;81.3;15.2;11.9;11.7
196;F Bouwnijverheid;2016 augustus;49.3;51.7;82.3;10.8;13.0;13.8
197;F Bouwnijverheid;2016 september;95.2;93.8;81.0;9.8;9.9;11.5
198;F Bouwnijverheid;2016 3e kwartaal;74.9;74.0;81.5;11.9;11.3;12.3
199;F Bouwnijverheid;2016 oktober;89.5;92.3;83.0;7.1;10.1;10.0
200;F Bouwnijverheid;2016 november;88.6;87.4;82.2;11.2;8.6;8.7
201;F Bouwnijverheid;2016 december;59.4;58.0;82.6;11.9;7.8;6.9
202;F Bouwnijverheid;2016 4e kwartaal;79.2;79.2;82.6;9.8;9.0;8.5
203;F Bouwnijverheid;2016;81.3;80.7;80.8;9.8;8.6;8.7
204;F Bouwnijverheid;2017 januari ;83.6;86.7;85.2;2.5;7.3;7.1
205;F Bouwnijverheid;2017 februari ;89.6;90.5;87.0;4.8;10.1;9.6
206;F Bouwnijverheid;2017 maart;100.7;97.5;87.8;14.4;9.9;11.1
207;F Bouwnijverheid;2017 1e kwartaal;91.3;91.5;86.7;7.4;9.1;9.3
208;F Bouwnijverheid;2017 april;89.9;94.6;86.8;2.9;9.3;9.5
209;F Bouwnijverheid;2017 mei;95.8;91.5;86.8;16.1;9.3;9.1
210;F Bouwnijverheid;2017 juni ;95.7;96.3;89.1;7.7;11.4;11.5
211;F Bouwnijverheid;2017 2e kwartaal ;93.8;94.1;87.6;8.8;10.0;10.0
212;F Bouwnijverheid;2017 juli ;85.2;82.6;87.6;6.2;7.7;7.7
213;F Bouwnijverheid;2017 augustus;53.9;55.6;88.3;9.3;7.6;7.3
214;F Bouwnijverheid;2017 september;99.7;100.8;87.7;4.7;7.5;8.2
215;F Bouwnijverheid;2017 3e kwartaal;79.6;79.7;87.8;6.2;7.6;7.7
216;F Bouwnijverheid;2017 oktober;96.4;96.7;87.1;7.7;4.9;5.0
217;F Bouwnijverheid;2017 november;96.6;95.1;89.3;9.0;8.7;8.7
218;F Bouwnijverheid;2017 december;61.8;61.8;88.2;3.9;6.4;6.8
219;F Bouwnijverheid;2017 4e kwartaal ;84.9;84.5;88.2;7.2;6.7;6.8
220;F Bouwnijverheid;2017;87.4;87.5;87.6;7.4;8.4;8.4
221;F Bouwnijverheid;2018 januari;88.3;89.1;87.1;5.6;2.8;2.3
222;F Bouwnijverheid;2018 februari;96.8;96.8;86.1;8.0;7.0;-1.1
223;F Bouwnijverheid;2018 maart ;99.7;99.6;86.2;-1.0;2.2;-1.8
224;F Bouwnijverheid;2018 1e kwartaal;94.9;95.2;86.5;4.0;4.0;-0.2
225;F Bouwnijverheid;2018 april ;95.3;96.9;90.6;6.0;2.5;4.3
226;F Bouwnijverheid;2018 mei;99.4;97.7;91.1;3.7;6.7;4.9
227;F Bouwnijverheid;2018 juni;106.7;106.9;94.5;11.4;11.1;6.1
228;F Bouwnijverheid;2018 2e kwartaal;100.4;100.5;92.0;7.1;6.8;5.1
229;F Bouwnijverheid;2018 juli;103.8;97.2;92.5;21.7;17.7;5.6
230;F Bouwnijverheid;2018 augustus ;38.1;40.0;95.4;-29.2;-28.0;8.1
231;F Bouwnijverheid;2018 september ;105.2;109.5;94.8;5.5;8.7;8.2
232;F Bouwnijverheid;2018 3e kwartaal;82.4;82.3;94.2;3.5;3.3;7.3
233;F Bouwnijverheid;2018 oktober ;97.2;94.9;93.9;0.9;-1.9;7.8
234;F Bouwnijverheid;2018 november ;96.9;95.3;95.3;0.3;0.3;6.7
235;F Bouwnijverheid;2018 december ;74.4;76.0;96.4;20.5;23.0;9.3
236;F Bouwnijverheid;2018 4e kwartaal ;89.5;88.7;95.2;5.4;5.0;7.9
237;F Bouwnijverheid;2018;91.8;91.7;92.0;5.0;4.8;5.0
238;F Bouwnijverheid;2019 januari ;96.3;95.1;92.9;9.1;6.7;6.6
239;F Bouwnijverheid;2019 februari;109.6;109.6;97.5;13.2;13.2;13.3
240;F Bouwnijverheid;2019 maart ;108.3;111.4;96.2;8.6;11.8;11.6
241;F Bouwnijverheid;2019 1e kwartaal ;104.7;105.3;95.5;10.3;10.7;10.5
242;F Bouwnijverheid;2019 april;104.8;103.6;96.9;10.0;6.9;7.0
243;F Bouwnijverheid;2019 mei ;110.2;105.9;98.8;10.9;8.4;8.5
244;F Bouwnijverheid;2019 juni;102.0;107.7;95.3;-4.3;0.7;0.8
245;F Bouwnijverheid;2019 2e kwartaal;105.7;105.7;97.0;5.2;5.2;5.4
246;F Bouwnijverheid;2019 juli;110.8;101.9;96.8;6.8;4.8;4.7
247;F Bouwnijverheid;2019 augustus;39.8;42.6;101.4;4.4;6.4;6.3
248;F Bouwnijverheid;2019 september;115.0;116.4;101.1;9.4;6.3;6.6
249;F Bouwnijverheid;2019 3e kwartaal;88.6;87.0;99.8;7.5;5.7;5.9
250;F Bouwnijverheid;2019 oktober;100.1;97.7;96.6;2.9;2.9;2.8
251;F Bouwnijverheid;2019 november;96.4;97.5;97.6;-0.5;2.3;2.4
252;F Bouwnijverheid;2019 december;75.4;76.5;97.1;1.4;0.7;0.8
253;F Bouwnijverheid;2019 4e kwartaal;90.6;90.6;97.1;1.2;2.1;2.0
254;F Bouwnijverheid;2019;97.4;97.2;97.4;6.1;6.0;5.8
255;F Bouwnijverheid;2020 januari;104.8;101.3;99.0;8.9;6.6;6.6
256;F Bouwnijverheid;2020 februari;108.2;110.4;98.3;-1.3;0.8;0.8
257;F Bouwnijverheid;2020 maart ;114.2;114.1;98.2;5.4;2.5;2.1
258;F Bouwnijverheid;2020 1e kwartaal;109.1;108.6;98.5;4.2;3.1;3.1
259;F Bouwnijverheid;2020 april ;100.1;98.9;92.6;-4.5;-4.5;-4.4
260;F Bouwnijverheid;2020 mei;96.0;99.9;93.0;-12.8;-5.6;-5.8
261;F Bouwnijverheid;2020 juni;107.8;106.3;94.1;5.7;-1.3;-1.2
262;F Bouwnijverheid;2020 2e kwartaal;101.3;101.7;93.3;-4.1;-3.8;-3.8
263;F Bouwnijverheid;2020 juli;106.8;101.6;96.1;-3.7;-0.3;-0.7
264;F Bouwnijverheid;2020 augustus;37.8;40.1;96.6;-5.0;-5.8;-4.8
265;F Bouwnijverheid;2020 september;113.3;111.5;97.4;-1.5;-4.3;-3.7
266;F Bouwnijverheid;2020 3e kwartaal;86.0;84.4;96.7;-2.9;-3.0;-3.1
267;F Bouwnijverheid;2020 oktober;98.7;99.1;97.7;-1.4;1.4;1.2
268;F Bouwnijverheid;2020 november;96.6;97.8;98.0;0.3;0.3;0.5
269;F Bouwnijverheid;2020 december;75.6;77.8;98.9;0.2;1.7;1.8
270;F Bouwnijverheid;2020 4e kwartaal;90.3;91.6;98.2;-0.4;1.1;1.2
271;F Bouwnijverheid;2020;96.7;96.6;96.7;-0.8;-0.6;-0.7
272;F Bouwnijverheid;2021 januari;102.6;100.5;98.1;-2.1;-0.8;-0.9
273;F Bouwnijverheid;2021 februari ;102.6;102.6;91.3;-5.1;-7.1;-7.1
274;F Bouwnijverheid;2021 maart ;118.0;114.7;98.1;3.4;0.5;-0.1
275;F Bouwnijverheid;2021 1e kwartaal;107.8;105.9;95.8;-1.2;-2.5;-2.7
276;F Bouwnijverheid;2021 april ;106.3;105.0;98.5;6.2;6.2;6.3
277;F Bouwnijverheid;2021 mei;100.9;105.0;97.9;5.1;5.1;5.3
278;F Bouwnijverheid;2021 juni;116.9;114.0;101.1;8.4;7.2;7.4
279;F Bouwnijverheid;2021 2e kwartaal;108.0;108.0;99.2;6.6;6.2;6.3
280;F Bouwnijverheid;2021 juli;115.2;104.7;98.4;7.9;3.0;2.4
281;F Bouwnijverheid;2021 augustus;36.6;40.8;98.6;-3.2;1.6;2.1
282;F Bouwnijverheid;2021 september ;115.2;113.3;99.6;1.7;1.7;2.2
283;F Bouwnijverheid;2021 3e kwartaal;89.0;86.3;98.9;3.5;2.2;2.2
284;F Bouwnijverheid;2021 oktober ;98.3;101.6;99.9;-0.3;2.5;2.2
285;F Bouwnijverheid;2021 november ;103.0;101.3;101.7;6.6;3.6;3.8
286;F Bouwnijverheid;2021 december ;84.3;79.5;101.2;11.6;2.2;2.3
287;F Bouwnijverheid;2021 4e kwartaal;95.2;94.2;100.9;5.5;2.8;2.8
288;F Bouwnijverheid;2021;100.0;98.6;98.7;3.5;2.1;2.1
289;F Bouwnijverheid;2022 januari ;100.7;107.6;105.3;-1.9;7.1;7.3
290;F Bouwnijverheid;2022 februari;116.8;116.8;104.0;13.8;13.8;13.8
291;F Bouwnijverheid;2022 maart;127.5;123.9;105.5;8.0;8.1;7.5
292;F Bouwnijverheid;2022 1e kwartaal;115.0;116.1;104.9;6.7;9.6;9.5
293;F Bouwnijverheid;2022 april;109.2;111.0;104.2;2.8;5.7;5.8
294;F Bouwnijverheid;2022 mei;114.6;113.3;105.6;13.5;7.9;7.8
295;F Bouwnijverheid;2022 juni;122.1;121.7;108.1;4.5;6.8;6.9
296;F Bouwnijverheid;2022 2e kwartaal;115.3;115.4;106.0;6.7;6.8;6.8
297;F Bouwnijverheid;2022 juli;120.0;113.8;106.7;4.2;8.7;8.4
298;F Bouwnijverheid;2022 augustus;39.4;42.0;101.7;7.4;3.0;3.1
299;F Bouwnijverheid;2022 september;121.1;119.1;105.1;5.1;5.1;5.5
300;F Bouwnijverheid;2022 3e kwartaal;93.5;91.6;104.5;5.0;6.3;5.7
301;F Bouwnijverheid;2022 oktober;105.9;109.5;107.4;7.7;7.7;7.5
302;F Bouwnijverheid;2022 november;109.9;108.2;108.7;6.7;6.7;6.9
303;F Bouwnijverheid;2022 december;88.4;85.8;109.1;4.8;7.9;7.9
