ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijferOngecorrigeerd_1;IndexcijferKalendergecorrigeerd_2;IndexcijferSeizoengecorrigeerd_3;OntwikkelingOngecorrigeerd_4;OntwikkelingKalendergecorrigeerd_5;OntwikkelingSeizoengecorrigeerd_6
653;41 Algemene bouw en projectontwikkeling;2023 mei;120.3;117.4;107.5;0.6;-2.2;-2.5
654;41 Algemene bouw en projectontwikkeling;2023 juni;121.3;119.4;106.5;-1.8;-1.8;-1.9
655;41 Algemene bouw en projectontwikkeling;2023 2e kwartaal;115.6;115.4;105.3;-3.0;-3.1;-3.3
656;41 Algemene bouw en projectontwikkeling;2023 juli;119.2;110.5;107.1;-5.9;-2.7;-2.9
657;41 Algemene bouw en projectontwikkeling;2023 augustus;45.5;49.5;107.9;4.6;1.2;0.8
658;41 Algemene bouw en projectontwikkeling;2023 september;118.9;120.3;104.8;-4.2;-1.5;-1.1
659;41 Algemene bouw en projectontwikkeling;2023 3e kwartaal;94.5;93.4;106.6;-3.6;-1.5;-1.1
660;41 Algemene bouw en projectontwikkeling;2023 oktober;107.6;108.1;105.9;0.3;-2.4;-2.7
661;41 Algemene bouw en projectontwikkeling;2023 november;104.5;102.9;103.6;-3.8;-3.8;-3.8
662;41 Algemene bouw en projectontwikkeling;2023 december;86.1;85.6;106.2;-3.0;-0.3;-0.3
663;41 Algemene bouw en projectontwikkeling;2023 4e kwartaal;99.4;98.9;105.2;-2.1;-2.3;-2.3
664;41 Algemene bouw en projectontwikkeling;2023;106.2;105.9;106.0;-2.1;-2.0;-1.8
665;41 Algemene bouw en projectontwikkeling;2024 januari;96.2;97.5;97.5;-5.5;-8.1;-7.9
666;41 Algemene bouw en projectontwikkeling;2024 februari;113.5;112.6;102.7;-2.9;-3.7;-3.6
667;41 Algemene bouw en projectontwikkeling;2024 maart;113.3;117.0;101.1;-11.2;-6.1;-6.0
668;41 Algemene bouw en projectontwikkeling;2024 1e kwartaal;107.7;109.0;100.5;-6.7;-5.9;-5.8
669;41 Algemene bouw en projectontwikkeling;2024 april;111.7;110.0;102.5;6.2;0.5;0.5
670;41 Algemene bouw en projectontwikkeling;2024 mei;114.9;114.2;103.9;-4.5;-2.8;-3.3
671;41 Algemene bouw en projectontwikkeling;2024 juni;112.5;116.8;103.7;-7.3;-2.1;-2.6
672;41 Algemene bouw en projectontwikkeling;2024 2e kwartaal;113.0;113.6;103.4;-2.2;-1.5;-1.9
673;41 Algemene bouw en projectontwikkeling;2024 juli;118.4;103.0;98.9;-0.6;-6.7;-7.6
674;41 Algemene bouw en projectontwikkeling;2024 augustus;45.6;51.4;112.4;0.2;3.9;4.2
675;41 Algemene bouw en projectontwikkeling;2024 september;117.0;118.4;103.7;-1.6;-1.6;-1.0
676;41 Algemene bouw en projectontwikkeling;2024 3e kwartaal;93.7;90.9;105.0;-0.9;-2.7;-1.5
677;41 Algemene bouw en projectontwikkeling;2024 oktober;111.5;109.0;106.3;3.6;0.9;0.4
678;41 Algemene bouw en projectontwikkeling;2024 november;104.4;105.6;105.9;-0.1;2.7;2.2
679;41 Algemene bouw en projectontwikkeling;2024 december;82.1;83.3;103.5;-4.6;-2.7;-2.5
680;41 Algemene bouw en projectontwikkeling;2024 4e kwartaal;99.3;99.3;105.2;-0.1;0.5;0.0
681;41 Algemene bouw en projectontwikkeling;2024;103.4;103.2;103.5;-2.6;-2.5;-2.3
682;41 Algemene bouw en projectontwikkeling;2025 januari;108.4;104.7;104.9;12.7;7.4;7.6
683;41 Algemene bouw en projectontwikkeling;2025 februari;111.2;111.2;102.4;-2.1;-1.3;-0.3
684;42 Grond-, water-  en wegenbouw;2005 januari ;;;;;;
685;42 Grond-, water-  en wegenbouw;2005 februari;;;;;;
686;42 Grond-, water-  en wegenbouw;2005 maart;;;;;;
687;42 Grond-, water-  en wegenbouw;2005 1e kwartaal;;;;;;
688;42 Grond-, water-  en wegenbouw;2005 april;;;;;;
689;42 Grond-, water-  en wegenbouw;2005 mei;;;;;;
690;42 Grond-, water-  en wegenbouw;2005 juni;;;;;;
691;42 Grond-, water-  en wegenbouw;2005 2e kwartaal;;;;;;
692;42 Grond-, water-  en wegenbouw;2005 juli;;;;;;
693;42 Grond-, water-  en wegenbouw;2005 augustus;;;;;;
694;42 Grond-, water-  en wegenbouw;2005 september;;;;;;
695;42 Grond-, water-  en wegenbouw;2005 3e kwartaal;;;;;;
696;42 Grond-, water-  en wegenbouw;2005 oktober;;;;;;
697;42 Grond-, water-  en wegenbouw;2005 november;;;;;;
698;42 Grond-, water-  en wegenbouw;2005 december;;;;;;
699;42 Grond-, water-  en wegenbouw;2005 4e kwartaal;;;;;;
700;42 Grond-, water-  en wegenbouw;2005;;;;;;
701;42 Grond-, water-  en wegenbouw;2006 januari;;;;;;
702;42 Grond-, water-  en wegenbouw;2006 februari;;;;;;
703;42 Grond-, water-  en wegenbouw;2006 maart;;;;;;
704;42 Grond-, water-  en wegenbouw;2006 1e kwartaal;;;;;;
705;42 Grond-, water-  en wegenbouw;2006 april;;;;;;
706;42 Grond-, water-  en wegenbouw;2006 mei;;;;;;
707;42 Grond-, water-  en wegenbouw;2006 juni;;;;;;
708;42 Grond-, water-  en wegenbouw;2006 2e kwartaal;;;;;;
709;42 Grond-, water-  en wegenbouw;2006 juli;;;;;;
710;42 Grond-, water-  en wegenbouw;2006 augustus;;;;;;
711;42 Grond-, water-  en wegenbouw;2006 september;;;;;;
712;42 Grond-, water-  en wegenbouw;2006 3e kwartaal;;;;;;
713;42 Grond-, water-  en wegenbouw;2006 oktober;;;;;;
714;42 Grond-, water-  en wegenbouw;2006 november;;;;;;
715;42 Grond-, water-  en wegenbouw;2006 december;;;;;;
716;42 Grond-, water-  en wegenbouw;2006 4e kwartaal;;;;;;
717;42 Grond-, water-  en wegenbouw;2006;;;;;;
718;42 Grond-, water-  en wegenbouw;2007 januari;;;;;;
719;42 Grond-, water-  en wegenbouw;2007 februari;;;;;;
720;42 Grond-, water-  en wegenbouw;2007 maart;;;;;;
721;42 Grond-, water-  en wegenbouw;2007 1e kwartaal;;;;;;
722;42 Grond-, water-  en wegenbouw;2007 april;;;;;;
723;42 Grond-, water-  en wegenbouw;2007 mei;;;;;;
724;42 Grond-, water-  en wegenbouw;2007 juni;;;;;;
725;42 Grond-, water-  en wegenbouw;2007 2e kwartaal;;;;;;
726;42 Grond-, water-  en wegenbouw;2007 juli;;;;;;
727;42 Grond-, water-  en wegenbouw;2007 augustus;;;;;;
728;42 Grond-, water-  en wegenbouw;2007 september;;;;;;
729;42 Grond-, water-  en wegenbouw;2007 3e kwartaal;;;;;;
730;42 Grond-, water-  en wegenbouw;2007 oktober;;;;;;
731;42 Grond-, water-  en wegenbouw;2007 november;;;;;;
732;42 Grond-, water-  en wegenbouw;2007 december;;;;;;
733;42 Grond-, water-  en wegenbouw;2007 4e kwartaal;;;;;;
734;42 Grond-, water-  en wegenbouw;2007;;;;;;
735;42 Grond-, water-  en wegenbouw;2008 januari;;;;;;
736;42 Grond-, water-  en wegenbouw;2008 februari;;;;;;
737;42 Grond-, water-  en wegenbouw;2008 maart;;;;;;
738;42 Grond-, water-  en wegenbouw;2008 1e kwartaal;;;;;;
739;42 Grond-, water-  en wegenbouw;2008 april;;;;;;
740;42 Grond-, water-  en wegenbouw;2008 mei;;;;;;
741;42 Grond-, water-  en wegenbouw;2008 juni;;;;;;
742;42 Grond-, water-  en wegenbouw;2008 2e kwartaal;;;;;;
743;42 Grond-, water-  en wegenbouw;2008 juli;;;;;;
744;42 Grond-, water-  en wegenbouw;2008 augustus;;;;;;
745;42 Grond-, water-  en wegenbouw;2008 september;;;;;;
746;42 Grond-, water-  en wegenbouw;2008 3e kwartaal;;;;;;
747;42 Grond-, water-  en wegenbouw;2008 oktober;;;;;;
748;42 Grond-, water-  en wegenbouw;2008 november;;;;;;
749;42 Grond-, water-  en wegenbouw;2008 december;;;;;;
750;42 Grond-, water-  en wegenbouw;2008 4e kwartaal;;;;;;
751;42 Grond-, water-  en wegenbouw;2008;;;;;;
752;42 Grond-, water-  en wegenbouw;2009 januari;;;;;;
753;42 Grond-, water-  en wegenbouw;2009 februari;;;;;;
754;42 Grond-, water-  en wegenbouw;2009 maart;;;;;;
755;42 Grond-, water-  en wegenbouw;2009 1e kwartaal;;;;;;
756;42 Grond-, water-  en wegenbouw;2009 april;;;;;;
757;42 Grond-, water-  en wegenbouw;2009 mei;;;;;;
758;42 Grond-, water-  en wegenbouw;2009 juni;;;;;;
759;42 Grond-, water-  en wegenbouw;2009 2e kwartaal;;;;;;
760;42 Grond-, water-  en wegenbouw;2009 juli;;;;;;
761;42 Grond-, water-  en wegenbouw;2009 augustus;;;;;;
762;42 Grond-, water-  en wegenbouw;2009 september;;;;;;
763;42 Grond-, water-  en wegenbouw;2009 3e kwartaal;;;;;;
764;42 Grond-, water-  en wegenbouw;2009 oktober;;;;;;
765;42 Grond-, water-  en wegenbouw;2009 november;;;;;;
766;42 Grond-, water-  en wegenbouw;2009 december;;;;;;
767;42 Grond-, water-  en wegenbouw;2009 4e kwartaal;;;;;;
768;42 Grond-, water-  en wegenbouw;2009;;;;;;
769;42 Grond-, water-  en wegenbouw;2010 januari;;;;;;
770;42 Grond-, water-  en wegenbouw;2010 februari;;;;;;
771;42 Grond-, water-  en wegenbouw;2010 maart;;;;;;
772;42 Grond-, water-  en wegenbouw;2010 1e kwartaal;;;;;;
773;42 Grond-, water-  en wegenbouw;2010 april;;;;;;
774;42 Grond-, water-  en wegenbouw;2010 mei;;;;;;
775;42 Grond-, water-  en wegenbouw;2010 juni;;;;;;
776;42 Grond-, water-  en wegenbouw;2010 2e kwartaal;;;;;;
777;42 Grond-, water-  en wegenbouw;2010 juli;;;;;;
778;42 Grond-, water-  en wegenbouw;2010 augustus;;;;;;
779;42 Grond-, water-  en wegenbouw;2010 september;;;;;;
780;42 Grond-, water-  en wegenbouw;2010 3e kwartaal;;;;;;
781;42 Grond-, water-  en wegenbouw;2010 oktober;;;;;;
782;42 Grond-, water-  en wegenbouw;2010 november;;;;;;
783;42 Grond-, water-  en wegenbouw;2010 december;;;;;;
784;42 Grond-, water-  en wegenbouw;2010 4e kwartaal;;;;;;
785;42 Grond-, water-  en wegenbouw;2010;;;;;;
786;42 Grond-, water-  en wegenbouw;2011 januari;;;;;;
787;42 Grond-, water-  en wegenbouw;2011 februari;;;;;;
788;42 Grond-, water-  en wegenbouw;2011 maart;;;;;;
789;42 Grond-, water-  en wegenbouw;2011 1e kwartaal;;;;;;
790;42 Grond-, water-  en wegenbouw;2011 april;;;;;;
791;42 Grond-, water-  en wegenbouw;2011 mei;;;;;;
792;42 Grond-, water-  en wegenbouw;2011 juni;;;;;;
793;42 Grond-, water-  en wegenbouw;2011 2e kwartaal;;;;;;
794;42 Grond-, water-  en wegenbouw;2011 juli;;;;;;
795;42 Grond-, water-  en wegenbouw;2011 augustus;;;;;;
796;42 Grond-, water-  en wegenbouw;2011 september;;;;;;
797;42 Grond-, water-  en wegenbouw;2011 3e kwartaal;;;;;;
798;42 Grond-, water-  en wegenbouw;2011 oktober;;;;;;
799;42 Grond-, water-  en wegenbouw;2011 november;;;;;;
800;42 Grond-, water-  en wegenbouw;2011 december;;;;;;
801;42 Grond-, water-  en wegenbouw;2011 4e kwartaal;;;;;;
802;42 Grond-, water-  en wegenbouw;2011;;;;;;
803;42 Grond-, water-  en wegenbouw;2012 januari;;;;;;
804;42 Grond-, water-  en wegenbouw;2012 februari;;;;;;
805;42 Grond-, water-  en wegenbouw;2012 maart;;;;;;
806;42 Grond-, water-  en wegenbouw;2012 1e kwartaal;;;;;;
807;42 Grond-, water-  en wegenbouw;2012 april;;;;;;
808;42 Grond-, water-  en wegenbouw;2012 mei;;;;;;
809;42 Grond-, water-  en wegenbouw;2012 juni;;;;;;
810;42 Grond-, water-  en wegenbouw;2012 2e kwartaal;;;;;;
811;42 Grond-, water-  en wegenbouw;2012 juli;;;;;;
812;42 Grond-, water-  en wegenbouw;2012 augustus;;;;;;
813;42 Grond-, water-  en wegenbouw;2012 september;;;;;;
814;42 Grond-, water-  en wegenbouw;2012 3e kwartaal;;;;;;
815;42 Grond-, water-  en wegenbouw;2012 oktober;;;;;;
816;42 Grond-, water-  en wegenbouw;2012 november;;;;;;
817;42 Grond-, water-  en wegenbouw;2012 december;;;;;;
818;42 Grond-, water-  en wegenbouw;2012 4e kwartaal;;;;;;
819;42 Grond-, water-  en wegenbouw;2012;;;;;;
820;42 Grond-, water-  en wegenbouw;2013 januari;;;;;;
821;42 Grond-, water-  en wegenbouw;2013 februari;;;;;;
822;42 Grond-, water-  en wegenbouw;2013 maart;;;;;;
823;42 Grond-, water-  en wegenbouw;2013 1e kwartaal;;;;;;
824;42 Grond-, water-  en wegenbouw;2013 april;;;;;;
825;42 Grond-, water-  en wegenbouw;2013 mei;;;;;;
826;42 Grond-, water-  en wegenbouw;2013 juni;;;;;;
827;42 Grond-, water-  en wegenbouw;2013 2e kwartaal;;;;;;
828;42 Grond-, water-  en wegenbouw;2013 juli;;;;;;
829;42 Grond-, water-  en wegenbouw;2013 augustus;;;;;;
830;42 Grond-, water-  en wegenbouw;2013 september;;;;;;
831;42 Grond-, water-  en wegenbouw;2013 3e kwartaal;;;;;;
832;42 Grond-, water-  en wegenbouw;2013 oktober;;;;;;
833;42 Grond-, water-  en wegenbouw;2013 november;;;;;;
834;42 Grond-, water-  en wegenbouw;2013 december;;;;;;
835;42 Grond-, water-  en wegenbouw;2013 4e kwartaal;;;;;;
836;42 Grond-, water-  en wegenbouw;2013 ;;;;;;
837;42 Grond-, water-  en wegenbouw;2014 januari;;;;;;
838;42 Grond-, water-  en wegenbouw;2014 februari;;;;;;
839;42 Grond-, water-  en wegenbouw;2014 maart;;;;;;
840;42 Grond-, water-  en wegenbouw;2014 1e kwartaal;;;;;;
841;42 Grond-, water-  en wegenbouw;2014 april;;;;;;
842;42 Grond-, water-  en wegenbouw;2014 mei;;;;;;
843;42 Grond-, water-  en wegenbouw;2014 juni;;;;;;
844;42 Grond-, water-  en wegenbouw;2014 2e kwartaal;;;;;;
845;42 Grond-, water-  en wegenbouw;2014 juli;;;;;;
846;42 Grond-, water-  en wegenbouw;2014 augustus;;;;;;
847;42 Grond-, water-  en wegenbouw;2014 september;;;;;;
848;42 Grond-, water-  en wegenbouw;2014 3e kwartaal;;;;;;
849;42 Grond-, water-  en wegenbouw;2014 oktober;;;;;;
850;42 Grond-, water-  en wegenbouw;2014 november;;;;;;
851;42 Grond-, water-  en wegenbouw;2014 december;;;;;;
852;42 Grond-, water-  en wegenbouw;2014 4e kwartaal;;;;;;
853;42 Grond-, water-  en wegenbouw;2014;;;;;;
854;42 Grond-, water-  en wegenbouw;2015 januari;;;;;;
855;42 Grond-, water-  en wegenbouw;2015 februari;;;;;;
856;42 Grond-, water-  en wegenbouw;2015 maart;;;;;;
857;42 Grond-, water-  en wegenbouw;2015 1e kwartaal;;;;;;
858;42 Grond-, water-  en wegenbouw;2015 april;;;;;;
859;42 Grond-, water-  en wegenbouw;2015 mei;;;;;;
860;42 Grond-, water-  en wegenbouw;2015 juni;;;;;;
861;42 Grond-, water-  en wegenbouw;2015 2e kwartaal;;;;;;
862;42 Grond-, water-  en wegenbouw;2015 juli;;;;;;
863;42 Grond-, water-  en wegenbouw;2015 augustus;;;;;;
864;42 Grond-, water-  en wegenbouw;2015 september;;;;;;
865;42 Grond-, water-  en wegenbouw;2015 3e kwartaal;;;;;;
866;42 Grond-, water-  en wegenbouw;2015 oktober;;;;;;
867;42 Grond-, water-  en wegenbouw;2015 november;;;;;;
868;42 Grond-, water-  en wegenbouw;2015 december;;;;;;
869;42 Grond-, water-  en wegenbouw;2015 4e kwartaal;;;;;;
870;42 Grond-, water-  en wegenbouw;2015;;;;;;
871;42 Grond-, water-  en wegenbouw;2016 januari ;;;;;;
872;42 Grond-, water-  en wegenbouw;2016 februari;;;;;;
873;42 Grond-, water-  en wegenbouw;2016 maart;;;;;;
874;42 Grond-, water-  en wegenbouw;2016 1e kwartaal;;;;;;
875;42 Grond-, water-  en wegenbouw;2016 april;;;;;;
876;42 Grond-, water-  en wegenbouw;2016 mei;;;;;;
877;42 Grond-, water-  en wegenbouw;2016 juni;;;;;;
878;42 Grond-, water-  en wegenbouw;2016 2e kwartaal;;;;;;
879;42 Grond-, water-  en wegenbouw;2016 juli;;;;;;
880;42 Grond-, water-  en wegenbouw;2016 augustus;;;;;;
881;42 Grond-, water-  en wegenbouw;2016 september;;;;;;
882;42 Grond-, water-  en wegenbouw;2016 3e kwartaal;;;;;;
883;42 Grond-, water-  en wegenbouw;2016 oktober;;;;;;
884;42 Grond-, water-  en wegenbouw;2016 november;;;;;;
885;42 Grond-, water-  en wegenbouw;2016 december;;;;;;
886;42 Grond-, water-  en wegenbouw;2016 4e kwartaal;;;;;;
887;42 Grond-, water-  en wegenbouw;2016;;;;;;
888;42 Grond-, water-  en wegenbouw;2017 januari ;;;;;;
889;42 Grond-, water-  en wegenbouw;2017 februari ;;;;;;
890;42 Grond-, water-  en wegenbouw;2017 maart;;;;;;
891;42 Grond-, water-  en wegenbouw;2017 1e kwartaal;;;;;;
892;42 Grond-, water-  en wegenbouw;2017 april;;;;;;
893;42 Grond-, water-  en wegenbouw;2017 mei;;;;;;
894;42 Grond-, water-  en wegenbouw;2017 juni ;;;;;;
895;42 Grond-, water-  en wegenbouw;2017 2e kwartaal ;;;;;;
896;42 Grond-, water-  en wegenbouw;2017 juli ;;;;;;
897;42 Grond-, water-  en wegenbouw;2017 augustus;;;;;;
898;42 Grond-, water-  en wegenbouw;2017 september;;;;;;
899;42 Grond-, water-  en wegenbouw;2017 3e kwartaal;;;;;;
900;42 Grond-, water-  en wegenbouw;2017 oktober;;;;;;
901;42 Grond-, water-  en wegenbouw;2017 november;;;;;;
902;42 Grond-, water-  en wegenbouw;2017 december;;;;;;
903;42 Grond-, water-  en wegenbouw;2017 4e kwartaal ;;;;;;
904;42 Grond-, water-  en wegenbouw;2017;;;;;;
905;42 Grond-, water-  en wegenbouw;2018 januari;95.3;97.6;98.2;;;
906;42 Grond-, water-  en wegenbouw;2018 februari;99.8;99.8;86.3;;;
907;42 Grond-, water-  en wegenbouw;2018 maart ;106.2;105.6;85.0;;;
908;42 Grond-, water-  en wegenbouw;2018 1e kwartaal;100.4;101.0;89.9;;;
909;42 Grond-, water-  en wegenbouw;2018 april ;104.7;106.7;98.4;;;
910;42 Grond-, water-  en wegenbouw;2018 mei;112.7;111.9;98.8;;;
911;42 Grond-, water-  en wegenbouw;2018 juni;124.1;123.0;104.7;;;
912;42 Grond-, water-  en wegenbouw;2018 2e kwartaal;113.8;113.9;100.6;;;
913;42 Grond-, water-  en wegenbouw;2018 juli;98.0;98.4;92.9;;;
914;42 Grond-, water-  en wegenbouw;2018 augustus ;33.9;33.2;93.9;;;
915;42 Grond-, water-  en wegenbouw;2018 september ;105.0;108.7;97.9;;;
916;42 Grond-, water-  en wegenbouw;2018 3e kwartaal;79.0;80.1;94.9;;;
917;42 Grond-, water-  en wegenbouw;2018 oktober ;95.9;94.0;91.5;;;
918;42 Grond-, water-  en wegenbouw;2018 november ;90.5;89.3;94.1;;;
919;42 Grond-, water-  en wegenbouw;2018 december ;69.9;70.7;99.0;;;
920;42 Grond-, water-  en wegenbouw;2018 4e kwartaal ;85.4;84.6;94.9;;;
921;42 Grond-, water-  en wegenbouw;2018;94.7;94.9;95.1;;;
922;42 Grond-, water-  en wegenbouw;2019 januari ;102.9;102.4;102.5;7.9;4.9;4.4
923;42 Grond-, water-  en wegenbouw;2019 februari;114.2;114.2;98.4;14.5;14.5;14.0
924;42 Grond-, water-  en wegenbouw;2019 maart ;117.0;119.2;95.8;10.2;12.9;12.7
925;42 Grond-, water-  en wegenbouw;2019 1e kwartaal ;111.4;111.9;98.9;10.9;10.8;10.1
926;42 Grond-, water-  en wegenbouw;2019 april;101.7;101.2;93.6;-2.8;-5.1;-4.9
927;42 Grond-, water-  en wegenbouw;2019 mei ;109.4;103.8;92.0;-2.9;-7.2;-7.0
928;42 Grond-, water-  en wegenbouw;2019 juni;101.5;108.0;92.0;-18.2;-12.2;-12.1
929;42 Grond-, water-  en wegenbouw;2019 2e kwartaal;104.2;104.4;92.5;-8.4;-8.4;-8.1
930;42 Grond-, water-  en wegenbouw;2019 juli;102.1;100.0;94.1;4.1;1.7;1.3
931;42 Grond-, water-  en wegenbouw;2019 augustus;33.4;33.5;94.8;-1.5;0.9;0.9
932;42 Grond-, water-  en wegenbouw;2019 september;110.3;111.5;101.5;5.1;2.6;3.7
933;42 Grond-, water-  en wegenbouw;2019 3e kwartaal;81.9;81.6;96.8;3.8;2.0;2.0
934;42 Grond-, water-  en wegenbouw;2019 oktober;102.1;100.0;97.4;6.4;6.4;6.4
935;42 Grond-, water-  en wegenbouw;2019 november;90.8;91.7;97.0;0.3;2.7;3.0
936;42 Grond-, water-  en wegenbouw;2019 december;71.3;72.5;102.1;2.1;2.6;3.1
937;42 Grond-, water-  en wegenbouw;2019 4e kwartaal;88.1;88.1;98.8;3.1;4.1;4.1
938;42 Grond-, water-  en wegenbouw;2019;96.4;96.5;96.7;1.8;1.7;1.8
939;42 Grond-, water-  en wegenbouw;2020 januari;106.5;103.0;102.4;3.5;0.6;-0.1
940;42 Grond-, water-  en wegenbouw;2020 februari;115.2;117.2;100.0;0.9;2.7;1.6
941;42 Grond-, water-  en wegenbouw;2020 maart ;120.2;119.5;95.3;2.7;0.3;-0.6
942;42 Grond-, water-  en wegenbouw;2020 1e kwartaal;114.0;113.3;99.2;2.4;1.2;0.3
943;42 Grond-, water-  en wegenbouw;2020 april ;102.9;102.4;95.1;1.1;1.1;1.6
944;42 Grond-, water-  en wegenbouw;2020 mei;108.0;112.6;100.1;-1.3;8.4;8.9
945;42 Grond-, water-  en wegenbouw;2020 juni;117.7;116.6;99.1;15.9;7.9;7.7
946;42 Grond-, water-  en wegenbouw;2020 2e kwartaal;109.5;110.5;98.1;5.1;5.9;6.1
947;42 Grond-, water-  en wegenbouw;2020 juli;108.7;106.5;99.8;6.5;6.5;6.1
948;42 Grond-, water-  en wegenbouw;2020 augustus;35.5;36.5;103.7;6.3;8.9;9.5
949;42 Grond-, water-  en wegenbouw;2020 september;111.2;109.7;101.7;0.8;-1.6;0.2
950;42 Grond-, water-  en wegenbouw;2020 3e kwartaal;85.1;84.2;101.7;3.9;3.1;5.1
951;42 Grond-, water-  en wegenbouw;2020 oktober;104.6;104.9;102.9;2.4;5.0;5.7
952;42 Grond-, water-  en wegenbouw;2020 november;94.8;95.8;101.7;4.5;4.5;4.9
953;42 Grond-, water-  en wegenbouw;2020 december;71.0;74.7;106.2;-0.4;3.0;4.1
954;42 Grond-, water-  en wegenbouw;2020 4e kwartaal;90.1;91.8;103.6;2.4;4.2;4.9
955;42 Grond-, water-  en wegenbouw;2020;99.7;99.9;100.7;3.4;3.6;4.1
956;42 Grond-, water-  en wegenbouw;2021 januari;114.6;109.7;107.7;7.6;6.6;5.2
957;42 Grond-, water-  en wegenbouw;2021 februari ;114.6;114.6;96.1;-0.6;-2.3;-3.9
958;42 Grond-, water-  en wegenbouw;2021 maart ;131.8;127.9;99.9;9.6;7.0;4.9
959;42 Grond-, water-  en wegenbouw;2021 1e kwartaal;120.3;117.4;101.3;5.5;3.7;2.1
960;42 Grond-, water-  en wegenbouw;2021 april ;108.6;108.1;101.1;5.6;5.6;6.3
961;42 Grond-, water-  en wegenbouw;2021 mei;103.2;107.6;97.0;-4.5;-4.5;-3.2
962;42 Grond-, water-  en wegenbouw;2021 juni;119.5;115.6;97.9;1.5;-0.8;-1.2
963;42 Grond-, water-  en wegenbouw;2021 2e kwartaal;110.4;110.4;98.7;0.8;-0.1;0.6
964;42 Grond-, water-  en wegenbouw;2021 juli;105.8;106.1;99.0;-2.7;-0.3;-0.8
965;42 Grond-, water-  en wegenbouw;2021 augustus;33.7;33.8;97.7;-5.1;-7.4;-5.9
966;42 Grond-, water-  en wegenbouw;2021 september ;105.8;104.3;98.7;-4.9;-4.9;-2.9
967;42 Grond-, water-  en wegenbouw;2021 3e kwartaal;81.7;81.4;98.5;-4.0;-3.3;-3.2
968;42 Grond-, water-  en wegenbouw;2021 oktober ;90.4;92.9;91.9;-13.6;-11.4;-10.7
969;42 Grond-, water-  en wegenbouw;2021 november ;94.7;93.4;99.7;-0.1;-2.5;-2.0
970;42 Grond-, water-  en wegenbouw;2021 december ;77.5;72.6;104.8;9.1;-2.8;-1.4
971;42 Grond-, water-  en wegenbouw;2021 4e kwartaal;87.5;86.3;98.8;-2.9;-6.0;-4.7
972;42 Grond-, water-  en wegenbouw;2021;100.0;98.9;99.3;0.3;-1.1;-1.4
973;42 Grond-, water-  en wegenbouw;2022 januari ;103.7;111.5;108.3;-9.5;1.6;0.5
974;42 Grond-, water-  en wegenbouw;2022 februari;126.4;126.4;104.1;10.3;10.3;8.3
975;42 Grond-, water-  en wegenbouw;2022 maart;137.0;132.9;101.1;3.9;3.9;1.2
976;42 Grond-, water-  en wegenbouw;2022 1e kwartaal;122.4;123.6;104.5;1.7;5.3;3.2
977;42 Grond-, water-  en wegenbouw;2022 april;96.7;98.6;93.0;-11.0;-8.8;-8.0
978;42 Grond-, water-  en wegenbouw;2022 mei;109.6;106.6;96.7;6.2;-1.0;-0.2
979;42 Grond-, water-  en wegenbouw;2022 juni;120.3;121.9;102.9;0.7;5.4;5.1
980;42 Grond-, water-  en wegenbouw;2022 2e kwartaal;108.9;109.0;97.5;-1.4;-1.3;-1.1
981;42 Grond-, water-  en wegenbouw;2022 juli;98.9;101.7;95.3;-6.5;-4.2;-3.8
982;42 Grond-, water-  en wegenbouw;2022 augustus;31.1;30.5;90.0;-7.5;-9.8;-7.8
983;42 Grond-, water-  en wegenbouw;2022 september;100.4;99.0;95.2;-5.1;-5.1;-3.6
984;42 Grond-, water-  en wegenbouw;2022 3e kwartaal;76.8;77.0;93.5;-6.0;-5.4;-5.0
985;42 Grond-, water-  en wegenbouw;2022 oktober;93.0;95.6;95.2;2.9;2.9;3.7
986;42 Grond-, water-  en wegenbouw;2022 november;94.9;93.6;100.4;0.2;0.2;0.7
987;42 Grond-, water-  en wegenbouw;2022 december;74.9;71.9;105.0;-3.3;-1.0;0.3
988;42 Grond-, water-  en wegenbouw;2022 4e kwartaal;87.6;87.0;100.2;0.1;0.8;1.5
989;42 Grond-, water-  en wegenbouw;2022;98.9;99.2;98.9;-1.1;0.3;-0.3
990;42 Grond-, water-  en wegenbouw;2023 januari;110.1;115.5;111.3;6.1;3.6;2.7
991;42 Grond-, water-  en wegenbouw;2023 februari;134.3;134.3;108.9;6.3;6.3;4.6
992;42 Grond-, water-  en wegenbouw;2023 maart;142.1;137.9;102.5;3.7;3.7;1.4
993;42 Grond-, water-  en wegenbouw;2023 1e kwartaal;128.8;129.2;107.6;5.3;4.6;2.9
994;42 Grond-, water-  en wegenbouw;2023 april;99.6;104.0;98.6;3.0;5.5;6.0
995;42 Grond-, water-  en wegenbouw;2023 mei;109.1;108.4;99.1;-0.5;1.7;2.4
996;42 Grond-, water-  en wegenbouw;2023 juni;130.3;126.1;106.6;8.3;3.5;3.6
997;42 Grond-, water-  en wegenbouw;2023 2e kwartaal;113.0;112.8;101.4;3.8;3.5;4.0
998;42 Grond-, water-  en wegenbouw;2023 juli;105.8;108.8;102.5;7.0;7.0;7.5
999;42 Grond-, water-  en wegenbouw;2023 augustus;34.3;33.6;101.0;10.2;10.2;12.2
1000;42 Grond-, water-  en wegenbouw;2023 september;103.4;104.5;101.4;3.0;5.5;6.5
1001;42 Grond-, water-  en wegenbouw;2023 3e kwartaal;81.1;82.3;101.6;5.7;6.8;8.7
