ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaleOrderontvangst_1;OrderontvangstBinnenland_2;OrderontvangstBuitenland_3;TotaleOrderontvangst_4;OrderontvangstBinnenland_5;OrderontvangstBuitenland_6
337;14 Kledingindustrie;2006 december;125.7;121.4;135.9;-27.0;-26.2;-28.1
338;14 Kledingindustrie;2006 4e kwartaal;141.4;140.3;143.9;-13.7;-13.3;-14.5
339;14 Kledingindustrie;2006;160.2;156.5;168.8;1.9;3.5;-1.4
340;14 Kledingindustrie;2007 januari;133.3;131.9;136.2;-28.1;-20.7;-40.6
341;14 Kledingindustrie;2007 februari;154.2;137.2;193.2;-10.9;-17.5;2.6
342;14 Kledingindustrie;2007 maart;192.2;184.5;210.0;7.9;4.4;15.9
343;14 Kledingindustrie;2007 1e kwartaal;159.9;151.2;179.8;-10.6;-11.0;-9.9
344;14 Kledingindustrie;2007 april;133.3;137.1;124.6;-16.1;-22.1;4.6
345;14 Kledingindustrie;2007 mei;143.5;151.1;125.8;-8.4;-9.6;-4.9
346;14 Kledingindustrie;2007 juni;123.9;113.1;148.7;-25.2;-31.4;-11.3
347;14 Kledingindustrie;2007 2e kwartaal;133.6;133.8;133.0;-16.7;-21.0;-4.7
348;14 Kledingindustrie;2007 juli;148.1;118.8;215.6;-0.5;-14.3;25.3
349;14 Kledingindustrie;2007 augustus;165.8;149.3;203.8;-1.6;2.3;-7.9
350;14 Kledingindustrie;2007 september;145.1;144.6;146.0;-11.0;-6.4;-20.0
351;14 Kledingindustrie;2007 3e kwartaal;153.0;137.6;188.5;-4.5;-6.0;-1.8
352;14 Kledingindustrie;2007 oktober;164.7;162.2;170.8;6.1;5.9;6.8
353;14 Kledingindustrie;2007 november;156.7;157.3;155.1;9.4;7.5;14.3
354;14 Kledingindustrie;2007 december;103.7;83.3;151.3;-17.5;-31.4;11.3
355;14 Kledingindustrie;2007 4e kwartaal;141.7;134.3;159.1;0.2;-4.3;10.6
356;14 Kledingindustrie;2007;147.0;139.2;165.1;-8.2;-11.0;-2.2
357;14 Kledingindustrie;2008 januari;118.8;123.5;108.3;-10.9;-6.4;-20.5
358;14 Kledingindustrie;2008 februari;135.6;135.3;136.4;-12.1;-1.4;-29.4
359;14 Kledingindustrie;2008 maart;125.6;137.8;97.4;-34.7;-25.3;-53.6
360;14 Kledingindustrie;2008 1e kwartaal;126.7;132.2;114.0;-20.8;-12.6;-36.6
361;14 Kledingindustrie;2008 april;98.1;105.2;81.8;-26.4;-23.3;-34.3
362;14 Kledingindustrie;2008 mei;72.9;80.6;55.6;-49.2;-46.7;-55.8
363;14 Kledingindustrie;2008 juni;77.3;79.7;71.5;-37.6;-29.5;-51.9
364;14 Kledingindustrie;2008 2e kwartaal;82.8;88.5;69.6;-38.0;-33.8;-47.7
365;14 Kledingindustrie;2008 juli;84.9;93.1;65.9;-42.7;-21.6;-69.4
366;14 Kledingindustrie;2008 augustus;104.2;95.8;124.1;-37.2;-35.8;-39.1
367;14 Kledingindustrie;2008 september;134.2;116.2;175.8;-7.5;-19.6;20.4
368;14 Kledingindustrie;2008 3e kwartaal;107.8;101.7;121.9;-29.6;-26.1;-35.3
369;14 Kledingindustrie;2008 oktober;124.5;117.3;141.0;-24.4;-27.7;-17.4
370;14 Kledingindustrie;2008 november;79.1;73.5;92.1;-49.5;-53.3;-40.6
371;14 Kledingindustrie;2008 december;70.7;64.8;84.4;-31.8;-22.2;-44.2
372;14 Kledingindustrie;2008 4e kwartaal;91.4;85.2;105.8;-35.5;-36.5;-33.5
373;14 Kledingindustrie;2008;102.2;101.9;102.9;-30.5;-26.8;-37.7
374;14 Kledingindustrie;2009 januari;75.0;92.5;34.4;-36.9;-25.1;-68.2
375;14 Kledingindustrie;2009 februari;73.9;80.4;58.9;-45.5;-40.6;-56.8
376;14 Kledingindustrie;2009 maart;85.0;88.9;76.2;-32.3;-35.5;-21.8
377;14 Kledingindustrie;2009 1e kwartaal;78.0;87.3;56.5;-38.4;-34.0;-50.5
378;14 Kledingindustrie;2009 april;52.5;52.6;52.5;-46.5;-50.0;-35.8
379;14 Kledingindustrie;2009 mei;57.8;56.8;60.1;-20.7;-29.5;8.1
380;14 Kledingindustrie;2009 juni;64.8;63.0;69.0;-16.2;-21.0;-3.5
381;14 Kledingindustrie;2009 2e kwartaal;58.4;57.5;60.5;-29.5;-35.1;-13.1
382;14 Kledingindustrie;2009 juli;79.8;83.1;72.2;-6.0;-10.7;9.6
383;14 Kledingindustrie;2009 augustus;67.7;72.4;56.7;-35.0;-24.4;-54.3
384;14 Kledingindustrie;2009 september;110.5;102.8;128.5;-17.7;-11.5;-26.9
385;14 Kledingindustrie;2009 3e kwartaal;86.0;86.1;85.8;-20.2;-15.3;-29.6
386;14 Kledingindustrie;2009 oktober;81.1;85.4;71.4;-34.9;-27.2;-49.4
387;14 Kledingindustrie;2009 november;62.7;65.9;54.9;-20.7;-10.3;-40.4
388;14 Kledingindustrie;2009 december;65.9;65.6;66.7;-6.8;1.2;-21.0
389;14 Kledingindustrie;2009 4e kwartaal;69.9;72.3;64.3;-23.6;-15.1;-39.2
390;14 Kledingindustrie;2009;73.1;75.8;66.8;-28.5;-25.6;-35.1
391;14 Kledingindustrie;2010 januari;81.7;86.3;71.1;8.9;-6.7;106.7
392;14 Kledingindustrie;2010 februari;73.0;80.3;56.0;-1.2;-0.1;-4.9
393;14 Kledingindustrie;2010 maart;123.9;124.6;122.4;45.8;40.2;60.6
394;14 Kledingindustrie;2010 1e kwartaal;92.9;97.1;83.2;19.1;11.2;47.2
395;14 Kledingindustrie;2010 april;117.1;114.7;122.5;123.0;118.1;133.3
396;14 Kledingindustrie;2010 mei;84.0;83.0;86.3;45.3;46.1;43.6
397;14 Kledingindustrie;2010 juni;86.6;92.7;72.6;33.6;47.1;5.2
398;14 Kledingindustrie;2010 2e kwartaal;95.9;96.8;93.8;64.3;68.4;55.0
399;14 Kledingindustrie;2010 juli;95.4;95.9;94.4;19.5;15.4;30.7
400;14 Kledingindustrie;2010 augustus;117.3;125.3;98.8;73.3;73.1;74.3
401;14 Kledingindustrie;2010 september;160.8;138.2;213.2;45.5;34.4;65.9
402;14 Kledingindustrie;2010 3e kwartaal;124.5;119.8;135.5;44.8;39.1;57.9
403;14 Kledingindustrie;2010 oktober;117.0;103.1;149.3;44.3;20.7;109.1
404;14 Kledingindustrie;2010 november;82.2;85.1;75.6;31.1;29.1;37.7
405;14 Kledingindustrie;2010 december;60.8;70.9;37.7;-7.7;8.1;-43.5
406;14 Kledingindustrie;2010 4e kwartaal;86.7;86.4;87.5;24.0;19.5;36.1
407;14 Kledingindustrie;2010;100.0;100.0;100.0;36.9;32.0;49.7
408;14 Kledingindustrie;2011 januari;69.5;82.7;39.1;-14.9;-4.2;-45.0
409;14 Kledingindustrie;2011 februari;95.2;89.7;107.7;30.4;11.7;92.3
410;14 Kledingindustrie;2011 maart;81.9;68.0;114.1;-33.9;-45.4;-6.8
411;14 Kledingindustrie;2011 1e kwartaal;82.2;80.1;87.0;-11.5;-17.4;4.6
412;14 Kledingindustrie;2011 april;56.0;56.7;54.3;-52.2;-50.6;-55.7
413;14 Kledingindustrie;2011 mei;49.2;50.8;45.5;-41.4;-38.8;-47.3
414;14 Kledingindustrie;2011 juni;54.4;53.8;55.9;-37.2;-42.0;-23.0
415;14 Kledingindustrie;2011 2e kwartaal;53.2;53.8;51.9;-44.5;-44.5;-44.7
416;14 Kledingindustrie;2011 juli;72.4;58.4;104.8;-24.1;-39.1;11.0
417;14 Kledingindustrie;2011 augustus;98.5;94.6;107.6;-16.0;-24.5;8.9
418;14 Kledingindustrie;2011 september;118.6;96.3;170.1;-26.2;-30.3;-20.2
419;14 Kledingindustrie;2011 3e kwartaal;96.5;83.1;127.5;-22.5;-30.6;-5.9
420;14 Kledingindustrie;2011 oktober;68.7;64.5;78.3;-41.3;-37.4;-47.6
421;14 Kledingindustrie;2011 november;70.6;71.1;69.4;-14.1;-16.5;-8.2
422;14 Kledingindustrie;2011 december;50.5;53.5;43.6;-16.9;-24.5;15.6
423;14 Kledingindustrie;2011 4e kwartaal;63.3;63.0;63.8;-27.0;-27.0;-27.2
424;14 Kledingindustrie;2011;73.8;70.0;82.5;-26.2;-30.0;-17.5
425;14 Kledingindustrie;2012 januari;68.9;68.4;70.1;-0.9;-17.3;79.3
426;14 Kledingindustrie;2012 februari;71.9;70.2;75.9;-24.5;-21.7;-29.5
427;14 Kledingindustrie;2012 maart;53.4;56.8;45.6;-34.8;-16.5;-60.0
428;14 Kledingindustrie;2012 1e kwartaal;64.7;65.1;63.9;-21.2;-18.7;-26.6
429;14 Kledingindustrie;2012 april;39.3;43.8;28.8;-29.8;-22.8;-47.0
430;14 Kledingindustrie;2012 mei;47.9;51.0;40.7;-2.6;0.4;-10.5
431;14 Kledingindustrie;2012 juni;41.6;43.5;37.3;-23.5;-19.1;-33.3
432;14 Kledingindustrie;2012 2e kwartaal;42.9;46.1;35.6;-19.3;-14.3;-31.4
433;14 Kledingindustrie;2012 juli;48.6;49.4;46.9;-32.9;-15.4;-55.2
434;14 Kledingindustrie;2012 augustus;94.5;90.8;102.8;-4.1;-4.0;-4.5
435;14 Kledingindustrie;2012 september;72.7;64.7;91.3;-38.7;-32.8;-46.3
436;14 Kledingindustrie;2012 3e kwartaal;71.9;68.3;80.3;-25.5;-17.8;-37.0
437;14 Kledingindustrie;2012 oktober;57.2;44.7;86.2;-16.7;-30.7;10.1
438;14 Kledingindustrie;2012 november;40.0;40.9;37.8;-43.3;-42.5;-45.5
439;14 Kledingindustrie;2012 december;40.0;42.5;34.4;-20.8;-20.6;-21.1
440;14 Kledingindustrie;2012 4e kwartaal;45.7;42.7;52.8;-27.7;-32.3;-17.2
441;14 Kledingindustrie;2012;56.3;55.6;58.2;-23.7;-20.6;-29.5
442;14 Kledingindustrie;2013 januari;62.2;57.4;73.3;-9.7;-16.1;4.6
443;14 Kledingindustrie;2013 februari;73.9;70.3;82.2;2.8;0.1;8.3
444;14 Kledingindustrie;2013 maart;49.1;51.3;43.8;-8.1;-9.7;-3.9
445;14 Kledingindustrie;2013 1e kwartaal;61.7;59.7;66.4;-4.6;-8.4;4.0
446;14 Kledingindustrie;2013 april;48.1;52.8;37.1;22.4;20.5;28.8
447;14 Kledingindustrie;2013 mei;48.4;54.6;33.9;1.0;7.1;-16.7
448;14 Kledingindustrie;2013 juni;47.3;51.3;38.2;13.7;17.9;2.4
449;14 Kledingindustrie;2013 2e kwartaal;47.9;52.9;36.4;11.6;14.8;2.2
450;14 Kledingindustrie;2013 juli;48.1;47.2;50.3;-1.0;-4.5;7.2
451;14 Kledingindustrie;2013 augustus;76.6;62.1;110.1;-18.9;-31.6;7.1
452;14 Kledingindustrie;2013 september;92.4;72.6;138.3;27.1;12.2;51.5
453;14 Kledingindustrie;2013 3e kwartaal;72.4;60.6;99.6;0.6;-11.2;23.9
454;14 Kledingindustrie;2013 oktober;58.9;52.8;72.9;3.0;18.1;-15.4
455;14 Kledingindustrie;2013 november;47.8;50.9;40.6;19.5;24.4;7.4
456;14 Kledingindustrie;2013 december;38.9;41.4;33.3;-2.8;-2.6;-3.2
457;14 Kledingindustrie;2013 4e kwartaal;48.5;48.4;48.9;6.1;13.3;-7.3
458;14 Kledingindustrie;2013;57.6;55.4;62.8;2.3;-0.3;8.1
459;17 Papierindustrie;2005 januari;98.3;97.8;98.7;;;
460;17 Papierindustrie;2005 februari;99.5;100.6;98.7;;;
461;17 Papierindustrie;2005 maart;111.5;109.9;112.7;;;
462;17 Papierindustrie;2005 1e kwartaal;103.1;102.8;103.4;;;
463;17 Papierindustrie;2005 april;103.4;108.2;100.1;;;
464;17 Papierindustrie;2005 mei;103.2;107.9;100.0;;;
465;17 Papierindustrie;2005 juni;112.8;115.0;111.2;;;
466;17 Papierindustrie;2005 2e kwartaal;106.5;110.4;103.8;;;
467;17 Papierindustrie;2005 juli;104.5;104.2;104.8;;;
468;17 Papierindustrie;2005 augustus;96.9;98.0;96.1;;;
469;17 Papierindustrie;2005 september;113.1;113.4;112.9;;;
470;17 Papierindustrie;2005 3e kwartaal;104.8;105.2;104.6;;;
471;17 Papierindustrie;2005 oktober;110.0;108.7;110.9;;;
472;17 Papierindustrie;2005 november;113.6;114.4;113.1;;;
473;17 Papierindustrie;2005 december;111.2;104.6;115.7;;;
474;17 Papierindustrie;2005 4e kwartaal;111.6;109.2;113.2;;;
475;17 Papierindustrie;2005;106.5;106.9;106.2;;;
476;17 Papierindustrie;2006 januari;105.7;108.4;103.8;7.5;10.8;5.2
477;17 Papierindustrie;2006 februari;105.1;110.0;101.7;5.6;9.3;3.0
478;17 Papierindustrie;2006 maart;119.3;124.6;115.7;7.0;13.4;2.7
479;17 Papierindustrie;2006 1e kwartaal;110.0;114.3;107.1;6.7;11.3;3.6
480;17 Papierindustrie;2006 april;108.1;113.3;104.5;4.5;4.7;4.4
481;17 Papierindustrie;2006 mei;110.7;119.6;104.4;7.3;10.8;4.4
482;17 Papierindustrie;2006 juni;115.5;120.7;111.9;2.4;5.0;0.6
483;17 Papierindustrie;2006 2e kwartaal;111.4;117.9;106.9;4.7;6.8;3.1
484;17 Papierindustrie;2006 juli;104.2;102.5;105.3;-0.3;-1.6;0.5
485;17 Papierindustrie;2006 augustus;104.9;105.0;105.0;8.3;7.1;9.3
486;17 Papierindustrie;2006 september;112.5;110.9;113.7;-0.5;-2.2;0.7
487;17 Papierindustrie;2006 3e kwartaal;107.2;106.1;108.0;2.3;0.9;3.3
488;17 Papierindustrie;2006 oktober;119.1;118.6;119.4;8.3;9.1;7.7
489;17 Papierindustrie;2006 november;117.7;116.9;118.2;3.6;2.2;4.5
490;17 Papierindustrie;2006 december;101.7;106.4;98.6;-8.5;1.7;-14.8
491;17 Papierindustrie;2006 4e kwartaal;112.8;114.0;112.1;1.1;4.3;-1.0
492;17 Papierindustrie;2006;110.4;113.1;108.5;3.6;5.8;2.1
493;17 Papierindustrie;2007 januari;115.2;119.2;112.5;9.0;10.0;8.4
494;17 Papierindustrie;2007 februari;108.6;114.0;105.0;3.3;3.6;3.2
495;17 Papierindustrie;2007 maart;122.1;126.2;119.2;2.3;1.3;3.0
496;17 Papierindustrie;2007 1e kwartaal;115.3;119.8;112.2;4.8;4.8;4.8
497;17 Papierindustrie;2007 april;110.0;114.6;106.9;1.8;1.1;2.3
498;17 Papierindustrie;2007 mei;120.8;129.0;115.1;9.1;7.9;10.2
499;17 Papierindustrie;2007 juni;127.4;131.4;124.5;10.3;8.9;11.3
500;17 Papierindustrie;2007 2e kwartaal;119.4;125.0;115.5;7.1;6.1;8.0
501;17 Papierindustrie;2007 juli;110.7;116.4;106.7;6.2;13.6;1.3
502;17 Papierindustrie;2007 augustus;117.4;115.3;118.9;11.9;9.8;13.2
503;17 Papierindustrie;2007 september;110.4;112.9;108.7;-1.9;1.8;-4.4
504;17 Papierindustrie;2007 3e kwartaal;112.8;114.9;111.4;5.3;8.2;3.2
505;17 Papierindustrie;2007 oktober;129.8;124.5;133.5;9.0;5.0;11.8
506;17 Papierindustrie;2007 november;123.8;122.8;124.4;5.2;5.0;5.2
507;17 Papierindustrie;2007 december;100.1;93.8;104.5;-1.6;-11.8;6.0
508;17 Papierindustrie;2007 4e kwartaal;117.9;113.7;120.8;4.5;-0.2;7.8
509;17 Papierindustrie;2007;116.4;118.3;115.0;5.4;4.7;6.0
510;17 Papierindustrie;2008 januari;114.3;114.9;113.8;-0.8;-3.6;1.2
511;17 Papierindustrie;2008 februari;119.5;123.6;116.7;10.0;8.4;11.1
512;17 Papierindustrie;2008 maart;113.1;117.8;109.7;-7.4;-6.7;-8.0
513;17 Papierindustrie;2008 1e kwartaal;115.6;118.8;113.4;0.3;-0.9;1.0
514;17 Papierindustrie;2008 april;119.0;130.4;111.0;8.2;13.8;3.8
515;17 Papierindustrie;2008 mei;118.1;127.1;112.0;-2.2;-1.5;-2.7
516;17 Papierindustrie;2008 juni;121.3;125.8;118.2;-4.8;-4.3;-5.1
517;17 Papierindustrie;2008 2e kwartaal;119.5;127.8;113.7;0.1;2.2;-1.5
518;17 Papierindustrie;2008 juli;109.8;107.7;111.4;-0.8;-7.5;4.4
519;17 Papierindustrie;2008 augustus;98.8;104.1;95.2;-15.8;-9.7;-19.9
520;17 Papierindustrie;2008 september;108.1;109.1;107.4;-2.1;-3.4;-1.2
521;17 Papierindustrie;2008 3e kwartaal;105.6;107.0;104.7;-6.4;-6.9;-6.1
522;17 Papierindustrie;2008 oktober;110.9;114.2;108.6;-14.6;-8.3;-18.7
523;17 Papierindustrie;2008 november;96.5;98.6;95.1;-22.1;-19.7;-23.6
524;17 Papierindustrie;2008 december;85.9;91.7;81.9;-14.2;-2.2;-21.6
525;17 Papierindustrie;2008 4e kwartaal;97.8;101.5;95.2;-17.1;-10.7;-21.2
526;17 Papierindustrie;2008;109.6;113.8;106.8;-5.8;-3.9;-7.2
527;17 Papierindustrie;2009 januari;93.0;95.8;91.0;-18.6;-16.6;-20.0
528;17 Papierindustrie;2009 februari;89.8;96.5;85.2;-24.9;-21.9;-27.0
529;17 Papierindustrie;2009 maart;96.5;104.2;91.3;-14.7;-11.5;-16.8
530;17 Papierindustrie;2009 1e kwartaal;93.1;98.8;89.2;-19.5;-16.8;-21.4
531;17 Papierindustrie;2009 april;96.9;99.1;95.5;-18.6;-24.0;-14.0
532;17 Papierindustrie;2009 mei;110.2;103.2;115.3;-6.7;-18.8;2.9
533;17 Papierindustrie;2009 juni;103.6;109.5;99.7;-14.6;-13.0;-15.7
534;17 Papierindustrie;2009 2e kwartaal;103.6;103.9;103.5;-13.3;-18.7;-9.0
535;17 Papierindustrie;2009 juli;99.4;102.3;97.4;-9.5;-5.0;-12.6
536;17 Papierindustrie;2009 augustus;83.0;87.0;80.1;-16.0;-16.4;-15.9
537;17 Papierindustrie;2009 september;97.2;103.2;93.2;-10.1;-5.4;-13.2
538;17 Papierindustrie;2009 3e kwartaal;93.2;97.5;90.2;-11.7;-8.9;-13.8
539;17 Papierindustrie;2009 oktober;98.6;100.4;97.5;-11.1;-12.1;-10.2
540;17 Papierindustrie;2009 november;92.1;96.3;89.3;-4.6;-2.3;-6.1
541;17 Papierindustrie;2009 december;86.5;85.2;87.0;0.7;-7.1;6.2
542;17 Papierindustrie;2009 4e kwartaal;92.4;94.0;91.3;-5.5;-7.4;-4.1
543;17 Papierindustrie;2009;95.6;98.6;93.5;-12.8;-13.4;-12.4
544;17 Papierindustrie;2010 januari;85.0;86.4;84.2;-8.6;-9.8;-7.5
545;17 Papierindustrie;2010 februari;85.6;88.5;83.6;-4.7;-8.3;-1.9
546;17 Papierindustrie;2010 maart;96.8;104.3;92.1;0.3;0.1;0.9
547;17 Papierindustrie;2010 1e kwartaal;89.1;93.1;86.6;-4.3;-5.8;-2.8
548;17 Papierindustrie;2010 april;98.4;96.2;99.8;1.5;-2.9;4.5
549;17 Papierindustrie;2010 mei;102.9;96.3;107.1;-6.6;-6.7;-7.1
550;17 Papierindustrie;2010 juni;107.5;107.0;107.9;3.8;-2.3;8.2
551;17 Papierindustrie;2010 2e kwartaal;102.9;99.8;104.9;-0.6;-3.9;1.4
552;17 Papierindustrie;2010 juli;106.6;104.9;107.7;7.2;2.5;10.6
553;17 Papierindustrie;2010 augustus;96.1;94.9;96.9;15.8;9.1;21.0
554;17 Papierindustrie;2010 september;108.5;108.6;108.4;11.6;5.2;16.3
555;17 Papierindustrie;2010 3e kwartaal;103.7;102.8;104.3;11.3;5.4;15.6
556;17 Papierindustrie;2010 oktober;103.8;105.6;102.6;5.3;5.2;5.2
557;17 Papierindustrie;2010 november;108.2;109.2;107.6;17.5;13.4;20.5
558;17 Papierindustrie;2010 december;100.6;98.0;102.3;16.3;15.0;17.6
559;17 Papierindustrie;2010 4e kwartaal;104.2;104.3;104.2;12.8;11.0;14.1
560;17 Papierindustrie;2010;100.0;100.0;100.0;4.6;1.5;6.9
561;17 Papierindustrie;2011 januari;99.8;101.1;99.0;17.4;17.0;17.6
562;17 Papierindustrie;2011 februari;97.6;99.8;96.2;14.0;12.8;15.1
563;17 Papierindustrie;2011 maart;113.9;116.4;112.4;17.7;11.6;22.0
564;17 Papierindustrie;2011 1e kwartaal;103.8;105.8;102.5;16.4;13.6;18.4
565;17 Papierindustrie;2011 april;102.8;107.0;100.2;4.5;11.2;0.4
566;17 Papierindustrie;2011 mei;110.5;112.5;109.3;7.4;16.8;2.1
567;17 Papierindustrie;2011 juni;110.3;115.9;106.7;2.6;8.3;-1.1
568;17 Papierindustrie;2011 2e kwartaal;107.9;111.8;105.4;4.8;12.0;0.4
569;17 Papierindustrie;2011 juli;104.6;106.1;103.6;-1.9;1.1;-3.8
570;17 Papierindustrie;2011 augustus;102.4;106.2;100.0;6.6;11.9;3.2
571;17 Papierindustrie;2011 september;110.2;112.4;108.8;1.6;3.5;0.4
572;17 Papierindustrie;2011 3e kwartaal;105.7;108.2;104.1;1.9;5.3;-0.2
573;17 Papierindustrie;2011 oktober;104.6;107.7;102.6;0.8;2.0;0.0
574;17 Papierindustrie;2011 november;108.3;110.1;107.2;0.1;0.8;-0.4
575;17 Papierindustrie;2011 december;93.4;92.1;94.2;-7.2;-6.0;-7.9
576;17 Papierindustrie;2011 4e kwartaal;102.1;103.3;101.3;-2.0;-0.9;-2.7
577;17 Papierindustrie;2011;104.9;107.3;103.4;4.9;7.3;3.3
578;17 Papierindustrie;2012 januari;97.4;98.7;96.5;-2.4;-2.4;-2.5
579;17 Papierindustrie;2012 februari;95.4;97.0;94.4;-2.3;-2.8;-1.9
580;17 Papierindustrie;2012 maart;106.3;110.2;103.8;-6.7;-5.3;-7.7
581;17 Papierindustrie;2012 1e kwartaal;99.7;102.0;98.2;-3.9;-3.6;-4.2
582;17 Papierindustrie;2012 april;94.0;100.8;89.6;-8.6;-5.8;-10.6
583;17 Papierindustrie;2012 mei;97.7;105.7;92.5;-11.6;-6.0;-15.4
584;17 Papierindustrie;2012 juni;105.9;104.1;107.0;-4.0;-10.2;0.3
585;17 Papierindustrie;2012 2e kwartaal;99.2;103.5;96.4;-8.0;-7.4;-8.6
586;17 Papierindustrie;2012 juli;92.5;99.3;88.2;-11.6;-6.4;-14.9
587;17 Papierindustrie;2012 augustus;92.1;97.6;88.6;-10.1;-8.1;-11.4
588;17 Papierindustrie;2012 september;93.0;96.3;90.9;-15.6;-14.3;-16.5
589;17 Papierindustrie;2012 3e kwartaal;92.5;97.7;89.2;-12.5;-9.7;-14.3
590;17 Papierindustrie;2012 oktober;102.1;106.9;99.0;-2.4;-0.7;-3.5
591;17 Papierindustrie;2012 november;95.0;97.9;93.1;-12.3;-11.1;-13.2
592;17 Papierindustrie;2012 december;79.2;78.5;79.3;-15.2;-14.8;-15.8
593;17 Papierindustrie;2012 4e kwartaal;92.1;94.4;90.5;-9.8;-8.6;-10.7
594;17 Papierindustrie;2012;95.9;99.4;93.6;-8.6;-7.3;-9.5
595;17 Papierindustrie;2013 januari;94.8;99.6;91.2;-2.7;0.9;-5.5
596;17 Papierindustrie;2013 februari;88.5;92.9;85.1;-7.2;-4.2;-9.9
597;17 Papierindustrie;2013 maart;95.1;98.9;92.6;-10.5;-10.3;-10.8
598;17 Papierindustrie;2013 1e kwartaal;92.8;97.1;89.6;-6.9;-4.7;-8.8
599;17 Papierindustrie;2013 april;92.2;95.7;90.0;-1.9;-5.1;0.4
600;17 Papierindustrie;2013 mei;96.6;103.1;92.4;-1.1;-2.5;-0.1
601;17 Papierindustrie;2013 juni;93.5;104.3;86.6;-11.7;0.2;-19.1
602;17 Papierindustrie;2013 2e kwartaal;94.1;101.0;89.7;-5.1;-2.4;-7.0
603;17 Papierindustrie;2013 juli;94.5;97.8;91.9;2.2;-1.5;4.2
604;17 Papierindustrie;2013 augustus;89.3;91.2;87.6;-3.0;-6.6;-1.1
605;17 Papierindustrie;2013 september;90.8;93.6;88.5;-2.4;-2.8;-2.6
606;17 Papierindustrie;2013 3e kwartaal;91.5;94.2;89.3;-1.1;-3.6;0.1
607;17 Papierindustrie;2013 oktober;101.7;103.0;100.3;-0.4;-3.6;1.3
608;17 Papierindustrie;2013 november;96.4;92.7;98.3;1.5;-5.3;5.6
609;17 Papierindustrie;2013 december;83.9;83.9;83.6;5.9;6.9;5.4
610;17 Papierindustrie;2013 4e kwartaal;94.0;93.2;94.1;2.1;-1.3;4.0
611;17 Papierindustrie;2013;93.1;96.4;90.7;-2.9;-3.0;-3.1
612;20-21 Chemie en farmaceutische industrie;2005 januari;78.8;53.3;89.4;;;
613;20-21 Chemie en farmaceutische industrie;2005 februari;78.9;51.2;90.6;;;
614;20-21 Chemie en farmaceutische industrie;2005 maart;81.9;53.1;94.0;;;
615;20-21 Chemie en farmaceutische industrie;2005 1e kwartaal;79.9;52.5;91.3;;;
616;20-21 Chemie en farmaceutische industrie;2005 april;79.8;50.6;92.0;;;
617;20-21 Chemie en farmaceutische industrie;2005 mei;79.0;56.8;88.1;;;
618;20-21 Chemie en farmaceutische industrie;2005 juni;83.7;58.4;94.1;;;
619;20-21 Chemie en farmaceutische industrie;2005 2e kwartaal;80.8;55.3;91.4;;;
620;20-21 Chemie en farmaceutische industrie;2005 juli;81.5;57.1;91.7;;;
621;20-21 Chemie en farmaceutische industrie;2005 augustus;81.9;58.2;91.7;;;
622;20-21 Chemie en farmaceutische industrie;2005 september;89.2;62.0;100.5;;;
623;20-21 Chemie en farmaceutische industrie;2005 3e kwartaal;84.2;59.1;94.6;;;
624;20-21 Chemie en farmaceutische industrie;2005 oktober;83.9;64.0;91.9;;;
625;20-21 Chemie en farmaceutische industrie;2005 november;85.0;65.0;93.0;;;
626;20-21 Chemie en farmaceutische industrie;2005 december;78.7;64.8;84.0;;;
627;20-21 Chemie en farmaceutische industrie;2005 4e kwartaal;82.5;64.6;89.6;;;
628;20-21 Chemie en farmaceutische industrie;2005;81.9;57.9;91.8;;;
629;20-21 Chemie en farmaceutische industrie;2006 januari;88.0;73.1;93.8;11.7;37.1;4.9
630;20-21 Chemie en farmaceutische industrie;2006 februari;93.1;71.8;101.7;18.0;40.2;12.3
631;20-21 Chemie en farmaceutische industrie;2006 maart;100.4;76.3;110.1;22.6;43.7;17.1
632;20-21 Chemie en farmaceutische industrie;2006 1e kwartaal;93.8;73.7;101.9;17.5;40.4;11.5
633;20-21 Chemie en farmaceutische industrie;2006 april;95.9;75.6;103.9;20.2;49.4;12.9
634;20-21 Chemie en farmaceutische industrie;2006 mei;96.4;78.6;103.2;22.0;38.4;17.1
635;20-21 Chemie en farmaceutische industrie;2006 juni;100.3;83.2;106.8;19.8;42.5;13.5
636;20-21 Chemie en farmaceutische industrie;2006 2e kwartaal;97.5;79.1;104.6;20.7;43.2;14.5
637;20-21 Chemie en farmaceutische industrie;2006 juli;95.1;81.6;100.1;16.7;42.9;9.2
638;20-21 Chemie en farmaceutische industrie;2006 augustus;96.1;84.0;100.5;17.3;44.3;9.6
639;20-21 Chemie en farmaceutische industrie;2006 september;98.7;77.6;107.1;10.7;25.2;6.6
640;20-21 Chemie en farmaceutische industrie;2006 3e kwartaal;96.6;81.1;102.6;14.8;37.2;8.4
641;20-21 Chemie en farmaceutische industrie;2006 oktober;99.2;81.8;106.0;18.2;27.8;15.3
642;20-21 Chemie en farmaceutische industrie;2006 november;103.1;88.6;108.4;21.3;36.3;16.6
643;20-21 Chemie en farmaceutische industrie;2006 december;96.0;86.9;98.9;22.0;34.1;17.7
644;20-21 Chemie en farmaceutische industrie;2006 4e kwartaal;99.4;85.8;104.4;20.5;32.8;16.5
645;20-21 Chemie en farmaceutische industrie;2006;96.9;79.9;103.4;18.3;38.1;12.7
