ID;Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;RittenPerPersoonPerDagGemiddeld_1;AfgelegdeAfstandPerRitGemiddeld_2;ReisduurPerRit_3
7671;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Waarde;2020;;;
7672;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Waarde;2021;;;
7673;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Waarde;2022;;;
7674;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Waarde;2023;;;
7675;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;1999;;;
7676;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2000;;;
7677;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2001;;;
7678;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2002;;;
7679;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2003;;;
7680;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2004;;;
7681;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2005;;;
7682;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2006;;;
7683;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2007;;;
7684;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2008;;;
7685;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2009;;;
7686;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2010;;;
7687;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2011;;;
7688;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2012;;;
7689;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2013;;;
7690;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2014;;;
7691;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2015;;;
7692;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2016;;;
7693;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2017;;;
7694;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2018;;;
7695;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2019;;;
7696;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2020;;;
7697;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2021;;;
7698;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2022;;;
7699;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Ondergrens 95%-interval;2023;;;
7700;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;1999;;;
7701;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2000;;;
7702;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2001;;;
7703;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2002;;;
7704;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2003;;;
7705;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2004;;;
7706;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2005;;;
7707;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2006;;;
7708;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2007;;;
7709;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2008;;;
7710;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2009;;;
7711;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2010;;;
7712;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2011;;;
7713;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2012;;;
7714;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2013;;;
7715;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2014;;;
7716;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2015;;;
7717;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2016;;;
7718;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2017;;;
7719;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2018;;;
7720;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2019;;;
7721;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2020;;;
7722;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2021;;;
7723;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2022;;;
7724;Totaal mannen en vrouwen;52020;Auto (bestuurder);Totaal;Bovengrens 95%-interval;2023;;;
7725;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;1999;;;
7726;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2000;;;
7727;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2001;;;
7728;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2002;;;
7729;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2003;;;
7730;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2004;;;
7731;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2005;;;
7732;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2006;;;
7733;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2007;;;
7734;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2008;;;
7735;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2009;;;
7736;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2010;;;
7737;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2011;;;
7738;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2012;;;
7739;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2013;;;
7740;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2014;;;
7741;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2015;;;
7742;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2016;;;
7743;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2017;;;
7744;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2018;;;
7745;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2019;;;
7746;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2020;;;
7747;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2021;;;
7748;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2022;;;
7749;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Waarde;2023;;;
7750;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;1999;;;
7751;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2000;;;
7752;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2001;;;
7753;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2002;;;
7754;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2003;;;
7755;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2004;;;
7756;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2005;;;
7757;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2006;;;
7758;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2007;;;
7759;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2008;;;
7760;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2009;;;
7761;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2010;;;
7762;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2011;;;
7763;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2012;;;
7764;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2013;;;
7765;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2014;;;
7766;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2015;;;
7767;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2016;;;
7768;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2017;;;
7769;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2018;;;
7770;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2019;;;
7771;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2020;;;
7772;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2021;;;
7773;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2022;;;
7774;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Ondergrens 95%-interval;2023;;;
7775;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;1999;;;
7776;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2000;;;
7777;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2001;;;
7778;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2002;;;
7779;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2003;;;
7780;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2004;;;
7781;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2005;;;
7782;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2006;;;
7783;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2007;;;
7784;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2008;;;
7785;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2009;;;
7786;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2010;;;
7787;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2011;;;
7788;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2012;;;
7789;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2013;;;
7790;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2014;;;
7791;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2015;;;
7792;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2016;;;
7793;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2017;;;
7794;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2018;;;
7795;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2019;;;
7796;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2020;;;
7797;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2021;;;
7798;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2022;;;
7799;Totaal mannen en vrouwen;52020;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2023;;;
7800;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;1999;;;
7801;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2000;;;
7802;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2001;;;
7803;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2002;;;
7804;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2003;;;
7805;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2004;;;
7806;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2005;;;
7807;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2006;;;
7808;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2007;;;
7809;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2008;;;
7810;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2009;;;
7811;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2010;;;
7812;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2011;;;
7813;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2012;;;
7814;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2013;;;
7815;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2014;;;
7816;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2015;;;
7817;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2016;;;
7818;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2017;;;
7819;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2018;;;
7820;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2019;;;
7821;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2020;;;
7822;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2021;;;
7823;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2022;;;
7824;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2023;;;
7825;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;1999;;;
7826;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2000;;;
7827;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2001;;;
7828;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2002;;;
7829;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2003;;;
7830;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2004;;;
7831;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2005;;;
7832;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2006;;;
7833;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2007;;;
7834;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2008;;;
7835;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2009;;;
7836;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2010;;;
7837;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2011;;;
7838;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2012;;;
7839;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2013;;;
7840;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2014;;;
7841;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2015;;;
7842;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2016;;;
7843;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2017;;;
7844;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2018;;;
7845;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2019;;;
7846;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2020;;;
7847;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2021;;;
7848;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2022;;;
7849;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2023;;;
7850;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;1999;;;
7851;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2000;;;
7852;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2001;;;
7853;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2002;;;
7854;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2003;;;
7855;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2004;;;
7856;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2005;;;
7857;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2006;;;
7858;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2007;;;
7859;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2008;;;
7860;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2009;;;
7861;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2010;;;
7862;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2011;;;
7863;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2012;;;
7864;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2013;;;
7865;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2014;;;
7866;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2015;;;
7867;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2016;;;
7868;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2017;;;
7869;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2018;;;
7870;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2019;;;
7871;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2020;;;
7872;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2021;;;
7873;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2022;;;
7874;Totaal mannen en vrouwen;52020;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2023;;;
7875;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;1999;;;
7876;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2000;;;
7877;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2001;;;
7878;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2002;;;
7879;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2003;;;
7880;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2004;;;
7881;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2005;;;
7882;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2006;;;
7883;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2007;;;
7884;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2008;;;
7885;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2009;;;
7886;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2010;;;
7887;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2011;;;
7888;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2012;;;
7889;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2013;;;
7890;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2014;;;
7891;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2015;;;
7892;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2016;;;
7893;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2017;;;
7894;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2018;;;
7895;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2019;;;
7896;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2020;;;
7897;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2021;;;
7898;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2022;;;
7899;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2023;;;
7900;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;1999;;;
7901;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2000;;;
7902;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2001;;;
7903;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2002;;;
7904;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2003;;;
7905;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2004;;;
7906;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2005;;;
7907;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2006;;;
7908;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2007;;;
7909;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2008;;;
7910;Totaal mannen en vrouwen;52020;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2009;;;
