ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
2622;Listed monuments total;Groot-Rijnmond (CR);1977;1491
2623;Listed monuments total;Groot-Rijnmond (CR);1978;1505
2624;Listed monuments total;Groot-Rijnmond (CR);1979;1514
2625;Listed monuments total;Groot-Rijnmond (CR);1980;1520
2626;Listed monuments total;Groot-Rijnmond (CR);1981;1529
2627;Listed monuments total;Groot-Rijnmond (CR);1982;1539
2628;Listed monuments total;Groot-Rijnmond (CR);1983;1558
2629;Listed monuments total;Groot-Rijnmond (CR);1984;1558
2630;Listed monuments total;Groot-Rijnmond (CR);1985;1594
2631;Listed monuments total;Groot-Rijnmond (CR);1986;1605
2632;Listed monuments total;Groot-Rijnmond (CR);1987;1618
2633;Listed monuments total;Groot-Rijnmond (CR);1988;1626
2634;Listed monuments total;Groot-Rijnmond (CR);1989;1625
2635;Listed monuments total;Groot-Rijnmond (CR);1990;1623
2636;Listed monuments total;Groot-Rijnmond (CR);1991;1623
2637;Listed monuments total;Groot-Rijnmond (CR);1992;1623
2638;Listed monuments total;Groot-Rijnmond (CR);1993;1624
2639;Listed monuments total;Groot-Rijnmond (CR);1994;1637
2640;Listed monuments total;Groot-Rijnmond (CR);1995;1636
2641;Listed monuments total;Groot-Rijnmond (CR);1996;1636
2642;Listed monuments total;Groot-Rijnmond (CR);1997;1691
2643;Listed monuments total;Groot-Rijnmond (CR);1998;1698
2644;Listed monuments total;Groot-Rijnmond (CR);1999;1699
2645;Listed monuments total;Groot-Rijnmond (CR);2000;1770
2646;Listed monuments total;Groot-Rijnmond (CR);2001;1842
2647;Listed monuments total;Groot-Rijnmond (CR);2002;2044
2648;Listed monuments total;Groot-Rijnmond (CR);2003;2098
2649;Listed monuments total;Groot-Rijnmond (CR);2004;2111
2650;Listed monuments total;Groot-Rijnmond (CR);2005;2115
2651;Listed monuments total;Groot-Rijnmond (CR);2006;2121
2652;Listed monuments total;Groot-Rijnmond (CR);2007;2139
2653;Listed monuments total;Groot-Rijnmond (CR);2008;2162
2654;Listed monuments total;Groot-Rijnmond (CR);2009;2178
2655;Listed monuments total;Groot-Rijnmond (CR);2010;2207
2656;Listed monuments total;Groot-Rijnmond (CR);2011;2208
2657;Listed monuments total;Groot-Rijnmond (CR);2012;2220
2658;Listed monuments total;Groot-Rijnmond (CR);2013;2198
2659;Listed monuments total;Groot-Rijnmond (CR);2014;2230
2660;Listed monuments total;Groot-Rijnmond (CR);2015;2231
2661;Listed monuments total;Groot-Rijnmond (CR);2016;2235
2662;Listed monuments total;Groot-Rijnmond (CR);2017;2237
2663;Listed monuments total;Groot-Rijnmond (CR);2018;2230
2664;Listed monuments total;Groot-Rijnmond (CR);2019;2232
2665;Listed monuments total;Groot-Rijnmond (CR);2020;2232
2666;Listed monuments total;Groot-Rijnmond (CR);2021;2232
2667;Listed monuments total;Groot-Rijnmond (CR);2022;2231
2668;Listed monuments total;Zuidoost-Zuid-Holland (CR);1965;0
2669;Listed monuments total;Zuidoost-Zuid-Holland (CR);1966;878
2670;Listed monuments total;Zuidoost-Zuid-Holland (CR);1967;923
2671;Listed monuments total;Zuidoost-Zuid-Holland (CR);1968;1101
2672;Listed monuments total;Zuidoost-Zuid-Holland (CR);1969;1101
2673;Listed monuments total;Zuidoost-Zuid-Holland (CR);1970;1105
2674;Listed monuments total;Zuidoost-Zuid-Holland (CR);1971;1123
2675;Listed monuments total;Zuidoost-Zuid-Holland (CR);1972;1130
2676;Listed monuments total;Zuidoost-Zuid-Holland (CR);1973;1145
2677;Listed monuments total;Zuidoost-Zuid-Holland (CR);1974;1147
2678;Listed monuments total;Zuidoost-Zuid-Holland (CR);1975;1161
2679;Listed monuments total;Zuidoost-Zuid-Holland (CR);1976;1182
2680;Listed monuments total;Zuidoost-Zuid-Holland (CR);1977;1185
2681;Listed monuments total;Zuidoost-Zuid-Holland (CR);1978;1192
2682;Listed monuments total;Zuidoost-Zuid-Holland (CR);1979;1193
2683;Listed monuments total;Zuidoost-Zuid-Holland (CR);1980;1195
2684;Listed monuments total;Zuidoost-Zuid-Holland (CR);1981;1196
2685;Listed monuments total;Zuidoost-Zuid-Holland (CR);1982;1196
2686;Listed monuments total;Zuidoost-Zuid-Holland (CR);1983;1201
2687;Listed monuments total;Zuidoost-Zuid-Holland (CR);1984;1208
2688;Listed monuments total;Zuidoost-Zuid-Holland (CR);1985;1224
2689;Listed monuments total;Zuidoost-Zuid-Holland (CR);1986;1226
2690;Listed monuments total;Zuidoost-Zuid-Holland (CR);1987;1228
2691;Listed monuments total;Zuidoost-Zuid-Holland (CR);1988;1232
2692;Listed monuments total;Zuidoost-Zuid-Holland (CR);1989;1229
2693;Listed monuments total;Zuidoost-Zuid-Holland (CR);1990;1227
2694;Listed monuments total;Zuidoost-Zuid-Holland (CR);1991;1226
2695;Listed monuments total;Zuidoost-Zuid-Holland (CR);1992;1226
2696;Listed monuments total;Zuidoost-Zuid-Holland (CR);1993;1250
2697;Listed monuments total;Zuidoost-Zuid-Holland (CR);1994;1250
2698;Listed monuments total;Zuidoost-Zuid-Holland (CR);1995;1250
2699;Listed monuments total;Zuidoost-Zuid-Holland (CR);1996;1272
2700;Listed monuments total;Zuidoost-Zuid-Holland (CR);1997;1271
2701;Listed monuments total;Zuidoost-Zuid-Holland (CR);1998;1292
2702;Listed monuments total;Zuidoost-Zuid-Holland (CR);1999;1295
2703;Listed monuments total;Zuidoost-Zuid-Holland (CR);2000;1308
2704;Listed monuments total;Zuidoost-Zuid-Holland (CR);2001;1426
2705;Listed monuments total;Zuidoost-Zuid-Holland (CR);2002;1461
2706;Listed monuments total;Zuidoost-Zuid-Holland (CR);2003;1462
2707;Listed monuments total;Zuidoost-Zuid-Holland (CR);2004;1462
2708;Listed monuments total;Zuidoost-Zuid-Holland (CR);2005;1461
2709;Listed monuments total;Zuidoost-Zuid-Holland (CR);2006;1464
2710;Listed monuments total;Zuidoost-Zuid-Holland (CR);2007;1468
2711;Listed monuments total;Zuidoost-Zuid-Holland (CR);2008;1468
2712;Listed monuments total;Zuidoost-Zuid-Holland (CR);2009;1468
2713;Listed monuments total;Zuidoost-Zuid-Holland (CR);2010;1471
2714;Listed monuments total;Zuidoost-Zuid-Holland (CR);2011;1473
2715;Listed monuments total;Zuidoost-Zuid-Holland (CR);2012;1473
2716;Listed monuments total;Zuidoost-Zuid-Holland (CR);2013;1436
2717;Listed monuments total;Zuidoost-Zuid-Holland (CR);2014;1438
2718;Listed monuments total;Zuidoost-Zuid-Holland (CR);2015;1438
2719;Listed monuments total;Zuidoost-Zuid-Holland (CR);2016;1436
2720;Listed monuments total;Zuidoost-Zuid-Holland (CR);2017;1436
2721;Listed monuments total;Zuidoost-Zuid-Holland (CR);2018;1436
2722;Listed monuments total;Zuidoost-Zuid-Holland (CR);2019;1436
2723;Listed monuments total;Zuidoost-Zuid-Holland (CR);2020;1432
2724;Listed monuments total;Zuidoost-Zuid-Holland (CR);2021;1432
2725;Listed monuments total;Zuidoost-Zuid-Holland (CR);2022;1431
2726;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1965;0
2727;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1966;0
2728;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1967;0
2729;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1968;0
2730;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1969;1
2731;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1970;1
2732;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1971;1
2733;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1972;10
2734;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1973;154
2735;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1974;289
2736;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1975;291
2737;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1976;295
2738;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1977;295
2739;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1978;300
2740;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1979;300
2741;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1980;302
2742;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1981;303
2743;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1982;305
2744;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1983;305
2745;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1984;305
2746;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1985;305
2747;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1986;314
2748;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1987;314
2749;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1988;313
2750;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1989;310
2751;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1990;311
2752;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1991;313
2753;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1992;313
2754;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1993;313
2755;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1994;313
2756;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1995;313
2757;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1996;313
2758;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1997;335
2759;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1998;382
2760;Listed monuments total;Zeeuwsch-Vlaanderen (CR);1999;392
2761;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2000;393
2762;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2001;392
2763;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2002;394
2764;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2003;395
2765;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2004;402
2766;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2005;403
2767;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2006;403
2768;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2007;403
2769;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2008;403
2770;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2009;404
2771;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2010;403
2772;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2011;404
2773;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2012;405
2774;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2013;403
2775;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2014;401
2776;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2015;401
2777;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2016;401
2778;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2017;401
2779;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2018;401
2780;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2019;400
2781;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2020;400
2782;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2021;400
2783;Listed monuments total;Zeeuwsch-Vlaanderen (CR);2022;400
2784;Listed monuments total;Overig Zeeland (CR);1965;78
2785;Listed monuments total;Overig Zeeland (CR);1966;1811
2786;Listed monuments total;Overig Zeeland (CR);1967;2353
2787;Listed monuments total;Overig Zeeland (CR);1968;2354
2788;Listed monuments total;Overig Zeeland (CR);1969;2368
2789;Listed monuments total;Overig Zeeland (CR);1970;2376
2790;Listed monuments total;Overig Zeeland (CR);1971;2379
2791;Listed monuments total;Overig Zeeland (CR);1972;2469
2792;Listed monuments total;Overig Zeeland (CR);1973;2483
2793;Listed monuments total;Overig Zeeland (CR);1974;2617
2794;Listed monuments total;Overig Zeeland (CR);1975;2631
2795;Listed monuments total;Overig Zeeland (CR);1976;2678
2796;Listed monuments total;Overig Zeeland (CR);1977;2684
2797;Listed monuments total;Overig Zeeland (CR);1978;2689
2798;Listed monuments total;Overig Zeeland (CR);1979;2719
2799;Listed monuments total;Overig Zeeland (CR);1980;2794
2800;Listed monuments total;Overig Zeeland (CR);1981;2797
2801;Listed monuments total;Overig Zeeland (CR);1982;2808
2802;Listed monuments total;Overig Zeeland (CR);1983;2814
2803;Listed monuments total;Overig Zeeland (CR);1984;2831
2804;Listed monuments total;Overig Zeeland (CR);1985;2831
2805;Listed monuments total;Overig Zeeland (CR);1986;2833
2806;Listed monuments total;Overig Zeeland (CR);1987;2833
2807;Listed monuments total;Overig Zeeland (CR);1988;2837
2808;Listed monuments total;Overig Zeeland (CR);1989;2835
2809;Listed monuments total;Overig Zeeland (CR);1990;2834
2810;Listed monuments total;Overig Zeeland (CR);1991;2842
2811;Listed monuments total;Overig Zeeland (CR);1992;2842
2812;Listed monuments total;Overig Zeeland (CR);1993;2844
2813;Listed monuments total;Overig Zeeland (CR);1994;2844
2814;Listed monuments total;Overig Zeeland (CR);1995;2868
2815;Listed monuments total;Overig Zeeland (CR);1996;2933
2816;Listed monuments total;Overig Zeeland (CR);1997;3088
2817;Listed monuments total;Overig Zeeland (CR);1998;3213
2818;Listed monuments total;Overig Zeeland (CR);1999;3222
2819;Listed monuments total;Overig Zeeland (CR);2000;3240
2820;Listed monuments total;Overig Zeeland (CR);2001;3243
2821;Listed monuments total;Overig Zeeland (CR);2002;3277
2822;Listed monuments total;Overig Zeeland (CR);2003;3286
2823;Listed monuments total;Overig Zeeland (CR);2004;3292
2824;Listed monuments total;Overig Zeeland (CR);2005;3299
2825;Listed monuments total;Overig Zeeland (CR);2006;3307
2826;Listed monuments total;Overig Zeeland (CR);2007;3315
2827;Listed monuments total;Overig Zeeland (CR);2008;3315
2828;Listed monuments total;Overig Zeeland (CR);2009;3321
2829;Listed monuments total;Overig Zeeland (CR);2010;3316
2830;Listed monuments total;Overig Zeeland (CR);2011;3314
2831;Listed monuments total;Overig Zeeland (CR);2012;3312
2832;Listed monuments total;Overig Zeeland (CR);2013;3356
2833;Listed monuments total;Overig Zeeland (CR);2014;3350
2834;Listed monuments total;Overig Zeeland (CR);2015;3346
2835;Listed monuments total;Overig Zeeland (CR);2016;3348
2836;Listed monuments total;Overig Zeeland (CR);2017;3350
2837;Listed monuments total;Overig Zeeland (CR);2018;3349
2838;Listed monuments total;Overig Zeeland (CR);2019;3346
2839;Listed monuments total;Overig Zeeland (CR);2020;3343
2840;Listed monuments total;Overig Zeeland (CR);2021;3343
2841;Listed monuments total;Overig Zeeland (CR);2022;3339
2842;Listed monuments total;West-Noord-Brabant (CR);1965;0
2843;Listed monuments total;West-Noord-Brabant (CR);1966;487
2844;Listed monuments total;West-Noord-Brabant (CR);1967;606
2845;Listed monuments total;West-Noord-Brabant (CR);1968;642
2846;Listed monuments total;West-Noord-Brabant (CR);1969;642
2847;Listed monuments total;West-Noord-Brabant (CR);1970;707
2848;Listed monuments total;West-Noord-Brabant (CR);1971;857
2849;Listed monuments total;West-Noord-Brabant (CR);1972;871
2850;Listed monuments total;West-Noord-Brabant (CR);1973;886
2851;Listed monuments total;West-Noord-Brabant (CR);1974;905
2852;Listed monuments total;West-Noord-Brabant (CR);1975;920
2853;Listed monuments total;West-Noord-Brabant (CR);1976;937
2854;Listed monuments total;West-Noord-Brabant (CR);1977;951
2855;Listed monuments total;West-Noord-Brabant (CR);1978;958
2856;Listed monuments total;West-Noord-Brabant (CR);1979;967
2857;Listed monuments total;West-Noord-Brabant (CR);1980;978
2858;Listed monuments total;West-Noord-Brabant (CR);1981;985
2859;Listed monuments total;West-Noord-Brabant (CR);1982;988
2860;Listed monuments total;West-Noord-Brabant (CR);1983;995
2861;Listed monuments total;West-Noord-Brabant (CR);1984;998
2862;Listed monuments total;West-Noord-Brabant (CR);1985;1000
2863;Listed monuments total;West-Noord-Brabant (CR);1986;1002
2864;Listed monuments total;West-Noord-Brabant (CR);1987;1006
2865;Listed monuments total;West-Noord-Brabant (CR);1988;1007
2866;Listed monuments total;West-Noord-Brabant (CR);1989;1005
2867;Listed monuments total;West-Noord-Brabant (CR);1990;1004
2868;Listed monuments total;West-Noord-Brabant (CR);1991;1004
2869;Listed monuments total;West-Noord-Brabant (CR);1992;1002
2870;Listed monuments total;West-Noord-Brabant (CR);1993;1002
2871;Listed monuments total;West-Noord-Brabant (CR);1994;1003
2872;Listed monuments total;West-Noord-Brabant (CR);1995;1003
2873;Listed monuments total;West-Noord-Brabant (CR);1996;1003
2874;Listed monuments total;West-Noord-Brabant (CR);1997;1011
2875;Listed monuments total;West-Noord-Brabant (CR);1998;1015
2876;Listed monuments total;West-Noord-Brabant (CR);1999;1012
2877;Listed monuments total;West-Noord-Brabant (CR);2000;1024
2878;Listed monuments total;West-Noord-Brabant (CR);2001;1137
2879;Listed monuments total;West-Noord-Brabant (CR);2002;1577
2880;Listed monuments total;West-Noord-Brabant (CR);2003;1587
2881;Listed monuments total;West-Noord-Brabant (CR);2004;1626
2882;Listed monuments total;West-Noord-Brabant (CR);2005;1633
2883;Listed monuments total;West-Noord-Brabant (CR);2006;1671
2884;Listed monuments total;West-Noord-Brabant (CR);2007;1681
2885;Listed monuments total;West-Noord-Brabant (CR);2008;1680
2886;Listed monuments total;West-Noord-Brabant (CR);2009;1681
2887;Listed monuments total;West-Noord-Brabant (CR);2010;1689
2888;Listed monuments total;West-Noord-Brabant (CR);2011;1688
2889;Listed monuments total;West-Noord-Brabant (CR);2012;1686
2890;Listed monuments total;West-Noord-Brabant (CR);2013;1664
2891;Listed monuments total;West-Noord-Brabant (CR);2014;1663
2892;Listed monuments total;West-Noord-Brabant (CR);2015;1663
2893;Listed monuments total;West-Noord-Brabant (CR);2016;1658
2894;Listed monuments total;West-Noord-Brabant (CR);2017;1656
2895;Listed monuments total;West-Noord-Brabant (CR);2018;1657
2896;Listed monuments total;West-Noord-Brabant (CR);2019;1656
2897;Listed monuments total;West-Noord-Brabant (CR);2020;1656
2898;Listed monuments total;West-Noord-Brabant (CR);2021;1656
2899;Listed monuments total;West-Noord-Brabant (CR);2022;1655
2900;Listed monuments total;Midden-Noord-Brabant (CR);1965;0
2901;Listed monuments total;Midden-Noord-Brabant (CR);1966;0
2902;Listed monuments total;Midden-Noord-Brabant (CR);1967;6
2903;Listed monuments total;Midden-Noord-Brabant (CR);1968;53
2904;Listed monuments total;Midden-Noord-Brabant (CR);1969;53
2905;Listed monuments total;Midden-Noord-Brabant (CR);1970;147
2906;Listed monuments total;Midden-Noord-Brabant (CR);1971;170
2907;Listed monuments total;Midden-Noord-Brabant (CR);1972;176
2908;Listed monuments total;Midden-Noord-Brabant (CR);1973;210
2909;Listed monuments total;Midden-Noord-Brabant (CR);1974;212
2910;Listed monuments total;Midden-Noord-Brabant (CR);1975;222
2911;Listed monuments total;Midden-Noord-Brabant (CR);1976;282
2912;Listed monuments total;Midden-Noord-Brabant (CR);1977;288
2913;Listed monuments total;Midden-Noord-Brabant (CR);1978;306
2914;Listed monuments total;Midden-Noord-Brabant (CR);1979;325
2915;Listed monuments total;Midden-Noord-Brabant (CR);1980;335
2916;Listed monuments total;Midden-Noord-Brabant (CR);1981;338
2917;Listed monuments total;Midden-Noord-Brabant (CR);1982;341
2918;Listed monuments total;Midden-Noord-Brabant (CR);1983;343
2919;Listed monuments total;Midden-Noord-Brabant (CR);1984;344
2920;Listed monuments total;Midden-Noord-Brabant (CR);1985;346
2921;Listed monuments total;Midden-Noord-Brabant (CR);1986;346
2922;Listed monuments total;Midden-Noord-Brabant (CR);1987;346
2923;Listed monuments total;Midden-Noord-Brabant (CR);1988;350
2924;Listed monuments total;Midden-Noord-Brabant (CR);1989;359
2925;Listed monuments total;Midden-Noord-Brabant (CR);1990;360
2926;Listed monuments total;Midden-Noord-Brabant (CR);1991;360
2927;Listed monuments total;Midden-Noord-Brabant (CR);1992;362
2928;Listed monuments total;Midden-Noord-Brabant (CR);1993;362
2929;Listed monuments total;Midden-Noord-Brabant (CR);1994;367
2930;Listed monuments total;Midden-Noord-Brabant (CR);1995;378
2931;Listed monuments total;Midden-Noord-Brabant (CR);1996;379
2932;Listed monuments total;Midden-Noord-Brabant (CR);1997;385
2933;Listed monuments total;Midden-Noord-Brabant (CR);1998;387
2934;Listed monuments total;Midden-Noord-Brabant (CR);1999;403
2935;Listed monuments total;Midden-Noord-Brabant (CR);2000;407
2936;Listed monuments total;Midden-Noord-Brabant (CR);2001;486
2937;Listed monuments total;Midden-Noord-Brabant (CR);2002;1021
2938;Listed monuments total;Midden-Noord-Brabant (CR);2003;1041
2939;Listed monuments total;Midden-Noord-Brabant (CR);2004;1071
2940;Listed monuments total;Midden-Noord-Brabant (CR);2005;1070
2941;Listed monuments total;Midden-Noord-Brabant (CR);2006;1093
2942;Listed monuments total;Midden-Noord-Brabant (CR);2007;1097
2943;Listed monuments total;Midden-Noord-Brabant (CR);2008;1097
2944;Listed monuments total;Midden-Noord-Brabant (CR);2009;1101
2945;Listed monuments total;Midden-Noord-Brabant (CR);2010;1105
2946;Listed monuments total;Midden-Noord-Brabant (CR);2011;1106
2947;Listed monuments total;Midden-Noord-Brabant (CR);2012;1107
2948;Listed monuments total;Midden-Noord-Brabant (CR);2013;1093
2949;Listed monuments total;Midden-Noord-Brabant (CR);2014;1093
2950;Listed monuments total;Midden-Noord-Brabant (CR);2015;1127
2951;Listed monuments total;Midden-Noord-Brabant (CR);2016;1123
2952;Listed monuments total;Midden-Noord-Brabant (CR);2017;1126
2953;Listed monuments total;Midden-Noord-Brabant (CR);2018;1122
2954;Listed monuments total;Midden-Noord-Brabant (CR);2019;1120
2955;Listed monuments total;Midden-Noord-Brabant (CR);2020;1120
2956;Listed monuments total;Midden-Noord-Brabant (CR);2021;1119
2957;Listed monuments total;Midden-Noord-Brabant (CR);2022;1118
2958;Listed monuments total;Noordoost-Noord-Brabant (CR);1965;392
2959;Listed monuments total;Noordoost-Noord-Brabant (CR);1966;392
2960;Listed monuments total;Noordoost-Noord-Brabant (CR);1967;501
2961;Listed monuments total;Noordoost-Noord-Brabant (CR);1968;530
2962;Listed monuments total;Noordoost-Noord-Brabant (CR);1969;536
2963;Listed monuments total;Noordoost-Noord-Brabant (CR);1970;560
2964;Listed monuments total;Noordoost-Noord-Brabant (CR);1971;565
2965;Listed monuments total;Noordoost-Noord-Brabant (CR);1972;573
2966;Listed monuments total;Noordoost-Noord-Brabant (CR);1973;818
2967;Listed monuments total;Noordoost-Noord-Brabant (CR);1974;824
2968;Listed monuments total;Noordoost-Noord-Brabant (CR);1975;839
2969;Listed monuments total;Noordoost-Noord-Brabant (CR);1976;875
2970;Listed monuments total;Noordoost-Noord-Brabant (CR);1977;879
2971;Listed monuments total;Noordoost-Noord-Brabant (CR);1978;890
2972;Listed monuments total;Noordoost-Noord-Brabant (CR);1979;929
2973;Listed monuments total;Noordoost-Noord-Brabant (CR);1980;934
2974;Listed monuments total;Noordoost-Noord-Brabant (CR);1981;942
2975;Listed monuments total;Noordoost-Noord-Brabant (CR);1982;949
2976;Listed monuments total;Noordoost-Noord-Brabant (CR);1983;953
2977;Listed monuments total;Noordoost-Noord-Brabant (CR);1984;1095
2978;Listed monuments total;Noordoost-Noord-Brabant (CR);1985;1106
2979;Listed monuments total;Noordoost-Noord-Brabant (CR);1986;1111
2980;Listed monuments total;Noordoost-Noord-Brabant (CR);1987;1111
2981;Listed monuments total;Noordoost-Noord-Brabant (CR);1988;1112
2982;Listed monuments total;Noordoost-Noord-Brabant (CR);1989;1112
2983;Listed monuments total;Noordoost-Noord-Brabant (CR);1990;1110
2984;Listed monuments total;Noordoost-Noord-Brabant (CR);1991;1114
2985;Listed monuments total;Noordoost-Noord-Brabant (CR);1992;1119
2986;Listed monuments total;Noordoost-Noord-Brabant (CR);1993;1119
2987;Listed monuments total;Noordoost-Noord-Brabant (CR);1994;1121
2988;Listed monuments total;Noordoost-Noord-Brabant (CR);1995;1124
2989;Listed monuments total;Noordoost-Noord-Brabant (CR);1996;1124
2990;Listed monuments total;Noordoost-Noord-Brabant (CR);1997;1126
2991;Listed monuments total;Noordoost-Noord-Brabant (CR);1998;1137
2992;Listed monuments total;Noordoost-Noord-Brabant (CR);1999;1149
2993;Listed monuments total;Noordoost-Noord-Brabant (CR);2000;1313
2994;Listed monuments total;Noordoost-Noord-Brabant (CR);2001;1584
2995;Listed monuments total;Noordoost-Noord-Brabant (CR);2002;1991
2996;Listed monuments total;Noordoost-Noord-Brabant (CR);2003;2021
2997;Listed monuments total;Noordoost-Noord-Brabant (CR);2004;2066
2998;Listed monuments total;Noordoost-Noord-Brabant (CR);2005;2079
2999;Listed monuments total;Noordoost-Noord-Brabant (CR);2006;2099
3000;Listed monuments total;Noordoost-Noord-Brabant (CR);2007;2110
3001;Listed monuments total;Noordoost-Noord-Brabant (CR);2008;2110
3002;Listed monuments total;Noordoost-Noord-Brabant (CR);2009;2109
3003;Listed monuments total;Noordoost-Noord-Brabant (CR);2010;2111
3004;Listed monuments total;Noordoost-Noord-Brabant (CR);2011;2112
3005;Listed monuments total;Noordoost-Noord-Brabant (CR);2012;2112
3006;Listed monuments total;Noordoost-Noord-Brabant (CR);2013;2077
3007;Listed monuments total;Noordoost-Noord-Brabant (CR);2014;2076
3008;Listed monuments total;Noordoost-Noord-Brabant (CR);2015;2076
3009;Listed monuments total;Noordoost-Noord-Brabant (CR);2016;2076
3010;Listed monuments total;Noordoost-Noord-Brabant (CR);2017;2072
3011;Listed monuments total;Noordoost-Noord-Brabant (CR);2018;2071
3012;Listed monuments total;Noordoost-Noord-Brabant (CR);2019;2071
3013;Listed monuments total;Noordoost-Noord-Brabant (CR);2020;2070
3014;Listed monuments total;Noordoost-Noord-Brabant (CR);2021;2070
3015;Listed monuments total;Noordoost-Noord-Brabant (CR);2022;2068
3016;Listed monuments total;Zuidoost-Noord-Brabant (CR);1965;0
3017;Listed monuments total;Zuidoost-Noord-Brabant (CR);1966;0
3018;Listed monuments total;Zuidoost-Noord-Brabant (CR);1967;215
3019;Listed monuments total;Zuidoost-Noord-Brabant (CR);1968;293
3020;Listed monuments total;Zuidoost-Noord-Brabant (CR);1969;294
3021;Listed monuments total;Zuidoost-Noord-Brabant (CR);1970;296
3022;Listed monuments total;Zuidoost-Noord-Brabant (CR);1971;303
3023;Listed monuments total;Zuidoost-Noord-Brabant (CR);1972;334
3024;Listed monuments total;Zuidoost-Noord-Brabant (CR);1973;360
3025;Listed monuments total;Zuidoost-Noord-Brabant (CR);1974;370
3026;Listed monuments total;Zuidoost-Noord-Brabant (CR);1975;387
3027;Listed monuments total;Zuidoost-Noord-Brabant (CR);1976;411
3028;Listed monuments total;Zuidoost-Noord-Brabant (CR);1977;429
3029;Listed monuments total;Zuidoost-Noord-Brabant (CR);1978;438
3030;Listed monuments total;Zuidoost-Noord-Brabant (CR);1979;452
3031;Listed monuments total;Zuidoost-Noord-Brabant (CR);1980;455
3032;Listed monuments total;Zuidoost-Noord-Brabant (CR);1981;461
3033;Listed monuments total;Zuidoost-Noord-Brabant (CR);1982;469
3034;Listed monuments total;Zuidoost-Noord-Brabant (CR);1983;471
3035;Listed monuments total;Zuidoost-Noord-Brabant (CR);1984;471
3036;Listed monuments total;Zuidoost-Noord-Brabant (CR);1985;472
3037;Listed monuments total;Zuidoost-Noord-Brabant (CR);1986;472
3038;Listed monuments total;Zuidoost-Noord-Brabant (CR);1987;472
3039;Listed monuments total;Zuidoost-Noord-Brabant (CR);1988;476
3040;Listed monuments total;Zuidoost-Noord-Brabant (CR);1989;475
3041;Listed monuments total;Zuidoost-Noord-Brabant (CR);1990;477
3042;Listed monuments total;Zuidoost-Noord-Brabant (CR);1991;477
3043;Listed monuments total;Zuidoost-Noord-Brabant (CR);1992;478
