ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
3044;Listed monuments total;Zuidoost-Noord-Brabant (CR);1993;478
3045;Listed monuments total;Zuidoost-Noord-Brabant (CR);1994;479
3046;Listed monuments total;Zuidoost-Noord-Brabant (CR);1995;478
3047;Listed monuments total;Zuidoost-Noord-Brabant (CR);1996;480
3048;Listed monuments total;Zuidoost-Noord-Brabant (CR);1997;491
3049;Listed monuments total;Zuidoost-Noord-Brabant (CR);1998;491
3050;Listed monuments total;Zuidoost-Noord-Brabant (CR);1999;514
3051;Listed monuments total;Zuidoost-Noord-Brabant (CR);2000;689
3052;Listed monuments total;Zuidoost-Noord-Brabant (CR);2001;935
3053;Listed monuments total;Zuidoost-Noord-Brabant (CR);2002;1044
3054;Listed monuments total;Zuidoost-Noord-Brabant (CR);2003;1058
3055;Listed monuments total;Zuidoost-Noord-Brabant (CR);2004;1076
3056;Listed monuments total;Zuidoost-Noord-Brabant (CR);2005;1084
3057;Listed monuments total;Zuidoost-Noord-Brabant (CR);2006;1089
3058;Listed monuments total;Zuidoost-Noord-Brabant (CR);2007;1089
3059;Listed monuments total;Zuidoost-Noord-Brabant (CR);2008;1088
3060;Listed monuments total;Zuidoost-Noord-Brabant (CR);2009;1087
3061;Listed monuments total;Zuidoost-Noord-Brabant (CR);2010;1095
3062;Listed monuments total;Zuidoost-Noord-Brabant (CR);2011;1106
3063;Listed monuments total;Zuidoost-Noord-Brabant (CR);2012;1106
3064;Listed monuments total;Zuidoost-Noord-Brabant (CR);2013;1084
3065;Listed monuments total;Zuidoost-Noord-Brabant (CR);2014;1082
3066;Listed monuments total;Zuidoost-Noord-Brabant (CR);2015;1081
3067;Listed monuments total;Zuidoost-Noord-Brabant (CR);2016;1081
3068;Listed monuments total;Zuidoost-Noord-Brabant (CR);2017;1080
3069;Listed monuments total;Zuidoost-Noord-Brabant (CR);2018;1080
3070;Listed monuments total;Zuidoost-Noord-Brabant (CR);2019;1080
3071;Listed monuments total;Zuidoost-Noord-Brabant (CR);2020;1080
3072;Listed monuments total;Zuidoost-Noord-Brabant (CR);2021;1081
3073;Listed monuments total;Zuidoost-Noord-Brabant (CR);2022;1080
3074;Listed monuments total;Noord-Limburg (CR);1965;0
3075;Listed monuments total;Noord-Limburg (CR);1966;0
3076;Listed monuments total;Noord-Limburg (CR);1967;0
3077;Listed monuments total;Noord-Limburg (CR);1968;58
3078;Listed monuments total;Noord-Limburg (CR);1969;115
3079;Listed monuments total;Noord-Limburg (CR);1970;181
3080;Listed monuments total;Noord-Limburg (CR);1971;229
3081;Listed monuments total;Noord-Limburg (CR);1972;232
3082;Listed monuments total;Noord-Limburg (CR);1973;234
3083;Listed monuments total;Noord-Limburg (CR);1974;235
3084;Listed monuments total;Noord-Limburg (CR);1975;243
3085;Listed monuments total;Noord-Limburg (CR);1976;247
3086;Listed monuments total;Noord-Limburg (CR);1977;252
3087;Listed monuments total;Noord-Limburg (CR);1978;256
3088;Listed monuments total;Noord-Limburg (CR);1979;258
3089;Listed monuments total;Noord-Limburg (CR);1980;266
3090;Listed monuments total;Noord-Limburg (CR);1981;266
3091;Listed monuments total;Noord-Limburg (CR);1982;268
3092;Listed monuments total;Noord-Limburg (CR);1983;273
3093;Listed monuments total;Noord-Limburg (CR);1984;277
3094;Listed monuments total;Noord-Limburg (CR);1985;277
3095;Listed monuments total;Noord-Limburg (CR);1986;277
3096;Listed monuments total;Noord-Limburg (CR);1987;278
3097;Listed monuments total;Noord-Limburg (CR);1988;279
3098;Listed monuments total;Noord-Limburg (CR);1989;278
3099;Listed monuments total;Noord-Limburg (CR);1990;279
3100;Listed monuments total;Noord-Limburg (CR);1991;280
3101;Listed monuments total;Noord-Limburg (CR);1992;281
3102;Listed monuments total;Noord-Limburg (CR);1993;281
3103;Listed monuments total;Noord-Limburg (CR);1994;281
3104;Listed monuments total;Noord-Limburg (CR);1995;280
3105;Listed monuments total;Noord-Limburg (CR);1996;280
3106;Listed monuments total;Noord-Limburg (CR);1997;281
3107;Listed monuments total;Noord-Limburg (CR);1998;281
3108;Listed monuments total;Noord-Limburg (CR);1999;281
3109;Listed monuments total;Noord-Limburg (CR);2000;285
3110;Listed monuments total;Noord-Limburg (CR);2001;293
3111;Listed monuments total;Noord-Limburg (CR);2002;422
3112;Listed monuments total;Noord-Limburg (CR);2003;490
3113;Listed monuments total;Noord-Limburg (CR);2004;559
3114;Listed monuments total;Noord-Limburg (CR);2005;559
3115;Listed monuments total;Noord-Limburg (CR);2006;569
3116;Listed monuments total;Noord-Limburg (CR);2007;575
3117;Listed monuments total;Noord-Limburg (CR);2008;575
3118;Listed monuments total;Noord-Limburg (CR);2009;575
3119;Listed monuments total;Noord-Limburg (CR);2010;575
3120;Listed monuments total;Noord-Limburg (CR);2011;577
3121;Listed monuments total;Noord-Limburg (CR);2012;577
3122;Listed monuments total;Noord-Limburg (CR);2013;557
3123;Listed monuments total;Noord-Limburg (CR);2014;555
3124;Listed monuments total;Noord-Limburg (CR);2015;555
3125;Listed monuments total;Noord-Limburg (CR);2016;558
3126;Listed monuments total;Noord-Limburg (CR);2017;558
3127;Listed monuments total;Noord-Limburg (CR);2018;558
3128;Listed monuments total;Noord-Limburg (CR);2019;558
3129;Listed monuments total;Noord-Limburg (CR);2020;558
3130;Listed monuments total;Noord-Limburg (CR);2021;558
3131;Listed monuments total;Noord-Limburg (CR);2022;558
3132;Listed monuments total;Midden-Limburg (CR);1965;0
3133;Listed monuments total;Midden-Limburg (CR);1966;0
3134;Listed monuments total;Midden-Limburg (CR);1967;132
3135;Listed monuments total;Midden-Limburg (CR);1968;269
3136;Listed monuments total;Midden-Limburg (CR);1969;284
3137;Listed monuments total;Midden-Limburg (CR);1970;320
3138;Listed monuments total;Midden-Limburg (CR);1971;456
3139;Listed monuments total;Midden-Limburg (CR);1972;475
3140;Listed monuments total;Midden-Limburg (CR);1973;480
3141;Listed monuments total;Midden-Limburg (CR);1974;487
3142;Listed monuments total;Midden-Limburg (CR);1975;495
3143;Listed monuments total;Midden-Limburg (CR);1976;503
3144;Listed monuments total;Midden-Limburg (CR);1977;507
3145;Listed monuments total;Midden-Limburg (CR);1978;514
3146;Listed monuments total;Midden-Limburg (CR);1979;531
3147;Listed monuments total;Midden-Limburg (CR);1980;533
3148;Listed monuments total;Midden-Limburg (CR);1981;535
3149;Listed monuments total;Midden-Limburg (CR);1982;536
3150;Listed monuments total;Midden-Limburg (CR);1983;546
3151;Listed monuments total;Midden-Limburg (CR);1984;551
3152;Listed monuments total;Midden-Limburg (CR);1985;554
3153;Listed monuments total;Midden-Limburg (CR);1986;555
3154;Listed monuments total;Midden-Limburg (CR);1987;562
3155;Listed monuments total;Midden-Limburg (CR);1988;564
3156;Listed monuments total;Midden-Limburg (CR);1989;582
3157;Listed monuments total;Midden-Limburg (CR);1990;582
3158;Listed monuments total;Midden-Limburg (CR);1991;581
3159;Listed monuments total;Midden-Limburg (CR);1992;583
3160;Listed monuments total;Midden-Limburg (CR);1993;583
3161;Listed monuments total;Midden-Limburg (CR);1994;582
3162;Listed monuments total;Midden-Limburg (CR);1995;582
3163;Listed monuments total;Midden-Limburg (CR);1996;582
3164;Listed monuments total;Midden-Limburg (CR);1997;583
3165;Listed monuments total;Midden-Limburg (CR);1998;584
3166;Listed monuments total;Midden-Limburg (CR);1999;589
3167;Listed monuments total;Midden-Limburg (CR);2000;621
3168;Listed monuments total;Midden-Limburg (CR);2001;634
3169;Listed monuments total;Midden-Limburg (CR);2002;757
3170;Listed monuments total;Midden-Limburg (CR);2003;807
3171;Listed monuments total;Midden-Limburg (CR);2004;838
3172;Listed monuments total;Midden-Limburg (CR);2005;845
3173;Listed monuments total;Midden-Limburg (CR);2006;861
3174;Listed monuments total;Midden-Limburg (CR);2007;861
3175;Listed monuments total;Midden-Limburg (CR);2008;861
3176;Listed monuments total;Midden-Limburg (CR);2009;861
3177;Listed monuments total;Midden-Limburg (CR);2010;862
3178;Listed monuments total;Midden-Limburg (CR);2011;873
3179;Listed monuments total;Midden-Limburg (CR);2012;873
3180;Listed monuments total;Midden-Limburg (CR);2013;852
3181;Listed monuments total;Midden-Limburg (CR);2014;852
3182;Listed monuments total;Midden-Limburg (CR);2015;852
3183;Listed monuments total;Midden-Limburg (CR);2016;854
3184;Listed monuments total;Midden-Limburg (CR);2017;852
3185;Listed monuments total;Midden-Limburg (CR);2018;852
3186;Listed monuments total;Midden-Limburg (CR);2019;852
3187;Listed monuments total;Midden-Limburg (CR);2020;852
3188;Listed monuments total;Midden-Limburg (CR);2021;852
3189;Listed monuments total;Midden-Limburg (CR);2022;852
3190;Listed monuments total;Zuid-Limburg (CR);1965;22
3191;Listed monuments total;Zuid-Limburg (CR);1966;1503
3192;Listed monuments total;Zuid-Limburg (CR);1967;2704
3193;Listed monuments total;Zuid-Limburg (CR);1968;2710
3194;Listed monuments total;Zuid-Limburg (CR);1969;2725
3195;Listed monuments total;Zuid-Limburg (CR);1970;2732
3196;Listed monuments total;Zuid-Limburg (CR);1971;2760
3197;Listed monuments total;Zuid-Limburg (CR);1972;2795
3198;Listed monuments total;Zuid-Limburg (CR);1973;2799
3199;Listed monuments total;Zuid-Limburg (CR);1974;2816
3200;Listed monuments total;Zuid-Limburg (CR);1975;2864
3201;Listed monuments total;Zuid-Limburg (CR);1976;2876
3202;Listed monuments total;Zuid-Limburg (CR);1977;2885
3203;Listed monuments total;Zuid-Limburg (CR);1978;2897
3204;Listed monuments total;Zuid-Limburg (CR);1979;2904
3205;Listed monuments total;Zuid-Limburg (CR);1980;2931
3206;Listed monuments total;Zuid-Limburg (CR);1981;2937
3207;Listed monuments total;Zuid-Limburg (CR);1982;2943
3208;Listed monuments total;Zuid-Limburg (CR);1983;2963
3209;Listed monuments total;Zuid-Limburg (CR);1984;3067
3210;Listed monuments total;Zuid-Limburg (CR);1985;3085
3211;Listed monuments total;Zuid-Limburg (CR);1986;3120
3212;Listed monuments total;Zuid-Limburg (CR);1987;3123
3213;Listed monuments total;Zuid-Limburg (CR);1988;3138
3214;Listed monuments total;Zuid-Limburg (CR);1989;3136
3215;Listed monuments total;Zuid-Limburg (CR);1990;3138
3216;Listed monuments total;Zuid-Limburg (CR);1991;3139
3217;Listed monuments total;Zuid-Limburg (CR);1992;3172
3218;Listed monuments total;Zuid-Limburg (CR);1993;3224
3219;Listed monuments total;Zuid-Limburg (CR);1994;3243
3220;Listed monuments total;Zuid-Limburg (CR);1995;3255
3221;Listed monuments total;Zuid-Limburg (CR);1996;3287
3222;Listed monuments total;Zuid-Limburg (CR);1997;3607
3223;Listed monuments total;Zuid-Limburg (CR);1998;3613
3224;Listed monuments total;Zuid-Limburg (CR);1999;3700
3225;Listed monuments total;Zuid-Limburg (CR);2000;3740
3226;Listed monuments total;Zuid-Limburg (CR);2001;3932
3227;Listed monuments total;Zuid-Limburg (CR);2002;4005
3228;Listed monuments total;Zuid-Limburg (CR);2003;4015
3229;Listed monuments total;Zuid-Limburg (CR);2004;4054
3230;Listed monuments total;Zuid-Limburg (CR);2005;4062
3231;Listed monuments total;Zuid-Limburg (CR);2006;4095
3232;Listed monuments total;Zuid-Limburg (CR);2007;4102
3233;Listed monuments total;Zuid-Limburg (CR);2008;4101
3234;Listed monuments total;Zuid-Limburg (CR);2009;4102
3235;Listed monuments total;Zuid-Limburg (CR);2010;4104
3236;Listed monuments total;Zuid-Limburg (CR);2011;4105
3237;Listed monuments total;Zuid-Limburg (CR);2012;4105
3238;Listed monuments total;Zuid-Limburg (CR);2013;4038
3239;Listed monuments total;Zuid-Limburg (CR);2014;4036
3240;Listed monuments total;Zuid-Limburg (CR);2015;4035
3241;Listed monuments total;Zuid-Limburg (CR);2016;4037
3242;Listed monuments total;Zuid-Limburg (CR);2017;4040
3243;Listed monuments total;Zuid-Limburg (CR);2018;4040
3244;Listed monuments total;Zuid-Limburg (CR);2019;4039
3245;Listed monuments total;Zuid-Limburg (CR);2020;4037
3246;Listed monuments total;Zuid-Limburg (CR);2021;4035
3247;Listed monuments total;Zuid-Limburg (CR);2022;4032
3248;Listed monuments total;Flevoland (CR);1965;2
3249;Listed monuments total;Flevoland (CR);1966;2
3250;Listed monuments total;Flevoland (CR);1967;2
3251;Listed monuments total;Flevoland (CR);1968;2
3252;Listed monuments total;Flevoland (CR);1969;3
3253;Listed monuments total;Flevoland (CR);1970;3
3254;Listed monuments total;Flevoland (CR);1971;3
3255;Listed monuments total;Flevoland (CR);1972;3
3256;Listed monuments total;Flevoland (CR);1973;27
3257;Listed monuments total;Flevoland (CR);1974;27
3258;Listed monuments total;Flevoland (CR);1975;27
3259;Listed monuments total;Flevoland (CR);1976;27
3260;Listed monuments total;Flevoland (CR);1977;27
3261;Listed monuments total;Flevoland (CR);1978;27
3262;Listed monuments total;Flevoland (CR);1979;27
3263;Listed monuments total;Flevoland (CR);1980;32
3264;Listed monuments total;Flevoland (CR);1981;33
3265;Listed monuments total;Flevoland (CR);1982;33
3266;Listed monuments total;Flevoland (CR);1983;34
3267;Listed monuments total;Flevoland (CR);1984;34
3268;Listed monuments total;Flevoland (CR);1985;34
3269;Listed monuments total;Flevoland (CR);1986;36
3270;Listed monuments total;Flevoland (CR);1987;38
3271;Listed monuments total;Flevoland (CR);1988;40
3272;Listed monuments total;Flevoland (CR);1989;40
3273;Listed monuments total;Flevoland (CR);1990;40
3274;Listed monuments total;Flevoland (CR);1991;40
3275;Listed monuments total;Flevoland (CR);1992;40
3276;Listed monuments total;Flevoland (CR);1993;40
3277;Listed monuments total;Flevoland (CR);1994;40
3278;Listed monuments total;Flevoland (CR);1995;40
3279;Listed monuments total;Flevoland (CR);1996;40
3280;Listed monuments total;Flevoland (CR);1997;40
3281;Listed monuments total;Flevoland (CR);1998;40
3282;Listed monuments total;Flevoland (CR);1999;40
3283;Listed monuments total;Flevoland (CR);2000;45
3284;Listed monuments total;Flevoland (CR);2001;45
3285;Listed monuments total;Flevoland (CR);2002;93
3286;Listed monuments total;Flevoland (CR);2003;93
3287;Listed monuments total;Flevoland (CR);2004;93
3288;Listed monuments total;Flevoland (CR);2005;94
3289;Listed monuments total;Flevoland (CR);2006;94
3290;Listed monuments total;Flevoland (CR);2007;94
3291;Listed monuments total;Flevoland (CR);2008;94
3292;Listed monuments total;Flevoland (CR);2009;94
3293;Listed monuments total;Flevoland (CR);2010;98
3294;Listed monuments total;Flevoland (CR);2011;98
3295;Listed monuments total;Flevoland (CR);2012;110
3296;Listed monuments total;Flevoland (CR);2013;103
3297;Listed monuments total;Flevoland (CR);2014;105
3298;Listed monuments total;Flevoland (CR);2015;105
3299;Listed monuments total;Flevoland (CR);2016;106
3300;Listed monuments total;Flevoland (CR);2017;109
3301;Listed monuments total;Flevoland (CR);2018;109
3302;Listed monuments total;Flevoland (CR);2019;109
3303;Listed monuments total;Flevoland (CR);2020;109
3304;Listed monuments total;Flevoland (CR);2021;109
3305;Listed monuments total;Flevoland (CR);2022;109
3306;Listed monuments total;Aa en Hunze;1965;24
3307;Listed monuments total;Aa en Hunze;1966;24
3308;Listed monuments total;Aa en Hunze;1967;24
3309;Listed monuments total;Aa en Hunze;1968;24
3310;Listed monuments total;Aa en Hunze;1969;24
3311;Listed monuments total;Aa en Hunze;1970;24
3312;Listed monuments total;Aa en Hunze;1971;24
3313;Listed monuments total;Aa en Hunze;1972;24
3314;Listed monuments total;Aa en Hunze;1973;24
3315;Listed monuments total;Aa en Hunze;1974;24
3316;Listed monuments total;Aa en Hunze;1975;24
3317;Listed monuments total;Aa en Hunze;1976;24
3318;Listed monuments total;Aa en Hunze;1977;24
3319;Listed monuments total;Aa en Hunze;1978;47
3320;Listed monuments total;Aa en Hunze;1979;47
3321;Listed monuments total;Aa en Hunze;1980;47
3322;Listed monuments total;Aa en Hunze;1981;47
3323;Listed monuments total;Aa en Hunze;1982;47
3324;Listed monuments total;Aa en Hunze;1983;47
3325;Listed monuments total;Aa en Hunze;1984;47
3326;Listed monuments total;Aa en Hunze;1985;54
3327;Listed monuments total;Aa en Hunze;1986;56
3328;Listed monuments total;Aa en Hunze;1987;56
3329;Listed monuments total;Aa en Hunze;1988;57
3330;Listed monuments total;Aa en Hunze;1989;57
3331;Listed monuments total;Aa en Hunze;1990;57
3332;Listed monuments total;Aa en Hunze;1991;58
3333;Listed monuments total;Aa en Hunze;1992;59
3334;Listed monuments total;Aa en Hunze;1993;60
3335;Listed monuments total;Aa en Hunze;1994;60
3336;Listed monuments total;Aa en Hunze;1995;67
3337;Listed monuments total;Aa en Hunze;1996;67
3338;Listed monuments total;Aa en Hunze;1997;69
3339;Listed monuments total;Aa en Hunze;1998;99
3340;Listed monuments total;Aa en Hunze;1999;101
3341;Listed monuments total;Aa en Hunze;2000;101
3342;Listed monuments total;Aa en Hunze;2001;102
3343;Listed monuments total;Aa en Hunze;2002;102
3344;Listed monuments total;Aa en Hunze;2003;103
3345;Listed monuments total;Aa en Hunze;2004;104
3346;Listed monuments total;Aa en Hunze;2005;104
3347;Listed monuments total;Aa en Hunze;2006;105
3348;Listed monuments total;Aa en Hunze;2007;105
3349;Listed monuments total;Aa en Hunze;2008;105
3350;Listed monuments total;Aa en Hunze;2009;105
3351;Listed monuments total;Aa en Hunze;2010;105
3352;Listed monuments total;Aa en Hunze;2011;105
3353;Listed monuments total;Aa en Hunze;2012;103
3354;Listed monuments total;Aa en Hunze;2013;103
3355;Listed monuments total;Aa en Hunze;2014;103
3356;Listed monuments total;Aa en Hunze;2015;103
3357;Listed monuments total;Aa en Hunze;2016;103
3358;Listed monuments total;Aa en Hunze;2017;103
3359;Listed monuments total;Aa en Hunze;2018;103
3360;Listed monuments total;Aa en Hunze;2019;103
3361;Listed monuments total;Aa en Hunze;2020;103
3362;Listed monuments total;Aa en Hunze;2021;103
3363;Listed monuments total;Aa en Hunze;2022;103
3364;Listed monuments total;Aalsmeer;1965;0
3365;Listed monuments total;Aalsmeer;1966;0
3366;Listed monuments total;Aalsmeer;1967;0
3367;Listed monuments total;Aalsmeer;1968;0
3368;Listed monuments total;Aalsmeer;1969;0
3369;Listed monuments total;Aalsmeer;1970;0
3370;Listed monuments total;Aalsmeer;1971;0
3371;Listed monuments total;Aalsmeer;1972;0
3372;Listed monuments total;Aalsmeer;1973;11
3373;Listed monuments total;Aalsmeer;1974;12
3374;Listed monuments total;Aalsmeer;1975;19
3375;Listed monuments total;Aalsmeer;1976;19
3376;Listed monuments total;Aalsmeer;1977;19
3377;Listed monuments total;Aalsmeer;1978;19
3378;Listed monuments total;Aalsmeer;1979;19
3379;Listed monuments total;Aalsmeer;1980;19
3380;Listed monuments total;Aalsmeer;1981;19
3381;Listed monuments total;Aalsmeer;1982;19
3382;Listed monuments total;Aalsmeer;1983;19
3383;Listed monuments total;Aalsmeer;1984;19
3384;Listed monuments total;Aalsmeer;1985;19
3385;Listed monuments total;Aalsmeer;1986;21
3386;Listed monuments total;Aalsmeer;1987;21
3387;Listed monuments total;Aalsmeer;1988;21
3388;Listed monuments total;Aalsmeer;1989;21
3389;Listed monuments total;Aalsmeer;1990;21
3390;Listed monuments total;Aalsmeer;1991;21
