ID;EigenaarHuurder;Huishoudenskenmerken;Woningkenmerken;Regiokenmerken;Perioden;AantalHuishoudens_1;TotaleWoonlasten_2;NettoWoonlasten_3;BijkomendeWoonlasten_4;Woonquote_5;TotaleWoonlasten_6;NettoWoonlasten_7;BijkomendeWoonlasten_8;Woonquote_9
32;Totaal;Totaal;Totaal ;Gelderland (PV);2020;837.3;818.0;621.0;197.0;24.8;699.0;511.0;186.0;22.8
33;Totaal;Totaal;Totaal ;Gelderland (PV);2021;846.4;836.0;624.0;213.0;24.7;718.0;514.0;201.0;22.4
34;Totaal;Totaal;Totaal ;Gelderland (PV);2022;855.9;784.0;599.0;185.0;21.9;693.0;506.0;175.0;19.8
35;Totaal;Totaal;Totaal ;Utrecht (PV);2018;505.9;880.0;681.0;198.0;26.1;737.0;551.0;190.0;24.0
36;Totaal;Totaal;Totaal ;Utrecht (PV);2019;526.4;894.0;690.0;204.0;25.5;754.0;562.0;194.0;23.4
37;Totaal;Totaal;Totaal ;Utrecht (PV);2020;534.3;886.0;700.0;186.0;24.4;741.0;566.0;176.0;22.2
38;Totaal;Totaal;Totaal ;Utrecht (PV);2021;540.5;909.0;707.0;202.0;24.3;763.0;572.0;191.0;21.9
39;Totaal;Totaal;Totaal ;Utrecht (PV);2022;547.3;841.0;669.0;172.0;21.6;730.0;559.0;163.0;19.3
40;Totaal;Totaal;Totaal ;Noord-Holland (PV);2018;1172.5;859.0;658.0;201.0;27.6;706.0;513.0;192.0;25.3
41;Totaal;Totaal;Totaal ;Noord-Holland (PV);2019;1185.3;885.0;674.0;212.0;27.4;730.0;527.0;201.0;25.0
42;Totaal;Totaal;Totaal ;Noord-Holland (PV);2020;1201.2;883.0;690.0;193.0;26.3;718.0;534.0;183.0;23.9
43;Totaal;Totaal;Totaal ;Noord-Holland (PV);2021;1211.9;914.0;705.0;209.0;26.5;746.0;546.0;198.0;23.8
44;Totaal;Totaal;Totaal ;Noord-Holland (PV);2022;1228.1;849.0;675.0;174.0;23.3;714.0;536.0;166.0;20.6
45;Totaal;Totaal;Totaal ;Zuid-Holland (PV);2018;1508.4;814.0;613.0;201.0;27.2;696.0;503.0;194.0;25.4
46;Totaal;Totaal;Totaal ;Zuid-Holland (PV);2019;1506.2;835.0;626.0;209.0;26.7;714.0;513.0;201.0;24.8
47;Totaal;Totaal;Totaal ;Zuid-Holland (PV);2020;1521.1;830.0;638.0;192.0;25.5;702.0;518.0;184.0;23.6
48;Totaal;Totaal;Totaal ;Zuid-Holland (PV);2021;1536.2;854.0;648.0;206.0;25.7;727.0;529.0;196.0;23.4
49;Totaal;Totaal;Totaal ;Zuid-Holland (PV);2022;1550.1;789.0;620.0;169.0;22.4;694.0;519.0;164.0;20.3
50;Totaal;Totaal;Totaal ;Zeeland (PV);2018;163.9;744.0;529.0;216.0;26.0;646.0;438.0;209.0;23.8
51;Totaal;Totaal;Totaal ;Zeeland (PV);2019;165.0;757.0;536.0;222.0;25.4;657.0;441.0;214.0;23.1
52;Totaal;Totaal;Totaal ;Zeeland (PV);2020;165.7;745.0;546.0;199.0;24.0;637.0;446.0;190.0;21.8
53;Totaal;Totaal;Totaal ;Zeeland (PV);2021;167.3;764.0;546.0;218.0;24.1;661.0;450.0;209.0;21.7
54;Totaal;Totaal;Totaal ;Zeeland (PV);2022;168.3;719.0;534.0;186.0;21.2;629.0;441.0;180.0;19.1
55;Totaal;Totaal;Totaal ;Noord-Brabant (PV);2018;1026.6;822.0;616.0;207.0;26.4;698.0;501.0;198.0;24.2
56;Totaal;Totaal;Totaal ;Noord-Brabant (PV);2019;1038.4;841.0;626.0;215.0;25.9;715.0;510.0;205.0;23.7
57;Totaal;Totaal;Totaal ;Noord-Brabant (PV);2020;1050.0;831.0;637.0;193.0;24.7;698.0;514.0;184.0;22.5
58;Totaal;Totaal;Totaal ;Noord-Brabant (PV);2021;1060.5;850.0;641.0;208.0;24.6;720.0;521.0;198.0;22.2
59;Totaal;Totaal;Totaal ;Noord-Brabant (PV);2022;1072.6;796.0;615.0;181.0;21.8;693.0;512.0;172.0;19.6
60;Totaal;Totaal;Totaal ;Limburg (PV);2018;479.7;757.0;545.0;212.0;27.0;659.0;454.0;205.0;25.0
61;Totaal;Totaal;Totaal ;Limburg (PV);2019;482.2;776.0;557.0;219.0;26.5;674.0;462.0;210.0;24.5
62;Totaal;Totaal;Totaal ;Limburg (PV);2020;485.0;763.0;566.0;198.0;25.2;657.0;466.0;188.0;23.3
63;Totaal;Totaal;Totaal ;Limburg (PV);2021;487.2;788.0;572.0;216.0;25.5;681.0;471.0;205.0;23.3
64;Totaal;Totaal;Totaal ;Limburg (PV);2022;491.1;744.0;556.0;188.0;22.7;658.0;464.0;180.0;20.7
65;Totaal;Totaal;Totaal ;Oost-Groningen (CR);2018;58.8;695.0;468.0;227.0;27.4;620.0;393.0;224.0;25.4
66;Totaal;Totaal;Totaal ;Oost-Groningen (CR);2019;59.1;717.0;481.0;237.0;27.1;637.0;399.0;232.0;25.1
67;Totaal;Totaal;Totaal ;Oost-Groningen (CR);2020;59.2;700.0;487.0;214.0;25.5;618.0;403.0;208.0;23.6
68;Totaal;Totaal;Totaal ;Oost-Groningen (CR);2021;59.5;728.0;496.0;231.0;25.8;642.0;411.0;224.0;23.7
69;Totaal;Totaal;Totaal ;Oost-Groningen (CR);2022;59.6;692.0;488.0;204.0;23.0;626.0;410.0;199.0;21.1
70;Totaal;Totaal;Totaal ;Delfzijl en omgeving (CR);2018;20.5;686.0;463.0;223.0;27.0;623.0;402.0;217.0;25.2
71;Totaal;Totaal;Totaal ;Delfzijl en omgeving (CR);2019;20.5;709.0;483.0;226.0;26.4;630.0;405.0;220.0;24.5
72;Totaal;Totaal;Totaal ;Delfzijl en omgeving (CR);2020;20.4;687.0;480.0;207.0;25.3;616.0;409.0;200.0;23.4
73;Totaal;Totaal;Totaal ;Delfzijl en omgeving (CR);2021;20.4;711.0;489.0;222.0;25.5;638.0;417.0;215.0;23.3
74;Totaal;Totaal;Totaal ;Delfzijl en omgeving (CR);2022;20.3;675.0;482.0;193.0;22.6;615.0;413.0;189.0;20.7
75;Totaal;Totaal;Totaal ;Overig Groningen (CR);2018;164.8;741.0;541.0;200.0;27.5;637.0;440.0;191.0;25.7
76;Totaal;Totaal;Totaal ;Overig Groningen (CR);2019;166.5;752.0;546.0;206.0;27.0;650.0;446.0;196.0;25.2
77;Totaal;Totaal;Totaal ;Overig Groningen (CR);2020;168.8;745.0;560.0;186.0;25.7;636.0;453.0;175.0;23.9
78;Totaal;Totaal;Totaal ;Overig Groningen (CR);2021;171.4;774.0;573.0;201.0;26.2;666.0;468.0;190.0;24.1
79;Totaal;Totaal;Totaal ;Overig Groningen (CR);2022;173.3;718.0;553.0;165.0;22.9;639.0;462.0;158.0;20.9
80;Totaal;Totaal;Totaal ;Noord-Friesland (CR);2018;134.5;699.0;489.0;210.0;26.3;610.0;403.0;204.0;24.4
81;Totaal;Totaal;Totaal ;Noord-Friesland (CR);2019;135.8;714.0;497.0;217.0;25.9;624.0;409.0;210.0;23.9
82;Totaal;Totaal;Totaal ;Noord-Friesland (CR);2020;136.8;706.0;507.0;199.0;24.6;611.0;416.0;191.0;22.6
83;Totaal;Totaal;Totaal ;Noord-Friesland (CR);2021;138.1;731.0;517.0;215.0;24.9;637.0;426.0;207.0;22.7
84;Totaal;Totaal;Totaal ;Noord-Friesland (CR);2022;139.5;688.0;508.0;180.0;21.8;612.0;424.0;175.0;19.9
85;Totaal;Totaal;Totaal ;Zuidwest-Friesland (CR);2018;58.9;736.0;522.0;214.0;25.7;633.0;425.0;206.0;23.5
86;Totaal;Totaal;Totaal ;Zuidwest-Friesland (CR);2019;59.4;756.0;535.0;221.0;25.3;648.0;432.0;212.0;23.0
87;Totaal;Totaal;Totaal ;Zuidwest-Friesland (CR);2020;59.7;737.0;535.0;202.0;24.0;631.0;436.0;192.0;21.7
88;Totaal;Totaal;Totaal ;Zuidwest-Friesland (CR);2021;60.2;763.0;543.0;219.0;24.1;654.0;441.0;209.0;21.6
89;Totaal;Totaal;Totaal ;Zuidwest-Friesland (CR);2022;60.6;707.0;521.0;186.0;21.1;620.0;434.0;178.0;19.0
90;Totaal;Totaal;Totaal ;Zuidoost-Friesland (CR);2018;78.3;736.0;519.0;217.0;26.5;643.0;430.0;209.0;24.5
91;Totaal;Totaal;Totaal ;Zuidoost-Friesland (CR);2019;78.8;754.0;529.0;225.0;26.0;657.0;435.0;217.0;23.9
92;Totaal;Totaal;Totaal ;Zuidoost-Friesland (CR);2020;79.3;757.0;551.0;206.0;24.7;642.0;441.0;197.0;22.7
93;Totaal;Totaal;Totaal ;Zuidoost-Friesland (CR);2021;79.6;769.0;547.0;222.0;24.8;663.0;447.0;212.0;22.6
94;Totaal;Totaal;Totaal ;Zuidoost-Friesland (CR);2022;80.3;718.0;527.0;192.0;21.9;636.0;441.0;184.0;20.0
95;Totaal;Totaal;Totaal ;Noord-Drenthe (CR);2018;79.1;778.0;557.0;220.0;25.8;672.0;459.0;214.0;23.6
96;Totaal;Totaal;Totaal ;Noord-Drenthe (CR);2019;79.7;789.0;563.0;225.0;25.2;684.0;465.0;217.0;23.0
97;Totaal;Totaal;Totaal ;Noord-Drenthe (CR);2020;80.6;782.0;580.0;203.0;24.0;668.0;473.0;194.0;21.8
98;Totaal;Totaal;Totaal ;Noord-Drenthe (CR);2021;81.2;801.0;583.0;218.0;23.9;686.0;476.0;208.0;21.4
99;Totaal;Totaal;Totaal ;Noord-Drenthe (CR);2022;82.1;752.0;558.0;194.0;21.3;663.0;468.0;186.0;19.2
100;Totaal;Totaal;Totaal ;Zuidoost-Drenthe (CR);2018;70.5;733.0;509.0;224.0;26.7;644.0;424.0;218.0;24.8
101;Totaal;Totaal;Totaal ;Zuidoost-Drenthe (CR);2019;70.8;747.0;516.0;230.0;26.1;654.0;426.0;223.0;24.2
102;Totaal;Totaal;Totaal ;Zuidoost-Drenthe (CR);2020;71.1;733.0;523.0;210.0;24.8;638.0;431.0;202.0;22.9
103;Totaal;Totaal;Totaal ;Zuidoost-Drenthe (CR);2021;71.4;764.0;536.0;228.0;25.1;661.0;437.0;219.0;22.9
104;Totaal;Totaal;Totaal ;Zuidoost-Drenthe (CR);2022;72.0;725.0;522.0;203.0;22.3;646.0;437.0;197.0;20.5
105;Totaal;Totaal;Totaal ;Zuidwest-Drenthe (CR);2018;54.1;760.0;544.0;217.0;26.2;659.0;447.0;208.0;24.2
106;Totaal;Totaal;Totaal ;Zuidwest-Drenthe (CR);2019;54.7;770.0;550.0;220.0;25.7;671.0;457.0;209.0;23.6
107;Totaal;Totaal;Totaal ;Zuidwest-Drenthe (CR);2020;55.0;762.0;561.0;201.0;24.3;655.0;461.0;190.0;22.2
108;Totaal;Totaal;Totaal ;Zuidwest-Drenthe (CR);2021;55.5;784.0;568.0;216.0;24.4;679.0;469.0;204.0;22.2
109;Totaal;Totaal;Totaal ;Zuidwest-Drenthe (CR);2022;56.0;739.0;547.0;192.0;21.7;655.0;462.0;182.0;19.7
110;Totaal;Totaal;Totaal ;Noord-Overijssel (CR);2018;144.2;792.0;584.0;207.0;26.2;693.0;492.0;200.0;24.1
111;Totaal;Totaal;Totaal ;Noord-Overijssel (CR);2019;146.3;810.0;597.0;213.0;25.6;708.0;500.0;205.0;23.6
112;Totaal;Totaal;Totaal ;Noord-Overijssel (CR);2020;148.4;797.0;604.0;193.0;24.3;691.0;505.0;183.0;22.2
113;Totaal;Totaal;Totaal ;Noord-Overijssel (CR);2021;150.5;816.0;607.0;208.0;24.3;712.0;510.0;198.0;22.0
114;Totaal;Totaal;Totaal ;Noord-Overijssel (CR);2022;151.7;766.0;586.0;180.0;21.6;685.0;502.0;172.0;19.4
115;Totaal;Totaal;Totaal ;Zuidwest-Overijssel (CR);2018;62.8;791.0;586.0;205.0;26.8;693.0;497.0;197.0;24.7
116;Totaal;Totaal;Totaal ;Zuidwest-Overijssel (CR);2019;63.5;805.0;593.0;212.0;26.3;708.0;503.0;203.0;24.2
117;Totaal;Totaal;Totaal ;Zuidwest-Overijssel (CR);2020;64.4;796.0;603.0;193.0;25.1;693.0;507.0;184.0;22.9
118;Totaal;Totaal;Totaal ;Zuidwest-Overijssel (CR);2021;65.0;815.0;606.0;210.0;25.0;716.0;513.0;200.0;22.6
119;Totaal;Totaal;Totaal ;Zuidwest-Overijssel (CR);2022;65.6;777.0;598.0;180.0;22.2;685.0;503.0;172.0;20.2
120;Totaal;Totaal;Totaal ;Twente (CR);2018;251.4;774.0;558.0;216.0;26.9;670.0;458.0;209.0;24.9
121;Totaal;Totaal;Totaal ;Twente (CR);2019;253.3;788.0;566.0;222.0;26.4;686.0;467.0;214.0;24.4
122;Totaal;Totaal;Totaal ;Twente (CR);2020;255.3;781.0;578.0;202.0;25.1;670.0;473.0;194.0;23.1
123;Totaal;Totaal;Totaal ;Twente (CR);2021;257.3;811.0;589.0;222.0;25.5;700.0;483.0;213.0;23.1
124;Totaal;Totaal;Totaal ;Twente (CR);2022;258.9;764.0;567.0;197.0;22.7;676.0;475.0;189.0;20.6
125;Totaal;Totaal;Totaal ;Veluwe (CR);2018;259.2;836.0;626.0;210.0;26.0;712.0;513.0;199.0;24.0
126;Totaal;Totaal;Totaal ;Veluwe (CR);2019;263.1;848.0;630.0;218.0;25.6;731.0;523.0;206.0;23.4
127;Totaal;Totaal;Totaal ;Veluwe (CR);2020;267.2;839.0;641.0;198.0;24.4;716.0;528.0;187.0;22.2
128;Totaal;Totaal;Totaal ;Veluwe (CR);2021;271.1;854.0;641.0;213.0;24.2;732.0;529.0;200.0;21.8
129;Totaal;Totaal;Totaal ;Veluwe (CR);2022;274.9;797.0;611.0;186.0;21.5;703.0;518.0;174.0;19.3
130;Totaal;Totaal;Totaal ;Achterhoek (CR);2018;165.1;776.0;558.0;219.0;26.3;676.0;465.0;210.0;24.2
131;Totaal;Totaal;Totaal ;Achterhoek (CR);2019;166.4;794.0;567.0;226.0;25.8;690.0;471.0;217.0;23.6
132;Totaal;Totaal;Totaal ;Achterhoek (CR);2020;167.3;784.0;579.0;206.0;24.5;674.0;475.0;196.0;22.4
133;Totaal;Totaal;Totaal ;Achterhoek (CR);2021;168.6;807.0;583.0;224.0;24.6;697.0;481.0;213.0;22.1
134;Totaal;Totaal;Totaal ;Achterhoek (CR);2022;170.0;762.0;564.0;198.0;21.9;674.0;475.0;188.0;19.7
135;Totaal;Totaal;Totaal ;Arnhem/Nijmegen (CR);2018;300.8;800.0;605.0;195.0;27.1;688.0;502.0;187.0;25.4
136;Totaal;Totaal;Totaal ;Arnhem/Nijmegen (CR);2019;304.6;818.0;615.0;202.0;26.7;706.0;511.0;193.0;24.9
137;Totaal;Totaal;Totaal ;Arnhem/Nijmegen (CR);2020;308.4;807.0;623.0;184.0;25.4;690.0;513.0;174.0;23.6
138;Totaal;Totaal;Totaal ;Arnhem/Nijmegen (CR);2021;311.2;826.0;627.0;199.0;25.4;709.0;517.0;188.0;23.3
139;Totaal;Totaal;Totaal ;Arnhem/Nijmegen (CR);2022;314.6;772.0;605.0;167.0;22.3;686.0;512.0;160.0;20.3
140;Totaal;Totaal;Totaal ;Zuidwest-Gelderland (CR);2018;92.1;849.0;623.0;226.0;25.9;723.0;508.0;217.0;23.8
141;Totaal;Totaal;Totaal ;Zuidwest-Gelderland (CR);2019;93.1;865.0;627.0;238.0;25.4;743.0;517.0;228.0;23.2
142;Totaal;Totaal;Totaal ;Zuidwest-Gelderland (CR);2020;94.4;854.0;635.0;219.0;24.2;730.0;522.0;208.0;22.1
143;Totaal;Totaal;Totaal ;Zuidwest-Gelderland (CR);2021;95.5;874.0;637.0;237.0;24.2;752.0;526.0;226.0;21.8
144;Totaal;Totaal;Totaal ;Zuidwest-Gelderland (CR);2022;96.5;825.0;610.0;215.0;21.7;725.0;515.0;203.0;19.5
145;Totaal;Totaal;Totaal ;Utrecht (CR);2018;505.9;880.0;681.0;198.0;26.1;737.0;551.0;190.0;24.0
146;Totaal;Totaal;Totaal ;Utrecht (CR);2019;526.4;894.0;690.0;204.0;25.5;754.0;562.0;194.0;23.4
147;Totaal;Totaal;Totaal ;Utrecht (CR);2020;534.3;886.0;700.0;186.0;24.4;741.0;566.0;176.0;22.2
148;Totaal;Totaal;Totaal ;Utrecht (CR);2021;540.5;909.0;707.0;202.0;24.3;763.0;572.0;191.0;21.9
149;Totaal;Totaal;Totaal ;Utrecht (CR);2022;547.3;841.0;669.0;172.0;21.6;730.0;559.0;163.0;19.3
150;Totaal;Totaal;Totaal ;Kop van Noord-Holland (CR);2018;154.6;772.0;548.0;224.0;26.0;676.0;463.0;219.0;24.0
151;Totaal;Totaal;Totaal ;Kop van Noord-Holland (CR);2019;155.6;790.0;558.0;232.0;25.5;691.0;470.0;226.0;23.5
152;Totaal;Totaal;Totaal ;Kop van Noord-Holland (CR);2020;156.8;776.0;565.0;211.0;24.2;671.0;471.0;204.0;22.1
153;Totaal;Totaal;Totaal ;Kop van Noord-Holland (CR);2021;158.2;797.0;572.0;225.0;24.2;689.0;474.0;217.0;21.8
154;Totaal;Totaal;Totaal ;Kop van Noord-Holland (CR);2022;159.8;755.0;561.0;194.0;21.4;659.0;466.0;188.0;19.4
155;Totaal;Totaal;Totaal ;Alkmaar en omgeving (CR);2018;102.1;808.0;598.0;210.0;26.0;687.0;488.0;204.0;23.7
156;Totaal;Totaal;Totaal ;Alkmaar en omgeving (CR);2019;103.2;824.0;607.0;217.0;25.4;702.0;495.0;210.0;23.1
157;Totaal;Totaal;Totaal ;Alkmaar en omgeving (CR);2020;104.3;815.0;617.0;198.0;24.3;683.0;496.0;190.0;22.0
158;Totaal;Totaal;Totaal ;Alkmaar en omgeving (CR);2021;105.3;834.0;622.0;213.0;24.2;703.0;501.0;204.0;21.6
159;Totaal;Totaal;Totaal ;Alkmaar en omgeving (CR);2022;107.1;773.0;592.0;181.0;21.3;667.0;489.0;174.0;18.9
160;Totaal;Totaal;Totaal ;IJmond (CR);2018;82.3;808.0;595.0;213.0;25.7;698.0;497.0;207.0;23.8
161;Totaal;Totaal;Totaal ;IJmond (CR);2019;82.8;824.0;602.0;223.0;25.2;716.0;505.0;215.0;23.2
162;Totaal;Totaal;Totaal ;IJmond (CR);2020;83.6;812.0;609.0;203.0;24.0;699.0;506.0;195.0;22.0
163;Totaal;Totaal;Totaal ;IJmond (CR);2021;84.1;838.0;619.0;219.0;24.2;720.0;513.0;210.0;21.8
164;Totaal;Totaal;Totaal ;IJmond (CR);2022;84.5;785.0;598.0;188.0;21.4;689.0;505.0;181.0;19.4
165;Totaal;Totaal;Totaal ;Agglomeratie Haarlem (CR);2018;98.3;946.0;736.0;210.0;27.8;741.0;547.0;197.0;25.3
166;Totaal;Totaal;Totaal ;Agglomeratie Haarlem (CR);2019;96.9;972.0;749.0;222.0;27.5;768.0;561.0;210.0;25.0
167;Totaal;Totaal;Totaal ;Agglomeratie Haarlem (CR);2020;98.0;964.0;760.0;204.0;26.5;759.0;569.0;191.0;23.9
168;Totaal;Totaal;Totaal ;Agglomeratie Haarlem (CR);2021;98.7;996.0;775.0;222.0;26.6;790.0;584.0;207.0;23.8
169;Totaal;Totaal;Totaal ;Agglomeratie Haarlem (CR);2022;99.5;924.0;730.0;195.0;23.8;763.0;576.0;181.0;20.9
170;Totaal;Totaal;Totaal ;Zaanstreek (CR);2018;70.1;799.0;582.0;217.0;27.4;711.0;500.0;211.0;25.6
171;Totaal;Totaal;Totaal ;Zaanstreek (CR);2019;70.5;821.0;595.0;227.0;27.0;730.0;510.0;220.0;25.1
172;Totaal;Totaal;Totaal ;Zaanstreek (CR);2020;70.8;810.0;601.0;209.0;25.8;717.0;514.0;202.0;23.8
173;Totaal;Totaal;Totaal ;Zaanstreek (CR);2021;71.0;865.0;641.0;224.0;26.1;745.0;527.0;217.0;23.7
174;Totaal;Totaal;Totaal ;Zaanstreek (CR);2022;71.5;777.0;590.0;187.0;22.7;703.0;510.0;183.0;20.8
175;Totaal;Totaal;Totaal ;Groot-Amsterdam (CR);2018;558.7;873.0;690.0;184.0;28.7;708.0;531.0;174.0;26.4
176;Totaal;Totaal;Totaal ;Groot-Amsterdam (CR);2019;569.2;907.0;712.0;196.0;28.6;739.0;550.0;185.0;26.2
177;Totaal;Totaal;Totaal ;Groot-Amsterdam (CR);2020;579.5;912.0;734.0;178.0;27.7;732.0;560.0;168.0;25.2
178;Totaal;Totaal;Totaal ;Groot-Amsterdam (CR);2021;585.0;946.0;752.0;194.0;28.0;766.0;579.0;183.0;25.4
179;Totaal;Totaal;Totaal ;Groot-Amsterdam (CR);2022;595.4;880.0;727.0;153.0;24.4;733.0;570.0;149.0;21.4
180;Totaal;Totaal;Totaal ;Het Gooi en Vechtstreek (CR);2018;106.4;960.0;735.0;225.0;27.6;742.0;536.0;211.0;24.9
181;Totaal;Totaal;Totaal ;Het Gooi en Vechtstreek (CR);2019;107.3;977.0;742.0;235.0;27.1;763.0;549.0;220.0;24.4
182;Totaal;Totaal;Totaal ;Het Gooi en Vechtstreek (CR);2020;108.2;979.0;764.0;215.0;26.1;751.0;555.0;200.0;23.3
183;Totaal;Totaal;Totaal ;Het Gooi en Vechtstreek (CR);2021;109.4;1004.0;770.0;234.0;26.1;782.0;569.0;217.0;23.0
184;Totaal;Totaal;Totaal ;Het Gooi en Vechtstreek (CR);2022;110.4;920.0;710.0;209.0;23.0;751.0;555.0;193.0;20.1
185;Totaal;Totaal;Totaal ;Agglomeratie Leiden en Bollenstreek (CR);2018;169.8;867.0;658.0;209.0;26.5;729.0;530.0;202.0;24.4
186;Totaal;Totaal;Totaal ;Agglomeratie Leiden en Bollenstreek (CR);2019;171.4;889.0;672.0;218.0;26.0;748.0;542.0;209.0;23.9
187;Totaal;Totaal;Totaal ;Agglomeratie Leiden en Bollenstreek (CR);2020;173.4;880.0;680.0;200.0;24.9;737.0;547.0;192.0;22.7
188;Totaal;Totaal;Totaal ;Agglomeratie Leiden en Bollenstreek (CR);2021;176.0;904.0;689.0;215.0;24.8;761.0;556.0;205.0;22.3
189;Totaal;Totaal;Totaal ;Agglomeratie Leiden en Bollenstreek (CR);2022;178.6;835.0;654.0;181.0;22.0;726.0;546.0;173.0;19.8
190;Totaal;Totaal;Totaal ;Agglomeratie 's-Gravenhage (CR);2018;355.8;844.0;645.0;199.0;28.4;705.0;514.0;191.0;26.5
191;Totaal;Totaal;Totaal ;Agglomeratie 's-Gravenhage (CR);2019;358.9;862.0;656.0;206.0;27.9;724.0;525.0;197.0;25.9
192;Totaal;Totaal;Totaal ;Agglomeratie 's-Gravenhage (CR);2020;362.6;859.0;670.0;189.0;26.7;714.0;531.0;180.0;24.6
193;Totaal;Totaal;Totaal ;Agglomeratie 's-Gravenhage (CR);2021;366.3;888.0;685.0;203.0;27.0;743.0;545.0;194.0;24.7
194;Totaal;Totaal;Totaal ;Agglomeratie 's-Gravenhage (CR);2022;370.2;821.0;654.0;167.0;23.6;712.0;537.0;161.0;21.3
195;Totaal;Totaal;Totaal ;Delft en Westland (CR);2018;87.9;825.0;620.0;205.0;26.4;706.0;511.0;200.0;24.7
196;Totaal;Totaal;Totaal ;Delft en Westland (CR);2019;89.4;846.0;632.0;214.0;25.9;726.0;521.0;208.0;24.2
