ID;RegioIndeling2021;Leeftijd;Geslacht;Perioden;TotaleBevolking_1
97;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2036;487.3
98;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2037;487.2
99;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2038;486.9
100;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2039;486.5
101;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2040;486.2
102;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2041;485.7
103;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2042;485.3
104;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2043;484.8
105;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2044;484.2
106;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2045;483.6
107;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2046;483.0
108;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2047;482.4
109;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2048;481.6
110;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2049;480.8
111;Drenthe (PV);Totaal;Totaal mannen en vrouwen;2050;480.1
112;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2023;1176.3
113;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2024;1181.0
114;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2025;1185.1
115;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2026;1189.3
116;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2027;1192.5
117;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2028;1195.4
118;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2029;1198.3
119;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2030;1201.0
120;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2031;1203.7
121;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2032;1206.2
122;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2033;1208.6
123;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2034;1210.7
124;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2035;1212.5
125;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2036;1214.2
126;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2037;1215.6
127;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2038;1216.9
128;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2039;1217.9
129;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2040;1218.7
130;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2041;1219.3
131;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2042;1219.9
132;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2043;1220.2
133;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2044;1220.3
134;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2045;1220.3
135;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2046;1220.2
136;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2047;1219.8
137;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2048;1219.4
138;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2049;1218.9
139;Overijssel (PV);Totaal;Totaal mannen en vrouwen;2050;1218.3
140;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2023;438.1
141;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2024;443.8
142;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2025;448.3
143;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2026;452.8
144;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2027;457.6
145;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2028;462.5
146;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2029;467.4
147;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2030;472.6
148;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2031;477.6
149;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2032;482.8
150;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2033;488.1
151;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2034;493.4
152;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2035;498.7
153;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2036;503.1
154;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2037;507.8
155;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2038;512.0
156;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2039;516.3
157;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2040;520.4
158;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2041;524.1
159;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2042;527.7
160;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2043;531.2
161;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2044;534.7
162;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2045;538.3
163;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2046;541.9
164;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2047;545.7
165;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2048;549.4
166;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2049;553.3
167;Flevoland (PV);Totaal;Totaal mannen en vrouwen;2050;557.1
168;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2023;2123.2
169;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2024;2137.3
170;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2025;2148.2
171;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2026;2158.0
172;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2027;2167.3
173;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2028;2176.0
174;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2029;2185.0
175;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2030;2193.6
176;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2031;2202.3
177;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2032;2210.6
178;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2033;2218.7
179;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2034;2226.3
180;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2035;2233.7
181;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2036;2240.8
182;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2037;2247.4
183;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2038;2253.4
184;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2039;2258.7
185;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2040;2263.5
186;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2041;2268.0
187;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2042;2272.2
188;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2043;2275.9
189;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2044;2279.1
190;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2045;2281.9
191;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2046;2284.6
192;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2047;2286.9
193;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2048;2289.0
194;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2049;2290.9
195;Gelderland (PV);Totaal;Totaal mannen en vrouwen;2050;2292.9
196;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2023;1387.8
197;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2024;1399.8
198;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2025;1410.7
199;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2026;1420.7
200;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2027;1433.3
201;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2028;1446.0
202;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2029;1458.8
203;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2030;1470.7
204;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2031;1481.4
205;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2032;1492.0
206;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2033;1502.0
207;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2034;1511.8
208;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2035;1521.5
209;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2036;1530.2
210;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2037;1538.8
211;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2038;1546.8
212;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2039;1554.4
213;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2040;1561.8
214;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2041;1568.9
215;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2042;1575.8
216;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2043;1582.4
217;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2044;1588.8
218;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2045;1594.8
219;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2046;1600.3
220;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2047;1605.6
221;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2048;1611.0
222;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2049;1615.9
223;Utrecht (PV);Totaal;Totaal mannen en vrouwen;2050;1620.7
224;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2023;2953.6
225;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2024;2986.0
226;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2025;3016.3
227;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2026;3045.2
228;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2027;3072.6
229;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2028;3099.2
230;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2029;3125.2
231;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2030;3151.2
232;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2031;3176.5
233;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2032;3200.8
234;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2033;3224.2
235;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2034;3246.8
236;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2035;3268.4
237;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2036;3289.8
238;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2037;3310.0
239;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2038;3329.6
240;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2039;3348.6
241;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2040;3366.8
242;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2041;3383.9
243;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2042;3400.4
244;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2043;3416.4
245;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2044;3431.9
246;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2045;3447.0
247;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2046;3461.7
248;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2047;3476.1
249;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2048;3490.0
250;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2049;3504.0
251;Noord-Holland (PV);Totaal;Totaal mannen en vrouwen;2050;3517.6
252;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2023;3798.4
253;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2024;3836.9
254;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2025;3869.7
255;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2026;3902.7
256;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2027;3933.1
257;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2028;3962.3
258;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2029;3989.9
259;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2030;4016.1
260;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2031;4041.4
261;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2032;4066.1
262;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2033;4089.5
263;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2034;4111.9
264;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2035;4133.3
265;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2036;4154.1
266;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2037;4174.1
267;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2038;4193.3
268;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2039;4211.8
269;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2040;4229.5
270;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2041;4246.5
271;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2042;4262.6
272;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2043;4278.2
273;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2044;4293.6
274;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2045;4308.4
275;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2046;4323.0
276;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2047;4337.3
277;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2048;4350.9
278;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2049;4364.2
279;Zuid-Holland (PV);Totaal;Totaal mannen en vrouwen;2050;4377.3
280;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2023;388.2
281;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2024;389.3
282;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2025;389.8
283;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2026;390.0
284;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2027;390.3
285;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2028;390.4
286;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2029;390.6
287;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2030;390.7
288;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2031;390.9
289;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2032;391.0
290;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2033;391.0
291;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2034;391.1
292;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2035;391.0
293;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2036;391.0
294;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2037;391.0
295;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2038;390.9
296;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2039;390.7
297;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2040;390.5
298;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2041;390.3
299;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2042;390.1
300;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2043;389.8
301;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2044;389.6
302;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2045;389.3
303;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2046;389.0
304;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2047;388.7
305;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2048;388.4
306;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2049;388.1
307;Zeeland (PV);Totaal;Totaal mannen en vrouwen;2050;387.7
308;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2023;2612.4
309;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2024;2632.2
310;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2025;2649.9
311;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2026;2665.7
312;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2027;2681.4
313;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2028;2695.9
314;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2029;2709.7
315;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2030;2723.0
316;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2031;2735.7
317;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2032;2748.2
318;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2033;2760.1
319;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2034;2771.3
320;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2035;2781.9
321;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2036;2792.0
322;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2037;2801.4
323;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2038;2810.3
324;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2039;2818.4
325;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2040;2825.9
326;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2041;2833.0
327;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2042;2839.4
328;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2043;2845.5
329;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2044;2851.1
330;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2045;2856.3
331;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2046;2861.0
332;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2047;2865.5
333;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2048;2869.8
334;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2049;2873.8
335;Noord-Brabant (PV);Totaal;Totaal mannen en vrouwen;2050;2877.5
336;Limburg (PV);Totaal;Totaal mannen en vrouwen;2023;1120.6
337;Limburg (PV);Totaal;Totaal mannen en vrouwen;2024;1122.4
338;Limburg (PV);Totaal;Totaal mannen en vrouwen;2025;1122.9
339;Limburg (PV);Totaal;Totaal mannen en vrouwen;2026;1123.3
340;Limburg (PV);Totaal;Totaal mannen en vrouwen;2027;1122.8
341;Limburg (PV);Totaal;Totaal mannen en vrouwen;2028;1122.0
342;Limburg (PV);Totaal;Totaal mannen en vrouwen;2029;1121.2
343;Limburg (PV);Totaal;Totaal mannen en vrouwen;2030;1120.4
344;Limburg (PV);Totaal;Totaal mannen en vrouwen;2031;1119.5
345;Limburg (PV);Totaal;Totaal mannen en vrouwen;2032;1118.4
346;Limburg (PV);Totaal;Totaal mannen en vrouwen;2033;1117.3
347;Limburg (PV);Totaal;Totaal mannen en vrouwen;2034;1116.0
348;Limburg (PV);Totaal;Totaal mannen en vrouwen;2035;1114.6
349;Limburg (PV);Totaal;Totaal mannen en vrouwen;2036;1113.1
350;Limburg (PV);Totaal;Totaal mannen en vrouwen;2037;1111.5
351;Limburg (PV);Totaal;Totaal mannen en vrouwen;2038;1109.7
352;Limburg (PV);Totaal;Totaal mannen en vrouwen;2039;1107.6
353;Limburg (PV);Totaal;Totaal mannen en vrouwen;2040;1105.5
354;Limburg (PV);Totaal;Totaal mannen en vrouwen;2041;1103.4
355;Limburg (PV);Totaal;Totaal mannen en vrouwen;2042;1101.1
356;Limburg (PV);Totaal;Totaal mannen en vrouwen;2043;1098.9
357;Limburg (PV);Totaal;Totaal mannen en vrouwen;2044;1096.4
358;Limburg (PV);Totaal;Totaal mannen en vrouwen;2045;1093.8
359;Limburg (PV);Totaal;Totaal mannen en vrouwen;2046;1091.1
360;Limburg (PV);Totaal;Totaal mannen en vrouwen;2047;1088.4
361;Limburg (PV);Totaal;Totaal mannen en vrouwen;2048;1085.7
362;Limburg (PV);Totaal;Totaal mannen en vrouwen;2049;1083.1
363;Limburg (PV);Totaal;Totaal mannen en vrouwen;2050;1080.4
364;Oost-Groningen (CR);Totaal;Totaal mannen en vrouwen;2023;134.4
365;Oost-Groningen (CR);Totaal;Totaal mannen en vrouwen;2024;134.1
366;Oost-Groningen (CR);Totaal;Totaal mannen en vrouwen;2025;133.8
367;Oost-Groningen (CR);Totaal;Totaal mannen en vrouwen;2026;133.5
