ID;Regions;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
2954;Noord-Holland (PV);2005 4th Quarter;1796.1;560.2;1235.8;891.2;143.2;47.7;301.5;73.1;19.4;61.8;55.2;18.3;14.7;58.8;97.6;210.7;100.9;17.5;15.5;3444.8;1172.5;2272.2;1707.7;373.2;80.9;504.3;126.0;35.3;126.0;108.7;34.0;23.8;109.9;185.6;345.5;160.9;33.1;25.1
2955;Noord-Holland (PV);2005;7673.6;2335.4;5338.3;3830.2;761.7;191.2;1244.3;294.5;83.1;274.6;248.9;79.2;59.6;227.3;365.9;941.8;422.6;79.2;64.5;17654.5;6474.8;11179.7;8646.5;2652.3;358.8;2257.7;561.6;173.4;644.2;563.5;158.8;102.8;452.9;720.5;1581.0;694.8;148.2;109.3
2956;Noord-Holland (PV);2006 January;462.4;145.7;316.7;227.5;30.3;13.6;82.7;16.0;4.0;22.3;12.7;3.8;2.7;15.4;24.0;55.9;24.1;5.2;4.0;889.9;310.8;579.1;431.7;76.5;23.8;140.6;27.0;7.0;49.7;24.5;6.5;4.1;27.7;44.4;92.4;38.2;10.2;6.6
2957;Noord-Holland (PV);2006 February;480.0;152.5;327.5;238.9;30.5;13.7;96.2;20.9;4.6;14.1;15.1;4.2;2.7;15.5;21.4;55.7;25.5;4.0;3.5;895.6;317.5;578.2;440.1;64.4;22.2;170.0;38.6;8.4;25.3;29.1;8.4;4.3;28.7;40.6;87.3;38.6;7.1;5.1
2958;Noord-Holland (PV);2006 March;595.9;171.4;424.4;295.3;42.3;15.9;112.9;21.6;6.4;16.3;19.0;5.9;3.8;20.0;31.4;87.6;30.6;5.6;5.3;1119.0;347.3;771.8;561.8;98.4;28.2;201.8;38.2;11.6;34.3;37.2;11.3;6.0;37.0;57.6;145.1;47.6;9.2;8.0
2959;Noord-Holland (PV);2006 1st Quarter;1538.3;469.6;1068.6;761.7;103.1;43.2;291.8;58.5;15.0;52.7;46.7;13.9;9.1;50.8;76.9;199.3;80.2;14.7;12.8;2904.6;975.5;1929.0;1433.6;239.2;74.3;512.4;103.9;27.0;109.4;90.8;26.2;14.4;93.4;142.6;324.9;124.4;26.5;19.7
2960;Noord-Holland (PV);2006 April;758.9;221.8;537.0;401.9;94.3;17.5;115.0;37.4;10.3;26.0;26.4;10.9;6.5;23.7;33.9;87.9;34.5;8.7;4.0;1715.0;534.9;1180.2;946.9;329.3;37.2;214.0;84.9;20.7;54.6;56.9;25.0;12.1;47.0;65.4;151.2;58.4;16.8;6.9
2961;Noord-Holland (PV);2006 May;794.4;281.9;512.5;370.7;79.2;18.2;114.0;36.4;10.3;21.6;21.6;9.8;6.6;20.2;32.8;92.7;35.5;8.3;5.4;1817.2;767.6;1049.6;798.8;237.7;35.4;209.0;71.6;21.2;45.8;42.3;20.4;11.9;38.6;64.9;165.7;60.5;15.8;8.9
2962;Noord-Holland (PV);2006 June;810.2;292.8;517.4;355.0;88.0;19.7;102.9;27.7;9.5;21.0;24.1;6.7;5.6;19.2;30.6;110.0;37.2;10.3;5.0;1975.4;844.6;1130.9;836.1;324.0;38.0;189.7;51.4;19.6;43.8;50.3;13.4;10.5;37.1;58.3;201.5;64.3;20.1;9.0
2963;Noord-Holland (PV);2006 2nd Quarter;2363.4;796.4;1567.0;1127.6;261.5;55.3;331.9;101.4;30.1;68.6;72.1;27.4;18.7;63.1;97.3;290.6;107.2;27.3;14.3;5507.7;2147.0;3360.6;2581.8;891.0;110.6;612.6;207.9;61.6;144.2;149.5;58.8;34.5;122.7;188.5;518.4;183.1;52.7;24.7
2964;Noord-Holland (PV);2006 July;870.8;292.4;578.4;415.0;108.8;19.4;116.1;35.7;15.7;21.7;31.4;9.3;7.4;20.1;29.4;111.1;38.2;9.2;5.0;2463.4;981.0;1482.4;1184.7;499.7;46.3;219.4;96.0;50.3;49.9;70.6;26.5;21.4;41.7;63.0;203.1;67.3;19.0;8.3
2965;Noord-Holland (PV);2006 August;890.9;278.0;612.9;469.5;94.6;18.1;117.4;40.8;12.3;60.9;59.7;7.8;6.4;20.6;30.8;91.6;36.7;10.0;5.2;2695.6;1121.8;1573.8;1306.2;413.4;38.2;223.7;106.7;38.6;175.0;154.4;21.0;19.6;45.8;69.8;168.5;67.9;21.8;9.4
2966;Noord-Holland (PV);2006 September;783.9;277.4;506.5;357.2;83.6;17.4;108.0;24.7;8.7;19.9;27.5;7.7;5.3;19.6;34.7;95.8;37.3;8.9;7.3;1817.3;724.1;1093.1;831.4;295.5;30.2;199.1;48.8;16.9;43.7;65.2;15.7;9.9;39.8;66.5;165.2;65.2;18.3;13.1
2967;Noord-Holland (PV);2006 3rd Quarter;2545.6;847.8;1697.8;1241.7;287.0;54.9;341.6;101.2;36.8;102.5;118.6;24.8;19.0;60.3;95.0;298.5;112.2;28.0;17.4;6976.3;2826.9;4149.4;3322.3;1208.6;114.8;642.2;251.5;105.8;268.7;290.2;63.2;50.8;127.3;199.3;536.8;200.4;59.1;30.7
2968;Noord-Holland (PV);2006 October;743.5;262.7;480.8;344.0;75.8;16.8;109.6;22.9;9.5;17.3;24.3;8.2;5.5;22.2;31.9;88.2;35.8;7.9;4.9;1596.6;620.1;976.5;745.7;244.6;28.9;196.0;44.8;17.4;34.0;53.3;16.1;9.7;42.8;58.1;148.6;59.0;15.1;8.0
2969;Noord-Holland (PV);2006 November;624.5;213.5;411.0;292.6;38.6;18.6;104.7;21.8;6.4;19.0;20.3;6.3;4.7;20.3;32.0;78.9;29.7;5.6;4.2;1146.4;398.0;748.5;544.7;88.9;31.4;180.9;37.6;11.1;38.4;41.6;10.6;8.1;36.6;59.5;134.6;51.1;11.0;7.1
2970;Noord-Holland (PV);2006 December;540.1;194.5;345.5;252.6;30.0;13.8;88.3;21.6;6.2;24.0;21.4;3.4;2.6;14.4;26.9;59.3;23.8;6.0;3.8;1063.1;401.4;661.8;497.2;71.8;22.3;156.4;39.7;12.2;54.0;48.3;6.1;4.3;26.8;55.1;104.1;41.5;12.2;6.8
2971;Noord-Holland (PV);2006 4th Quarter;1908.0;670.7;1237.3;889.3;144.4;49.3;302.6;66.3;22.0;60.3;66.0;17.9;12.8;56.8;90.9;226.4;89.3;19.4;12.9;3806.1;1419.4;2386.7;1787.6;405.4;82.6;533.3;122.1;40.8;126.4;143.2;32.8;22.1;106.1;172.7;387.3;151.6;38.2;21.9
2972;Noord-Holland (PV);2006;8355.3;2784.5;5570.7;4020.2;796.0;202.7;1267.8;327.4;103.8;284.1;303.5;84.1;59.7;231.0;360.0;1014.8;388.9;89.4;57.4;19194.6;7368.9;11825.7;9125.3;2744.3;382.2;2300.5;685.3;235.2;648.6;673.8;181.0;121.8;449.5;703.1;1767.4;659.6;176.5;97.0
2973;Noord-Holland (PV);2007 January;541.4;185.6;355.8;261.9;32.5;14.8;92.9;22.1;6.0;24.4;16.1;4.4;2.9;16.9;29.1;59.2;24.9;5.6;4.2;951.0;321.7;629.2;475.8;71.1;21.9;156.9;38.1;10.8;53.7;30.7;7.1;4.3;29.9;51.2;95.2;40.2;10.9;7.2
2974;Noord-Holland (PV);2007 February;557.7;198.6;359.1;270.9;35.5;15.0;102.6;23.5;5.7;15.7;18.7;5.2;3.3;17.2;28.4;55.8;24.9;4.2;3.4;1023.0;377.7;645.3;496.7;72.4;24.2;184.2;40.0;9.5;30.4;37.6;8.4;5.3;33.6;51.2;94.4;40.3;8.1;5.9
2975;Noord-Holland (PV);2007 March;668.3;215.1;453.2;328.1;49.7;16.7;117.5;24.7;7.3;20.2;24.4;6.6;4.6;19.8;36.5;84.6;30.2;4.5;5.8;1257.8;415.2;842.6;636.3;129.9;26.7;202.7;44.5;12.8;40.6;51.6;11.9;7.8;37.0;70.8;138.7;49.6;8.4;9.7
2976;Noord-Holland (PV);2007 1st Quarter;1767.4;599.3;1168.1;860.9;117.6;46.5;313.0;70.3;19.0;60.3;59.2;16.2;10.8;53.9;94.0;199.6;80.0;14.3;13.4;3231.8;1114.6;2117.2;1608.8;273.4;72.8;543.8;122.6;33.2;124.7;119.9;27.4;17.4;100.5;173.2;328.2;130.0;27.4;22.8
2977;Noord-Holland (PV);2007 April;790.8;256.4;534.4;400.4;85.4;17.8;113.4;37.6;11.2;27.3;30.4;8.9;6.0;26.6;35.8;84.2;36.4;6.9;6.5;1751.1;566.4;1184.7;944.8;297.1;36.2;223.8;76.5;22.3;58.9;67.9;20.7;11.5;57.3;72.8;148.3;65.6;13.6;12.4
2978;Noord-Holland (PV);2007 May;819.3;297.0;522.3;374.9;78.7;19.5;110.3;33.4;12.1;19.9;23.3;7.8;5.2;24.0;40.5;95.0;37.5;10.1;4.9;1899.3;821.5;1077.8;819.4;235.8;37.6;210.2;66.9;25.3;40.5;50.2;16.9;9.9;48.3;77.7;166.5;63.1;18.7;10.0
2979;Noord-Holland (PV);2007 June;806.7;297.3;509.4;352.2;79.5;17.4;107.7;25.6;10.0;19.5;25.9;6.9;5.0;20.8;34.0;102.2;40.6;9.0;5.4;1866.3;796.4;1070.0;799.9;289.5;38.6;189.2;45.4;18.2;38.1;54.2;12.0;9.2;40.2;65.4;177.3;65.9;17.5;9.2
2980;Noord-Holland (PV);2007 2nd Quarter;2416.8;850.8;1566.1;1127.4;243.5;54.7;331.4;96.7;33.3;66.8;79.6;23.5;16.3;71.3;110.3;281.4;114.5;26.0;16.7;5516.7;2184.3;3332.5;2564.2;822.3;112.5;623.2;188.7;65.8;137.6;172.3;49.6;30.6;145.7;215.9;492.2;194.6;49.9;31.6
2981;Noord-Holland (PV);2007 July;917.4;303.0;614.4;449.8;112.0;21.6;112.9;35.6;14.4;23.9;43.5;10.8;7.8;22.9;44.5;110.8;38.7;9.7;5.3;2611.2;1022.9;1588.2;1282.3;527.5;51.1;235.6;76.0;38.2;55.3;113.9;26.9;17.6;50.0;90.4;210.3;65.5;20.7;9.5
2982;Noord-Holland (PV);2007 August;927.0;317.3;609.7;472.5;98.7;19.8;110.6;42.1;10.8;52.2;58.5;6.3;4.1;24.6;44.8;82.6;41.1;8.8;4.8;2752.3;1220.1;1532.2;1279.9;405.8;47.9;226.4;101.6;24.5;141.6;155.9;13.9;9.3;54.5;98.5;157.1;68.2;18.2;8.9
2983;Noord-Holland (PV);2007 September;813.7;292.6;521.0;374.3;83.2;18.1;105.2;26.6;9.5;20.8;32.5;6.5;5.2;21.4;45.3;91.3;39.7;10.3;5.4;1802.9;680.2;1122.7;862.5;299.3;34.1;191.6;49.3;18.2;44.0;72.4;12.3;9.3;42.5;89.5;158.6;71.3;19.9;10.3
2984;Noord-Holland (PV);2007 3rd Quarter;2658.0;913.0;1745.1;1296.6;293.9;59.5;328.7;104.2;34.7;96.9;134.5;23.7;17.1;68.9;134.7;284.7;119.4;28.8;15.5;7166.3;2923.2;4243.1;3424.6;1232.6;133.1;653.6;226.9;80.9;240.9;342.2;53.1;36.2;146.9;278.3;526.0;204.9;58.8;28.7
2985;Noord-Holland (PV);2007 October;773.4;285.9;487.5;352.4;69.7;18.2;104.4;25.3;9.4;19.7;27.8;8.2;6.3;21.6;41.8;82.6;37.4;9.6;5.5;1609.2;649.2;960.0;728.0;210.4;28.9;183.7;43.2;17.7;38.8;57.4;15.6;10.5;42.0;79.8;142.3;60.8;19.4;9.5
2986;Noord-Holland (PV);2007 November;677.5;239.7;437.8;315.1;42.7;20.0;99.4;26.5;6.9;22.7;24.8;6.0;5.3;21.9;38.9;79.7;31.9;6.6;4.4;1213.5;434.3;779.1;573.9;92.3;34.1;167.1;46.4;11.0;42.2;49.0;9.6;8.5;39.1;74.5;135.0;50.1;12.4;7.7
2987;Noord-Holland (PV);2007 December;572.0;205.2;366.8;269.4;37.2;14.8;83.9;25.1;6.0;24.8;24.5;4.0;3.5;16.6;29.0;56.7;29.4;6.8;4.5;1097.5;417.0;680.5;518.6;93.7;25.1;148.0;44.4;10.6;51.0;49.4;6.6;5.4;31.5;52.9;94.3;46.7;13.3;7.6
2988;Noord-Holland (PV);2007 4th Quarter;2022.9;730.7;1292.2;937.0;149.5;53.0;287.7;76.9;22.3;67.2;77.1;18.2;15.1;60.2;109.7;218.9;98.8;23.1;14.4;3920.2;1500.6;2419.7;1820.5;396.4;88.1;498.7;134.1;39.4;132.0;155.9;31.8;24.4;112.7;207.2;371.6;157.6;45.1;24.9
2989;Noord-Holland (PV);2007;8865.2;3093.7;5771.4;4221.9;804.6;213.7;1260.8;348.0;109.2;291.2;350.4;81.6;59.3;254.3;448.8;984.6;412.7;92.2;60.1;19835.0;7722.7;12112.3;9418.1;2724.6;406.4;2319.3;672.3;219.2;635.2;790.3;161.8;108.6;505.8;874.5;1717.9;687.1;181.1;108.0
2990;Noord-Holland (PV);2008 January;517.2;186.7;330.4;243.8;32.8;14.9;81.9;19.4;4.9;19.8;16.6;4.0;3.3;19.0;27.1;51.6;26.6;4.8;3.7;983.4;374.6;608.8;462.5;78.5;23.0;143.5;34.8;8.4;44.3;32.7;6.7;5.3;35.7;49.4;87.9;41.9;10.0;6.6
2991;Noord-Holland (PV);2008 February;553.2;198.4;354.8;263.8;32.5;16.4;93.7;21.3;5.0;15.7;20.8;3.8;3.6;22.3;28.5;53.5;28.6;4.1;4.8;1068.5;425.6;642.9;495.2;75.1;26.8;171.5;37.5;8.6;29.2;40.8;7.1;5.9;42.6;50.2;86.9;45.5;8.1;7.2
2992;Noord-Holland (PV);2008 March;661.1;218.1;443.0;336.1;65.2;18.3;102.7;23.7;6.5;21.2;31.8;6.5;4.3;24.3;31.7;68.7;27.9;5.7;4.5;1339.7;435.3;904.3;726.7;207.4;33.0;192.7;41.5;12.1;43.5;67.8;13.2;7.3;49.4;58.8;116.6;43.1;11.0;6.9
2993;Noord-Holland (PV);2008 1st Quarter;1731.5;603.2;1128.3;843.7;130.5;49.6;278.3;64.4;16.4;56.7;69.2;14.2;11.3;65.6;87.4;173.8;83.1;14.7;13.0;3391.6;1235.6;2156.0;1684.4;361.1;82.9;507.7;113.9;29.0;117.0;141.3;27.0;18.6;127.7;158.3;291.4;130.5;29.1;20.7
2994;Noord-Holland (PV);2008 April;708.4;241.9;466.5;343.0;58.4;17.8;100.5;34.5;8.2;20.9;19.2;9.6;7.2;22.8;43.9;76.2;36.3;6.4;4.6;1518.6;555.7;962.8;738.0;169.7;34.3;196.6;69.1;16.1;43.7;39.0;20.3;13.6;47.4;88.3;141.3;62.9;12.5;8.2
2995;Noord-Holland (PV);2008 May;830.5;330.0;500.5;371.6;86.5;19.3;96.8;33.3;9.7;24.2;23.6;7.6;6.5;24.5;39.5;83.2;33.7;7.8;4.2;1933.3;893.5;1039.8;810.9;258.5;36.1;181.9;63.5;19.4;49.0;47.3;15.3;12.3;50.2;77.3;150.5;56.8;14.6;7.1
2996;Noord-Holland (PV);2008 June;741.7;288.8;452.9;314.6;64.8;17.2;91.7;22.8;6.8;17.5;22.5;6.2;5.5;21.0;38.7;86.5;37.3;9.6;4.9;1736.6;795.0;941.6;700.6;229.3;31.0;166.4;40.1;12.6;36.8;47.7;11.9;10.0;41.8;72.9;151.2;63.5;17.8;8.6
2997;Noord-Holland (PV);2008 2nd Quarter;2280.6;860.7;1419.9;1029.2;209.8;54.3;289.0;90.6;24.7;62.6;65.2;23.3;19.2;68.3;122.2;245.9;107.3;23.9;13.6;5188.5;2244.3;2944.2;2249.4;657.5;101.4;544.9;172.7;48.1;129.5;133.9;47.5;35.9;139.5;238.6;443.0;183.1;44.8;23.9
2998;Noord-Holland (PV);2008 July;818.8;284.0;534.8;392.9;104.8;19.9;95.2;30.7;9.9;21.2;31.4;10.1;7.6;23.7;38.3;88.5;38.5;10.1;4.8;2383.3;1048.5;1334.9;1068.0;471.1;41.7;186.4;59.8;22.5;47.8;71.7;22.5;16.0;50.3;78.1;172.6;64.7;20.5;9.0
2999;Noord-Holland (PV);2008 August;874.5;322.0;552.4;425.7;95.3;20.4;93.3;37.3;7.6;48.7;47.2;5.6;4.7;26.4;39.2;72.3;39.3;9.2;5.9;2475.8;1143.2;1332.6;1100.9;368.4;46.2;184.8;85.0;17.0;123.7;120.0;11.3;8.7;57.2;78.6;133.4;69.7;17.7;10.8
3000;Noord-Holland (PV);2008 September;733.3;287.1;446.2;320.0;76.1;17.4;86.7;21.9;7.4;16.7;23.4;6.1;5.8;20.0;38.5;77.6;35.1;9.0;4.6;1633.3;704.1;929.2;712.0;254.4;30.4;158.0;38.5;13.4;35.1;51.8;11.5;9.5;38.2;71.1;133.1;58.9;17.2;7.9
3001;Noord-Holland (PV);2008 3rd Quarter;2426.6;893.1;1533.5;1138.6;276.2;57.8;275.2;90.0;24.9;86.6;102.0;21.8;18.1;70.1;115.9;238.4;112.9;28.3;15.3;6492.4;2895.8;3596.6;2880.9;1093.9;118.4;529.2;183.4;52.9;206.7;243.5;45.3;34.2;145.7;227.8;439.2;193.3;55.5;27.7
3002;Noord-Holland (PV);2008 October;735.9;281.5;454.4;334.1;74.6;18.3;85.3;26.2;8.8;18.7;19.8;8.4;6.2;23.4;44.3;72.3;34.7;8.3;5.0;1526.7;627.3;899.4;698.3;230.8;32.7;153.9;43.8;16.6;34.9;38.1;15.8;10.6;41.6;79.6;118.8;57.8;15.7;8.9
3003;Noord-Holland (PV);2008 November;591.5;228.0;363.6;268.8;37.7;18.5;79.6;26.9;6.3;17.7;14.0;6.0;4.9;19.7;37.7;57.1;27.5;5.3;4.8;1076.1;434.0;642.1;481.5;79.7;31.3;135.1;46.5;10.3;33.6;26.1;9.9;8.1;35.6;65.2;96.8;45.6;10.3;8.0
3004;Noord-Holland (PV);2008 December;515.9;203.4;312.5;231.8;31.9;14.5;61.9;25.9;5.4;23.2;15.6;3.1;2.7;15.9;31.6;46.7;24.9;5.3;3.8;1006.5;424.0;582.5;443.8;73.2;23.6;108.0;45.8;9.9;49.3;30.8;5.5;4.7;31.2;61.8;79.7;42.3;10.7;6.1
3005;Noord-Holland (PV);2008 4th Quarter;1843.3;712.8;1130.5;834.7;144.2;51.3;226.8;79.0;20.6;59.6;49.4;17.5;13.8;59.0;113.6;176.1;87.2;19.0;13.6;3609.4;1485.3;2124.0;1623.6;383.7;87.7;396.9;136.1;36.7;117.8;95.1;31.1;23.4;108.4;206.6;295.3;145.6;36.6;22.9
3006;Noord-Holland (PV);2008;8282.0;3069.8;5212.2;3846.2;760.7;213.0;1069.3;324.0;86.6;265.5;285.8;76.8;62.4;263.1;439.0;834.3;390.4;85.8;55.5;18681.8;7861.0;10820.8;8438.3;2496.2;390.3;1978.7;606.0;166.8;571.0;613.8;150.8;112.1;521.3;831.3;1468.8;652.5;166.0;95.2
3007;Noord-Holland (PV);2009 January;466.9;186.8;280.1;212.5;35.6;14.9;58.3;19.4;4.5;19.0;11.1;2.8;2.7;15.8;28.4;40.1;20.5;4.2;2.9;882.8;350.7;532.1;411.9;85.1;24.1;103.6;34.5;8.2;41.5;22.2;4.9;4.3;29.6;54.0;69.9;36.2;9.1;5.0
3008;Noord-Holland (PV);2009 February;503.9;200.3;303.6;231.4;33.7;17.7;67.9;25.6;5.1;14.8;14.3;3.4;2.9;19.6;26.5;41.2;23.3;4.1;3.5;970.5;417.2;553.3;431.8;68.6;28.7;122.4;47.8;8.6;27.9;29.4;5.6;4.3;38.0;50.7;69.0;38.7;7.6;6.2
3009;Noord-Holland (PV);2009 March;576.5;212.5;364.0;273.4;43.9;15.6;86.1;22.2;6.2;17.6;17.8;5.0;3.8;23.0;32.1;56.6;25.9;4.2;3.9;1118.9;420.0;698.9;535.7;108.6;25.3;156.7;40.6;10.2;35.6;36.3;9.3;6.2;46.4;60.5;105.3;43.3;7.8;6.8
3010;Noord-Holland (PV);2009 1st Quarter;1547.4;599.7;947.7;717.4;113.2;48.3;212.4;67.1;15.8;51.4;43.3;11.2;9.3;58.4;87.0;137.9;69.7;12.5;10.3;2972.2;1188.0;1784.3;1379.3;262.3;78.1;382.6;122.8;27.1;105.0;87.9;19.7;14.8;114.0;165.2;244.2;118.2;24.4;18.0
3011;Noord-Holland (PV);2009 April;756.6;269.0;487.5;380.9;89.9;20.0;87.9;34.5;10.2;22.3;30.0;8.4;6.9;25.8;45.0;65.7;32.1;5.0;4.0;1659.3;581.1;1078.2;886.2;291.6;41.7;171.5;71.7;21.1;47.3;61.9;21.2;13.7;51.9;92.6;118.2;56.2;9.9;7.8
3012;Noord-Holland (PV);2009 May;818.0;337.0;481.0;360.2;89.4;22.6;79.6;37.2;9.8;23.2;19.2;6.9;5.7;24.6;42.0;76.5;33.2;6.9;4.2;1901.5;911.5;990.0;774.4;255.9;42.7;146.9;73.0;19.2;46.4;38.1;13.1;9.7;47.5;81.9;138.4;56.9;13.1;7.2
3013;Noord-Holland (PV);2009 June;751.3;297.7;453.7;327.5;89.1;17.9;75.9;23.9;9.0;18.2;20.6;5.7;6.4;20.8;40.1;82.5;30.6;7.5;5.4;1790.9;821.9;969.0;741.0;296.9;30.8;134.9;41.5;17.0;36.4;42.1;10.4;10.9;44.1;76.0;148.8;54.2;14.9;10.0
3014;Noord-Holland (PV);2009 2nd Quarter;2325.9;903.7;1422.2;1068.6;268.4;60.5;243.5;95.5;29.0;63.7;69.8;20.9;18.9;71.2;127.1;224.7;95.9;19.4;13.6;5351.8;2314.5;3037.2;2401.6;844.4;115.2;453.3;186.2;57.3;130.1;142.1;44.8;34.3;143.5;250.4;405.4;167.3;37.8;25.0
3015;Noord-Holland (PV);2009 July;872.5;299.6;572.9;422.6;124.8;23.8;89.6;33.0;11.4;22.8;30.0;10.3;6.8;25.7;44.4;95.4;37.6;11.9;5.4;2490.8;1072.8;1418.0;1135.8;513.7;52.8;171.2;66.8;27.0;48.9;68.8;23.9;14.0;55.1;93.7;182.9;65.5;23.0;10.8
3016;Noord-Holland (PV);2009 August;916.1;352.6;563.5;431.7;119.2;22.9;87.4;37.1;8.1;44.4;40.0;5.8;4.0;23.4;39.4;74.9;42.5;9.4;4.9;2680.9;1295.5;1385.5;1134.3;449.5;48.9;174.8;81.1;18.2;104.2;98.9;13.2;7.8;50.5;87.2;143.8;77.2;19.6;10.7
3017;Noord-Holland (PV);2009 September;749.2;294.7;454.6;319.9;78.8;16.6;81.0;24.0;7.5;17.0;22.2;5.5;5.0;19.4;42.9;79.5;38.8;11.1;5.2;1698.2;772.4;925.8;692.7;251.2;29.4;139.2;41.7;14.6;35.0;46.6;9.7;7.8;36.9;80.7;134.6;67.0;20.8;10.8
3018;Noord-Holland (PV);2009 3rd Quarter;2537.8;946.9;1590.9;1174.2;322.8;63.3;258.1;94.1;27.0;84.2;92.2;21.6;15.8;68.5;126.7;249.8;118.9;32.4;15.5;6869.9;3140.6;3729.3;2962.7;1214.4;131.1;485.1;189.6;59.8;188.1;214.2;46.8;29.6;142.5;261.5;461.3;209.7;63.4;32.2
3019;Noord-Holland (PV);2009 October;725.5;268.6;456.9;338.9;84.1;17.6;81.7;28.8;9.7;16.9;23.6;7.7;4.7;21.8;42.2;68.1;36.3;8.7;4.9;1541.2;601.0;940.2;738.8;271.4;30.9;144.4;52.7;18.9;32.7;46.5;14.1;7.8;40.6;78.8;116.6;58.9;16.6;9.4
3020;Noord-Holland (PV);2009 November;600.5;213.2;387.2;285.8;39.2;21.0;78.9;26.4;6.9;19.6;20.8;4.9;4.6;20.4;43.3;57.8;34.9;4.9;3.8;1121.9;425.5;696.4;531.5;85.7;42.2;136.9;45.4;11.7;37.1;39.4;8.1;7.9;38.6;78.7;94.7;54.7;8.8;6.8
3021;Noord-Holland (PV);2009 December;543.8;195.6;348.2;257.6;36.1;18.0;65.4;28.1;6.2;27.3;22.9;2.9;2.7;16.9;31.0;47.0;32.7;6.8;4.0;1025.1;395.7;629.3;480.5;73.4;28.8;112.9;50.4;11.5;56.3;45.9;4.6;4.3;33.1;59.4;76.3;52.3;12.2;8.0
3022;Noord-Holland (PV);2009 4th Quarter;1869.8;677.4;1192.4;882.3;159.4;56.6;226.0;83.3;22.8;63.8;67.3;15.5;12.0;59.0;116.6;172.9;103.9;20.4;12.8;3688.2;1422.2;2266.0;1750.8;430.5;101.9;394.2;148.4;42.0;126.0;131.8;26.9;19.9;112.3;216.8;287.6;165.9;37.6;24.1
3023;Noord-Holland (PV);2009;8281.0;3127.7;5153.3;3842.6;863.9;228.6;939.9;340.1;94.7;263.0;272.6;69.3;56.0;257.1;457.4;785.3;388.4;84.8;52.2;18882.1;8065.4;10816.7;8494.5;2751.5;426.2;1715.3;647.1;186.2;549.1;576.0;138.2;98.6;512.3;893.9;1398.6;661.1;163.2;99.4
3024;Noord-Holland (PV);2010 January;502.8;197.8;304.9;224.6;34.8;17.8;60.8;22.3;5.5;22.9;15.4;3.0;2.7;16.9;22.7;48.4;23.8;5.0;3.2;941.0;371.6;569.4;433.6;83.0;29.1;107.7;40.2;9.3;52.2;28.5;4.8;4.2;31.3;43.5;80.8;38.3;10.8;5.9
3025;Noord-Holland (PV);2010 February;549.4;214.0;335.4;252.4;35.6;20.7;78.5;26.1;5.4;18.4;18.2;3.7;3.0;19.1;23.6;49.4;26.6;4.1;2.9;1032.8;426.0;606.8;468.9;74.6;34.8;140.6;49.7;9.3;34.9;36.2;6.1;4.5;36.3;41.8;82.2;42.8;7.7;5.1
3026;Noord-Holland (PV);2010 March;682.1;228.5;453.6;330.6;57.2;19.6;89.8;31.4;7.3;25.0;28.0;6.3;5.3;26.5;34.2;76.3;35.1;5.9;5.7;1257.5;429.0;828.6;630.2;146.5;31.6;155.5;54.6;12.1;47.3;54.9;11.2;8.1;47.3;61.0;124.4;54.3;10.3;9.4
3027;Noord-Holland (PV);2010 1st Quarter;1734.2;640.3;1093.9;807.5;127.7;58.1;229.1;79.8;18.1;66.3;61.5;13.0;11.0;62.5;80.4;174.1;85.5;15.0;11.8;3231.3;1226.6;2004.7;1532.7;304.0;95.6;403.8;144.5;30.7;134.3;119.6;22.1;16.9;114.9;146.2;287.4;135.4;28.8;20.4
3028;Noord-Holland (PV);2010 April;825.6;286.4;539.2;419.2;94.7;26.9;93.3;46.7;12.1;27.8;29.3;9.1;7.7;27.9;43.5;70.2;35.7;6.7;7.2;1738.2;601.4;1136.8;925.1;295.0;55.3;173.0;96.4;24.6;56.0;59.9;17.4;14.6;53.6;79.2;124.9;61.5;12.5;12.9
3029;Noord-Holland (PV);2010 May;893.7;349.8;543.9;401.8;95.6;23.4;96.1;40.7;11.8;29.0;26.8;7.6;6.0;24.4;40.3;90.0;37.0;9.2;5.9;1986.6;897.7;1088.9;836.8;254.4;42.8;174.7;80.9;23.5;59.0;50.6;14.6;10.6;46.5;79.3;162.6;61.4;17.6;10.4
3030;Noord-Holland (PV);2010 June;835.3;315.6;519.7;363.5;88.9;19.6;94.7;29.9;9.5;23.5;29.5;6.5;5.3;22.7;33.4;95.7;41.3;13.2;6.0;1833.8;761.6;1072.2;789.7;280.5;33.9;174.2;55.1;18.5;47.8;58.7;11.7;8.9;41.6;58.8;175.0;70.8;26.0;10.7
