ID;Milieucompartimenten;Sectoren;Perioden;MilieuInvesteringen_1;TotaalMilieukosten_2;Personeelskosten_3;GoederenEnDiensten_4;Kapitaallasten_5;Onverdeeld_6;OpbrengstenEnBesparingen_7;TotaalMilieukosten_8;Personeelskosten_9;GoederenEnDiensten_10;Kapitaallasten_11;Onverdeeld_12;OpbrengstenEnBesparingen_13;TotaalMilieukosten_14;Personeelskosten_15;GoederenEnDiensten_16;Kapitaallasten_17;Onverdeeld_18;OpbrengstenEnBesparingen_19;TotaalMilieukosten_20;Personeelskosten_21;GoederenEnDiensten_22;Kapitaallasten_23;Onverdeeld_24;OpbrengstenEnBesparingen_25;TotaalMilieukosten_26;Personeelskosten_27;GoederenEnDiensten_28;Kapitaallasten_29;Onverdeeld_30;OpbrengstenEnBesparingen_31;TotaalSectoren_32;Rijksoverheid_33;Provincies_34;Waterschappen_35;Gemeenten_36;GemeenschappelijkeRegelingen_37;BedrijvenExclMilieudienstverlening_38;Milieudienstverlening_39;Huishoudens_40;Onverdeeld_41;NettoMilieulasten_42
10;Totaal milieucompartimenten;0;1995;2300.0;6601.0;1298.0;2764.0;1978.0;672.0;-111.0;819.0;438.0;355.0;27.0;3.0;-4.0;204.0;15.0;121.0;1.0;68.0;0.0;1672.0;394.0;477.0;224.0;600.0;-23.0;3906.0;451.0;1811.0;1726.0;1.0;-84.0;4927.0;680.0;20.0;123.0;604.0;148.0;1515.0;139.0;1686.0;13.0;6601.0
11;Totaal milieucompartimenten;0;1996;2151.0;6916.0;1361.0;2950.0;2052.0;687.0;-134.0;844.0;462.0;357.0;29.0;3.0;-7.0;176.0;12.0;96.0;2.0;67.0;0.0;1762.0;417.0;510.0;243.0;614.0;-21.0;4134.0;469.0;1988.0;1779.0;4.0;-106.0;;;;;;;;;;;
12;Totaal milieucompartimenten;0;1997;2765.0;7361.0;1496.0;3191.0;2136.0;692.0;-154.0;892.0;474.0;393.0;29.0;0.0;-4.0;218.0;65.0;77.0;0.0;76.0;0.0;1817.0;449.0;521.0;258.0;613.0;-24.0;4434.0;508.0;2200.0;1849.0;3.0;-126.0;5405.0;660.0;33.0;113.0;801.0;260.0;1565.0;92.0;1873.0;9.0;7361.0
13;Totaal milieucompartimenten;0;1998;1891.0;7771.0;1602.0;3381.0;2261.0;693.0;-166.0;927.0;494.0;407.0;30.0;0.0;-3.0;190.0;66.0;77.0;0.0;48.0;;2012.0;515.0;585.0;292.0;645.0;-24.0;4641.0;528.0;2312.0;1939.0;1.0;-139.0;;;;;;;;;;;
14;Totaal milieucompartimenten;0;1999;1966.0;8580.0;1794.0;3991.0;2289.0;714.0;-207.0;1209.0;549.0;653.0;18.0;0.0;-12.0;239.0;70.0;93.0;1.0;76.0;-1.0;2046.0;561.0;594.0;294.0;636.0;-40.0;5086.0;614.0;2650.0;1975.0;2.0;-154.0;5946.0;663.0;29.0;124.0;1013.0;261.0;1664.0;84.0;2102.0;6.0;8580.0
15;Totaal milieucompartimenten;0;2000;2037.0;9116.0;1900.0;4458.0;2307.0;727.0;-276.0;1235.0;545.0;689.0;15.0;;-14.0;223.0;67.0;103.0;2.0;51.0;0.0;2223.0;622.0;655.0;316.0;676.0;-46.0;5435.0;666.0;3011.0;1974.0;;-216.0;;;;;;;;;;;
16;Totaal milieucompartimenten;0;2001;2206.0;9650.0;2014.0;4833.0;2268.0;785.0;-249.0;1346.0;581.0;764.0;17.0;;-15.0;220.0;44.0;99.0;1.0;76.0;-1.0;2383.0;672.0;737.0;316.0;710.0;-52.0;5701.0;717.0;3233.0;1933.0;;-182.0;6774.0;704.0;50.0;122.0;1322.0;327.0;1794.0;123.0;2323.0;9.0;9650.0
17;Totaal milieucompartimenten;0;2003;2299.0;10440.0;2139.0;3184.0;2378.0;2897.0;-158.0;1694.0;505.0;183.0;30.0;995.0;-19.0;273.0;10.0;29.0;3.0;232.0;-1.0;2684.0;835.0;769.0;377.0;758.0;-56.0;5473.0;789.0;2203.0;1967.0;595.0;-82.0;7567.0;660.0;102.0;133.0;1769.0;3.0;2204.0;62.0;2579.0;53.0;10440.0
18;Totaal milieucompartimenten;0;2005;2649.0;10105.0;2345.0;3249.0;2415.0;2427.0;-332.0;1593.0;517.0;241.0;38.0;799.0;-1.0;289.0;18.0;28.0;2.0;241.0;;2688.0;829.0;741.0;404.0;765.0;-50.0;5227.0;796.0;2143.0;1968.0;601.0;-281.0;7605.0;706.0;68.0;128.0;1842.0;5.0;2024.0;96.0;2737.0;1.0;10105.0
19;Totaal milieucompartimenten;0;2007;3989.0;11337.0;2578.0;3968.0;2716.0;2540.0;-465.0;1709.0;548.0;236.0;32.0;914.0;-20.0;235.0;22.0;37.0;4.0;172.0;;3055.0;910.0;1032.0;379.0;825.0;-92.0;6025.0;906.0;2578.0;2297.0;597.0;-353.0;8343.0;1095.0;165.0;94.0;1813.0;133.0;2048.0;42.0;2919.0;33.0;11337.0
20;Totaal milieucompartimenten;0;2009;3310.0;10799.0;2545.0;3500.0;2859.0;2403.0;-508.0;1918.0;631.0;332.0;43.0;914.0;-2.0;206.0;24.0;42.0;4.0;136.0;;2981.0;904.0;932.0;297.0;961.0;-113.0;5694.0;987.0;2194.0;2514.0;392.0;-393.0;9529.0;1122.0;189.0;136.0;1767.0;93.0;3019.0;12.0;3120.0;70.0;10799.0
21;Totaal milieucompartimenten;0;2011;3244.0;10938.0;2705.0;3508.0;2836.0;2418.0;-528.0;1814.0;614.0;279.0;34.0;888.0;-1.0;218.0;35.0;38.0;4.0;141.0;;2969.0;905.0;912.0;294.0;996.0;-138.0;5938.0;1151.0;2279.0;2504.0;392.0;-388.0;9163.0;1221.0;204.0;134.0;1599.0;73.0;2837.0;-17.0;3089.0;23.0;10938.0
22;Totaal milieucompartimenten;1;1985;;1800.0;237.0;449.0;315.0;846.0;-48.0;274.0;144.0;73.0;12.0;47.0;-2.0;81.0;15.0;62.0;0.0;4.0;;746.0;5.0;40.0;10.0;692.0;-1.0;699.0;73.0;274.0;292.0;103.0;-45.0;1572.0;354.0;16.0;47.0;93.0;4.0;382.0;;671.0;5.0;825.0
23;Totaal milieucompartimenten;1;1986;;1851.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Totaal milieucompartimenten;1;1987;;1976.0;287.0;581.0;574.0;574.0;-39.0;318.0;166.0;103.0;15.0;36.0;-2.0;79.0;15.0;62.0;0.0;2.0;0.0;787.0;19.0;88.0;243.0;438.0;-1.0;793.0;86.0;328.0;316.0;98.0;-35.0;1796.0;423.0;18.0;44.0;115.0;3.0;428.0;;763.0;3.0;883.0
25;Totaal milieucompartimenten;1;1988;;2111.0;285.0;623.0;379.0;868.0;-44.0;325.0;175.0;106.0;18.0;28.0;-2.0;79.0;15.0;61.0;0.0;2.0;;809.0;6.0;50.0;2.0;753.0;-1.0;898.0;89.0;406.0;359.0;84.0;-41.0;;;;;;;;;;;
26;Totaal milieucompartimenten;1;1989;457.0;2184.0;300.0;698.0;361.0;876.0;-51.0;352.0;184.0;122.0;15.0;32.0;-1.0;92.0;15.0;76.0;0.0;2.0;0.0;812.0;6.0;54.0;2.0;752.0;-2.0;928.0;95.0;446.0;344.0;90.0;-47.0;2164.0;469.0;16.0;37.0;159.0;13.0;587.0;;874.0;9.0;828.0
27;Totaal milieucompartimenten;1;1990;454.0;2463.0;330.0;857.0;401.0;932.0;-57.0;465.0;210.0;203.0;18.0;35.0;-1.0;109.0;15.0;92.0;0.0;2.0;0.0;866.0;7.0;76.0;3.0;783.0;-2.0;1023.0;99.0;485.0;381.0;112.0;-53.0;;;;;;;;;;;
28;Totaal milieucompartimenten;1;1991;563.0;2851.0;377.0;1082.0;404.0;1048.0;-60.0;578.0;241.0;276.0;18.0;45.0;-1.0;105.0;14.0;91.0;1.0;;0.0;980.0;8.0;109.0;4.0;862.0;-4.0;1188.0;115.0;606.0;382.0;141.0;-55.0;2890.0;497.0;20.0;40.0;205.0;2.0;938.0;;1173.0;15.0;855.0
29;Totaal milieucompartimenten;1;1992;732.0;3219.0;434.0;1215.0;464.0;1179.0;-72.0;669.0;279.0;334.0;21.0;37.0;-2.0;106.0;15.0;91.0;0.0;;0.0;1107.0;8.0;108.0;6.0;989.0;-4.0;1337.0;131.0;683.0;436.0;153.0;-66.0;;;;;;;;;;;
30;Totaal milieucompartimenten;1;1993;1032.0;3031.0;449.0;1080.0;430.0;1122.0;-50.0;751.0;315.0;397.0;27.0;17.0;-4.0;126.0;16.0;109.0;0.0;;0.0;1064.0;10.0;72.0;7.0;980.0;-5.0;1089.0;107.0;502.0;396.0;126.0;-41.0;3007.0;506.0;23.0;43.0;255.0;5.0;677.0;110.0;1377.0;10.0;1337.0
31;Totaal milieucompartimenten;1;1994;690.0;3332.0;700.0;1461.0;655.0;579.0;-63.0;832.0;365.0;434.0;25.0;12.0;-4.0;119.0;16.0;103.0;0.0;;0.0;1205.0;198.0;301.0;163.0;550.0;-7.0;1176.0;122.0;623.0;466.0;18.0;-52.0;;;;;;;;;;;
32;Totaal milieucompartimenten;1;1995;705.0;3598.0;776.0;1599.0;688.0;604.0;-68.0;819.0;438.0;355.0;27.0;3.0;-4.0;117.0;15.0;102.0;0.0;;0.0;1265.0;201.0;308.0;167.0;600.0;-10.0;1396.0;122.0;833.0;494.0;1.0;-54.0;3453.0;526.0;17.0;63.0;266.0;5.0;739.0;139.0;1686.0;13.0;1719.0
33;Totaal milieucompartimenten;1;1996;648.0;3727.0;815.0;1650.0;714.0;620.0;-72.0;844.0;462.0;357.0;29.0;3.0;-7.0;93.0;12.0;80.0;2.0;;0.0;1333.0;220.0;329.0;181.0;614.0;-10.0;1456.0;121.0;884.0;502.0;4.0;-54.0;;;;;;;;;;;
34;Totaal milieucompartimenten;1;1997;601.0;3850.0;872.0;1783.0;642.0;616.0;-64.0;892.0;474.0;393.0;29.0;0.0;-4.0;125.0;65.0;59.0;0.0;;0.0;1291.0;210.0;311.0;172.0;613.0;-14.0;1542.0;124.0;1020.0;441.0;3.0;-46.0;3714.0;538.0;25.0;36.0;367.0;7.0;767.0;92.0;1872.0;9.0;2002.0
35;Totaal milieucompartimenten;1;1998;792.0;3923.0;898.0;1774.0;675.0;646.0;-69.0;927.0;494.0;407.0;30.0;0.0;-3.0;126.0;66.0;61.0;0.0;;;1383.0;229.0;338.0;185.0;645.0;-13.0;1487.0;110.0;969.0;459.0;1.0;-52.0;;;;;;;;;;;
36;Totaal milieucompartimenten;1;1999;863.0;4209.0;954.0;2091.0;620.0;638.0;-94.0;1209.0;549.0;653.0;18.0;0.0;-12.0;146.0;70.0;75.0;1.0;;-1.0;1361.0;232.0;336.0;187.0;636.0;-30.0;1493.0;102.0;1026.0;414.0;2.0;-51.0;3832.0;526.0;20.0;24.0;323.0;9.0;739.0;84.0;2102.0;6.0;2466.0
37;Totaal milieucompartimenten;1;2000;834.0;4473.0;987.0;2308.0;624.0;676.0;-122.0;1235.0;545.0;689.0;15.0;;-14.0;152.0;67.0;83.0;2.0;;0.0;1444.0;251.0;356.0;197.0;676.0;-35.0;1642.0;124.0;1181.0;410.0;;-72.0;;;;;;;;;;;
38;Totaal milieucompartimenten;1;2001;983.0;4734.0;1025.0;2491.0;629.0;710.0;-120.0;1346.0;581.0;764.0;17.0;;-15.0;125.0;44.0;80.0;1.0;;-1.0;1539.0;269.0;387.0;210.0;710.0;-37.0;1724.0;131.0;1259.0;401.0;;-67.0;4203.0;497.0;36.0;23.0;352.0;9.0;835.0;123.0;2320.0;9.0;3056.0
39;Totaal milieucompartimenten;1;2003;1156.0;5043.0;744.0;956.0;659.0;2801.0;-118.0;1529.0;341.0;183.0;30.0;995.0;-19.0;202.0;10.0;10.0;3.0;180.0;-1.0;1637.0;287.0;409.0;223.0;758.0;-40.0;1357.0;107.0;354.0;402.0;552.0;-58.0;4376.0;428.0;18.0;34.0;363.0;1.0;837.0;62.0;2579.0;53.0;3334.0
40;Totaal milieucompartimenten;1;2005;1349.0;5052.0;1057.0;1128.0;666.0;2319.0;-118.0;1501.0;425.0;241.0;38.0;799.0;-1.0;209.0;18.0;10.0;2.0;179.0;;1616.0;273.0;401.0;213.0;765.0;-36.0;1419.0;156.0;380.0;410.0;554.0;-81.0;4650.0;400.0;24.0;29.0;397.0;4.0;964.0;96.0;2736.0;1.0;3150.0
41;Totaal milieucompartimenten;1;2007;1709.0;5398.0;1159.0;1215.0;816.0;2430.0;-222.0;1629.0;467.0;236.0;32.0;914.0;-20.0;154.0;22.0;19.0;4.0;110.0;;1692.0;292.0;428.0;229.0;825.0;-82.0;1610.0;186.0;447.0;547.0;549.0;-120.0;4879.0;465.0;39.0;27.0;349.0;3.0;1005.0;42.0;2916.0;33.0;3819.0
42;Totaal milieucompartimenten;1;2009;1664.0;5130.0;1018.0;1149.0;796.0;2331.0;-164.0;1838.0;550.0;332.0;43.0;914.0;-2.0;125.0;24.0;16.0;4.0;81.0;;1722.0;255.0;393.0;191.0;961.0;-78.0;1446.0;189.0;408.0;558.0;375.0;-84.0;5104.0;444.0;42.0;28.0;337.0;1.0;1053.0;12.0;3117.0;70.0;3333.0
43;Totaal milieucompartimenten;1;2011;1509.0;5131.0;1150.0;1026.0;787.0;2339.0;-171.0;1734.0;533.0;279.0;34.0;888.0;-1.0;134.0;35.0;16.0;4.0;79.0;;1663.0;233.0;353.0;183.0;996.0;-102.0;1600.0;349.0;378.0;566.0;375.0;-68.0;4876.0;444.0;102.0;27.0;190.0;0.0;1021.0;-17.0;3086.0;23.0;3486.0
44;Totaal milieucompartimenten;2;1985;;196.0;73.0;121.0;;1.0;;98.0;61.0;36.0;;;;71.0;12.0;57.0;;1.0;;;;;;;;27.0;;27.0;;;;139.0;;2.0;33.0;0.0;;60.0;;44.0;;487.0
45;Totaal milieucompartimenten;2;1986;;210.0;75.0;133.0;;2.0;;104.0;63.0;41.0;;;;79.0;12.0;65.0;;2.0;;;;;;;;27.0;;27.0;;;;;;;;;;;;;;
46;Totaal milieucompartimenten;2;1987;;216.0;82.0;133.0;;2.0;;118.0;70.0;49.0;;;;71.0;12.0;57.0;;2.0;;;;;;;;27.0;;27.0;;;;163.0;;2.0;36.0;1.0;;75.0;;49.0;;572.0
47;Totaal milieucompartimenten;2;1988;;219.0;81.0;136.0;;2.0;;120.0;69.0;51.0;;;;68.0;12.0;54.0;;2.0;;;;;;;;31.0;;31.0;;;;;;;;;;;;;;
48;Totaal milieucompartimenten;2;1989;;251.0;83.0;166.0;;2.0;;133.0;71.0;63.0;;;;84.0;12.0;70.0;;2.0;;;;;;;;33.0;;33.0;;;;252.0;;2.0;28.0;0.0;;147.0;;68.0;6.0;576.0
49;Totaal milieucompartimenten;2;1990;;340.0;88.0;250.0;;2.0;;193.0;76.0;117.0;;;;99.0;12.0;85.0;;2.0;;;;;;;;48.0;;48.0;;;;;;;;;;;;;;
50;Totaal milieucompartimenten;2;1991;;397.0;92.0;305.0;;;;240.0;80.0;160.0;;;;98.0;12.0;86.0;;;;;;;;;;59.0;;59.0;;;;484.0;;1.0;33.0;1.0;;283.0;;156.0;10.0;537.0
51;Totaal milieucompartimenten;2;1992;;449.0;100.0;349.0;;;;284.0;88.0;196.0;;;;94.0;12.0;82.0;;;;;;;;;;71.0;;71.0;;;;;;;;;;;;;;
52;Totaal milieucompartimenten;2;1993;;527.0;104.0;422.0;;;;334.0;92.0;242.0;;;;113.0;12.0;101.0;;;;;;;;;;80.0;;80.0;;;;86.0;;2.0;33.0;1.0;;43.0;;;7.0;1088.0
53;Totaal milieucompartimenten;2;1994;;545.0;117.0;429.0;;;;360.0;105.0;256.0;;;;106.0;12.0;94.0;;;;;;;;;;80.0;;80.0;;;;;;;;;;;;;;
54;Totaal milieucompartimenten;2;1995;;667.0;129.0;537.0;;;;261.0;119.0;142.0;;;;105.0;10.0;95.0;;;;;;;;;;301.0;;301.0;;;;89.0;;1.0;25.0;1.0;;50.0;;;12.0;1258.0
55;Totaal milieucompartimenten;2;1996;;733.0;135.0;598.0;;;;264.0;126.0;138.0;;;;81.0;9.0;72.0;;;;;;;;;;388.0;;388.0;;;;;;;;;;;;;;
56;Totaal milieucompartimenten;2;1997;;869.0;222.0;647.0;;;;328.0;160.0;169.0;;;;118.0;63.0;55.0;;;;;;;;;;423.0;;423.0;;;;73.0;;;18.0;;0.0;47.0;;;8.0;1456.0
57;Totaal milieucompartimenten;2;1998;;819.0;227.0;592.0;;;;322.0;162.0;161.0;;;;119.0;65.0;53.0;;;;;;;;;;378.0;;378.0;;;;;;;;;;;;;;
58;Totaal milieucompartimenten;2;1999;;1122.0;239.0;891.0;;;-8.0;583.0;179.0;404.0;;;;125.0;60.0;65.0;;;;;;;;;;414.0;;422.0;;;-8.0;48.0;;0.0;16.0;;0.0;27.0;;;5.0;1736.0
59;Totaal milieucompartimenten;2;2000;;1200.0;225.0;976.0;;;;574.0;166.0;408.0;;;;129.0;58.0;71.0;;;;;;;;;;497.0;;497.0;;;;;;;;;;;;;;
60;Totaal milieucompartimenten;2;2001;;1307.0;221.0;1086.0;;;;654.0;185.0;469.0;;;;100.0;36.0;65.0;;;;;;;;;;552.0;;552.0;;;;85.0;;0.0;18.0;;0.0;60.0;;;6.0;1925.0
61;Totaal milieucompartimenten;2;2003;;1726.0;;;;1726.0;;995.0;;;;995.0;;180.0;;;;180.0;;;;;;;;552.0;;;;552.0;;71.0;;;19.0;;0.0;51.0;;;;2316.0
62;Totaal milieucompartimenten;2;2005;;1531.0;;;;1531.0;;798.0;;;;798.0;;179.0;;;;179.0;;;;;;;;554.0;;;;554.0;;81.0;;1.0;20.0;;0.0;60.0;;;;2156.0
63;Totaal milieucompartimenten;2;2007;;1464.0;;;;1464.0;;821.0;;;;821.0;;110.0;;;;110.0;;;;;;;;533.0;;;;533.0;;117.0;;30.0;20.0;;3.0;65.0;;;;2442.0
64;Totaal milieucompartimenten;2;2009;;1101.0;;;;1101.0;;717.0;;;;717.0;;81.0;;;;81.0;;;;;;;;303.0;;;;303.0;;111.0;;30.0;20.0;;;61.0;;;;2112.0
65;Totaal milieucompartimenten;2;2011;;1081.0;;;;1081.0;;703.0;;;;703.0;;79.0;;;;79.0;;;;;;;;298.0;;;;298.0;;158.0;;93.0;20.0;;;45.0;;;;2143.0
66;Totaal milieucompartimenten;3;1985;38.0;176.0;46.0;92.0;41.0;;-3.0;50.0;34.0;14.0;3.0;;0.0;8.0;3.0;5.0;0.0;;;;;;;;;118.0;9.0;73.0;38.0;;-2.0;181.0;97.0;;;15.0;0.0;27.0;;42.0;0.0;11.0
67;Totaal milieucompartimenten;3;1986;32.0;216.0;59.0;112.0;48.0;;-2.0;62.0;43.0;15.0;4.0;;0.0;10.0;4.0;5.0;0.0;;;;;;;;;145.0;12.0;91.0;44.0;;-1.0;;;;;;;;;;;
68;Totaal milieucompartimenten;3;1987;37.0;220.0;52.0;122.0;48.0;;-2.0;55.0;38.0;15.0;4.0;;-1.0;8.0;3.0;5.0;0.0;;0.0;;;;;;;156.0;11.0;102.0;44.0;;-1.0;210.0;122.0;;;6.0;;37.0;;45.0;0.0;29.0
69;Totaal milieucompartimenten;3;1988;35.0;252.0;55.0;150.0;48.0;;-2.0;58.0;39.0;16.0;3.0;;-1.0;11.0;3.0;7.0;0.0;;;;;;;;;184.0;13.0;127.0;45.0;;-1.0;;;;;;;;;;;
70;Totaal milieucompartimenten;3;1989;22.0;287.0;61.0;181.0;49.0;;-3.0;66.0;42.0;22.0;4.0;;0.0;8.0;3.0;5.0;0.0;;0.0;;;;;;;213.0;16.0;154.0;45.0;;-2.0;263.0;148.0;;0.0;21.0;;42.0;;51.0;0.0;44.0
71;Totaal milieucompartimenten;3;1990;19.0;271.0;65.0;161.0;50.0;;-5.0;76.0;48.0;24.0;4.0;;-1.0;10.0;2.0;7.0;0.0;;0.0;;;;;;;186.0;14.0;130.0;46.0;;-4.0;;;;;;;;;;;
72;Totaal milieucompartimenten;3;1991;16.0;341.0;74.0;221.0;50.0;;-4.0;89.0;56.0;31.0;3.0;;-1.0;7.0;2.0;5.0;1.0;;0.0;;;;;;;245.0;17.0;185.0;46.0;;-3.0;309.0;155.0;;0.0;24.0;0.0;71.0;;56.0;3.0;55.0
73;Totaal milieucompartimenten;3;1992;32.0;371.0;87.0;236.0;53.0;;-6.0;104.0;66.0;35.0;5.0;;-2.0;12.0;3.0;9.0;0.0;;0.0;;;;;;;255.0;18.0;192.0;48.0;;-4.0;;;;;;;;;;;
74;Totaal milieucompartimenten;3;1993;25.0;309.0;89.0;184.0;41.0;;-4.0;112.0;69.0;41.0;4.0;;-2.0;13.0;4.0;9.0;0.0;;0.0;0.0;;;0.0;;;185.0;15.0;135.0;37.0;;-2.0;276.0;164.0;;1.0;20.0;2.0;33.0;1.0;53.0;1.0;60.0
75;Totaal milieucompartimenten;3;1994;17.0;371.0;94.0;240.0;40.0;;-3.0;126.0;75.0;48.0;4.0;;-1.0;13.0;4.0;9.0;0.0;;0.0;;;;;;;232.0;15.0;183.0;36.0;;-2.0;;;;;;;;;;;
76;Totaal milieucompartimenten;3;1995;20.0;346.0;106.0;204.0;40.0;;-4.0;141.0;87.0;50.0;4.0;;-1.0;12.0;5.0;7.0;0.0;;0.0;;;;;;;193.0;14.0;146.0;36.0;;-3.0;257.0;142.0;;1.0;11.0;0.0;39.0;6.0;58.0;0.0;108.0
77;Totaal milieucompartimenten;3;1996;8.0;317.0;108.0;178.0;37.0;;-6.0;134.0;88.0;45.0;5.0;;-3.0;12.0;3.0;8.0;2.0;;0.0;;;;;;;171.0;17.0;125.0;31.0;;-2.0;;;;;;;;;;;
78;Totaal milieucompartimenten;3;1997;12.0;300.0;102.0;183.0;18.0;;-3.0;132.0;82.0;48.0;4.0;;-2.0;7.0;3.0;4.0;0.0;;0.0;;;;;;;161.0;17.0;131.0;14.0;;-1.0;210.0;134.0;;1.0;17.0;1.0;29.0;6.0;20.0;1.0;123.0
79;Totaal milieucompartimenten;3;1998;18.0;331.0;104.0;210.0;18.0;;-1.0;172.0;101.0;66.0;5.0;;;8.0;0.0;7.0;0.0;;;;;;;;;152.0;2.0;137.0;13.0;;-1.0;;;;;;;;;;;
80;Totaal milieucompartimenten;3;1999;19.0;337.0;109.0;209.0;20.0;;-1.0;177.0;104.0;68.0;5.0;;;6.0;1.0;5.0;0.0;;;;;;;;;154.0;3.0;137.0;15.0;;-1.0;204.0;144.0;;1.0;8.0;5.0;10.0;13.0;22.0;1.0;162.0
81;Totaal milieucompartimenten;3;2000;1.0;337.0;108.0;224.0;5.0;;0.0;185.0;108.0;73.0;4.0;;;4.0;;3.0;0.0;;;;;;;;;148.0;;148.0;0.0;;0.0;;;;;;;;;;;
82;Totaal milieucompartimenten;3;2001;;385.0;117.0;264.0;5.0;;-1.0;209.0;117.0;88.0;5.0;;-1.0;5.0;;5.0;;;;;;;;;;171.0;0.0;170.0;0.0;;;207.0;151.0;;0.0;21.0;1.0;2.0;29.0;;2.0;229.0
83;Totaal milieucompartimenten;3;2003;1.0;318.0;;;0.0;317.0;;;;;;;;;;;;;;;;;;;;;;;;;;194.0;140.0;;;;0.0;1.0;;;53.0;226.0
84;Totaal milieucompartimenten;3;2005;;307.0;185.0;96.0;4.0;21.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;180.0;107.0;;3.0;55.0;3.0;1.0;11.0;;1.0;194.0
