ID;Achtergrondkenmerken;Perioden;RechtshulpTotaal_1;Advocaat_2;BureauVoorRechtshulp_3;SemiParticuliereOrganisatie_4;Notaris_5;Werk_6;Uitkering_7;Huurhuis_8;EigenHuis_9;Verbintenissen_10;Familiezaken_11;OndervondenDelicten_12;OverigeRedenen_13
33;16;1998;41.8;7.3;7.7;10.4;27.6;5.1;1.0;2.9;19.8;2.4;5.3;0.5;10.9
34;16;1999;44.5;7.6;8.1;11.8;29.8;5.6;0.7;3.0;21.7;3.6;5.5;0.7;11.4
35;16;2000;41.5;8.0;7.5;12.2;26.8;7.2;1.1;3.1;18.4;2.7;6.1;0.4;11.5
36;16;2001;39.4;6.3;7.6;11.3;25.7;6.4;0.7;2.0;16.9;3.1;5.9;0.4;11.1
37;16;2002;39.1;7.5;7.6;14.2;23.4;5.9;1.4;1.9;17.4;4.0;4.5;0.5;10.8
38;16;2003;40.5;8.4;8.5;13.3;25.0;6.1;1.0;2.0;18.7;3.3;4.6;0.4;12.0
39;16;2004;41.5;8.5;7.4;12.5;26.3;6.9;1.4;1.7;19.8;2.5;5.4;0.3;11.3
40;17;1997;36.1;7.2;6.0;9.3;22.7;4.5;1.4;1.3;12.4;2.7;7.7;0.0;11.3
41;17;1998;38.4;8.5;7.5;12.0;23.0;6.3;1.2;1.7;14.3;3.4;7.6;0.4;10.2
42;17;1999;41.9;8.9;8.5;11.5;27.6;5.8;1.2;1.3;17.8;3.3;7.2;0.3;12.6
43;17;2000;40.2;7.6;6.8;10.7;26.6;4.4;0.8;1.2;17.9;3.0;7.5;0.1;11.1
44;17;2001;35.8;8.7;6.2;11.3;20.9;5.2;1.1;1.2;13.5;3.0;6.8;0.5;10.6
45;17;2002;37.7;9.1;6.9;12.8;21.6;4.6;0.9;1.4;13.8;3.6;8.4;0.2;11.7
46;17;2003;38.3;8.4;6.4;12.8;21.6;5.6;1.4;1.3;15.0;3.4;7.4;0.2;9.9
47;17;2004;37.8;10.3;5.4;11.9;21.6;6.3;1.4;1.2;14.7;2.7;7.3;0.3;10.8
48;18;1997;28.5;6.2;5.2;8.6;16.1;3.7;1.7;1.8;7.8;2.7;6.5;0.2;9.1
49;18;1998;31.1;6.7;5.8;10.0;17.1;5.1;2.0;1.7;10.1;2.5;5.8;0.2;9.3
50;18;1999;36.0;7.3;5.9;10.4;22.6;4.3;2.6;1.5;12.9;2.9;8.4;0.4;8.6
51;18;2000;33.9;7.6;5.3;8.9;21.0;4.3;1.6;1.1;11.0;3.0;8.0;0.1;10.2
52;18;2001;31.4;7.7;5.7;9.6;17.0;4.7;1.5;1.3;9.2;2.1;7.5;0.3;9.1
53;18;2002;31.6;8.2;4.9;10.9;17.4;5.3;1.6;1.0;9.9;3.2;7.1;0.1;8.6
54;18;2003;32.4;7.2;6.1;11.8;17.3;5.4;1.2;0.9;8.8;2.3;8.5;0.1;10.0
55;18;2004;33.3;7.9;5.4;11.7;17.9;5.3;1.2;1.1;11.2;3.0;7.2;0.3;9.5
56;19;1997;23.4;4.2;2.6;7.0;14.0;1.9;1.9;1.7;5.7;1.5;6.2;0.0;6.4
57;19;1998;28.5;5.4;4.2;9.8;16.2;3.2;1.9;1.5;6.6;1.6;7.3;0.5;9.3
58;19;1999;25.8;4.4;2.5;7.5;17.2;2.1;1.3;1.4;7.9;0.9;6.6;0.2;8.2
59;19;2000;23.9;4.5;3.4;7.4;14.4;3.1;1.3;1.0;5.8;2.1;6.3;0.2;6.4
60;19;2001;23.2;5.1;2.5;7.3;14.0;2.5;1.4;0.7;6.2;1.5;7.0;0.2;6.4
61;19;2002;24.9;4.2;3.0;9.6;13.7;3.8;1.4;1.9;5.8;2.0;6.6;0.0;6.3
62;19;2003;28.1;5.0;3.0;10.7;16.3;4.1;2.0;1.0;7.4;2.1;6.8;0.1;8.6
63;19;2004;26.4;5.1;3.1;9.2;15.6;4.1;1.3;0.8;6.4;1.6;7.0;0.2;8.6
64;20;1997;17.6;2.0;2.3;4.9;10.2;0.2;0.1;1.9;3.6;0.9;6.3;0.2;5.0
65;20;1998;17.1;2.7;1.8;4.6;10.5;0.0;0.3;2.2;3.8;0.4;6.6;0.1;4.7
66;20;1999;18.4;2.0;2.3;5.0;11.8;0.4;0.3;1.9;3.9;1.6;6.2;0.1;4.8
67;20;2000;17.8;2.3;2.3;5.2;11.8;0.7;0.2;2.3;3.9;1.3;6.3;0.1;5.6
68;20;2001;18.5;2.9;2.4;5.8;10.0;0.0;0.3;2.5;3.7;0.9;6.0;0.0;6.0
69;20;2002;17.6;1.5;2.3;5.2;11.0;0.4;0.4;1.3;2.9;1.2;5.6;0.0;6.8
70;20;2003;18.0;2.8;2.2;5.4;11.0;0.4;0.3;1.5;4.4;1.2;5.6;0.1;6.1
71;20;2004;18.1;2.2;1.8;4.2;12.6;0.3;0.1;1.1;4.8;0.6;6.9;0.0;5.4
72;21;1997;14.7;1.6;1.9;3.7;8.6;0.0;0.4;2.2;1.8;1.6;4.9;0.0;4.6
73;21;1998;13.8;0.9;1.1;5.1;8.6;0.0;0.3;2.2;1.5;0.7;5.0;0.0;5.2
74;21;1999;10.4;0.4;0.9;3.3;6.8;0.3;0.0;1.4;1.5;0.7;4.5;0.0;2.7
75;21;2000;12.1;1.2;0.8;4.6;7.0;0.2;0.4;3.3;2.8;0.8;3.9;0.0;1.7
76;21;2001;10.2;0.9;0.7;2.1;7.1;0.1;0.0;1.4;1.8;0.5;4.3;0.0;2.5
77;21;2002;11.6;0.5;0.2;2.8;8.7;0.2;0.0;1.6;2.0;0.1;6.4;0.0;1.3
78;21;2003;12.1;1.3;1.0;2.6;8.7;0.1;0.0;0.6;2.7;0.8;5.5;0.0;3.0
79;21;2004;11.2;0.9;0.6;2.5;7.7;0.0;0.0;1.2;1.9;0.1;5.3;0.0;2.8
80;Leeftijd: 15 tot 25 jaar;1997;20.7;4.3;6.1;6.5;8.1;3.5;1.3;3.1;5.2;2.1;1.3;0.2;5.8
81;Leeftijd: 15 tot 25 jaar;1998;20.6;2.7;5.9;7.3;8.8;2.9;0.8;2.6;6.8;1.6;1.3;0.8;6.4
82;Leeftijd: 15 tot 25 jaar;1999;23.7;3.1;7.1;9.5;9.0;3.9;0.9;3.8;6.0;1.8;2.4;0.0;7.1
83;Leeftijd: 15 tot 25 jaar;2000;23.4;4.0;6.2;8.3;9.6;3.0;0.6;3.4;6.8;3.1;1.7;0.4;6.6
84;Leeftijd: 15 tot 25 jaar;2001;22.9;3.6;7.2;8.9;8.5;3.5;1.0;3.4;6.6;2.1;1.6;0.4;6.9
85;Leeftijd: 15 tot 25 jaar;2002;25.6;5.7;8.8;8.7;9.8;3.3;1.0;3.6;7.2;2.4;2.1;0.5;9.6
86;Leeftijd: 15 tot 25 jaar;2003;26.2;5.1;6.1;9.3;11.1;4.1;0.7;1.8;8.8;2.1;2.1;0.4;9.1
87;Leeftijd: 15 tot 25 jaar;2004;20.3;3.7;5.7;6.9;8.6;3.0;0.7;2.6;7.1;1.4;1.2;0.2;6.6
88;Leeftijd: 25 tot 45 jaar;1997;38.1;7.3;7.0;10.9;23.4;5.0;1.5;2.2;14.2;3.0;6.9;0.1;11.3
89;Leeftijd: 25 tot 45 jaar;1998;40.1;7.8;7.6;11.2;25.4;5.7;1.1;2.3;17.2;2.9;6.5;0.4;10.6
90;Leeftijd: 25 tot 45 jaar;1999;43.2;8.2;8.3;11.6;28.7;5.7;1.0;2.2;19.8;3.4;6.3;0.5;12.0
91;Leeftijd: 25 tot 45 jaar;2000;40.8;7.8;7.2;11.5;26.7;5.8;1.0;2.1;18.2;2.9;6.8;0.2;11.3
92;Leeftijd: 25 tot 45 jaar;2001;37.5;7.6;6.9;11.3;23.3;5.8;0.9;1.6;15.1;3.0;6.3;0.5;10.9
93;Leeftijd: 25 tot 45 jaar;2002;38.4;8.4;7.2;13.5;22.5;5.2;1.1;1.6;15.5;3.8;6.6;0.3;11.3
94;Leeftijd: 25 tot 45 jaar;2003;39.3;8.4;7.4;13.0;23.2;5.8;1.2;1.6;16.7;3.4;6.1;0.3;10.9
95;Leeftijd: 25 tot 45 jaar;2004;39.5;9.5;6.3;12.2;23.8;6.6;1.4;1.5;17.1;2.6;6.4;0.3;11.0
96;Leeftijd: 45 tot 65 jaar;1997;26.4;5.4;4.2;7.9;15.2;3.0;1.8;1.7;7.0;2.2;6.4;0.1;8.0
97;Leeftijd: 45 tot 65 jaar;1998;30.0;6.2;5.1;10.0;16.8;4.3;2.0;1.6;8.7;2.2;6.4;0.3;9.3
98;Leeftijd: 45 tot 65 jaar;1999;31.9;6.1;4.5;9.2;20.4;3.4;2.1;1.5;10.9;2.1;7.7;0.3;8.4
99;Leeftijd: 45 tot 65 jaar;2000;29.8;6.4;4.6;8.3;18.3;3.8;1.5;1.0;8.9;2.7;7.3;0.2;8.6
100;Leeftijd: 45 tot 65 jaar;2001;28.0;6.6;4.4;8.6;15.8;3.8;1.5;1.1;8.0;1.9;7.3;0.3;8.0
101;Leeftijd: 45 tot 65 jaar;2002;28.7;6.5;4.1;10.3;15.8;4.7;1.5;1.3;8.1;2.7;6.9;0.1;7.6
102;Leeftijd: 45 tot 65 jaar;2003;30.5;6.2;4.8;11.3;16.8;4.8;1.6;0.9;8.2;2.2;7.7;0.1;9.4
103;Leeftijd: 45 tot 65 jaar;2004;30.2;6.6;4.4;10.6;16.9;4.8;1.2;1.0;9.0;2.4;7.1;0.2;9.1
104;Leeftijd: 65 jaar of ouder;1997;16.5;1.9;2.1;4.4;9.6;0.1;0.2;2.0;2.9;1.2;5.8;0.1;4.8
105;Leeftijd: 65 jaar of ouder;1998;15.9;2.0;1.5;4.8;9.8;0.0;0.3;2.2;3.0;0.5;6.0;0.0;4.9
106;Leeftijd: 65 jaar of ouder;1999;15.0;1.3;1.7;4.3;9.7;0.3;0.2;1.7;2.9;1.2;5.5;0.1;3.9
107;Leeftijd: 65 jaar of ouder;2000;15.6;1.9;1.7;4.9;9.9;0.5;0.3;2.7;3.5;1.1;5.4;0.0;4.1
108;Leeftijd: 65 jaar of ouder;2001;15.1;2.1;1.7;4.3;8.8;0.0;0.2;2.1;2.9;0.7;5.3;0.0;4.6
109;Leeftijd: 65 jaar of ouder;2002;15.0;1.1;1.4;4.1;10.0;0.3;0.2;1.4;2.5;0.7;5.9;0.0;4.5
110;Leeftijd: 65 jaar of ouder;2003;15.4;2.1;1.7;4.2;10.0;0.2;0.2;1.1;3.7;1.0;5.6;0.1;4.8
111;Leeftijd: 65 jaar of ouder;2004;15.3;1.7;1.3;3.5;10.5;0.2;0.1;1.1;3.6;0.4;6.2;0.0;4.3
112;Leeftijd: 15 tot 20 jaar;1997;10.2;3.0;4.7;2.5;1.5;3.4;0.3;1.0;0.8;1.5;0.3;0.0;3.2
113;Leeftijd: 15 tot 20 jaar;1998;13.6;2.4;2.6;5.2;5.3;0.5;0.6;2.0;2.7;0.1;2.1;1.1;5.7
114;Leeftijd: 15 tot 20 jaar;1999;13.1;2.9;6.0;4.1;4.3;2.5;0.0;0.5;2.3;0.9;3.1;0.2;4.7
115;Leeftijd: 15 tot 20 jaar;2000;11.8;4.3;3.2;3.6;1.3;1.4;0.4;0.6;0.6;1.6;1.1;0.0;5.4
116;Leeftijd: 15 tot 20 jaar;2001;14.0;2.2;4.3;7.5;2.9;3.4;0.3;2.7;1.3;0.6;1.0;0.0;6.1
117;Leeftijd: 15 tot 20 jaar;2002;13.9;3.2;5.7;5.9;2.8;2.7;0.0;1.9;1.8;1.5;1.0;0.4;6.3
118;Leeftijd: 15 tot 20 jaar;2003;10.4;2.9;2.4;4.9;2.1;1.5;0.0;0.3;1.5;0.9;1.6;0.3;5.2
119;Leeftijd: 15 tot 20 jaar;2004;12.1;3.7;4.5;4.3;3.0;1.4;0.0;1.9;2.7;1.4;0.8;0.3;4.4
120;Leeftijd: 20 tot 25 jaar;1997;24.0;4.7;6.5;7.8;10.2;3.5;1.6;3.8;6.7;2.3;1.6;0.3;6.6
121;Leeftijd: 20 tot 25 jaar;1998;23.1;2.8;7.1;8.1;10.0;3.7;0.8;2.9;8.2;2.2;1.0;0.6;6.7
122;Leeftijd: 20 tot 25 jaar;1999;27.8;3.2;7.6;11.6;10.8;4.4;1.2;5.0;7.5;2.1;2.2;0.0;8.0
123;Leeftijd: 20 tot 25 jaar;2000;27.7;3.8;7.3;10.1;12.6;3.6;0.7;4.5;9.1;3.6;1.9;0.5;7.1
124;Leeftijd: 20 tot 25 jaar;2001;25.9;4.0;8.2;9.3;10.4;3.5;1.2;3.7;8.5;2.6;1.7;0.6;7.2
125;Leeftijd: 20 tot 25 jaar;2002;30.0;6.6;9.9;9.7;12.4;3.5;1.4;4.3;9.1;2.8;2.5;0.5;10.9
126;Leeftijd: 20 tot 25 jaar;2003;31.2;5.8;7.3;10.7;14.0;4.9;1.0;2.2;11.1;2.5;2.2;0.4;10.4
127;Leeftijd: 20 tot 25 jaar;2004;23.2;3.7;6.1;7.8;10.5;3.6;0.9;2.9;8.7;1.4;1.3;0.2;7.4
128;Leeftijd: 25 tot 35 jaar;1997;39.9;7.4;8.0;12.4;24.1;5.6;1.7;3.0;15.8;3.4;6.2;0.3;11.2
129;Leeftijd: 25 tot 35 jaar;1998;41.8;7.3;7.7;10.4;27.6;5.1;1.0;2.9;19.8;2.4;5.3;0.5;10.9
130;Leeftijd: 25 tot 35 jaar;1999;44.5;7.6;8.1;11.8;29.8;5.6;0.7;3.0;21.7;3.6;5.5;0.7;11.4
131;Leeftijd: 25 tot 35 jaar;2000;41.5;8.0;7.5;12.2;26.8;7.2;1.1;3.1;18.4;2.7;6.1;0.4;11.5
132;Leeftijd: 25 tot 35 jaar;2001;39.4;6.3;7.6;11.3;25.7;6.4;0.7;2.0;16.9;3.1;5.9;0.4;11.1
133;Leeftijd: 25 tot 35 jaar;2002;39.1;7.5;7.6;14.2;23.4;5.9;1.4;1.9;17.4;4.0;4.5;0.5;10.8
134;Leeftijd: 25 tot 35 jaar;2003;40.5;8.4;8.5;13.3;25.0;6.1;1.0;2.0;18.7;3.3;4.6;0.4;12.0
135;Leeftijd: 25 tot 35 jaar;2004;41.5;8.5;7.4;12.5;26.3;6.9;1.4;1.7;19.8;2.5;5.4;0.3;11.3
136;Leeftijd: 35 tot 45 jaar;1997;36.1;7.2;6.0;9.3;22.7;4.5;1.4;1.3;12.4;2.7;7.7;0.0;11.3
137;Leeftijd: 35 tot 45 jaar;1998;38.4;8.5;7.5;12.0;23.0;6.3;1.2;1.7;14.3;3.4;7.6;0.4;10.2
138;Leeftijd: 35 tot 45 jaar;1999;41.9;8.9;8.5;11.5;27.6;5.8;1.2;1.3;17.8;3.3;7.2;0.3;12.6
139;Leeftijd: 35 tot 45 jaar;2000;40.2;7.6;6.8;10.7;26.6;4.4;0.8;1.2;17.9;3.0;7.5;0.1;11.1
140;Leeftijd: 35 tot 45 jaar;2001;35.8;8.7;6.2;11.3;20.9;5.2;1.1;1.2;13.5;3.0;6.8;0.5;10.6
141;Leeftijd: 35 tot 45 jaar;2002;37.7;9.1;6.9;12.8;21.6;4.6;0.9;1.4;13.8;3.6;8.4;0.2;11.7
142;Leeftijd: 35 tot 45 jaar;2003;38.3;8.4;6.4;12.8;21.6;5.6;1.4;1.3;15.0;3.4;7.4;0.2;9.9
143;Leeftijd: 35 tot 45 jaar;2004;37.8;10.3;5.4;11.9;21.6;6.3;1.4;1.2;14.7;2.7;7.3;0.3;10.8
144;Leeftijd: 45 tot 55 jaar;1997;28.5;6.2;5.2;8.6;16.1;3.7;1.7;1.8;7.8;2.7;6.5;0.2;9.1
145;Leeftijd: 45 tot 55 jaar;1998;31.1;6.7;5.8;10.0;17.1;5.1;2.0;1.7;10.1;2.5;5.8;0.2;9.3
146;Leeftijd: 45 tot 55 jaar;1999;36.0;7.3;5.9;10.4;22.6;4.3;2.6;1.5;12.9;2.9;8.4;0.4;8.6
147;Leeftijd: 45 tot 55 jaar;2000;33.9;7.6;5.3;8.9;21.0;4.3;1.6;1.1;11.0;3.0;8.0;0.1;10.2
148;Leeftijd: 45 tot 55 jaar;2001;31.4;7.7;5.7;9.6;17.0;4.7;1.5;1.3;9.2;2.1;7.5;0.3;9.1
149;Leeftijd: 45 tot 55 jaar;2002;31.6;8.2;4.9;10.9;17.4;5.3;1.6;1.0;9.9;3.2;7.1;0.1;8.6
150;Leeftijd: 45 tot 55 jaar;2003;32.4;7.2;6.1;11.8;17.3;5.4;1.2;0.9;8.8;2.3;8.5;0.1;10.0
151;Leeftijd: 45 tot 55 jaar;2004;33.3;7.9;5.4;11.7;17.9;5.3;1.2;1.1;11.2;3.0;7.2;0.3;9.5
152;Leeftijd: 55 tot 65 jaar;1997;23.4;4.2;2.6;7.0;14.0;1.9;1.9;1.7;5.7;1.5;6.2;0.0;6.4
153;Leeftijd: 55 tot 65 jaar;1998;28.5;5.4;4.2;9.8;16.2;3.2;1.9;1.5;6.6;1.6;7.3;0.5;9.3
154;Leeftijd: 55 tot 65 jaar;1999;25.8;4.4;2.5;7.5;17.2;2.1;1.3;1.4;7.9;0.9;6.6;0.2;8.2
155;Leeftijd: 55 tot 65 jaar;2000;23.9;4.5;3.4;7.4;14.4;3.1;1.3;1.0;5.8;2.1;6.3;0.2;6.4
156;Leeftijd: 55 tot 65 jaar;2001;23.2;5.1;2.5;7.3;14.0;2.5;1.4;0.7;6.2;1.5;7.0;0.2;6.4
157;Leeftijd: 55 tot 65 jaar;2002;24.9;4.2;3.0;9.6;13.7;3.8;1.4;1.9;5.8;2.0;6.6;0.0;6.3
158;Leeftijd: 55 tot 65 jaar;2003;28.1;5.0;3.0;10.7;16.3;4.1;2.0;1.0;7.4;2.1;6.8;0.1;8.6
159;Leeftijd: 55 tot 65 jaar;2004;26.4;5.1;3.1;9.2;15.6;4.1;1.3;0.8;6.4;1.6;7.0;0.2;8.6
160;Leeftijd: 65 tot 75 jaar;1997;17.6;2.0;2.3;4.9;10.2;0.2;0.1;1.9;3.6;0.9;6.3;0.2;5.0
161;Leeftijd: 65 tot 75 jaar;1998;17.1;2.7;1.8;4.6;10.5;0.0;0.3;2.2;3.8;0.4;6.6;0.1;4.7
162;Leeftijd: 65 tot 75 jaar;1999;18.4;2.0;2.3;5.0;11.8;0.4;0.3;1.9;3.9;1.6;6.2;0.1;4.8
163;Leeftijd: 65 tot 75 jaar;2000;17.8;2.3;2.3;5.2;11.8;0.7;0.2;2.3;3.9;1.3;6.3;0.1;5.6
164;Leeftijd: 65 tot 75 jaar;2001;18.5;2.9;2.4;5.8;10.0;0.0;0.3;2.5;3.7;0.9;6.0;0.0;6.0
165;Leeftijd: 65 tot 75 jaar;2002;17.6;1.5;2.3;5.2;11.0;0.4;0.4;1.3;2.9;1.2;5.6;0.0;6.8
166;Leeftijd: 65 tot 75 jaar;2003;18.0;2.8;2.2;5.4;11.0;0.4;0.3;1.5;4.4;1.2;5.6;0.1;6.1
167;Leeftijd: 65 tot 75 jaar;2004;18.1;2.2;1.8;4.2;12.6;0.3;0.1;1.1;4.8;0.6;6.9;0.0;5.4
168;Leeftijd: 75 tot 85 jaar;1997;15.7;2.0;1.6;3.9;9.5;0.0;0.5;2.0;2.1;1.9;5.3;0.0;4.7
169;Leeftijd: 75 tot 85 jaar;1998;14.3;0.9;1.3;4.9;9.3;0.0;0.3;2.0;1.7;0.8;5.2;0.0;5.3
170;Leeftijd: 75 tot 85 jaar;1999;11.6;0.5;1.2;3.8;7.6;0.4;0.0;1.7;1.8;0.9;4.7;0.0;3.0
171;Leeftijd: 75 tot 85 jaar;2000;13.4;1.4;0.9;5.4;7.5;0.2;0.4;3.8;2.9;0.9;4.4;0.0;1.8
172;Leeftijd: 75 tot 85 jaar;2001;9.9;1.1;0.8;2.1;6.6;0.1;0.0;1.5;1.9;0.3;4.6;0.0;2.2
173;Leeftijd: 75 tot 85 jaar;2002;11.0;0.6;0.2;2.7;8.2;0.2;0.0;1.5;2.4;0.1;5.4;0.0;1.4
174;Leeftijd: 75 tot 85 jaar;2003;13.0;1.2;1.0;3.0;9.1;0.1;0.0;0.6;3.3;0.9;5.5;0.0;2.9
175;Leeftijd: 75 tot 85 jaar;2004;11.9;1.1;0.8;2.4;8.2;0.0;0.0;1.2;2.2;0.2;5.7;0.0;2.8
176;Leeftijd: 85 jaar of ouder;1997;10.0;0.0;3.4;2.6;4.0;0.0;0.0;3.4;0.0;0.0;2.6;0.0;4.0
177;Leeftijd: 85 jaar of ouder;1998;10.8;0.9;0.0;6.9;3.9;0.0;0.0;3.3;0.0;0.0;3.9;0.0;4.5
178;Leeftijd: 85 jaar of ouder;1999;4.8;0.0;0.0;1.5;3.4;0.0;0.0;0.0;0.0;0.0;3.4;0.0;1.5
179;Leeftijd: 85 jaar of ouder;2000;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2.3;0.0;0.8;0.0;0.9
180;Leeftijd: 85 jaar of ouder;2001;11.7;0.0;0.0;2.3;9.4;0.0;0.0;1.0;1.5;1.9;2.8;0.0;4.4
181;Leeftijd: 85 jaar of ouder;2002;14.7;0.0;0.0;3.3;11.4;0.0;0.0;2.4;0.0;0.0;11.4;0.0;0.9
182;Leeftijd: 85 jaar of ouder;2003;7.6;1.8;0.9;0.8;6.6;0.0;0.0;0.8;0.0;0.0;5.6;0.0;3.7
183;Leeftijd: 85 jaar of ouder;2004;7.8;0.0;0.0;2.8;4.9;0.0;0.0;1.0;0.7;0.0;3.4;0.0;2.8
184;92;1997;18.8;5.4;5.1;7.3;4.9;2.8;1.4;2.8;2.4;2.6;0.9;0.0;7.7
185;92;1998;17.5;2.2;4.8;7.1;7.0;2.4;0.3;3.4;5.3;2.0;0.5;0.4;5.2
186;92;1999;20.5;3.8;6.5;8.1;7.6;3.2;0.9;2.4;4.0;2.4;2.7;0.0;6.7
187;92;2000;23.0;3.4;7.5;9.9;6.6;4.0;0.2;3.5;4.0;4.3;0.9;0.2;7.8
188;92;2001;21.6;4.0;5.7;9.5;7.9;3.8;1.1;2.8;6.1;2.4;1.4;0.6;6.4
189;92;2002;23.2;5.3;9.0;7.1;8.2;3.1;0.9;1.1;5.6;3.6;1.6;0.3;10.5
190;92;2003;23.5;5.6;4.9;9.7;8.8;3.5;0.2;1.9;6.2;2.5;1.7;0.8;10.5
191;92;2004;18.3;4.2;4.0;6.8;7.4;3.2;0.4;2.4;5.4;1.0;1.8;0.0;6.1
192;94;1997;41.5;6.8;7.8;13.8;25.8;6.4;1.6;3.9;16.5;3.4;5.2;0.3;11.6
193;94;1998;40.4;7.3;7.4;10.0;27.6;4.8;1.1;2.4;21.4;2.0;3.4;0.3;11.2
194;94;1999;44.9;7.7;8.1;12.2;29.1;6.8;0.7;3.2;21.8;4.3;4.5;0.7;11.0
195;94;2000;43.1;8.5;6.9;12.7;27.5;7.5;1.1;3.4;18.7;3.1;5.8;0.3;12.1
196;94;2001;39.0;6.4;7.2;11.9;25.2;7.4;0.5;2.0;17.4;3.3;4.7;0.1;10.7
197;94;2002;40.6;8.9;8.3;14.4;24.6;6.3;1.9;0.9;18.5;5.0;4.3;0.5;12.1
198;94;2003;41.3;8.3;7.9;13.2;26.5;6.5;1.0;1.9;20.0;3.4;3.5;0.4;12.0
199;94;2004;42.2;8.8;7.0;12.1;27.3;8.8;1.7;1.5;21.4;2.3;4.1;0.4;10.0
200;96;1997;36.5;7.7;5.4;9.4;23.5;5.5;1.3;1.0;13.5;3.2;6.5;0.0;10.8
201;96;1998;40.1;7.7;8.8;13.2;24.4;7.1;1.0;1.2;16.6;4.8;6.9;0.3;9.0
