ID;Geslacht;Leeftijden;RegioS;Perioden;AOWUitkeringenTotaal_1;AOWUitkeringenVolledig_2;AOWUitkeringenGekort_3
33;Totaal mannen en vrouwen;Totaal;Totaal regio;2015 1e kwartaal;3300620.0;2682590.0;618030.0
34;Totaal mannen en vrouwen;Totaal;Totaal regio;2015 2e kwartaal;3323840.0;2700390.0;623450.0
35;Totaal mannen en vrouwen;Totaal;Totaal regio;2015 3e kwartaal;3348560.0;2720340.0;628220.0
36;Totaal mannen en vrouwen;Totaal;Totaal regio;2015 4e kwartaal;3371260.0;2736670.0;634590.0
37;Totaal mannen en vrouwen;Totaal;Totaal regio;2016 1e kwartaal;3336580.0;2706430.0;630150.0
38;Totaal mannen en vrouwen;Totaal;Totaal regio;2016 2e kwartaal;3353900.0;2720430.0;633470.0
39;Totaal mannen en vrouwen;Totaal;Totaal regio;2016 3e kwartaal;3376140.0;2738180.0;637960.0
40;Totaal mannen en vrouwen;Totaal;Totaal regio;2016 4e kwartaal;3397630.0;2755810.0;641830.0
41;Totaal mannen en vrouwen;Totaal;Totaal regio;2017 1e kwartaal;3358310.0;2721640.0;636670.0
42;Totaal mannen en vrouwen;Totaal;Totaal regio;2017 2e kwartaal;3378910.0;2738040.0;640870.0
43;Totaal mannen en vrouwen;Totaal;Totaal regio;2017 3e kwartaal;3398600.0;2754420.0;644180.0
44;Totaal mannen en vrouwen;Totaal;Totaal regio;2017 4e kwartaal;3422100.0;2773100.0;649000.0
45;Totaal mannen en vrouwen;Totaal;Totaal regio;2018 1e kwartaal;3380260.0;2736800.0;643460.0
46;Totaal mannen en vrouwen;Totaal;Totaal regio;2018 2e kwartaal;3400100.0;2753910.0;646200.0
47;Totaal mannen en vrouwen;Totaal;Totaal regio;2018 3e kwartaal;3425230.0;2773810.0;651420.0
48;Totaal mannen en vrouwen;Totaal;Totaal regio;2018 4e kwartaal;3444930.0;2790050.0;654880.0
49;Totaal mannen en vrouwen;Totaal;Nederland;2006 4e kwartaal;2368400.0;2178080.0;190320.0
50;Totaal mannen en vrouwen;Totaal;Nederland;2007 1e kwartaal;2375190.0;2181780.0;193410.0
51;Totaal mannen en vrouwen;Totaal;Nederland;2007 2e kwartaal;2388150.0;2191620.0;196540.0
52;Totaal mannen en vrouwen;Totaal;Nederland;2007 3e kwartaal;2403670.0;2202680.0;201000.0
53;Totaal mannen en vrouwen;Totaal;Nederland;2007 4e kwartaal;2414990.0;2211440.0;203550.0
54;Totaal mannen en vrouwen;Totaal;Nederland;2008 1e kwartaal;2424910.0;2218300.0;206610.0
55;Totaal mannen en vrouwen;Totaal;Nederland;2008 2e kwartaal;2437280.0;2227900.0;209390.0
56;Totaal mannen en vrouwen;Totaal;Nederland;2008 3e kwartaal;2455140.0;2241510.0;213630.0
57;Totaal mannen en vrouwen;Totaal;Nederland;2008 4e kwartaal;2471990.0;2255290.0;216690.0
58;Totaal mannen en vrouwen;Totaal;Nederland;2009 1e kwartaal;2483600.0;2263640.0;219960.0
59;Totaal mannen en vrouwen;Totaal;Nederland;2009 2e kwartaal;2499980.0;2276730.0;223250.0
60;Totaal mannen en vrouwen;Totaal;Nederland;2009 3e kwartaal;2522210.0;2294040.0;228170.0
61;Totaal mannen en vrouwen;Totaal;Nederland;2009 4e kwartaal;2538250.0;2307270.0;230980.0
62;Totaal mannen en vrouwen;Totaal;Nederland;2010 1e kwartaal;2553600.0;2318840.0;234760.0
63;Totaal mannen en vrouwen;Totaal;Nederland;2010 2e kwartaal;2571280.0;2333110.0;238180.0
64;Totaal mannen en vrouwen;Totaal;Nederland;2010 3e kwartaal;2586090.0;2343730.0;242360.0
65;Totaal mannen en vrouwen;Totaal;Nederland;2010 4e kwartaal;2594410.0;2349520.0;244900.0
66;Totaal mannen en vrouwen;Totaal;Nederland;2011 1e kwartaal;2617390.0;2368400.0;248990.0
67;Totaal mannen en vrouwen;Totaal;Nederland;2011 2e kwartaal;2653930.0;2400610.0;253330.0
68;Totaal mannen en vrouwen;Totaal;Nederland;2011 3e kwartaal;2689290.0;2430580.0;258710.0
69;Totaal mannen en vrouwen;Totaal;Nederland;2011 4e kwartaal;2716850.0;2454190.0;262660.0
70;Totaal mannen en vrouwen;Totaal;Nederland;2012 1e kwartaal;2741740.0;2474730.0;267010.0
71;Totaal mannen en vrouwen;Totaal;Nederland;2012 2e kwartaal;2769670.0;2498470.0;271200.0
72;Totaal mannen en vrouwen;Totaal;Nederland;2012 3e kwartaal;2798520.0;2522120.0;276400.0
73;Totaal mannen en vrouwen;Totaal;Nederland;2012 4e kwartaal;2824040.0;2544020.0;280020.0
74;Totaal mannen en vrouwen;Totaal;Nederland;2013 1e kwartaal;2825880.0;2543940.0;281930.0
75;Totaal mannen en vrouwen;Totaal;Nederland;2013 2e kwartaal;2850540.0;2564550.0;285990.0
76;Totaal mannen en vrouwen;Totaal;Nederland;2013 3e kwartaal;2877670.0;2586520.0;291150.0
77;Totaal mannen en vrouwen;Totaal;Nederland;2013 4e kwartaal;2900720.0;2605940.0;294780.0
78;Totaal mannen en vrouwen;Totaal;Nederland;2014 1e kwartaal;2905400.0;2608790.0;296610.0
79;Totaal mannen en vrouwen;Totaal;Nederland;2014 2e kwartaal;2929420.0;2628920.0;300500.0
80;Totaal mannen en vrouwen;Totaal;Nederland;2014 3e kwartaal;2953170.0;2648200.0;304980.0
81;Totaal mannen en vrouwen;Totaal;Nederland;2014 4e kwartaal;2973210.0;2664830.0;308380.0
82;Totaal mannen en vrouwen;Totaal;Nederland;2015 1e kwartaal;2969550.0;2665190.0;304360.0
83;Totaal mannen en vrouwen;Totaal;Nederland;2015 2e kwartaal;2990750.0;2682850.0;307900.0
84;Totaal mannen en vrouwen;Totaal;Nederland;2015 3e kwartaal;3013670.0;2702670.0;311000.0
85;Totaal mannen en vrouwen;Totaal;Nederland;2015 4e kwartaal;3034210.0;2718780.0;315430.0
86;Totaal mannen en vrouwen;Totaal;Nederland;2016 1e kwartaal;3001280.0;2688600.0;312680.0
87;Totaal mannen en vrouwen;Totaal;Nederland;2016 2e kwartaal;3017690.0;2702470.0;315220.0
88;Totaal mannen en vrouwen;Totaal;Nederland;2016 3e kwartaal;3038970.0;2720070.0;318890.0
89;Totaal mannen en vrouwen;Totaal;Nederland;2016 4e kwartaal;3059000.0;2737510.0;321500.0
90;Totaal mannen en vrouwen;Totaal;Nederland;2017 1e kwartaal;3022010.0;2703370.0;318640.0
91;Totaal mannen en vrouwen;Totaal;Nederland;2017 2e kwartaal;3041700.0;2719710.0;321980.0
92;Totaal mannen en vrouwen;Totaal;Nederland;2017 3e kwartaal;3060810.0;2735970.0;324840.0
93;Totaal mannen en vrouwen;Totaal;Nederland;2017 4e kwartaal;3083230.0;2754540.0;328690.0
94;Totaal mannen en vrouwen;Totaal;Nederland;2018 1e kwartaal;3043840.0;2718270.0;325580.0
95;Totaal mannen en vrouwen;Totaal;Nederland;2018 2e kwartaal;3063780.0;2735300.0;328480.0
96;Totaal mannen en vrouwen;Totaal;Nederland;2018 3e kwartaal;3087900.0;2755050.0;332860.0
97;Totaal mannen en vrouwen;Totaal;Nederland;2018 4e kwartaal;3106880.0;2771120.0;335770.0
98;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2006 4e kwartaal;236160.0;14520.0;221640.0
99;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2007 1e kwartaal;239160.0;14580.0;224580.0
100;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2007 2e kwartaal;242020.0;14600.0;227420.0
101;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2007 3e kwartaal;245880.0;14620.0;231260.0
102;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2007 4e kwartaal;249430.0;14730.0;234700.0
103;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2008 1e kwartaal;252430.0;14750.0;237670.0
104;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2008 2e kwartaal;255530.0;14860.0;240670.0
105;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2008 3e kwartaal;259200.0;14900.0;244300.0
106;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2008 4e kwartaal;262520.0;15070.0;247450.0
107;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2009 1e kwartaal;265400.0;15140.0;250260.0
108;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2009 2e kwartaal;268420.0;15250.0;253170.0
109;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2009 3e kwartaal;271380.0;15160.0;256220.0
110;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2009 4e kwartaal;274620.0;15350.0;259260.0
111;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2010 1e kwartaal;277810.0;15380.0;262430.0
112;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2010 2e kwartaal;280950.0;15440.0;265510.0
113;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2010 3e kwartaal;284390.0;15510.0;268870.0
114;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2010 4e kwartaal;286920.0;15510.0;271420.0
115;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2011 1e kwartaal;289770.0;15600.0;274170.0
116;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2011 2e kwartaal;293110.0;15680.0;277430.0
117;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2011 3e kwartaal;296830.0;15790.0;281030.0
118;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2011 4e kwartaal;300110.0;15880.0;284230.0
119;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2012 1e kwartaal;303120.0;15960.0;287170.0
120;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2012 2e kwartaal;305910.0;16000.0;289910.0
121;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2012 3e kwartaal;309140.0;16110.0;293040.0
122;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2012 4e kwartaal;311900.0;16170.0;295730.0
123;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2013 1e kwartaal;313270.0;16240.0;297030.0
124;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2013 2e kwartaal;316000.0;16370.0;299630.0
125;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2013 3e kwartaal;319380.0;16480.0;302900.0
126;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2013 4e kwartaal;321880.0;16630.0;305250.0
127;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2014 1e kwartaal;322980.0;16700.0;306280.0
128;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2014 2e kwartaal;325680.0;16810.0;308870.0
129;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2014 3e kwartaal;328280.0;16940.0;311340.0
130;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2014 4e kwartaal;330600.0;17080.0;313520.0
131;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2015 1e kwartaal;331070.0;17400.0;313660.0
132;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2015 2e kwartaal;333100.0;17540.0;315550.0
133;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2015 3e kwartaal;334890.0;17680.0;317220.0
134;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2015 4e kwartaal;337050.0;17890.0;319160.0
135;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2016 1e kwartaal;335300.0;17840.0;317460.0
136;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2016 2e kwartaal;336210.0;17960.0;318250.0
137;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2016 3e kwartaal;337180.0;18110.0;319070.0
138;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2016 4e kwartaal;338630.0;18300.0;320330.0
139;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2017 1e kwartaal;336310.0;18270.0;318030.0
140;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2017 2e kwartaal;337210.0;18330.0;318890.0
141;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2017 3e kwartaal;337790.0;18460.0;319330.0
142;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2017 4e kwartaal;338870.0;18560.0;320310.0
143;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2018 1e kwartaal;336420.0;18530.0;317880.0
144;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2018 2e kwartaal;336320.0;18610.0;317720.0
145;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2018 3e kwartaal;337320.0;18760.0;318560.0
146;Totaal mannen en vrouwen;Totaal;Totaal buitenland;2018 4e kwartaal;338050.0;18940.0;319110.0
147;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2006 4e kwartaal;265420.0;254410.0;11010.0
148;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2007 1e kwartaal;266100.0;254910.0;11190.0
149;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2007 2e kwartaal;267650.0;256310.0;11340.0
150;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2007 3e kwartaal;269330.0;257750.0;11570.0
151;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2007 4e kwartaal;270840.0;259070.0;11770.0
152;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2008 1e kwartaal;272090.0;260120.0;11970.0
153;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2008 2e kwartaal;273480.0;261370.0;12120.0
154;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2008 3e kwartaal;275450.0;263080.0;12360.0
155;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2008 4e kwartaal;277370.0;264760.0;12610.0
156;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2009 1e kwartaal;278780.0;265980.0;12810.0
157;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2009 2e kwartaal;280710.0;267670.0;13040.0
158;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2009 3e kwartaal;283130.0;269810.0;13320.0
159;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2009 4e kwartaal;284780.0;271300.0;13480.0
160;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2010 1e kwartaal;286460.0;272770.0;13700.0
161;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2010 2e kwartaal;288410.0;274540.0;13860.0
162;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2010 3e kwartaal;290270.0;276210.0;14060.0
163;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2010 4e kwartaal;291480.0;277250.0;14240.0
164;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2011 1e kwartaal;294440.0;279930.0;14500.0
165;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2011 2e kwartaal;298210.0;283450.0;14760.0
166;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2011 3e kwartaal;301770.0;286710.0;15050.0
167;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2011 4e kwartaal;304510.0;289200.0;15310.0
168;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2012 1e kwartaal;307140.0;291530.0;15610.0
169;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2012 2e kwartaal;310280.0;294400.0;15880.0
170;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2012 3e kwartaal;313090.0;296870.0;16210.0
171;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2012 4e kwartaal;315600.0;299130.0;16470.0
172;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2013 1e kwartaal;315470.0;298900.0;16580.0
173;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2013 2e kwartaal;318190.0;301340.0;16850.0
174;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2013 3e kwartaal;321040.0;303890.0;17150.0
175;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2013 4e kwartaal;323330.0;305960.0;17380.0
176;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2014 1e kwartaal;323640.0;306150.0;17490.0
177;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2014 2e kwartaal;326040.0;308310.0;17730.0
178;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2014 3e kwartaal;328350.0;310390.0;17960.0
179;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2014 4e kwartaal;330500.0;312290.0;18210.0
180;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2015 1e kwartaal;330010.0;312050.0;17950.0
181;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2015 2e kwartaal;332130.0;314010.0;18120.0
182;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2015 3e kwartaal;334440.0;316090.0;18340.0
183;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2015 4e kwartaal;336370.0;317760.0;18610.0
184;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2016 1e kwartaal;332530.0;314080.0;18450.0
185;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2016 2e kwartaal;334050.0;315450.0;18610.0
186;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2016 3e kwartaal;336020.0;317220.0;18800.0
187;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2016 4e kwartaal;338100.0;319080.0;19020.0
188;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2017 1e kwartaal;333960.0;315110.0;18850.0
189;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2017 2e kwartaal;335840.0;316800.0;19040.0
190;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2017 3e kwartaal;337800.0;318530.0;19280.0
191;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2017 4e kwartaal;340180.0;320710.0;19470.0
192;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2018 1e kwartaal;335620.0;316330.0;19280.0
193;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2018 2e kwartaal;337630.0;318180.0;19450.0
194;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2018 3e kwartaal;340020.0;320380.0;19640.0
195;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2018 4e kwartaal;341990.0;322170.0;19830.0
196;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2006 4e kwartaal;484890.0;452660.0;32230.0
197;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2007 1e kwartaal;486580.0;453700.0;32870.0
198;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2007 2e kwartaal;489590.0;456140.0;33450.0
199;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2007 3e kwartaal;493010.0;458900.0;34110.0
200;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2007 4e kwartaal;495960.0;461380.0;34580.0
201;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2008 1e kwartaal;498380.0;463140.0;35240.0
202;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2008 2e kwartaal;501360.0;465600.0;35750.0
203;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2008 3e kwartaal;505400.0;468950.0;36450.0
204;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2008 4e kwartaal;509160.0;472170.0;36990.0
205;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2009 1e kwartaal;511680.0;474080.0;37600.0
206;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2009 2e kwartaal;515100.0;476950.0;38160.0
207;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2009 3e kwartaal;519830.0;480900.0;38930.0
208;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2009 4e kwartaal;523450.0;484040.0;39420.0
209;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 1e kwartaal;527020.0;486900.0;40120.0
210;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 2e kwartaal;530560.0;489880.0;40680.0
211;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 3e kwartaal;533620.0;492350.0;41260.0
212;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 4e kwartaal;535730.0;494010.0;41710.0
213;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 1e kwartaal;541010.0;498520.0;42490.0
214;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 2e kwartaal;548830.0;505520.0;43310.0
215;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 3e kwartaal;556210.0;512040.0;44170.0
216;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 4e kwartaal;561580.0;516750.0;44840.0
217;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 1e kwartaal;567120.0;521510.0;45610.0
218;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 2e kwartaal;573250.0;526890.0;46360.0
219;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 3e kwartaal;579270.0;531990.0;47280.0
220;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 4e kwartaal;584820.0;536890.0;47930.0
221;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 1e kwartaal;585340.0;537070.0;48270.0
222;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 2e kwartaal;590620.0;541670.0;48950.0
223;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 3e kwartaal;596400.0;546590.0;49810.0
224;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 4e kwartaal;601390.0;550950.0;50450.0
225;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 1e kwartaal;602550.0;551750.0;50800.0
226;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 2e kwartaal;607380.0;555910.0;51470.0
227;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 3e kwartaal;612110.0;560030.0;52090.0
228;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 4e kwartaal;616390.0;563720.0;52670.0
229;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 1e kwartaal;616150.0;564080.0;52070.0
230;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 2e kwartaal;620620.0;568040.0;52580.0
231;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 3e kwartaal;625850.0;572780.0;53070.0
232;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 4e kwartaal;630190.0;576510.0;53680.0
233;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 1e kwartaal;623430.0;570210.0;53220.0
234;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 2e kwartaal;626850.0;573270.0;53580.0
235;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 3e kwartaal;631970.0;577730.0;54250.0
236;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 4e kwartaal;636810.0;582100.0;54710.0
237;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 1e kwartaal;629320.0;575080.0;54240.0
238;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 2e kwartaal;633700.0;578980.0;54720.0
239;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 3e kwartaal;638150.0;582960.0;55190.0
240;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 4e kwartaal;643170.0;587370.0;55810.0
241;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 1e kwartaal;635160.0;579910.0;55250.0
242;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 2e kwartaal;639760.0;584040.0;55720.0
