ID;Persoonskenmerken;Perioden;SlachtofferschapTotaal_1;EnkelvoudigSlachtoffer_2;MeervoudigSlachtoffer_3;GeweldsdelictenTotaal_4;SeksueleDelicten_5;SeksueleDelictenAlleenVrouwen_6;Mishandeling_7;Bedreiging_8;VermogensdelictenTotaal_9;Inbraak_10;InbraakAlleenHuishoudens_11;Fietsdiefstal_12;FietsdiefstalAlleenFietsbezitters_13;Autodiefstal_14;AutodiefstalAlleenAutogebruikers_15;DiefstalUitAuto_16;DiefstalUitAutoAlleenAutogebruikers_17;Zakkenrollerij_18;OverigeDiefstal_19;VandalismedelictenTotaal_20;DiefstalVanafBeschadigingAuto_21;DiefstalBeschadigingAutoAutogebruiker_22;OverigeVernielingen_23;DoorrijdenNaAanrijding_24;KwaadwilligeTelefoontjes_25;OverigeDelicten_26
10;11;1999;28.6;22.3;6.3;7.1;0.3;;2.6;4.9;12.9;1.8;;5.2;5.9;0.3;0.4;2.4;3.2;1.5;3.1;12.6;8.7;12.0;5.0;1.8;5.4;0.6
11;11;2000;28.1;22.3;5.9;5.8;0.1;;2.0;4.0;13.0;1.9;;5.3;5.9;0.3;0.5;2.7;3.8;1.5;3.1;12.4;8.4;11.8;5.2;1.9;4.1;0.5
12;11;2001;27.5;21.7;5.9;7.0;0.4;;2.7;4.5;12.8;1.6;;4.7;5.3;0.2;0.2;2.8;3.9;1.7;3.2;11.6;7.7;10.8;4.8;1.6;4.6;0.7
13;11;2002;29.8;23.1;6.7;7.2;0.3;;2.5;5.1;13.5;1.9;;5.0;5.6;0.3;0.4;3.3;4.7;1.8;3.0;13.3;8.9;12.6;5.6;2.0;3.6;0.6
14;11;2003;28.4;22.4;6.0;7.5;0.3;;2.8;5.0;12.5;1.5;;5.2;5.7;0.1;0.2;2.8;4.0;1.7;2.7;12.4;8.9;12.6;4.5;1.6;3.9;0.9
15;11;2004;27.5;21.6;6.0;6.5;0.2;;2.4;4.5;12.3;1.5;;5.0;5.5;0.1;0.2;2.6;3.6;1.4;3.0;12.4;8.3;11.6;5.3;1.5;3.6;0.8
16;12;1997;23.9;19.5;4.3;4.5;2.1;2.1;1.0;2.0;13.3;2.3;;5.2;5.5;0.1;0.2;1.3;3.1;2.9;3.0;8.4;4.5;11.1;4.5;1.0;9.3;0.5
17;12;1998;24.0;19.3;4.6;4.1;2.0;2.0;0.9;1.7;13.0;1.5;;5.0;5.8;0.2;0.4;0.9;2.1;2.6;4.1;9.7;5.0;12.0;5.3;1.2;8.7;0.7
18;12;1999;24.5;19.7;4.8;4.2;1.9;1.9;0.9;1.9;12.4;1.9;;4.1;4.7;0.2;0.4;1.4;3.3;2.7;3.2;10.7;5.6;13.1;5.8;1.2;8.3;0.6
19;12;2000;23.9;19.7;4.3;4.4;1.8;1.8;0.9;2.2;11.9;1.6;;4.8;5.5;0.2;0.4;0.9;2.0;2.6;3.1;9.8;5.6;12.5;5.0;1.2;7.3;0.7
20;12;2001;22.9;17.9;5.0;4.8;1.8;1.8;1.0;2.4;11.5;1.7;;4.6;5.3;0.1;0.3;1.4;3.1;2.3;2.8;9.5;5.5;11.7;4.6;1.2;5.9;0.6
21;12;2002;24.8;19.8;5.0;4.9;2.2;2.2;1.1;2.3;12.3;1.8;;4.2;4.8;0.1;0.3;1.8;3.7;2.5;3.3;10.8;6.6;13.6;4.9;1.2;5.6;0.8
22;12;2003;23.1;19.1;4.0;4.2;1.5;1.5;1.1;2.2;11.4;1.1;;4.1;4.8;0.1;0.3;2.0;4.1;2.4;2.8;9.5;6.2;12.6;4.2;1.3;5.8;0.7
23;12;2004;23.8;18.9;4.9;4.1;1.5;1.5;1.0;2.1;11.9;1.4;;4.6;5.3;0.2;0.5;1.7;3.4;2.1;3.2;10.4;6.7;13.3;4.8;1.3;5.9;0.7
24;13;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
25;13;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
26;13;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
27;13;2000;;;;;;;;;;;;;;;;;;;;;;;;;;
28;13;2001;;;;;;;;;;;;;;;;;;;;;;;;;;
29;13;2002;;;;;;;;;;;;;;;;;;;;;;;;;;
30;13;2003;;;;;;;;;;;;;;;;;;;;;;;;;;
31;13;2004;;;;;;;;;;;;;;;;;;;;;;;;;;
32;14;1997;35.3;25.8;9.5;12.8;2.6;4.8;5.9;7.7;18.7;2.4;;9.0;11.8;;;;;4.2;6.7;9.0;;;9.0;3.2;8.5;0.9
33;14;1998;33.8;26.1;7.7;9.1;1.4;3.1;3.5;5.6;18.9;1.1;;8.1;8.5;;;;;5.8;6.9;9.8;;;9.8;2.3;7.8;0.4
34;14;1999;35.8;27.9;7.9;12.2;3.8;7.6;5.0;6.8;17.4;1.5;;7.2;7.3;;;;;5.3;5.1;10.4;;;10.4;3.2;8.2;0.8
35;14;2000;36.0;28.0;7.9;9.7;1.7;3.5;4.5;5.2;19.5;1.9;;12.1;11.8;;;;;4.8;3.5;11.0;;;11.0;2.9;11.1;0.6
36;14;2001;36.4;29.2;7.2;11.0;2.5;4.8;4.0;6.9;19.0;1.4;;8.9;9.4;;;;;4.8;5.7;10.1;;;10.1;2.6;10.7;0.4
37;14;2002;35.2;25.3;9.9;11.6;2.9;5.9;4.7;6.9;18.1;0.5;;8.7;8.6;;;;;5.9;5.4;11.6;;;11.6;2.8;6.3;0.7
38;14;2003;33.8;26.3;7.5;12.4;2.6;4.8;4.5;7.7;18.3;2.2;;10.0;10.7;;;;;4.5;4.3;7.4;;;7.4;2.4;11.2;1.7
39;14;2004;34.0;25.1;8.9;10.7;1.8;3.7;4.3;6.7;18.2;1.9;;9.3;9.5;;;;;4.5;5.3;11.5;;;11.5;2.9;7.0;0.4
40;15;1997;37.6;28.8;8.8;12.1;4.0;6.3;2.9;6.1;21.7;1.6;;12.1;16.3;0.1;0.3;1.7;5.1;3.4;5.4;10.3;4.8;14.3;5.6;1.8;8.7;0.6
41;15;1998;41.1;29.5;11.6;13.8;2.3;3.9;5.0;8.3;23.0;2.8;;14.0;16.1;0.0;0.0;0.6;2.3;5.3;3.9;12.0;4.3;15.2;8.2;2.5;10.7;1.0
42;15;1999;40.3;28.7;11.6;13.2;3.0;5.0;4.3;7.7;23.8;2.9;;12.9;15.1;0.4;1.1;1.7;5.1;3.4;4.8;12.9;4.5;13.6;8.7;2.0;9.2;0.7
43;15;2000;40.2;29.1;11.1;12.5;3.2;5.7;4.0;6.6;22.8;2.5;;13.2;16.3;0.0;0.0;1.9;5.8;3.4;5.1;11.3;4.8;14.9;7.1;2.3;7.9;0.7
44;15;2001;42.2;27.1;15.1;15.7;3.7;6.7;6.4;7.3;24.8;2.4;;14.2;16.4;0.2;0.7;2.4;7.2;3.5;5.5;13.0;5.9;17.6;7.3;2.7;8.4;1.6
45;15;2002;45.5;32.8;12.7;15.7;3.8;7.5;5.0;8.5;25.4;2.5;;14.4;16.6;0.3;0.9;3.3;9.8;3.8;4.3;13.4;6.6;19.5;6.9;2.4;7.8;1.0
46;15;2003;40.3;28.4;11.8;14.8;3.1;5.6;4.9;8.7;21.0;1.9;;11.6;14.1;0.2;0.5;2.8;7.4;3.5;2.9;13.7;8.0;20.8;5.9;2.2;7.4;0.9
47;15;2004;39.7;28.2;11.5;12.1;2.0;4.1;5.4;6.1;23.7;2.1;;13.5;15.5;0.4;1.2;3.2;9.2;2.6;4.1;12.3;6.5;18.5;6.1;2.5;7.1;1.1
48;16;1997;33.5;25.7;7.8;6.3;1.4;2.7;1.8;3.3;16.3;2.8;;6.5;7.8;0.5;0.8;3.5;5.5;1.5;3.6;15.5;9.3;14.7;6.7;1.7;8.3;0.8
49;16;1998;33.8;25.6;8.1;8.2;2.4;4.2;2.6;3.7;17.2;2.8;;6.1;6.7;0.0;0.1;2.5;4.1;2.3;4.9;14.5;9.6;15.6;5.3;1.8;7.0;1.2
50;16;1999;33.6;26.3;7.3;6.4;1.4;2.7;2.1;3.8;15.6;2.4;;6.1;6.8;0.2;0.3;2.9;4.4;1.6;3.5;16.2;10.7;16.1;6.1;1.6;6.9;0.6
51;16;2000;34.4;26.9;7.5;6.7;1.4;2.8;1.5;4.2;16.7;1.6;;7.1;7.8;0.3;0.4;3.6;5.5;1.6;4.5;15.9;11.1;17.1;5.3;1.9;5.5;1.1
52;16;2001;30.4;23.3;7.1;6.4;1.3;1.7;1.8;3.7;14.8;2.0;;5.4;5.9;0.2;0.4;3.6;5.5;1.3;3.4;14.4;9.7;14.7;5.2;1.3;5.7;1.0
53;16;2002;33.6;26.0;7.6;6.0;1.3;2.2;1.7;3.8;14.8;1.6;;5.4;6.2;0.3;0.5;3.9;5.8;1.7;3.7;17.1;11.5;17.0;6.1;2.4;4.9;0.5
54;16;2003;32.8;25.1;7.7;7.8;1.2;2.0;2.6;5.1;14.6;1.6;;5.3;5.5;0.2;0.3;4.6;6.8;1.6;3.0;16.0;11.5;16.9;5.0;1.6;4.1;1.1
55;16;2004;33.3;24.5;8.8;7.8;1.6;2.8;1.5;5.1;14.9;1.1;;6.3;7.0;0.3;0.4;3.9;5.8;2.0;3.2;15.9;10.9;16.3;6.1;1.7;4.8;1.1
56;17;1997;26.5;21.3;5.2;4.5;1.0;1.9;1.1;2.6;13.4;2.2;;4.2;3.6;0.3;0.5;2.4;3.9;2.0;3.2;11.4;7.2;11.5;4.6;1.8;7.8;0.7
57;17;1998;27.8;21.6;6.1;5.6;1.1;1.8;1.5;3.5;11.9;1.2;;4.7;5.1;0.5;0.8;2.2;3.4;1.2;3.4;14.3;8.5;13.2;6.4;1.3;6.0;0.5
58;17;1999;27.8;21.7;6.1;5.6;1.2;1.9;1.5;3.3;11.3;1.9;;3.9;4.2;0.2;0.3;2.3;3.4;1.2;2.8;14.8;9.5;14.4;5.6;1.4;8.7;0.7
59;17;2000;26.8;21.8;4.9;4.7;0.8;1.5;1.1;3.2;11.2;2.3;;3.2;3.6;0.6;0.9;2.2;3.4;1.3;3.0;13.2;8.5;12.9;5.2;1.6;5.2;0.6
60;17;2001;26.3;21.2;5.1;5.9;1.2;2.1;1.5;3.7;10.7;1.3;;3.2;3.6;0.1;0.2;2.6;3.8;1.6;2.6;12.7;8.2;12.0;4.8;1.4;5.0;0.8
61;17;2002;28.1;22.1;6.0;5.9;1.3;2.1;1.3;3.9;11.9;2.2;;2.7;3.0;0.2;0.3;2.6;3.7;1.6;3.4;14.8;9.6;14.0;5.8;1.2;4.6;0.7
62;17;2003;26.4;22.1;4.3;4.8;0.5;0.9;2.0;2.7;11.4;0.7;;4.2;4.5;0.2;0.3;2.7;3.9;1.6;3.1;12.1;8.6;12.3;3.9;1.7;4.5;0.7
63;17;2004;27.5;22.4;5.1;4.8;0.7;1.2;1.6;2.9;11.6;1.7;;3.6;3.8;0.3;0.4;2.0;2.9;1.1;3.8;14.4;9.8;13.9;4.9;1.0;5.1;0.9
64;18;1997;21.4;18.5;2.9;2.5;0.9;1.7;0.7;1.4;10.4;2.0;;3.2;3.3;0.1;0.2;1.5;2.4;1.5;2.8;9.8;6.3;10.2;3.8;0.9;6.1;0.4
65;18;1998;22.9;19.8;3.2;3.2;0.4;0.9;1.1;1.8;11.3;1.1;;3.4;3.7;0.3;0.5;2.2;3.5;1.0;3.8;10.5;6.8;10.6;3.8;0.7;7.6;0.7
66;18;1999;23.4;19.0;4.3;3.6;0.6;1.0;1.0;2.2;11.5;2.1;;3.4;4.0;0.3;0.5;1.8;3.0;1.6;3.1;10.5;6.6;10.7;4.3;1.3;6.0;0.4
67;18;2000;23.5;19.7;3.9;3.7;0.8;1.6;0.8;2.2;10.0;1.6;;3.1;3.3;0.3;0.4;1.4;2.2;1.5;2.4;11.7;7.2;11.0;4.9;1.4;5.4;0.5
68;18;2001;22.7;19.0;3.7;4.4;0.7;1.1;1.0;2.9;10.0;1.7;;3.3;3.6;0.0;0.1;2.0;3.1;1.4;2.4;10.6;6.7;10.2;3.9;1.1;4.7;0.5
69;18;2002;26.4;21.6;4.8;4.4;1.1;1.9;1.6;2.2;12.1;1.9;;3.5;3.9;0.0;0.0;3.4;5.0;1.6;3.1;12.7;8.3;12.3;4.6;1.3;4.0;0.9
70;18;2003;24.4;21.0;3.4;3.7;0.5;0.7;0.8;2.6;10.9;1.4;;4.0;4.4;0.1;0.1;2.3;3.6;1.3;2.5;11.0;7.2;11.1;4.1;1.6;4.8;0.6
71;18;2004;23.8;19.8;4.0;3.9;0.7;1.2;0.9;2.8;10.3;1.6;;3.2;3.6;0.2;0.2;2.1;3.1;1.3;2.7;11.0;7.6;11.2;4.1;1.4;4.0;0.7
72;19;1997;18.2;15.2;3.0;2.3;0.2;0.4;0.5;1.6;10.1;2.6;;1.6;1.6;0.0;0.0;1.3;2.2;1.7;3.3;7.6;3.9;6.9;3.9;0.9;6.6;0.4
73;19;1998;18.4;15.9;2.4;1.9;0.4;0.7;0.1;1.4;8.1;1.8;;1.8;2.1;0.1;0.3;0.7;1.3;1.5;2.9;9.4;5.8;10.1;3.9;0.4;6.7;0.7
74;19;1999;18.9;16.9;2.1;2.5;0.0;0.1;0.5;1.9;8.1;1.2;;1.6;1.8;0.0;0.0;1.0;1.6;1.8;2.9;8.9;5.3;8.4;3.8;1.2;5.6;0.3
75;19;2000;16.8;14.9;1.9;1.8;0.0;0.0;0.4;1.4;7.2;1.7;;1.4;1.6;0.2;0.3;0.4;0.6;1.5;2.7;8.1;5.7;9.4;2.9;0.7;5.1;0.2
76;19;2001;16.6;14.5;2.1;1.9;0.0;0.0;0.5;1.4;7.9;1.8;;2.0;2.2;0.1;0.1;1.2;1.9;1.4;2.0;7.4;4.6;7.6;2.8;1.2;3.9;0.2
77;19;2002;18.5;16.0;2.5;2.6;0.3;0.4;0.4;1.9;8.7;2.3;;1.6;1.8;0.3;0.5;1.8;3.0;1.3;1.9;8.3;5.6;9.5;3.1;1.2;3.2;0.7
78;19;2003;17.3;15.0;2.3;2.5;0.4;0.5;0.7;1.4;7.2;1.4;;0.8;1.0;0.1;0.2;1.2;1.9;1.5;2.5;8.9;5.9;9.6;3.1;0.9;2.9;0.7
79;19;2004;17.9;16.1;1.8;1.8;0.1;0.3;0.7;1.0;7.7;1.5;;1.8;2.0;0.0;0.0;1.3;2.0;1.3;2.1;8.7;6.0;9.3;2.9;1.0;4.0;0.8
80;20;1997;13.7;11.8;1.9;0.6;0.0;0.0;0.1;0.5;6.3;2.4;;1.1;0.2;0.0;0.0;0.5;1.0;1.7;1.1;7.6;4.9;10.1;2.9;0.5;6.4;0.0
81;20;1998;12.0;11.0;1.0;0.9;0.0;0.0;0.4;0.4;5.2;0.5;;0.7;0.9;0.0;0.0;0.5;0.9;0.9;3.0;5.6;3.0;5.7;2.8;1.0;4.0;0.2
82;20;1999;13.5;12.0;1.5;1.0;0.1;0.2;0.0;0.9;5.8;0.7;;0.4;0.5;0.2;0.4;1.2;2.3;2.0;1.5;6.9;4.6;9.0;2.5;1.0;4.8;0.3
83;20;2000;10.6;10.2;0.4;0.6;0.0;0.0;0.1;0.5;4.5;1.0;;0.2;0.2;0.1;0.2;0.3;0.6;2.2;1.0;5.3;2.7;5.2;2.8;0.4;5.0;0.3
84;20;2001;11.8;10.4;1.4;1.5;0.0;0.0;0.3;1.2;4.8;0.8;;0.8;1.0;0.1;0.2;0.5;0.9;1.6;1.3;6.1;4.0;7.5;2.2;0.5;3.2;0.2
85;20;2002;13.0;11.8;1.1;2.4;0.0;0.0;0.2;2.1;6.2;1.2;;1.4;1.5;0.2;0.4;0.4;0.7;1.5;1.5;5.1;3.3;6.3;1.8;0.6;3.9;0.8
86;20;2003;14.4;12.6;1.8;1.4;0.4;0.7;0.1;0.9;6.0;1.1;;1.1;1.3;0.0;0.0;0.6;1.2;1.7;1.9;7.8;4.5;8.1;3.4;0.6;4.8;0.3
87;20;2004;12.3;10.7;1.6;0.7;0.1;0.0;0.0;0.7;5.7;0.8;;1.3;1.6;0.0;0.0;0.7;1.1;1.1;2.0;6.8;3.9;6.6;3.2;0.3;4.0;0.5
88;21;1997;8.8;8.3;0.5;0.8;0.0;0.0;0.2;0.6;5.3;2.3;;0.2;1.3;0.0;0.0;0.4;1.3;1.3;1.3;2.7;1.0;3.1;1.7;0.3;4.0;0.3
89;21;1998;8.3;7.8;0.5;1.0;0.2;0.3;0.4;0.4;3.6;0.8;;0.6;1.3;0.0;0.0;0.0;0.0;1.5;0.7;3.3;1.8;6.1;1.5;0.8;5.5;0.0
90;21;1999;7.1;6.3;0.8;0.4;0.3;0.4;0.0;0.1;4.3;1.1;;0.6;1.2;0.0;0.0;0.7;2.2;1.7;0.7;2.6;2.2;6.8;0.4;0.3;4.3;0.9
91;21;2000;8.8;8.2;0.6;0.4;0.1;0.2;0.0;0.2;5.8;0.8;;0.8;1.3;0.0;0.0;0.6;2.1;2.6;1.3;2.4;0.9;3.1;1.5;0.6;4.1;0.0
92;21;2001;7.0;6.1;0.8;0.7;0.0;0.0;0.2;0.5;4.2;1.0;;0.5;1.0;0.2;0.4;0.1;0.2;2.0;1.0;2.2;1.4;3.7;0.8;0.3;2.5;0.0
93;21;2002;8.7;8.7;0.0;0.5;0.0;0.0;0.1;0.3;4.5;0.9;;0.5;1.0;0.0;0.0;0.0;0.0;1.9;1.1;3.4;2.7;7.1;0.7;0.3;3.4;0.1
94;21;2003;9.3;8.7;0.6;0.4;0.0;0.0;0.1;0.3;5.0;0.6;;0.6;1.1;0.0;0.0;0.3;0.8;2.3;1.2;4.2;2.5;7.0;2.0;0.3;3.3;0.6
95;21;2004;7.4;7.0;0.5;0.3;0.0;0.0;0.0;0.3;3.6;1.1;;0.7;1.2;0.0;0.0;0.4;1.2;0.9;0.8;3.3;2.0;5.6;1.3;0.5;3.0;0.1
96;Leeftijd: 0 tot 15 jaar;1997;32.7;25.1;7.7;11.3;;;5.5;7.5;16.1;;;6.3;8.4;;;;;4.2;6.8;8.2;;;8.2;4.1;;
97;Leeftijd: 0 tot 15 jaar;1998;30.8;24.0;6.9;8.3;;;2.9;6.0;13.7;;;5.5;5.7;;;;;3.3;7.0;10.7;;;10.7;3.7;;
98;Leeftijd: 0 tot 15 jaar;1999;33.7;28.7;5.0;8.2;;;4.5;4.5;16.1;;;6.6;6.6;;;;;5.2;5.2;12.0;;;12.0;2.4;;
99;Leeftijd: 0 tot 15 jaar;2000;33.2;26.3;6.8;8.6;;;4.3;5.0;15.1;;;8.7;8.4;;;;;4.9;2.9;12.3;;;12.3;3.4;;
100;Leeftijd: 0 tot 15 jaar;2001;30.8;24.0;6.8;8.7;;;3.4;5.7;15.3;;;5.5;5.2;;;;;4.8;6.1;11.0;;;11.0;2.3;;
101;Leeftijd: 0 tot 15 jaar;2002;27.7;21.5;6.2;6.2;;;4.0;3.2;14.4;;;5.1;5.0;;;;;5.1;5.0;9.9;;;9.9;2.9;;
102;Leeftijd: 0 tot 15 jaar;2003;29.8;26.0;3.8;9.7;;;3.3;6.5;13.2;;;6.2;6.4;;;;;4.3;3.6;7.7;;;7.7;2.7;;
103;Leeftijd: 0 tot 15 jaar;2004;30.9;23.9;6.9;8.3;;;3.9;5.2;15.7;;;6.9;7.0;;;;;4.0;5.9;11.1;;;11.1;3.3;;
104;Leeftijd: 15 tot 25 jaar;1997;37.6;28.1;9.6;12.8;3.6;5.8;3.9;6.6;21.5;1.8;;11.9;15.9;0.1;0.3;1.7;5.1;3.6;5.8;10.1;4.8;14.3;6.9;2.0;8.6;0.7
105;Leeftijd: 15 tot 25 jaar;1998;39.7;29.1;10.6;12.6;2.0;3.7;4.8;7.4;23.3;2.3;;13.0;14.5;0.0;0.0;0.6;2.3;6.1;4.8;11.0;4.3;15.2;8.4;2.0;9.8;0.8
106;Leeftijd: 15 tot 25 jaar;1999;39.6;28.2;11.4;14.1;3.2;5.7;4.6;8.1;22.3;2.5;;11.4;12.8;0.4;1.1;1.7;5.1;4.0;4.9;11.7;4.5;13.6;8.7;2.6;8.9;0.7
107;Leeftijd: 15 tot 25 jaar;2000;39.8;29.3;10.5;12.0;2.7;5.1;4.2;6.2;23.1;2.3;;13.9;15.9;0.0;0.0;1.9;5.8;3.8;4.8;10.8;4.8;14.9;7.8;2.3;8.8;0.7
108;Leeftijd: 15 tot 25 jaar;2001;42.1;29.4;12.7;15.0;3.3;6.1;5.8;7.5;24.1;2.1;;13.5;15.8;0.2;0.7;2.4;7.2;3.9;5.4;11.8;5.9;17.6;7.9;2.8;9.1;1.2
109;Leeftijd: 15 tot 25 jaar;2002;44.6;31.6;13.0;16.1;3.5;7.0;5.1;9.1;24.3;1.9;;13.7;15.2;0.3;0.9;3.3;9.8;4.7;4.7;13.3;6.6;19.5;8.8;2.5;7.3;0.9
110;Leeftijd: 15 tot 25 jaar;2003;39.3;27.8;11.5;14.9;2.9;5.3;5.1;8.7;21.7;2.0;;12.3;14.4;0.2;0.5;2.8;7.4;4.0;3.5;11.5;8.0;20.8;6.3;2.2;8.7;1.2
111;Leeftijd: 15 tot 25 jaar;2004;38.8;27.5;11.3;12.4;2.0;4.0;5.1;6.8;22.7;2.0;;12.9;14.3;0.4;1.2;3.2;9.2;3.4;4.2;12.1;6.5;18.5;7.9;2.5;7.1;0.9
112;Leeftijd: 25 tot 45 jaar;1997;30.1;23.6;6.5;5.4;1.2;2.3;1.5;3.0;14.9;2.5;;5.4;5.6;0.4;0.6;3.0;4.7;1.7;3.4;13.5;8.3;13.2;5.7;1.8;8.0;0.8
113;Leeftijd: 25 tot 45 jaar;1998;30.9;23.7;7.2;6.9;1.8;3.0;2.1;3.6;14.6;2.0;;5.4;5.9;0.3;0.4;2.4;3.8;1.8;4.2;14.4;9.0;14.4;5.8;1.5;6.5;0.9
114;Leeftijd: 25 tot 45 jaar;1999;30.7;24.0;6.7;6.0;1.3;2.3;1.8;3.5;13.4;2.1;;5.0;5.5;0.2;0.3;2.6;3.9;1.4;3.1;15.5;10.1;15.3;5.9;1.5;7.8;0.7
115;Leeftijd: 25 tot 45 jaar;2000;30.5;24.3;6.2;5.7;1.1;2.1;1.3;3.7;13.9;2.0;;5.1;5.6;0.4;0.7;2.9;4.4;1.5;3.7;14.5;9.8;15.0;5.2;1.8;5.4;0.9
116;Leeftijd: 25 tot 45 jaar;2001;28.3;22.2;6.1;6.1;1.3;1.9;1.7;3.7;12.7;1.7;;4.3;4.7;0.2;0.3;3.1;4.6;1.5;3.0;13.5;8.9;13.3;5.0;1.3;5.4;0.9
117;Leeftijd: 25 tot 45 jaar;2002;30.7;23.9;6.8;6.0;1.3;2.2;1.5;3.8;13.3;1.9;;4.0;4.5;0.3;0.4;3.2;4.7;1.6;3.6;15.9;10.6;15.4;6.0;1.7;4.7;0.6
118;Leeftijd: 25 tot 45 jaar;2003;29.4;23.5;5.9;6.2;0.8;1.4;2.3;3.8;12.9;1.1;;4.7;5.0;0.2;0.3;3.6;5.2;1.6;3.1;13.9;10.0;14.4;4.4;1.6;4.3;0.9
119;Leeftijd: 25 tot 45 jaar;2004;30.2;23.4;6.8;6.2;1.1;2.0;1.5;4.0;13.1;1.4;;4.8;5.3;0.3;0.4;2.9;4.2;1.5;3.5;15.1;10.3;15.0;5.5;1.3;5.0;1.0
120;Leeftijd: 45 tot 65 jaar;1997;20.1;17.2;2.9;2.4;0.6;1.2;0.6;1.5;10.3;2.2;;2.6;2.6;0.1;0.1;1.4;2.3;1.6;3.0;8.9;5.3;8.9;3.8;0.9;6.3;0.4
121;Leeftijd: 45 tot 65 jaar;1998;21.1;18.2;2.9;2.6;0.4;0.8;0.7;1.6;10.0;1.4;;2.8;3.1;0.2;0.4;1.6;2.6;1.2;3.4;10.0;6.4;10.4;3.8;0.6;7.3;0.7
122;Leeftijd: 45 tot 65 jaar;1999;21.6;18.1;3.4;3.1;0.3;0.6;0.8;2.1;10.1;1.8;;2.7;3.1;0.2;0.3;1.5;2.4;1.7;3.0;9.8;6.0;9.8;4.1;1.3;5.8;0.4
123;Leeftijd: 45 tot 65 jaar;2000;20.8;17.7;3.1;2.9;0.5;1.0;0.6;1.9;8.8;1.6;;2.4;2.6;0.2;0.3;1.0;1.6;1.5;2.5;10.2;6.6;10.4;4.1;1.1;5.3;0.4
124;Leeftijd: 45 tot 65 jaar;2001;20.2;17.2;3.1;3.3;0.4;0.7;0.8;2.3;9.1;1.8;;2.8;3.0;0.0;0.1;1.7;2.6;1.4;2.2;9.3;5.9;9.2;3.5;1.2;4.4;0.4
125;Leeftijd: 45 tot 65 jaar;2002;23.0;19.2;3.8;3.6;0.7;1.3;1.1;2.1;10.6;2.1;;2.7;3.0;0.1;0.2;2.7;4.2;1.5;2.6;10.8;7.2;11.2;4.0;1.2;3.7;0.9
