ID;Sex;Age;LevelOfEducation;CaribbeanNetherlands;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;TemporaryEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;PartTime_11;LessThan20WorkingHoursAWeek_12;LessThan12WorkingHoursAWeek_13;k_12To19WorkingHoursAWeek_14;k_20To34WorkingHoursAWeek_15;k_20To27WorkingHoursAWeek_16;k_28To34WorkingHoursAWeek_17;FullTime_18;UnemployedLabourForce_19;UnemploymentRate_20;NotInTheLabourForce_21;GrossLabourParticipationRate_22;NetLabourParticipationRate_23
3000;Female;55 to 64 years;Total;Caribbean Netherlands;2012;1170;790;770;670;560;110;100;70;30;0;250;70;40;30;180;120;60;520;20;1.9;380;67.2;65.9
3001;Female;55 to 64 years;Total;Caribbean Netherlands;2014;1450;900;860;760;640;120;100;60;40;0;210;50;30;10;170;110;60;650;40;4.1;560;61.6;59.0
3002;Female;55 to 64 years;Total;Caribbean Netherlands;2016;1490;1000;960;860;770;90;110;60;40;10;190;70;40;30;120;90;30;770;40;3.8;490;66.9;64.3
3003;Female;55 to 64 years;Total;Caribbean Netherlands;2018;1610;1190;1170;1040;950;90;130;70;60;0;330;90;30;60;240;160;80;850;20;1.3;420;73.7;72.7
3004;Female;55 to 64 years;Total;Caribbean Netherlands;2020;1780;1210;1180;960;860;100;230;140;90;10;320;70;30;40;240;160;80;870;30;2.1;570;67.9;66.5
3005;Female;55 to 64 years;Total;Caribbean Netherlands;2022;1870;1310;1280;1090;960;140;190;110;70;20;340;60;30;30;280;140;140;940;30;2.1;560;70.0;68.4
3006;Female;55 to 64 years;Total;Bonaire;2012;900;590;580;510;420;100;70;50;10;0;180;40;20;20;140;100;40;400;10;2.2;310;65.6;64.3
3007;Female;55 to 64 years;Total;Bonaire;2014;1130;700;660;590;480;110;70;50;20;0;160;40;20;10;130;90;40;500;40;5.2;430;61.8;58.7
3008;Female;55 to 64 years;Total;Bonaire;2016;1190;820;780;710;630;70;80;50;30;0;130;50;20;30;90;70;20;650;40;4.4;380;68.5;65.4
3009;Female;55 to 64 years;Total;Bonaire;2018;1280;960;950;840;770;80;100;60;50;0;260;60;20;50;200;150;50;690;10;0.8;330;74.6;73.9
3010;Female;55 to 64 years;Total;Bonaire;2020;1470;1000;970;780;700;90;190;100;80;10;280;50;20;40;220;150;80;690;30;2.5;470;67.8;66.2
3011;Female;55 to 64 years;Total;Bonaire;2022;1580;1080;1060;900;770;120;170;90;60;20;310;50;20;30;250;120;130;750;20;2.1;490;68.8;67.3
3012;Female;55 to 64 years;Total;St. Eustatius;2012;190;130;130;100;100;10;20;0;20;0;50;30;20;10;30;10;10;70;0;;60;67.4;67.4
3013;Female;55 to 64 years;Total;St. Eustatius;2014;210;110;110;100;100;0;10;0;10;0;30;0;0;0;30;10;10;90;0;;100;;
3014;Female;55 to 64 years;Total;St. Eustatius;2016;190;120;120;100;90;10;20;10;0;10;40;20;20;0;20;10;0;80;0;;80;61.1;61.1
3015;Female;55 to 64 years;Total;St. Eustatius;2018;220;160;160;150;140;10;10;10;10;0;40;10;10;0;30;10;20;120;0;2.4;50;75.6;74.2
3016;Female;55 to 64 years;Total;St. Eustatius;2020;190;130;130;110;110;0;20;10;0;0;20;10;10;0;10;10;0;110;0;;60;66.8;66.8
3017;Female;55 to 64 years;Total;St. Eustatius;2022;190;140;140;130;120;10;10;10;10;0;20;10;10;0;20;10;0;120;0;0.0;50;74.6;74.6
3018;Female;55 to 64 years;Total;Saba;2012;80;70;70;60;50;10;10;10;0;0;20;10;10;0;10;10;0;50;0;;10;83.3;81.0
3019;Female;55 to 64 years;Total;Saba;2014;110;90;80;70;50;10;20;10;10;0;20;10;10;0;10;10;10;60;0;;30;75.4;73.7
3020;Female;55 to 64 years;Total;Saba;2016;110;60;60;50;40;10;10;10;0;0;20;0;0;0;20;10;10;40;0;;40;59.0;57.1
3021;Female;55 to 64 years;Total;Saba;2018;110;70;60;50;40;10;10;10;10;0;30;20;10;10;10;0;10;40;0;;50;59.3;56.6
3022;Female;55 to 64 years;Total;Saba;2020;120;80;80;60;50;10;20;20;10;0;20;10;10;0;10;0;0;70;0;;40;69.4;69.4
3023;Female;55 to 64 years;Total;Saba;2022;110;80;80;60;60;0;10;10;10;0;10;0;0;0;10;10;0;70;10;;20;;
3024;Female;55 to 64 years;1 Lower education;Caribbean Netherlands;2012;670;430;420;370;300;70;40;40;10;0;120;30;20;10;90;60;30;290;10;3.0;240;64.1;62.3
3025;Female;55 to 64 years;1 Lower education;Caribbean Netherlands;2014;870;550;510;460;400;60;60;30;20;0;140;40;20;10;100;70;30;370;40;6.6;320;63.3;59.2
3026;Female;55 to 64 years;1 Lower education;Caribbean Netherlands;2016;760;420;390;360;330;30;30;20;10;0;100;50;30;20;50;50;0;290;30;7.0;340;54.7;50.9
3027;Female;55 to 64 years;1 Lower education;Caribbean Netherlands;2018;950;690;680;660;600;60;20;10;10;0;160;40;10;30;130;90;40;520;10;1.7;260;72.5;71.2
3028;Female;55 to 64 years;1 Lower education;Caribbean Netherlands;2020;1060;700;680;580;550;30;100;70;20;10;160;50;30;20;110;90;20;520;30;3.6;360;66.0;63.8
3029;Female;55 to 64 years;1 Lower education;Caribbean Netherlands;2022;1030;700;680;600;540;50;80;40;40;0;180;20;10;0;160;110;60;500;20;3.3;330;68.2;66.0
3030;Female;55 to 64 years;1 Lower education;Bonaire;2012;510;310;300;280;220;50;30;30;0;0;60;10;0;10;60;40;20;240;10;;190;61.8;59.4
3031;Female;55 to 64 years;1 Lower education;Bonaire;2014;690;430;390;360;310;50;30;20;10;0;90;20;10;10;70;50;20;300;40;8.4;260;62.0;57.0
3032;Female;55 to 64 years;1 Lower education;Bonaire;2016;580;310;280;270;250;20;10;10;0;0;60;30;20;10;30;30;0;220;30;;270;53.7;49.0
3033;Female;55 to 64 years;1 Lower education;Bonaire;2018;740;530;520;510;470;50;10;10;0;0;120;20;0;20;100;80;20;410;10;1.5;200;72.3;71.2
3034;Female;55 to 64 years;1 Lower education;Bonaire;2020;890;590;570;480;450;30;90;60;20;10;130;30;20;10;100;80;20;440;30;4.2;290;66.7;64.0
3035;Female;55 to 64 years;1 Lower education;Bonaire;2022;870;580;560;490;450;40;70;40;30;0;160;10;10;0;150;90;60;400;20;4.0;290;66.9;64.2
3036;Female;55 to 64 years;1 Lower education;St. Eustatius;2012;110;70;70;60;60;0;10;0;10;0;40;20;10;10;20;10;10;30;0;;40;;
3037;Female;55 to 64 years;1 Lower education;St. Eustatius;2014;120;80;80;60;60;0;10;0;10;0;30;0;0;0;30;10;10;50;0;;50;;
3038;Female;55 to 64 years;1 Lower education;St. Eustatius;2016;130;80;80;70;70;0;10;10;0;0;30;20;10;0;10;10;0;50;0;;50;;
3039;Female;55 to 64 years;1 Lower education;St. Eustatius;2018;160;120;110;110;110;0;0;0;0;0;30;0;0;0;30;0;20;80;0;;40;76.1;73.5
3040;Female;55 to 64 years;1 Lower education;St. Eustatius;2020;120;80;80;70;70;0;10;0;0;0;20;10;10;0;10;10;0;60;0;;40;;
3041;Female;55 to 64 years;1 Lower education;St. Eustatius;2022;120;90;90;80;70;10;10;0;0;0;20;10;0;0;10;10;0;70;0;;30;74.8;74.8
3042;Female;55 to 64 years;1 Lower education;Saba;2012;50;40;40;30;30;10;10;10;0;0;20;10;10;0;10;10;0;20;0;;10;;
3043;Female;55 to 64 years;1 Lower education;Saba;2014;60;50;50;30;20;10;10;10;0;0;20;10;10;0;10;0;10;30;0;;10;;
3044;Female;55 to 64 years;1 Lower education;Saba;2016;50;30;30;20;20;0;0;0;0;0;10;0;0;0;10;10;0;20;0;;30;;
3045;Female;55 to 64 years;1 Lower education;Saba;2018;60;40;40;30;30;10;10;0;10;0;10;10;0;10;0;0;0;30;0;;20;;
3046;Female;55 to 64 years;1 Lower education;Saba;2020;50;30;30;20;20;0;10;10;0;0;10;10;10;0;0;0;0;20;0;;20;;
3047;Female;55 to 64 years;1 Lower education;Saba;2022;50;40;40;30;30;0;10;0;0;0;0;0;0;0;0;0;0;40;0;;10;;
3048;Female;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2012;260;200;200;160;130;30;40;20;20;0;110;20;20;0;80;60;20;100;0;;60;;
3049;Female;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2014;300;210;210;180;150;30;30;20;10;0;40;10;10;0;30;20;10;170;0;;100;68.6;68.6
3050;Female;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2016;520;410;400;330;290;40;70;40;30;0;70;10;0;10;60;40;20;330;10;;110;79.4;77.7
3051;Female;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2018;360;290;290;230;200;30;50;20;30;0;100;40;20;20;70;30;40;180;0;;70;80.6;80.1
3052;Female;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2020;440;280;280;210;160;40;70;20;60;0;80;20;0;20;50;30;30;200;0;;160;63.8;63.8
3053;Female;55 to 64 years;2 Intermediate education;Caribbean Netherlands;2022;400;290;290;210;200;10;80;50;10;20;80;40;10;30;40;10;30;200;0;;110;72.3;71.8
3054;Female;55 to 64 years;2 Intermediate education;Bonaire;2012;190;150;150;120;100;30;30;20;10;0;90;20;20;0;80;60;20;60;0;;40;;
3055;Female;55 to 64 years;2 Intermediate education;Bonaire;2014;220;160;160;130;100;30;30;20;10;0;40;10;10;0;30;20;10;120;0;;70;;
3056;Female;55 to 64 years;2 Intermediate education;Bonaire;2016;470;380;370;300;260;40;70;40;30;0;60;10;0;10;50;40;10;310;10;;90;;
3057;Female;55 to 64 years;2 Intermediate education;Bonaire;2018;290;240;240;200;170;30;50;20;30;0;100;30;20;20;60;30;40;150;0;;50;;
3058;Female;55 to 64 years;2 Intermediate education;Bonaire;2020;380;240;240;170;130;40;70;10;60;0;80;20;0;20;50;30;30;160;0;;140;;
3059;Female;55 to 64 years;2 Intermediate education;Bonaire;2022;320;230;230;160;150;10;70;40;10;20;80;40;10;30;30;10;20;150;0;;90;;
3060;Female;55 to 64 years;2 Intermediate education;St. Eustatius;2012;50;40;40;30;20;0;10;0;10;0;10;0;0;0;0;0;0;30;0;;20;;
3061;Female;55 to 64 years;2 Intermediate education;St. Eustatius;2014;60;40;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;40;0;;20;;
3062;Female;55 to 64 years;2 Intermediate education;St. Eustatius;2016;30;30;30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;10;;
3063;Female;55 to 64 years;2 Intermediate education;St. Eustatius;2018;40;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;30;0;;10;;
3064;Female;55 to 64 years;2 Intermediate education;St. Eustatius;2020;30;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;10;;
3065;Female;55 to 64 years;2 Intermediate education;St. Eustatius;2022;40;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;30;0;;10;;
3066;Female;55 to 64 years;2 Intermediate education;Saba;2012;20;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
3067;Female;55 to 64 years;2 Intermediate education;Saba;2014;20;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;10;;
3068;Female;55 to 64 years;2 Intermediate education;Saba;2016;20;10;10;10;10;0;10;0;0;0;10;0;0;0;10;0;0;10;0;;10;;
3069;Female;55 to 64 years;2 Intermediate education;Saba;2018;20;10;10;10;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;;10;;
3070;Female;55 to 64 years;2 Intermediate education;Saba;2020;30;20;20;20;10;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;10;;
3071;Female;55 to 64 years;2 Intermediate education;Saba;2022;40;30;30;30;30;0;10;10;0;0;10;0;0;0;10;0;0;20;0;;10;;
3072;Female;55 to 64 years;3 Higher education;Caribbean Netherlands;2012;240;160;150;140;120;20;10;10;0;0;30;20;0;20;10;0;10;130;0;;80;;
3073;Female;55 to 64 years;3 Higher education;Caribbean Netherlands;2014;230;130;130;120;90;30;10;10;0;0;20;0;0;0;20;10;10;110;0;;100;;
3074;Female;55 to 64 years;3 Higher education;Caribbean Netherlands;2016;200;160;160;150;130;20;10;0;0;10;20;10;10;0;20;0;10;140;0;;40;;
3075;Female;55 to 64 years;3 Higher education;Caribbean Netherlands;2018;300;210;210;150;150;0;60;40;20;0;60;20;10;10;50;40;0;150;0;;90;69.4;68.8
3076;Female;55 to 64 years;3 Higher education;Caribbean Netherlands;2020;230;170;170;120;120;10;50;50;0;0;60;0;0;0;50;30;20;120;0;;50;;
3077;Female;55 to 64 years;3 Higher education;Caribbean Netherlands;2022;390;300;300;270;200;70;30;20;20;0;70;0;0;0;70;20;50;230;0;;90;;
3078;Female;55 to 64 years;3 Higher education;Bonaire;2012;200;130;130;110;100;20;10;10;0;0;30;20;0;20;10;0;10;100;0;;70;;
3079;Female;55 to 64 years;3 Higher education;Bonaire;2014;160;100;100;90;60;30;10;10;0;0;20;0;0;0;20;10;10;90;0;;60;;
3080;Female;55 to 64 years;3 Higher education;Bonaire;2016;140;120;120;120;110;10;0;0;0;0;10;0;0;0;10;0;10;110;0;;20;;
3081;Female;55 to 64 years;3 Higher education;Bonaire;2018;250;180;180;130;130;0;50;30;20;0;50;10;0;10;40;40;0;130;0;;70;;
3082;Female;55 to 64 years;3 Higher education;Bonaire;2020;150;110;110;80;80;0;30;30;0;0;40;0;0;0;40;30;10;70;0;;40;;
3083;Female;55 to 64 years;3 Higher education;Bonaire;2022;340;270;270;250;180;70;30;10;10;0;70;0;0;0;70;20;50;200;0;;70;;
3084;Female;55 to 64 years;3 Higher education;St. Eustatius;2012;20;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;10;;
3085;Female;55 to 64 years;3 Higher education;St. Eustatius;2014;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;30;;
3086;Female;55 to 64 years;3 Higher education;St. Eustatius;2016;30;10;10;10;10;0;10;0;0;10;10;10;10;0;0;0;0;10;0;;10;;
3087;Female;55 to 64 years;3 Higher education;St. Eustatius;2018;20;10;10;10;10;0;10;10;0;0;10;0;0;0;0;0;0;10;0;;10;;
3088;Female;55 to 64 years;3 Higher education;St. Eustatius;2020;30;30;30;20;20;0;10;10;0;0;10;0;0;0;10;0;0;20;0;;10;;
3089;Female;55 to 64 years;3 Higher education;St. Eustatius;2022;30;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;10;;
3090;Female;55 to 64 years;3 Higher education;Saba;2012;20;20;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
3091;Female;55 to 64 years;3 Higher education;Saba;2014;40;30;30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;10;;
3092;Female;55 to 64 years;3 Higher education;Saba;2016;30;20;20;20;10;10;0;0;0;0;10;0;0;0;0;0;0;20;0;;10;;
3093;Female;55 to 64 years;3 Higher education;Saba;2018;30;20;10;10;10;0;0;0;0;0;10;0;0;0;0;0;0;10;0;;20;;
3094;Female;55 to 64 years;3 Higher education;Saba;2020;50;30;30;20;10;10;10;10;0;0;10;0;0;0;0;0;0;30;0;;10;;
3095;Female;55 to 64 years;3 Higher education;Saba;2022;20;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;10;;
3096;Female;55 to 64 years;Unknown;Caribbean Netherlands;2012;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3097;Female;55 to 64 years;Unknown;Caribbean Netherlands;2014;50;10;10;10;10;0;0;0;0;0;10;0;0;0;10;10;0;0;0;;40;;
3098;Female;55 to 64 years;Unknown;Caribbean Netherlands;2016;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
3099;Female;55 to 64 years;Unknown;Caribbean Netherlands;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3100;Female;55 to 64 years;Unknown;Caribbean Netherlands;2020;50;50;50;50;30;30;0;0;0;0;30;0;0;0;30;10;10;30;0;;0;;
3101;Female;55 to 64 years;Unknown;Caribbean Netherlands;2022;50;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;40;;
3102;Female;55 to 64 years;Unknown;Bonaire;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3103;Female;55 to 64 years;Unknown;Bonaire;2014;50;10;10;10;10;0;0;0;0;0;10;0;0;0;10;10;0;0;0;;40;;
3104;Female;55 to 64 years;Unknown;Bonaire;2016;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
3105;Female;55 to 64 years;Unknown;Bonaire;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3106;Female;55 to 64 years;Unknown;Bonaire;2020;50;50;50;50;30;30;0;0;0;0;30;0;0;0;30;10;10;30;0;;0;;
3107;Female;55 to 64 years;Unknown;Bonaire;2022;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;40;;
3108;Female;55 to 64 years;Unknown;St. Eustatius;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3109;Female;55 to 64 years;Unknown;St. Eustatius;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3110;Female;55 to 64 years;Unknown;St. Eustatius;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3111;Female;55 to 64 years;Unknown;St. Eustatius;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3112;Female;55 to 64 years;Unknown;St. Eustatius;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3113;Female;55 to 64 years;Unknown;St. Eustatius;2022;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3114;Female;55 to 64 years;Unknown;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3115;Female;55 to 64 years;Unknown;Saba;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3116;Female;55 to 64 years;Unknown;Saba;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3117;Female;55 to 64 years;Unknown;Saba;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3118;Female;55 to 64 years;Unknown;Saba;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3119;Female;55 to 64 years;Unknown;Saba;2022;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
3120;Female;65 to 74 years;Total;Caribbean Netherlands;2012;670;80;70;40;40;10;30;0;20;0;30;20;10;0;10;0;10;50;10;;590;12.1;11.1
3121;Female;65 to 74 years;Total;Caribbean Netherlands;2014;780;140;140;80;70;10;60;30;30;0;70;10;0;0;60;40;20;70;0;;640;17.5;17.5
3122;Female;65 to 74 years;Total;Caribbean Netherlands;2016;820;80;80;60;40;20;20;10;10;0;50;10;10;0;30;20;20;30;0;;740;9.6;9.6
3123;Female;65 to 74 years;Total;Caribbean Netherlands;2018;1050;200;190;130;60;70;60;30;30;0;110;60;30;30;50;40;0;80;10;;860;18.6;17.7
3124;Female;65 to 74 years;Total;Caribbean Netherlands;2020;1100;210;200;140;110;30;60;30;30;0;130;50;40;10;80;50;30;70;10;;890;18.8;18.3
3125;Female;65 to 74 years;Total;Caribbean Netherlands;2022;1190;230;220;140;100;40;90;50;20;20;110;40;20;20;70;40;30;110;10;;960;19.2;18.7
3126;Female;65 to 74 years;Total;Bonaire;2012;510;50;50;30;30;0;20;0;20;0;10;0;0;0;10;0;10;40;10;;460;10.2;8.9
3127;Female;65 to 74 years;Total;Bonaire;2014;580;100;100;60;60;0;40;30;10;0;60;0;0;0;60;40;20;40;0;;480;17.1;17.1
3128;Female;65 to 74 years;Total;Bonaire;2016;660;60;60;40;30;10;20;10;10;0;30;10;10;0;20;10;10;30;0;;600;9.4;9.4
3129;Female;65 to 74 years;Total;Bonaire;2018;820;150;140;100;40;60;40;20;20;0;90;60;30;30;40;40;0;50;10;;670;18.3;17.1
3130;Female;65 to 74 years;Total;Bonaire;2020;870;160;160;100;90;20;60;30;30;0;110;50;40;10;60;40;30;50;10;;710;18.7;18.2
3131;Female;65 to 74 years;Total;Bonaire;2022;980;170;170;120;80;40;60;30;10;20;90;30;20;20;50;30;20;90;0;;810;17.5;17.5
3132;Female;65 to 74 years;Total;St. Eustatius;2012;90;10;10;10;10;0;0;0;0;0;10;10;10;0;0;0;0;0;0;;80;;
3133;Female;65 to 74 years;Total;St. Eustatius;2014;140;20;20;10;10;0;10;0;10;0;0;0;0;0;0;0;0;20;0;;120;;
3134;Female;65 to 74 years;Total;St. Eustatius;2016;80;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;80;;
3135;Female;65 to 74 years;Total;St. Eustatius;2018;140;30;30;10;10;0;10;10;10;0;0;0;0;0;0;0;0;20;0;;120;;
3136;Female;65 to 74 years;Total;St. Eustatius;2020;130;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;110;;
3137;Female;65 to 74 years;Total;St. Eustatius;2022;120;40;40;20;20;0;20;10;0;0;10;10;10;0;10;0;0;20;0;;80;;
3138;Female;65 to 74 years;Total;Saba;2012;70;20;20;10;0;10;10;0;10;0;10;10;10;0;0;0;0;10;0;;50;;
3139;Female;65 to 74 years;Total;Saba;2014;70;20;20;10;10;10;10;0;0;0;10;10;0;0;10;10;0;10;0;;50;;
3140;Female;65 to 74 years;Total;Saba;2016;80;10;10;10;0;10;0;0;0;0;10;0;0;0;10;10;0;0;0;;70;;
3141;Female;65 to 74 years;Total;Saba;2018;90;20;20;10;0;10;10;0;0;0;10;0;0;0;10;0;0;10;0;;70;;
3142;Female;65 to 74 years;Total;Saba;2020;100;30;30;20;10;10;10;0;0;0;20;10;0;0;20;10;0;10;0;;70;;
3143;Female;65 to 74 years;Total;Saba;2022;80;20;10;0;0;0;10;10;0;0;10;0;0;0;10;10;0;10;0;;70;;
3144;Female;65 to 74 years;1 Lower education;Caribbean Netherlands;2012;550;50;40;20;20;10;10;0;10;0;20;20;10;0;0;0;0;20;10;;500;8.2;6.9
3145;Female;65 to 74 years;1 Lower education;Caribbean Netherlands;2014;510;90;90;40;40;10;40;30;10;0;40;10;0;0;40;20;20;40;0;;430;16.6;16.6
3146;Female;65 to 74 years;1 Lower education;Caribbean Netherlands;2016;630;80;80;50;40;20;20;10;10;0;40;10;10;0;30;20;20;30;0;;560;11.9;11.9
3147;Female;65 to 74 years;1 Lower education;Caribbean Netherlands;2018;680;90;90;70;40;40;10;10;10;0;40;40;20;20;0;0;0;50;0;;590;13.0;13.0
3148;Female;65 to 74 years;1 Lower education;Caribbean Netherlands;2020;740;130;130;100;100;10;20;10;10;0;70;10;0;10;50;30;30;60;10;;610;17.5;16.8
3149;Female;65 to 74 years;1 Lower education;Caribbean Netherlands;2022;770;170;160;110;90;20;50;30;0;20;60;40;20;20;20;20;0;100;0;;610;21.4;20.9
3150;Female;65 to 74 years;1 Lower education;Bonaire;2012;430;30;20;10;10;0;10;0;10;0;0;0;0;0;0;0;0;20;10;;400;6.0;4.4
3151;Female;65 to 74 years;1 Lower education;Bonaire;2014;390;70;70;30;30;0;40;30;10;0;40;0;0;0;40;20;20;30;0;;320;18.1;18.1
3152;Female;65 to 74 years;1 Lower education;Bonaire;2016;520;60;60;40;30;10;20;10;10;0;30;10;10;0;20;10;10;30;0;;460;;
3153;Female;65 to 74 years;1 Lower education;Bonaire;2018;520;70;70;70;30;40;0;0;0;0;40;40;20;20;0;0;0;30;0;;460;12.7;12.7
3154;Female;65 to 74 years;1 Lower education;Bonaire;2020;580;100;100;80;80;0;20;10;10;0;60;10;0;10;50;20;30;40;10;;470;18.1;17.2
3155;Female;65 to 74 years;1 Lower education;Bonaire;2022;650;130;130;100;80;20;30;20;0;20;50;30;20;20;10;10;0;90;0;;520;20.2;20.2
3156;Female;65 to 74 years;1 Lower education;St. Eustatius;2012;70;10;10;10;10;0;0;0;0;0;10;10;10;0;0;0;0;0;0;;60;;
3157;Female;65 to 74 years;1 Lower education;St. Eustatius;2014;80;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;80;;
3158;Female;65 to 74 years;1 Lower education;St. Eustatius;2016;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;50;;
3159;Female;65 to 74 years;1 Lower education;St. Eustatius;2018;110;20;20;10;10;0;10;10;10;0;0;0;0;0;0;0;0;20;0;;90;;
3160;Female;65 to 74 years;1 Lower education;St. Eustatius;2020;120;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;100;;
3161;Female;65 to 74 years;1 Lower education;St. Eustatius;2022;80;30;20;10;10;0;10;10;0;0;10;10;10;0;0;0;0;10;0;;50;;
3162;Female;65 to 74 years;1 Lower education;Saba;2012;50;10;10;10;0;10;0;0;0;0;10;10;10;0;0;0;0;0;0;;40;;
3163;Female;65 to 74 years;1 Lower education;Saba;2014;40;10;10;10;0;10;0;0;0;0;10;10;0;0;0;0;0;0;0;;30;;
3164;Female;65 to 74 years;1 Lower education;Saba;2016;50;10;10;10;0;0;0;0;0;0;10;0;0;0;10;10;0;0;0;;40;;
3165;Female;65 to 74 years;1 Lower education;Saba;2018;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;50;;
3166;Female;65 to 74 years;1 Lower education;Saba;2020;50;10;10;10;0;10;0;0;0;0;10;0;0;0;10;0;0;0;0;;40;;
3167;Female;65 to 74 years;1 Lower education;Saba;2022;40;10;10;0;0;0;10;0;0;0;10;0;0;0;10;10;0;0;0;;30;;
3168;Female;65 to 74 years;2 Intermediate education;Caribbean Netherlands;2012;80;20;20;20;20;0;0;0;0;0;10;0;0;0;10;0;10;10;0;;60;;
3169;Female;65 to 74 years;2 Intermediate education;Caribbean Netherlands;2014;160;20;20;10;10;0;10;0;10;0;10;0;0;0;10;10;0;10;0;;140;;
3170;Female;65 to 74 years;2 Intermediate education;Caribbean Netherlands;2016;110;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;110;;
3171;Female;65 to 74 years;2 Intermediate education;Caribbean Netherlands;2018;180;50;50;30;0;30;20;10;10;0;30;10;10;0;20;20;0;20;0;;130;;
3172;Female;65 to 74 years;2 Intermediate education;Caribbean Netherlands;2020;160;30;30;20;10;10;10;0;10;0;20;10;10;0;10;10;0;10;0;;130;;
3173;Female;65 to 74 years;2 Intermediate education;Caribbean Netherlands;2022;220;20;20;0;0;0;20;0;20;0;20;0;0;0;20;0;20;10;0;;200;;
3174;Female;65 to 74 years;2 Intermediate education;Bonaire;2012;60;20;20;20;20;0;0;0;0;0;10;0;0;0;10;0;10;10;0;;40;;
3175;Female;65 to 74 years;2 Intermediate education;Bonaire;2014;110;10;10;10;10;0;0;0;0;0;10;0;0;0;10;10;0;0;0;;100;;
3176;Female;65 to 74 years;2 Intermediate education;Bonaire;2016;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;90;;
3177;Female;65 to 74 years;2 Intermediate education;Bonaire;2018;140;50;50;30;0;30;20;10;10;0;30;10;10;0;20;20;0;20;0;;100;;
3178;Female;65 to 74 years;2 Intermediate education;Bonaire;2020;130;20;20;10;10;0;10;0;10;0;10;10;10;0;0;0;0;10;0;;110;;
