ID;Geslacht;Leeftijd;DiagnoseIndelingVTV;Perioden;TotaalOverledenen_1;OverledenenPer10000Inwoners_2;VerpleegdagenVanKlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemiddeldeVerpleegduurOverledenen_5
4622;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;1995;350.0;0.2;3464.0;2.2;9.9
4623;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;1996;382.0;0.2;4319.0;2.8;11.3
4624;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;1997;346.0;0.2;2597.0;1.7;7.5
4625;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;1998;383.0;0.2;3313.0;2.1;8.7
4626;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;1999;405.0;0.3;3520.0;2.2;8.7
4627;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2000;452.0;0.3;4315.0;2.7;9.5
4628;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2001;423.0;0.3;4854.0;3.0;11.5
4629;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2002;407.0;0.3;3940.0;2.4;9.7
4630;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2003;390.0;0.2;3657.0;2.3;9.4
4631;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2004;342.0;0.2;3188.0;2.0;9.3
4632;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2005;415.0;0.3;3356.0;2.1;8.1
4633;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2006;353.0;0.2;3433.0;2.1;9.7
4634;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2007;284.0;0.2;1975.0;1.2;7.0
4635;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2008;239.0;0.1;1773.0;1.1;7.4
4636;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2009;266.0;0.2;2305.0;1.4;8.7
4637;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2010;306.0;0.2;3603.0;2.2;11.8
4638;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2011;284.0;0.2;2508.0;1.5;8.8
4639;Totaal mannen en vrouwen;Totaal alle leeftijden;14  Aandoeningen v.d. perinatale periode;2012;281.0;0.2;3548.0;2.1;12.6
4640;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1981;247.0;0.2;1533.0;1.1;6.2
4641;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1982;229.0;0.2;1843.0;1.3;8.0
4642;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1983;234.0;0.2;1740.0;1.2;7.4
4643;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1984;207.0;0.1;1875.0;1.3;9.1
4644;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1985;218.0;0.2;2061.0;1.4;9.5
4645;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1986;215.0;0.1;2127.0;1.5;9.9
4646;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1987;250.0;0.2;2093.0;1.4;8.4
4647;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1988;261.0;0.2;1892.0;1.3;7.2
4648;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1989;253.0;0.2;2857.0;1.9;11.3
4649;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1990;241.0;0.2;2400.0;1.6;10.0
4650;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1991;201.0;0.1;1516.0;1.0;7.5
4651;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1992;207.0;0.1;2110.0;1.4;10.2
4652;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1993;236.0;0.2;2196.0;1.4;9.3
4653;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1994;187.0;0.1;1606.0;1.0;8.6
4654;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1995;178.0;0.1;1513.0;1.0;8.5
4655;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1996;194.0;0.1;2527.0;1.6;13.0
4656;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1997;171.0;0.1;1216.0;0.8;7.1
4657;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1998;174.0;0.1;1966.0;1.3;11.3
4658;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;1999;196.0;0.1;1954.0;1.2;10.0
4659;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2000;227.0;0.1;2878.0;1.8;12.7
4660;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2001;204.0;0.1;2327.0;1.5;11.4
4661;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2002;208.0;0.1;1868.0;1.2;9.0
4662;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2003;208.0;0.1;2478.0;1.5;11.9
4663;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2004;152.0;0.1;2204.0;1.4;14.5
4664;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2005;177.0;0.1;1582.0;1.0;8.9
4665;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2006;163.0;0.1;1853.0;1.1;11.4
4666;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2007;137.0;0.1;993.0;0.6;7.2
4667;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2008;117.0;0.1;1027.0;0.6;8.8
4668;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2009;149.0;0.1;1307.0;0.8;8.8
4669;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2010;193.0;0.1;2522.0;1.5;13.1
4670;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2011;181.0;0.1;1744.0;1.0;9.6
4671;Totaal mannen en vrouwen;Totaal alle leeftijden;14.1  Vroeggeboorten;2012;173.0;0.1;2259.0;1.3;13.1
4672;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1981;65.0;0.0;454.0;0.3;7.0
4673;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1982;80.0;0.1;407.0;0.3;5.1
4674;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1983;70.0;0.0;284.0;0.2;4.1
4675;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1984;66.0;0.0;447.0;0.3;6.8
4676;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1985;72.0;0.0;520.0;0.4;7.2
4677;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1986;91.0;0.1;889.0;0.6;9.8
4678;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1987;83.0;0.1;660.0;0.5;7.9
4679;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1988;73.0;0.0;331.0;0.2;4.5
4680;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1989;85.0;0.1;515.0;0.3;6.1
4681;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1990;102.0;0.1;440.0;0.3;4.3
4682;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1991;98.0;0.1;460.0;0.3;4.7
4683;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1992;101.0;0.1;478.0;0.3;4.7
4684;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1993;116.0;0.1;405.0;0.3;3.5
4685;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1994;98.0;0.1;578.0;0.4;5.9
4686;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1995;81.0;0.1;466.0;0.3;5.8
4687;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1996;87.0;0.1;323.0;0.2;3.7
4688;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1997;77.0;0.0;328.0;0.2;4.3
4689;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1998;113.0;0.1;639.0;0.4;5.7
4690;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;1999;112.0;0.1;663.0;0.4;5.9
4691;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2000;117.0;0.1;553.0;0.3;4.7
4692;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2001;95.0;0.1;475.0;0.3;5.0
4693;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2002;100.0;0.1;535.0;0.3;5.4
4694;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2003;106.0;0.1;439.0;0.3;4.1
4695;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2004;110.0;0.1;576.0;0.4;5.2
4696;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2005;97.0;0.1;415.0;0.3;4.3
4697;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2006;72.0;0.0;280.0;0.2;3.9
4698;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2007;76.0;0.0;290.0;0.2;3.8
4699;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2008;70.0;0.0;330.0;0.2;4.7
4700;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2009;62.0;0.0;353.0;0.2;5.7
4701;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2010;62.0;0.0;362.0;0.2;5.8
4702;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2011;63.0;0.0;221.0;0.1;3.5
4703;Totaal mannen en vrouwen;Totaal alle leeftijden;14.2  Gezondheidsprobl.op tijd geborenen;2012;58.0;0.0;360.0;0.2;6.2
4704;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1981;101.0;0.1;735.0;0.5;7.3
4705;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1982;120.0;0.1;1299.0;0.9;10.8
4706;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1983;88.0;0.1;383.0;0.3;4.4
4707;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1984;91.0;0.1;703.0;0.5;7.7
4708;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1985;111.0;0.1;1248.0;0.9;11.2
4709;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1986;77.0;0.1;1294.0;0.9;16.8
4710;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1987;94.0;0.1;815.0;0.6;8.7
4711;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1988;106.0;0.1;1356.0;0.9;12.7
4712;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1989;99.0;0.1;777.0;0.5;7.8
4713;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1990;102.0;0.1;849.0;0.6;8.3
4714;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1991;116.0;0.1;1563.0;1.0;13.4
4715;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1992;130.0;0.1;1704.0;1.1;13.1
4716;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1993;124.0;0.1;2373.0;1.6;19.1
4717;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1994;114.0;0.1;2054.0;1.3;18.0
4718;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1995;91.0;0.1;1485.0;1.0;16.3
4719;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1996;101.0;0.1;1469.0;0.9;14.5
4720;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1997;98.0;0.1;1053.0;0.7;10.7
4721;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1998;96.0;0.1;708.0;0.5;7.4
4722;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;1999;97.0;0.1;903.0;0.6;9.3
4723;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2000;108.0;0.1;884.0;0.6;8.2
4724;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2001;124.0;0.1;2052.0;1.3;16.5
4725;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2002;99.0;0.1;1537.0;1.0;15.5
4726;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2003;76.0;0.0;740.0;0.5;9.7
4727;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2004;80.0;0.0;408.0;0.3;5.1
4728;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2005;141.0;0.1;1359.0;0.8;9.6
4729;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2006;118.0;0.1;1300.0;0.8;11.0
4730;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2007;71.0;0.0;692.0;0.4;9.7
4731;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2008;52.0;0.0;416.0;0.3;8.0
4732;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2009;55.0;0.0;645.0;0.4;11.7
4733;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2010;51.0;0.0;719.0;0.4;14.1
4734;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2011;40.0;0.0;543.0;0.3;13.6
4735;Totaal mannen en vrouwen;Totaal alle leeftijden;14.3  Ov. aand. van perinatale periode;2012;50.0;0.0;929.0;0.6;18.6
4736;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1981;338.0;0.2;6161.0;4.3;18.2
4737;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1982;324.0;0.2;5957.0;4.2;18.4
4738;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1983;326.0;0.2;4648.0;3.2;14.3
4739;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1984;325.0;0.2;6818.0;4.7;21.0
4740;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1985;333.0;0.2;5764.0;4.0;17.3
4741;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1986;341.0;0.2;5903.0;4.1;17.3
4742;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1987;380.0;0.3;5747.0;3.9;15.1
4743;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1988;329.0;0.2;5935.0;4.0;18.0
4744;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1989;314.0;0.2;5226.0;3.5;16.6
4745;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1990;385.0;0.3;6667.0;4.5;17.3
4746;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1991;335.0;0.2;4727.0;3.1;14.1
4747;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1992;349.0;0.2;4063.0;2.7;11.6
4748;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1993;332.0;0.2;5329.0;3.5;16.1
4749;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1994;326.0;0.2;4609.0;3.0;14.1
4750;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1995;300.0;0.2;5094.0;3.3;17.0
4751;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1996;279.0;0.2;3686.0;2.4;13.2
4752;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1997;308.0;0.2;4230.0;2.7;13.7
4753;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1998;284.0;0.2;4604.0;2.9;16.2
4754;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;1999;234.0;0.1;3034.0;1.9;13.0
4755;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2000;286.0;0.2;3174.0;2.0;11.1
4756;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2001;281.0;0.2;3315.0;2.1;11.8
4757;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2002;244.0;0.2;3646.0;2.3;14.9
4758;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2003;257.0;0.2;3563.0;2.2;13.9
4759;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2004;224.0;0.1;2976.0;1.8;13.3
4760;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2005;185.0;0.1;2863.0;1.8;15.5
4761;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2006;169.0;0.1;3449.0;2.1;20.4
4762;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2007;130.0;0.1;1857.0;1.1;14.3
4763;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2008;103.0;0.1;1761.0;1.1;17.1
4764;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2009;133.0;0.1;2220.0;1.3;16.7
4765;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2010;117.0;0.1;2129.0;1.3;18.2
4766;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2011;103.0;0.1;2713.0;1.6;26.3
4767;Totaal mannen en vrouwen;Totaal alle leeftijden;15  Aangeboren afwijkingen;2012;94.0;0.1;2674.0;1.6;28.4
4768;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1981;55.0;0.0;1656.0;1.2;30.1
4769;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1982;46.0;0.0;1354.0;0.9;29.4
4770;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1983;44.0;0.0;982.0;0.7;22.3
4771;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1984;71.0;0.0;2067.0;1.4;29.1
4772;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1985;55.0;0.0;1496.0;1.0;27.2
4773;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1986;55.0;0.0;989.0;0.7;18.0
4774;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1987;64.0;0.0;1001.0;0.7;15.6
4775;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1988;56.0;0.0;929.0;0.6;16.6
4776;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1989;64.0;0.0;1318.0;0.9;20.6
4777;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1990;72.0;0.0;1018.0;0.7;14.1
4778;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1991;56.0;0.0;735.0;0.5;13.1
4779;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1992;60.0;0.0;580.0;0.4;9.7
4780;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1993;59.0;0.0;659.0;0.4;11.2
4781;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1994;47.0;0.0;532.0;0.3;11.3
4782;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1995;51.0;0.0;683.0;0.4;13.4
4783;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1996;51.0;0.0;363.0;0.2;7.1
4784;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1997;51.0;0.0;655.0;0.4;12.8
4785;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1998;45.0;0.0;753.0;0.5;16.7
4786;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;1999;50.0;0.0;507.0;0.3;10.1
4787;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2000;57.0;0.0;691.0;0.4;12.1
4788;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2001;46.0;0.0;497.0;0.3;10.8
4789;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2002;45.0;0.0;498.0;0.3;11.1
4790;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2003;33.0;0.0;287.0;0.2;8.7
4791;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2004;42.0;0.0;431.0;0.3;10.3
4792;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2005;30.0;0.0;384.0;0.2;12.8
4793;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2006;25.0;0.0;331.0;0.2;13.2
4794;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2007;14.0;0.0;116.0;0.1;8.3
4795;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2008;14.0;0.0;79.0;0.0;5.6
4796;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2009;18.0;0.0;238.0;0.1;13.2
4797;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2010;13.0;0.0;191.0;0.1;14.7
4798;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2011;10.0;0.0;103.0;0.1;10.3
4799;Totaal mannen en vrouwen;Totaal alle leeftijden;15.1  Aangeb. afwijkingen van het czs;2012;5.0;0.0;68.0;0.0;13.6
4800;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1981;155.0;0.1;1987.0;1.4;12.8
4801;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1982;173.0;0.1;2238.0;1.6;12.9
4802;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1983;153.0;0.1;1372.0;1.0;9.0
4803;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1984;139.0;0.1;1528.0;1.1;11.0
4804;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1985;142.0;0.1;1767.0;1.2;12.4
4805;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1986;158.0;0.1;2391.0;1.6;15.1
4806;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1987;151.0;0.1;1353.0;0.9;9.0
4807;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1988;137.0;0.1;2064.0;1.4;15.1
4808;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1989;145.0;0.1;2393.0;1.6;16.5
4809;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1990;162.0;0.1;2258.0;1.5;13.9
4810;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1991;143.0;0.1;1916.0;1.3;13.4
4811;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1992;143.0;0.1;1561.0;1.0;10.9
4812;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1993;141.0;0.1;2636.0;1.7;18.7
4813;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1994;152.0;0.1;1996.0;1.3;13.1
4814;Totaal mannen en vrouwen;Totaal alle leeftijden;15.2  Aangeb. afw. van hartvaatstelsel;1995;139.0;0.1;2272.0;1.5;16.3
