ID;BedrijfskenmerkenSBI1993;Perioden;Ziekteverzuimpercentage_1
444;F Bouwnijverheid;2009 2e kwartaal;4.0
445;F Bouwnijverheid;2009 3e kwartaal;3.9
446;F Bouwnijverheid;2009 4e kwartaal;4.4
447;F Bouwnijverheid;2009;4.2
448;F Bouwnijverheid;2010 1e kwartaal;4.4
449;F Bouwnijverheid;2010 2e kwartaal;4.2
450;F Bouwnijverheid;2010 3e kwartaal;3.9
451;F Bouwnijverheid;2010 4e kwartaal;4.3
452;F Bouwnijverheid;2010;4.2
453;F Bouwnijverheid;2011 1e kwartaal;4.6
454;F Bouwnijverheid;2011 2e kwartaal;4.3
455;F Bouwnijverheid;2011 3e kwartaal;4.1
456;G t/m K Commerciële dienstverlening;2004 1e kwartaal;
457;G t/m K Commerciële dienstverlening;2004 2e kwartaal;
458;G t/m K Commerciële dienstverlening;2004 3e kwartaal;
459;G t/m K Commerciële dienstverlening;2004 4e kwartaal;
460;G t/m K Commerciële dienstverlening;2004;3.5
461;G t/m K Commerciële dienstverlening;2005 1e kwartaal;
462;G t/m K Commerciële dienstverlening;2005 2e kwartaal;
463;G t/m K Commerciële dienstverlening;2005 3e kwartaal;
464;G t/m K Commerciële dienstverlening;2005 4e kwartaal;
465;G t/m K Commerciële dienstverlening;2005;3.4
466;G t/m K Commerciële dienstverlening;2006 1e kwartaal;
467;G t/m K Commerciële dienstverlening;2006 2e kwartaal;
468;G t/m K Commerciële dienstverlening;2006 3e kwartaal;
469;G t/m K Commerciële dienstverlening;2006 4e kwartaal;
470;G t/m K Commerciële dienstverlening;2006;3.8
471;G t/m K Commerciële dienstverlening;2007 1e kwartaal;
472;G t/m K Commerciële dienstverlening;2007 2e kwartaal;
473;G t/m K Commerciële dienstverlening;2007 3e kwartaal;
474;G t/m K Commerciële dienstverlening;2007 4e kwartaal;
475;G t/m K Commerciële dienstverlening;2007;3.9
476;G t/m K Commerciële dienstverlening;2008 1e kwartaal;3.9
477;G t/m K Commerciële dienstverlening;2008 2e kwartaal;3.2
478;G t/m K Commerciële dienstverlening;2008 3e kwartaal;3.0
479;G t/m K Commerciële dienstverlening;2008 4e kwartaal;3.4
480;G t/m K Commerciële dienstverlening;2008;3.4
481;G t/m K Commerciële dienstverlening;2009 1e kwartaal;3.6
482;G t/m K Commerciële dienstverlening;2009 2e kwartaal;3.0
483;G t/m K Commerciële dienstverlening;2009 3e kwartaal;3.0
484;G t/m K Commerciële dienstverlening;2009 4e kwartaal;3.6
485;G t/m K Commerciële dienstverlening;2009;3.3
486;G t/m K Commerciële dienstverlening;2010 1e kwartaal;3.6
487;G t/m K Commerciële dienstverlening;2010 2e kwartaal;3.3
488;G t/m K Commerciële dienstverlening;2010 3e kwartaal;3.3
489;G t/m K Commerciële dienstverlening;2010 4e kwartaal;3.6
490;G t/m K Commerciële dienstverlening;2010;3.5
491;G t/m K Commerciële dienstverlening;2011 1e kwartaal;3.8
492;G t/m K Commerciële dienstverlening;2011 2e kwartaal;3.3
493;G t/m K Commerciële dienstverlening;2011 3e kwartaal;3.1
494;G Handel;2004 1e kwartaal;
495;G Handel;2004 2e kwartaal;
496;G Handel;2004 3e kwartaal;
497;G Handel;2004 4e kwartaal;
498;G Handel;2004;3.4
499;G Handel;2005 1e kwartaal;
500;G Handel;2005 2e kwartaal;
501;G Handel;2005 3e kwartaal;
502;G Handel;2005 4e kwartaal;
503;G Handel;2005;3.3
504;G Handel;2006 1e kwartaal;
505;G Handel;2006 2e kwartaal;
506;G Handel;2006 3e kwartaal;
507;G Handel;2006 4e kwartaal;
508;G Handel;2006;3.7
509;G Handel;2007 1e kwartaal;
510;G Handel;2007 2e kwartaal;
511;G Handel;2007 3e kwartaal;
512;G Handel;2007 4e kwartaal;
513;G Handel;2007;3.8
514;G Handel;2008 1e kwartaal;3.7
515;G Handel;2008 2e kwartaal;3.1
516;G Handel;2008 3e kwartaal;2.9
517;G Handel;2008 4e kwartaal;3.3
518;G Handel;2008;3.3
519;G Handel;2009 1e kwartaal;3.6
520;G Handel;2009 2e kwartaal;3.1
521;G Handel;2009 3e kwartaal;3.0
522;G Handel;2009 4e kwartaal;3.5
523;G Handel;2009;3.3
524;G Handel;2010 1e kwartaal;3.4
525;G Handel;2010 2e kwartaal;3.2
526;G Handel;2010 3e kwartaal;3.1
527;G Handel;2010 4e kwartaal;3.4
528;G Handel;2010;3.3
529;G Handel;2011 1e kwartaal;3.6
530;G Handel;2011 2e kwartaal;3.3
531;G Handel;2011 3e kwartaal;3.0
532;50 Autohandel en -reparatie;2004 1e kwartaal;
533;50 Autohandel en -reparatie;2004 2e kwartaal;
534;50 Autohandel en -reparatie;2004 3e kwartaal;
535;50 Autohandel en -reparatie;2004 4e kwartaal;
536;50 Autohandel en -reparatie;2004;3.6
537;50 Autohandel en -reparatie;2005 1e kwartaal;
538;50 Autohandel en -reparatie;2005 2e kwartaal;
539;50 Autohandel en -reparatie;2005 3e kwartaal;
540;50 Autohandel en -reparatie;2005 4e kwartaal;
541;50 Autohandel en -reparatie;2005;3.5
542;50 Autohandel en -reparatie;2006 1e kwartaal;
543;50 Autohandel en -reparatie;2006 2e kwartaal;
544;50 Autohandel en -reparatie;2006 3e kwartaal;
545;50 Autohandel en -reparatie;2006 4e kwartaal;
546;50 Autohandel en -reparatie;2006;3.4
547;50 Autohandel en -reparatie;2007 1e kwartaal;
548;50 Autohandel en -reparatie;2007 2e kwartaal;
549;50 Autohandel en -reparatie;2007 3e kwartaal;
550;50 Autohandel en -reparatie;2007 4e kwartaal;
551;50 Autohandel en -reparatie;2007;3.8
552;50 Autohandel en -reparatie;2008 1e kwartaal;3.4
553;50 Autohandel en -reparatie;2008 2e kwartaal;3.1
554;50 Autohandel en -reparatie;2008 3e kwartaal;2.6
555;50 Autohandel en -reparatie;2008 4e kwartaal;3.2
556;50 Autohandel en -reparatie;2008;3.1
557;50 Autohandel en -reparatie;2009 1e kwartaal;3.4
558;50 Autohandel en -reparatie;2009 2e kwartaal;2.9
559;50 Autohandel en -reparatie;2009 3e kwartaal;3.0
560;50 Autohandel en -reparatie;2009 4e kwartaal;3.4
561;50 Autohandel en -reparatie;2009;3.2
562;50 Autohandel en -reparatie;2010 1e kwartaal;3.4
563;50 Autohandel en -reparatie;2010 2e kwartaal;3.1
564;50 Autohandel en -reparatie;2010 3e kwartaal;3.0
565;50 Autohandel en -reparatie;2010 4e kwartaal;3.5
566;50 Autohandel en -reparatie;2010;3.3
567;50 Autohandel en -reparatie;2011 1e kwartaal;3.4
568;50 Autohandel en -reparatie;2011 2e kwartaal;3.5
569;50 Autohandel en -reparatie;2011 3e kwartaal;2.9
570;51 Groothandel;2004 1e kwartaal;
571;51 Groothandel;2004 2e kwartaal;
572;51 Groothandel;2004 3e kwartaal;
573;51 Groothandel;2004 4e kwartaal;
574;51 Groothandel;2004;3.7
575;51 Groothandel;2005 1e kwartaal;
576;51 Groothandel;2005 2e kwartaal;
577;51 Groothandel;2005 3e kwartaal;
578;51 Groothandel;2005 4e kwartaal;
579;51 Groothandel;2005;3.5
580;51 Groothandel;2006 1e kwartaal;
581;51 Groothandel;2006 2e kwartaal;
582;51 Groothandel;2006 3e kwartaal;
583;51 Groothandel;2006 4e kwartaal;
584;51 Groothandel;2006;3.7
585;51 Groothandel;2007 1e kwartaal;
586;51 Groothandel;2007 2e kwartaal;
587;51 Groothandel;2007 3e kwartaal;
588;51 Groothandel;2007 4e kwartaal;
589;51 Groothandel;2007;3.8
590;51 Groothandel;2008 1e kwartaal;3.9
591;51 Groothandel;2008 2e kwartaal;3.2
592;51 Groothandel;2008 3e kwartaal;3.0
593;51 Groothandel;2008 4e kwartaal;3.5
594;51 Groothandel;2008;3.4
595;51 Groothandel;2009 1e kwartaal;3.7
596;51 Groothandel;2009 2e kwartaal;3.3
597;51 Groothandel;2009 3e kwartaal;3.2
598;51 Groothandel;2009 4e kwartaal;3.7
599;51 Groothandel;2009;3.5
600;51 Groothandel;2010 1e kwartaal;3.5
601;51 Groothandel;2010 2e kwartaal;3.4
602;51 Groothandel;2010 3e kwartaal;3.2
603;51 Groothandel;2010 4e kwartaal;3.6
604;51 Groothandel;2010;3.5
605;51 Groothandel;2011 1e kwartaal;3.8
606;51 Groothandel;2011 2e kwartaal;3.3
607;51 Groothandel;2011 3e kwartaal;3.1
608;52 Detailhandel;2004 1e kwartaal;
609;52 Detailhandel;2004 2e kwartaal;
610;52 Detailhandel;2004 3e kwartaal;
611;52 Detailhandel;2004 4e kwartaal;
612;52 Detailhandel;2004;3.1
613;52 Detailhandel;2005 1e kwartaal;
614;52 Detailhandel;2005 2e kwartaal;
615;52 Detailhandel;2005 3e kwartaal;
616;52 Detailhandel;2005 4e kwartaal;
617;52 Detailhandel;2005;3.1
618;52 Detailhandel;2006 1e kwartaal;
619;52 Detailhandel;2006 2e kwartaal;
620;52 Detailhandel;2006 3e kwartaal;
621;52 Detailhandel;2006 4e kwartaal;
622;52 Detailhandel;2006;3.6
623;52 Detailhandel;2007 1e kwartaal;
624;52 Detailhandel;2007 2e kwartaal;
625;52 Detailhandel;2007 3e kwartaal;
626;52 Detailhandel;2007 4e kwartaal;
627;52 Detailhandel;2007;3.9
628;52 Detailhandel;2008 1e kwartaal;3.6
629;52 Detailhandel;2008 2e kwartaal;3.0
630;52 Detailhandel;2008 3e kwartaal;3.0
631;52 Detailhandel;2008 4e kwartaal;3.2
632;52 Detailhandel;2008;3.2
633;52 Detailhandel;2009 1e kwartaal;3.4
634;52 Detailhandel;2009 2e kwartaal;2.9
635;52 Detailhandel;2009 3e kwartaal;2.8
636;52 Detailhandel;2009 4e kwartaal;3.3
637;52 Detailhandel;2009;3.1
638;52 Detailhandel;2010 1e kwartaal;3.3
639;52 Detailhandel;2010 2e kwartaal;3.1
640;52 Detailhandel;2010 3e kwartaal;3.0
641;52 Detailhandel;2010 4e kwartaal;3.1
642;52 Detailhandel;2010;3.1
643;52 Detailhandel;2011 1e kwartaal;3.5
644;52 Detailhandel;2011 2e kwartaal;3.2
645;52 Detailhandel;2011 3e kwartaal;3.0
646;H Horeca;2004 1e kwartaal;
647;H Horeca;2004 2e kwartaal;
648;H Horeca;2004 3e kwartaal;
649;H Horeca;2004 4e kwartaal;
650;H Horeca;2004;2.3
651;H Horeca;2005 1e kwartaal;
652;H Horeca;2005 2e kwartaal;
653;H Horeca;2005 3e kwartaal;
654;H Horeca;2005 4e kwartaal;
655;H Horeca;2005;2.2
656;H Horeca;2006 1e kwartaal;
657;H Horeca;2006 2e kwartaal;
658;H Horeca;2006 3e kwartaal;
659;H Horeca;2006 4e kwartaal;
660;H Horeca;2006;3.4
661;H Horeca;2007 1e kwartaal;
662;H Horeca;2007 2e kwartaal;
663;H Horeca;2007 3e kwartaal;
664;H Horeca;2007 4e kwartaal;
665;H Horeca;2007;3.6
666;H Horeca;2008 1e kwartaal;2.8
667;H Horeca;2008 2e kwartaal;2.5
668;H Horeca;2008 3e kwartaal;2.4
669;H Horeca;2008 4e kwartaal;2.4
670;H Horeca;2008;2.5
671;H Horeca;2009 1e kwartaal;2.3
672;H Horeca;2009 2e kwartaal;2.0
673;H Horeca;2009 3e kwartaal;1.9
674;H Horeca;2009 4e kwartaal;2.1
675;H Horeca;2009;2.1
676;H Horeca;2010 1e kwartaal;2.2
677;H Horeca;2010 2e kwartaal;2.1
678;H Horeca;2010 3e kwartaal;2.3
679;H Horeca;2010 4e kwartaal;2.4
680;H Horeca;2010;2.3
681;H Horeca;2011 1e kwartaal;2.5
682;H Horeca;2011 2e kwartaal;2.5
683;H Horeca;2011 3e kwartaal;2.3
684;I Vervoer en communicatie;2004 1e kwartaal;
685;I Vervoer en communicatie;2004 2e kwartaal;
686;I Vervoer en communicatie;2004 3e kwartaal;
687;I Vervoer en communicatie;2004 4e kwartaal;
688;I Vervoer en communicatie;2004;4.6
689;I Vervoer en communicatie;2005 1e kwartaal;
690;I Vervoer en communicatie;2005 2e kwartaal;
691;I Vervoer en communicatie;2005 3e kwartaal;
692;I Vervoer en communicatie;2005 4e kwartaal;
693;I Vervoer en communicatie;2005;4.9
694;I Vervoer en communicatie;2006 1e kwartaal;
695;I Vervoer en communicatie;2006 2e kwartaal;
696;I Vervoer en communicatie;2006 3e kwartaal;
697;I Vervoer en communicatie;2006 4e kwartaal;
698;I Vervoer en communicatie;2006;4.7
699;I Vervoer en communicatie;2007 1e kwartaal;
700;I Vervoer en communicatie;2007 2e kwartaal;
701;I Vervoer en communicatie;2007 3e kwartaal;
702;I Vervoer en communicatie;2007 4e kwartaal;
703;I Vervoer en communicatie;2007;4.9
704;I Vervoer en communicatie;2008 1e kwartaal;4.9
705;I Vervoer en communicatie;2008 2e kwartaal;4.2
706;I Vervoer en communicatie;2008 3e kwartaal;4.1
707;I Vervoer en communicatie;2008 4e kwartaal;4.4
708;I Vervoer en communicatie;2008;4.4
709;I Vervoer en communicatie;2009 1e kwartaal;4.6
710;I Vervoer en communicatie;2009 2e kwartaal;4.0
711;I Vervoer en communicatie;2009 3e kwartaal;4.0
712;I Vervoer en communicatie;2009 4e kwartaal;4.4
713;I Vervoer en communicatie;2009;4.3
714;I Vervoer en communicatie;2010 1e kwartaal;4.8
715;I Vervoer en communicatie;2010 2e kwartaal;4.5
716;I Vervoer en communicatie;2010 3e kwartaal;4.4
717;I Vervoer en communicatie;2010 4e kwartaal;4.8
718;I Vervoer en communicatie;2010;4.6
719;I Vervoer en communicatie;2011 1e kwartaal;4.8
720;I Vervoer en communicatie;2011 2e kwartaal;4.3
721;I Vervoer en communicatie;2011 3e kwartaal;4.2
722;60 Openbaar vervoer en wegvervoer;2004 1e kwartaal;
723;60 Openbaar vervoer en wegvervoer;2004 2e kwartaal;
724;60 Openbaar vervoer en wegvervoer;2004 3e kwartaal;
725;60 Openbaar vervoer en wegvervoer;2004 4e kwartaal;
726;60 Openbaar vervoer en wegvervoer;2004;4.6
727;60 Openbaar vervoer en wegvervoer;2005 1e kwartaal;
728;60 Openbaar vervoer en wegvervoer;2005 2e kwartaal;
729;60 Openbaar vervoer en wegvervoer;2005 3e kwartaal;
730;60 Openbaar vervoer en wegvervoer;2005 4e kwartaal;
731;60 Openbaar vervoer en wegvervoer;2005;4.9
732;60 Openbaar vervoer en wegvervoer;2006 1e kwartaal;
733;60 Openbaar vervoer en wegvervoer;2006 2e kwartaal;
734;60 Openbaar vervoer en wegvervoer;2006 3e kwartaal;
735;60 Openbaar vervoer en wegvervoer;2006 4e kwartaal;
736;60 Openbaar vervoer en wegvervoer;2006;4.6
737;60 Openbaar vervoer en wegvervoer;2007 1e kwartaal;
738;60 Openbaar vervoer en wegvervoer;2007 2e kwartaal;
739;60 Openbaar vervoer en wegvervoer;2007 3e kwartaal;
740;60 Openbaar vervoer en wegvervoer;2007 4e kwartaal;
741;60 Openbaar vervoer en wegvervoer;2007;4.7
742;60 Openbaar vervoer en wegvervoer;2008 1e kwartaal;4.6
743;60 Openbaar vervoer en wegvervoer;2008 2e kwartaal;4.1
744;60 Openbaar vervoer en wegvervoer;2008 3e kwartaal;3.9
745;60 Openbaar vervoer en wegvervoer;2008 4e kwartaal;4.1
746;60 Openbaar vervoer en wegvervoer;2008;4.2
747;60 Openbaar vervoer en wegvervoer;2009 1e kwartaal;4.6
748;60 Openbaar vervoer en wegvervoer;2009 2e kwartaal;4.3
749;60 Openbaar vervoer en wegvervoer;2009 3e kwartaal;3.9
750;60 Openbaar vervoer en wegvervoer;2009 4e kwartaal;4.3
751;60 Openbaar vervoer en wegvervoer;2009;4.3
752;60 Openbaar vervoer en wegvervoer;2010 1e kwartaal;5.0
753;60 Openbaar vervoer en wegvervoer;2010 2e kwartaal;4.7
754;60 Openbaar vervoer en wegvervoer;2010 3e kwartaal;4.3
755;60 Openbaar vervoer en wegvervoer;2010 4e kwartaal;4.7
756;60 Openbaar vervoer en wegvervoer;2010;4.7
757;60 Openbaar vervoer en wegvervoer;2011 1e kwartaal;4.9
758;60 Openbaar vervoer en wegvervoer;2011 2e kwartaal;4.2
759;60 Openbaar vervoer en wegvervoer;2011 3e kwartaal;4.2
760;6100b Vervoer (geen land-) + telecom;2004 1e kwartaal;
761;6100b Vervoer (geen land-) + telecom;2004 2e kwartaal;
762;6100b Vervoer (geen land-) + telecom;2004 3e kwartaal;
763;6100b Vervoer (geen land-) + telecom;2004 4e kwartaal;
764;6100b Vervoer (geen land-) + telecom;2004;4.6
765;6100b Vervoer (geen land-) + telecom;2005 1e kwartaal;
766;6100b Vervoer (geen land-) + telecom;2005 2e kwartaal;
767;6100b Vervoer (geen land-) + telecom;2005 3e kwartaal;
768;6100b Vervoer (geen land-) + telecom;2005 4e kwartaal;
769;6100b Vervoer (geen land-) + telecom;2005;5.0
770;6100b Vervoer (geen land-) + telecom;2006 1e kwartaal;
771;6100b Vervoer (geen land-) + telecom;2006 2e kwartaal;
772;6100b Vervoer (geen land-) + telecom;2006 3e kwartaal;
773;6100b Vervoer (geen land-) + telecom;2006 4e kwartaal;
774;6100b Vervoer (geen land-) + telecom;2006;4.8
775;6100b Vervoer (geen land-) + telecom;2007 1e kwartaal;
776;6100b Vervoer (geen land-) + telecom;2007 2e kwartaal;
777;6100b Vervoer (geen land-) + telecom;2007 3e kwartaal;
778;6100b Vervoer (geen land-) + telecom;2007 4e kwartaal;
779;6100b Vervoer (geen land-) + telecom;2007;5.0
780;6100b Vervoer (geen land-) + telecom;2008 1e kwartaal;5.0
781;6100b Vervoer (geen land-) + telecom;2008 2e kwartaal;4.3
782;6100b Vervoer (geen land-) + telecom;2008 3e kwartaal;4.2
783;6100b Vervoer (geen land-) + telecom;2008 4e kwartaal;4.6
784;6100b Vervoer (geen land-) + telecom;2008;4.5
785;6100b Vervoer (geen land-) + telecom;2009 1e kwartaal;4.7
786;6100b Vervoer (geen land-) + telecom;2009 2e kwartaal;3.8
787;6100b Vervoer (geen land-) + telecom;2009 3e kwartaal;4.1
788;6100b Vervoer (geen land-) + telecom;2009 4e kwartaal;4.4
789;6100b Vervoer (geen land-) + telecom;2009;4.3
790;6100b Vervoer (geen land-) + telecom;2010 1e kwartaal;4.6
791;6100b Vervoer (geen land-) + telecom;2010 2e kwartaal;4.4
792;6100b Vervoer (geen land-) + telecom;2010 3e kwartaal;4.5
793;6100b Vervoer (geen land-) + telecom;2010 4e kwartaal;4.8
794;6100b Vervoer (geen land-) + telecom;2010;4.6
795;6100b Vervoer (geen land-) + telecom;2011 1e kwartaal;4.7
796;6100b Vervoer (geen land-) + telecom;2011 2e kwartaal;4.3
797;6100b Vervoer (geen land-) + telecom;2011 3e kwartaal;4.2
798;J Financiële instellingen;2004 1e kwartaal;
799;J Financiële instellingen;2004 2e kwartaal;
800;J Financiële instellingen;2004 3e kwartaal;
801;J Financiële instellingen;2004 4e kwartaal;
802;J Financiële instellingen;2004;4.2
803;J Financiële instellingen;2005 1e kwartaal;
804;J Financiële instellingen;2005 2e kwartaal;
805;J Financiële instellingen;2005 3e kwartaal;
806;J Financiële instellingen;2005 4e kwartaal;
807;J Financiële instellingen;2005;4.1
808;J Financiële instellingen;2006 1e kwartaal;
809;J Financiële instellingen;2006 2e kwartaal;
810;J Financiële instellingen;2006 3e kwartaal;
811;J Financiële instellingen;2006 4e kwartaal;
812;J Financiële instellingen;2006;3.4
813;J Financiële instellingen;2007 1e kwartaal;
814;J Financiële instellingen;2007 2e kwartaal;
815;J Financiële instellingen;2007 3e kwartaal;
816;J Financiële instellingen;2007 4e kwartaal;
817;J Financiële instellingen;2007;3.3
818;J Financiële instellingen;2008 1e kwartaal;3.4
819;J Financiële instellingen;2008 2e kwartaal;2.7
820;J Financiële instellingen;2008 3e kwartaal;2.5
821;J Financiële instellingen;2008 4e kwartaal;2.9
822;J Financiële instellingen;2008;2.9
823;J Financiële instellingen;2009 1e kwartaal;3.2
824;J Financiële instellingen;2009 2e kwartaal;2.4
825;J Financiële instellingen;2009 3e kwartaal;2.4
826;J Financiële instellingen;2009 4e kwartaal;3.2
827;J Financiële instellingen;2009;2.8
828;J Financiële instellingen;2010 1e kwartaal;3.6
829;J Financiële instellingen;2010 2e kwartaal;3.0
830;J Financiële instellingen;2010 3e kwartaal;2.8
831;J Financiële instellingen;2010 4e kwartaal;3.5
832;J Financiële instellingen;2010;3.2
833;J Financiële instellingen;2011 1e kwartaal;3.6
834;J Financiële instellingen;2011 2e kwartaal;3.1
835;J Financiële instellingen;2011 3e kwartaal;3.0
836;K Zakelijke dienstverlening;2004 1e kwartaal;
837;K Zakelijke dienstverlening;2004 2e kwartaal;
838;K Zakelijke dienstverlening;2004 3e kwartaal;
839;K Zakelijke dienstverlening;2004 4e kwartaal;
840;K Zakelijke dienstverlening;2004;3.5
841;K Zakelijke dienstverlening;2005 1e kwartaal;
842;K Zakelijke dienstverlening;2005 2e kwartaal;
843;K Zakelijke dienstverlening;2005 3e kwartaal;
844;K Zakelijke dienstverlening;2005 4e kwartaal;
845;K Zakelijke dienstverlening;2005;3.2
846;K Zakelijke dienstverlening;2006 1e kwartaal;
847;K Zakelijke dienstverlening;2006 2e kwartaal;
848;K Zakelijke dienstverlening;2006 3e kwartaal;
849;K Zakelijke dienstverlening;2006 4e kwartaal;
850;K Zakelijke dienstverlening;2006;3.6
851;K Zakelijke dienstverlening;2007 1e kwartaal;
852;K Zakelijke dienstverlening;2007 2e kwartaal;
853;K Zakelijke dienstverlening;2007 3e kwartaal;
854;K Zakelijke dienstverlening;2007 4e kwartaal;
855;K Zakelijke dienstverlening;2007;3.8
856;K Zakelijke dienstverlening;2008 1e kwartaal;3.9
857;K Zakelijke dienstverlening;2008 2e kwartaal;3.3
858;K Zakelijke dienstverlening;2008 3e kwartaal;3.0
859;K Zakelijke dienstverlening;2008 4e kwartaal;3.5
860;K Zakelijke dienstverlening;2008;3.4
861;K Zakelijke dienstverlening;2009 1e kwartaal;3.6
862;K Zakelijke dienstverlening;2009 2e kwartaal;2.9
863;K Zakelijke dienstverlening;2009 3e kwartaal;3.1
864;K Zakelijke dienstverlening;2009 4e kwartaal;3.8
865;K Zakelijke dienstverlening;2009;3.4
866;K Zakelijke dienstverlening;2010 1e kwartaal;3.7
867;K Zakelijke dienstverlening;2010 2e kwartaal;3.3
868;K Zakelijke dienstverlening;2010 3e kwartaal;3.3
869;K Zakelijke dienstverlening;2010 4e kwartaal;3.7
870;K Zakelijke dienstverlening;2010;3.5
871;K Zakelijke dienstverlening;2011 1e kwartaal;3.8
872;K Zakelijke dienstverlening;2011 2e kwartaal;3.2
873;K Zakelijke dienstverlening;2011 3e kwartaal;3.1
874;747 Schoonmaakbedrijven;2004 1e kwartaal;
875;747 Schoonmaakbedrijven;2004 2e kwartaal;
876;747 Schoonmaakbedrijven;2004 3e kwartaal;
877;747 Schoonmaakbedrijven;2004 4e kwartaal;
878;747 Schoonmaakbedrijven;2004;4.8
879;747 Schoonmaakbedrijven;2005 1e kwartaal;
880;747 Schoonmaakbedrijven;2005 2e kwartaal;
881;747 Schoonmaakbedrijven;2005 3e kwartaal;
882;747 Schoonmaakbedrijven;2005 4e kwartaal;
883;747 Schoonmaakbedrijven;2005;4.7
884;747 Schoonmaakbedrijven;2006 1e kwartaal;
885;747 Schoonmaakbedrijven;2006 2e kwartaal;
886;747 Schoonmaakbedrijven;2006 3e kwartaal;
887;747 Schoonmaakbedrijven;2006 4e kwartaal;
888;747 Schoonmaakbedrijven;2006;5.1
889;747 Schoonmaakbedrijven;2007 1e kwartaal;
890;747 Schoonmaakbedrijven;2007 2e kwartaal;
891;747 Schoonmaakbedrijven;2007 3e kwartaal;
892;747 Schoonmaakbedrijven;2007 4e kwartaal;
893;747 Schoonmaakbedrijven;2007;5.0
894;747 Schoonmaakbedrijven;2008 1e kwartaal;5.0
895;747 Schoonmaakbedrijven;2008 2e kwartaal;5.2
896;747 Schoonmaakbedrijven;2008 3e kwartaal;4.8
897;747 Schoonmaakbedrijven;2008 4e kwartaal;4.6
898;747 Schoonmaakbedrijven;2008;4.9
899;747 Schoonmaakbedrijven;2009 1e kwartaal;5.3
900;747 Schoonmaakbedrijven;2009 2e kwartaal;4.8
901;747 Schoonmaakbedrijven;2009 3e kwartaal;4.9
902;747 Schoonmaakbedrijven;2009 4e kwartaal;5.6
903;747 Schoonmaakbedrijven;2009;5.1
904;747 Schoonmaakbedrijven;2010 1e kwartaal;5.7
905;747 Schoonmaakbedrijven;2010 2e kwartaal;5.7
906;747 Schoonmaakbedrijven;2010 3e kwartaal;5.6
907;747 Schoonmaakbedrijven;2010 4e kwartaal;5.7
908;747 Schoonmaakbedrijven;2010;5.7
909;747 Schoonmaakbedrijven;2011 1e kwartaal;5.9
910;747 Schoonmaakbedrijven;2011 2e kwartaal;5.5
911;747 Schoonmaakbedrijven;2011 3e kwartaal;4.7
912;748 Zakelijke dienstverlening, n.e.g.;2004 1e kwartaal;
913;748 Zakelijke dienstverlening, n.e.g.;2004 2e kwartaal;
914;748 Zakelijke dienstverlening, n.e.g.;2004 3e kwartaal;
915;748 Zakelijke dienstverlening, n.e.g.;2004 4e kwartaal;
916;748 Zakelijke dienstverlening, n.e.g.;2004;3.3
917;748 Zakelijke dienstverlening, n.e.g.;2005 1e kwartaal;
918;748 Zakelijke dienstverlening, n.e.g.;2005 2e kwartaal;
919;748 Zakelijke dienstverlening, n.e.g.;2005 3e kwartaal;
920;748 Zakelijke dienstverlening, n.e.g.;2005 4e kwartaal;
921;748 Zakelijke dienstverlening, n.e.g.;2005;3.0
922;748 Zakelijke dienstverlening, n.e.g.;2006 1e kwartaal;
923;748 Zakelijke dienstverlening, n.e.g.;2006 2e kwartaal;
924;748 Zakelijke dienstverlening, n.e.g.;2006 3e kwartaal;
925;748 Zakelijke dienstverlening, n.e.g.;2006 4e kwartaal;
926;748 Zakelijke dienstverlening, n.e.g.;2006;3.5
927;748 Zakelijke dienstverlening, n.e.g.;2007 1e kwartaal;
928;748 Zakelijke dienstverlening, n.e.g.;2007 2e kwartaal;
929;748 Zakelijke dienstverlening, n.e.g.;2007 3e kwartaal;
930;748 Zakelijke dienstverlening, n.e.g.;2007 4e kwartaal;
931;748 Zakelijke dienstverlening, n.e.g.;2007;3.7
932;748 Zakelijke dienstverlening, n.e.g.;2008 1e kwartaal;3.9
933;748 Zakelijke dienstverlening, n.e.g.;2008 2e kwartaal;3.1
934;748 Zakelijke dienstverlening, n.e.g.;2008 3e kwartaal;2.8
935;748 Zakelijke dienstverlening, n.e.g.;2008 4e kwartaal;3.4
936;748 Zakelijke dienstverlening, n.e.g.;2008;3.3
937;748 Zakelijke dienstverlening, n.e.g.;2009 1e kwartaal;3.5
938;748 Zakelijke dienstverlening, n.e.g.;2009 2e kwartaal;2.8
939;748 Zakelijke dienstverlening, n.e.g.;2009 3e kwartaal;3.0
940;748 Zakelijke dienstverlening, n.e.g.;2009 4e kwartaal;3.6
941;748 Zakelijke dienstverlening, n.e.g.;2009;3.2
942;748 Zakelijke dienstverlening, n.e.g.;2010 1e kwartaal;3.5
943;748 Zakelijke dienstverlening, n.e.g.;2010 2e kwartaal;3.1
944;748 Zakelijke dienstverlening, n.e.g.;2010 3e kwartaal;3.1
945;748 Zakelijke dienstverlening, n.e.g.;2010 4e kwartaal;3.5
946;748 Zakelijke dienstverlening, n.e.g.;2010;3.3
947;748 Zakelijke dienstverlening, n.e.g.;2011 1e kwartaal;3.7
948;748 Zakelijke dienstverlening, n.e.g.;2011 2e kwartaal;3.0
949;748 Zakelijke dienstverlening, n.e.g.;2011 3e kwartaal;3.0
950;L t/m O Niet-commerciële dienstverlening;2004 1e kwartaal;
951;L t/m O Niet-commerciële dienstverlening;2004 2e kwartaal;
952;L t/m O Niet-commerciële dienstverlening;2004 3e kwartaal;
